Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),CH3X(55),H2OX(23),COX(50),CHOX(53),O(29),acetyl(44),C2H4X(215),C2H4X(70),C2H6X(52),CO2X(24)
7.052050567849732e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4494333470486674,0.11584102259331817,0.022771579515861617,4.8974464274103236e-14,9.088631089445694e-10,1.757963780160561e-06,5.6727532227228704e-08,8.247750836042477e-10,1.5805183406882331e-21,6.224415025651137e-05,2.1968854822638643e-19,5.656868311724865e-05,2.513324419614612e-14,2.5227323874291156e-12,4.431936936943957e-16,3.5245610838770635e-18,6.27803171649727e-08,1.2592072001930935e-13,0.0027653407091193906,9.979369576376153e-05,7.472950433409464e-06,4.131972941967541e-10,3.5232584360469785e-10,1.3382011591300467e-09,6.158649214358278e-13,9.77797568293327e-10,1.297310318024762e-06,1.862299926614418e-11,2.2139773009264415e-08,1.9584295846796788e-13,1.956680361426037e-10,4.628690557090166e-14,1.7791678803607675e-13,8.970565224599001e-17,6.110258998819244e-08,8.831723085283882e-18,7.865354131100555e-16,3.606087717597389e-20,1.5964704138814593e-12,8.317583475404517e-16
7.0880729177257e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4494214605915288,0.11582938739006388,0.0227713256718822,5.014535614913278e-14,9.227481028264726e-10,1.776225082457392e-06,5.777187534626099e-08,8.374141233371854e-10,1.6293456812205413e-21,6.256194772289148e-05,2.2544944329776674e-19,5.6831578566797483e-05,2.553126801652598e-14,2.5739888282832056e-12,4.540165039605892e-16,3.6066858435583455e-18,6.34037319777092e-08,1.285690286035747e-13,0.0027766462675178063,0.00010029909427456443,7.53739384747278e-06,4.188632441847419e-10,3.541222785681854e-10,1.3438580974370673e-09,6.185233029353012e-13,9.943799620748555e-10,1.3080626751212645e-06,1.887693624108759e-11,2.241504378655349e-08,1.999795634761594e-13,1.9666237333654535e-10,4.6995453588702306e-14,1.8118969304118163e-13,9.171543541712987e-17,6.170082471324763e-08,9.04025664731429e-18,8.071009327429005e-16,3.681832998418425e-20,1.6236484453456602e-12,8.474247935539409e-16
7.1240952676016685e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44940959862016805,0.1158177768308049,0.022771071841232837,5.1338245305795315e-14,9.367740375500172e-10,1.7945919608749774e-06,5.883017284685771e-08,8.501809657851329e-10,1.6794296702997822e-21,6.287974222131256e-05,2.3133067934602464e-19,5.70942371502498e-05,2.5933505747545104e-14,2.626015626407453e-12,4.650450647125289e-16,3.6903064314106615e-18,6.403004005736222e-08,1.312590434600823e-13,0.00278792713510781,0.00010080444643684358,7.602051104368769e-06,4.2457705938799774e-10,3.559186568055827e-10,1.3495149614739143e-09,6.211829936739174e-13,1.0111577416043258e-09,1.318850404240775e-06,1.9133061169825278e-11,2.2692233221071666e-08,2.0418159268137295e-13,1.9765665909205412e-10,4.771127255493455e-14,1.8450625955301975e-13,9.375977348949462e-17,6.230170846370174e-08,9.252645521230305e-18,8.280931442162624e-16,3.7587688172630324e-20,1.6511361940789602e-12,8.633059858422041e-16
7.160117617477637e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.449397761081932,0.11580619086171628,0.022770818023887824,5.2553432462197386e-14,9.509416517815303e-10,1.8130647188645402e-06,5.990254008231923e-08,8.630762402370511e-10,1.7307962610379294e-21,6.31975337320082e-05,2.373341346235921e-19,5.7356659244022386e-05,2.6339980169602244e-14,2.6788202961474284e-12,4.7628216110256705e-16,3.775442523886138e-18,6.465923884327289e-08,1.339912035776004e-13,0.002799183365735384,0.00010130975219195339,7.66692118319736e-06,4.3033885914316716e-10,3.577149782081932e-10,1.3551717509273809e-09,6.238440123385928e-13,1.0281320782223897e-09,1.329673386257479e-06,1.9391381335497137e-11,2.2971345563076436e-08,2.0844973767002417e-13,1.9865089348781622e-10,4.843440212039148e-14,1.878668471664933e-13,9.583907496176489e-17,6.29052376237158e-08,9.468941206234027e-18,8.495186115718214e-16,3.8369076615201664e-20,1.6789354157723504e-12,8.794037440465016e-16
7.196139967353605e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44938594792429065,0.11579462942909095,0.022770564219821512,5.3791220876777394e-14,9.652516851085138e-10,1.8316436623340397e-06,6.098909272526899e-08,8.761005757722669e-10,1.7834718123857997e-21,6.35153222352453e-05,2.4346170686686717e-19,5.76188452235465e-05,2.6750714070152896e-14,2.7324103851465632e-12,4.877306000447996e-16,3.862113955524132e-18,6.529132577881356e-08,1.3676595030221212e-13,0.0028104150131287382,0.00010181501148080273,7.73200305910479e-06,4.3614876138531065e-10,3.5951124266750525e-10,1.3608284654416028e-09,6.265063777705062e-13,1.0453041403686398e-09,1.3405315017331849e-06,1.9651903989400684e-11,2.325238509936958e-08,2.127846937580899e-13,1.9964507660221352e-10,4.916488190191201e-14,1.9127181645615575e-13,9.795375343401326e-17,6.351140858319272e-08,9.689195618458977e-18,8.713839647149134e-16,3.9162620841722935e-20,1.7070478654724441e-12,8.957198927506605e-16
7.2321623172295736e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44937415909483536,0.11578309247933913,0.022770310429008317,5.5051916355017124e-14,9.797048780475728e-10,1.850329099635535e-06,6.208994676537414e-08,8.89254601260379e-10,1.837483091993996e-21,6.383310771132388e-05,2.4971531339691164e-19,5.7880795463267814e-05,2.7165730243671963e-14,2.786793474303448e-12,4.993932102367321e-16,3.9503407193420004e-18,6.592629831137361e-08,1.3958372733799309e-13,0.0028216221308985643,0.00010232022424385733,7.79729570331685e-06,4.4200688283260423e-10,3.613074500752166e-10,1.366485104679693e-09,6.291701120776497e-13,1.0626750844544438e-09,1.3514246309286527e-06,1.9914636343537052e-11,2.35353561535597e-08,2.1718715999214475e-13,2.0063920851332156e-10,4.990275155708476e-14,1.9472152896902202e-13,1.0010420820751587e-16,6.412021773776281e-08,9.913461092639205e-18,8.936958997199438e-16,3.996844710919534e-20,1.7354752975804764e-12,9.122562613153209e-16
7.268184667105542e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44936239454128,0.11577157995898842,0.022770056651422718,5.63358272560836e-14,9.943019720520224e-10,1.8691213415523263e-06,6.320521850704451e-08,9.025389453611646e-10,1.8928572802137216e-21,6.415089014057663e-05,2.560968912201377e-19,5.814251033664637e-05,2.7585051491616337e-14,2.8419771777292178e-12,5.112728421800118e-16,4.040142967222611e-18,6.656415389234568e-08,1.4244498074768447e-13,0.0028328047725382994,0.00010282539042114277,7.862798083148994e-06,4.4791333860666233e-10,3.6310360032319795e-10,1.372141668333417e-09,6.318352344622009e-13,1.0802460700664928e-09,1.3623526537906612e-06,2.0179585577418116e-11,2.3820263086314377e-08,2.2165783915043366e-13,2.0163328929890992e-10,5.064805090292701e-14,1.9821634721737507e-13,1.0229085307945095e-16,6.473166148876914e-08,1.0141790381211518e-17,9.164611791354434e-16,4.078668229171667e-20,1.7642194658513532e-12,9.290146837378705e-16
7.3006047819939135e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4493518271558578,0.11576123953371001,0.022769828262884224,5.751145317544709e-14,1.007563005639028e-09,1.8861259360347966e-06,6.422138658679297e-08,9.146067968838569e-10,1.943882138238019e-21,6.443689170563932e-05,2.619513435952091e-19,5.837785279233445e-05,2.796614030440106e-14,2.8923333558054496e-12,5.221524380525886e-16,4.12232881304358e-18,6.714068681840374e-08,1.4505765168818412e-13,0.002842848267040874,0.00010328000009994538,7.92192869231175e-06,4.532705686271181e-10,3.6472008658557756e-10,1.3772325107112145e-09,6.342350469660034e-13,1.0962319500782296e-09,1.372217608979711e-06,2.0419941229509536e-11,2.4078338136113434e-08,2.257403562973306e-13,2.025279183576526e-10,5.1325205580694e-14,2.014005494333075e-13,1.0429012597705091e-16,6.528421047492986e-08,1.0350805240015093e-17,9.373431831347135e-16,4.1533808955469655e-20,1.7903614756712551e-12,9.442886396435481e-16
7.333024896882285e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4493412793537154,0.11575091881421169,0.022769599885020916,5.87063638367646e-14,1.0209417422858976e-09,1.9032175259078306e-06,6.524941268903359e-08,9.267811735244066e-10,1.9960537139289748e-21,6.472289077257741e-05,2.6791247773530493e-19,5.861300517385293e-05,2.8350751334297155e-14,2.9433498231241635e-12,5.332122569004519e-16,4.205822168280355e-18,6.7719551100211e-08,1.4770623021725665e-13,0.002852872017945055,0.00010373457195100456,7.981227589440983e-06,4.586671235849085e-10,3.663365263825571e-10,1.3823232913310403e-09,6.366360155141649e-13,1.1123816364947077e-09,1.3821106426056448e-06,2.0662103529137604e-11,2.4337988041526348e-08,2.298792157712516e-13,2.0342250612373905e-10,5.200843954934019e-14,2.0462184732243052e-13,1.0631935165068028e-16,6.58388879585042e-08,1.05631939062368e-17,9.586029520288322e-16,4.229118359144428e-20,1.816762739375296e-12,9.597452923125638e-16
7.3654450117706566e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.449330751096988,0.11574061776175461,0.02276937151781431,5.992078936558456e-14,1.034438724488512e-09,1.9203963427311376e-06,6.628938224444709e-08,9.390625331394831e-10,2.049392697761943e-21,6.500888732712069e-05,2.739817470182299e-19,5.8847967751406234e-05,2.873890121792492e-14,2.9950321992071034e-12,5.4445442211884045e-16,4.290638055244656e-18,6.830074488809449e-08,1.503910464177845e-13,0.0028628760640049674,0.00010418910592969439,8.04069401370575e-06,4.6410308453038503e-10,3.679529196356947e-10,1.3874140099718775e-09,6.390381555365679e-13,1.1286959626948258e-09,1.3920316665250146e-06,2.0906077635564013e-11,2.4599216059412674e-08,2.3407493765489407e-13,2.0431705265323143e-10,5.269778195719663e-14,2.078805071329739e-13,1.0837882825522868e-16,6.639569132788232e-08,1.0778995709871411e-17,9.802455550381297e-16,4.3058900102346155e-20,1.843424534104495e-12,9.7538598840043e-16
7.397865126659028e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4493202423478902,0.11573033633767608,0.02276914316124595,6.115496157910932e-14,1.0480544953760284e-09,1.9376626196262175e-06,6.73413808844634e-08,9.514513334478588e-10,2.103920062715855e-21,6.529488135501993e-05,2.8016061798829586e-19,5.9082740794552065e-05,2.913060659639307e-14,3.047386125260893e-12,5.558810714559207e-16,4.376791601426416e-18,6.888426633497306e-08,1.5311243192182248e-13,0.0028728604438984467,0.0001046436019911066,8.100327201769438e-06,4.695785313724929e-10,3.695692662666504e-10,1.3925046663937577e-09,6.414414794403737e-13,1.1451757692851209e-09,1.4019805923889615e-06,2.1151868692817835e-11,2.486202547151312e-08,2.3832804448196314e-13,2.0521155800199344e-10,5.3393261938050456e-14,2.1117679572848946e-13,1.1046887757758033e-16,6.695461797516629e-08,1.0998250256827372e-17,1.00227610575502e-15,4.383705274920603e-20,1.8703481365737412e-12,9.912120775897144e-16
7.4302852415474e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44930975306871557,0.11572007450338959,0.02276891481529744,6.240911398987398e-14,1.0617895987153176e-09,1.955016591268197e-06,6.840549443991064e-08,9.639480320303546e-10,2.1596570661357463e-21,6.558087284204673e-05,2.864505704157395e-19,5.931732457220138e-05,2.952588411527693e-14,3.100417264152055e-12,5.674943570231136e-16,4.4642980397138984e-18,6.947011359634907e-08,1.5587071991097786e-13,0.0028828251962271885,0.00010509806009005183,8.160126387828832e-06,4.750935434062285e-10,3.7118556619720107e-10,1.3975952603277414e-09,6.438460050904513e-13,1.161821880424691e-09,1.411957331668247e-06,2.1399481817322367e-11,2.5126419584571342e-08,2.426390612377663e-13,2.061060222256918e-10,5.4094908557047287e-14,2.1451098058357162e-13,1.12589797419135e-16,6.751566529616143e-08,1.1220997431593005e-17,1.0246997623231771e-15,4.462573632627356e-20,1.8975348230713523e-12,1.0072249126337316e-15
7.459463344946934e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44930032933314207,0.11571085556997339,0.022768709313008544,6.35551285954672e-14,1.0742536709072685e-09,1.9707103399589717e-06,6.937362599128667e-08,9.752876918583133e-10,2.2108724102454242e-21,6.583826299618176e-05,2.922077359814589e-19,5.952828837181996e-05,2.988470182347808e-14,3.148729003923896e-12,5.781076783123266e-16,4.544223232010953e-18,6.999936318058082e-08,1.5838500734959242e-13,0.0028917767235982737,0.00010550703988361924,8.214086948642323e-06,4.80090947122653e-10,3.7264019614130204e-10,1.4021767412512327e-09,6.460111179595738e-13,1.1769462540470254e-09,1.4209601041606709e-06,2.1623895704596832e-11,2.536573195890467e-08,2.4656892518347164e-13,2.0691100491093792e-10,5.473168717407287e-14,2.1754436981182647e-13,1.1452527106487254e-16,6.802241891169074e-08,1.1424489273496284e-17,1.045221457985459e-15,4.5344634168714887e-20,1.9222288322716847e-12,1.021797252263952e-15
7.485723638006515e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4492918614063342,0.11570257204697704,0.02276852436827953,6.460068457407506e-14,1.085554684969571e-09,1.984895753541592e-06,7.025344609325785e-08,9.855687029973619e-10,2.257832014548838e-21,6.606991235683332e-05,2.9746805537206904e-19,5.9718025062723245e-05,3.0210133212044946e-14,3.1926859471283475e-12,5.877917360181105e-16,4.61711277289348e-18,7.04772961652106e-08,1.6067385721007047e-13,0.0028998195550141697,0.00010587509534788632,8.262765418975944e-06,4.8461611200995e-10,3.739493306475496e-10,1.4063000305140102e-09,6.479605700626963e-13,1.1906744374749827e-09,1.4290817465679613e-06,2.1827136659326103e-11,2.558221490925677e-08,2.5014659266724365e-13,2.0763546091822043e-10,5.530909653846402e-14,2.203010126857384e-13,1.1628898164004858e-16,6.84799624724401e-08,1.161010291465987e-17,1.0639699922142413e-15,4.5999058924767976e-20,1.9446372914895468e-12,1.0350434459795115e-15
7.511983931066096e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4492834061869582,0.11569430130848407,0.02276833943048558,6.565977033145061e-14,1.0969349619999437e-09,1.999139125959558e-06,7.114136804801904e-08,9.959213193342634e-10,2.305624004292775e-21,6.630156002518747e-05,3.0280393006137325e-19,5.9907638052545336e-05,3.053793789282474e-14,3.237097349332749e-12,5.976021194263479e-16,4.690917377589714e-18,7.095675184558847e-08,1.6298751628191752e-13,0.0029078495771709336,0.00010624312582371772,8.311551430913447e-06,4.89167373254061e-10,3.752584343749694e-10,1.4104232783563447e-09,6.499108380965941e-13,1.2045131992622864e-09,1.4372214793100768e-06,2.2031582094378822e-11,2.5799743543966733e-08,2.537631963383742e-13,2.0835989004167294e-10,5.589060381034942e-14,2.230829968556049e-13,1.1807349609738561e-16,6.893889278897352e-08,1.1798079895324137e-17,1.0829857615482723e-15,4.666056294096518e-20,1.9672206280176895e-12,1.0484145783409547e-15
7.538244224125677e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44927496365512654,0.11568604333413357,0.02276815449961697,6.673251323904532e-14,1.108394792221552e-09,2.0134405848765024e-06,7.203743784661553e-08,1.0063457837809607e-09,2.3542602342917155e-21,6.653320599372193e-05,3.082161721310261e-19,6.009712748295404e-05,3.0868124720444124e-14,3.2819662615188098e-12,6.075399998919137e-16,4.765645344921377e-18,7.14377292463995e-08,1.6532616461013466e-13,0.0029158668104374797,0.00010661113128656528,8.360444572780936e-06,4.937447710976981e-10,3.765675072822136e-10,1.4145464846463588e-09,6.518619300041921e-13,1.218462974694684e-09,1.4453792549694551e-06,2.223723468305892e-11,2.6018319668893148e-08,2.5741901990816036e-13,2.0908429231049766e-10,5.6476224571652884e-14,2.2589046562335917e-13,1.1987897806263929e-16,6.939920848439203e-08,1.198844194619034e-17,1.1022715936149608e-15,4.732919742048678e-20,1.9899795193068383e-12,1.0619113738217902e-15
7.564504517185257e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4492665337909854,0.1156777981035971,0.022767969575664012,6.781904140520037e-14,1.1199344661399651e-09,2.0278002586082935e-06,7.294170156325356e-08,1.0168423391899071e-09,2.4037526867610156e-21,6.676485025492324e-05,3.137055994715738e-19,6.028649349533883e-05,3.12007025514104e-14,3.327295743943705e-12,6.176065549698113e-16,4.841305019498601e-18,7.192022739342503e-08,1.6768998290749494e-13,0.002923871275150239,0.00010697911171176298,8.409444431864036e-06,4.983483452500625e-10,3.778765493279862e-10,1.4186696492678388e-09,6.538138518299824e-13,1.23252420315638e-09,1.45355502604233e-06,2.2444097090578786e-11,2.623794510086347e-08,2.611143481444048e-13,2.09808667753811e-10,5.706597446522618e-14,2.2872356254560524e-13,1.217056023677356e-16,6.986090818337417e-08,1.2181210917703724e-17,1.1218303355670601e-15,4.80050137159032e-20,2.0129146426233713e-12,1.0755345580955514e-15
7.590764810244838e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4492581165747147,0.1156695655965787,0.02276778465861702,6.891948367641406e-14,1.1315542745448162e-09,2.0422182761199843e-06,7.38542053548206e-08,1.0274112283540477e-09,2.4541134721204987e-21,6.699649280128653e-05,3.1927303580315904e-19,6.047573623081079e-05,3.1535680244103975e-14,3.3730888661314326e-12,6.278029684180634e-16,4.91790479179353e-18,7.24042453135394e-08,1.7007915255467046e-13,0.002931862991613214,0.00010734706707452725,8.45855059443133e-06,5.029781353401097e-10,3.7918556047103524e-10,1.4227927720844446e-09,6.557666159496003e-13,1.246697310292253e-09,1.461748744957071e-06,2.2652171975133452e-11,2.645862166770726e-08,2.648494668716141e-13,2.1053301640064628e-10,5.7659868970717e-14,2.3158243143212943e-13,1.2355352852579517e-16,7.0323990512173e-08,1.2376408781703682e-17,1.1416648541447998e-15,4.868806343832653e-20,2.0360266750492074e-12,1.0892848580731977e-15
7.61439907399846e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44925055187764584,0.11566216720212151,0.022767618239171335,6.992188536777082e-14,1.1420808576623925e-09,2.055244482922615e-06,7.468254224621795e-08,1.0369852745828653e-09,2.5001907169793543e-21,6.720496962063117e-05,3.2435111170767382e-19,6.064594940737906e-05,3.1839219372259967e-14,3.4147016325199306e-12,6.370917528046955e-16,4.9876553421473815e-18,7.284116004422349e-08,1.722512310906681e-13,0.0029390446534314917,0.00010767820545205692,8.502836687439097e-06,5.071673932268179e-10,3.8036364404389504e-10,1.4265035467662663e-09,6.575248286918526e-13,1.2595491222123509e-09,1.4691383979943564e-06,2.284047822239883e-11,2.6658130817774075e-08,2.6824533168153016e-13,2.111849072957363e-10,5.819793060915067e-14,2.3417756752106904e-13,1.2523501344616142e-16,7.074194562244982e-08,1.255418181874052e-17,1.1597540950737794e-15,4.930903554003116e-20,2.0569793209803926e-12,1.1017694137408313e-15
7.635669911376722e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4492437523839597,0.11565551743255738,0.02276746846644044,7.083385133173862e-14,1.151610656725337e-09,2.067008643237388e-06,7.543381203995292e-08,1.0456523252547418e-09,2.54227752388575e-21,6.739259756072675e-05,3.289764827147752e-19,6.0799056073100046e-05,3.211407808748346e-14,3.452478208289059e-12,6.455431366522761e-16,5.051092853067526e-18,7.323543456243526e-08,1.7422389498198088e-13,0.0029454993465029802,0.00010797621260253418,8.542767253919206e-06,5.109559313918153e-10,3.814238978044548e-10,1.4298432148647926e-09,6.591078125554234e-13,1.2711937956947052e-09,1.4758014537380429e-06,2.301079696385697e-11,2.6838419403801047e-08,2.713295390252255e-13,2.117715905808582e-10,5.868507672858843e-14,2.3653122508152743e-13,1.267633226192194e-16,7.111906098577689e-08,1.2715888357948169e-17,1.1762291498812947e-15,4.987298706581034e-20,2.075960097249382e-12,1.1130944914118089e-15
7.656940748754983e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4492369611534104,0.1156488759749126,0.02276731869822339,7.175517786003931e-14,1.1611935499952707e-09,2.078811314322999e-06,7.619057048392869e-08,1.054367265601534e-09,2.584956002437449e-21,6.758022436240134e-05,3.336545192444173e-19,6.095208210682553e-05,3.23905271085658e-14,3.4905644661613774e-12,6.540818456899767e-16,5.115162231391056e-18,7.363070447709314e-08,1.7621351658537002e-13,0.0029519457114428414,0.00010827420326510112,8.582766827130182e-06,5.147617385499139e-10,3.824841312165513e-10,1.4331828553101063e-09,6.606913629836368e-13,1.2829126396530923e-09,1.4824762002016521e-06,2.318191589845812e-11,2.7019400925587098e-08,2.7444036458135333e-13,2.1235825633615269e-10,5.917496993586159e-14,2.389020481485646e-13,1.2830590810916764e-16,7.149708105511042e-08,1.2879227954750826e-17,1.1928903034386e-15,5.0441776753899e-20,2.0950581468521802e-12,1.1245042660595789e-15
7.678211586133244e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4492301781755292,0.11564224281846307,0.02276716893451507,7.268593485042053e-14,1.170829692560882e-09,2.090652565950121e-06,7.695284226453565e-08,1.0631302245389602e-09,2.6282328392557466e-21,6.776785002168294e-05,3.3838567034611814e-19,6.110502758301299e-05,3.26685711467791e-14,3.5289620551728058e-12,6.627085209430212e-16,5.179868024585445e-18,7.402696927312555e-08,1.7822019357767411e-13,0.002958383758979379,0.00010857217742636377,8.622835185243904e-06,5.185848348470908e-10,3.835443442583535e-10,1.4365224680292498e-09,6.622754837310492e-13,1.2947058820694374e-09,1.4891626119472046e-06,2.3353836416547684e-11,2.7201076375781096e-08,2.775779622797879e-13,2.129449045768866e-10,5.966761854029239e-14,2.412901136283353e-13,1.298628583323105e-16,7.18760051033968e-08,1.30442125176716e-17,1.209739117152977e-15,5.1015432376791217e-20,2.1142738292630565e-12,1.1359991262830182e-15
7.699482423511505e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4492234034398612,0.11563561795249859,0.022767019175310366,7.362619252073631e-14,1.1805192396355995e-09,2.1025324681627407e-06,7.77206521028181e-08,1.0719413309570855e-09,2.6721147779722716e-21,6.795547453460312e-05,3.431703876191131e-19,6.125789257600006e-05,3.294821491418729e-14,3.5676726283315654e-12,6.714238061114207e-16,5.2452148000001355e-18,7.442422843592592e-08,1.8024402392349011e-13,0.002964813499827038,0.00010887013507287867,8.662972106001511e-06,5.224252402642514e-10,3.8460453690805135e-10,1.4398620529554364e-09,6.638601795824469e-13,1.3065737500498254e-09,1.4958606635033867e-06,2.3526559905828812e-11,2.7383446751823047e-08,2.807424865056776e-13,2.135315353182891e-10,6.016303089714662e-14,2.436954985330434e-13,1.3143426560691462e-16,7.225583240425432e-08,1.3210854007171774e-17,1.226777160983999e-15,5.159398178002653e-20,2.13360750387669e-12,1.1475794611824951e-15
7.720753260889767e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4492166369359666,0.11562900136632276,0.022766869420604186,7.457602140936057e-14,1.19026234655813e-09,2.114451091277027e-06,7.849402475430626e-08,1.0808007137203156e-09,2.7166086195697016e-21,6.814309789719719e-05,3.4800912521956966e-19,6.141067716000465e-05,3.3229463123643474e-14,3.606697842615183e-12,6.802283475707103e-16,5.311207144891081e-18,7.482248145135146e-08,1.8228510587521663e-13,0.002971234944686424,0.0001091680761911531,8.703177366717196e-06,5.262829746600152e-10,3.8566470914385554e-10,1.4432016100235055e-09,6.654454560350485e-13,1.3185164682336804e-09,1.5025703293673104e-06,2.3700087750722416e-11,2.7566513055952672e-08,2.8393409209951555e-13,2.141181485755534e-10,6.066121531515746e-14,2.461182799804167e-13,1.3302021909015007e-16,7.263656223197238e-08,1.337916443611933e-17,1.2440060134650711e-15,5.2177452903656867e-20,2.1530595300081338e-12,1.1592456603559629e-15
7.742024098268028e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44920987865341927,0.11562239304925305,0.02276671967039143,7.553549237558817e-14,1.2000591687928378e-09,2.1264085058801938e-06,7.927298500885177e-08,1.0897085016673902e-09,2.7617212226744157e-21,6.83307201055039e-05,3.5290233986779986e-19,6.156338140912479e-05,3.351232048878737e-14,3.646039358967504e-12,6.891227943726158e-16,5.3778496664452e-18,7.52217278057224e-08,1.8434353797309823e-13,0.0029776481042443157,0.00010946600076764525,8.743450744276346e-06,5.301580576406131e-10,3.8672486094399653e-10,1.4465411391628216e-09,6.67031316520152e-13,1.3305342630507586e-09,1.5092915840004378e-06,2.3874421328310696e-11,2.7750276295217467e-08,2.871529343572095e-13,2.14704744363837e-10,6.116218011084528e-14,2.4855853519317873e-13,1.3462080721904848e-16,7.301819386151022e-08,1.3549155869621754e-17,1.261427261724962e-15,5.276587376466066e-20,2.1726302668927882e-12,1.1709981138965905e-15
7.76329493564629e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4492031285818079,0.11561579299062069,0.022766569924667017,7.650467660003566e-14,1.2099098619301263e-09,2.1384047828293494e-06,8.005755769045452e-08,1.0986648236113777e-09,2.8074595039169676e-21,6.851834115556574e-05,3.5785049085547304e-19,6.171600539733875e-05,3.379679172404272e-14,3.685698842295698e-12,6.981077982456888e-16,5.4451469918047095e-18,7.562196698582077e-08,1.8641941904526995e-13,0.0029840529891736888,0.00010976390878876448,8.78379201514002e-06,5.340505086349726e-10,3.877849922867241e-10,1.4498806403038327e-09,6.686177655783046e-13,1.3426273603812415e-09,1.5160244018310753e-06,2.4049562012658836e-11,2.793473748148071e-08,2.9039916903015183e-13,2.1529132269826073e-10,6.166593366116245e-14,2.510163414985213e-13,1.3623612382493908e-16,7.340072656849602e-08,1.3720840424803322e-17,1.2790425015093224e-15,5.3359272448404017e-20,2.1923200736863808e-12,1.182837212385587e-15
7.78456577302455e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44919638671073514,0.11560920117977071,0.022766420183425864,7.748364558504811e-14,1.2198145816869779e-09,2.150439993250348e-06,8.084776765709331e-08,1.107669808339666e-09,2.8538304382616484e-21,6.870596104342864e-05,3.628540400528279e-19,6.186854919850504e-05,3.408288154461475e-14,3.725677961467273e-12,7.071840135959722e-16,5.513103768091348e-18,7.602319847888957e-08,1.885128482078003e-13,0.0029904496101337322,0.0001100618002408713,8.824200955350178e-06,5.379603469828837e-10,3.8884510315030893e-10,1.4532201133809557e-09,6.702048092309953e-13,1.3547959824737603e-09,1.5227687572576218e-06,2.4225511175690416e-11,2.8119897631428962e-08,2.9367295232528693e-13,2.1587788359390873e-10,6.21724843086228e-14,2.5349177632757725e-13,1.3786625916562448e-16,7.378415962922579e-08,1.3894230271341714e-17,1.2968533372021902e-15,5.395767713887261e-20,2.212129309464926e-12,1.1947633469028091e-15
7.805836610402812e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44918965302981795,0.11560261760606189,0.022766270446662892,7.847247115510525e-14,1.229773483907365e-09,2.1625142085366317e-06,8.16436398005625e-08,1.1167235846139598e-09,2.9008410592405596e-21,6.889357976514215e-05,3.6791345191588364e-19,6.202101288636242e-05,3.43705946664875e-14,3.765978389307095e-12,7.163520975075825e-16,5.581724662430439e-18,7.642542177263156e-08,1.9062392486473367e-13,0.002996837977769865,0.00011035967511027791,8.864677340526397e-06,5.4188759176092e-10,3.899051935130417e-10,1.4565595583260512e-09,6.717924507661505e-13,1.3670403537515974e-09,1.5295246246429383e-06,2.440227018150107e-11,2.8305757766579323e-08,2.969744409051793e-13,2.1646442706582943e-10,6.268184037679614e-14,2.5598491721489066e-13,1.3951130112671865e-16,7.416849232066243e-08,1.406933763140737e-17,1.314861381847482e-15,5.456111610006808e-20,2.2320583332247133e-12,1.206776909018783e-15
