Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(40)
5.3548818028444054e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999787,0.11866996602996317,0.022821567693054285,0.0,2.1304553573116442e-73,2.9683203695283464e-36,0.0,1.4247710584751419e-55,0.0,5.4451465313920012e-22,4.8599495922245796e-109,5.4451465313919429e-22,1.8326885730784203e-75,1.9167929293537074e-92,0.0,0.0,2.4567458570744493e-59,4.5419007377072513e-88,2.1594674157358866e-15
1.0714415979105704e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631999957,0.11866996602996101,0.022821567693054285,0.0,3.4115043514842072e-72,1.1881017144248393e-35,0.0,1.1409723869539642e-54,0.0,1.0895023859075324e-21,3.1151750753818988e-107,1.0895023859075085e-21,2.9354867498991567e-74,6.1413100370029039e-91,0.0,0.0,1.9668904923158368e-58,1.4550395192846015e-86,4.3208109977745499e-15
2.14334843316283e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999137,0.11866996602995669,0.022821567693054285,0.0,5.4606286942119634e-71,4.7539544318484001e-35,0.0,9.1324035152558851e-54,0.0,2.1794778514441744e-21,1.9952517832800968e-105,2.1794778514440796e-21,4.6993282791991625e-73,1.9664317294061232e-89,0.0,0.0,1.5741101720266075e-57,4.658738109618877e-85,8.6434981618486431e-15
4.28716210366735e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319998271,0.11866996602994805,0.022821567693054285,0.0,8.7387837394058902e-70,1.9018913316612202e-34,0.0,7.3077730318590427e-53,0.0,4.3594287825173718e-21,1.2774540785854039e-103,4.3594287825169911e-21,7.5209654114316003e-72,6.2945222756303093e-88,0.0,0.0,1.2595272999926274e-56,1.4912141863325243e-83,1.7288872489983902e-14
8.574789444676389e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319996545,0.11866996602993075,0.022821567693054285,0.0,1.3983476423256613e-68,7.6081844885794247e-34,0.0,5.846958603711432e-52,0.0,8.7193306446634168e-21,8.177283857643973e-102,8.7193306446618941e-21,1.2035177022542145e-70,2.0145577039302054e-86,0.0,0.0,1.0077175151627546e-55,4.7725542843401448e-82,3.4579621146202704e-14
1.7150044126694467e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319993086,0.11866996602989617,0.022821567693054285,0.0,2.2374700300273012e-67,3.0433976322267799e-33,0.0,4.6778629723308979e-51,0.0,1.7439134368954108e-20,5.2339666072482171e-100,1.7439134368948017e-20,1.9257589220411613e-69,6.4470816194102884e-85,0.0,0.0,8.0621228424136797e-55,1.5273244012426952e-80,6.9161118458433394e-14
3.430055349073062e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631998617,0.118669966029827,0.022821567693054285,0.0,3.5800430927204996e-66,1.2173838206897396e-32,0.0,3.7424088172228699e-50,0.0,3.487874181752988e-20,3.3499002179917817e-98,3.4878741817505535e-20,3.0813187577147948e-68,2.0631456365564666e-83,0.0,0.0,6.4498513664579485e-54,4.887609338886672e-79,1.3832411308206725e-13
6.860157221880294e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319972336,0.11866996602968868,0.022821567693054285,0.0,5.7281417852140526e-65,4.8695848187907611e-32,0.0,2.9939744302426785e-49,0.0,6.9757956714659041e-20,2.1439878495373748e-96,6.9757956714561649e-20,4.9301935997310931e-67,6.6021932692429117e-82,0.0,0.0,5.1599423309855432e-53,1.5640623897333293e-77,2.7665010232602476e-13
1.3720360967494756e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631994467,0.11866996602941203,0.022821567693054285,0.0,9.1650851262380322e-64,1.9478438347610175e-31,0.0,2.3951984949216089e-48,0.0,1.395163865088278e-19,1.3721687711105067e-94,1.395163865084382e-19,7.8883766298836494e-66,2.1127222035450862e-80,0.0,0.0,4.1279783600648427e-52,5.0050434895087023e-76,5.5330208080069892e-13
2.7440768458723682e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319889342,0.11866996602885872,0.022821567693054285,0.0,1.4664182817927507e-62,7.791395153531675e-31,0.0,1.9161663762525948e-47,0.0,2.7903324609680692e-19,8.781933086750813e-93,2.7903324609524869e-19,1.262145610369103e-64,6.7607436232970051e-79,0.0,0.0,3.3023924861714796e-51,1.6016209313777318e-74,1.1066060376970837e-12
5.488158344118153e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631977868,0.11866996602775211,0.022821567693054285,0.0,2.3462729801029753e-61,3.1165620242778671e-30,0.0,1.5329361331266321e-46,0.0,5.5806696527133192e-19,5.6204541195554018e-91,5.5806696526509875e-19,2.019437256074421e-63,2.1634431709478114e-77,0.0,0.0,2.6419179081537054e-50,5.1251982035222694e-73,2.2132139512779996e-12
