Time (s),Volume (m^3),Ne,N2,X(1),He(2),CH4(3),H2(4),C2H6(5),CH3(6),C3H8(7),H(8),C2H5(9),C4H8(10),C2H4(11),C2H4X(64),C2H4(48),HeX(49),C4H8a(86)
1.0438206518073835e-19,0.004023131612903226,0.0,0.0,0.010942917986916021,0.49999999999995809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999889932,1.388282191428542e-13,9.6189032928078956e-13,4.1924682871045377e-14,4.0325444573669385e-24
2.087643073333228e-19,0.004023131612903226,0.0,0.0,0.010942917986735268,0.49999999999991618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999779859,2.7765649114657604e-13,1.9237822883906237e-12,8.3849426661094147e-14,1.613019833221579e-23
4.175287916384917e-19,0.004023131612903226,0.0,0.0,0.010942917986373762,0.49999999999983236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999559713,5.5531248761935847e-13,3.8475662036619186e-12,1.6769888375786313e-13,6.4520834287203369e-23
8.350577602488295e-19,0.004023131612903226,0.0,0.0,0.010942917985650754,0.49999999999966466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999119427,1.1106222904349167e-12,7.69513402241101e-12,3.3539767601817536e-13,2.5808341868808771e-22
1.2525867288591672e-18,0.004023131612903226,0.0,0.0,0.010942917984927747,0.49999999999949696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999867914,1.6659299031291038e-12,1.1542701829366605e-11,5.0309634634535021e-13,5.4842731524921845e-22
1.6701156974695051e-18,0.004023131612903226,0.0,0.0,0.010942917984204742,0.49999999999932926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999998238853,2.2212353257105595e-12,1.5390269624528702e-11,6.7079489473947665e-13,9.3555252363990515e-22
2.5051736346901805e-18,0.004023131612903226,0.0,0.0,0.010942917982758741,0.49999999999899386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999735828,3.3318410308397746e-12,2.3085405187174285e-11,1.0061917053586062e-12,1.9369427528716241e-21
3.3402315719108562e-18,0.004023131612903226,0.0,0.0,0.010942917981312746,0.49999999999865846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999996477706,4.4424386822151114e-12,3.078054070645097e-11,1.341588067587165e-12,3.2942323806782314e-21
4.175289509131532e-18,0.004023131612903226,0.0,0.0,0.010942917979866761,0.49999999999832306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999995597133,5.5530277046261692e-12,3.8475676179260977e-11,1.6769839493978487e-12,5.0328427904616294e-21
5.845405383572883e-18,0.004023131612903226,0.0,0.0,0.010942917976974819,0.49999999999765227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999993835986,7.77417932092533e-12,5.3865946982562209e-11,2.3477742415925486e-12,9.6779782964176159e-21
7.515521258014234e-18,0.004023131612903226,0.0,0.0,0.010942917974082913,0.49999999999698147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999992074856,9.9952958912985136e-12,6.9256217597137673e-11,3.018562582564569e-12,1.5871859575676497e-20
1.0855753006896937e-17,0.004023131612903226,0.0,0.0,0.010942917968299215,0.49999999999563988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999988552585,1.4437423911893095e-11,1.0003675826019083e-10,4.3601334116924293e-12,3.2905206442696125e-20
1.753621650466234e-17,0.004023131612903226,0.0,0.0,0.010942917956732261,0.49999999999295675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999981508098,2.3321259494080288e-11,1.6159783732192386e-10,7.0432516590543542e-12,8.5554091619867217e-20
3.0897143500193146e-17,0.004023131612903226,0.0,0.0,0.010942917933600128,0.49999999998759059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999967419273,4.1087248984407974e-11,2.8471998638797232e-10,1.2409394512495605e-11,2.6518000947636913e-19
5.761899749125476e-17,0.004023131612903226,0.0,0.0,0.010942917887342965,0.49999999997685868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999939242329,7.6612502455811302e-11,5.3096424829043854e-10,2.314130566671013e-11,9.2174412487027678e-19
8.434085148231638e-17,0.004023131612903226,0.0,0.0,0.010942917841095265,0.49999999996612726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999911066279,1.1212879012626181e-10,7.772084618867567e-10,3.3872717433373991e-11,1.9747244179887776e-18
1.11062705473378e-16,0.004023131612903226,0.0,0.0,0.010942917794857027,0.49999999995539635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999882891127,1.4763611415090919e-10,1.0234526271769485e-09,4.4603629834703944e-11,3.4241207315000917e-18
1.3778455946443963e-16,0.004023131612903226,0.0,0.0,0.010942917748628251,0.49999999994466593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999854716876,1.831344767561245e-10,1.2696967441610316e-09,5.5334042893601353e-11,5.2699329551705039e-18
1.9122826744656288e-16,0.004023131612903226,0.0,0.0,0.010942917656199072,0.4999999999232066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999798371086,2.541043259589215e-10,1.7621848332109224e-09,7.679337106891225e-11,1.0150804802382592e-17
2.4467197542868613e-16,0.004023131612903226,0.0,0.0,0.010942917563807714,0.49999999990174926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999742028894,3.2503835557859734e-10,2.2546727290365422e-09,9.8250702142763116e-11,1.6617339242182803e-17
2.9811568341080937e-16,0.004023131612903226,0.0,0.0,0.010942917471454152,0.49999999988029392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999685690305,3.959365843924463e-10,2.7471604316380094e-09,1.1970603630825695e-10,2.4669535539469565e-17
3.515593913929326e-16,0.004023131612903226,0.0,0.0,0.010942917379138368,0.49999999985884058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999629355302,4.6679903100812834e-10,3.2396479410154366e-09,1.411593737568257e-10,3.43073929844071e-17
4.584468073571791e-16,0.004023131612903226,0.0,0.0,0.010942917194620065,0.4999999998159399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999516696092,6.0841664896331452e-10,4.2246223800986087e-09,1.8406005923753605e-10,5.8340088606211376e-17
5.546454817250009e-16,0.004023131612903226,0.0,0.0,0.010942917028682613,0.49999999977733611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999415315088,7.3575031039037228e-10,5.1110987144483541e-09,2.2266384925585718e-10,8.5392468895576569e-17
6.508441560928228e-16,0.004023131612903226,0.0,0.0,0.010942916862867282,0.49999999973873882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999313945714,8.629683173402654e-10,5.9975744227539314e-09,2.6126117279410385e-10,1.1758238057707909e-16
7.470428304606447e-16,0.004023131612903226,0.0,0.0,0.010942916697173968,0.49999999970014786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999212587948,9.9007077479003666e-10,6.8840495050159859e-09,2.9985203093505768e-10,1.5490981960706485e-16
9.394401791962883e-16,0.004023131612903226,0.0,0.0,0.010942916366152956,0.49999999962298558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999009907231,1.2439294606180397e-09,8.6569977914121169e-09,3.7701435535668213e-10,2.449772635378957e-16
1.131837527931932e-15,0.004023131612903226,0.0,0.0,0.010942916035618734,0.49999999954584912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999998807272855,1.4973272062237172e-09,1.0429943573641923e-08,4.5415083118374871e-10,3.5559476833610747e-16
1.3242348766675758e-15,0.004023131612903226,0.0,0.0,0.010942915705570459,0.49999999946873852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999998604684737,1.7502648485938897e-09,1.2202886851710578e-08,5.3126146707779953e-10,4.867623016479979e-16
1.5166322254032195e-15,0.004023131612903226,0.0,0.0,0.010942915376007278,0.49999999939165363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999998402142792,2.0027432231996962e-09,1.3975827625623246e-08,6.0834627169779917e-10,6.384798311193247e-16
1.7090295741388632e-15,0.004023131612903226,0.0,0.0,0.010942915046928356,0.49999999931459471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999998199646939,2.2547631639688161e-09,1.5748765895385094e-08,6.8540525369975404e-10,8.107473243958844e-16
2.0938242716101505e-15,0.004023131612903226,0.0,0.0,0.010942914390219917,0.49999999916055421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999997794793161,2.7574310724539612e-09,1.9294634922476995e-08,8.3944578445931812e-10,1.2169320729489473e-15
2.478618969081438e-15,0.004023131612903226,0.0,0.0,0.010942913735438429,0.49999999900661679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999997390122752,3.2582752149981305e-09,2.2840493933027537e-08,9.933831285453111e-10,1.705316288476816e-15
2.8634136665527254e-15,0.004023131612903226,0.0,0.0,0.010942913082577213,0.49999999885278257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999996985635037,3.757302208265731e-09,2.6386342927077943e-08,1.1472173550995452e-09,2.275899712151459e-15
3.248208364024013e-15,0.004023131612903226,0.0,0.0,0.010942912431629596,0.49999999869905143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999996581329359,4.2545186450124925e-09,2.9932181904669385e-08,1.3009485332176013e-09,2.9286820851468801e-15
4.017797758966588e-15,0.004023131612903226,0.0,0.0,0.010942911135448652,0.4999999983918979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999995773261519,5.2435461011631067e-09,3.7023829810639849e-08,1.6081020202969655e-09,4.480842643805207e-15
4.787387153909163e-15,0.004023131612903226,0.0,0.0,0.010942909846842781,0.49999999808515583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999994965913985,6.2254098499052079e-09,4.4115437651267393e-08,1.9148441416238405e-09,6.3617958938816501e-15
5.556976548851738e-15,0.004023131612903226,0.0,0.0,0.010942908565759546,0.49999999777882448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999994159281574,7.200161779082362e-09,5.1207005426879732e-08,2.2211754482983577e-09,8.5715397648364247e-15
6.3265659437943126e-15,0.004023131612903226,0.0,0.0,0.010942907292146883,0.49999999747290347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999993353359135,8.1678534005647033e-09,5.8298533137803848e-08,2.5270964906808693e-09,1.1110072186160127e-14
7.0961553387368875e-15,0.004023131612903226,0.0,0.0,0.010942906025953103,0.49999999716739207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999992548141553,9.1285358530976263e-09,6.5390020784365994e-08,2.8326078183930809e-09,1.3977391087373666e-14
7.865744733679462e-15,0.004023131612903226,0.0,0.0,0.01094290476712689,0.49999999686228991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999991743623756,1.0082259905075353e-08,7.2481468366891702e-08,3.1377099803192407e-09,1.7173494398028097e-14
9.404923523564612e-15,0.004023131612903226,0.0,0.0,0.010942902271373732,0.49999999625331087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999990136667366,1.1969034044500867e-08,8.6664243341132338e-08,3.7466889986687791e-09,2.4552045966013412e-14
1.0944102313449761e-14,0.004023131612903226,0.0,0.0,0.010942899804484194,0.49999999564596193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999988532450096,1.3828574659791175e-08,1.008468580631157e-07,4.3540379220925658e-09,3.3245710327120391e-14
1.2329363224346395e-14,0.004023131612903226,0.0,0.0,0.010942897608633394,0.499999995100738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999987090963993,1.5479201552575976e-08,1.1361107429935223e-07,4.8992618296190064e-09,4.2194416001299457e-14
1.371462413524303e-14,0.004023131612903226,0.0,0.0,0.010942895435554319,0.49999999455682775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999985651636464,1.71083703883228e-08,1.2637516073522144e-07,5.4431720694597934e-09,5.2208337548498725e-14
1.6485145957036298e-14,0.004023131612903226,0.0,0.0,0.010942891156586504,0.49999999347293561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999982779345903,2.030344606960432e-08,1.5190294421331049e-07,6.5270642026246864e-09,7.5431779968439854e-14
1.897861559665024e-14,0.004023131612903226,0.0,0.0,0.010942887380602303,0.49999999250189375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999980201390637,2.3108388412879962e-08,1.7487750544497009e-07,7.4981060610373657e-09,9.9975795314340586e-14
2.1177868001724686e-14,0.004023131612903226,0.0,0.0,0.010942884107900038,0.49999999164892261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999977933079998,2.5528119514259937e-08,1.9514083168108869e-07,8.351077222005004e-09,1.2448805391625954e-13
2.3377120406799134e-14,0.004023131612903226,0.0,0.0,0.010942880888207584,0.49999999079921192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999975669776481,2.7898101271211848e-08,2.1540383078488474e-07,9.2007879219581093e-09,1.5168499655153966e-13
2.5356447571366136e-14,0.004023131612903226,0.0,0.0,0.010942878034951644,0.49999999003724976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.499999736369998,2.9989394971986352e-08,2.3364025028618313e-07,9.9627501621006798e-09,1.784576098477173e-13
2.733577473593314e-14,0.004023131612903226,0.0,0.0,0.010942875223054658,0.49999998927790934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999971608122901,3.2041951535368641e-08,2.5187640482147641e-07,1.072209058194667e-08,2.0740474287077634e-13
2.931510190050014e-14,0.004023131612903226,0.0,0.0,0.010942872451790089,0.49999998852118172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999969583074022,3.4056488485231083e-08,2.7011229439601648e-07,1.147881820512977e-08,2.3852636040878378e-13
3.1294429065067143e-14,0.004023131612903226,0.0,0.0,0.010942869720444696,0.49999998776705784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999967561782738,3.6033710056490907e-08,2.8834791901502963e-07,1.2232942024184573e-08,2.7182242725094761e-13
3.3273756229634146e-14,0.004023131612903226,0.0,0.0,0.010942867028318331,0.49999998701552889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999965544179942,3.7974307441118065e-08,3.0658327868371643e-07,1.2984471000655276e-08,3.0729290818760228e-13
3.525308339420115e-14,0.004023131612903226,0.0,0.0,0.010942864374723684,0.49999998626658593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999963530197777,3.9878959027128916e-08,3.2481837340725248e-07,1.3733414065202837e-08,3.449377680101947e-13
3.723241055876815e-14,0.004023131612903226,0.0,0.0,0.010942861758986023,0.49999998552021979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999961519769681,4.1748330634899214e-08,3.4305320319078879e-07,1.4479780117711438e-08,3.8475697151127039e-13
3.921173772333515e-14,0.004023131612903226,0.0,0.0,0.010942859180442997,0.49999998477642182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999959512830289,4.3583075752590072e-08,3.6128776803945202e-07,1.5223578027395811e-08,4.2675048348445975e-13
4.1191064887902155e-14,0.004023131612903226,0.0,0.0,0.010942856638444378,0.49999998403518325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999957509315457,4.5383835765235626e-08,3.7952206795834544e-07,1.5964816632907477e-08,4.7091826872446472e-13
4.317039205246916e-14,0.004023131612903226,0.0,0.0,0.010942854132351857,0.49999998329649509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999955509162247,4.7151240177335195e-08,3.9775610295254883e-07,1.6703504742440895e-08,5.1726029202704622e-13
4.514971921703616e-14,0.004023131612903226,0.0,0.0,0.010942851661538812,0.49999998256034872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999995351230887,4.8885906831559814e-08,4.1598987302711937e-07,1.7439651133839088e-08,5.6577651818901084e-13
4.712904638160316e-14,0.004023131612903226,0.0,0.0,0.010942849225390095,0.49999998182673538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999951518694685,5.0588442127207002e-08,4.3422337818709169e-07,1.8173264554699068e-08,6.1646691200819915e-13
4.9108373546170165e-14,0.004023131612903226,0.0,0.0,0.01094284682330182,0.49999998109564608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999949528260174,5.2259441232158069e-08,4.5245661843747847e-07,1.8904353722476655e-08,6.6933143828347328e-13
5.108770071073717e-14,0.004023131612903226,0.0,0.0,0.010942844454681164,0.49999998036707249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999947540946926,5.3899488288518588e-08,4.7068959378327068e-07,1.9632927324590686e-08,7.243700618147049e-13
5.306702787530417e-14,0.004023131612903226,0.0,0.0,0.010942842118946135,0.49999997964100584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999945556697611,5.550915661964113e-08,4.8892230422943826e-07,2.0358994018527498e-08,7.815827474027636e-13
5.504635503987117e-14,0.004023131612903226,0.0,0.0,0.010942839815525414,0.49999997891743736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999943575455946,5.7089008929419539e-08,5.0715474978093034e-07,2.1082562431944561e-08,8.4096945984950621e-13
5.702568220443817e-14,0.004023131612903226,0.0,0.0,0.010942837543858117,0.49999997819635866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999941597166703,5.8639597497187801e-08,5.2538693044267573e-07,2.1803641162773755e-08,9.0253016395776526e-13
5.900500936900516e-14,0.004023131612903226,0.0,0.0,0.010942835303393622,0.49999997747776098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999939621775702,6.0161464373458038e-08,5.4361884621958275e-07,2.2522238779324635e-08,9.6626482453133809e-13
6.098433653357216e-14,0.004023131612903226,0.0,0.0,0.010942833093591387,0.49999997676163599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999937649229703,6.1655141568962818e-08,5.618504971165409e-07,2.323836382038704e-08,1.0321734063749761e-12
6.296366369813916e-14,0.004023131612903226,0.0,0.0,0.01094283091392074,0.49999997604797497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999993567947652,6.3121151238665712e-08,5.8008188313841947e-07,2.3952024795333176e-08,1.100255874294376e-12
6.494299086270615e-14,0.004023131612903226,0.0,0.0,0.010942828763860721,0.49999997533676965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999933712464895,6.4560005866767791e-08,5.9831300429006962e-07,2.466323018421981e-08,1.1705121930961667e-12
6.692231802727315e-14,0.004023131612903226,0.0,0.0,0.010942826642899892,0.49999997462801138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999931748144516,6.5972208445070025e-08,6.1654386057632292e-07,2.5371988437889723e-08,1.2429423275879031e-12
6.890164519184014e-14,0.004023131612903226,0.0,0.0,0.010942824550536146,0.49999997392169182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999929786466035,6.7358252647076633e-08,6.3477445200199393e-07,2.6078307978072722e-08,1.3175462425780535e-12
7.088097235640714e-14,0.004023131612903226,0.0,0.0,0.010942822486276574,0.49999997321780254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999992782738098,6.8718623002951464e-08,6.5300477857187832e-07,2.6782197197486762e-08,1.3943239028759918e-12
7.286029952097414e-14,0.004023131612903226,0.0,0.0,0.010942820449637245,0.49999997251633532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999992587084181,7.0053795067177995e-08,6.7123484029075464e-07,2.7483664459938237e-08,1.4732752732919868e-12
7.483962668554113e-14,0.004023131612903226,0.0,0.0,0.010942818440143085,0.49999997181728162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999923916801847,7.1364235587203256e-08,6.8946463716338394e-07,2.8182718100422341e-08,1.5544003186371954e-12
7.681895385010813e-14,0.004023131612903226,0.0,0.0,0.010942816457327684,0.49999997112063332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999921965215283,7.2650402664807303e-08,7.0769416919451057e-07,2.8879366425222634e-08,1.6376990037236517e-12
7.879828101467513e-14,0.004023131612903226,0.0,0.0,0.010942814500733145,0.49999997042638195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999920016037136,7.391274591459118e-08,7.2592343638886213e-07,2.9573617712010308e-08,1.7231712933642608e-12
8.077760817924212e-14,0.004023131612903226,0.0,0.0,0.010942812569909937,0.49999996973451954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999918069223293,7.5151706623632192e-08,7.4415243875114994e-07,3.026548020994345e-08,1.8108171523727869e-12
8.275693534380912e-14,0.004023131612903226,0.0,0.0,0.010942810664416729,0.49999996904503757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999916124730448,7.6367717904643197e-08,7.6238117628606908e-07,3.095496213976568e-08,1.900636545563848e-12
8.473626250837611e-14,0.004023131612903226,0.0,0.0,0.010942808783820231,0.49999996835792809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999914182516092,7.7561204849502605e-08,7.8060964899829942e-07,3.1642071693904729e-08,1.9926294377529079e-12
8.671558967294311e-14,0.004023131612903226,0.0,0.0,0.010942806927695057,0.49999996767318272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999912242538486,7.8732584676176496e-08,7.9883785689250462e-07,3.2326817036570244e-08,2.0867957937562666e-12
8.86949168375101e-14,0.004023131612903226,0.0,0.0,0.010942805095623596,0.49999996699079352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999991030475669,7.9882266872747861e-08,8.1706579997333425e-07,3.3009206303851187e-08,2.1831355783910518e-12
9.06742440020771e-14,0.004023131612903226,0.0,0.0,0.010942803287195825,0.49999996631075216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999908369130508,8.101065334295457e-08,8.35293478245422e-07,3.3689247603813552e-08,2.2816487564752173e-12
9.26535711666441e-14,0.004023131612903226,0.0,0.0,0.010942801502009209,0.49999996563305077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999906435620511,8.2118138545547722e-08,8.535208917133876e-07,3.4366949016597048e-08,2.3823352928275272e-12
