Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),H2X(49),CH3OO(77)
0.0,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.553161002830065e-24,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,7.9122049685192074e-73,6.6652318274033472e-42,0.0,2.9602141457985034e-57,0.0,6.6636245613244177e-25,-4.7753787066217854e-118,6.6636245612852995e-25,8.7308113235369344e-80,1.572425210837306e-72,0.0,0.0,9.9176952530593822e-58,5.1262582687778018e-95,2.642698415522306e-18,1.2706328827193013e-19,4.8977056602265875e-23,5.3149578051836829e-38,4.897705660226973e-23,4.1872142665341884e-58,3.2641946571339983e-42
1.8348850807924183e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,2.4698343003873905e-71,4.02580002375163e-41,0.0,4.4734756171177645e-56,0.0,1.8658148771835107e-24,9.2172556632165092e-117,1.865814877159884e-24,2.4622284862117254e-78,4.9439563744262734e-71,0.0,0.0,1.1774287651774451e-56,2.6534989161502742e-93,7.3995555634624574e-18,3.5577720716140437e-19,1.3713575848633195e-22,3.210234468880815e-37,1.3713575848635524e-22,4.9710607772293789e-57,1.9715735729200574e-41
4.194023041811242e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996531,0.022821567693054285,0.0,5.4988108201736681e-70,1.9382494154089044e-40,0.0,4.8123609325252638e-55,0.0,4.2647197193363425e-24,9.732535319686922e-115,4.2647197192225914e-24,5.3558847754848098e-77,1.1029694383780089e-69,0.0,0.0,1.156006511372732e-55,1.1586214741203761e-91,1.6913269859342745e-17,8.1320504494035286e-19,3.1345316225441408e-22,1.5455896615722227e-36,3.1345316225452627e-22,4.8806169490722207e-56,9.4922780631124983e-41
8.912298963848889e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.1186699660299653,0.022821567693054285,0.0,1.0290519292810379e-68,8.4648444208023588e-40,0.0,4.4233887937654753e-54,0.0,9.0625294038447796e-24,7.6927586892232418e-113,9.0625294033480025e-24,9.9289077335745977e-76,2.0657395695887681e-68,0.0,0.0,1.0224746104292885e-54,4.3132572471100022e-90,3.5940698451103261e-17,1.7280607204982499e-18,6.660879697903782e-22,6.7499957081063273e-36,6.6608796979086833e-22,4.3168504202260231e-55,4.1455272147325689e-40
1.8348850807924181e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999992,0.11866996602996525,0.022821567693054285,0.0,1.7768013417881032e-67,3.5339059148893512e-39,0.0,3.7843022413980424e-53,0.0,1.865814877367276e-23,5.452354930693435e-111,1.8658148771598808e-23,1.7065255547102266e-74,3.5680509767690028e-67,0.0,0.0,8.5945142201380602e-54,1.485982519928765e-88,7.3995555634624035e-17,3.5577720716140435e-18,1.3713575848615063e-21,2.8179899942792047e-35,1.3713575848635521e-21,3.6285728879501457e-54,1.7306760073675976e-39
3.7221954496074766e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999986,0.11866996602996518,0.022821567693054282,0.0,2.951683991753959e-66,1.4437158747429553e-38,0.0,3.1289342744090888e-52,0.0,3.7849387516573119e-23,3.669184915913483e-109,3.7849387508100368e-23,2.8284409562619932e-73,5.9283686782432194e-66,0.0,0.0,7.0463004294216023e-53,4.931434200585155e-87,1.5010527000166457e-16,7.2171947738456284e-18,2.7818968150005602e-21,1.1512405836227503e-34,2.781896815008918e-21,2.9749232826813351e-53,7.0703761964521398e-39
7.496816187237595e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631999997,0.11866996602996503,0.022821567693054278,0.0,4.8115919476917664e-65,5.8357303960200052e-38,0.0,2.5443973879097108e-51,0.0,7.6231865015351478e-23,2.4074864308884316e-107,7.6231864981103239e-23,4.6053828717826742e-72,9.6647326746509048e-65,0.0,0.0,5.7062742050941954e-52,1.6068360365936325e-85,3.0232469873574168e-16,1.4536040178308787e-17,5.6029752752658612e-21,4.6534962607094548e-34,5.6029752752996432e-21,2.4091700044098549e-52,2.85795910474491e-38
1.5046057662497829e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999937,0.11866996602996473,0.022821567693054271,0.0,7.7704108446234387e-64,2.3465215257651911e-37,0.0,2.0521486704514868e-50,0.0,1.5299682006481871e-22,1.5600153791750177e-105,1.5299681992710797e-22,7.4331065224817467e-71,1.5608554505435425e-63,0.0,0.0,4.5929017772334108e-51,5.1883761926431263e-84,6.0676355620387971e-16,2.9173730987235074e-17,1.124513219574523e-20,1.8711485735231831e-33,1.1245132195881069e-20,1.9391096126022492e-51,1.1491727866991003e-37
3.0144540613018297e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999875,0.11866996602996412,0.022821567693054257,0.0,1.2490432877100045e-62,9.4106008257241125e-37,0.0,1.6483974127015648e-49,0.0,3.065267303713952e-22,1.0046062345435347e-103,3.0652672981911367e-22,1.1944802634239811e-69,2.5090248628546667e-62,0.0,0.0,3.6855077849607714e-50,1.6677571655808242e-82,1.2156412711400919e-15,5.8449112605087531e-17,2.2529446036499046e-20,7.5041281850480802e-33,2.2529446037043826e-20,1.556013343255085e-50,4.6086968582994382e-37
6.034150651405923e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999748,0.1186699660299629,0.02282156769305423,0.0,2.0030977990036895e-61,3.769148873618341e-36,0.0,1.3213945568924356e-48,0.0,6.1358655181511613e-22,6.4493801031072023e-102,6.1358654960310923e-22,1.9153244842916437e-68,4.0237778979690312e-61,0.0,0.0,2.9528804587328842e-49,5.3488151161264442e-81,2.4333967010122595e-15,1.1699987584079189e-16,4.5098073717186998e-20,3.0055538022941388e-32,4.5098073719368944e-20,1.2467041775806403e-49,1.8458826296764101e-36
1.2073543831614112e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999492,0.11866996602996045,0.022821567693054171,0.0,3.2086461764912126e-60,1.5086418179935842e-35,0.0,1.0581873435602036e-47,0.0,1.2277061980248307e-21,4.1339828357555829e-100,1.2277061891710385e-21,3.0678478206799114e-67,6.4454887804679838e-60,0.0,0.0,2.3640828067113273e-48,1.7135419341131161e-79,4.8689075607555671e-15,2.3410140231219854e-16,9.0235329075284155e-20,1.2029955015324002e-31,9.023532908401761e-20,9.9812139157575461e-49,7.3883410504025455e-36
2.415233019203049e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319998982,0.11866996602995558,0.022821567693054053,0.0,5.1367300283084305e-59,6.0365323689545819e-35,0.0,8.4697876345464372e-47,0.0,2.4559455037333493e-21,2.6477923278572349e-98,2.4559454683066481e-21,4.9112209475900458e-66,1.0318625564095587e-58,0.0,0.0,1.8919574677951975e-47,5.4864098216610533e-78,9.7399292802380765e-15,4.6830445525500335e-16,1.8050983977836343e-19,4.8134746432487566e-31,1.8050983981330871e-19,7.9880046272602967e-48,2.956298814340849e-35
4.830990291286324e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631999796,0.11866996602994584,0.022821567693053817,0.0,8.220901571478851e-58,2.4150060229724511e-34,0.0,6.7775460792481689e-46,0.0,4.9124241683067451e-21,1.6952412568465683e-96,4.9124240265768736e-21,7.8600856691139964e-65,1.6514106973508881e-57,0.0,0.0,1.5138097893029109e-46,1.7561433939342875e-76,1.9481972719186654e-14,9.3671056114057896e-16,3.6105886113206213e-19,1.9256438151663024e-30,3.6105886127186601e-19,6.3916173589708467e-47,1.1827120429100199e-34
9.662504835452874e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319995918,0.11866996602992635,0.022821567693053348,0.0,1.3154560367414134e-56,9.6608102987119676e-34,0.0,5.4227233329079328e-45,0.0,9.825381710078974e-21,1.0851638005567907e-94,9.8253811431133471e-21,1.2577843029318092e-63,2.6424831757811145e-56,0.0,0.0,1.2110929983455933e-45,5.6204465794923706e-75,3.8966059597018093e-14,1.8735227729115949e-15,7.2215690362961948e-19,7.702726343431377e-30,7.2215690418888103e-19,5.1137794018713975e-46,4.7312333207545099e-34
1.9325533923785973e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319991832,0.11866996602988739,0.022821567693052412,0.0,2.1046305676457246e-55,3.8644813664903954e-33,0.0,4.3384532661851974e-44,0.0,1.9651297644125171e-20,6.9457186660457878e-93,1.965129537617039e-20,2.0125913689898221e-62,4.2277748663349927e-55,0.0,0.0,9.6880869000262176e-45,1.7986689482149671e-73,7.7934233352418034e-14,3.7471471964530848e-15,1.4443529877853743e-18,3.0808353139012002e-29,1.444352990022515e-18,4.0912177376924312e-45,1.8925704307448791e-33
3.8651592100452177e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319983661,0.11866996602980945,0.022821567693050538,0.0,3.3667265778729956e-54,1.5458239965910642e-32,0.0,3.4708724487137993e-43,0.0,3.930313291422453e-20,4.445474722985038e-91,3.9303123842220836e-20,3.2202553749286009e-61,6.7630686239901061e-54,0.0,0.0,7.7488667672876561e-44,5.7559422984954583e-72,1.5587058086216622e-13,7.4943960435338969e-15,2.8887451527394448e-18,1.2320548178448946e-28,2.8887451616882201e-18,3.2730518786179723e-44,7.5704364896337181e-33
7.730370845378459e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319967324,0.11866996602965357,0.022821567693046791,0.0,5.3842883935440692e-53,6.1833588871851904e-32,0.0,2.7767418818994256e-42,0.0,7.8606817062451031e-20,2.8451728796503775e-89,7.8606780774067222e-20,5.1524959273741729e-60,1.0815935631580765e-52,0.0,0.0,6.1963101102456843e-43,1.841933794772062e-70,3.1174327587745583e-13,1.4988893737686847e-14,5.7775294692178322e-18,4.9258360213968693e-28,5.7775295050135397e-18,2.6184725785530393e-43,3.0282059966794206e-32
1.5460794116044938e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631993465,0.11866996602934182,0.022821567693039297,0.0,8.6067214477858435e-52,2.4733561353112442e-31,0.0,2.2214110555476477e-41,0.0,1.5721423979101461e-19,1.8209331593734126e-87,1.5721409463674191e-19,8.2440632769630258e-59,1.7289130185051874e-51,0.0,0.0,4.9525125869920155e-42,5.8942397097033655e-69,6.2348866589120821e-13,2.9977889125958087e-14,1.1555098048455587e-17,1.9684004030615903e-27,1.1555098191641086e-17,2.0947904929618983e-42,1.2112890366410902e-31
