Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),CH3X(55),C2H4(47),COX(50),CHOX(53),O(29),acetyl(44),C2H4X(215),CH4OX(63),C2H4X(70),C2H6X(52),OH(D)X(68)
2.2834154755254703e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229594660997197,0.11865876472637553,0.02282140476092238,0.0,3.588832615108665e-17,1.9487482805786206e-11,4.937162156617647e-16,2.8494827519452245e-17,1.120320082800519e-35,2.015366301227042e-07,2.8557240409356685e-33,2.014630956171562e-07,3.6050446589840083e-23,3.501432914031779e-22,1.0605318774572145e-27,1.0383048751414142e-28,7.01914563861984e-13,1.2410201271119643e-22,1.0998459043052768e-05,3.2586108791833905e-07,4.562763851618919e-09,6.653949587634135e-14,8.515298262794172e-13,2.325455393914688e-10,5.712539661704978e-19,1.0657609942913227e-13,6.8139764384531e-13,1.073196214192423e-09,4.5127259021650576e-17,1.6947067203231183e-15,5.347461719578721e-13,5.341205490285251e-22,8.3476473634812225e-22,1.2994327548941564e-25,7.037977433969493e-13,2.174145786917309e-28,1.5445455950502658e-26,2.3161009615556385e-27,3.5458134334151056e-29,4.807489733846531e-22,1.5854712194184047e-18
2.3005050001988596e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522958618645605,0.11865868095100722,0.022821403541534536,0.0,3.668259681885911e-17,1.978010321412935e-11,5.063500986333295e-16,2.913877094185749e-17,1.1687327427096857e-35,2.030449821935675e-07,2.9856416193753452e-33,2.0297038471529573e-07,3.7131537987274476e-23,3.600006152594596e-22,1.0976114714704883e-27,1.0735565156020167e-28,7.124599533648218e-13,1.2607381967414197e-22,1.1080716204597189e-05,3.282998251464657e-07,4.602429559870237e-09,6.71248710100531e-14,8.599091148045375e-13,2.3260553237355887e-10,5.766580966520788e-19,1.0660365055425213e-13,6.815824689804023e-13,1.082977560213256e-09,4.5901775809107333e-17,1.7329867547557182e-15,5.395106146306602e-13,5.389092617262968e-22,8.596421377931075e-22,1.3333909556473261e-25,7.143517795384691e-13,2.2488241391035108e-28,1.5726958385612364e-26,2.388417481483915e-27,3.602470902648962e-29,4.952706559964663e-22,1.613094950281913e-18
2.317594524872249e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229577711999047,0.11865859717649073,0.02282140232214713,0.0,3.7488414683215686e-17,2.0074902967379627e-11,5.191998785096732e-16,2.979234516166403e-17,1.218831681106415e-35,2.0455333431155287e-07,3.12043793304351e-33,2.0447766639354884e-07,3.823662751664349e-23,3.7006666901140964e-22,1.1356802663933926e-27,1.1097064209414306e-28,7.230839571763378e-13,1.2805643853408266e-22,1.1162972513130237e-05,3.307385613291713e-07,4.642106901231343e-09,6.771119594987416e-14,8.682936060915081e-13,2.3266415117577932e-10,5.82071572748554e-19,1.066306118664049e-13,6.817633621011453e-13,1.0927614027656235e-09,4.668294389389268e-17,1.7718381967988164e-15,5.442754958917556e-13,5.4369206365523675e-22,8.850334614306124e-22,1.367940991345568e-25,7.249843364918257e-13,2.3254215787501523e-28,1.6010970767856203e-26,2.4624512570900354e-27,3.6594415712380504e-29,5.1011860612586495e-22,1.64096635646871e-18
2.334684049545638e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229569237626177,0.11865851340282607,0.022821401102760167,0.0,3.8305862190379046e-17,2.0371882045138245e-11,5.322674009122768e-16,3.0455621706117575e-17,1.2706616482013414e-35,2.0606168647639212e-07,3.260257962705063e-33,2.0598494065198436e-07,3.9366062767576827e-23,3.8034444423562767e-22,1.1747565656172564e-27,1.146769875278949e-28,7.337865750294231e-13,1.3004976973789316e-22,1.124522796866076e-05,3.3317729646646333e-07,4.68179570650877e-09,6.829847080572533e-14,8.766831533407897e-13,2.3272145281727426e-10,5.874943989635373e-19,1.0665673637108655e-13,6.819402063157736e-13,1.1025476856234808e-09,4.747076309109822e-17,1.8112652586417827e-15,5.490407958732466e-13,5.484690092996532e-22,9.109444369232501e-22,1.4030880498424845e-25,7.356954137179823e-13,2.40397087843895e-28,1.629748999009017e-26,2.5382304101593154e-27,3.7167225436644037e-29,5.252976653726008e-22,1.6690854673005865e-18
2.3517735742190274e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229560763337473,0.11865842963001323,0.022821399883373637,0.0,3.9135021786457305e-17,2.0671040427035727e-11,5.455545114068634e-16,3.112867210257965e-17,1.3242682155288964e-35,2.0757003868782996e-07,3.4052498748901154e-33,2.0749220749067073e-07,4.052019368647941e-23,3.908369546545351e-22,1.214858865188155e-27,1.1847622928015842e-28,7.445678066569872e-13,1.3205371537892384e-22,1.1327482571197607e-05,3.356160305583493e-07,4.721495811542812e-09,6.888669569542634e-14,8.850776138943257e-13,2.3277749195128565e-10,5.929265798396048e-19,1.0668245382865818e-13,6.821135417151634e-13,1.1123363535750458e-09,4.826523324650209e-17,1.85127215202854e-15,5.538064956038373e-13,5.532401542933183e-22,9.373807975988248e-22,1.4388373211831034e-25,7.464850106779073e-13,2.4845050889841948e-28,1.6586512974197478e-26,2.6157833114577378e-27,3.774310971856406e-29,5.408127107229834e-22,1.6974523108093392e-18
2.3688630988924167e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229552289132946,0.11865834585805222,0.022821398663987552,0.0,3.9975975917448717e-17,2.097237809274969e-11,5.590630555128445e-16,3.18115678785177e-17,1.3796977844640392e-35,2.0907839094562332e-07,3.555565067437698e-33,2.0899946690967622e-07,4.1699372573553523e-23,4.015472361340087e-22,1.2560058544194829e-27,1.2236992177599133e-28,7.5542765179196e-13,1.3406817919532505e-22,1.1409736320749624e-05,3.3805476360483627e-07,4.76120706018539e-09,6.947587074786246e-14,8.934768491187229e-13,2.3283232096329045e-10,5.983681199582265e-19,1.067077314100053e-13,6.822835739802422e-13,1.1221273544561406e-09,4.906635423443206e-17,1.89186308825769e-15,5.585725769683995e-13,5.580055567097396e-22,9.643482803228734e-22,1.475193997288016e-25,7.573531268325734e-13,2.567057539464582e-28,1.6878036672024326e-26,2.6951385808014687e-27,3.832204055174895e-29,5.566686545435426e-22,1.726066913791667e-18
2.385952623565806e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229543815012613,0.11865826208694301,0.0228213974446019,0.0,4.0828807029246406e-17,2.1275895022001714e-11,5.72794878712461e-16,3.2504380561495413e-17,1.4369975947733182e-35,2.10586743249541e-07,3.7113582153395404e-33,2.105067189090686e-07,4.29039540798243e-23,4.124783466810208e-22,1.298216416504991e-27,1.2635963244645948e-28,7.663661101672895e-13,1.3609306656847572e-22,1.1491989217325668e-05,3.4049349560593166e-07,4.800929303929488e-09,7.006599608224031e-14,9.018807242917104e-13,2.328859900650966e-10,6.038190239388497e-19,1.0673216414056488e-13,6.824500838862099e-13,1.1319206390568593e-09,4.987412597068703e-17,1.933042278182626e-15,5.633390226693359e-13,5.627652767604633e-22,9.918526253764198e-22,1.512163273608048e-25,7.682997616429585e-13,2.6516618372565963e-28,1.7172058066324135e-26,2.776325087122305e-27,3.8903990403753307e-29,5.728704445746841e-22,1.7549293018617475e-18
2.4030421482391953e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229535340976473,0.11865817831668558,0.02282139622521669,0.0,4.169359756764259e-17,2.1581591194534138e-11,5.867518264601037e-16,3.320718167916367e-17,1.4962157331848874e-35,2.1209509559936276e-07,3.872787316883582e-33,2.1201396348891566e-07,4.413429520416859e-23,4.236333664413055e-22,1.3415096291323863e-27,1.3044694172835337e-28,7.773831815159445e-13,1.3812828452119708e-22,1.1574241260934582e-05,3.4293222656164297e-07,4.840662398202582e-09,7.065707182442688e-14,9.102891084917924e-13,2.32938547385053e-10,6.092792964380814e-19,1.0675624565643874e-13,6.826133238167725e-13,1.1417161588647702e-09,5.068854840321447e-17,1.974813932211653e-15,5.681058161896764e-13,5.675193753390634e-22,1.0198995763387417e-21,1.549750348319414e-25,7.793249145700454e-13,2.738351868069528e-28,1.7468574171680516e-26,2.8593719485292317e-27,3.9488932215479076e-29,5.894230639243461e-22,1.784039499501586e-18
2.4201316729125845e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229526867024555,0.11865809454727996,0.02282139500583192,0.0,4.25704299783329e-17,2.18894665901309e-11,6.009357441913462e-16,3.39200427592517e-17,1.5574011419802645e-35,2.136034479948792e-07,4.040013740097336e-33,2.1352120064928456e-07,4.5390755290347304e-23,4.350153976970765e-22,1.3859047650973585e-27,1.3463344306396812e-28,7.884788655709142e-13,1.4017374171432458e-22,1.1656492451585213e-05,3.453709564719773e-07,4.8804062049872995e-09,7.12490981177663e-14,9.187018744910141e-13,2.329900390545105e-10,6.147489421496482e-19,1.0678006145350182e-13,6.827737531322214e-13,1.1515138675504907e-09,5.15096215032357e-17,2.0171822603080945e-15,5.728729417578447e-13,5.722679150812277e-22,1.0484948799750048e-21,1.5879604211433075e-25,7.904285850748216e-13,2.8271617959821117e-28,1.7767582035277044e-26,2.9443085323662333e-27,4.0076839400450174e-29,6.063315310616477e-22,1.8133975301092195e-18
2.4372211975859738e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229518393156865,0.11865801077872613,0.02282139378644759,0.0,4.3459386706921605e-17,2.2199521188619823e-11,6.153484773321701e-16,3.464303532955782e-17,1.6206036284517288e-35,2.1511180043589106e-07,4.213202273958889e-33,2.1502843039024246e-07,4.667369602375675e-23,4.466275648645827e-22,1.4314212929768929e-27,1.3892074290093005e-28,7.996531620652081e-13,1.4222934844277502e-22,1.1738742789286417e-05,3.47809685336942e-07,4.920160593838825e-09,7.184207509304225e-14,9.27118898640739e-13,2.330405092986632e-10,6.202279658056489e-19,1.0680306385126536e-13,6.829312003680031e-13,1.1613137219403745e-09,5.2337345280753273e-17,2.0601514719904155e-15,5.776403843107797e-13,5.7701096079866405e-22,1.0776442861181933e-21,1.6267986954106058e-25,8.016107726182799e-13,2.9181260634839085e-28,1.8069078737722056e-26,3.0311644552717782e-27,4.0667685843825357e-29,6.236008998099278e-22,1.8430034160492988e-18
2.454310722259363e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229509919373423,0.11865792701102405,0.022821392567063694,0.0,4.436055019892467e-17,2.2511754969843334e-11,6.299918713066944e-16,3.5376230917943105e-17,1.6858738718842583e-35,2.1662015292220875e-07,4.392521166435141e-33,2.1653565271185608e-07,4.79834814290437e-23,4.584730144921953e-22,1.4780788776252025e-27,1.4331046069214586e-28,8.109060707318564e-13,1.4429501663265248e-22,1.1820992274047035e-05,3.5024841315654473e-07,4.9599254375369595e-09,7.243600288011655e-14,9.355400607912467e-13,2.330900004991389e-10,6.2571637217006085e-19,1.0682572733877522e-13,6.830857141624577e-13,1.1711156794481169e-09,5.3171719780587277e-17,2.1037257763323063e-15,5.824081294686747e-13,5.817485777138892e-22,1.1073535475878223e-21,1.6662703775199439e-25,8.128714766614179e-13,3.0112793915068697e-28,1.837306139365177e-26,3.1199695832183873e-27,4.126144590143648e-29,6.412362593416218e-22,1.872857178687894e-18
2.4714002469327524e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229501445674225,0.11865784324417372,0.022821391347680242,0.0,4.527400289977388e-17,2.2826167913683314e-11,6.448677715456359e-16,3.611970105232311e-17,1.7532634326033022e-35,2.18128505453652e-07,4.5781421738555346e-33,2.1804286761419204e-07,4.932047786701569e-23,4.705549152581966e-22,1.5258973808162413e-27,1.4780422889574852e-28,8.222375913039111e-13,1.4637065983619163e-22,1.1903240905875917e-05,3.526871399307924e-07,4.999700614832129e-09,7.303088163203498e-14,9.43965244188064e-13,2.3313855327456696e-10,6.3121416604295205e-19,1.0684801098754985e-13,6.832376525049247e-13,1.1809196994431379e-09,5.4012745068107065e-17,2.1479093819627908e-15,5.871761635024772e-13,5.864808324697162e-22,1.1376284200853386e-21,1.70638067573151e-25,8.242106966652372e-13,3.1066567794690695e-28,1.8679527152390032e-26,3.210754031563397e-27,4.1858094398559574e-29,6.592427341716197e-22,1.9029588384372662e-18
2.4884897716061417e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229492972059304,0.11865775947817517,0.02282139012829723,0.0,4.619982725482179e-17,2.3142760000051567e-11,6.599780234950167e-16,3.687351726065981e-17,1.8228247612752672e-35,2.1963685803004946e-07,4.770240611762943e-33,2.1955007509731674e-07,5.068505403148128e-23,4.828764579684471e-22,1.5748968619019322e-27,1.5240369297510325e-28,8.336477235144456e-13,1.4845619322667072e-22,1.1985488684781915e-05,3.551258656596927e-07,5.039486009887907e-09,7.362671149106116e-14,9.523943353687643e-13,2.3318620655970074e-10,6.367213522602314e-19,1.0686984096652015e-13,6.833870396109024e-13,1.1907257433326682e-09,5.486042124268426e-17,2.1927064970663367e-15,5.91944473302088e-13,5.912077930927867e-22,1.1684746620914493e-21,1.7471348015105783e-25,8.356284320907453e-13,3.2042935053185315e-28,1.8988473198628325e-26,3.303548165097655e-27,4.245760662850452e-29,6.776254841504672e-22,1.9333084147998094e-18
2.505579296279531e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522948449852864,0.11865767571302833,0.022821388908914653,0.0,4.7138105709345547e-17,2.3461531208885497e-11,6.753244726247401e-16,3.763775107095436e-17,1.8946112077736678e-35,2.2114521065123809e-07,4.968995403592254e-33,2.2105727516129618e-07,5.207758094625298e-23,4.95440855554175e-22,1.625097578438182e-27,1.5711051139888875e-28,8.451364670965554e-13,1.5055153359290546e-22,1.2067735610773875e-05,3.5756459034325275e-07,5.079281511346289e-09,7.422349260453153e-14,9.608272240684873e-13,2.332329976765494e-10,6.42237935692252e-19,1.0689129005966945e-13,6.835339298366297e-13,1.2005337739477236e-09,5.571474843518388e-17,2.2381213293829584e-15,5.967130463479182e-13,5.959295284286145e-22,1.1998980347739166e-21,1.7885379695397695e-25,8.471246823989538e-13,3.3042251255763154e-28,1.929989675300489e-26,3.398382598087849e-27,4.3059958351083703e-29,6.963897044578993e-22,1.9639059264074752e-18
2.5226688209529202e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522947602508226,0.11865759194873327,0.02282138768953252,0.0,4.8088920708551087e-17,2.3782481520150732e-11,6.909089644365993e-16,3.84124740112404e-17,1.9686770297917432e-35,2.226535633170629e-07,5.1745891281492245e-33,2.2256446780619638e-07,5.349843196224926e-23,5.082513430699161e-22,1.676519986791494e-27,1.6192635564124415e-28,8.567038217833588e-13,1.5265659933322977e-22,1.2149981683860644e-05,3.6000331398148005e-07,5.119087012480195e-09,7.482122512591099e-14,9.69263803131561e-13,2.3327896239979004e-10,6.477639212430821e-19,1.0691236319577149e-13,6.836784893476616e-13,1.210343755610988e-09,5.657572680276261e-17,2.284158086208306e-15,6.014818706848584e-13,6.006461082711e-22,1.2319043019028927e-21,1.8305953970612294e-25,8.586994470508795e-13,3.40648747538023e-28,1.9613795072596899e-26,3.495288194314141e-27,4.3665125790965486e-29,7.155406255965798e-22,1.9947513910579975e-18
2.5568478702996988e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229459078442397,0.11865742442269825,0.022821385250769568,0.0,5.002849012150656e-17,2.443091936996374e-11,7.227994583352811e-16,3.99936733940323e-17,2.1238684409969254e-35,2.2567026878203852e-07,5.6070423585933865e-33,2.255788308390214e-07,5.64266113134643e-23,5.346236387102562e-22,1.7831127034322096e-27,1.7189187250737264e-28,8.800743634036316e-13,1.5689558852444695e-22,1.2314471271354007e-05,3.648807581219651e-07,5.198727608665805e-09,7.601954500950288e-14,9.861476185774448e-13,2.3336854853101956e-10,6.588441184791892e-19,1.0695342734696457e-13,6.839609652068445e-13,1.2299694368409292e-09,5.831763783110346e-17,2.3781142003467303e-15,6.110202280346899e-13,6.100640850149072e-22,1.2976885869428287e-21,1.916693914060018e-25,8.820845172299728e-13,3.618149097631742e-28,2.0249005221581975e-26,3.6954375794412785e-27,4.488381503083859e-29,7.550236689417544e-22,2.0571862467857565e-18
2.5910269196464773e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522944213213977,0.11865725690007009,0.022821382812008382,0.0,5.2019195054059623e-17,2.5088073389714995e-11,7.556642701323301e-16,4.1617687633713614e-17,2.288851547731011e-35,2.2868697442388377e-07,6.069135896124226e-33,2.2859316419631513e-07,5.947262532277177e-23,5.62019667715721e-22,1.8948426624486115e-27,1.823138754852524e-28,9.037593462406686e-13,1.611725399249573e-22,1.247895744733279e-05,3.697581980812064e-07,5.278407030197857e-09,7.722167241965686e-14,1.0030449833965244e-12,2.3345522255204735e-10,6.699619838554442e-19,1.0699315582011892e-13,6.842352107566947e-13,1.249602530489103e-09,6.00861561302799e-17,2.4746084889631225e-15,6.205594600719099e-13,6.194622983005147e-22,1.365873676390758e-21,2.0054721488772468e-25,9.057836383162544e-13,3.8395706272713567e-28,2.0894082447848364e-26,3.904248222274142e-27,4.6113493371727376e-29,7.961171644235725e-22,2.1206131089778734e-18
2.625205968993256e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522942518617444,0.11865708938084868,0.02282138037324895,0.0,5.406169506568372e-17,2.5753943419998603e-11,7.895181657463035e-16,4.328508895509999e-17,2.464093977405636e-35,2.3170368024161305e-07,6.562466872482648e-33,2.3160746787859796e-07,6.263954427862395e-23,5.904661067604195e-22,2.0118807338910412e-27,1.932062045918765e-28,9.277587681602531e-13,1.6548685798374322e-22,1.2643440211867771e-05,3.746356338592628e-07,5.3581245715227034e-09,7.842760867623758e-14,1.0199551438171968e-12,2.3353922103355167e-10,6.811175577694978e-19,1.0703165868736102e-13,6.84501909688814e-13,1.2692428009631827e-09,6.188128392654471e-17,2.5736745944348895e-15,6.300994890776917e-13,6.28841333915698e-22,1.4365057662589901e-21,2.0969719464269705e-25,9.297968059980285e-13,4.071048780294279e-28,2.1549006162676905e-26,4.121976018818367e-27,4.7353987154759243e-29,8.3886422704975325e-22,2.1850320933407414e-18
2.6593850183400345e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229408240546476,0.11865692186503396,0.02282137793449129,0.0,5.615664971507977e-17,2.6428529301747817e-11,8.243759123138196e-16,4.499644958295912e-17,2.6500787293988013e-35,2.3472038623433735e-07,7.088695623332619e-33,2.3462174188638764e-07,6.593047542229468e-23,6.199899863018821e-22,2.134401027931272e-27,2.045829079632888e-28,9.520726270285574e-13,1.6983797221810051e-22,1.2807919565029738e-05,3.7951306545619256e-07,5.437879584374133e-09,7.963735514145708e-14,1.0368773879958308e-12,2.3362076132591576e-10,6.923108811091464e-19,1.0706903434943918e-13,6.847617081098268e-13,1.2888900317949507e-09,6.370302384921319e-17,2.675346152038232e-15,6.396402441876322e-13,6.382017863702462e-22,1.5096310870759973e-21,2.1912352002501373e-25,9.541240159636771e-13,4.312884735156437e-28,2.2213756397453905e-26,4.348880860179117e-27,4.860512996645452e-29,8.833085363848356e-22,2.2504433052877892e-18
2.693564067686813e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229391295255916,0.11865675435262586,0.022821375495735388,0.0,5.830471856029449e-17,2.7111830876207818e-11,8.602522784134807e-16,4.6752341741845437e-17,2.8473044682152515e-35,2.3773709240125533e-07,7.649547339811722e-33,2.3763598622019948e-07,6.934856285217105e-23,6.5061869052088695e-22,2.2625809151566487e-27,2.1645824187174215e-28,9.767009207121534e-13,1.7422533694293218e-22,1.2972395506889469e-05,3.843904928720541e-07,5.517671472995581e-09,8.085091322051714e-14,1.0538110436194365e-12,2.337000431678557e-10,7.035419952329044e-19,1.0710537445960768e-13,6.850151929404531e-13,1.3085440240605199e-09,6.555137890792844e-17,2.7796567899508438e-15,6.49181660768621e-13,6.475442571565835e-22,1.5852959018378298e-21,2.2883038527541225e-25,9.787652639016561e-13,4.5653841344546365e-28,2.288831381224206e-26,4.5852266332837065e-27,4.9866762561991575e-29,9.29494336341151e-22,2.3168468408230087e-18
2.7277431170335916e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522937435030281,0.11865658684362429,0.02282137305698125,0.0,6.050656115883038e-17,2.7803847984911814e-11,8.97162034270063e-16,4.8553337655954804e-17,3.0562858097995933e-35,2.4075379874164505e-07,8.24681369164112e-33,2.406502008805466e-07,7.289698743115859e-23,6.823799572661056e-22,2.3966010462825078e-27,2.2884667074578382e-28,1.0016436470780203e-12,1.7864843099166592e-22,1.3136868037517748e-05,3.89267916106906e-07,5.597499689923507e-09,8.206828436005475e-14,1.0707554757294123e-12,2.3377725009949514e-10,7.148109419541537e-19,1.07140763201348e-13,6.852629026963596e-13,1.3282045949678923e-09,6.742635247287556e-17,2.8866401292544325e-15,6.587236798764727e-13,6.568693532372167e-22,1.6635465042226967e-21,2.388219895880573e-25,1.0037205455004975e-12,4.82885708661076e-28,2.3572659702096372e-26,4.831281221451039e-27,5.113873278574763e-29,9.774664349759383e-22,2.384242787314974e-18
2.76192216638037e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229357405687215,0.11865641933802921,0.02282137061822887,0.0,6.276283706774252e-17,2.850458046966117e-11,9.351199519299834e-16,5.04000095490031e-17,3.277553582626574e-35,2.4377050525485755e-07,8.882354316093189e-33,2.4366438586793997e-07,7.657896670292432e-23,7.153018780058374e-22,2.5366453700433074e-27,2.4176286719096754e-28,1.0269008039935537e-12,1.831067574531181e-22,1.3301337156985348e-05,3.941453351608066e-07,5.67736373247101e-09,8.328947004578002e-14,1.0877100848562066e-12,2.338525506411941e-10,7.261177635276179e-19,1.0717527782933819e-13,6.855053329495578e-13,1.3478715766810493e-09,6.932794825922615e-17,2.996329783936908e-15,6.682662478068361e-13,6.661776858068806e-22,1.744429217113083e-21,2.4910253716768925e-25,1.028989856448808e-12,5.1036181674560525e-28,2.4266776001458033e-26,5.087316504819539e-27,5.242089549622922e-29,1.0272702043073247e-21,2.4526312241411408e-18
2.7961012157271487e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229340461409157,0.11865625183584055,0.022821368179478257,0.0,6.507420584375978e-17,2.9214028172501396e-11,9.74140805479118e-16,5.229292964407976e-17,3.511655165856491e-35,2.4678721194030895e-07,9.55809875441289e-33,2.466785411828887e-07,8.039775478414465e-23,7.494128977665226e-22,2.6829011562723305e-27,2.5522171201905566e-28,1.052472389326577e-12,1.8759984332374177e-22,1.3465802865363048e-05,3.9902275003381425e-07,5.757263138491115e-09,8.451447179987678e-14,1.1046743047220234e-12,2.339260997150189e-10,7.374625026307463e-19,1.0720898938444138e-13,6.857429393180536e-13,1.367544814905532e-09,7.125617031030033e-17,3.108759360895142e-15,6.778093155567553e-13,6.754698688319625e-22,1.8279903908262753e-21,2.5967623733155475e-25,1.0545731924352702e-12,5.389986422241083e-28,2.4970645288577434e-26,5.353608360816407e-27,5.371311246672808e-29,1.0789515800770684e-21,2.5220122234634455e-18
2.8302802650739273e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522932351746867,0.1186560843370582,0.02282136574072941,0.0,6.744132704338263e-17,2.9932190935703863e-11,1.0142393712150466e-15,5.4232670163536445e-17,3.759154775213957e-35,2.498039187974742e-07,1.0276048098749511e-32,2.496926668259003e-07,8.435664227429573e-23,7.847418150856121e-22,2.8355590153011185e-27,2.6923829427551213e-28,1.0783584009453456e-12,1.921272392063252e-22,1.3630265162721622e-05,4.0390016072598745e-07,5.837197483159912e-09,8.574329117917295e-14,1.121647600438863e-12,2.339980397240227e-10,7.488452023465829e-19,1.0724196316595142e-13,6.859761399390769e-13,1.3872241678143815e-09,7.321102297889346e-17,3.2239624599371854e-15,6.873528384194879e-13,6.847465179871242e-22,1.9142764017867436e-21,2.7054730445863006e-25,1.0804705491486404e-12,5.688285367414374e-28,2.5684250787804325e-26,5.6304366644578324e-27,5.501525229906215e-29,1.1325570615512939e-21,2.5923858508156443e-18
2.8644593144207058e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522930657386579,0.11865591684168211,0.02282136330198233,0.0,6.986486022297351e-17,3.0659068601749945e-11,1.0554304278044342e-15,5.621980332888949e-17,4.020633743581966e-35,2.5282062582588243e-07,1.1038276618078859e-32,2.527067627974806e-07,8.845895616799184e-23,8.21317781967431e-22,2.9948129168864397e-27,2.8382791126914648e-28,1.1045588367185577e-12,1.9668851900859968e-22,1.3794724049131854e-05,4.087775672373843e-07,5.91716637615587e-09,8.6975929773733e-14,1.1386294668729823e-12,2.340685014978999e-10,7.602659061468399e-19,1.0727425914273674e-13,6.862053197366768e-13,1.4069095051049645e-09,7.519251091104898e-17,3.341972673784356e-15,6.968967756329704e-13,6.940082497698245e-22,2.0033336513794664e-21,2.8171995801820625e-25,1.1066819222777498e-12,5.998842992346155e-28,2.640757637053288e-26,5.9180852885564205e-27,5.632719033710561e-29,1.1881337113262259e-21,2.663752165616445e-18
2.8986383637674844e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229289630600555,0.11865574934971225,0.022821360863237012,0.0,7.234546493884502e-17,3.1394661013315924e-11,1.097728756433311e-15,5.825490136072827e-17,4.296690805674847e-35,2.558373330251115e-07,1.1846933416646265e-32,2.557208290981338e-07,9.270805976670269e-23,8.591703038405098e-22,3.1608602093267946e-27,2.990060686039601e-28,1.1310736945153604e-12,2.0128327963554373e-22,1.3959179524664504e-05,4.1365496956806336e-07,5.99716945901818e-09,8.821238920539781e-14,1.1556194270754256e-12,2.3413760517930475e-10,7.717246578757188e-19,1.073059324131358e-13,6.86430832236971e-13,1.426600707117082e-09,7.72006390312414e-17,3.4628235880732856e-15,7.064410900524541e-13,7.032556807041917e-22,2.095208564887188e-21,2.931984226549885e-25,1.1332073075115048e-12,6.321991761137715e-28,2.7140606555391656e-26,6.216842103879848e-27,5.764880857841143e-29,1.2457291551320967e-21,2.7361112216495385e-18
2.966996462461041e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522925574508308,0.11865541437599081,0.02282135598575168,0.0,7.748052720497347e-17,3.2891989444599433e-11,1.185706368067967e-15,6.247128090104513e-17,4.895023010443878e-35,2.6187074793456185e-07,1.3612513295091796e-32,2.6174887268867004e-07,1.0166027025066003e-22,9.388248011278517e-22,3.514141376268784e-27,3.3119106840953806e-28,1.1850466676586064e-12,2.105717439689527e-22,1.428808024338016e-05,4.234097616875004e-07,6.157276904201841e-09,9.069677721630973e-14,1.189621852392945e-12,2.3427217063392466e-10,7.947564822617908e-19,1.0736760909322893e-13,6.868721252365421e-13,1.46600027466811e-09,8.129683684634846e-17,3.71318182511237e-15,7.25530718097373e-13,7.217101017668735e-22,2.2875971980844747e-21,3.170897097378842e-25,1.187200097048944e-12,7.007414972040336e-28,2.8635722038420483e-26,6.848851781723593e-27,6.032064635422841e-29,1.367169742160752e-21,2.8838077472009456e-18
