Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),CH3X(55),C2H4(47),COX(50),CHOX(53),O(29),acetyl(44),C2H4X(215),CH4OX(63),C2H4X(70),C2H6X(52),OH(D)X(68)
6.331085628352644e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999677,0.11866996602996221,0.02282156769305424,0.0,1.578303606219522e-45,1.9972687008547914e-30,4.351925059545876e-72,1.0664872688438763e-45,3.780908971846353e-110,5.587685131738367e-17,1.523973106934976e-89,5.587685131737436e-17,8.250502147095156e-61,3.258338725568392e-59,4.944618625217297e-93,5.733274014998712e-94,7.194170662765384e-32,4.303410228788613e-71,3.0515882470950665e-15,9.035210431555686e-17,3.617097712235926e-19,6.058221341662804e-32,2.2432556572661384e-31,3.6170977046619e-19,1.2808980829267518e-45,3.758895853819124e-28,7.307146036685122e-34,1.2665090408304248e-38,8.324344094885905e-64,8.284563630462832e-44,2.0181723282176273e-31,2.1425480986086723e-61,8.707938756886833e-87,6.216379661194895e-90,6.793025952911524e-25,2.6440605223702606e-102,2.1180178062674817e-75,3.0623849037879466e-73,4.2363311262872096e-85,1.0691276348864717e-59,2.094503710180983e-46
1.2667671765504899e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999936,0.1186699660299591,0.022821567693054195,0.0,1.2636025633120666e-44,7.994279885743373e-30,2.833359834488074e-70,8.54054774268162e-45,9.845629363703907e-108,1.1180224898691598e-16,9.768502631256039e-88,1.1180224898687866e-16,1.3215141997863355e-59,5.2194089994205244e-58,6.438149155198311e-91,7.46501925557754e-92,2.879543120095531e-31,2.113911211366447e-69,6.10582774375164e-15,1.8078270741852746e-16,7.237338001761393e-19,2.424867347581074e-31,8.978868716582417e-31,7.237337971445521e-19,1.0254973022252408e-44,1.5045350112739218e-27,5.8501476036259904e-33,1.0305923154858978e-37,2.7100989053144696e-62,6.632688312332892e-43,8.077948813844139e-31,6.864604277672997e-60,1.13381865728994e-84,8.09842158451479e-88,1.3591955192954326e-24,6.8885851473878e-100,1.3572291172903993e-73,9.81141598433895e-72,4.156640733015769e-83,1.712462254692411e-58,1.6768765146287642e-45
2.534084403980941e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679998733,0.11866996602995289,0.022821567693054105,0.0,1.0112660887466997e-43,3.1987532973842114e-29,1.871653812779318e-68,6.835899721301329e-44,2.601088073128706e-105,2.236530443259955e-16,6.2566699529254546e-86,2.236530443258461e-16,2.1155704585451503e-58,8.355911171979738e-57,8.504848621663402e-89,9.86135256739016e-90,1.152192325903884e-30,1.147667645606279e-67,1.2214306737060087e-14,3.6164391362446253e-16,1.4477818603623515e-18,9.702627869249227e-31,3.592717034087213e-30,1.4477818482320298e-18,8.207095033635509e-44,6.020076370927354e-27,4.6818764014860597e-32,8.513809938728903e-37,8.9531640698864e-61,5.308166521042236e-42,3.232231720771709e-30,2.198019603407389e-58,1.4977838810777573e-82,1.0702818097457693e-85,2.7189817995164208e-24,1.8204735974198644e-97,8.69167644013504e-72,3.141539907484085e-70,4.508946811110175e-81,2.741426886020389e-57,1.3420108464051339e-44
5.068718858841843e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679997473,0.11866996602994044,0.022821567693053924,0.0,8.0916652324592e-43,1.279709641192618e-28,1.2714292140425562e-66,5.4701047252978234e-43,7.065541311765768e-103,4.473546350042137e-16,4.005814511457791e-84,4.473546350036164e-16,3.385831185719489e-57,1.33733444400634e-55,1.1552400434333483e-86,1.3394981928358306e-87,4.609519566240274e-30,6.68772845176915e-66,2.4431264723658193e-14,7.233663260363082e-16,2.895877989859372e-18,3.881682899225993e-30,1.4373207538328264e-29,2.8958779413299983e-18,6.5669228438567034e-43,2.4084038119368674e-26,3.7461809991525495e-31,7.237919895868318e-36,3.042266349619645e-59,4.24733981180789e-41,1.293103153537647e-29,7.035773857083431e-57,2.034486428914302e-80,1.4545700647979259e-83,5.4385560888081084e-24,4.946669958417182e-95,5.5643705654708874e-70,1.0055947513457072e-68,5.251583365247638e-79,4.3874731788489e-56,1.0738125718066552e-43
1.0137987768563648e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999496,0.11866996602991556,0.022821567693053563,0.0,6.473946927500876e-42,5.11925543054021e-28,9.075446828920976e-65,4.376637825906488e-42,2.0162710286418908e-100,8.947578163608878e-16,2.5642160349963197e-82,8.947578163584987e-16,5.418064761140423e-56,2.1400460460462514e-54,1.6486288792975196e-84,1.9115814184752704e-85,1.843957889730878e-29,4.0696598622376206e-64,4.886518069677924e-14,1.446811150859902e-15,5.792070285352783e-18,1.552799491595403e-29,5.749750908130489e-29,5.792070091217993e-18,5.254036901839116e-42,9.634249374082967e-26,2.997179019511756e-30,6.471859207876587e-35,1.0865669513620739e-57,3.3981946405848573e-40,5.172833544216437e-29,2.251757545161686e-55,2.903390579299436e-78,2.0774067241561158e-81,1.0877711582790326e-23,1.412196053262053e-92,3.5616966787478025e-68,3.218386382922175e-67,6.3890929301869706e-77,7.020909348640228e-55,8.591316196071798e-43
2.0276525588007256e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679989924,0.11866996602986579,0.02282156769305284,0.0,5.179403558753993e-41,2.047785701628161e-27,7.00816890261555e-63,3.501531890482077e-41,6.222989080864565e-98,1.7895641790751867e-15,1.6412565980903246e-80,1.789564179065629e-15,8.669491543471096e-55,3.424322312995409e-53,2.544826484901693e-82,2.9507204848375623e-83,7.376131696266713e-29,2.537151711260938e-62,9.77330126427207e-14,2.8937008005066983e-15,1.1584455022344957e-17,6.211450419996296e-29,2.2999939284093277e-28,1.1584454245762216e-17,4.203428737530359e-41,3.8537366197494277e-25,2.3977764945679702e-29,6.267289336842907e-34,4.1998092548636035e-56,2.7186850257015785e-39,2.0692175824011496e-28,7.205941290058812e-54,4.481678828204599e-76,3.210215286621241e-79,2.1756050232350135e-23,4.361018994739346e-90,2.2795896305561298e-66,1.0299609094459266e-65,7.964722553964453e-75,1.1234216815269282e-53,6.873379152138975e-42
4.055360122689447e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767997986,0.11866996602976626,0.02282156769305139,0.0,4.143621427543733e-40,8.191311094509543e-27,6.0205833176360944e-61,2.80131416373251e-40,2.1363117076300516e-95,3.579176904507585e-15,1.0504548912705565e-78,3.579176904469353e-15,1.3871656803097166e-53,5.4791142058007495e-52,4.369545308280262e-80,5.06647775143953e-81,2.9505127071937666e-28,1.602119233117994e-60,1.9546867653340105e-13,5.787480099798726e-15,2.3169225080413652e-17,2.4846304842658952e-28,9.200162713404603e-28,2.3169221973923623e-17,3.362822286099816e-40,1.541430061207068e-24,1.9181378538462543e-28,6.757111722914979e-33,1.8063809858616958e-54,2.1750000510199637e-38,8.277038467660073e-28,2.305837563307131e-52,7.69518012019069e-74,5.519416520393577e-77,4.3512838177851254e-23,1.498115377466126e-87,1.4588987594435443e-64,3.2959982326162337e-64,1.0057813263839654e-72,1.797535639034633e-52,5.498833690040986e-41
8.110775250466891e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767995973,0.11866996602956718,0.022821567693048498,0.0,3.3149368487169047e-39,3.276559076465207e-26,5.8179373745741405e-59,2.2410867868474227e-39,8.249582148509731e-93,7.158402355387582e-15,6.723073425060342e-77,7.158402355234652e-15,2.2195027082581967e-52,8.766740209830431e-51,8.439454980955613e-78,9.785528544517229e-79,1.1802170888416265e-27,1.0183258652015275e-58,3.9094000430995147e-13,1.1575038698376521e-14,4.6338767533391704e-17,9.938621167654899e-28,3.68010237854519e-27,4.6338755106538513e-17,2.6902889197692952e-39,6.165015498794037e-24,1.5343223302833659e-27,8.194300668294738e-32,8.739310924752257e-53,1.7400213392381313e-37,3.3108488594777056e-27,7.37784637246931e-51,1.486267292293115e-71,1.0674344189688613e-74,8.702685665437948e-23,5.788923894348858e-85,9.335909561462625e-63,1.0547389679922394e-62,1.2785030356531408e-70,2.876105775239242e-51,4.399118918832755e-40
1.6221605506021778e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767991947,0.11866996602916903,0.02282156769304271,0.0,2.6519658000555723e-38,1.3106313426412534e-25,6.237370712353859e-57,1.792883603581208e-38,3.5350037683506796e-90,1.431685325720839e-14,4.3028188422649444e-75,1.4316853256596656e-14,3.551234405000897e-51,1.4026906075979366e-49,1.8086467304134251e-75,2.0971216492113512e-76,4.720892368360324e-27,6.493513609029058e-57,7.818826598438112e-13,2.3150155895507085e-14,9.267786179073194e-17,3.9754671909963355e-27,1.4720483244054158e-26,9.267781207693843e-17,2.152242567510018e-38,2.4654049789013264e-23,1.2271353964014834e-26,1.1015441347510072e-30,4.689509573687651e-51,1.3920263680491886e-36,1.3243461139060592e-26,2.3603091370257563e-49,3.1851964359240306e-69,2.28996514706873e-72,1.7405666394953982e-22,2.4818776922227375e-82,5.973472705387452e-61,3.3751946814579766e-61,1.6304657195691778e-68,4.601808220693139e-50,3.519315631959221e-39
3.244326601713155e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679838945,0.11866996602837274,0.022821567693031137,0.0,2.1215798697835755e-37,5.2425470639540305e-25,7.207200513524416e-55,1.434312539168698e-37,1.6330299352277028e-87,2.8633755061093256e-14,2.7538206138611303e-73,2.863375505864631e-14,5.681999027809957e-50,2.2443133528730726e-48,4.178318742407989e-73,4.844750547343868e-74,1.8883617507205507e-26,4.14661226760995e-55,1.5637679708345664e-12,4.630039028966807e-14,1.8535608774314715e-16,1.5901897233765135e-26,5.888207358168628e-26,1.8535588883843404e-16,1.7217970191112325e-37,9.856738293793145e-23,9.811839888320302e-26,1.5942775908342718e-29,2.7111746404691246e-49,1.1136260557113981e-35,5.297396600702681e-26,7.549031848964939e-48,7.358409417386388e-67,5.293827803494328e-70,3.481233599082755e-22,1.1469178593515836e-79,3.8210356700349655e-59,1.0800662826190492e-59,2.082315929305859e-66,7.362924266251662e-49,2.815460240406426e-38
6.48865870393511e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.452307276796779,0.11866996602678015,0.022821567693007985,0.0,1.6972679097784383e-36,2.0970281715154315e-24,8.72181412063917e-53,1.1474522724860425e-36,7.902529657322673e-85,5.726755866983596e-14,1.7624504425860409e-71,5.726755866004818e-14,9.091217379653304e-49,3.5909037218264025e-47,1.0110817983389149e-70,1.1723467952743341e-71,7.553456615781489e-26,2.6487939362627847e-53,3.1275385925082198e-12,9.260085907758951e-14,3.7071268965592537e-16,6.360757404952466e-26,2.3552852070116227e-25,3.7071189364432603e-16,1.3774362291965244e-36,3.9387804263375825e-22,7.841059286424877e-25,2.4145115992126854e-28,1.6411147608334557e-47,8.909048141101889e-35,2.1189602731552195e-25,2.4131434735365682e-46,1.7806086893465964e-64,1.281503530642914e-67,6.962850772994036e-22,5.551231356316851e-77,2.4429051582338153e-57,3.4562132771664195e-58,2.6602514119036343e-64,1.1780703488589973e-47,2.2523705439532194e-37
1.2977322908379019e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679355814,0.11866996602359497,0.022821567692961685,0.0,1.357817728671804e-35,8.388171306073956e-24,1.0825530226141628e-50,9.179626802506436e-36,3.922841301902408e-82,1.1453516589121331e-13,1.1279699019272797e-69,1.1453516585206216e-13,1.45459621596463e-47,5.7454339292266476e-46,2.5096518927646263e-68,2.9099344361627356e-69,3.0213845738021016e-25,1.6909591553867856e-51,6.255079834624097e-12,1.8520179665183035e-13,7.414264955598977e-16,2.544296918288818e-25,9.421140968594179e-25,7.414233083886766e-16,1.10194431352937e-35,1.5723859574525567e-21,6.259410246350582e-24,3.748482116836491e-27,1.0186894727740022e-45,7.127286051840613e-34,8.475837989226269e-25,7.705776655498114e-45,4.419725654616079e-62,3.1814436580807243e-65,1.3927218139762562e-21,2.7559250031088813e-74,1.5601886337036109e-55,1.1059851067470814e-56,3.396445514347223e-62,1.8849144582294272e-46,1.8018961881156973e-36
2.5954651317266837e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727678711635,0.11866996601722461,0.022821567692869086,0.0,1.0862584156569565e-34,3.355311982567127e-23,1.3598861431674927e-48,7.343704343864554e-35,1.9709825155591787e-79,2.290703803495331e-13,7.219011768226358e-68,2.2907038019293105e-13,2.32735483901944e-46,9.192640149968762e-45,6.304867790848402e-66,7.31047374888487e-67,1.2085542189456618e-24,1.0774685062422747e-49,1.2510162313930137e-11,3.704036717939036e-13,1.482856532009537e-15,1.0177129618455263e-24,3.768452905999438e-24,1.4828437584152944e-15,8.815469983567783e-35,6.264666606104422e-21,4.986140792931041e-23,5.887751603018119e-26,6.398928592804953e-44,5.701898197477892e-33,3.3903294797118276e-24,2.4554798887331644e-43,1.1103427753470451e-59,7.992846728726623e-63,2.786048494908118e-21,1.3847345168128796e-71,9.943550828889499e-54,3.5391260053361146e-55,4.3281505928572e-60,3.01586441975953e-45,1.4415149513608817e-35
5.1909308135042474e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767742328,0.11866996600448389,0.022821567692683883,0.0,8.690130212660537e-34,1.342158547991469e-22,1.7137259993531408e-46,5.874963760341149e-34,9.9351333310729e-77,4.581408093284483e-13,4.620167935011498e-66,4.581408087020328e-13,3.7237676421752215e-45,1.4708038481859606e-43,1.5890574099775256e-63,1.8425053814903444e-64,4.834217686046445e-24,6.837900578698315e-48,2.5020327252839357e-11,7.408074220524164e-13,2.965726432273042e-15,4.070803463452442e-24,1.5073776584851007e-23,2.9656751406815243e-15,7.052236827315515e-34,2.4861825129800068e-20,3.955062522217323e-22,9.2755690687293e-25,4.0320620340006376e-42,4.5616258439705386e-32,1.3561265724757312e-23,7.791884909191118e-42,2.7984605944419744e-57,2.014286050085848e-60,5.5745146870825166e-21,6.979991789483245e-69,6.311119255026254e-52,1.1325024703843955e-53,5.4929305090710395e-58,4.825383353848471e-44,1.1532081209531029e-34
1.0381862177059375e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727674846577,0.11866996597900245,0.02282156769231348,0.0,6.952202850567318e-33,5.368897128710414e-22,2.1502934381483445e-44,4.699969721611452e-33,4.986573181483564e-74,9.162816675353557e-13,2.956906323871214e-64,9.162816650296917e-13,5.958025539194524e-44,2.3532212076360882e-42,3.9878068167691454e-61,4.623837549805251e-62,1.9336872616014193e-23,4.304391677339797e-46,5.004065705184635e-11,1.4816149224669078e-12,5.9315065501086276e-15,1.6282822914182518e-23,6.02948116527696e-23,5.931299834555713e-15,5.641565247334319e-33,9.790670498054942e-20,3.1110504647181145e-21,1.4547205305629737e-23,2.5295220141591656e-40,3.6494677396976754e-31,5.424463241804906e-23,2.4522696963259454e-40,7.02280746249714e-55,5.053532238215813e-58,1.115869839265905e-20,3.5031569396567876e-66,3.973005646910794e-50,3.623885342891275e-52,6.914019087015167e-56,7.720611201459818e-43,9.225600959930016e-34
2.0763724904169632e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727669693166,0.11866996592803958,0.02282156769157267,0.0,5.561919377519855e-32,2.1477600716745174e-21,2.6611925267077667e-42,3.759973021492386e-32,2.4687590684722346e-71,1.832563384945455e-12,1.8924180342340434e-62,1.8325633749228314e-12,9.532830366436285e-43,3.764952069765928e-41,9.871158554594076e-59,1.1445509831442813e-59,7.734749621795642e-23,2.666846563200762e-44,1.0008131633461458e-10,2.9632299228857563e-12,1.1863235758766318e-14,6.512815661755124e-23,2.4117686040022193e-22,1.1862396943591894e-14,4.5128928601569676e-32,3.798224843502743e-19,2.4075825569676948e-20,2.2498779029949364e-22,1.5650876883647526e-38,2.9198301759615247e-30,2.1697506003615445e-22,7.594947391363992e-39,1.738356572784217e-52,1.2501581900782438e-55,2.23560710886017e-20,1.7341207555943615e-63,2.461604180891884e-48,1.1595665712176287e-50,8.563696557895129e-54,1.2352968541297462e-41,7.380377331266134e-33
4.152745035839014e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072765938634,0.11866996582611383,0.022821567690091058,0.0,4.4497864898823895e-31,8.592520426826909e-21,3.2001827163242617e-40,3.007973729346659e-31,1.1877304996967059e-68,3.665126823750585e-12,1.2111447941748992e-60,3.6651267836604016e-12,1.525249348461251e-41,6.02327748918112e-40,2.3743827440778474e-56,2.753054849265343e-57,3.0939001245890814e-22,1.603087388143073e-42,2.0016263363916789e-10,5.92645992208293e-12,2.3727426535113413e-14,2.604875344291277e-22,9.646882949449119e-22,2.372398207817783e-14,3.6097392022635398e-31,1.4324283704880442e-18,1.8063732068266156e-19,3.3801021380211426e-21,9.40814518766142e-37,2.3362417451455644e-29,8.678724325726853e-22,2.2816202582322045e-37,4.1812837266677506e-50,3.003402277540848e-53,4.486683761867591e-20,8.34068587083548e-61,1.479740548913843e-46,3.7101221729860105e-49,1.028671416783838e-51,1.976471768532389e-40,5.904135962480532e-32
