Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),HOX(22),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),COX(50)
1.3301983381892504e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33381850642160271,0.11517555643406298,0.022694591908625435,0.0,9.5554147334242055e-11,1.2310528709644969e-09,5.2052941642723711e-08,1.387826429833013e-16,3.0189597395625372e-27,1.4319897292813221e-09,1.6004579219956425e-33,1.3039194753468995e-09,2.1747863331455034e-24,7.6831045964419442e-16,4.2684743720433432e-20,2.9633209983719975e-22,2.4332258864730434e-11,7.2112182342186965e-25,0.003494206660423218,0.00025389835263654026,3.3752537864656798e-10,8.0138251817617806e-07,9.3225739359904092e-10,2.3399118052293934e-14,1.370486878954658e-10,1.4886482969828403e-07,1.1107681534803972e-10,1.5338021488967071e-14,4.2785915392256305e-14
1.3390511960572288e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33380276859598995,0.11516149357090118,0.022693757323651365,0.0,9.8508023316984561e-11,1.2627282641675185e-09,5.3121877792492729e-08,1.4071882516383659e-16,3.1342616701991661e-27,1.4416854522990493e-09,1.6503957826166853e-33,1.312607943538207e-09,2.2141157009361075e-24,7.8891838297165747e-16,4.4008538453717896e-20,3.0451158708124868e-22,2.4880393774946696e-11,7.3852771840949339e-25,0.0035082675049266606,0.00025556643333621417,3.3900399662723309e-10,8.093275964594966e-07,9.4756186539905624e-10,2.3502278054528443e-14,1.3928008484142808e-10,1.4979964054486561e-07,1.1258140642761118e-10,1.5689221645014986e-14,4.3662725051075565e-14
1.3479040539252072e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33378711763250896,0.11514751735712987,0.022692922847840222,0.0,1.0153645975087885e-10,1.2950280213543973e-09,5.4204542234056459e-08,1.4267210620602544e-16,3.253113344747694e-27,1.4513837593037629e-09,1.7015772413226337e-33,1.3213005601870892e-09,2.2539283270220917e-24,8.0995515489285004e-16,4.5363301201575575e-20,3.1285739186184836e-22,2.5437418851344953e-11,7.562474852373718e-25,0.003522241691357553,0.00025723428173302603,3.4048232597785855e-10,8.1730580929627497e-07,9.6302429423979729e-10,2.3605433135898064e-14,1.4152966148892064e-10,1.5072937746438742e-07,1.1409326585072899e-10,1.604726165299854e-14,4.4550753286684246e-14
1.3567569117931856e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33377155299697353,0.11513362725932581,0.022692088480745633,0.0,1.0464092928386875e-10,1.3279608379762545e-09,5.5300984558645236e-08,1.4464255843070236e-16,3.3755970915845539e-27,1.4610846578784856e-09,1.7540257301553794e-33,1.32999739597801e-09,2.2942275476016453e-24,8.3142720758297603e-16,4.6749504781888892e-20,3.2137161852425988e-22,2.6003423828083176e-11,7.7428497029934096e-25,0.003536129753141003,0.00025890189866800846,3.4196036926002394e-10,8.2531712757479554e-07,9.7864538235029084e-10,2.3708583635204663e-14,1.4379733186457673e-10,1.5165398904619594e-07,1.1561229678351424e-10,1.6412256104752951e-14,4.5450039951273807e-14
1.365609769661164e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33375607415848874,0.11511982274735381,0.022691254221923977,0.0,1.0782292577295431e-10,1.3615354821585915e-09,5.6411253253606574e-08,1.4663025414771005e-16,3.5017964824192305e-27,1.4707881556050005e-09,1.8077649873773133e-33,1.3386985213950059e-09,2.3350167053292112e-24,8.5334103361318626e-16,4.8167624639948215e-20,3.3005637860339979e-22,2.6578498810001473e-11,7.9264404647732094e-25,0.003549932220414258,0.00026056928497770121,3.4343812901439915e-10,8.3336152207445579e-07,9.9442583082394973e-10,2.3811729889478185e-14,1.4608300784337142e-10,1.5257342500493003e-07,1.1713840208318595e-10,1.6784321151109308e-14,4.636062399390353e-14
1.3744626275291424e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33374068058943074,0.11510610329434615,0.022690420070934414,0.0,1.1108396447665676e-10,1.3957607948968145e-09,5.7535395701388632e-08,1.4863526565618784e-16,3.6317963390757126e-27,1.480494260064083e-09,1.8628190598140885e-33,1.3474040067220487e-09,2.3762991492966883e-24,8.7570318618536313e-16,4.9618138806924143e-20,3.389137906551521e-22,2.7162734271743689e-11,8.1132861319244884e-25,0.0035636496200470271,0.00026223644149418653,3.4491560776046822e-10,8.4143896346426648e-07,1.0103663396139795e-09,2.3914872233930608e-14,1.4838659918279893e-10,1.5348763618130336e-07,1.1867148432271872e-10,1.7163574515662842e-14,4.7282543459824464e-14
1.3833154853971208e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33372537176542677,0.1150924683766823,0.022689586027338868,0.0,1.1442558224820818e-10,1.4306456902501773e-09,5.8673458178792528e-08,1.5065766524483501e-16,3.765682740167909e-27,1.4902029788357325e-09,1.9192123052038607e-33,1.3561139220433959e-09,2.4180782350152278e-24,8.9852027936622777e-16,5.1101527858127839e-20,3.4794598008762677e-22,2.7756221056876499e-11,8.3034259645606405e-25,0.0035772824756616661,0.00026390336904512585,3.4639280799430843e-10,8.4954942230136352e-07,1.0264676075281194e-09,2.4018011001776726e-14,1.5070801355750668e-10,1.5439657454262118e-07,1.2021144581717335e-10,1.7550135509373191e-14,4.8215835490030796e-14
1.3921683432650991e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33371014716533431,0.11507891747396917,0.022688752090701991,0.0,1.1784933772943693e-10,1.4661991555341391e-09,5.9825485856490183e-08,1.5269752519215495e-16,3.9035430276695521e-27,1.4999143194993982e-09,1.976969394552969e-33,1.3648283372439415e-09,2.4603573243975822e-24,9.2179898832102838e-16,5.2618274871081632e-20,3.5715507899241234e-22,2.8359050377005869e-11,8.4968994892055718e-25,0.003590831307653248,0.00026557006845379371,3.4786973218966712e-10,8.5769286902951553e-07,1.0427303322231546e-09,2.4121146524283459e-14,1.5304715659437377e-10,1.5530019318302845e-07,1.2175818864953597e-10,1.7944125044172439e-14,4.9160536321026037e-14
1.4010212011330775e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33369500627122128,0.11506545006902091,0.022687918260591147,0.0,1.2135681154526832e-10,1.5024302515111217e-09,6.0991522798808127e-08,1.547549177667049e-16,4.045465813377604e-27,1.5096282896342066e-09,2.0361153144980829e-33,1.3735473220095587e-09,2.5031397857410118e-24,9.4554604954675491e-16,5.4168865383410464e-20,3.6654322597585772e-22,2.8971313810890786e-11,8.6937464993007732e-25,0.0036042966332095047,0.00026723654053911424,3.4934638279916037e-10,8.6586927397764264e-07,1.0591552101996008e-09,2.422427913082781e-14,1.5540393190804246e-10,1.5619844632349428e-07,1.2331161469578457e-10,1.8345665646980933e-14,5.0116681284802481e-14
1.409874059001056e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33367994856834737,0.11505206564783924,0.022687084536576408,0.0,1.249496064988159e-10,1.5393481125796485e-09,6.2171611963776852e-08,1.5682991522734657e-16,4.19154098526804e-27,1.5193448968191898e-09,2.0966753696749e-33,1.3822709458274364e-09,2.5464289937107223e-24,9.6976826110450772e-16,5.575378735056443e-20,3.7611256599041632e-22,2.9593103303554133e-11,8.894007055711107e-25,0.0036176789663306449,0.00026890278611569452,3.5082276225373829e-10,8.7407860735834484e-07,1.0757429367962531e-09,2.4327409148835196e-14,1.5777824113687141e-10,1.5709128931153369e-07,1.2487162565019064e-10,1.8754881473785654e-14,5.1084304809037345e-14
1.4187269168690343e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33366497354514235,0.11503876369959358,0.022686250918230538,0.0,1.2862934776708588e-10,1.576961946961847e-09,6.3365795203443613e-08,1.5892258982348934e-16,4.3418597137436518e-27,1.529064148633509e-09,2.158675185093386e-33,1.3909992779864107e-09,2.5902283293238706e-24,9.9447248285107792e-16,5.7373531103387521e-20,3.8586525016608921e-22,3.0224511165390711e-11,9.0977214872292419e-25,0.003630978817849048,0.00027056880599385835,3.5229887296254813e-10,8.8232083926643771e-07,1.0924942061846712e-09,2.4430536903745535e-14,1.6016998397928504e-10,1.579786786206661e-07,1.2643812305057216e-10,1.9171898323654106e-14,5.2063440417501864e-14
1.4275797747370127e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33365008069318836,0.11502554371660166,0.022685417405128954,0.0,1.3239768309731187e-10,1.6152810368893146e-09,6.4574113264445585e-08,1.6103301379533226e-16,4.4965144577739418e-27,1.5387860526566789e-09,2.222140708519562e-33,1.3997323875772899e-09,2.6345411799341023e-24,1.019665636670002e-15,5.9028589305550318e-20,3.9580343564201276e-22,3.0865630071272431e-11,9.3049303910788859e-25,0.0036441966954488406,0.00027223460097967986,3.5377471731358005e-10,8.9059593967749484e-07,1.1094097113636225e-09,2.4533662719033921e-14,1.6257905823051441e-10,1.5886057184961459e-07,1.2801100830317045e-10,1.9596843652828974e-14,5.3054120730681355e-14
1.4364326326049911e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33363526950719874,0.11501240519430998,0.022684583996849729,0.0,1.3625628300391022e-10,1.6543147387873355e-09,6.5796605788840566e-08,1.6316125937410343e-16,4.655598970927027e-27,1.5485106164687928e-09,2.2870982128638228e-33,1.4084703434931747e-09,2.6793709392166497e-24,1.0453547067020483e-15,6.0719456910863102e-20,4.0592928539822939e-22,3.1516553059650629e-11,9.515674633416779e-25,0.0036573331036853412,0.00027390017187501665,3.552502976738951e-10,8.9890387844639755e-07,1.1264901441534801e-09,2.4636786916202651e-14,1.6500535981971476e-10,1.5973692772124908e-07,1.2959018270738411e-10,2.0029846588853427e-14,5.4056377466603919e-14
1.4452854904729695e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33362053948500026,0.11499934763127456,0.022683750692973566,0.0,1.4020684096603708e-10,1.6940724834574408e-09,6.7033311315192903e-08,1.653073987822933e-16,4.8192083072931996e-27,1.5582378476507437e-09,2.3535742985758184e-33,1.4172132144297715e-09,2.7247210071539517e-24,1.0715467395749744e-15,6.2446631120483213e-20,4.1624496808767749e-22,3.2177373531655522e-11,9.7299953498335461e-25,0.0036703885440043989,0.00027556551947754157,3.5672561638955913e-10,9.0724462530589394e-07,1.1437361951905517e-09,2.4739909814753322e-14,1.6744878284743546e-10,1.6060770608127609e-07,1.3117554748039639e-10,2.0471037944720363e-14,5.507024144187576e-14
1.4541383483409479e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33360589012751252,0.11498637052914157,0.022682917493083786,0.0,1.4425107362573831e-10,1.7345637762582989e-09,6.828426727991299e-08,1.6747150423388515e-16,4.9874388272998437e-27,1.5679677537844456e-09,2.4215958960459087e-33,1.4259610688857024e-09,2.7705947900218173e-24,1.0982488446325863e-15,6.4210611340030532e-20,4.2675265786843894e-22,3.2848185250192661e-11,9.9479339458534453e-25,0.0036833635147615956,0.0002772306445807752,3.582006757858671e-10,9.1561814986516448e-07,1.1611485539213649e-09,2.4843031732179282e-14,1.6990921962342833e-10,1.6147286789667525e-07,1.3276700378157102e-10,2.0920550233058822e-14,5.6095742572921749e-14
1.4629912062089263e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33359132093872979,0.11497347339262839,0.022682084396766306,0.0,1.4839072098669241e-10,1.7757981972849158e-09,6.9549510018847774e-08,1.6965364793458437e-16,5.1603882034175767e-27,1.5777003424530561e-09,2.4911902680132238e-33,1.4347139751628079e-09,2.8169957003761196e-24,1.1254681941631541e-15,6.6011899136626538e-20,4.3745453423627956e-22,3.3529082339036433e-11,1.0169532097433003e-24,0.0036962585112413418,0.00027889554797411685,3.5967547816763935e-10,9.2402442160839553e-07,1.1787279085968915e-09,2.4946152983963451e-14,1.7238656070478222e-10,1.6233237525388697e-07,1.3436445273663822e-10,2.1378517680351401e-14,5.7132909877429202e-14
1.4718440640769047e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33357683142570155,0.11496065572950451,0.022681251403609638,0.0,1.5262754661354453e-10,1.8177854015461525e-09,7.0829074769119544e-08,1.7185390208204422e-16,5.3381554257575544e-27,1.5874356212411936e-09,2.562385011980318e-33,1.4434720013664422e-09,2.8639271570400204e-24,1.1532120236271691e-15,6.7850998195871325e-20,4.483527818575228e-22,3.422015928192055e-11,1.0394831751458633e-24,0.00370907402567585,0.00028056023044287562,3.6115002581934405e-10,9.3246340989335994e-07,1.1964749462667236e-09,2.5049273883564505e-14,1.74880694934363e-10,1.6318619135675293e-07,1.3596779546170409e-10,2.1845076241181925e-14,5.8181771475992487e-14
1.4806969219448831e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33356242109851336,0.11494791705057289,0.022680418513204851,0.0,1.5696333783182521e-10,1.8605351191405309e-09,7.2122995671210121e-08,1.7407233886608757e-16,5.5208408075599183e-27,1.597173597735157e-09,2.6352080626344375e-33,1.4522352154057691e-09,2.9113925850917179e-24,1.1814876318844045e-15,6.9728414278774287e-20,4.5944959040229107e-22,3.4921510921625523e-11,1.0623875126243288e-24,0.003721810547263987,0.00028222469276830147,3.6262432100522793e-10,9.409350839500067e-07,1.2143903527732029e-09,2.5152394742404022e-14,1.7739150947954282e-10,1.6403428052421205e-07,1.3757693308704898e-10,2.2320363612514774e-14,5.9242354593956247e-14
1.4895497798128615e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33354808947026909,0.11493525686965093,0.022679585725145557,0.0,1.6139990592844566e-10,1.9040571554303333e-09,7.3431305771288229e-08,1.7630903046892555e-16,5.7085459905733219e-27,1.6069142795231428e-09,2.7096876942754348e-33,1.4610036849940451e-09,2.9593954158527258e-24,1.2103023814203038e-15,7.1644655178652458e-20,4.7074715437815069e-22,3.5633232459063083e-11,1.0856704712022094e-24,0.003734468562190011,0.00028388893572761441,3.6409836596953035e-10,9.4943941287905672e-07,1.2324748127454785e-09,2.5255515869859736e-14,1.7991888987120307e-10,1.6487660818775521e-07,1.3919176678070372e-10,2.2804519248003942e-14,6.0314685563455406e-14
1.49840263768084e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33353383605707104,0.11492267470355212,0.022678753039027923,0.0,1.6593908635276342e-10,1.9483613912139701e-09,7.475403702377694e-08,1.7856404906537411e-16,5.9013739503255186e-27,1.616657674195463e-09,2.7858525232503132e-33,1.4697774776489025e-09,3.0079390868766608e-24,1.2396636985716822e-15,7.3600230678010439e-20,4.8224767296419887e-22,3.6355419452357473e-11,1.1093363271447161e-24,0.0037470485536421987,0.0002855529600940345,3.6557216293666769e-10,9.5797636565060717e-07,1.2507290095935355e-09,2.5358637573257149e-14,1.8246272004299545e-10,1.6571314088864087e-07,1.4081219777181183e-10,2.3297684372331394e-14,6.1398789825649079e-14
1.5072554955488183e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33351966037800235,0.11491017007206734,0.02267792045445061,0.0,1.7058273891821322e-10,1.9934577828966152e-09,7.6091220294159051e-08,1.8083746682306698e-16,6.0994290012850588e-27,1.6264037893447601e-09,2.8637315103944553e-33,1.4785566606926245e-09,3.0570270419385594e-24,1.2695790737517319e-15,7.5595652505417246e-20,4.9395334984562453e-22,3.708816781592366e-11,1.1333893840081451e-24,0.0037595510018313435,0.00028721676663681146,3.6704571411138125e-10,9.6654591110274443e-07,1.2691536255021576e-09,2.546176015785902e-14,1.850228823708429e-10,1.6654384627487427e-07,1.4243812737376873e-10,2.3800001995575336e-14,6.2494691933147012e-14
1.5161083534167967e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33350556195510811,0.11489774249794654,0.022677087971014802,0.0,1.7533274800449902e-10,2.0393563626590885e-09,7.7442885362016926e-08,1.831293559026659e-16,6.3028168019141924e-27,1.6361526325662204e-09,2.9433539634795158e-33,1.4873413012524161e-09,3.1066627310247012e-24,1.3000560616743318e-15,7.7631434292393337e-20,5.0586639304878069e-22,3.7831573819542398e-11,1.1578339726891866e-24,0.0037719763840091537,0.0002888803561212527,3.6851902167890482e-10,9.7514801794015977e-07,1.2877493414248397e-09,2.5564883926856683e-14,1.8759925771266429e-10,1.6736869309795366e-07,1.4406945700712739e-10,2.4311616927605615e-14,6.3602415552625693e-14
1.524961211284775e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33349154031337686,0.1148853915068805,0.022676255588324149,0.0,1.8019102276033977e-10,2.0860672386249952e-09,7.880906092430421e-08,1.8543978845806804e-16,6.5116443596130775e-27,1.6459042114577911e-09,3.0247495396680295e-33,1.4961314662606691e-09,3.1568496103229491e-24,1.331102281577659e-15,7.9708091530322809e-20,5.1798901477680016e-22,3.858573408743204e-11,1.182674451474151e-24,0.0037843251744865253,0.00029054372930875178,3.6999208780514561e-10,9.837826547327811e-07,1.3065168370776569e-09,2.5668009181362557e-14,1.9019172544830806e-10,1.6818765120938565e-07,1.4570608822226798e-10,2.4832675792508432e-14,6.472198346763146e-14
1.5338140691527535e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33347759498072321,0.11487311662748262,0.022675423305984797,0.0,1.8515949730676362e-10,2.1336005950260694e-09,8.0189774598846516e-08,1.8776883663661004e-16,6.7260200355554649e-27,1.6556585336203885e-09,3.1079482479747225e-33,1.5049272224552221e-09,3.2075911422135931e-24,1.3627254174470992e-15,8.1826141527404303e-20,5.3032343124579239e-22,3.9350745597317268e-11,1.2079152060881267e-24,0.0037965978446517059,0.00029220688695681663,3.7146491463684672e-10,9.9244978991440478e-07,1.3254567909330736e-09,2.5771136220401951e-14,1.9280016351967554e-10,1.6900069155697322e-07,1.4734792272182783e-10,2.5363327043037723e-14,6.5853417581569024e-14
1.542666927020732e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33346372548796915,0.11486091739127084,0.022674591123605325,0.0,1.9024013094094418e-10,2.1819666923657643e-09,8.1585052928068009e-08,1.9011657257927004e-16,6.9460535494160044e-27,1.6654156066581154e-09,3.1929804517345631e-33,1.5137286363796156e-09,3.2588907952607045e-24,1.3949332182374388e-15,8.3986103365654623e-20,5.4287186252165106e-22,4.0126705679494493e-11,1.2335606497440597e-24,0.0038087948629883456,0.00029386982981909645,3.7293750430174583e-10,1.0011493917813383e-06,1.3445698802137049e-09,2.587426534090501e-14,1.9542444847102005e-10,1.6980778618087915e-07,1.4899486238288376e-10,2.5903720975093188e-14,6.6996738920872334e-14
1.5515197848887103e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33344993136882595,0.11484879333264983,0.022673759040796757,0.0,1.9543490834057229e-10,2.2311758675810341e-09,8.2994921382941148e-08,1.9248306842086622e-16,7.1718559839894519e-27,1.6751754381784672e-09,3.2798768710775725e-33,1.5225357743833409e-09,3.3107520442039953e-24,1.4277334980943501e-15,8.61884978579789e-20,5.5563653235750816e-22,4.0913712015894018e-11,1.2596152231917708e-24,0.0038209166950934413,0.00029553255864540889,3.7440985890874089e-10,1.0098814284910504e-06,1.3638567808860314e-09,2.597739683769951e-14,1.9806445548940493e-10,1.7060890820946794e-07,1.506468092788826e-10,2.6454009742225182e-14,6.8151967638355519e-14
1.5603726427566887e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3334362121598769,0.11483674398889299,0.022672927057172543,0.0,2.0074583976875882e-10,2.28123853420232e-09,8.4419404367155966e-08,1.9486839629025273e-16,7.4035397897019613e-27,1.6849380357925445e-09,3.3686685854103971e-33,1.5313487026220853e-09,3.3631783699511693e-24,1.4611341365751493e-15,8.8433847505320642e-20,5.6861966803186557e-22,4.1711862639138949e-11,1.2860833947669118e-24,0.003832963803695153,0.00029719507418176684,3.7588198054805387e-10,1.0186458680608284e-06,1.3833181676540619e-09,2.6080531003504035e-14,2.0072005844530335e-10,1.7140403185492925e-07,1.5230366570131637e-10,2.7014347370164987e-14,6.9319123016741347e-14
1.569225500624667e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33342256740055898,0.11482476890012489,0.022672095172348545,0.0,2.0617496127946115e-10,2.3321651825117172e-09,8.5858525221506367e-08,1.9727262831051333e-16,7.6412187890148154e-27,1.6947034071152606e-09,3.4593870359046787e-33,1.5401674870579721e-09,3.4161732595707807e-24,1.49514307886884e-15,9.0722676453905865e-20,5.8182350018743765e-22,4.2521255931600687e-11,1.3129696604398577e-24,0.0038449366486705341,0.00029885737717040399,3.7735387129138824e-10,1.0274426783664448e-06,1.4029547139529447e-09,2.6183668128921122e-14,2.0339112993332521e-10,1.7219313240868576e-07,1.5396533418113391e-10,2.7584889771379932e-14,7.0498223472364609e-14
1.5780783584926454e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3334089966331456,0.1148128676093035,0.022671263385943,0.0,2.1172433492342711e-10,2.3839663796993248e-09,8.7312306228490002e-08,1.9969583659915159e-16,7.885008180720876e-27,1.7044715597655509e-09,3.5520640279922462e-33,1.5489921934597936e-09,3.4697402062855831e-24,1.5297683360154199e-15,9.3055510452593575e-20,5.9525026267073637e-22,4.3341990624451227e-11,1.340278543864551e-24,0.0038568356870631259,0.00030051946834980128,3.7882553319208638e-10,1.0362718271408282e-06,1.422767091942532e-09,2.6286808502430904e-14,2.0607754131305216e-10,1.7297618623658936e-07,1.5563171750988903e-10,2.8165794759653461e-14,7.168928655904824e-14
1.586931216360624e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33339549940272917,0.1148010396622029,0.02267043169757655,0.0,2.1739604895465092e-10,2.4366527700177451e-09,8.8780768617118346e-08,2.0213809326827907e-16,8.1350245441341299e-27,1.7142425013665787e-09,3.6467317338671327e-33,1.5578228874032397e-09,3.5238827094663726e-24,1.5650179851244551e-15,9.5432876810347062e-20,6.089021923724279e-22,4.4174165796711901e-11,1.3680145964272874e-24,0.0038686613731004657,0.00030218134845471181,3.8029696828528785e-10,1.0451332819727442e-06,1.4427559725008928e-09,2.6389952410385244e-14,2.0877916274996888e-10,1.7375317077390766e-07,1.5730271876061617e-10,2.875722206468921e-14,7.2892328972148675e-14
1.5957840742286022e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3333820752572032,0.11478928460739568,0.022669600106872183,0.0,2.2319221803733398e-10,2.4902350749347553e-09,9.0263932567934292e-08,2.045994704248005e-16,8.3913858431727268e-27,1.7240162395459422e-09,3.7434226949944419e-33,1.5666596342711263e-09,3.5786042746263185e-24,1.6009001695929233e-15,9.7855304353838062e-20,6.2278152906849543e-22,4.5017880874298915e-11,1.3961823972954634e-24,0.00388041415821147,0.00030384301821618571,3.8176817858808384e-10,1.0540270103054843e-06,1.4629220252177832e-09,2.6493100137002085e-14,2.1149586325647191e-10,1.7452406452010563e-07,1.5897824130843212e-10,2.9359333346737728e-14,7.4107366552768676e-14
1.6134897899645594e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.333355444426301,0.11476599138284156,0.022667937216953375,0.0,2.3516651331147219e-10,2.600130701409548e-09,9.3274440668012256e-08,2.0957987460269634e-16,8.9236220502985984e-27,1.7435721361734675e-09,3.9430064103416236e-33,1.5843515473483914e-09,3.6897986436189152e-24,1.6745950509329565e-15,1.0283746564033754e-19,6.5123139602940052e-22,4.6740330177830469e-11,1.4538316998152665e-24,0.003903702817480344,0.00030716572961465502,3.8470993280150451e-10,1.0719111565114335e-06,1.5037883190050752e-09,2.6699408172394057e-14,2.1697397200813557e-10,1.7604749892473609e-07,1.6234246542745189e-10,3.0596264223593941e-14,7.6573486336568072e-14
1.6294249341269207e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33333172215003132,0.11474527230035782,0.022666440946296471,0.0,2.4639077772553386e-10,2.70220993715282e-09,9.6034358474348721e-08,2.14128353705952e-16,9.4255462177482614e-27,1.761182084054236e-09,4.1298853928131904e-33,1.6002956220985207e-09,3.7918892605783672e-24,1.7431667744810154e-15,1.0748085482655353e-19,6.776365311557765e-22,4.8331005536526485e-11,1.5072391600175214e-24,0.0039244177616977634,0.00031015545775766261,3.8735676268173726e-10,1.0881169338362595e-06,1.5411806029090782e-09,2.6885101271478167e-14,2.2195450407865294e-10,1.773975652825173e-07,1.6538476752737308e-10,3.1747703035105605e-14,7.8834159200948993e-14
1.645360078289282e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33330822976387109,0.11472478249440221,0.022664944986307878,0.0,2.5805239284718664e-10,2.8073622213700618e-09,9.8842175842597822e-08,2.1873990437600269e-16,9.9499262447635861e-27,1.7788012116974833e-09,4.3238429516788121e-33,1.6162603163644921e-09,3.895910836336626e-24,1.8139176112824872e-15,1.1227853148562446e-19,7.0481341320439003e-22,4.9960632213695091e-11,1.5621179748379574e-24,0.0039449034014395539,0.00031314451559053469,3.9000289480205865e-10,1.1044267641957492e-06,1.5791572784824481e-09,2.7070811065139389e-14,2.2698180685878555e-10,1.7872761114601533e-07,1.6844023184519854e-10,3.2936361860573727e-14,8.1133904204866857e-14
1.6612952224516435e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3332849647301756,0.11470451943119042,0.022663449334872379,0.0,2.7016467380621963e-10,2.9156528930738174e-09,1.016979732889385e-07,2.2341494697552727e-16,1.0497500661582132e-26,1.7964295637745162e-09,4.5250825542192554e-33,1.6322460045125482e-09,4.0018840365750941e-24,1.8868974789123091e-15,1.1723362908454352e-19,7.327751882617201e-22,5.1629802477360493e-11,1.618495860911586e-24,0.0039651622704984357,0.00031613290724600548,3.9264834029346753e-10,1.1208404522889402e-06,1.6177222033103819e-09,2.7256539133177168e-14,2.3205508015531249e-10,1.8003754884355865e-07,1.7150830839795224e-10,3.4163255244022166e-14,8.3472783459198426e-14
1.677230366614005e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33326192453935599,0.11468448060496654,0.02266195398989836,0.0,2.8274122965653186e-10,3.0271481133740766e-09,1.0460182079180617e-07,2.2815390182644202e-16,1.106902282266734e-26,1.814067185019303e-09,4.7338117467504355e-33,1.648253058900398e-09,4.1098295911710684e-24,1.9621570079207765e-15,1.2234929370085136e-19,7.6153502034373114e-22,5.3339112159739774e-11,1.6764008303850874e-24,0.0039851968746386678,0.00031912063681979004,3.9529311010938252e-10,1.1373578011857397e-06,1.6568792209161652e-09,2.7442287032675085e-14,2.3717351495211489e-10,1.8132730139076991e-07,1.7458845191800714e-10,3.5429419170028023e-14,8.585085049842141e-14
1.6931655107763662e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33323910670956913,0.11466466353769211,0.022660458949317602,0.0,2.9579596736678182e-10,3.1419148680402238e-09,1.0755377791889493e-07,2.3295718921298025e-16,1.1665260966255238e-26,1.8317141202322041e-09,4.9502422032115701e-33,1.6642818498806431e-09,4.2197682941715545e-24,2.0397475458203381e-15,1.2762868325484413e-19,7.9110608855541541e-22,5.5089160638607434e-11,1.7358611918331849e-24,0.0040050096919068299,0.00032210770837099063,3.9793721502833339e-10,1.1539786123034326e-06,1.6966321606298437e-09,2.7628056297959117e-14,2.4233629418306206e-10,1.8259680236001158e-07,1.7768012219204986e-10,3.6735911343557199e-14,8.8268150386152907e-14
1.7091006549387276e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33321650878640979,0.11464506577873899,0.022658964211084959,0.0,3.0934309582612562e-10,3.260020969995185e-09,1.1055389396009058e-07,2.3782522938469109e-16,1.2286998270428286e-26,1.8493704142836706e-09,5.1745897739987281e-33,1.6803327458040477e-09,4.3317210037831501e-24,2.1197211610450899e-15,1.3307496675069528e-19,8.2150158428806921e-22,5.6880550818533172e-11,1.796905551174759e-24,0.0040246031729390726,0.00032509412592249075,4.0058066565659709e-10,1.1707026853834579e-06,1.7369848374549284e-09,2.7813848440573904e-14,2.4754259350527883e-10,1.8384599574394951e-07,1.8078278438881121e-10,3.8083811470376732e-14,9.0724719825442562e-14
