Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),H2OX(23),OCX(25),CO2X(24)
6.450778387925648e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999726,0.11866996602996273,0.022821567693054223,1.9808114453403082e-97,1.1516774895224727e-54,1.1292256820104334e-35,7.0235431101581963e-74,3.1783123339436108e-52,6.8632055716190488e-118,6.5595161307089264e-22,1.8952650466747785e-105,6.5595161307074265e-22,4.9249564465768851e-72,7.7511034401065905e-61,6.8463611102376007e-99,4.1368881029844266e-100,1.1403397599343903e-44,1.4703258547901993e-84,2.6014104975124807e-15,1.2507812848323788e-16,4.8211867750727772e-20,4.8211869770340919e-20,1.0094310243314136e-27,2.6176244725474547e-31,7.0654203018472471e-36,3.4349451485549948e-32,6.4108557769603193e-46,9.3582460197869319e-61,4.9582800732569325e-88
1.2907161274885116e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999454,0.11866996602996012,0.02282156769305416,5.135052734593219e-95,1.8441846212017079e-53,7.3147823377477863e-35,4.5498812929200616e-72,2.545227492418133e-51,1.7783205081132049e-115,1.3124731232862747e-21,1.2148443314246072e-103,1.3124731232856744e-21,7.8884891074188107e-71,1.2416197906590699e-59,8.8699204766226712e-97,5.3596162841919575e-98,9.1296518312275533e-44,4.7103234281672062e-83,5.2050811257771009e-15,2.5026492606159265e-16,9.6465620420217595e-20,9.6465628504980734e-20,4.0393071975376393e-27,2.0951834246887656e-30,5.719914672209547e-35,1.3748732316113538e-31,5.1325826858920163e-45,3.0313527192775644e-59,6.4270115120407902e-86
2.581992704880405e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631999891,0.11866996602995492,0.022821567693054035,1.3441590942041211e-92,2.9518964946495384e-52,5.1619203083320943e-34,2.976688895646556e-70,2.0372134284742777e-50,4.6532236710688862e-113,2.6255161437176571e-21,7.781007738369727e-102,2.6255161437152542e-21,1.2628432794004958e-69,1.9877469613925082e-58,1.1605131054652302e-94,7.0123570491652198e-96,7.3064961490687324e-43,1.5081488398892124e-81,1.0412422382301648e-14,5.0063852121829258e-16,1.9297311969334396e-19,1.9297315205130258e-19,1.6154113161199732e-26,1.6759713210619794e-29,4.6788891463888808e-34,5.5012837789517586e-31,4.1076260286575788e-44,9.9176043174526209e-58,8.4120345833908708e-84
5.164545859664192e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319997816,0.11866996602994451,0.022821567693053785,3.5881545462107865e-90,4.7239954837831796e-51,3.8508459971093141e-33,1.9861535534223129e-68,1.6301832262190123e-49,1.2416410947804493e-110,5.2516021845828902e-21,4.9817665431539246e-100,5.2516021845732771e-21,2.0210971916408452e-68,3.181319509445552e-57,1.5484403761166631e-92,9.3563930775265573e-94,5.8463070259056532e-42,4.8274287101391022e-80,2.0827104895331955e-14,1.0013857115316534e-15,3.8598809397618669e-19,3.8598822349600621e-19,6.4560041279617554e-26,1.3397337720262175e-28,3.9055757909564521e-33,2.2008717314189101e-30,3.2867248881888158e-43,3.3096913339941935e-56,1.1228554556949835e-81
1.0329652169231765e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319995634,0.11866996602992368,0.022821567693053286,9.9314561787530363e-88,7.5591616546287475e-50,2.9650378509429534e-32,1.3740767892611418e-66,1.3043112886483398e-48,3.4346324957702174e-108,1.0503774266323236e-20,3.1889449171687623e-98,1.0503774266284776e-20,3.2341931908205228e-67,5.0908502933971573e-56,2.1419359418550241e-90,1.2942567842332126e-91,4.6774897041329163e-41,1.544993262832846e-78,4.1656469921317468e-14,2.0028800921582208e-15,7.7201794548825707e-19,7.7201846414351329e-19,2.5772724669157712e-25,1.0698177281584327e-27,3.3828616137110752e-32,8.8042034028824295e-30,2.6296295312223893e-42,1.1454878963941921e-54,1.5541527534190917e-79
2.0659864788366913e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319991266,0.11866996602988202,0.022821567693052283,2.9215025749841899e-85,1.2095273504937026e-48,2.3191949353359837e-31,1.0102682257900856e-64,1.0435144286431581e-47,1.0094553577737074e-105,2.1008118429843445e-20,2.0411204355359015e-96,2.1008118429689599e-20,5.1750569289775575e-66,8.1459500530093412e-55,3.1482990791863199e-88,1.9023479469804046e-89,3.7421693954515601e-40,4.9443219800909118e-77,8.3315199972987975e-14,4.0058688534107363e-15,1.5440772602981312e-18,1.5440793392496573e-18,1.0267039130623632e-24,8.5259946192860531e-27,3.1170958330482396e-31,3.5218246509022e-29,2.1038034272146177e-41,4.2146554556440865e-53,2.2863888347846909e-77
4.132029002663721e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319982534,0.11866996602979869,0.022821567693050281,9.3976109328407913e-83,1.9352928596419503e-47,1.8238377467845169e-30,8.1217864609097057e-63,8.348369198096247e-47,3.2432612796178851e-103,4.2016806757041903e-20,1.3063785261988563e-94,4.2016806756426515e-20,8.2803618395164077e-65,1.303398624299693e-53,5.0590288901068846e-86,3.0568992902114282e-87,2.9938065539875335e-39,1.5822365886450991e-75,1.6663266007512709e-13,8.0118463759132912e-15,3.0881943370623719e-18,3.0882026866183801e-18,4.0733114522146434e-24,6.7688151308006023e-26,3.1435432000234572e-30,1.4087585101854887e-28,1.6830825815480314e-40,1.6961267900986727e-51,3.6783913096726473e-75
8.26411405031778e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631996507,0.11866996602963205,0.022821567693046274,3.3667189447138052e-80,3.0965075630252217e-46,1.4302734980465433e-29,7.2716931972416692e-61,6.6787843396904261e-46,1.1604065321338663e-100,8.4034183412071043e-20,8.3610041469737751e-93,8.4034183409609488e-20,1.3248771499331795e-63,2.0854733233323349e-52,9.053233120766553e-84,5.4703822589429786e-85,2.3950736312136308e-38,5.0632337280123306e-74,3.3326758027459762e-13,1.6023801420908488e-14,6.1764222791813323e-18,6.1764559403341104e-18,1.6030774069437396e-23,5.333510628411041e-25,3.5318157376080937e-29,5.6350912718191647e-28,1.3464818698664594e-39,7.6027448740597114e-50,6.5910651836411823e-73
1.6528284145625898e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319930137,0.11866996602929877,0.022821567693038263,1.3331464192379751e-77,4.9544423565287851e-45,1.1080819076317169e-28,7.1965704460923532e-59,5.3430430199100911e-45,4.5899843878018108e-98,1.6806893672465818e-19,5.3510814859169619e-91,1.6806893671481186e-19,2.1198111484529494e-62,3.336780076501819e-51,1.7909808157164958e-81,1.082193459557931e-82,1.9160702164087952e-37,1.6202412671915387e-72,6.6653742065430773e-13,3.2047711510859249e-14,1.2352853317881136e-17,1.2352989971756857e-17,6.211457480430181e-23,4.1418133625228423e-24,4.3833454466777795e-28,2.254047899732119e-27,1.0771916073953758e-38,3.7661516299706263e-48,1.3053061969861343e-70
3.3056624336242133e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319860276,0.11866996602863222,0.022821567693022238,5.6331139587107458e-75,7.9271289846753576e-44,8.3632474542570336e-28,7.6008813181967011e-57,4.2744085641902476e-44,1.9382087688047854e-95,3.3613844335994779e-19,3.4246799063362736e-89,3.3613844332056257e-19,3.3916793772365353e-61,5.3388482157558756e-50,3.7819860997634132e-79,2.2852509516869073e-80,1.5328606275653293e-36,5.1847453646860896e-71,1.3330771013368044e-12,6.4095531690602262e-14,2.4705616013928095e-17,2.4706177363818972e-17,2.3372553824457763e-22,3.1295425176108459e-23,5.7981827961960921e-27,9.016213938917436e-27,8.617553939015597e-38,1.9901474500346985e-46,2.7581775064666379e-68
6.611330471747461e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319720554,0.11866996602729912,0.02282156769299019,2.4144964411243347e-72,1.2683413779862449e-42,6.0162764353412851e-27,8.1445284668241357e-55,3.4194651981646397e-43,8.3064852118337932e-93,6.7227745667098787e-19,2.1917596436477255e-87,6.7227745651344766e-19,5.42659343014606e-60,8.5420992557663765e-49,8.104417756865276e-77,4.8970640909859126e-78,1.2262901716090913e-35,1.6590905353095066e-69,2.6661564623941047e-12,1.281911720494541e-13,4.9410743887003717e-17,4.941308942129245e-17,8.3479143616085211e-22,2.2522951870185993e-22,7.769243608106219e-26,3.6064896899860798e-26,6.8940461973167769e-37,1.066391538878059e-44,5.911325439750102e-66
1.3222666547993955e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319441111,0.11866996602463291,0.022821567692926096,9.9489508630866752e-70,2.0293437366800085e-41,4.0023779223247566e-26,8.3906900841422064e-53,2.7354654010894249e-42,3.4239738075909512e-90,1.3445554834549078e-18,1.4026743949179768e-85,1.3445554828247527e-18,8.6822224643738713e-59,1.3667127017862381e-47,1.6701852555729004e-74,1.0092031807757755e-75,9.8103262558166934e-35,5.3088931996438893e-68,5.3323151832779289e-12,2.563824527646214e-13,9.8819409608275554e-17,9.8829390347677188e-17,2.7409947374229992e-21,1.4983252159255555e-21,9.9935689722322636e-25,1.4425964160522696e-25,5.5152295591073538e-36,5.4910372222151768e-43,1.2177684996033826e-63
2.6445338700486946e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631888222,0.11866996601930049,0.022821567692797903,3.763940486718635e-67,3.2469382144254074e-40,2.3882589056119873e-25,7.9377807754955461e-51,2.188198276305218e-41,1.2965026196964113e-87,2.689111537670078e-18,8.9764331358723929e-84,2.6891115351495041e-18,1.3890487469769156e-57,2.1866624294810772e-46,3.1614333081783486e-72,1.9102841984666716e-73,7.8482600859675673e-34,1.6987172750143714e-66,1.0664632620122478e-11,5.1276501418480979e-13,1.9763038136060481e-16,1.9767326136455019e-16,8.0127055905430552e-21,8.9361668519543036e-21,1.1786422745993924e-23,5.7703844822062451e-25,4.4121669007127076e-35,2.5950561592113632e-41,2.3030640028717497e-61
5.2890683005472925e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756317764441,0.11866996600863566,0.022821567692541522,1.2762751930532048e-64,5.1950604544573167e-39,1.2607994336910489e-24,6.730967107218401e-49,1.7502789023108374e-40,4.4016019669368615e-85,5.3782236486891169e-18,5.7440366418585899e-82,5.3782236386076224e-18,2.2221343790398157e-56,3.498328523257181e-45,5.3648643249376007e-70,3.2416990138289494e-71,6.2786031069070174e-33,5.435068250087186e-65,2.1329267474119179e-11,1.0255301369846023e-12,3.9522688937853097e-16,3.9540992545606654e-16,2.0596535023587896e-20,4.7116657897475428e-20,1.2446369451086587e-22,2.3081517470164555e-24,3.5297047632369901e-34,1.0989002408618919e-39,3.903411650036117e-59
1.0578137161544488e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631552888,0.11866996598730599,0.022821567692028758,3.9004545116458489e-62,8.3119640175631533e-38,5.9732918443193749e-24,5.1443968458304315e-47,1.3997752017698525e-39,1.3469455611983217e-82,1.0756447881079304e-17,3.6750546170982917e-80,1.0756447840758541e-17,3.5543143833849081e-55,5.5963818362226716e-44,8.2059262153257845e-68,4.958399635651957e-69,5.0228731501357807e-32,1.7386919993982877e-63,4.265853710334297e-11,2.0510603824218507e-12,7.903181896552256e-16,7.9108579672237442e-16,4.7488386056552337e-20,2.2263797744378054e-19,1.1843757171989826e-21,9.232588421321739e-24,2.823717014834157e-33,4.1938941742108014e-38,5.9627218525796949e-57
2.115627488353888e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756311057762,0.11866996594464665,0.022821567691003228,1.1016675636777232e-59,1.3298715823155232e-36,2.6229744062760915e-23,3.6335731489644388e-45,1.1191037658084138e-38,3.808567268824208e-80,2.1512896387243669e-17,2.3505903397643079e-78,2.1512896226001147e-17,5.6833822309195175e-54,8.9512020528383028e-43,1.1598239430456273e-65,7.0081911190068346e-67,4.018283025127943e-31,5.5604245119895515e-62,8.5317076046712157e-11,4.1021208726469995e-12,1.5800941365638785e-15,1.5832571766102993e-15,1.0206473023339309e-19,9.724367071768509e-19,1.042242354580931e-20,3.6930200753503935e-23,2.2588984279827797e-32,1.4794970227728357e-36,8.4184656802405305e-55
4.2312550327527663e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756302115526,0.11866996585932797,0.022821567688952167,2.9515411353496794e-57,2.1276578775971265e-35,1.1010594929525331e-22,2.4342504802225074e-43,8.9413824492693468e-38,1.0211881671538563e-77,4.3025793564912862e-17,1.5025309458065669e-76,4.3025792920265862e-17,9.0821591386369309e-53,1.4312302889918555e-41,1.5546123871015801e-63,9.3936826883688947e-65,3.2146014051773421e-30,1.7771689953123406e-60,1.7063415267313691e-10,8.204241850499912e-12,3.1580210892140719e-15,3.1709079173876166e-15,2.1131173582705039e-19,4.0387591424029878e-18,8.7073640705104413e-20,1.4771957078343349e-22,1.8069983331241317e-31,4.9519539372789062e-35,1.1275025476521876e-52
6.346882577151645e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675629317329,0.11866996577400929,0.022821567686901106,2.2509924440868322e-56,7.8310024186256266e-35,2.3730601854449201e-22,1.3725554725459765e-42,2.6525425358009194e-37,7.7322796516254498e-77,6.4538690907720068e-17,8.5273980527657721e-76,6.4538689538310107e-17,3.4339184131972717e-52,5.4553894801071146e-41,1.0254919568963109e-62,6.1964933557101283e-64,9.19170986499787e-30,8.2863182019672236e-60,2.5595122803924811e-10,1.2306362825755431e-11,4.7343247724005234e-15,4.7618926078756324e-15,3.20459370849871e-19,8.6412065148454538e-18,2.5102200851088265e-19,3.1390228235666541e-22,5.1666881240515026e-31,2.3317767487348695e-34,7.4993856732461174e-52
8.462510121550523e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756284231054,0.11866996568869061,0.022821567684850046,1.1113226439576331e-55,1.9860790488062737e-34,4.0778571553456957e-22,5.0284650153988714e-42,5.7752935925233207e-37,3.5302736440774335e-76,8.605158841547738e-17,3.2780033547405417e-75,8.6051586080167034e-17,8.9330473413300246e-52,1.4671969161663804e-40,4.2129185092407894e-62,2.5456384921084657e-63,1.9387899771816656e-29,2.521931748097148e-59,3.4126830214504562e-10,1.6408483798413563e-11,6.3090068560810267e-15,6.3562364734481299e-15,4.2949554178737996e-19,1.4749571601820115e-17,5.3081687971110828e-19,5.3547753168055741e-22,1.0897663356853731e-30,7.5498495909593721e-34,3.3980983816859981e-51
1.269376521034828e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756266346583,0.11866996551805326,0.022821567680747924,1.4168573662739766e-54,6.9453055460706409e-34,8.5018174032325121e-22,3.2827666762175907e-41,1.6737179167309262e-36,3.1458381873168699e-75,1.2907738381752582e-16,2.4918335451893629e-74,1.2907737898515105e-16,3.2741768150010245e-51,5.9282480704865949e-40,3.2261024809913627e-61,1.949357832940149e-62,5.2954011380229332e-29,1.1478122204509559e-58,5.1190244739876215e-10,2.4612725737633932e-11,9.4545704022518863e-15,9.5528840095008664e-15,6.4730484491074268e-19,3.0409059406953089e-17,1.4486581808194145e-18,1.1086284537642782e-21,2.976317831433073e-30,4.1613783095286665e-33,3.9429177755690832e-50
1.6925020299146037e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.337567562484621,0.1186699653474159,0.022821567676645803,7.2513510444631505e-54,1.7354092223499993e-33,1.4513629576412e-21,1.2066804571576876e-40,3.655300363846563e-36,1.4298537653096582e-74,1.7210317982453707e-16,9.4026967080433109e-74,1.7210317161010825e-16,8.4813887390960731e-51,1.6046482504697038e-39,1.3286222398780413e-60,8.0281377085662191e-62,1.1079684524263567e-28,3.444809692750935e-58,6.8253658801785627e-10,3.2816967667302785e-11,1.2594184596399876e-14,1.2762085833185822e-14,8.6470212933865634e-19,5.1363402967149538e-17,3.0216035813441915e-18,1.8854708603870561e-21,6.2271332996557319e-30,1.334258944898551e-32,1.7738229974712411e-49
2.1156275387943792e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756230577623,0.11866996517677855,0.022821567672543681,2.8413400900166173e-53,3.6817697704296773e-33,2.2223743290723956e-21,3.5487053491037211e-40,6.8483761890167326e-36,5.1640581144375846e-74,2.1512897647842317e-16,2.8738221353687963e-73,2.1512896393515085e-16,1.8524911162885365e-50,3.6020772378671063e-39,4.3560443333580749e-60,2.6321184967791253e-61,2.0170020252959294e-28,8.5881274007836559e-58,8.5317072367128374e-10,4.1021209586737876e-11,1.5727435608704655e-14,1.5984894948808084e-14,1.0816588931849765e-18,7.7801163869614685e-17,5.474963804412748e-18,2.8805487759350506e-21,1.1335667315176249e-29,3.4777104242059023e-32,6.3113561784572115e-49
2.5387530476741548e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756212693145,0.11866996500614123,0.02282156766844156,9.5898646385572126e-53,7.0094929762111079e-33,3.1659624751480071e-21,9.0683464348720812e-40,1.1576450827237725e-35,1.6104227354290714e-73,2.581547737894491e-16,7.6536960694555353e-73,2.5815475595495261e-16,3.6073756486221597e-50,7.1364193169654719e-39,1.2356473856380072e-59,7.4663357006604375e-61,3.3454585505412752e-28,1.8941543461434345e-57,1.0238048542685597e-09,4.9225451495752727e-11,1.885422053170693e-14,1.9221736298517007e-14,1.2981678521738951e-18,1.0960614323746177e-16,9.0278562936982639e-18,4.097832599684046e-21,1.8800766939160632e-29,7.9159952624857933e-32,1.9558136092025404e-48
3.385004065433706e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756176924191,0.11866996466486657,0.022821567660237317,1.4522752213650155e-51,2.158208783608661e-32,5.5685042712046052e-21,5.5964804800742937e-39,2.7381974471541208e-35,2.1406405354526009e-72,3.4420637037275082e-16,4.977380351870951e-72,3.4420633908022442e-16,1.1479818306246121e-49,2.2831850011339718e-38,1.1063217084795088e-58,6.6848813497817409e-60,7.7464878162580885e-28,8.2135174649244032e-57,1.3650731003042237e-09,6.5633935282541504e-11,2.5088480729195236e-14,2.573844836322352e-14,1.7298487843288006e-18,1.8811922392080286e-16,2.0542145303239518e-17,7.1985605314954983e-21,4.3528268021755336e-29,3.4287952927890463e-31,1.9078246678146815e-47
4.231255083193257e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756141155231,0.11866996432359192,0.022821567652033074,7.6823591728672458e-51,5.1074306172221361e-32,8.6554064486772189e-21,2.0063366901194358e-38,5.3137831564492794e-35,1.1221334035207153e-71,4.3025796955940697e-16,1.8154753342139442e-71,4.302579209889179e-16,2.7596463964443304e-49,5.4915339632640076e-38,4.8253082739755797e-58,2.9156608697945335e-59,1.4893464593966589e-27,2.4269400636569676e-56,1.706341326158199e-09,8.2042419027737863e-11,3.129709941284419e-14,3.2313205906144025e-14,2.1597541973047689e-18,2.8551607817641472e-16,3.8816802800416233e-17,1.1186144419253466e-20,8.3678248789346897e-29,9.9928051132402045e-31,8.308036885594635e-47
5.077506100952808e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756105386265,0.11866996398231731,0.022821567643828831,2.8368866275378864e-50,1.0296427255735896e-31,1.2423604426169799e-20,5.5369157056424973e-38,9.1105181602182901e-35,4.1165718093630692e-71,5.1630957133621686e-16,5.1062921955997159e-71,5.1630950168281918e-16,5.6101660561488501e-49,1.1177662585832908e-37,1.5424275791483535e-57,9.3200105651226001e-59,2.5430569106808695e-27,5.7979564414998245e-56,2.0476095318416034e-09,9.8450902731364777e-11,3.7480191425617083e-14,3.8947079794569535e-14,2.5878920581114621e-18,4.0038129856538448e-16,6.5152384837888355e-17,1.6060046565448783e-20,1.4286473949630155e-28,2.3606895986077439e-30,2.6758760945336276e-46
