Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),C2H4(47),COX(50),CHOX(53),CO2X(24)
0.0,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.305033531407515e-24,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,-8.354984079528589e-121,1.3113253726731506e-65,2.9700073791885938e-36,1.238228505826786e-88,1.801728939913494e-54,4.2110207689385e-132,5.564692336215776e-20,-6.560824231212134e-106,5.564692336215775e-20,2.600819491657101e-72,2.922898353129682e-72,2.77807432536095e-112,3.221170534353262e-113,4.699569770338156e-53,1.221160961788449e-85,3.039031115899591e-18,8.998030997900935e-20,3.602213534446389e-22,9.008783568062801e-38,3.3357984490676632e-37,3.6022135344131528e-22,1.65905523957598e-33,1.6672140477055176e-41,8.436451150783979e-46,1.0649561700314145e-76,3.317415880785446e-54,2.1456308077864074e-52,1.2094196527705334e-76,4.892449878182553e-106,-1.5818668802012955e-108,-3.422090813846202e-108
1.7654093887941043e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,1.5136419807714475e-118,2.9334371734182795e-64,1.7938844575219189e-35,1.3682893115240694e-86,2.722772796315481e-53,1.5194720953805945e-129,1.5581138541404175e-19,1.266576798433414e-104,1.5581138541404168e-19,7.334727155581347e-71,9.19006004907921e-71,5.55355962706232e-110,6.439339101959229e-111,5.5793292311226014e-52,6.322571336946891e-84,8.509287124518851e-18,2.519448679412262e-19,1.0086197896503826e-21,5.4413052748725935e-37,2.0148222632348143e-36,1.008619789630308e-21,1.0020693549757519e-32,1.979316498911764e-40,1.0015847463375285e-44,6.478707044551939e-75,3.9384361334973998e-53,2.5472928956438122e-51,7.357489876868021e-75,9.780340242448615e-104,1.6009050975940348e-106,3.463276651890267e-106
4.03522146010081e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996531,0.022821567693054285,6.38985191594383e-116,5.796025951746507e-63,8.636781466060557e-35,1.237949459114903e-84,2.929034728590471e-52,5.501752962697991e-127,3.5614030951780975e-19,1.337371345810039e-102,3.5614030951780946e-19,1.595463368065003e-69,2.0502518420418918e-69,1.0054349330750667e-107,1.1657993996268712e-108,5.477818523615291e-51,2.7619945429940017e-82,1.9449799141757354e-17,5.758739838656599e-19,2.3054166620834444e-21,2.6197542612366535e-36,9.700501889857957e-36,2.3054166619867932e-21,4.8245324907648514e-32,1.9433046365804485e-39,9.833814698558246e-44,2.9248555655860366e-73,3.86677995011316e-52,2.500947271539183e-50,3.321522559671188e-73,1.7706653745410442e-101,3.3526067292854115e-104,7.252775087620809e-104
8.57484560271422e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996528,0.022821567693054285,2.0553758095982744e-113,1.0313758068410858e-61,3.771909379195641e-34,9.369355452576021e-83,2.692287543949765e-51,1.6682894442539158e-124,7.567981577253457e-19,1.0570805898653479e-100,7.567981577253445e-19,2.9577201973454938e-68,3.839894793594926e-68,1.523564279688631e-105,1.7665691375165022e-106,4.845068448977004e-50,1.0291967941802335e-80,4.133082317623431e-17,1.2237322157145273e-18,4.8990104070358674e-21,1.1441155127760982e-35,4.2364640302840954e-35,4.8990104066137645e-21,2.1070000034753314e-31,1.7188308740297684e-38,8.698246876517847e-43,1.1044134445834275e-71,3.420123075340811e-51,2.2120595417605014e-49,1.254143668792385e-71,2.6831398305063032e-99,5.3880397586858606e-102,1.1656076508646401e-101
1.7654093887941043e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999998,0.11866996602996524,0.022821567693054285,5.87994087467273e-111,1.7395692670587128e-60,1.5746979193093048e-33,6.509629648855322e-81,2.3033086762533656e-50,4.640521718810809e-122,1.5581138541404184e-18,7.492212862575798e-99,1.558113854140412e-18,5.083565318504705e-67,6.632463338908602e-67,2.118344904985117e-103,2.456215849662739e-104,4.072571967226515e-49,3.5524624616197646e-79,8.509287124518795e-17,2.5194486794122616e-18,1.0086197897285903e-20,4.7764570444759956e-35,1.768640337667022e-34,1.0086197895523707e-20,8.796309523156483e-31,1.44478079952722e-37,7.311987957670754e-42,3.832026234135796e-70,2.874819521613906e-50,1.859369335491324e-48,4.351206647248226e-70,3.7306043893399237e-97,7.703959760164485e-100,1.6666162173665867e-99
3.581259045839469e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999997,0.11866996602996516,0.022821567693054285,1.5902113898218455e-108,2.8572503470757716e-59,6.433154841728721e-33,4.339321239461675e-79,1.904420155149066e-49,1.237921866055749e-119,3.160745246970564e-18,5.041915790360379e-97,3.160745246970539e-18,8.425636704380826e-66,1.101993702573774e-65,2.8250500843751708e-101,3.2756388145121048e-102,3.3389405508499787e-48,1.1833959589794048e-77,1.726169673830943e-16,5.110881606807728e-18,2.046057287916675e-20,1.9513385531734433e-34,7.225472872375925e-34,2.04605728719676e-20,3.593578862140858e-30,1.1845183968663006e-36,5.9957727006515e-41,1.2764265316285187e-68,2.3569507313202734e-49,1.5244233262501355e-47,1.4491332517928197e-68,4.975178602796025e-95,1.0415445743557435e-97,2.2531985290996737e-97
7.212958359930197e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999955,0.11866996602996498,0.02282156769305428,4.184431997676622e-106,4.6317280292341536e-58,2.600384068634833e-32,2.8346319525381528e-77,1.5486428423563026e-48,3.235411365249783e-117,6.366008032630858e-18,3.308185367406134e-95,6.36600803263076e-18,1.371896516928826e-64,1.7965278611956464e-64,3.691463946745303e-99,4.2802436151730946e-100,2.7039606222056436e-47,3.885009963359545e-76,3.476651596589031e-16,1.0293747461598658e-17,4.120932284845152e-20,7.887622412391395e-34,2.920651660284737e-33,4.120932281935141e-20,1.4525815517633813e-29,9.592533965994719e-36,4.857092271361094e-40,4.16778624377958e-67,1.908719807416903e-48,1.2345175437133529e-46,4.730210777483818e-67,6.501014810867237e-93,1.3702024535666364e-95,2.9641920599629254e-95
1.4476356988111654e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999992,0.11866996602996462,0.022821567693054278,1.0865047868946603e-103,7.459256863270385e-57,1.0456030166447748e-31,1.8336471826653868e-75,1.249036555797741e-47,8.372563928068992e-115,1.2776533603951464e-17,2.1436548852510138e-93,1.2776533603951068e-17,2.2142465093832617e-63,2.901397285397574e-63,4.776183177466442e-97,5.537972968095548e-98,2.176382741968225e-46,1.2732300921879759e-74,6.977615442105055e-16,2.0659479171180505e-17,8.270682280911342e-20,3.171578271567486e-33,1.174381187026204e-32,8.270682269210314e-20,5.840762667031236e-29,7.720900846580227e-35,3.9119218170280525e-39,1.3478080529384367e-65,1.536303751242341e-47,9.936471371204816e-46,1.5287214076749347e-65,8.411307281096519e-91,1.77880217113647e-93,3.848125708305994e-93
2.900315424447457e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999985,0.11866996602996391,0.022821567693054268,2.8038380060032767e-101,1.1973760519737542e-55,4.193335910944059e-31,1.1809190817995363e-73,1.0032940871346766e-46,2.1569767703803034e-112,2.559758474659274e-17,1.3804537377476995e-91,2.559758474659115e-17,3.5582346974951085e-62,4.6639113681262215e-62,6.152199701245105e-95,7.133460835209631e-96,1.746410076937758e-45,4.213442921484743e-73,1.397954313313648e-15,4.1390942590344106e-17,1.6570182281880686e-19,1.2719447316389187e-32,4.709793814144111e-32,1.6570182234954296e-19,2.3424039632949214e-28,6.195528626207379e-34,3.143101371523412e-38,4.33982566540807e-64,1.2327869998992846e-46,7.97339277658375e-45,4.916132651741563e-64,1.0834601649308144e-88,2.29513669898319e-91,4.965124694445544e-91
