Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),C2H4(47),CH3X(55),COX(50),CHOX(53),O(29),acetyl(44),C2H4X(215),C2H4X(70),CO2X(24),C2H6X(52),HOCO(73),CHO2(74),S(216)
6.4733749816644685e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999967,0.11866996602996215,0.02282156769305424,1.7259277058591625e-98,1.6871289653243377e-45,2.088053976976115e-30,1.4604720831857495e-71,1.1148924253796066e-45,1.3265993356358345e-109,5.713266769797938e-17,1.7029908926494906e-89,5.713266769797161e-17,8.818815335867458e-61,6.539564278964493e-60,1.69673868643111e-92,1.9673646358693635e-93,7.521178420149039e-32,2.49309833335153e-71,3.120171827185736e-15,9.238274222635199e-17,3.6983909649370645e-19,6.333594889663455e-32,2.3452218234734887e-31,3.6983909415702293e-19,1.1663864112816473e-27,6.881155251214483e-33,3.5019544336512215e-37,2.40674932927413e-62,1.369217051187158e-45,8.855792576721733e-44,2.717906061027383e-62,2.109907433999252e-31,2.988116513628122e-86,6.335294072936208e-89,6.94569730049329e-25,9.27677962524784e-102,2.747173312003174e-76,2.5175898585287628e-85,1.3705299449732675e-88,1.1427715567422179e-59,1.2787617191128219e-120,1.801282978389596e-122,1.4111925306502923e-173
1.2952374094503277e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999935,0.11866996602995897,0.022821567693054195,4.450528436477341e-96,1.3507290212724216e-44,8.357658927596112e-30,9.41084941997596e-70,8.92818157832186e-45,3.4192256851398944e-107,1.14314972813595e-16,1.0915987257675391e-87,1.1431497281356397e-16,1.4125430772831483e-59,1.047547951935178e-58,2.186630801414201e-90,2.535393424997824e-91,3.0104314437244133e-31,8.940549022435196e-70,6.243054490014653e-15,1.8484574747809399e-16,7.399995151360271e-19,2.5350884710840054e-31,9.38699911253435e-31,7.399995057831758e-19,4.6685577735882296e-27,5.509076281768041e-32,2.8196771762230513e-36,7.754374499665781e-61,1.0962061540201074e-44,7.0900198660886234e-43,8.707987280030741e-61,8.445128305010626e-31,3.8508626305329538e-84,8.168222880118738e-87,1.3897430595928532e-24,2.392101561246341e-99,1.760386583738288e-74,1.8043710892278593e-83,1.767052044296317e-86,1.8304205156235328e-58,6.595495516174603e-118,9.289725850781383e-120,2.331145343696506e-169
2.5910372320180892e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679998706,0.11866996602995261,0.0228215676930541,1.152948359757025e-93,1.0809937349431627e-43,3.3441533220571844e-29,6.093451296565854e-68,7.14616390021322e-44,8.855190349704838e-105,2.2867958304482997e-16,6.991627280430069e-86,2.286795830447056e-16,2.2612957215167487e-58,1.6770514829094242e-57,2.831546446751945e-88,3.2831716429053155e-89,1.2045647043445982e-30,3.4732676657619903e-68,1.2488819815667576e-14,3.697717579815716e-16,1.4803203594522811e-18,1.014365545184572e-30,3.756022353613284e-30,1.4803203220284736e-18,1.8680091606278159e-26,4.408884197662836e-31,2.2821828496996712e-35,2.510639179263547e-59,8.772980354046296e-44,5.67417246121302e-42,2.7882433551675113e-59,3.379151344145528e-30,4.9866197681006537e-82,1.0580437869729015e-84,2.78009017053835e-24,6.196702369038721e-97,1.1273409754416608e-72,1.400424296125298e-81,2.2888926520434256e-84,2.93026255078434e-57,3.417294337250038e-115,4.813190471028189e-117,3.8581738620993327e-165
5.182636877153612e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999742,0.11866996602993989,0.022821567693053917,3.0175930252075587e-91,8.649592347808804e-43,1.3378799795495686e-28,3.9864714468577444e-66,5.718378928437831e-43,2.3170284569200383e-102,4.574088035073141e-16,4.47636877647015e-84,4.57408803506817e-16,3.6190548719524286e-57,2.684062395731613e-56,3.704626018874773e-86,4.295505410707504e-87,4.819043182811847e-30,1.5026934136099366e-66,2.4980350466953782e-14,7.396237789885012e-16,2.960962076212398e-18,4.0581222653318226e-30,1.5026535152065188e-29,2.960961926491038e-18,7.473076541187236e-26,3.527695371272118e-30,1.8670340605977667e-34,8.213905381429463e-58,7.019716449697682e-43,4.540202901105488e-41,8.924926674269174e-58,1.3518805693693978e-29,6.524195037482727e-80,1.384654998433895e-82,5.560786199863132e-24,1.6217203624364677e-94,7.217079787149776e-71,1.2101653860747498e-79,2.9954591834341806e-82,4.689692224025952e-56,1.7887187284070252e-112,2.519514338520023e-114,6.428421616117725e-161
1.0365836167424658e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999485,0.11866996602991445,0.022821567693053546,8.058490678474342e-89,6.920331008745034e-42,5.351962606306528e-28,2.6611150912705217e-64,4.575282336294266e-42,6.185386430326259e-100,9.148672444323398e-16,2.865428882205591e-82,9.148672444303508e-16,5.7912732795797885e-56,4.2951238249352196e-55,4.945189034151345e-84,5.733935385067377e-85,1.9277741573853416e-29,7.311464790910795e-65,4.9963411769447607e-14,1.4793278210022582e-15,5.922245622252328e-18,1.6233806740681572e-29,6.011103220822985e-29,5.922245023304047e-18,2.9893327201265875e-25,2.8222933000251775e-29,1.5592765375494402e-33,2.7423895047594475e-56,5.616305175944391e-42,3.6325117232734706e-40,2.8562864029622038e-56,5.407962339775502e-29,8.708943189448085e-78,1.8490034723804198e-80,1.1122185488247847e-23,4.330134975523463e-92,4.619445355015564e-69,1.1761032480134653e-77,3.9999968076494214e-80,7.504525416724377e-55,9.55232543437514e-110,1.345694236109911e-111,1.086296778275362e-156
2.073223474796675e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.452307276799897,0.11866996602986356,0.022821567693052807,2.233079837542811e-86,5.536527790042176e-41,2.1408778670956583e-27,1.8432376418946195e-62,3.660457559839149e-41,1.7130383430396004e-97,1.82978412628262e-15,1.834051420516968e-80,1.8297841262746647e-15,9.266665675028768e-55,6.872696941658153e-54,6.84876212870637e-82,7.94112401217616e-83,7.711410409248742e-29,3.941117148959638e-63,9.992953437412099e-14,2.9587359050293637e-15,1.1844813164485021e-17,6.493784174422054e-29,2.4045391059225893e-28,1.1844810768481625e-17,1.1956688088482474e-24,2.257732301061915e-28,1.35228325291723e-32,9.502902635767807e-55,4.49325550684877e-41,2.906154574442556e-39,9.139985978525006e-55,2.1632729255314187e-28,1.206131435492211e-75,2.562225466014592e-78,2.22450129839579e-23,1.1995870848548257e-89,2.956408614819237e-67,1.2666297134520218e-75,5.542930592239167e-78,1.2008055008467897e-53,5.292770002578655e-107,7.458363159380669e-109,1.883814342237629e-152
4.1465031909050934e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767997941,0.11866996602976178,0.02282156769305133,6.58662979150649e-84,4.429327614954871e-40,8.56373138085679e-27,1.358865536241559e-60,2.9284587258117715e-40,5.048206264748211e-95,3.6596178899840994e-15,1.1738495306482868e-78,3.659617889952277e-15,1.482716782533851e-53,1.0996712860285511e-52,1.009361753883676e-79,1.170352635565022e-80,3.0846269207693974e-28,2.28578098282485e-61,1.9986177958221048e-13,5.917552073081938e-15,2.368995005015391e-17,2.597564312638191e-28,9.61835191924367e-28,2.3689940465043245e-17,4.781869274327023e-24,1.8058935482164502e-27,1.2494955747039459e-31,3.5059506923459988e-53,3.5946866313604286e-40,2.324990420764719e-38,2.9243738830790826e-53,8.65326747672243e-28,1.777580948406259e-73,3.7795592806440677e-76,4.449078365114048e-23,3.536696622628901e-87,1.8918326514040131e-65,1.4682697031503682e-73,8.176428005265758e-76,1.92135395008059e-52,3.121031236380985e-104,4.400249785891512e-106,3.407700486231151e-148
8.293062623121931e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679958826,0.11866996602955823,0.02282156769304837,2.1312538715556196e-81,3.543504544725305e-39,3.425563926425127e-26,1.0988818707401697e-58,2.3428040504561348e-39,1.6314720757824375e-92,7.319285417390729e-15,7.512818175247383e-77,7.319285417263437e-15,2.3723870676674334e-52,1.7595054561486288e-51,1.6315099197014527e-77,1.8917319799633387e-78,1.2338633198424283e-27,1.3868485026373082e-59,3.997262699933606e-13,1.1835184409180543e-14,4.73802310310402e-17,1.0390345307658462e-27,3.847379752662798e-27,4.7380192682994574e-17,1.9120449282479448e-23,1.4441959892011875e-26,1.2676963109862964e-30,1.419311538210785e-51,2.8757784793717373e-39,1.8600329233523729e-37,9.354758521760643e-52,3.461341979697915e-27,2.873242206191241e-71,6.1166413440979015e-74,8.898278768855553e-23,1.143680388509163e-84,1.2103578227614109e-63,1.7809909511957945e-71,1.3232325915996284e-73,3.074218437059352e-51,2.0186505998998202e-101,2.8483842843000123e-103,6.527765684687067e-144
1.6586181487555605e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767991766,0.11866996602915114,0.02282156769304245,7.732249920399448e-79,2.8348210954446257e-38,1.3702617314278824e-25,9.963463818779775e-57,1.8742580653044848e-38,5.911006369170941e-90,1.463862047221867e-14,4.808261591266198e-75,1.4638620471709508e-14,3.7958514659211885e-51,2.8152324970949847e-50,2.956562549148751e-75,3.4281273494536605e-76,4.9354783826225164e-27,8.627902315493089e-58,7.994552507955449e-13,2.3670449081351583e-14,9.476082186882402e-17,4.156145150978305e-27,1.538959606498074e-26,9.476066841822707e-17,7.642446772985866e-23,1.1545069284189147e-25,1.4426446448307928e-29,6.443094542887963e-50,2.300628506894293e-38,1.4880647580794057e-36,2.9913660963817105e-50,1.3845436567332677e-26,5.206783773943053e-69,1.1099357460949566e-71,1.7796864657558514e-22,4.1464809041126607e-82,7.740755108239285e-62,2.215521797274789e-69,2.401167452169283e-71,4.918791183680689e-50,1.4638558381409032e-98,2.0682137938866699e-100,1.3232728030191379e-139
3.317241921642295e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679835325,0.11866996602833695,0.022821567693030616,3.1423955542431624e-76,2.2678646257508956e-37,5.481293904462465e-25,1.0119799988266525e-54,1.499412377288071e-37,2.399358985311392e-87,2.92772905819333e-14,3.0773059411100557e-73,2.927729057989664e-14,6.07338802331522e-50,4.504386683527749e-49,6.002331369060926e-73,6.959688791423298e-74,1.9741963737681316e-26,5.4366996383864385e-56,1.5989132123194514e-12,4.734097842558897e-14,1.8952211935037581e-16,1.6624509991975207e-26,6.155853104133653e-26,1.8952150508615053e-16,3.052378738965781e-22,9.222403344839118e-25,1.8382175733957614e-28,3.276012439566545e-48,1.8404955807432565e-37,1.1905025850878005e-35,9.558458920172166e-49,5.538187292840839e-26,1.0570665851392055e-66,2.2560498503356605e-69,3.55947767598442e-22,1.6841181627433348e-79,4.9469401867485346e-60,2.791818703161125e-67,4.880633266280207e-69,7.870099211051062e-49,1.1892087038730597e-95,1.6836539727759194e-97,2.757064979282071e-135
6.634489467415765e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767967066,0.11866996602670857,0.022821567693006944,1.3973493704015605e-73,1.8142960251455116e-36,2.1927059969144815e-24,1.1247621544239087e-52,1.1995322639264478e-36,1.0660213493460266e-84,5.85546308015975e-14,1.9694816984331207e-71,5.855463079345085e-14,9.717441224756665e-49,7.207016602179517e-48,1.3336850104989083e-70,1.546404398950988e-71,7.896795536981069e-26,3.444822774611152e-54,3.197829135045413e-12,9.468203711364504e-14,3.790451799388131e-16,6.649722141627164e-26,2.4623435910780094e-25,3.790427192129454e-16,1.2172823576137945e-21,7.356135771322976e-24,2.5604402610636296e-27,1.822116747270898e-46,1.472378352380259e-36,9.524787676013703e-35,3.0498168156693e-47,2.2152765992563144e-25,2.3487427789636887e-64,5.0170600059047574e-67,7.119356226393418e-22,7.485628635707565e-77,3.1569122730754794e-58,3.5377055646591582e-65,1.085381790787132e-66,1.2592185293886718e-47,1.0572795629888293e-92,1.502279386701594e-94,5.629219408318864e-131
1.3268984558962704e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679341337,0.1186699660234518,0.022821567692959604,6.587204447518645e-71,1.4514405094941894e-35,8.772302304874695e-24,1.3253771282428178e-50,9.59626743298419e-36,5.0226988191263435e-82,1.1710931124186576e-13,1.2604701338724022e-69,1.1710931120927904e-13,1.5547921774019142e-47,1.1531180597723323e-46,3.1423194959153543e-68,3.6435107397239795e-69,3.158720223542511e-25,2.1841923003537744e-52,6.395660979209934e-12,1.8936415448808234e-13,7.580931826586124e-16,2.6598183017988294e-25,9.849374373511835e-25,7.580833106392477e-16,4.8400127954876185e-21,5.850319689221756e-23,3.777253258388435e-26,1.0741101721647977e-44,1.1778710823790212e-35,7.621030617209028e-34,9.702940989504904e-46,8.861102952762091e-25,5.533910737252239e-62,1.1826586973378347e-64,1.4240297847018548e-21,3.5278456531498564e-74,2.0088245859597698e-56,4.4859847844638406e-63,2.5586104906314035e-64,2.0147517402939623e-46,9.967164743203835e-90,1.4258497118593186e-91,1.0853016495702498e-126
2.6537974742056582e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767868268,0.11866996601693827,0.022821567692864923,3.201670263691476e-68,1.1611570183446028e-34,3.5100807021587885e-23,1.6103722322084403e-48,7.67701747210825e-35,2.4406193228886532e-79,2.342186721261615e-13,8.067014256233382e-68,2.3421867199581464e-13,2.4876685904143735e-46,1.8449710459838456e-45,7.635038505370519e-66,8.852802208947683e-67,1.2634884914609085e-24,1.3795141128014778e-50,1.2791324662389362e-11,3.7872838923025714e-13,1.5161968635790781e-15,1.063869866544524e-24,3.93974599953059e-24,1.5161571462538298e-15,1.9130958837994722e-20,4.625798042833966e-22,5.741293789235904e-25,6.527062883040943e-43,9.422452620429436e-35,6.098707808211014e-33,3.0693694533735485e-44,3.54443504546571e-24,1.344597455834376e-59,2.874151467491465e-62,2.848691916749484e-21,1.7144491004391845e-71,1.2710342271096177e-54,5.666378312445974e-61,6.218382627406971e-62,3.223604359164631e-45,9.690444777200093e-87,1.4046097259128626e-88,1.9547034677988771e-122
5.3075955108244343e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727677365373,0.1186699660039112,0.022821567692675557,1.5700469079028081e-65,9.289324740247337e-34,1.4049293359188997e-22,1.974214307172587e-46,6.14161506332985e-34,1.1967524944638926e-76,4.684373939097894e-13,5.162890198444736e-66,4.684373933884026e-13,3.980270122464148e-45,2.9518922727524774e-44,1.8719467307361362e-63,2.1705142761265653e-64,5.053954772280992e-24,8.624371131287052e-49,2.5582652008149777e-11,7.574568586878085e-13,3.0324360752394922e-15,4.2550178739155444e-24,1.5758946484783205e-23,3.032275429101705e-15,7.475054662000489e-20,3.6162487661963356e-21,8.800031370089363e-24,4.001178133141945e-41,7.537132364214971e-34,4.881882244288632e-32,9.601371565672283e-43,1.4177684336582173e-23,3.296651411527165e-57,7.046771707483028e-60,5.6999114125331186e-21,8.406917140432383e-69,7.953334412459042e-53,7.084522611995637e-59,1.5247245572219687e-59,5.157767914669725e-44,1.044280978872371e-83,1.4140672487511523e-85,3.323997999318057e-117
1.0615191584061985e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727674730753,0.11866996597785708,0.02282156769229683,7.618997711633436e-63,7.43156744009828e-33,5.626444771012823e-22,2.3951326315250167e-44,4.913291965518743e-33,5.808023132433391e-74,9.368748375371874e-13,3.3042492344098715e-64,9.368748354516455e-13,6.368430874361825e-44,4.72283186957125e-43,4.5423229593304434e-61,5.266795215602341e-62,2.0215820720783025e-23,5.280676788609987e-47,5.116530661727681e-11,1.5149137974957208e-12,6.0650504079199136e-15,1.7016375825413704e-23,6.303547080571716e-23,6.064394445832977e-15,2.8570055330034646e-19,2.766148956991964e-20,1.334189247166645e-22,2.4269212781782186e-39,6.028377037174462e-33,3.909888595575508e-31,2.939745518120905e-41,5.671027706841202e-23,7.999346810274268e-55,1.709446322364128e-57,1.1409931330837717e-20,4.079675016427686e-66,4.8720001893871403e-51,8.674666372900448e-57,3.69945089123369e-57,8.252428392326876e-43,1.01463439237558e-80,1.4432224860732892e-82,5.175031888515152e-113
2.1230383730537087e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072766946152,0.11866996592574883,0.022821567691539372,3.5770696360252667e-60,5.945425251347455e-32,2.255336901741818e-21,2.8114548590771047e-42,3.930632707411595e-32,2.7276081781091733e-71,1.873749725032526e-12,2.1147182818504294e-62,1.8737497166904017e-12,1.0189483145731546e-42,7.555903579133108e-42,1.066525288109872e-58,1.2366252397466149e-59,8.086328629654249e-23,3.109888607892842e-45,1.0233061550595576e-10,3.029827674682802e-12,1.2130881521343515e-14,6.803594783441129e-23,2.52139332134001e-22,1.212816231992592e-14,1.0486951953192095e-18,2.0327515797529417e-19,1.9559888472586573e-21,1.4239872726446135e-37,4.820576054277202e-32,3.134137389352731e-30,8.652586030342148e-40,2.2683739909362735e-22,1.878199088601032e-52,4.011073211490654e-55,2.2860294874266692e-20,1.9155153888541135e-63,2.8698643031755877e-49,1.0214870458302522e-54,8.68373741283183e-55,1.3203881937043537e-41,9.546655255315155e-78,1.488068875730325e-79,7.326446964145222e-109
