Time (s),Volume (m^3),n-heptane,Ar,He,Ne,N2,X(1),C2H4(2),C4H8-1(3),C4H8-2(4),C2H5X(5),H(6),C6H12-1(7),C6H12-2(8),C6H12-3(9),C6H12(10),C6H12(11),HX(80),C2H3X(137),C4H7X(141),C2H2X(348),C2H6(343),C4H6(54),C4H7X(140),C4H7X(143),C4H9X(153),C4H9X(171),C4H7X(142),SX(175),SX(150),C4H5X(384),SX(176),SX(168),C4H5X(374),C4H7X(523),C4H7X(145),SX(524),SX(782),SX(174),C4H7X(146),SX(155),SX(178),SX(152),SX(154),SX(177),SX(157),SX(167),SX(172),SX(156),C6H10(477),C6H9X(433),C6H8(701)
4.103830931675381e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.0019140257524486132,0.53429063909887187,1.9516770139184622e-06,2.8289275149611496e-13,1.9765751506045712e-06,4.2224364472487078e-31,4.5880274305001819e-13,7.1117821132858704e-37,3.5604352117754915e-14,1.39544658526835e-12,7.4089949671578512e-35,0.13570343646889343,0.13570132673673174,3.8977864117086151e-09,2.0321952977806128e-06,2.4080440722481146e-08,2.0866927646040834e-08,1.8698486500398805e-08,3.5741420020181962e-09,6.1982016188747955e-12,1.0281005478767835e-11,1.7876014629660112e-09,3.2886543355551282e-14,8.7232869740289737e-13,8.9125018995776642e-11,2.908038270778555e-15,5.5590818306271403e-16,4.4587040223852194e-11,2.2987240975053113e-14,2.052782220645759e-16,6.059149498961635e-15,1.2806905057661357e-14,3.9123161122853627e-15,6.841246991172311e-17,6.1437179633355786e-16,5.8235123261752377e-16,1.5151484409481164e-15,1.9822987519950582e-16,2.9127628360461861e-16,1.8616922597079308e-16,1.5526992427606715e-15,2.9152621973967296e-16,9.3094967498787193e-17,9.9739309846520813e-15,2.4622006512579402e-14,3.860520634585589e-15
4.121162746697919e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.0019062155361809696,0.53428670913807175,1.9601459321913577e-06,2.8703620172484615e-13,1.9850013583660933e-06,4.2399008272287971e-31,4.6383472818085989e-13,7.2530975438419334e-37,3.5821796122362503e-14,1.4076298830267671e-12,7.5562107584945436e-35,0.13570733412379141,0.13570522860994924,3.8977461248010078e-09,2.0343802844698318e-06,2.4288331631178855e-08,2.0955266343371093e-08,1.8767404044269318e-08,3.5793169578087962e-09,6.2338614535895869e-12,1.0383964556824297e-11,1.7901925075028261e-09,3.3031070512871123e-14,8.7859547710947709e-13,8.9237557802585042e-11,2.9187318890284192e-15,5.5670193186195875e-16,4.4643453670595487e-11,2.3126258623153377e-14,2.0754255753489028e-16,6.0737641579536802e-15,1.290610774443785e-14,3.9345786723430293e-15,6.9167036622653222e-17,6.1435609211194857e-16,5.8538153767511724e-16,1.5185289114973592e-15,1.9936970815953574e-16,2.9279265096880623e-16,1.8716665700809701e-16,1.5619507394096754e-15,2.9304452270058425e-16,9.3593774244991366e-17,1.0092188404718696e-14,2.4817544422270319e-14,3.9083342571593515e-15
4.138494561720458e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.0018984704557676708,0.53428281173928693,1.9686150851474791e-06,2.9122105783301412e-13,1.9934268582526564e-06,4.2573618940991276e-31,4.6890118212565461e-13,7.3965758938324204e-37,3.6039557379370556e-14,1.4198662465784471e-12,7.7056796445180942e-35,0.13571119920616034,0.13570909792943378,3.8977061718706432e-09,2.0365564366681316e-06,2.4497113511292857e-08,2.1043604793360131e-08,1.8836301070997174e-08,3.5844720537288619e-09,6.269545545353123e-12,1.048745711919165e-11,1.7927736305741461e-09,3.3175601656810847e-14,8.8487565136019277e-13,8.9349652130649649e-11,2.9294223368827429e-15,5.5749263662887217e-16,4.469964506320447e-11,2.3265477238734505e-14,2.0982131149033376e-16,6.0883041418312664e-15,1.3005548802555139e-14,3.9568556360948121e-15,6.9926407164834353e-17,6.1434061046851477e-16,5.8841339780494563e-16,1.5218952680837764e-15,2.0051328094611649e-16,2.9430980471421742e-16,1.881668099255507e-16,1.5712148689349201e-15,2.9456361764257067e-16,9.4093942427646328e-17,1.0211292787626921e-14,2.5013738483111975e-14,3.956526729697222e-15
4.155826376742996e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.0018907897060367839,0.53427894649997276,1.9770844708375516e-06,2.9544753386031807e-13,2.0018516487976981e-06,4.2748196362944277e-31,4.740021787577085e-13,7.5422403048989286e-37,3.6257634662898156e-14,1.432155676235688e-12,7.8574257289986736e-35,0.13571503211862435,0.13571293509766136,3.897666548826119e-09,2.0387238274008979e-06,2.4706786289250474e-08,2.1131942998032434e-08,1.8905177746567782e-08,3.5896074503659583e-09,6.3052537149785192e-12,1.0591483053161117e-11,1.7953449124601157e-09,3.3320136754627224e-14,8.9116914586180779e-13,8.9461305654341047e-11,2.9401096403166129e-15,5.5828032208060675e-16,4.4755616238127118e-11,2.3404896053911555e-14,2.1211450460646119e-16,6.1027700427168491e-15,1.3105227015693551e-14,3.9791468397187038e-15,7.069058841531812e-17,6.1432534834625637e-16,5.914468062929986e-16,1.5252475878780183e-15,2.0166059404016505e-16,2.958277415029076e-16,1.8916968299488329e-16,1.5804915835077904e-15,2.9608350121081795e-16,9.4595471184016827e-17,1.0331245936021509e-14,2.5210587424465911e-14,4.0050993201157808e-15
4.173158191765535e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.0018831724950376029,0.5342751130241955,1.9855540873361951e-06,2.9971584380080742e-13,2.0102757285538703e-06,4.2922740422449194e-31,4.791377915409389e-13,7.6901140572445828e-37,3.6476026757040448e-14,1.4444981723069311e-12,8.0114732599866824e-35,0.13571883325719633,0.13571674051049862,3.8976272516426772e-09,2.0408825287989549e-06,2.491734989130185e-08,2.1220280959387289e-08,1.8974034234992684e-08,3.5947233063999138e-09,6.340985786175696e-12,1.0696042243214132e-11,1.7979064324871196e-09,3.3464675773976508e-14,8.9747588672828409e-13,8.9572522003424957e-11,2.9507938249919829e-15,5.5906501263872271e-16,4.4811369009515072e-11,2.3544514307001123e-14,2.1442215744513016e-16,6.1171624481230575e-15,1.3205141177178646e-14,4.0014521211187467e-15,7.1459587213236052e-17,6.1431030274087598e-16,5.9448175652607452e-16,1.5285859475618378e-15,2.028116478831516e-16,2.9734645804724034e-16,1.9017527445990708e-16,1.5897808356881157e-15,2.9760417010089781e-16,9.5098359637408584e-17,1.0452049642549454e-14,2.5408089978162206e-14,4.0540532938762864e-15
4.190490006788073e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.0018756180437702907,0.53427131092249525,1.9940239327415332e-06,3.0402620160176326e-13,2.0186990960927348e-06,4.3097251003765641e-31,4.8430809353211686e-13,7.8402205697709757e-37,3.6694732455749298e-14,1.4568937350968127e-12,8.1678466299549014e-35,0.13572260301141334,0.13572051455733811,3.8975882763608571e-09,2.0430326121131233e-06,2.5128804243522376e-08,2.1308618679399151e-08,1.9042870698340786e-08,3.5998197786329682e-09,6.3767415855018102e-12,1.0801134571072161e-11,1.8004582690428581e-09,3.3609218682908016e-14,9.0379580047863975e-13,8.9683304763781692e-11,2.9614749162627126e-15,5.5984673243389958e-16,4.4866905169583386e-11,2.3684331242447762e-14,2.1674429045576896e-16,6.1314819409683051e-15,1.3305290089906001e-14,4.0237713199057556e-15,7.2233410360222209e-17,6.142954706996767e-16,5.9751824199022173e-16,1.5319104233322834e-15,2.0396644287790785e-16,2.9886595110910772e-16,1.9118358253726259e-16,1.5990825784195029e-15,2.9912562105798824e-16,9.560260689754079e-17,1.0573705689914763e-14,2.560624487849458e-14,4.1033899139894406e-15
4.207821821810611e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.0018681255859221263,0.53426753981175612,2.0024940051748141e-06,3.0837882116259799e-13,2.0271217500044452e-06,4.3271727991113084e-31,4.8951315738309951e-13,7.9925834002143149e-37,3.6913750562715881e-14,1.46934236490622e-12,8.3265703759397432e-35,0.13572634176446849,0.13572425762123017,3.8975496190851767e-09,2.0451741477284765e-06,2.5341149271814993e-08,2.1396956160018095e-08,1.9111687296769013e-08,3.6048970220193363e-09,6.4125209423125347e-12,1.0906759915745591e-11,1.8030004995911276e-09,3.3753765449857743e-14,9.1012881403481525e-13,8.9793657478111498e-11,2.9721529391795005e-15,5.6062550531055691e-16,4.4922226488962969e-11,2.3824346110751691e-14,2.1908092397663164e-16,6.1457290995930582e-15,1.3405672566266174e-14,4.0461042773782887e-15,7.3012064620831676e-17,6.1428084932048433e-16,6.0055625626920642e-16,1.5352210909058365e-15,2.0512497938941881e-16,3.00386217499166e-16,1.921946054171479e-16,1.6083967650247452e-15,3.0064785087610878e-16,9.6108212060910615e-17,1.0696215850932961e-14,2.5805050862215529e-14,4.1531104410201463e-15
4.22515363683315e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.0018606943676101812,0.53426379931507639,2.0109643027800341e-06,3.1277391633377608e-13,2.0355436888974504e-06,4.3446171268673321e-31,4.947530553430487e-13,8.1472262452807129e-37,3.7133079891255035e-14,1.4818440620323408e-12,8.4876691796816663e-35,0.13573004989333939,0.13572797007901141,3.8975112759828433e-09,2.0473072051783225e-06,2.5554384901912501e-08,2.1485293403170217e-08,1.9180484188552256e-08,3.6099551896941852e-09,6.4483236887141758e-12,1.1012918153581835e-11,1.8055332006863073e-09,3.3898316043642158e-14,9.1647485471955108e-13,8.9903583646625569e-11,2.9828279184947236e-15,5.6140135483138006e-16,4.4977334717046162e-11,2.3964558168397481e-14,2.2143207823604058e-16,6.1599044977767728e-15,1.3506287428070006e-14,4.0684508365038631e-15,7.379555672295491e-17,6.1426643575060014e-16,6.0359579304301463e-16,1.5385180255224931e-15,2.0628725774559845e-16,3.0190725407608651e-16,1.9320834126403151e-16,1.6177233492013057e-15,3.0217085639737009e-16,9.6615174211150002e-17,1.0819581888585293e-14,2.6004506668531445e-14,4.2032161330922641e-15
4.242485451855688e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.0018533236471302268,0.5342600890616428,2.0194348237235731e-06,3.1721170091575295e-13,2.0439649113981975e-06,4.3620580720592826e-31,5.0002785926064078e-13,8.3041729407806973e-37,3.7352719264191647e-14,1.4943988267687158e-12,8.6511678677647434e-35,0.13573372776891401,0.13573165230143056,3.8974732432824923e-09,2.0494318531578921e-06,2.5768511059379819e-08,2.157363041075798e-08,1.9249261530112866e-08,3.6149944330020529e-09,6.4841496595166081e-12,1.1119609158312598e-11,1.8080564479875655e-09,3.4042870433452114e-14,9.2283385025427405e-13,9.0013086727723355e-11,2.9934998786671728e-15,5.6217430428176111e-16,4.5032231582325232e-11,2.4104966677783984e-14,2.2379777335361644e-16,6.1740087047554395e-15,1.3607133506474158e-14,4.0908108419004375e-15,7.4583893358227784e-17,6.1425222718577675e-16,6.0663684608637813e-16,1.5418013019497911e-15,2.0745327823805018e-16,3.0342905774582016e-16,1.9422478821735106e-16,1.6270622850168696e-15,3.0369463451123861e-16,9.7123492419374435e-17,1.0943805556072642e-14,2.6204611039097775e-14,4.2537082458933532e-15
4.259817266878227e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.0018460126947117122,0.53425640868660884,2.0279055661938382e-06,3.2169238865793308e-13,2.0523854161508397e-06,4.3794956230985137e-31,5.0533764058626125e-13,8.4634474617629027e-37,3.7572667513748552e-14,1.5070066594052881e-12,8.8170914117553989e-35,0.13573737575611297,0.13573530465327047,3.8974355172729713e-09,2.0515481595377542e-06,2.598352766961616e-08,2.1661967184660659e-08,1.9318019476049445e-08,3.6200149015247045e-09,6.5199986921870171e-12,1.1226832801100299e-11,1.8105703162727908e-09,3.4187428588846882e-14,9.2920572875699032e-13,9.0122170138656351e-11,3.0041688438667042e-15,5.6294437667414638e-16,4.5086918792724243e-11,2.4245570907155296e-14,2.2617802934149572e-16,6.1880422852397363e-15,1.370820964190697e-14,4.1131841398181072e-15,7.5377081182437576e-17,6.1423822086922022e-16,6.096794092673328e-16,1.5450709944867873e-15,2.0862304112281158e-16,3.0495162546087695e-16,1.9524394439219613e-16,1.6364135269049715e-15,3.0521918215381501e-16,9.763316574452498e-17,1.1068888596869156e-14,2.6405362718014153e-14,4.3045880326794043e-15
4.277149081900765e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.0018387607922786312,0.53425275783097503,2.0363765284009088e-06,3.2621619325764651e-13,2.0608052018169518e-06,4.396929768393304e-31,5.1068247037419126e-13,8.6250739226470104e-37,3.7792923481436427e-14,1.5196675602284533e-12,8.9854649283403409e-35,0.13574099421400931,0.13573892749346828,3.8973980943021297e-09,2.0536561913769749e-06,2.6199434657857268e-08,2.1750303726734685e-08,1.9386758179165189e-08,3.6250167431084561e-09,6.5558706268044472e-12,1.1334588950583746e-11,1.8130748794522475e-09,3.4331990479748276e-14,9.3559041874019429e-13,9.023083725617885e-11,3.0148348379787897e-15,5.6371159475230502e-16,4.5141398035924323e-11,2.4386370130532812e-14,2.2857286610553621e-16,6.2020057994337406e-15,1.3809514683994609e-14,4.1355705781210597e-15,7.6175126815924908e-17,6.1422441409061677e-16,6.1272347654580242e-16,1.5483271769679831e-15,2.0979654662108494e-16,3.0647495421961863e-16,1.9626580787997736e-16,1.6457770296606881e-15,3.067444963071267e-16,9.814419323370226e-17,1.1194832744775633e-14,2.6606760451819587e-14,4.3558567442795573e-15
4.2944808969233035e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.0018315672332161212,0.53424913614147129,2.0448477085761901e-06,3.3078332835914364e-13,2.0692242670752522e-06,4.4143604963491043e-31,5.1606241928477914e-13,8.7890765773558952e-37,3.8013486017945258e-14,1.5323815295211059e-12,9.1563136794636789e-35,0.13574458349594487,0.13574252117523147,3.8973609707756546e-09,2.0557560149360029e-06,2.6416231949177515e-08,2.1838640038814017e-08,1.9455477790495603e-08,3.6300001038909622e-09,6.5917653060151052e-12,1.1442877472923023e-11,1.8155702105819731e-09,3.4476556076434964e-14,9.4198784910878103e-13,9.0339091417185899e-11,3.0254978846089868e-15,5.6447598099551001e-16,4.5195670979682594e-11,2.4527363627648299e-14,2.3098230344650972e-16,6.2158998030541893e-15,1.391104749148753e-14,4.1579700062697466e-15,7.6978036843981475e-17,6.1421080418518235e-16,6.1576904197220938e-16,1.5515699227671954e-15,2.1097379491995232e-16,3.0799904106556506e-16,1.9729037674908052e-16,1.655152748436401e-15,3.0827057399843323e-16,9.8656573922493864e-17,1.1321639723972556e-14,2.6808802989487626e-14,4.4075156291008203e-15
4.311812711945842e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.001824431322142629,0.5342455432704446,2.0533191049720818e-06,3.3539400755260745e-13,2.0776426106213317e-06,4.431787795368737e-31,5.2147755758660373e-13,8.9554798194470418e-37,3.8234353983037556e-14,1.545148567562691e-12,9.3296630724632741e-35,0.13574814394964463,0.13574608604615213,3.8973241431559341e-09,2.0578476956893018e-06,2.6633919468492037e-08,2.1926976122710511e-08,1.9524178459335721e-08,3.6349651283274986e-09,6.627682574988454e-12,1.1551698231843556e-11,1.8180563818769146e-09,3.4621125349536746e-14,9.4839794915796942e-13,9.0446935919338578e-11,3.0361580070873121e-15,5.6523755762263931e-16,4.524973927214479e-11,2.4668550683878043e-14,2.3340636106128425e-16,6.2297248473502435e-15,1.4012806932187255e-14,4.1803822753032948e-15,7.7785817817244016e-17,6.1419738853273595e-16,6.1881609968611291e-16,1.5547993048013832e-15,2.1215478617307742e-16,3.0952388308671366e-16,1.9831764904550753e-16,1.664540638737625e-15,3.0979741229954595e-16,9.9170306835294645e-17,1.1449311249072911e-14,2.7011489082421544e-14,4.4595659331327725e-15
4.32914452696838e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.0018173523746874923,0.53424197887574587,2.0617907158616428e-06,3.4004844437318432e-13,2.0860602311673831e-06,4.4492116538526263e-31,5.2692795515862292e-13,9.124308182243196e-37,3.845552624544324e-14,1.5579686746292459e-12,9.5055386602063075e-35,0.13575167591732762,0.13574962244831815,3.8972876079609334e-09,2.0599312983377423e-06,2.6852497140558815e-08,2.2015311980214266e-08,1.9592860333266791e-08,3.6399119592167321e-09,6.6636222813740534e-12,1.1661051088679493e-11,1.8205334647238149e-09,3.476569827002915e-14,9.5482064857123748e-13,9.0554374021677164e-11,3.0468152284725339e-15,5.6599634659619821e-16,4.5303604542151694e-11,2.4809930590178004e-14,2.358450585439928e-16,6.2434814791237688e-15,1.4114791882873476e-14,4.2028072378221332e-15,7.8598476252084208e-17,6.1418416455679486e-16,6.2186464391487268e-16,1.5580153955344218e-15,2.1333952050139298e-16,3.1104947741487238e-16,1.9934762279350325e-16,1.6739406564189013e-15,3.1132500832615917e-16,9.9685390985620222e-17,1.1577849025174683e-14,2.7214817484449537e-14,4.5120088999522604e-15
4.346476341990919e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.0018103297172737884,0.53423844262062392,2.0702625395382654e-06,3.4474685230003054e-13,2.0944771274419379e-06,4.4666320601990178e-31,5.324136814923143e-13,9.2955863389622999e-37,3.867700168275608e-14,1.570841850993451e-12,9.6839661412240757e-35,0.13575517973581563,0.1357531307184216,3.8972513617631138e-09,2.062006886820742e-06,2.7071964889980672e-08,2.2103647613093989e-08,1.9661523558182471e-08,3.6448407377260002e-09,6.6995842752591265e-12,1.1770935902416286e-11,1.8230015296938516e-09,3.4910274809227938e-14,9.6125587741826386e-13,9.0661408945222516e-11,3.0574695715563832e-15,5.667523696262631e-16,4.5357268399539822e-11,2.4951502643019925e-14,2.3829841538719062e-16,6.2571702407500543e-15,1.4217001229231501e-14,4.2252447479708596e-15,7.9416018630994558e-17,6.1417112972369257e-16,6.2491466897233628e-16,1.5612182669808328e-15,2.1452799799377469e-16,3.1257582122500381e-16,2.0038029599616962e-16,1.6833527576797551e-15,3.1285335923719491e-16,1.0020182537641389e-16,1.1707254747913107e-14,2.741878695181995e-14,4.5648457707280792e-15
4.363808157013457e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.0018033626869062979,0.53423493417361645,2.0787345743153605e-06,3.4948944475537719e-13,2.1028932981896116e-06,4.4840490028041748e-31,5.3793480569380127e-13,9.4693391028467145e-37,3.8898779181331754e-14,1.5837680969246721e-12,9.8649713598460626e-35,0.13575865573663917,0.13575661118786497,3.8972154011883683e-09,2.0640745243281687e-06,2.7292322641207343e-08,2.2191983023097314e-08,1.9730168278314472e-08,3.6497516034161155e-09,6.7355684091268872e-12,1.1881352529732578e-11,1.8254606465550341e-09,3.5054854938783892e-14,9.6770356615288254e-13,9.0768043873565439e-11,3.0681210588676762e-15,5.6750564817435017e-16,4.5410732435436027e-11,2.5093266144328441e-14,2.4076645098300215e-16,6.2707916701990083e-15,1.4319433865780053e-14,4.2476946614213035e-15,8.023845140297065e-17,6.1415828154171615e-16,6.2796616925755343e-16,1.5644079907094623e-15,2.1572021870770208e-16,3.1410291173458309e-16,2.0141566663606638e-16,1.6927768990607162e-15,3.1438246223415993e-16,1.0071960900034713e-16,1.1837530103512617e-14,2.7623396243196443e-14,4.618077784225654e-15
4.3811399720359955e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.0017964506309644565,0.53423145320844878,2.0872068185260401e-06,3.5427643510361131e-13,2.1113087421708505e-06,4.5014624700625987e-31,5.4349139648596989e-13,9.645591427291737e-37,3.9120857636187516e-14,1.5967474126890055e-12,1.0048580306333266e-34,0.13576210424614107,0.13576006418286427,3.8971797229149811e-09,2.0661342733120174e-06,2.7513570318537383e-08,2.2280318211951142e-08,1.979879463625778e-08,3.654644694265694e-09,6.7715745378155405e-12,1.1992300825041344e-11,1.8279108842843714e-09,3.5199438630677498e-14,9.7416364561104131e-13,9.087428195344503e-11,3.0787697126763686e-15,5.6825620345720972e-16,4.546399822254659e-11,2.5235220401419133e-14,2.4324918462425501e-16,6.2843463010567529e-15,1.4422088695799359e-14,4.2701568353558218e-15,8.1065780983889396e-17,6.1414561756026674e-16,6.3101913925351227e-16,1.5675846378471194e-15,2.1691618266990625e-16,3.1563074620296725e-16,2.0245373267579939e-16,1.7022130374393999e-15,3.1591231456051417e-16,1.0123874084011369e-16,1.196867676883853e-14,2.7828644119653287e-14,4.6717061768117045e-15
4.398471787058534e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.0017895929070001414,0.53422799940393284,2.0956792705228202e-06,3.5910803665037282e-13,2.1197234581616829e-06,4.5188724503672291e-31,5.4908352221057374e-13,9.8243684059734066e-37,3.9343235950903384e-14,1.6097797985493226e-12,1.0234819117010793e-34,0.13576552558557764,0.13576349002455071,3.897144323672616e-09,2.0681861954978563e-06,2.773570784612019e-08,2.2368653181361992e-08,1.9867402772995383e-08,3.6595201466950224e-09,6.807602518478025e-12,1.2103780640530367e-11,1.8303523110798028e-09,3.534402585721401e-14,9.8063604700877586e-13,9.0980126295315628e-11,3.0894155549975187e-15,5.690040564505482e-16,4.5517067315440662e-11,2.5377364726937539e-14,2.4574663550560389e-16,6.2978346625476397e-15,1.4524964631259715e-14,4.2926311284507942e-15,8.1898013756883548e-17,6.1413313536903703e-16,6.340735735259009e-16,1.5707482790821633e-15,2.1811588987700515e-16,3.1715932193077575e-16,2.0349449205859691e-16,1.7116611300266498e-15,3.1744291350105133e-16,1.0175921986871769e-16,1.2100696411448457e-14,2.8034529344670536e-14,4.7257321824589062e-15
4.415803602081072e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.0017827888825401787,0.53422457244386601,2.1041519286773132e-06,3.6398446264166865e-13,2.1281374449534795e-06,4.5362789321096431e-31,5.5471125083032705e-13,1.0005695272975653e-36,3.9565913037524655e-14,1.6228652547653122e-12,1.042371407439977e-34,0.13576892007121721,0.13576688902906883,3.8971092002413268e-09,2.0702303518960535e-06,2.7958735147957846e-08,2.2456987933016274e-08,1.9935992827922489e-08,3.6643780955894861e-09,6.8436522105424224e-12,1.2215791826201978e-11,1.832784994371911e-09,3.5488616591018249e-14,9.8712070194018842e-13,9.1085579973903059e-11,3.1000586075951879e-15,5.6974922789267965e-16,4.5569941250828293e-11,2.5519698438799065e-14,2.4825882272464153e-16,6.3112572795566369e-15,1.4628060592750257e-14,4.3151174008603288e-15,8.2735156072712484e-17,6.1412083259721119e-16,6.3712946672189073e-16,1.573898984668053e-15,2.1931934029612643e-16,3.1868863625928367e-16,2.045379427088732e-16,1.7211211343627379e-15,3.1897425638129101e-16,1.022810450497554e-16,1.2233590689643445e-14,2.8241050684129344e-14,4.7801570327505321e-15
4.433135417103611e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.0017760379348934299,0.53422117201693775,2.1126247913799347e-06,3.6890592626300136e-13,2.1365507013527124e-06,4.5536819036802519e-31,5.603746499309885e-13,1.0189597402916765e-36,3.9788887816466252e-14,1.6360037815935226e-12,1.0615291607348519e-34,0.13577228801443672,0.13577026150767332,3.8970743494505864e-09,2.0722668028127846e-06,2.8182652147907027e-08,2.2545322468580659e-08,2.0004564938870343e-08,3.6692186743225476e-09,6.8797234756730585e-12,1.232833422991212e-11,1.8352090008354084e-09,3.5633210805029908e-14,9.9361754237544005e-13,9.1190646028750183e-11,3.1106988919862532e-15,5.7049173828810824e-16,4.5622621547833229e-11,2.5662220860129782e-14,2.5078576528300104e-16,6.3246146726520809e-15,1.473137550940826e-14,4.3376155142001847e-15,8.3577214250129374e-17,6.141087069126809e-16,6.4018681356894246e-16,1.5770368244268465e-15,2.2052653386551792e-16,3.2021868656982526e-16,2.0558408253278103e-16,1.7305930083136223e-15,3.2050634056688203e-16,1.0280421533769154e-16,1.2367361252518824e-14,2.8448206906307163e-14,4.8349819568851038e-15
4.450467232126149e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.0017693394509623399,0.53421779781663237,2.1210978570396166e-06,3.7387264063851485e-13,2.1449632261807247e-06,4.5710813534684997e-31,5.6607378672343159e-13,1.0376100311075225e-36,4.0012159216418102e-14,1.649195379287405e-12,1.0809578291163089e-34,0.13577562972181614,0.13577360776682323,3.897039768178344e-09,2.0742956078608345e-06,2.8407458769680858e-08,2.2633656789702342e-08,2.0073119242129571e-08,3.6740420147782997e-09,6.9158161777322653e-12,1.2441407697408792e-11,1.8376243964004169e-09,3.5777808472498592e-14,1.0001265006587487e-12,9.1295327464752107e-11,3.1213364294441589e-15,5.7123160791104319e-16,4.5675109708260299e-11,2.5804931319208141e-14,2.5332748208744441e-16,6.3379073581087756e-15,1.483490831884869e-14,4.3601253315318781e-15,8.4424194576244416e-17,6.1409675602128245e-16,6.4324560887363438e-16,1.5801618677526632e-15,2.2173747049514703e-16,3.2174947028320831e-16,2.0663290941875189e-16,1.7400767100672666e-15,3.2203916346301635e-16,1.0332872967812942e-16,1.2502009740014835e-14,2.8655996781873039e-14,4.8902081816810071e-15
4.467799047148688e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.0017626928270588311,0.53421444954114017,2.1295711240835248e-06,3.7888481883015398e-13,2.1533750182734987e-06,4.5884772698630517e-31,5.7180872804570561e-13,1.0565229653514857e-36,4.02357261742523e-14,1.6624400480973509e-12,1.1006600847737097e-34,0.13577894549523012,0.13577692810827363,3.8970054533500974e-09,2.0763168259701893e-06,2.8633154936850745e-08,2.2721990898009365e-08,2.014165587247312e-08,3.6788482473736067e-09,6.9519301827428035e-12,1.255501207236976e-11,1.840031246263532e-09,3.5922409566979155e-14,1.006647509506398e-12,9.1399627252681201e-11,3.1319712410025914e-15,5.7196885680884702e-16,4.5727407216858073e-11,2.5947829149407553e-14,2.558839919509429e-16,6.3511358479314056e-15,1.4938657967094187e-14,4.3826467173469994e-15,8.5276103306884739e-17,6.1408497766604931e-16,6.4630584752051206e-16,1.5832741836151015e-15,2.2295215006728758e-16,3.2328098485914013e-16,2.0768442123802617e-16,1.7495721981300066e-15,3.2357272251385452e-16,1.0385458700807575e-16,1.2637537782966923e-14,2.8864419083882896e-14,4.9458369315811286e-15
4.485130862171226e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.0017560974687244151,0.53421112689326489,2.1380445909567799e-06,3.8394267383684028e-13,2.1617860764814341e-06,4.6058696412519787e-31,5.7757954036508514e-13,1.0757011227209363e-36,4.0459587634931351e-14,1.6757377882707367e-12,1.1206386145680895e-34,0.13578223563193836,0.13578022282916602,3.8969714019379949e-09,2.0783305153984239e-06,2.8859740572848136e-08,2.2810324795110924e-08,2.02101749631787e-08,3.6836375010798218e-09,6.988065358850929e-12,1.2669147196439676e-11,1.8424296148986855e-09,3.6067014062327047e-14,1.013180502004755e-12,9.1503548329702289e-11,3.1426033474590869e-15,5.7270350480542073e-16,4.5779515541576182e-11,2.6090913689139782e-14,2.5845531359374447e-16,6.3643006498782618e-15,1.5042623408505457e-14,4.4051795375517201e-15,8.6132946666950749e-17,6.1407336962648395e-16,6.493675244709593e-16,1.5863738405626169e-15,2.2417057243709638e-16,3.2481322779566364e-16,2.087386158451708e-16,1.7590794313229804e-15,3.2510701520196073e-16,1.0438178625619993e-16,1.2773947003155811e-14,2.9073472587774823e-14,5.0018694286574552e-15
