Time (s),Volume (m^3),n-heptane,Ar,He,Ne,N2,X(1),C2H4(2),C4H8-1(3),C4H8-2(4),C2H5X(5),H(6),C6H12-1(7),C6H12-2(8),C6H12-3(9),C6H12(10),C6H12(11),HX(80),C2H3X(137),C4H7X(141),C2H2X(348),C2H6(343),C4H6(54),C4H7X(140),C4H7X(143),C4H9X(153),C4H9X(171),C4H7X(142),SX(175),SX(150),C4H5X(384),SX(176),SX(168),C4H5X(374),C4H7X(523),C4H7X(145),SX(524),SX(782),SX(174),C4H7X(146),SX(155),SX(178),SX(152),SX(154),SX(177),SX(157),SX(167),SX(172),SX(156),C6H10(477),C6H9X(433),C6H8(701)
1.2283602978441612e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.18079001714680012,0.62373360904603159,1.9259549134935999e-10,7.3674987037346892e-24,1.4283128616860477e-09,1.3500378377475719e-33,5.2732100912581386e-19,2.7623541570465318e-52,1.2359393638235384e-22,2.0723386936374372e-21,2.8782637639896764e-50,0.046266419365299211,0.046266353787762476,1.2206358354106443e-09,3.2881238166506208e-08,1.0382441529938218e-14,7.4250405562581241e-12,6.2785153931142052e-12,8.439180562250635e-13,2.7567680087626237e-17,1.3739531967584507e-19,4.2195913369695757e-13,5.198089092177293e-20,5.4083217654278562e-20,8.0835550909645486e-14,8.5726557622085057e-20,8.8392372413509937e-21,4.0417782937111164e-14,4.6574376440208102e-21,6.610473581113308e-26,4.4816343968153477e-21,8.5701668109875395e-24,2.1170456536201769e-22,2.2034904732136024e-26,2.444940280924061e-17,4.529795254457358e-24,7.959845945730172e-20,1.5028196447172569e-21,2.2648977314730899e-24,1.5028180259846621e-21,1.7426677608165897e-23,2.2653654586789125e-24,7.5140904876610181e-22,9.8983426234996884e-25,4.7904080181495453e-21,1.2065638253186334e-24
1.2370978845689292e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.18036902571779267,0.62352311347022271,1.9710604400354054e-10,7.6461284724475502e-24,1.4456737290101834e-09,1.3605346917587093e-33,5.4360541828096384e-19,2.9312282666715366e-52,1.2960004973602134e-22,2.1601782078410768e-21,3.0542238997675576e-50,0.046476915240507267,0.046476848955638209,1.2331866582503142e-09,3.3237088157707354e-08,1.0639043837154253e-14,7.5627572165082208e-12,6.4029142180787777e-12,8.6716993333089066e-13,2.8105176801474979e-17,1.4160723777833783e-19,4.3358507539533024e-13,5.3868462625533279e-20,5.6052617632943912e-20,8.2657120029921418e-14,8.8035008160183846e-20,9.152751924809993e-21,4.1328567756320669e-14,4.8250191767547281e-21,6.8791950123137082e-26,4.6414051922978807e-21,8.9461905772572946e-24,2.1906992830765371e-22,2.2930642488318191e-26,2.4890194403318918e-17,4.7359706571899437e-24,8.1683592470389981e-20,1.554990387560412e-21,2.3679854385901531e-24,1.5549886972376811e-21,1.819291945374253e-23,2.3684739819754187e-24,7.7749438604267072e-22,1.0338391155837649e-24,4.9406007920384494e-21,1.2540052782970474e-24
1.2458354712936971e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.17995013115003036,0.62331366632521445,2.0168302573268048e-10,7.9332607824412388e-24,1.4631073313158456e-09,1.3710282127799858e-33,5.6025616709183869e-19,3.1090685481634596e-52,1.3584623163294614e-22,2.2510613392666747e-21,3.2395264311774878e-50,0.046686362685411424,0.046686295691714973,1.2457402400873185e-09,3.3593718150979777e-08,1.0899917854009381e-14,7.7018732373034517e-12,6.5287795470558959e-12,8.9085350160565984e-13,2.8649010261035498e-17,1.4591731607675038e-19,4.4542686274988994e-13,5.5808407089242763e-20,5.8076957850127117e-20,8.4503716501264831e-14,9.0387468402056339e-20,9.4746742110977235e-21,4.225186625785359e-14,4.9971976331361681e-21,7.1567477080327992e-26,4.8055002231881609e-21,9.3355636125007897e-24,2.2663500406643108e-22,2.3855817778807525e-26,2.5335120302121397e-17,4.9498541848148616e-24,8.3806565758744929e-20,1.6085158212187642e-21,2.4749272084239849e-24,1.6085140567323208e-21,1.8986426659962005e-23,2.4754373206035794e-24,8.0425706750213993e-22,1.0794335260216106e-24,5.0942599768446951e-21,1.302928143403557e-24
1.254573058018465e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.17953331719034657,0.62310525948441808,2.0632675166475813e-10,8.2290928410617548e-24,1.4806132542340453e-09,1.3815184089773208e-33,5.7727823623385473e-19,3.2962791275657084e-52,1.423399573280822e-22,2.3450696915562063e-21,3.434592441508577e-50,0.046894769826589799,0.046894702122593876,1.2582958418433e-09,3.3951116828325551e-08,1.1165098610860578e-14,7.8423887595768836e-12,6.6561152352350638e-12,9.1497241931020531e-13,2.9199204608954272e-17,1.5032709859568952e-19,4.5748632489218854e-13,5.7801705724550247e-20,6.0157281252586784e-20,8.6375428657471915e-14,9.2784414098839001e-20,9.8051527296354272e-21,4.318772260872601e-14,5.1740579338724504e-21,7.4433524243759409e-26,4.9739975532884277e-21,9.7386456216890171e-24,2.344036612794572e-22,2.4811166456827248e-26,2.5784173598226524e-17,5.1716702519669149e-24,8.5967741923316909e-20,1.6634185169556558e-21,2.5858352483025185e-24,1.6634166756611608e-21,1.9807935364995991e-23,2.5863677026795109e-24,8.3170837874259451e-22,1.1266613936972178e-24,5.2514354706209321e-21,1.3533664652233271e-24
1.263310644743233e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.17911856775735194,0.62289788490713449,2.1103753200213095e-10,8.5338249412763513e-24,1.4981910869770851e-09,1.3920052888389258e-33,5.9467662112100525e-19,3.493279088634432e-52,1.490888654129543e-22,2.4422863894947459e-21,3.63985859939118e-50,0.047102144704731841,0.047102076288987015,1.2708527331557145e-09,3.4309273012327536e-08,1.1434621073821201e-14,7.9843038429808563e-12,6.784925051522763e-12,9.3953031899256276e-13,2.9755783839095149e-17,1.5483814060609091e-19,4.6976527809738752e-13,5.9849348302018006e-20,6.2294640169383104e-20,8.8272342949485298e-14,9.5226321416952839e-20,1.0144337173962373e-20,4.413618003452804e-14,5.355685713757493e-21,7.7392336320430093e-26,5.1469758603259149e-21,1.0155802770740371e-23,2.4237981233704196e-22,2.5797436757570769e-26,2.6237347111280086e-17,5.4016478651252368e-24,8.8167483106829214e-20,1.7197211753552246e-21,2.7008240614761738e-24,1.7197192545362615e-21,2.0658194915371841e-23,2.701379652629462e-24,8.598596700218938e-22,1.1755674398365132e-24,5.4121773904586091e-21,1.4053547759757359e-24
1.272048231468001e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.17870586693913243,0.62269153463740146,2.1581567202956113e-10,8.8476604839807939e-24,1.5158404222971213e-09,1.4024888611534281e-33,6.1245633145452475e-19,3.7005029037094659e-52,1.5610075968146101e-22,2.5427960934017708e-21,3.8557776077472289e-50,0.047308495275789529,0.047308426146868761,1.2834101923274001e-09,3.466817566414998e-08,1.1708520144079854e-14,8.1276184668655216e-12,6.9152126789611889e-12,9.6453080719025434e-13,3.031877179804218e-17,1.5945200855869088e-19,4.82265525635402e-13,6.1952332885243675e-20,6.4490096255177265e-20,9.0194543956272816e-14,9.7713666904423739e-20,1.049237828948767e-20,4.5097280824863289e-14,5.5421673166057279e-21,8.0446195447057887e-26,5.324514430761561e-21,1.0587407736919128e-23,2.5056741345971405e-22,2.681538939279285e-26,2.6694633391923977e-17,5.6400206719562652e-24,9.0406150969206773e-20,1.777446624107523e-21,2.8200104717893533e-24,1.777444620974266e-21,2.1537967965811619e-23,2.8205900158645748e-24,8.887223551502261e-22,1.2261972139902081e-24,5.5765360687781341e-21,1.4589280976321588e-24
1.280785818192769e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.17829519899098381,0.62248620080286166,2.2066147212303881e-10,9.1708060001739526e-24,1.5335608564453269e-09,1.4129691349892086e-33,6.3062239077370973e-19,3.9184008732946286e-52,1.6338361098891568e-22,2.6466850134590307e-21,4.0828186618153117e-50,0.047513829412109854,0.047513759568608205,1.2959675062759319e-09,3.5027813881572189e-08,1.1986830657241654e-14,8.2723325312513553e-12,7.0469817151530652e-12,9.8997746414281779e-13,3.0888192186581402e-17,1.641702800167136e-19,4.9498885762716327e-13,6.4111665764089532e-20,6.674472043262002e-20,9.2142114395859979e-14,1.0024692745744661e-19,1.0849427861163588e-20,4.6071066338865088e-14,5.733589790128708e-21,8.3597421471802444e-26,5.5066931545560001e-21,1.1033839758804216e-23,2.5897046477628663e-22,2.7865797644716994e-26,2.7156024725695934e-17,5.8870270104794202e-24,9.2684106663324982e-20,1.8366178157905315e-21,2.9435136482632902e-24,1.8366157274784069e-21,2.2448030578041088e-23,2.9441179833669977e-24,9.1830791038110869e-22,1.2785971011185573e-24,5.7445620496290676e-21,1.5141219439976258e-24
1.2895234049175369e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.17788654833318376,0.62228187561364912,2.2557522775938099e-10,9.5034711729982163e-24,1.5513519891316417e-09,1.4234461196748923e-33,6.4917983600894265e-19,4.1474395744392038e-52,1.7094555910403814e-22,2.7540409239731327e-21,4.3214679163462626e-50,0.047718154903549075,0.047718084344083415,1.3085239704827764e-09,3.5388176897054798e-08,1.2269587382691312e-14,8.4184458577956372e-12,7.1802356726923681e-12,1.0158738435144165e-12,3.1464068561161643e-17,1.6899454358779674e-19,5.0793705090592521e-13,6.6328361387044816e-20,6.9059592833854654e-20,9.4115135136508649e-14,1.0282658028719485e-19,1.1215638701084289e-20,4.7057577010785708e-14,5.9300408807563843e-21,8.6848372233909549e-26,5.693592519894664e-21,1.1495484685824748e-23,2.6759301039898633e-22,2.8949447459250004e-26,2.7621513136900301e-17,6.1429099580478377e-24,9.5001710811077091e-20,1.8972578256496567e-21,3.0714551295864141e-24,1.8972556492179894e-21,2.3389172318559953e-23,3.0720851161834706e-24,9.4862787330113121e-22,1.3328143286276177e-24,5.9163060850008937e-21,1.5709723227564534e-24
1.2982609916423048e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.17747989954879903,0.62207855136129264,2.3055722952658677e-10,9.8458688596442158e-24,1.5692134234851027e-09,1.4339198247809236e-33,6.6813371703697746e-19,4.3881023180121945e-52,1.7879491455361849e-22,2.8649531775710263e-21,4.5722289620646594e-50,0.047921479458568811,0.047921408181777585,1.3210788889422541e-09,3.5749254075837864e-08,1.2556825022977607e-14,8.5659581907528903e-12,7.3149779796007822e-12,1.0422234721263889e-12,3.2046424335334947e-17,1.7392639885517874e-19,5.2111186888353823e-13,6.8603442292747622e-20,7.1435802741159649e-20,9.6113685208034731e-14,1.0545310288687638e-19,1.1591164636013996e-20,4.8056852355655387e-14,6.1316090284050343e-21,9.0201443841251638e-26,5.885293607873828e-21,1.1972735027359113e-23,2.7643913849565879e-22,3.0067137538495277e-26,2.8091090392449905e-17,6.4079173801365574e-24,9.7359323479757979e-20,1.9593898493752976e-21,3.2039588485084658e-24,1.959387581805952e-21,2.4362196355364775e-23,3.2046153698226419e-24,9.7969384171873784e-22,1.3888969733563852e-24,6.0918191311448263e-21,1.629515737481953e-24
1.3069985783670728e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.17707523738152883,0.62187622041763679,2.3560776313492924e-10,1.0198215113118468e-23,1.587144766014745e-09,1.4443902601021678e-33,6.8748909623852613e-19,4.6408896149605316e-52,1.8694016045957699e-22,2.9795127193266255e-21,4.8356233114912236e-50,0.048123810705314629,0.048123738709857609,1.3336315741103163e-09,3.61110349140704e-08,1.2848578213218616e-14,8.7148691979292579e-12,7.4512119797697125e-12,1.0690298496995762e-12,3.2635282781176864e-17,1.7896745630816863e-19,5.3451506142161397e-13,7.093793904069181e-20,7.3874448526754976e-20,9.8137841813258344e-14,1.0812697299903799e-19,1.1976160494848321e-20,4.9068930975007204e-14,6.3383833611937554e-21,9.3659070945738778e-26,6.0818780871493452e-21,1.2465990001394402e-23,2.8551298135906137e-22,3.1219679432556347e-26,2.8564748005678857e-17,6.6823019789307642e-24,9.9757304158762895e-20,2.0230372008790569e-21,3.3411511561346126e-24,2.0230348390750579e-21,2.5367919553616584e-23,3.3418351185523584e-24,1.0115174725523223e-21,1.4468939685141624e-24,6.2711523449072098e-21,1.6897891896103331e-24
1.3157361650918407e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.17667254673358213,0.62167487523378162,2.4072710942876443e-10,1.0560729203872508e-23,1.6051456265710598e-09,1.4548574356414773e-33,7.0725104805819928e-19,4.9063196516420428e-52,1.9538995436815075e-22,3.0978121008167907e-21,5.1121908942207756e-50,0.048325156192677292,0.048325083477235214,1.3461813468531581e-09,3.6473509036970505e-08,1.3144881520527306e-14,8.8651784716308565e-12,7.5889409334077318e-12,1.0962964486062896e-12,3.3230667030686842e-17,1.8411933727192229e-19,5.4814836470750777e-13,7.3332890141144975e-20,7.6376637591796839e-20,1.0018768033957984e-13,1.1084866858311839e-19,1.2370782096012556e-20,5.0093850562665219e-14,6.5504536901114161e-21,9.7223727016576125e-26,6.2834282085498353e-21,1.2975655582743217e-23,2.9481871547325985e-22,3.2407897630622355e-26,2.9042477240126572e-17,6.9663213417066732e-24,1.0219601173659888e-19,2.0882233100691314e-21,3.4831608461159098e-24,2.0882208508532874e-21,2.6407172570245259e-23,3.483873179593274e-24,1.0441104807179216e-21,1.5068551105675617e-24,6.4543570800749202e-21,1.7518301803789017e-24
1.3244737518166087e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.1762718126635891,0.62147450833903761,2.4591554439903816e-10,1.093363364129215e-23,1.6232156183080029e-09,1.4653213615941763e-33,7.27424658566843e-19,5.1849287743236419e-52,2.041531300709416e-22,3.2199454941049806e-21,5.4024905617499662e-50,0.048525523391336894,0.048525449954611333,1.3587275363956607e-09,3.6836666197015675e-08,1.3445769443456948e-14,9.0168855296060076e-12,7.7281680174932312e-12,1.1240267136317577e-12,3.3832600077169196e-17,1.8938367383654557e-19,5.620135011350427e-13,7.578934198430223e-20,7.8943486304584758e-20,1.0226327437067479e-13,1.136186677832523e-19,1.2775186234800637e-20,5.1131647910591899e-14,6.7679105036359918e-21,1.0089792461134361e-25,6.4900267996560484e-21,1.3502144550814969e-23,3.0436056157713899e-22,3.3632629651327906e-26,2.952426911329283e-17,7.2602379889979123e-24,1.0467580447820746e-19,2.1549717206254511e-21,3.6301191787324835e-24,2.1549691607389513e-21,2.7480799947483451e-23,3.630860837205148e-24,1.0774846380167781e-21,1.5688310660765514e-24,6.6414848837332877e-21,1.8156767127286967e-24
1.3332113385413766e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.17587302038454633,0.62127511233989818,2.511733391964732e-10,1.1317154195045618e-23,1.6413543576455471e-09,1.4757820483334087e-33,7.480150250263157e-19,5.4772719829347704e-52,2.132386994175661e-22,3.3460087056508644e-21,5.707100601948608e-50,0.048724919694790543,0.048724845535503554,1.3712694802696904e-09,3.7200496272162653e-08,1.37512764114659e-14,9.1699898159814215e-12,7.8688963262321627e-12,1.1522240617449095e-12,3.4441104776594878e-17,1.9476210878554641e-19,5.7611217918990144e-13,7.8308348768700899e-20,8.1576119938005002e-20,1.0436469569830209e-13,1.164374488963258e-19,1.3189530670658367e-20,5.2182358914792246e-14,6.9908449623080357e-21,1.046842156448752e-25,6.7017572593480642e-21,1.4045876536938961e-23,3.1414278472504304e-22,3.489472613237918e-26,3.0010114400364113e-17,7.5643194225401745e-24,1.071970400025964e-19,2.2233060877750662e-21,3.7821599048658893e-24,2.223303423876078e-21,2.8589660205322794e-23,3.7829318666622921e-24,1.1116517720230284e-21,1.632873378478975e-24,6.832587492636945e-21,1.8813672931716608e-24
1.3419489252661446e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.17547615526179408,0.62107667991902904,2.5650076014541672e-10,1.1711519916289232e-23,1.6595614642327602e-09,1.4862395063962989e-33,7.6902725545674819e-19,5.7839234341657279e-52,2.2265585411965223e-22,3.4760991901442548e-21,6.0266192632680166e-50,0.048923352420363456,0.048923277537257351,1.3838065242622456e-09,3.7564989264096289e-08,1.4061436784401275e-14,9.3244907021922879e-12,8.0111288715207279e-12,1.1808918818783464e-12,3.5056203848944379e-17,2.0025629552365759e-19,5.9044609333961264e-13,8.0890972428921014e-20,8.4275672606233352e-20,1.0649201433421901e-13,1.1930549034028418e-19,1.3613974114414537e-20,5.3246018581271159e-14,7.2193488932601968e-21,1.0858519165591525e-25,6.9187035523220031e-21,1.4607278071236691e-23,3.2416969434455886e-22,3.6195050919439215e-26,3.0500003637910959e-17,7.8788381729872608e-24,1.0976007526077909e-19,2.293250176068314e-21,3.9394192898571124e-24,2.293247404730566e-21,2.9734625932885777e-23,3.9402225581146423e-24,1.1466237649717845e-21,1.6990344748229961e-24,7.027716829594092e-21,1.9489409336224958e-24
1.3506865119909125e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.17508120281102615,0.62087920383427309,2.6189806875833152e-10,1.2116963158729426e-23,1.6778365609114079e-09,1.4966937464708883e-33,7.9046646820632452e-19,6.1054769540000972e-52,2.3241396754593384e-22,3.6103160642617203e-21,6.3616652887792884e-50,0.049120828810204131,0.049120753202041269,1.3963380223634786e-09,3.7930135296506897e-08,1.4376284852001087e-14,9.4803874879062753e-12,8.1548685834127862e-12,1.2100335347173562e-12,3.5677919879532219e-17,2.0586789800405116e-19,6.0501692392805594e-13,8.3538282562595739e-20,8.7043287200721004e-20,1.0864529852219718e-13,1.2222327062269407e-19,1.404867621546334e-20,5.4322661032041551e-14,7.4535147847045006e-21,1.1260348407153012e-25,7.1409502035778631e-21,1.5186782629040882e-23,3.3444564429145665e-22,3.7534481154264919e-26,3.0993927127556759e-17,8.2040718473915004e-24,1.1236526651401895e-19,2.3648278571562696e-21,4.1020361372468083e-24,2.3648249748676229e-21,3.091658387870677e-23,4.1028717403310266e-24,1.1824125526478508e-21,1.7673676724469272e-24,7.2269249998645295e-21,2.0184371531953256e-24
1.3594240987156805e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.17468814869633115,0.62068267691766954,2.6736552175091298e-10,1.2533719599539986e-23,1.6961792736800731e-09,1.5071447793837963e-33,8.1233779152362446e-19,6.4425465597700671e-52,2.425225965081973e-22,3.7487601203443098e-21,6.7128784601340442e-50,0.049317356032263837,0.049317279697826302,1.4088633367145879e-09,3.8295924613395475e-08,1.4695854833414376e-14,9.6376794019414008e-12,8.3001183105918848e-12,1.2396523524978183e-12,3.6306275320312888e-17,2.115985906549652e-19,6.1982633707441618e-13,8.6251356356755725e-20,8.9880115325486113e-20,1.1082461475013351e-13,1.2519126830955928e-19,1.4493797548901612e-20,5.5412319511179727e-14,7.6934357803791818e-21,1.1674176446925451e-25,7.3685822928800674e-21,1.5784830676858972e-23,3.4497503290180144e-22,3.8913907362088924e-26,3.1491874939617717e-17,8.5403031764418695e-24,1.1501296931237808e-19,2.4380631075699569e-21,4.2701518123943666e-24,2.4380601107309686e-21,3.2136435039915994e-23,4.27102080432123e-24,1.2190301232753251e-21,1.8379271856059496e-24,7.4302642875719358e-21,2.0898959799653049e-24
1.3681616854404484e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.17429697872826444,0.62048709207449215,2.7290337105781364e-10,1.2962028260133249e-23,1.7145892316587724e-09,1.5175926160885743e-33,8.3464636313256457e-19,6.7957669918229711e-52,2.5299148303784213e-22,3.8915338399947959e-21,7.0809201515396968e-50,0.049512941181260359,0.049512864119349805,1.4213818375555978e-09,3.8662347577406327e-08,1.5020180876738907e-14,9.796365603177847e-12,8.446880820847751e-12,1.2697516388128619e-12,3.6941292491169187e-17,2.1745005830576351e-19,6.3487598457651332e-13,8.9031278513531687e-20,9.278731723173399e-20,1.1303002776225102e-13,1.2820996199439318e-19,1.4949499602624217e-20,5.6515026390925892e-14,7.9392056739567838e-21,1.2100274483695183e-25,7.6016854491923159e-21,1.640186971787884e-23,3.5576230304125052e-22,4.0334233538239579e-26,3.1993836916714209e-17,8.8878200614530967e-24,1.1770353847356687e-19,2.5129800065018117e-21,4.4439102659724545e-24,2.5129768914242861e-21,3.3395094750321005e-23,4.4448137268335294e-24,1.2564885164083263e-21,1.9107681320451976e-24,7.6377871521307446e-21,2.1633579526953116e-24
1.3768992721652164e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.1739076788619508,0.62029244228229941,2.7851186384895992e-10,1.3402131526784296e-23,1.7330660670540767e-09,1.5280372676547045e-33,8.5739732980997448e-19,7.1657942548869252e-52,2.638305561528183e-22,4.038741407592926e-21,7.4664738938407675e-50,0.049707591279626984,0.049707513489064319,1.4338929031730295e-09,3.9029394668186657e-08,1.5349297058576071e-14,9.9564451814636096e-12,8.595158801557056e-12,1.3003346684281309e-12,3.7582993581182653e-17,2.2342399611244939e-19,6.5016750381843173e-13,9.1879141175238046e-20,9.5766061751827935e-20,1.1526160057138361e-13,1.3127983026754661e-19,1.5415944764380865e-20,5.763081317782639e-14,8.1909189034152457e-21,1.2538917783036919e-25,7.8403458450882372e-21,1.7038354337014767e-23,3.6681194215155165e-22,4.1796377233992361e-26,3.2499802677353462e-17,9.2469156210991939e-24,1.2043732806209412e-19,2.5896027335898502e-21,4.6234580573338184e-24,2.5895994964953802e-21,3.4693492767379624e-23,4.6243970937244213e-24,1.2947998218230747e-21,1.9859465395187598e-24,7.8495462246880352e-21,2.2388641225278775e-24
1.3856368588899843e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.17352023519521653,0.62009872058999915,2.8419124254644286e-10,1.3854275171106954e-23,1.7516094151247156e-09,1.5384787452572192e-33,8.8059584696583907e-19,7.5533061692229976e-52,2.7504993361471418e-22,4.1904887237271901e-21,7.8702459487973736e-50,0.049901313278446227,0.049901234758071449,1.4463959198474777e-09,3.9397056480772463e-08,1.5683237383602469e-14,1.0117917158514089e-11,8.744954860168361e-12,1.3314046871055096e-12,3.8231400649886714e-17,2.2952210948265287e-19,6.6570251768238612e-13,9.4796043848861218e-20,9.8817526232633338e-20,1.1751939447133988e-13,1.3440135168579337e-19,1.589329630879767e-20,5.8759710518915691e-14,8.4486705453736132e-21,1.2990385702836846e-25,8.0846501911393837e-21,1.769474624549163e-23,3.781284822942558e-22,4.3301269641646621e-26,3.3009761619483767e-17,9.617888237885043e-24,1.2321469136871459e-19,2.6679555667050067e-21,4.8089443777470566e-24,2.6679522037235034e-21,3.603257335805971e-23,4.8099201231973325e-24,1.3339761784115528e-21,2.0635193522541094e-24,8.0655943045807841e-21,2.3164560546424874e-24
1.3943744456147523e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.17313463396675091,0.61990592011693302,2.8994174484196735e-10,1.4318708370380685e-23,1.7702189141476588e-09,1.5489170601668996e-33,9.0424707822624395e-19,7.9590029316507942e-52,2.8665992367576674e-22,4.3468834185416063e-21,8.2929658936514462e-50,0.050094114058369089,0.050094034807040971,1.4588902818010951e-09,3.9765323724000412e-08,1.6022035784157909e-14,1.0280780488805512e-11,8.8962715246909948e-12,1.3629649114351706e-12,3.8886535628502792e-17,2.357461140001113e-19,6.8148263446474399e-13,9.7783093329975544e-20,1.0194289646825607e-19,1.1980346904934026e-13,1.3757500474217358e-19,1.6381718384366587e-20,5.9901748207934915e-14,8.7125563093940587e-21,1.3454961718581414e-25,8.3346857302820235e-21,1.8371514324965564e-23,3.8971650019166061e-22,4.4849855678821494e-26,3.3523702924020113e-17,1.0001041604349624e-23,1.2603598089017284e-19,2.7480628797420723e-21,5.0005210734982681e-24,2.7480593869102893e-21,3.7413295383580521e-23,5.001534688907146e-24,1.3740297730769739e-21,2.1435444373615469e-24,8.2859843558088508e-21,2.3961758298784178e-24
1.4031120323395203e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.1727508615542967,0.61971403405196757,2.957636037148434e-10,1.4795683727727327e-23,1.7888942053846754e-09,1.559352223741024e-33,9.2835619501905441e-19,8.3836076865339852e-52,2.9867102681557651e-22,4.5080348649961032e-21,8.7353872160707557e-50,0.050286000430520027,0.050285920447115967,1.4713753911449986e-09,4.0134187218945051e-08,1.6365726119849302e-14,1.0445034060462265e-11,9.0491112441878699e-12,1.3950185286758047e-12,3.9548420321159447e-17,2.4209773534866416e-19,6.9750944779614085e-13,1.0084140362610916e-19,1.0514336663219764e-19,1.2211388219852341e-13,1.4080126783609547e-19,1.6881376000405857e-20,6.1056955191585113e-14,8.982672532251775e-21,1.3932933448410193e-25,8.5905402321641884e-21,1.9069134671179406e-23,4.0158061726499947e-22,4.644309407196503e-26,3.4041615558341376e-17,1.0396684768994799e-23,1.2890154830924091e-19,2.8299491404146736e-21,5.1983426688554353e-24,2.8299455136747153e-21,3.8836632383031054e-23,5.199395342927442e-24,1.4149728396312627e-21,2.2260805911882035e-24,8.5107695035240481e-21,2.4780660463232586e-24
1.4118496190642882e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.17236890447286815,0.61952305565260635,3.0165704745050353e-10,1.5285457292136741e-23,1.8076349330493541e-09,1.5697842474146331e-33,9.5292837616235685e-19,8.8278671068116446e-52,3.1109393746731175e-22,4.6740541920391127e-21,9.1982879195603171e-50,0.050476979137387717,0.050476898420803475,1.4838506578265991e-09,4.0503637897381079e-08,1.6714342177170192e-14,1.0610676696138111e-11,9.2034763892719083e-12,1.4275686966028918e-12,4.0217076406095155e-17,2.4857870923577955e-19,7.1378453656561499e-13,1.0397209587958233e-19,1.0842013920894758e-19,1.2445069013051614e-13,1.4408061924369641e-19,1.739243501399447e-20,6.2225359575812041e-14,9.2591161721744002e-21,1.4424592677930983e-25,8.8523019874743788e-21,1.978809063715133e-23,4.1372549966989046e-22,4.8081957439071096e-26,3.4563488279759209e-17,1.080513218193347e-23,1.3181174447504819e-19,2.9136389080547033e-21,5.4025663888925104e-24,2.9136351432525257e-21,4.0303572655861514e-23,5.4036593385774192e-24,1.4568176576947685e-21,2.3111875456162115e-24,8.7400030305356478e-21,2.562169820867275e-24
1.4205872057890562e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.17198874937299721,0.61933297824411104,3.0762229965953213e-10,1.5788288578340541e-23,1.8264407442745755e-09,1.5802131426922924e-33,9.7796880745569406e-19,9.2925519851608752e-52,3.2393954573319062e-22,4.8450542976909503e-21,9.6824711394301215e-50,0.050667056853702062,0.050666975402851519,1.4963154995768749e-09,4.0873666800269984e-08,1.7067917669135441e-14,1.0777707153891253e-11,9.3593692526060874e-12,1.4606185433648732e-12,4.0892525436844624e-17,2.5519078131563388e-19,7.3030946484869467e-13,1.0717629828984027e-19,1.1177442492503446e-19,1.2681394738806266e-13,1.4741353708846365e-19,1.7915062116883772e-20,6.3406988632120899e-14,9.5419848030524625e-21,1.4930235384795584e-25,9.1200598022533887e-21,2.0528872875895277e-23,4.2615585832906265e-22,4.9767432371598454e-26,3.5089309638958475e-17,1.1226703740251156e-23,1.347669193837018e-19,2.9991568314166101e-21,5.6133521821702328e-24,2.9991529243005138e-21,4.1815119343243135e-23,5.6144866531054993e-24,1.4995765515984051e-21,2.3989259743046453e-24,8.9737383738326022e-21,2.6485307907237827e-24
