Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),COX(50),CHOX(53),CO2X(24),H2OX(23)
0.0,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.305033531594134e-24,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,-2.4798369673186725e-120,1.3111129442296081e-65,2.97000724972737e-36,1.7794760232786048e-88,1.7990161858721238e-54,6.051718030546535e-132,5.564692090377849e-20,-6.55094698043465e-106,5.564692090377849e-20,2.596904190839814e-72,2.3086762048563504e-73,3.9924102508583886e-112,4.629190578289481e-113,5.334634238317374e-54,1.2191918353190008e-85,3.0390311159895404e-18,8.998030998167262e-20,3.6022135345602607e-22,9.008783565416967e-38,3.335798334090026e-37,3.602213534512525e-22,2.3842608966413454e-33,3.4433192637542823e-41,2.504016328420978e-45,3.160887903243202e-76,2.145630714322877e-52,5.855865278005463e-77,7.031010199335325e-106,-3.2685460827434713e-108,-1.0157080415284637e-107,3.3174158799093106e-54
1.7654093888463576e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,4.492617496266987e-118,2.9329134275464594e-64,1.793884380295663e-35,1.9663828753474944e-86,2.718673283008069e-53,2.183649072255243e-129,1.5581137853057977e-19,1.2646700272452602e-104,1.558113785305797e-19,7.323685382387229e-71,7.258847382916776e-72,7.981077949330585e-110,9.254041675613761e-111,6.333277765501265e-53,6.311609777832234e-84,8.50928712477071e-18,2.5194486794868334e-19,1.0086197896846164e-21,5.441305271420445e-37,2.0148221937883227e-36,1.0086197896557839e-21,1.4400935614792736e-32,4.087908575783428e-40,2.972787302116223e-44,1.9229345295705444e-74,2.547292785943096e-51,3.562408568275301e-75,1.405542941165563e-103,3.30787469677285e-106,1.0279294975241165e-105,3.938436131228292e-53
4.035221460220246e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996531,0.022821567693054285,1.8965509165396507e-115,5.794948187057291e-63,8.636781104112161e-35,1.7790595184482454e-84,2.9246246592873783e-52,7.906579263650547e-127,3.5614029378418233e-19,1.3353579944211799e-102,3.561402937841821e-19,1.59306154124626e-69,1.619408919032353e-70,1.4449123608424747e-107,1.675372586225327e-108,6.218049661272445e-52,2.7565313175507214e-82,1.944979914233304e-17,5.758739838827048e-19,2.30541666217277e-21,2.619754257686146e-36,9.70050155550299e-36,2.3054166620339533e-21,6.933430386051553e-32,4.013532765980459e-39,2.9187406951518373e-43,8.681164317510214e-73,2.500947166501572e-50,1.6082414691032533e-73,2.5446266560387153e-101,6.927292015909076e-104,2.1526715652702288e-103,3.866779945282161e-52
8.574845602968022e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996528,0.022821567693054285,6.100420236980569e-113,1.0311805152210606e-61,3.7719092297888903e-34,1.3464557585415264e-82,2.6882339304757684e-51,2.397473328323169e-124,7.567981242913874e-19,1.0554892033736055e-100,7.567981242913862e-19,2.953267615215757e-68,3.0329736770124884e-69,2.1894909144196875e-105,2.5387097205425395e-106,5.499794499824074e-51,1.0266598095089311e-80,4.1330823177457633e-17,1.2237322157507477e-18,4.899010407272971e-21,1.1441155095662757e-35,4.236463884262496e-35,4.8990104066667216e-21,3.0280110273069963e-31,3.549924075671915e-38,2.581665125705087e-42,3.2779324951214072e-71,2.212059453600647e-49,6.072413438824396e-72,3.855899565220148e-99,1.1132852724618673e-101,3.4595590090075087e-101,3.420123066437022e-51
1.7654093888463574e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999998,0.11866996602996524,0.022821567693054285,1.745143183823526e-110,1.7392370197909943e-60,1.574697864177067e-33,9.354665629787811e-81,2.299840724583623e-50,6.668664490598766e-122,1.558113785305798e-18,7.48093367870285e-99,1.5581137853057924e-18,5.0759124674649604e-67,5.238707762874091e-68,3.0441685419522846e-103,3.5297064799421844e-104,4.62290865044982e-50,3.5402541248254716e-79,8.509287124770657e-17,2.519448679486833e-18,1.0086197897968943e-20,4.7764570172089595e-35,1.7686402767058784e-34,1.008619789543797e-20,1.2641348471145116e-30,2.9839247413470032e-37,2.1701662769666083e-41,1.1373295610497869e-69,1.859369269369578e-48,2.1068020753367034e-70,5.361067305612396e-97,1.591766101504457e-99,4.946448941153736e-99,2.8748195063394163e-50
3.581259045945468e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999997,0.11866996602996516,0.022821567693054285,4.719458342154777e-108,2.8567023061705264e-59,6.433154675679105e-33,6.235524974749376e-79,1.901552785645223e-49,1.7788717880814474e-119,3.16074510733462e-18,5.034325416687343e-97,3.1607451073345965e-18,8.412952665017445e-66,8.704191243417588e-67,4.059546190876505e-101,4.707034547531659e-102,3.7901397928425635e-49,1.1770422902705622e-77,1.7261696738820348e-16,5.1108816069590024e-18,2.0460572881343174e-20,1.951338530701977e-34,7.225472623329761e-34,2.046057287100332e-20,5.1644020994841674e-30,2.4464012212341033e-36,1.7794321573081127e-40,3.788198650349719e-68,1.524423285129186e-47,7.016528946796874e-69,7.149242907902612e-95,2.1519008515189198e-97,6.687080269051512e-97,2.3569507060218825e-49
7.21295836014369e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999955,0.11866996602996498,0.02282156769305428,1.2417443994598321e-105,4.630837724549273e-58,2.6003840493626437e-32,4.0729247056864346e-77,1.5463111450963022e-48,4.648786978303028e-117,6.366007751392267e-18,3.303205045608307e-95,6.36600775139217e-18,1.3698312499311573e-64,1.4190028368291767e-65,5.3040622425605406e-99,6.150048070351225e-100,3.069353432721635e-48,3.849304276446622e-76,3.4766515966919347e-16,1.0293747461903335e-17,4.1209322856020784e-20,7.887622229943105e-34,2.920651559616296e-33,4.120932281422544e-20,2.0875329074863156e-29,1.9811582245291581e-35,1.4413521728155497e-39,1.2368029495057032e-66,1.234517531613717e-46,2.2903108731735172e-67,9.34095280258526e-93,2.830658348644958e-95,8.796334452341061e-95,1.9087197662373458e-48
1.4476356988540132e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999992,0.11866996602996462,0.022821567693054278,3.2236226779535573e-103,7.457821407294711e-57,1.0456030473745189e-31,2.6341621766133346e-75,1.2471559574867472e-47,1.2027798075006903e-114,1.2776533039507568e-17,2.1404277108449916e-93,1.2776533039507187e-17,2.2109131601237588e-63,2.291693312745303e-64,6.861330052582936e-97,7.955696543369146e-98,2.4704826099492354e-47,1.2520119659769655e-74,6.977615442311581e-16,2.065947917179199e-17,8.270682283709266e-20,3.171578124529163e-33,1.1743811465478657e-32,8.270682266903535e-20,8.393870023811978e-29,1.5946070283967976e-34,1.1606437747366118e-38,3.998890346944191e-65,9.936471615108769e-46,7.401882275173654e-66,1.208344797761763e-90,3.6740669473395347e-93,1.141724564077485e-92,1.5363036847874005e-47
2.9003154245333017e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999985,0.11866996602996391,0.022821567693054268,8.315712526831643e-101,1.1971454597691113e-55,4.193336342819861e-31,1.695825649700007e-73,1.001783488301137e-46,3.0974793473957926e-112,2.5597583615738207e-17,1.3783755277715953e-91,2.5597583615736684e-17,3.5528780947253196e-62,3.683829878815241e-63,8.83471885718727e-95,1.0243836359985262e-95,1.9824066119593005e-46,4.082950347775656e-73,1.3979543133550254e-15,4.1390942591569213e-17,1.6570182292610336e-19,1.2719446135745712e-32,4.7097936518078645e-32,1.6570182225211777e-19,3.366310900555495e-28,1.279569360176448e-33,9.321751007832013e-38,1.2871132095990143e-63,7.973393520031621e-45,2.3803300984252718e-64,1.5558771385316976e-88,4.738726463022248e-91,1.4725699042386468e-90,1.2327868931148818e-46
