Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),CH3X(55),C2H4(47),COX(50),CHOX(53),O(29),acetyl(44),C2H4X(215),CO2X(24),C2H4X(70),CH4OX(63),C2H6X(52),CHO2X(213),OH(D)X(68),HOCO(73),S(216),CHO2(74)
6.681129491545466e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999966,0.11866996602996205,0.02282156769305424,5.789250521470547e-97,1.8548365884190905e-45,2.224241048885802e-30,5.2203605772191524e-71,1.2225458436720187e-45,5.051199480578554e-109,5.89662660001638e-17,2.053061157841602e-89,5.896626600015625e-17,9.980712863375777e-61,1.0002131150496842e-59,6.259613370037218e-92,7.258007421427823e-93,8.011690056262388e-32,2.605319348742829e-71,3.2203096641776252e-15,9.534764560164865e-17,3.817086014312611e-19,6.746655583940898e-32,2.498171072780734e-31,3.81708594052255e-19,3.687687672839278e-27,6.664556141434327e-32,1.0029508935643119e-35,7.342837382814137e-61,1.5053229429468427e-45,9.736134504740606e-44,2.2475100926661614e-31,3.6129982686045805e-63,1.102376826142956e-85,6.951315692605094e-88,7.168610402824538e-25,3.53220427445426e-101,3.769107571225062e-77,4.4541624606567605e-87,2.717563792658349e-85,9.920368204799105e-74,1.2933341205021284e-59,2.483993460727053e-100,2.4614795913464536e-46,5.968028114748929e-112,6.364308715810238e-173,6.300966580431303e-121
1.3368063613405046e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999933,0.11866996602995876,0.02282156769305419,1.4874203572839241e-94,1.4849970934903122e-44,8.902800806565064e-30,3.351672737881213e-69,9.790282032396072e-45,1.2972306257881393e-106,1.1798376246600957e-16,1.3159899759406632e-87,1.1798376246597937e-16,1.5986486080861758e-59,1.602203382691677e-58,8.037845522251716e-90,9.319863542945542e-91,3.206763929198047e-31,8.477220763654436e-70,6.443417164725512e-15,1.9077813016559007e-16,7.637488424005032e-19,2.700420454385931e-31,9.999194706431997e-31,7.637488128649824e-19,1.4760094115589926e-26,5.335605577420602e-31,8.04556324675981e-35,2.3571814166208967e-59,1.2051736489669072e-44,7.794860336173085e-43,8.99589754171611e-31,1.1575672502179965e-61,1.4155402425460694e-83,8.929911817217813e-86,1.4343450567850887e-24,9.075211895447614e-99,2.4152144371027875e-75,5.721978272898975e-85,1.7683089451112372e-83,3.1783352556630964e-72,2.0715822806240555e-58,6.385664153520843e-98,1.9706803562617477e-45,3.0684399570086585e-109,1.0269799407935804e-168,3.2712644025059328e-118
2.6741931857124205e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999866,0.1186699660299522,0.022821567693054094,3.825708702183054e-92,1.1884490000499416e-43,3.5623120321966496e-29,2.154677000872016e-67,7.836193677361206e-44,3.3357327884481625e-104,2.3601875539770074e-16,8.428840378383996e-86,2.3601875539757975e-16,2.5592262040598677e-58,2.565016291326292e-57,1.033441444559433e-87,1.1982729964322044e-88,1.2831232720299263e-30,2.798013535288447e-68,1.2889632165816053e-14,3.8163909929346624e-16,1.5278293465225506e-18,1.080519921102642e-30,4.0009803328781774e-30,1.5278292283398627e-18,5.90574660502652e-26,4.269959338980389e-30,6.464276545502556e-34,7.5769152220521e-58,9.645051861505976e-44,6.238309696724862e-42,3.599530779170852e-30,3.7063752695069373e-60,1.8199876403074633e-81,1.1484105911494913e-83,2.8693135711178346e-24,2.3341556051465742e-96,1.5466544072280283e-73,7.3586171696642e-83,1.1670489827420122e-81,1.0176784918302296e-70,3.316330824582765e-57,1.642777945746736e-95,1.577143212143619e-44,1.5787733938164014e-106,1.6241425226213285e-164,1.7171936094231655e-115
5.3489668344562525e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679997335,0.11866996602993907,0.022821567693053903,9.873225867126405e-90,9.509397739170907e-43,1.4251824311365447e-28,1.3900025954356321e-65,6.270542550031078e-43,8.607302138345748e-102,4.720887412610812e-16,5.396540230163206e-84,4.720887412605972e-16,4.09587298754091e-57,4.105219107218146e-56,1.333329614816689e-85,1.5459926441168116e-86,5.133328607863294e-30,9.492450513511788e-67,2.5782062167976213e-14,7.633610375491912e-16,3.0559904435121024e-18,4.3227832230815354e-30,1.6006526572476833e-29,3.0559899706873293e-18,2.362512284614552e-25,3.4163814498591644e-29,5.2130162260010084e-33,2.444104272543078e-56,7.717506751407882e-43,4.991679439403073e-41,1.4400466930886934e-29,1.1863256155853596e-58,2.348118922145629e-79,1.4819041645243418e-81,5.739252525093231e-24,6.0237183676865e-94,9.901025713913057e-72,9.495527837115793e-81,7.915307120046783e-80,3.2575494034432006e-69,5.307569069824865e-56,4.239544537110754e-93,1.2619541883394246e-43,8.148683945275174e-104,2.4832417917384004e-160,9.218598876548157e-113
1.0698514131943917e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999468,0.11866996602991281,0.022821567693053522,2.5666224229384773e-87,7.608240647084658e-42,5.7013989041620485e-28,9.032792448004351e-64,5.0170691606372755e-42,2.237157911453866e-99,9.442287129878345e-16,3.4544522609497657e-82,9.44228712985899e-16,6.554285754280994e-56,6.569304991422928e-55,1.7328036215097673e-83,2.0091818393662757e-84,2.0534985590223214e-29,3.3812188773621344e-65,5.156692217221284e-14,1.5268049140605323e-15,6.1123129925626595e-18,1.7292539747947288e-29,6.403131689706726e-29,6.1123111009731276e-18,9.449451089207346e-25,2.7329890662696066e-28,4.2357827164867757e-32,7.942293453338752e-55,6.17459137851536e-42,3.993856895246098e-40,5.760655532887426e-29,3.7963136285165556e-57,3.0516302182400187e-77,1.926217483546541e-79,1.1479138134283649e-23,1.5658221649307295e-91,6.336798575524861e-70,1.2342531896200084e-78,5.634888841198433e-78,1.0425723214607228e-67,8.493262475706156e-55,1.1018267058393263e-90,1.009659202874137e-42,4.235509426219151e-101,3.5939143458184875e-156,5.162129047911736e-110
2.1397608726919243e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767998937,0.1186699660298603,0.02282156769305276,6.768531702208756e-85,6.086881648321136e-41,2.2808164707695226e-27,5.9546742804335455e-62,4.0139093919717627e-41,5.898221472692497e-97,1.8885086564413114e-15,2.2110627545684265e-80,1.8885086564335684e-15,1.0487568432907153e-54,1.051165104279714e-53,2.2843757551641587e-81,2.6487284588478076e-82,8.214328479964131e-29,1.3016465398984965e-63,1.0313664218035126e-13,3.0536926670827798e-15,1.2224959511666288e-17,6.917297022775064e-29,2.5613568720684737e-28,1.2224951943908509e-17,3.778840907293786e-24,2.1858942866634992e-27,3.4927085056531347e-31,2.618475824716123e-53,4.939907202108129e-41,3.1954517968310034e-39,2.304355940045478e-28,1.214585357573605e-55,4.0230005869143915e-75,2.5399888005272626e-77,2.2958940157622963e-23,4.128823904930947e-89,4.054780232744716e-68,1.627536097969191e-76,4.333859650900888e-76,3.3364816666142713e-66,1.3590141596404054e-53,2.903964692480094e-88,8.077656964487529e-42,2.2325543194422493e-98,4.809730102296098e-152,3.111755486149954e-107
4.27957979168699e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767997875,0.11866996602975526,0.022821567693051232,1.8337712282000612e-82,4.869621186678994e-40,9.124763333786772e-27,4.0327146012343505e-60,3.211229141598701e-40,1.5973086970319307e-94,3.7770685433481465e-15,1.415148424124916e-78,3.7770685433171734e-15,1.6780678481075792e-53,1.6819250404557132e-52,3.093492484931844e-79,3.586897430316054e-80,3.2857982421267445e-28,5.569649421786874e-62,2.062760821952889e-13,6.107468173125531e-15,2.445025823961058e-17,2.76697482879179e-28,1.0245635727010192e-27,2.4450227959237004e-17,1.5106931377643974e-23,1.7477964475072816e-26,2.9603788195842336e-30,8.870250283142115e-52,3.952018917215021e-40,2.5567652120719557e-38,9.217610988865177e-28,3.884721119296502e-54,5.4479311053356164e-73,3.44109542969679e-75,4.5918667424135534e-23,1.1183758895598165e-86,2.5937686780674077e-66,2.2049326427674885e-74,3.7039649133913154e-74,1.0677140427049804e-64,2.1744963883770707e-52,7.858747161570512e-86,6.462278771810235e-41,1.2082935531774524e-95,5.8899519917166024e-148,2.1070470718802365e-104
8.559217629677121e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679957505,0.11866996602954517,0.02282156769304818,5.210568229603455e-80,3.895743637446872e-39,3.650990242531325e-26,2.864161343655955e-58,2.5690239643637552e-39,4.535495700084507e-92,7.554188317161341e-15,9.057168342796272e-77,7.554188317037446e-15,2.6849540727985235e-52,2.691128209688409e-51,4.392678502177053e-77,5.093300563334599e-78,1.314332667138761e-27,2.679599806969747e-60,4.125549622198073e-13,1.2215019185204064e-14,4.8900878500175824e-17,1.1068009707223296e-27,4.0982958130455345e-27,4.8900757307746113e-17,6.035853428785476e-23,1.396719355146384e-25,2.6337438817697295e-29,3.15215930761556e-50,3.161651617774908e-39,2.045984545368316e-37,3.687081658867584e-27,1.2417916050662884e-52,7.73591939195148e-71,4.889696786602166e-73,9.183861483649645e-23,3.1766982031162996e-84,1.6582650286815705e-64,3.1331422165827537e-72,3.5593406975467214e-72,3.416747958267152e-63,3.47925320723206e-51,2.22870004876992e-83,5.169884073597787e-40,6.852735120636935e-93,6.729953551594298e-144,1.674450020164505e-101
1.7118493305657384e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679915017,0.11866996602912501,0.022821567693042073,1.5972823603177953e-77,3.116614129762732e-38,1.4612390472595036e-25,2.194407645295588e-56,2.0552354308585283e-38,1.3888924924084977e-89,1.5108427864785827e-14,5.796657620056019e-75,1.5108427864290243e-14,4.295962916477532e-51,4.305841876105116e-50,6.727519339521249e-75,7.800542900361814e-76,5.25735741037687e-27,1.429901105555846e-58,8.251127222474165e-13,2.4430121209333256e-14,9.780221060434971e-17,4.427224642760864e-27,1.6393265290021173e-26,9.780172527634121e-17,2.4087871676301385e-22,1.1149347329939255e-24,2.5303199948232176e-28,1.208789021893887e-48,2.5293346419907496e-38,1.6376715755394553e-36,1.47483997004556e-26,3.9652020787189565e-51,1.184779205762893e-68,7.496550350642361e-71,1.8368048117856123e-22,9.732964289164721e-82,1.0590293446799173e-62,4.803511060402246e-70,3.7947510147395073e-70,1.0933688959344571e-61,5.566852315587742e-50,6.812078948400008e-81,4.135931321889683e-39,4.188577284298414e-90,7.540688608955346e-140,1.609115654008138e-98
3.423704465761791e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767983004,0.11866996602828468,0.022821567693029857,5.429028150367837e-75,2.493299862849494e-37,5.851612268446434e-25,1.864032377496213e-54,1.6441948465539104e-37,4.71461371042688e-87,3.0216906960027185e-14,3.709883216528553e-73,3.0216906958044854e-14,6.873569744940405e-50,6.889370712003833e-49,1.1421987368913997e-72,1.3243766847573917e-73,2.1029483134283644e-26,8.215796120818146e-57,1.6502282422169247e-12,4.886032525748012e-14,1.9560524403676588e-16,1.7708929541902347e-26,6.557321718001631e-26,1.9560329830118704e-16,9.590927402962796e-22,8.880589746278747e-24,2.69727314185578e-27,5.140666357667136e-47,2.02347105924793e-37,1.3115312099255326e-35,5.899373323619893e-26,1.2634202245151477e-49,2.011518570049534e-66,1.2744210532964853e-68,3.673720999320621e-22,3.305994782927821e-79,6.748935044703692e-61,8.165985749481117e-68,4.3577131761284544e-68,3.498792326561845e-60,8.907001436108434e-49,2.3069114601222003e-78,3.308754107369755e-38,2.8364700217623164e-87,8.776678050557509e-136,1.8821416090289816e-95
6.847414736153896e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679660093,0.11866996602660404,0.022821567693005425,2.0673656822178142e-72,1.9946447076105268e-36,2.345893084166379e-24,1.7739709427588223e-52,1.3153584749474784e-36,1.7930195517749328e-84,6.043386515047944e-14,2.3743323787894944e-71,6.043386514255007e-14,1.0997734721848288e-48,1.1022993923932974e-47,2.17264321081564e-70,2.5191742943544384e-71,8.411803959491381e-26,4.9291711917435644e-55,3.3004592818130996e-12,9.772073335332781e-14,3.912128105726149e-16,7.083569571860174e-26,2.622931163113937e-25,3.912049927122729e-16,3.8014305265106975e-21,7.042987517287791e-23,3.2211055246338105e-26,2.4492770120995957e-45,1.618774996136187e-36,1.051423168368428e-34,2.3597510824654074e-25,4.008498055350649e-48,3.826225733892951e-64,2.4272750705286946e-66,7.347868817165444e-22,1.2581047862424018e-76,4.282805961150691e-59,1.5552903413158786e-65,5.226878328692627e-66,1.119613253654111e-58,1.4251232430894417e-47,8.752652132136545e-76,2.6470059852393396e-37,2.152025497226054e-84,1.100479258209376e-131,2.6295105625343354e-92
1.3694835276938106e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.452307276793202,0.11866996602324276,0.022821567692956565,8.676490038181027e-70,1.595719922840346e-35,9.42448621819985e-24,1.8608178069882504e-50,1.0522878141647693e-35,7.517665871253581e-82,1.2086778153126206e-13,1.5195749643968532e-69,1.2086778149954467e-13,1.7596393633430778e-47,1.7636732720257607e-46,4.555780203781897e-68,5.282414435815006e-69,3.364723730721931e-25,3.012640142781587e-53,6.600921359634087e-12,1.9544154954323902e-13,7.824341188756398e-16,2.8334206288012197e-25,1.0491724448379081e-24,7.824025750662204e-16,1.493318600244138e-20,5.538393338722225e-22,4.236036275490148e-25,1.2858571392337146e-43,1.2950141533025496e-35,8.445683732074137e-34,9.439000350525449e-25,1.2612004556610686e-46,8.023143283388899e-62,5.0948080133715e-64,1.4697426223953972e-21,5.277474455701839e-74,2.695372307335696e-57,3.264481376666115e-63,6.387957421252486e-64,3.5827479409927277e-57,2.280199582993589e-46,3.6628091181246e-73,2.1176043949625406e-36,1.8009325187408406e-81,1.4864175757016966e-127,4.2105175664672834e-89
2.7389676358506526e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727678640403,0.11866996601652018,0.022821567692858844,3.8715140139383726e-67,1.276581168323986e-34,3.8009287406620587e-23,2.0754719506691183e-48,8.418306572137596e-35,3.35250866807735e-79,2.417356142923399e-13,9.725286479260608e-68,2.417356141654705e-13,2.8154242914686666e-46,2.821854012219103e-45,1.0159718930844478e-65,1.1780160582350488e-66,1.3458899262888012e-24,1.8381331387951684e-51,1.3201845509790604e-11,3.9088318191592474e-13,1.5649027644861231e-15,1.1333614114265115e-24,4.196685613819903e-24,1.5647745145909866e-15,5.765849656514353e-20,4.28435203815467e-21,5.916023943693668e-24,7.17504312598422e-42,1.0360008208437756e-34,6.808831404301324e-33,3.775593356064413e-24,3.904551390175551e-45,1.7892156887847036e-59,1.1368612365142212e-61,2.940158812192376e-21,2.3541454689542803e-71,1.66935644824127e-55,7.284212489203823e-61,7.794628671863013e-62,1.1464680628391086e-55,3.648321194907399e-45,1.6313949784806715e-70,1.6940810019378405e-35,1.6041269343488064e-78,2.0990925070398207e-123,7.33005403500716e-86
5.4779358521643366e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767728082,0.11866996600307503,0.022821567692663403,1.76036046466973e-64,1.0212727333961194e-33,1.5429930305117447e-22,2.35916668892126e-46,6.734646756432627e-34,1.524110570714242e-76,4.834712798125451e-13,6.224184894985746e-66,4.834712793050681e-13,4.504679478743734e-45,4.514869927723936e-44,2.3094934210273952e-63,2.6778476503200925e-64,5.383560610073229e-24,1.096465591803513e-49,2.6403693788161818e-11,7.817664466327499e-13,3.1299536016668087e-15,4.533388770533095e-24,1.6786701126623947e-23,3.129425498424931e-15,2.155616221246579e-19,3.214096846515899e-20,8.410098856285478e-23,4.078589685060808e-40,8.287833941806262e-34,5.523287108674924e-32,1.5102311950066425e-23,1.1728125619733011e-43,4.0672060229206174e-57,2.585323288354534e-59,5.8830100255412135e-21,1.070307450465808e-68,1.0033526473006469e-53,1.6561191963645673e-58,9.299534008293829e-60,3.668607960838574e-54,5.837315231558475e-44,1.1489291200288386e-67,1.3552600251755997e-34,2.2584959696536015e-75,2.8564168598745126e-118,2.0303620206059334e-82
