Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),CH3X(55),C2H4(47),COX(50),CHOX(53),O(29),acetyl(44),C2H4X(215),CO2X(24),C2H4X(70),CH4OX(63),C2H6X(52),CHO2X(213),OH(D)X(68),HOCO(73),S(216),CHO2(74)
0.0,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.255787892642773e-24,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996531,0.022821567693054285,-6.71980372297743e-119,6.229704167734949e-54,3.933252874536297e-36,8.536102356269893e-88,2.73877130729541e-54,3.8445057426686917e-131,6.40380821026975e-20,-1.5199044780273434e-105,6.403808210269749e-20,4.549606165767825e-72,3.908636696282549e-71,2.2039402347214373e-111,2.555463674479094e-112,1.4167594155801428e-37,2.4578487573943638e-85,3.497295465007052e-18,1.0354870286886379e-19,4.145401800013294e-22,1.1930551212933746e-37,4.417678874875279e-37,4.1454017998828083e-22,6.521296373540171e-33,2.238414171517165e-40,3.3618994819703737e-44,5.620190273488713e-75,5.0558182510834473e-54,3.2699906787636625e-52,3.974418713558856e-37,2.7708009551043923e-77,3.8813461782187315e-105,-3.732554203467859e-107,7.785197223024305e-28,-4.067766479954299e-123,6.17506344836745e-94,-2.391691560783603e-106,5.477611805448488e-102,8.150672486217506e-88,5.895531681406369e-71,-1.1030874285389609e-122,8.267191733465755e-55,-5.740286346618273e-137,-4.099119127878637e-211,-1.5677599127801068e-145
2.0316206099399765e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,1.2173954003952933e-116,7.395904787959146e-53,2.3756847558264407e-35,9.432663478938186e-86,4.138831201695627e-53,1.3872140162368964e-128,1.7930662988755308e-19,2.9341982659066636e-104,1.7930662988755298e-19,1.2830617330762816e-70,1.2289379148002417e-69,4.405802184179447e-109,5.108517581929274e-110,8.5572268701041e-37,1.2722925991319693e-83,9.792427302019744e-18,2.899363680328186e-19,1.1607125040248758e-21,7.206052932570997e-37,2.6682780404215386e-36,1.160712503946062e-21,3.938862878994535e-32,2.6574452222870706e-39,3.991261273658782e-43,3.4190479806611406e-73,6.002267427630866e-53,3.882132963168712e-51,2.400548902985005e-36,1.6856133848387692e-75,7.759032300470165e-103,3.777455198023287e-105,2.1798552229058346e-27,7.510940494449903e-121,6.823616818670978e-92,2.4204625642608548e-104,5.158599081630979e-100,4.6943700350024546e-86,1.6626342634813638e-69,3.551262770789331e-120,9.814810025954555e-54,3.320693668861724e-134,7.62707389069833e-208,5.096846652670605e-143
4.6437042512913753e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996531,0.022821567693054285,5.139183284090971e-114,7.261343177986912e-52,1.1437899653249277e-34,8.534028779107516e-84,4.452365741260555e-52,5.022808636461276e-126,4.098437254572641e-19,3.0982034960683165e-102,4.098437254572637e-19,2.790939525315955e-69,2.741692884044206e-68,7.976315506591911e-107,9.248519634113876e-108,4.119936380507108e-36,5.555673439334381e-82,2.2382690976045108e-17,6.627116983607283e-19,2.653057152156581e-21,3.469404292659649e-36,1.2846610168090357e-35,2.6530571517771267e-21,1.8963927894899006e-31,2.609095303692287e-38,3.918674083038823e-42,1.5435333729528532e-71,5.893061753291116e-52,3.8115012261224406e-50,1.1557609618960987e-35,7.609664058990059e-74,1.4047042301719038e-100,7.910631278947407e-103,4.982526225948761e-27,3.130796711969477e-118,6.1734950058687724e-90,5.068858759511313e-102,4.508921307103912e-98,2.1051525586051325e-84,3.6165926879990863e-68,1.854545032991802e-117,9.636238684478109e-53,3.477589910302915e-131,6.730280018813813e-203,4.321734524177841e-140
9.867871533994172e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996528,0.022821567693054285,1.65304265164146e-111,6.422575808925639e-51,4.995231454562039e-34,6.458779082668657e-82,4.092491191298674e-51,1.5230232554112712e-123,8.709179165966862e-19,2.448871653347128e-100,8.709179165966845e-19,5.173931516197142e-68,5.134887342607905e-67,1.2086448402333057e-104,1.4014209350559754e-105,1.7992844577868357e-35,2.068495107272753e-80,4.756321832409575e-17,1.4082623590165477e-18,5.637746448758445e-21,1.5151800039790501e-35,5.610452171043083e-35,5.637746447101266e-21,8.282044369728607e-31,2.30771493954835e-37,3.4660763883138807e-41,5.82817693808599e-70,5.2123463837763063e-51,3.3712297811847457e-49,5.047511766149305e-35,2.873263977884949e-72,2.128537315802527e-98,1.2713022235600967e-100,1.058786823937909e-26,1.0077396005396271e-115,4.672193482259314e-88,8.146064686672369e-100,3.364210248994664e-96,7.920110065791013e-83,6.704553330503104e-67,6.5430543350075e-115,8.523143989429747e-52,2.455004159237657e-128,1.9613885884203727e-198,2.781483082389457e-137
2.0316206099399766e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999998,0.11866996602996523,0.022821567693054285,4.728732851790178e-109,5.398561956778381e-50,2.0854109475899187e-33,4.487206334058686e-80,3.501212375902191e-50,4.23624539172635e-121,1.7930662988755306e-18,1.7356735026379347e-98,1.7930662988755233e-18,8.892666331128394e-67,8.869240927460806e-66,1.6804040484681811e-102,1.9484246608074664e-103,7.511658421406406e-35,7.128051902306579e-79,9.792427302019671e-17,2.899363680328186e-18,1.160712504331598e-20,6.325578252525642e-35,2.3422533394152044e-34,1.160712503639758e-20,3.457589515050806e-30,1.93977293627726e-36,2.9135361191327282e-40,2.0221268477805573e-68,4.381291202642505e-50,2.833721948906113e-48,2.107236801865507e-34,9.968684870258423e-71,2.95934968129319e-96,1.8176530171935455e-98,2.1798552295617645e-26,2.8839777659558566e-113,3.245885573712056e-86,1.1646891492751573e-97,2.321186019566434e-94,2.74248265910826e-81,1.1523414154360916e-65,1.9522929256816493e-112,7.16421608096481e-51,1.4654102908036788e-125,4.235023331531466e-194,1.591923884367891e-134
4.1212875230210956e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999997,0.11866996602996513,0.022821567693054285,1.2787471775364702e-106,4.426067259793788e-49,8.519585372083928e-33,2.9908845814541666e-78,2.8948700992042795e-49,1.1299672918193616e-118,3.637363063433218e-18,1.1680286986457942e-96,3.63736306343319e-18,1.4738942286541105e-65,1.4736376449715443e-64,2.240791535405926e-100,2.598192673520621e-101,3.0687575645236263e-34,2.366717252941972e-77,1.9864638241239738e-16,5.88156632295146e-18,2.3545882237846286e-20,2.584205114442147e-34,9.568869149765115e-34,2.3545882209582352e-20,1.4125373368989453e-29,1.5903421954531687e-35,2.388840642414282e-39,6.734936495813664e-67,3.59204723381533e-49,2.3232567649857445e-47,8.608749909780243e-34,3.319986516201919e-69,3.9462447867886193e-94,2.457156189505051e-96,4.4219920525606353e-26,7.800532517766696e-111,2.16336785375846e-84,1.574460649803741e-95,1.5422719690402018e-92,9.124412548700364e-80,1.9099213873641624e-64,5.386941647130243e-110,5.873657186712851e-50,8.088088829044016e-123,7.939203211460078e-190,8.6134669075266e-132
8.300621349183333e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999995,0.11866996602996492,0.02282156769305428,3.3642044860479465e-104,3.5843440209316473e-48,3.4437535926616834e-32,1.9533980145986975e-76,2.354060287886106e-48,2.9526967667768426e-116,7.325956592548594e-18,7.663863519813121e-95,7.325956592548479e-18,2.3998546692159255e-64,2.4024012875959572e-63,2.9274566651907566e-98,3.394379325013127e-99,1.2404408727927034e-33,7.719272198851388e-76,4.0009060119679355e-16,1.1845971608198001e-17,4.742339664856787e-20,1.0445770249399142e-33,3.8678899032351634e-33,4.742339653432046e-20,5.709695306537785e-29,1.287898959310646e-34,1.9347843207493705e-38,2.1986629931976625e-65,2.9089329791243605e-48,1.8814340567954883e-46,3.4797943553774815e-33,1.0836977486255265e-67,5.155526705803932e-92,3.231882200282526e-94,8.906265745563011e-26,2.0524289588599095e-108,1.4127605836693483e-82,2.0708782639959745e-93,1.006334365387435e-90,2.976844413969777e-78,3.1098118645141916e-63,1.4312817740040792e-107,4.756639874377135e-49,4.298225508257981e-120,1.3890998056279232e-185,4.5353566585225003e-129
1.6659289001507807e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999991,0.1186699660299645,0.022821567693054275,8.73191923355047e-102,2.8849918995842956e-47,1.384718952547674e-31,1.263113485057448e-74,1.8986349038692267e-47,7.638029446812324e-114,1.4703143650779348e-17,4.966069506267445e-93,1.4703143650778873e-17,3.8733751115849556e-63,3.87988449452337e-62,3.7862214083533745e-96,4.390115085531604e-97,4.987758192929276e-33,2.497458548480389e-74,8.029790387655656e-16,2.3774782178691056e-17,9.517842555665534e-20,4.200198273487862e-33,1.5552615183686527e-32,9.5178425097271e-20,2.2958381799259417e-28,1.0366109008508495e-33,1.5576678567721307e-37,7.1074282115044e-64,2.341362331547185e-47,1.51434260522028e-45,1.3992100054251052e-32,3.502316457760122e-66,6.667892240665509e-90,4.194018105684639e-92,1.7874813319586312e-25,5.327436200839811e-106,9.133020593880173e-81,2.6873816489500365e-91,6.5125351945999e-89,9.618188782829051e-77,5.019248887137602e-62,3.733110459446484e-105,3.828557588781838e-48,2.2422302881141686e-117,2.3471078263178614e-181,2.3574693507848806e-126
3.3376624306156757e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999827,0.11866996602996369,0.022821567693054264,2.2516236984065516e-99,2.3150243100260793e-46,5.553348579593952e-31,8.12853418847938e-73,1.5250868069808837e-46,1.9662366329249635e-111,2.945751776724084e-17,3.1980097444877225e-91,2.9457517767238957e-17,6.2244098207087545e-62,6.23680100186692e-61,4.873290100805236e-94,5.650568754213436e-95,2.000314118303334e-32,8.05969488791439e-73,1.6087559139030279e-15,4.763240331967707e-17,1.9068848371941016e-19,1.6844673648213295e-32,6.23729429537605e-32,1.9068848187706933e-19,9.207296306496127e-28,8.318113915775718e-33,1.2505484113724689e-36,2.286754652314091e-62,1.8787958148073583e-46,1.2151658469893033e-44,5.61145793227657e-32,1.1262877227004908e-64,8.582322515753303e-88,5.407236723013955e-90,3.58119092197071e-25,1.3737735072229757e-103,5.874526326648147e-79,3.464770136187277e-89,4.203570122940299e-87,3.0926695865660446e-75,8.065798216240597e-61,9.649551410854942e-103,3.0721763501668557e-47,1.1591884664426843e-114,3.8905207128242214e-177,1.2189824671799025e-123
