Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),H2OX(23),COX(50),CO2X(24),CHOX(53)
0.0,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.305033531594134e-24,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,-2.1846352377865552e-119,1.311201884293825e-65,2.970007269282657e-36,3.6751605507384163e-88,1.797066844862686e-54,1.2498642903363704e-131,5.564692090377849e-20,-6.543848471278231e-106,5.564692090377849e-20,2.5940902907334476e-72,4.7681382762127674e-73,8.245544454869658e-112,9.560689985490073e-113,2.275477900774071e-53,1.2177768469877479e-85,3.0390311159895404e-18,8.998030998167262e-20,3.602213534585661e-22,9.008783568162427e-38,3.335798334090026e-37,3.60221353448713e-22,4.924244222589528e-33,1.4687535007284034e-40,2.2059362688668268e-44,2.784613338254463e-75,2.1456307284502586e-52,1.3728384705468157e-77,3.3174158809203196e-54,1.4521179818330693e-105,-8.947973629191826e-107,-1.396450828086184e-107
1.7654093888463576e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,3.957799608884538e-117,2.9331326847913702e-64,1.7938844035116988e-35,4.061166978767323e-86,2.715727438874773e-53,4.509886574212135e-129,1.5581137853057977e-19,1.2632996837692161e-104,1.558113785305797e-19,7.315749733863685e-71,1.4991789660818434e-71,1.648330605220334e-109,1.9112355765398863e-110,2.7014473635761297e-52,6.3037329148719715e-84,8.50928712477071e-18,2.5194486794868334e-19,1.0086197896999578e-21,5.441305274679857e-37,2.0148221937883227e-36,1.0086197896404453e-21,2.9742434247342614e-32,1.7437041092313287e-39,2.6188956398816855e-43,1.694021340827974e-73,2.5472928175454814e-51,8.351646141001796e-76,3.9384361334898817e-53,2.902865329198947e-103,9.055609655350952e-105,1.4132488669356737e-105
4.035221460220246e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996531,0.022821567693054285,1.6707667618790573e-114,5.795399355304465e-63,8.636781332048564e-35,3.674262505380501e-84,2.9214556545954072e-52,1.6329329699315647e-126,3.5614029378418233e-19,1.3339110546618414e-102,3.561402937841821e-19,1.5913353643561838e-69,3.3445858030360494e-70,2.984153966192729e-107,3.460119716271102e-108,2.6522970404514293e-51,2.7526054756533174e-82,1.944979914233304e-17,5.758739838827048e-19,2.3054166622466328e-21,2.6197542608862563e-36,9.70050155550299e-36,2.3054166619601055e-21,1.4319700913643212e-31,1.7119789352653931e-38,2.5712644295870182e-42,7.64767238182159e-72,2.5009472289425567e-50,3.770332069715196e-74,3.866779949750679e-52,5.2553759894960956e-101,1.8963962472143173e-102,2.9595796968212915e-103
8.574845602968022e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996528,0.022821567693054285,5.374089802179259e-112,1.0312622661175585e-61,3.771909431396033e-34,2.7807737138012667e-82,2.685321069192534e-51,4.951393094607887e-124,7.567981242913874e-19,1.0543455180714832e-100,7.567981242913862e-19,2.950067574178432e-68,6.264039053947587e-69,4.521856223351718e-105,5.243081975593113e-106,2.3459266951312952e-50,1.0248367311498847e-80,4.1330823177457633e-17,1.2237322157507477e-18,4.899010407595549e-21,1.1441155123967372e-35,4.236463884262496e-35,4.899010406344209e-21,6.253788834186814e-31,1.5142258042253578e-37,2.274284796396263e-41,2.8876537292348338e-70,2.2120595647110292e-49,1.4236054869274794e-72,3.4201230743885133e-51,7.963414385864725e-99,3.0476556116653265e-100,4.756273740586119e-101
1.7654093888463574e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999998,0.11866996602996524,0.022821567693054285,1.537318728782004e-109,1.7393761022896334e-60,1.574698033639976e-33,1.9319217935115728e-80,2.2973487104297466e-50,1.3772103366508774e-121,1.5581137853057976e-18,7.472827642309833e-99,1.5581137853057924e-18,5.070412414536245e-67,1.0819569699978478e-67,6.286805945736629e-103,7.28953715242528e-104,1.971892738532337e-49,3.531481120117827e-79,8.509287124770657e-17,2.519448679486833e-18,1.0086197899315644e-20,4.7764570410006916e-35,1.7686402767058782e-34,1.0086197894091545e-20,2.610833091165542e-30,1.2727977305257613e-36,1.911724762197449e-40,1.001887711535621e-68,1.8593694567734335e-48,4.939147631206573e-71,2.874819519750768e-50,1.1071656955893445e-96,4.357389074067346e-98,6.800287787302888e-99
3.581259045945468e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999997,0.11866996602996516,0.022821567693054285,4.1571948872916276e-107,2.856931727927505e-59,6.433156065037742e-33,1.2876852473320886e-78,1.8994923401522983e-49,3.6735133419092984e-119,3.160745107334619e-18,5.028870425801387e-97,3.1607451073345965e-18,8.403836730644308e-66,1.797687684622937e-66,8.383287675521543e-101,9.720402935495544e-102,1.616676801473424e-48,1.1724764532817236e-77,1.7261696738820348e-16,5.1108816069590024e-18,2.0460572886844887e-20,1.951338550207876e-34,7.225472623329759e-34,2.0460572865502737e-20,1.0666099832720386e-29,1.0435159918365665e-35,1.5674316790657958e-39,3.336880830033516e-67,1.5244235929404357e-47,1.6449416233300234e-69,2.356950728050068e-49,1.4763758592974258e-94,5.890398439708013e-96,9.192753713725322e-97
7.21295836014369e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999955,0.11866996602996498,0.02282156769305428,1.0936823370544547e-104,4.631210446036945e-58,2.600385174500188e-32,8.409960161637507e-77,1.5446356250410024e-48,9.599039263709702e-117,6.366007751392262e-18,3.299625826562789e-95,6.36600775139217e-18,1.3683469563341274e-64,2.9306846288906114e-65,1.09520784585072e-98,1.2698909988197927e-99,1.3092267852576316e-47,3.8236454885530345e-76,3.4766515966919347e-16,1.0293747461903335e-17,4.120932287825962e-20,7.887622387906935e-34,2.9206515596162948e-33,4.120932279199118e-20,4.3114038534776195e-29,8.450655166256583e-35,1.269483218196914e-38,1.089328671005083e-65,1.234518030588545e-46,5.369358496114397e-68,1.9087198019459834e-48,1.9287640923636073e-92,7.747481256180352e-94,1.2090979564964978e-94
1.4476356988540132e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999992,0.11866996602996462,0.022821567693054278,2.838603671827292e-102,7.458422422444652e-57,1.0456039529813295e-31,5.43790772196397e-75,1.2458045898631278e-47,2.4829992815075068e-114,1.277653303950755e-17,2.138108430171296e-93,1.2776533039507187e-17,2.208517504275417e-63,4.733063471648884e-64,1.4164407000140526e-96,1.642359760371304e-97,1.0537796108913157e-46,1.2367641536794465e-74,6.977615442311581e-16,2.065947917179199e-17,8.270682292651431e-20,3.171578251672191e-33,1.1743811465478646e-32,8.270682257963235e-20,1.7335931213305752e-28,6.8018097743963655e-34,1.0220101201095726e-37,3.521266588352181e-64,9.936479650929346e-46,1.7352806963660005e-66,1.5363037422950604e-47,2.4944853812353844e-90,1.0053598149908524e-91,1.5689983107909868e-92
2.9003154245333017e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999985,0.11866996602996391,0.022821567693054268,7.319195625899773e-100,1.1972420293601982e-55,4.193343609715775e-31,3.499244173428147e-73,1.0006979963367076e-46,6.391514215259441e-112,2.5597583615738136e-17,1.3768819759442901e-91,2.5597583615736684e-17,3.5490283400949274e-62,7.608261192514025e-63,1.8230027034508094e-94,2.113767475777288e-95,8.45591763324795e-46,3.9891753277151394e-73,1.3979543133550254e-15,4.1390942591569213e-17,1.6570182328472627e-19,1.2719447155988381e-32,4.7097936518078546e-32,1.6570182189357177e-19,6.95245646665735e-28,5.458003609082751e-33,8.20451159943779e-37,1.1328654382062838e-62,7.973406419254514e-45,5.580382156597926e-65,1.232786985427405e-46,3.2104793323138046e-88,1.2961015870227905e-89,2.022739698571322e-90
