Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),CH3X(55),H2OX(23),COX(50),CO2X(24),CHOX(53),O(29),acetyl(44),C2H4X(215),C2H4X(70),C2H6X(52),HOCO(73),CHO2(74),S(216)
7.198142182383839e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4407880551050675,0.10360257254178222,0.018342239833492494,4.627721217731981e-06,0.00010501682642587658,0.010997354151996312,0.005201799182606321,5.511208854068162e-05,1.8872428240813327e-12,0.0023013989121343486,4.732551329982129e-11,0.0004181076954395807,2.4908751373319937e-09,5.316366516591582e-06,3.9531643450758727e-10,2.5588495460348244e-11,2.1522303897550325e-05,2.3140738831486994e-06,0.007408802354518581,0.0035981997992733323,0.00027052154310713714,2.6489044666840176e-07,1.0501814426360272e-08,4.707113648615555e-09,2.694946761395642e-12,4.936944018414927e-08,1.5658040380421552e-05,6.726613900715537e-06,0.00021856865412245744,3.6617659956081475e-06,7.099113551960009e-09,4.73900119461981e-09,1.6041615118881132e-08,4.5854817708427364e-10,1.3576317190584798e-10,1.0511003455253597e-05,2.9957414601364247e-11,2.460338942755393e-07,6.499868920498342e-13,1.512113498324527e-07,1.475318980165832e-13,8.238258866168914e-15,2.357533446398903e-22
7.220445372086505e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44078637248743485,0.10358089836147838,0.018329867718588147,4.66617456747398e-06,0.00010557717852391497,0.01104059031146663,0.005223912961124528,5.519804045067488e-05,1.9077613458904245e-12,0.0023021967690879234,4.748031238501666e-11,0.00041826010957319356,2.495372119453482e-09,5.3340508630942735e-06,3.9714306857294466e-10,2.5724309181714212e-11,2.1521569598489715e-05,2.3289191914598585e-06,0.007407220932570575,0.003600151406738964,0.0002709350211993267,2.654401380615288e-07,1.049836927893392e-08,4.708732548022509e-09,2.697631939664962e-12,4.947189487027215e-08,1.566659633137792e-05,6.753329555580955e-06,0.00021942968828238005,3.685258671876237e-06,7.101547643842801e-09,4.764192888458011e-09,1.610975000052302e-08,4.606228552192019e-10,1.3651122581012426e-10,1.0508279631739872e-05,3.009519903539004e-11,2.4769344619337643e-07,6.541542089739323e-13,1.5144769972338987e-07,1.4881195453217507e-13,8.30974132127135e-15,2.392373847037861e-22
7.242748561789171e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44078471481021775,0.10355922812928584,0.018317503957562632,4.7047967953761535e-06,0.00010613855537797505,0.011083834702154636,0.005246034012812394,5.528318684718151e-05,1.9284317614775413e-12,0.002302984000752604,4.7634151397333693e-11,0.0004184123978917029,2.499834952923137e-09,5.351673392527169e-06,3.9897136328034977e-10,2.5860215167352797e-11,2.1520779357928705e-05,2.3437884869175347e-06,0.007405640240637946,0.0036020777955967794,0.0002713478237495135,2.659877334110153e-07,1.0494875584619538e-08,4.710329213980645e-09,2.70031008906432e-12,4.957445060111384e-08,1.567519808108916e-05,6.780051892129202e-06,0.00022029089485107965,3.708789313642919e-06,7.103949342860993e-09,4.789430160811376e-09,1.617790770707804e-08,4.626967368191152e-10,1.372607195026236e-10,1.0505544176246799e-05,3.0232974202615144e-11,2.493560188222996e-07,6.583282688770845e-13,1.516818391957134e-07,1.5009824680659943e-13,8.38157201793262e-15,2.4275775949638094e-22
7.265051751491838e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4407830819572336,0.10353756184718813,0.018305148543468458,4.743587786390265e-06,0.00010670095477631205,0.011127087172408422,0.005268162234707394,5.536753254912458e-05,1.9492546258845237e-12,0.002303760702031417,4.7787031410797366e-11,0.00041856456015852234,2.5042638337491776e-09,5.369234076111584e-06,4.008013096328766e-10,2.5996211942863754e-11,2.151993388592207e-05,2.3586815530415587e-06,0.007404060276497415,0.0036039790843976228,0.0002717599536342147,2.665332346993515e-07,1.0491333874593184e-08,4.711903838812252e-09,2.7029813124195016e-12,4.967710851269611e-08,1.568384567796774e-05,6.8067808087097345e-06,0.00022115227086992673,3.7323575782919334e-06,7.106318940671955e-09,4.814712912932764e-09,1.6246087928063054e-08,4.6476979245334153e-10,1.3801164888538305e-10,1.0502797255096961e-05,3.037073903904033e-11,2.510215861117429e-07,6.625090114123824e-13,1.5191378151371835e-07,1.513907758535691e-13,8.453751012776904e-15,2.46314667487447e-22
7.287354941194504e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4407814738131823,0.10351589951717755,0.018292801469371955,4.782547422962893e-06,0.00010726437450496912,0.011170347571903024,0.005290297524747065,5.545108236733312e-05,1.9702304935177612e-12,0.0023045269669079993,4.793895357918741e-11,0.0004187165961423421,2.5086589577196262e-09,5.3867328880528255e-06,4.026328986911802e-10,2.6132298046072936e-11,2.1519033878785938e-05,2.373598174604252e-06,0.007402481037944277,0.0036058553907851415,0.00027217141370865314,2.6707664390849e-07,1.0487744674550747e-08,4.713456612996069e-09,2.70564571173769e-12,4.9779869737594683e-08,1.569253917060457e-05,6.833516204556722e-06,0.00022201381340658782,3.7559631251891675e-06,7.1086567260933495e-09,4.840041045990617e-09,1.6314290355743554e-08,4.668419928413594e-10,1.3876400987596468e-10,1.0500039031171125e-05,3.050849249276317e-11,2.5269012215393404e-07,6.666963765848094e-13,1.5214353991914045e-07,1.5268954259088304e-13,8.526278357071955e-15,2.499083067889773e-22
7.30965813089717e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4407798902636375,0.10349424114125504,0.018280462728353247,4.821675585049023e-06,0.00010782881234766804,0.011213615751627739,0.005312439781760323,5.5533841104083516e-05,1.9913599181449096e-12,0.00230528288845646,4.8089919134468895e-11,0.000418868505617074,2.5130205203814443e-09,5.404169805490805e-06,4.044661215730318e-10,2.6268472026947583e-11,2.151808001936176e-05,2.388538137628724e-06,0.0074009025227922175,0.00360770683150442,0.0002725822068069887,2.6761796301973436e-07,1.048410850476904e-08,4.714987725186965e-09,2.70830338821688e-12,4.988273540501662e-08,1.570127860777852e-05,6.860257979780659e-06,0.00022287551955477177,3.7796056156799637e-06,7.110962985133742e-09,4.865414461064007e-09,1.6382514685106995e-08,4.689133088518365e-10,1.3951779840739186e-10,1.0497269663984391e-05,3.064623352385686e-11,2.543616011838958e-07,6.708903047507333e-13,1.5237112762989567e-07,1.5399454784075425e-13,8.599154096747427e-15,2.5353887514835007e-22
7.331961320599837e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.440778331195039,0.1034725867214301,0.01826813231350611,4.860972150125538e-06,0.00010839426608570301,0.011256891563873557,0.005334588905458894,5.561581355265269e-05,2.0126434528916568e-12,0.0023060285588511324,4.823992938523907e-11,0.00041902028836179634,2.517348717020192e-09,5.421544808451332e-06,4.0630096945285985e-10,2.6404732447511954e-11,2.1517072977275597e-05,2.40350122938704e-06,0.007399324728873149,0.003609533522410522,0.000272992335742548,2.681571940136299e-07,1.048042588016616e-08,4.7164973622354095e-09,2.7109544422551875e-12,4.9985706640876874e-08,1.5710064038465737e-05,6.887006035360066e-06,0.00022373738643397908,3.8032847130862237e-06,7.113238001022871e-09,4.89083305913778e-09,1.645076061383646e-08,4.709837115016818e-10,1.4027301042808757e-10,1.0494489309760693e-05,3.078396110425015e-11,2.5603599757942733e-07,6.750907366173635e-13,1.5259655783885295e-07,1.5530579233013642e-13,8.672378272413105e-15,2.5720656994156097e-22
7.354264510302503e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4407767964946835,0.10345093625972081,0.01825581021793794,4.900436993204633e-06,0.00010896073349783699,0.011300174862220737,0.005356744796428841,5.569700449688335e-05,2.034081650238527e-12,0.002306764069376208,4.8388985715190584e-11,0.0004191719441606996,2.5216437426402068e-09,5.438857879798148e-06,4.0813743356129536e-10,2.654107788176302e-11,2.1516013409192914e-05,2.41848723839827e-06,0.007397747654037033,0.003611335578476934,0.00027340180330804985,2.686943388698586e-07,1.0476697310361122e-08,4.717985709206695e-09,2.7135989734600687e-12,5.008878456787451e-08,1.5718895511848867e-05,6.913760273133303e-06,0.0002245994111892535,3.827000082703318e-06,7.115482054241532e-09,4.91629674109784e-09,1.651902784228458e-08,4.730531719550993e-10,1.410296419018134e-10,1.0491698121505683e-05,3.092167421760853e-11,2.57713285861068e-07,6.792976132421739e-13,1.5281984371263873e-07,1.566232766910487e-13,8.74595091937707e-15,2.6091158816651106e-22
7.376567700005169e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4407752860507175,0.10342928975815373,0.018243496434769614,4.940069986847156e-06,0.00010952821236020101,0.011343465501526508,0.005378907356122153,5.577741871076066e-05,2.0556750620177436e-12,0.0023074895104352533,4.853708958159078e-11,0.0004193234728030309,2.525905791945278e-09,5.456109005185671e-06,4.0997550518472013e-10,2.667750691558653e-11,2.1514901959068825e-05,2.433495954426415e-06,0.007396171296151704,0.0036131131138039327,0.00027381061227582697,2.692293995671341e-07,1.0472923299732693e-08,4.71945294939994e-09,2.7162370806574045e-12,5.0191970305566865e-08,1.5727773077325995e-05,6.940520595790419e-06,0.00022546159099093673,3.850751391796814e-06,7.1176954225511315e-09,4.941805407726576e-09,1.6587316073447712e-08,4.75121661522647e-10,1.4178768880760576e-10,1.0488896249077959e-05,3.1059371859216115e-11,2.5939344069204215e-07,6.835108760322965e-13,1.5304099839047466e-07,1.5794700146090023e-13,8.81987206766378e-15,2.646541264363586e-22
7.398870889707836e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44077379975212805,0.1034076472187637,0.018231190957135497,4.97987100117583e-06,0.00011009670044619583,0.011386763337912902,0.0054010764868484525,5.585706095800049e-05,2.077424239410121e-12,0.0023082049715606205,4.8684242513777614e-11,0.00041947487408304144,2.530135059319822e-09,5.47329817301243e-06,4.1181517566482015e-10,2.6814018146673135e-11,2.1513739258394008e-05,2.4485271684782215e-06,0.0073945956531027025,0.003614866241626848,0.00027421876539804557,2.6976237808310335e-07,1.046910434747766e-08,4.720899264366878e-09,2.718868861900511e-12,5.029526497044412e-08,1.5736696784519494e-05,6.967286906865133e-06,0.00022632392303442543,3.874538309599019e-06,7.11987838102286e-09,4.967358959698346e-09,1.6655625012940443e-08,4.771891516603061e-10,1.425471471397161e-10,1.0486083839258785e-05,3.1197053035859014e-11,2.6107643687818713e-07,6.877304667438758e-13,1.5326003498304558e-07,1.5927696708281217e-13,8.894141742032108e-15,2.684343809729339e-22
7.421174079410502e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4407723374887358,0.10338600864359412,0.018218893778183275,5.019839903888436e-06,0.00011066619552639668,0.011430068228754725,0.005423252091766789,5.593593599164852e-05,2.0993297329420235e-12,0.0023089105414227373,4.8830446111671696e-11,0.00041962614779993097,2.534331738810541e-09,5.490425374375185e-06,4.136564363981442e-10,2.695061018443491e-11,2.1512525926436177e-05,2.46358067280088e-06,0.007393020722793121,0.0036165950743242557,0.00027462626540692103,2.7029327639424645e-07,1.0465240947668206e-08,4.722324833930407e-09,2.7214944144790345e-12,5.0398669676002004e-08,1.57456666832847e-05,6.994059110726887e-06,0.00022718640453993095,3.898360507305334e-06,7.122031202066542e-09,4.992957297575163e-09,1.6723954368970364e-08,4.792556139685525e-10,1.4330801290754703e-10,1.0483261035820229e-05,3.133471676570945e-11,2.627622493678637e-07,6.919563274813994e-13,1.5347696657139903e-07,1.606131739059396e-13,8.968759961993271e-15,2.722525476002053e-22
7.443477269113168e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4407708991511866,0.10336437403469645,0.018206604891073945,5.059976560270866e-06,0.00011123669536846001,0.01147338003266767,0.005445434074877493,5.6014048553690754e-05,2.121392092482346e-12,0.0023096063078392967,4.897570204430491e-11,0.00041977729375779514,2.538496024108561e-09,5.507490603023738e-06,4.1549927883566523e-10,2.708728164992203e-11,2.1511262570477352e-05,2.4786562608796135e-06,0.007391446503143413,0.00361829972342607,0.00027503311501493155,2.708220964757838e-07,1.0461333589308734e-08,4.723729836202919e-09,2.7241138349277393e-12,5.050218553281448e-08,1.575468282371842e-05,7.020837112572957e-06,0.0002280490327522417,3.9222176580704475e-06,7.124154155459128e-09,5.018600321802427e-09,1.6792303852313036e-08,4.813210201914363e-10,1.4407028213559315e-10,1.048042797959182e-05,3.147236207821102e-11,2.6445085325184956e-07,6.961884006969933e-13,1.5369180620587467e-07,1.6195562218579095e-13,9.043726741828707e-15,2.7610882173781956e-22
7.465780458815835e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4407694846309438,0.10334274339413048,0.018194324288981698,5.10028083321014e-06,0.00011180819773703326,0.01151669860949651,0.005467622341014151,5.609140337467446e-05,2.1436118672395557e-12,0.0023102923577843298,4.912001204836524e-11,0.0004199283117655719,2.542628108532044e-09,5.5244938553163995e-06,4.1734369448234587e-10,2.722403117573972e-11,2.150994978604683e-05,2.4937537274351608e-06,0.007389872992091254,0.0036199802996215525,0.00027543931691502774,2.71348840301582e-07,1.0457382756391918e-08,4.725114447604435e-09,2.726727219035216e-12,5.060581364860499e-08,1.57637452561673e-05,7.047620818420685e-06,0.0002289118049404883,3.946109437004354e-06,7.126247508372852e-09,5.044287932704807e-09,1.6860673176287365e-08,4.833853422156648e-10,1.4483395086337633e-10,1.0477584808525758e-05,3.1609988013965026e-11,2.66142223763217e-07,7.004266291896898e-13,1.5390456690506356e-07,1.6330431208454761e-13,9.119042090607898e-15,2.8000339839468747e-22
7.488083648518501e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44076809382028015,0.10332111672396405,0.01818205196509385,5.140752583207303e-06,0.00011238070039366675,0.011560023820303465,0.005489816795835651,5.616800517333983e-05,2.1659896057587708e-12,0.0023109687773971758,4.9263377926758124e-11,0.0004200792016369884,2.5467281850092516e-09,5.541435130176141e-06,4.191896748967092e-10,2.7360857405965465e-11,2.15085881571501e-05,2.5088728684211533e-06,0.007388300187591366,0.0036216369127672478,0.0002758448737808397,2.718735098440651e-07,1.045338892795409e-08,4.726478842880507e-09,2.7293346618524657e-12,5.070955512831723e-08,1.5772854031235994e-05,7.0744101350997614e-06,0.00022977471839791068,3.970035521168201e-06,7.1283115254030485e-09,5.070020030482216e-09,1.6929062056731083e-08,4.854485520696966e-10,1.4559901514538764e-10,1.0474731657760646e-05,3.174759362461783e-11,2.678363362771937e-07,7.046709561046643e-13,1.5411526165479656e-07,1.646592436713809e-13,9.194706012206097e-15,2.8393647216263928e-22
7.510386838221168e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4407667266122708,0.1032994940262731,0.018169787912610785,5.181391668390263e-06,0.00011295420109672825,0.011603355527356677,0.005512017345818304,5.624385865626212e-05,2.1885258559188854e-12,0.002311635651991345,4.940580154718419e-11,0.0004202299631905086,2.5507964460620694e-09,5.558314429047364e-06,4.210372116904133e-10,2.7497758996066518e-11,2.1507178256493604e-05,2.524013481021396e-06,0.007386728087615355,0.003623269671894821,0.0002762497882668813,2.723961070741257e-07,1.044935257812999e-08,4.727823195119914e-09,2.7319362577014126e-12,5.081341107418505e-08,1.5782009199795303e-05,7.1012049702446145e-06,0.00023063777044162815,3.9939955895699915e-06,7.1303464685956525e-09,5.095796515205916e-09,1.6997470211976627e-08,4.87510621922835e-10,1.4636547105102291e-10,1.047186865968385e-05,3.188517797274922e-11,2.6953316631100917e-07,7.08921324932449e-13,1.5432390340716145e-07,1.660204169227686e-13,9.270718505321974e-15,2.8790823721013485e-22
7.5549932176265e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44076406258048034,0.10325626055666137,0.018145284594725336,5.2631712650356915e-06,0.00011410418765920319,0.011690037885235989,0.005556436361213052,5.6393339438302736e-05,2.234076079329399e-12,0.0023129411033007198,4.9687829800537247e-11,0.0004205311006410868,2.558838289855531e-09,5.591887116955998e-06,4.2473692112563684e-10,2.7771782934219964e-11,2.1504215875541953e-05,2.5543583159334173e-06,0.007383585993204877,0.003626464060144156,0.0002770577006233312,2.73435092472371e-07,1.0441154186676347e-08,4.730452454664176e-09,2.7371222821867427e-12,5.102147076018599e-08,1.5800458922246377e-05,7.154810830447982e-06,0.00023236427967446443,4.042016404826323e-06,7.13433016906664e-09,5.1474822451115086e-09,1.7134343232533708e-08,4.916312310024819e-10,1.47902542084918e-10,1.0466113637749455e-05,3.2160279185768146e-11,2.7293488171600957e-07,7.174399640103479e-13,1.5473507955379224e-07,1.6876148786353286e-13,9.423789175123805e-15,2.959686156633726e-22
7.5951389590913e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44076174461643064,0.10321736404086544,0.01812325982888365,5.337343716951511e-06,0.00011514256632811098,0.011768072867053378,0.005596433398752737,5.652535985751726e-05,2.2756188727919558e-12,0.0023140842047794166,4.9938452720379184e-11,0.00042080168377337147,2.565969063020265e-09,5.62189064281751e-06,4.28071899355917e-10,2.801864895127642e-11,2.1501390165033433e-05,2.5817400907079617e-06,0.007380760497698441,0.003629258506016006,0.00027778265105107787,2.7436311175999045e-07,1.043363486928641e-08,4.732751944187609e-09,2.741770639197029e-12,5.12091269563949e-08,1.5817222854251096e-05,7.203074067383731e-06,0.00023391858551540654,4.085348184158412e-06,7.137818644566561e-09,5.194150200131493e-09,1.7257592095405186e-08,4.953356040256794e-10,1.4929062623943652e-10,1.0460901714108588e-05,3.240778837542263e-11,2.7600547678827146e-07,7.251268426607253e-13,1.5509824604608907e-07,1.712497960802846e-13,9.562744774114379e-15,3.0335721945787354e-22
7.6352847005561e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44075950149794957,0.10317848042853613,0.0181012617572346,5.412056021348076e-06,0.00011618414365157696,0.011846126808626895,0.005636448766680795,5.665502833866941e-05,2.3176837338382043e-12,0.002315197670363284,5.018605458549798e-11,0.00042107184854342397,2.572999728087755e-09,5.651693499750868e-06,4.314117921841533e-10,2.8265738736068117e-11,2.1498416467242382e-05,2.6091883352323412e-06,0.007377937254058989,0.0036319773236400685,0.00027850556059865405,2.752844473279635e-07,1.0425984937963769e-08,4.734989112252391e-09,2.7464014864800517e-12,5.139717104826335e-08,1.5834137905292747e-05,7.25135378367018e-06,0.0002354732997193934,4.128785168847803e-06,7.1412168824868664e-09,5.240960408494608e-09,1.7380899139659265e-08,4.990358569661845e-10,1.506831588005789e-10,1.0455659824623608e-05,3.265521458387116e-11,2.7908450233952835e-07,7.328324339688092e-13,1.5545496061750502e-07,1.7375832272093175e-13,9.70282948983865e-15,3.108741827028669e-22
7.675430442020899e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44075733262947164,0.10313960973206232,0.018079290340585176,5.487307266680057e-06,0.0001172289064309012,0.011924198948833082,0.005676481948116769,5.67823718470964e-05,2.3602738332444597e-12,0.002316281968870595,5.0430648449728955e-11,0.000421341594056985,2.5799313911384507e-09,5.681295781887178e-06,4.3475655255611826e-10,2.8513044848346355e-11,2.1495297741823272e-05,2.6367019107698437e-06,0.007375116251046938,0.0036346211200669965,0.0002792264440818632,2.761991106045564e-07,1.041820698760149e-08,4.737164910663778e-09,2.751015348844913e-12,5.158560937497204e-08,1.585120438268393e-05,7.2996494687524065e-06,0.00023702840747386134,4.172325556641445e-06,7.144526322403266e-09,5.2879122822875006e-09,1.7504262809720163e-08,5.027318324913037e-10,1.5208011737598948e-10,1.0450388649627468e-05,3.2902552725071206e-11,2.8217182069509856e-07,7.405564207451709e-13,1.55805297464979e-07,1.7628706433787685e-13,9.844043129833972e-15,3.185206216730599e-22
7.715576183485699e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4407552374232679,0.10310075196391173,0.018057345539873596,5.563096517485651e-06,0.00011827684142794623,0.012002288538329575,0.0057165324341617064,5.69074171952815e-05,2.403392334578328e-12,0.0023173375611220933,5.067224793931256e-11,0.0004216109194654417,2.5867651528207676e-09,5.710697606596837e-06,4.3810613394277575e-10,2.8760559960947695e-11,2.149203684639826e-05,2.6642796912480487e-06,0.007372297477587686,0.003637190494286069,0.00027994531613118,2.7710711299578806e-07,1.0410303565779135e-08,4.739280275176395e-09,2.7556127440929915e-12,5.1774448252574744e-08,1.586842259712695e-05,7.347960619941717e-06,0.00023858389419939918,4.21596756532881e-06,7.147748379211779e-09,5.3350052319701695e-09,1.7627681574358495e-08,5.06423374676903e-10,1.5348147972493047e-10,1.0445088845090441e-05,3.3149797819195976e-11,2.8526729565366067e-07,7.482984893538641e-13,1.5614933036219347e-07,1.7883601653526102e-13,9.986385448681014e-15,3.262976477171921e-22
7.755721924950498e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4407532152993139,0.1030619071366293,0.018035427316168067,5.6394228146156444e-06,0.0001193279353638945,0.012080394839357089,0.005756599723762922,5.703019103769209e-05,2.4470423941513046e-12,0.002318364900091628,5.091086722877488e-11,0.00042187982396489437,2.593502108109653e-09,5.739899113776259e-06,4.4146049033288866e-10,2.900827685828691e-11,2.1488636540165163e-05,2.691920563192458e-06,0.0073694809227688365,0.0036396860373600908,0.0002806621911951585,2.780084658841356e-07,1.0402277173690694e-08,4.741336125795136e-09,2.760194183163147e-12,5.1963693975195854e-08,1.588579286284436e-05,7.396286742284373e-06,0.00024013974554579779,4.25970943263689e-06,7.150884443595761e-09,5.382238666318944e-09,1.7751153926276185e-08,5.10110328991301e-10,1.5488722375714553e-10,1.0439761043585208e-05,3.339694499068466e-11,2.8837079248201394e-07,7.560583296933787e-13,1.564871326454141e-07,1.8140517397472891e-13,1.0129856148325823e-14,3.342063671487647e-22
7.795867666415298e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4407512656851609,0.10302307526283586,0.018013535630665427,5.716285175459863e-06,0.00012038217491807472,0.012158517125545136,0.0057966833235813635,5.715071986591226e-05,2.4912271609727145e-12,0.0023193644310536016,5.1146521017361106e-11,0.0004221483067952374,2.6001433460780893e-09,5.768900465154144e-06,4.448195762257396e-10,2.925618843486167e-11,2.1485099487386125e-05,2.7196234256575584e-06,0.00736666657583747,0.003642108332557746,0.0002813770835437486,2.7890318062739443e-07,1.0394130267050684e-08,4.743333367069713e-09,2.764760170274095e-12,5.215335281620727e-08,1.5903315497705567e-05,7.444627348432721e-06,0.00024169594738817512,4.3035494161210716e-06,7.153935882482892e-09,5.42961199237254e-09,1.787467838169909e-08,5.137925422794659e-10,1.5629732753171998e-10,1.0434405855213427e-05,3.364398946634315e-11,2.914821779094269e-07,7.638356351768742e-13,1.5681877720013926e-07,1.8399453038115963e-13,1.0274454878400065e-14,3.422478811393076e-22
7.836013407880098e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44074938801580943,0.10298425635522655,0.01799167044468992,5.793682594171061e-06,0.00012143954672685286,0.012236654681721427,0.005836782747861444,5.72690300040541e-05,2.5359497767049434e-12,0.0023203365917273547,5.1379224506008035e-11,0.0004224163672392527,2.606689949680695e-09,5.797701843616353e-06,4.48183346623989e-10,2.950428769376902e-11,2.1481428260762637e-05,2.7473871901554336e-06,0.007363854426197455,0.0036444579554835064,0.00028209000727154267,2.7979126855751607e-07,1.0385865256982159e-08,4.745272888383154e-09,2.76931120306398e-12,5.2343431029384634e-08,1.5920990823349904e-05,7.492981958518741e-06,0.00024325248582317431,4.347485793052272e-06,7.156904039492716e-09,5.477124615380966e-09,1.7998253479977203e-08,5.174698627473692e-10,1.5771176925594152e-10,1.0429023868496018e-05,3.3890926573467804e-11,2.946013201216047e-07,7.716301027117826e-13,1.571443364485177e-07,1.866040785483492e-13,1.0420181236538045e-14,3.5042328561299087e-22
7.876159149344897e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44074758173358497,0.10294545042656937,0.017969831719691944,5.8716140418862635e-06,0.00012250003738258755,0.012314806803724857,0.005876897518303352,5.738514760444509e-05,2.5812133756199492e-12,0.0023212818124184733,5.1608993374862825e-11,0.00042268400462171707,2.61314299554945e-09,5.826303452549421e-06,4.5155175702665595e-10,2.9752567745234107e-11,2.1477625344697423e-05,2.775210780582069e-06,0.007361044463406817,0.0036467354742050827,0.0002828009763009465,2.806727409794887e-07,1.037748451088618e-08,4.7471555642341416e-09,2.773847772727054e-12,5.253393485004053e-08,1.5938819165305997e-05,7.5413501000299496e-06,0.00024480934716523414,4.391516860300334e-06,7.159790235374596e-09,5.524775938757355e-09,1.812187778319288e-08,5.211421399464477e-10,1.5913052728418338e-10,1.0423615651227597e-05,3.413775173798692e-11,2.9772808875428036e-07,7.794414326787458e-13,1.5746388233752776e-07,1.8923381034464715e-13,1.0567034768691594e-14,3.587336711428475e-22
7.916304890809697e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44074584628801555,0.1029066574897036,0.01794801941724677,5.950078466945607e-06,0.0001235636334326462,0.012392972798221998,0.005917027163937751,5.749909864357726e-05,2.627021084557031e-12,0.0023222005161571595,5.183584376133567e-11,0.00042295121830852406,2.619503553800967e-09,5.8547055152018884e-06,4.549247634222009e-10,3.000102180515135e-11,2.1473693138448523e-05,2.803093133141533e-06,0.007358236677175153,0.0036489414493785202,0.00028351000438526727,2.815476091704107e-07,1.0368990353290406e-08,4.748982254513479e-09,2.7783703641477884e-12,5.272487049613966e-08,1.5956800853107836e-05,7.589731307687465e-06,0.00024636651794292995,4.4356409342139825e-06,7.162595768436392e-09,5.572565364032596e-09,1.8245549875776016e-08,5.248092247583956e-10,1.6055358011678038e-10,1.0418181751297182e-05,3.438446048265619e-11,3.0086235488645796e-07,7.872693289099402e-13,1.5777748632787543e-07,1.9188371671856648e-13,1.0715014969443669e-14,3.67180122849689e-22
7.956450632274497e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44074418113571273,0.10286787755753828,0.017926233499053413,6.029074795108718e-06,0.00012463032137847933,0.012471151982527046,0.005957171221002809,5.761090891830742e-05,2.673376022881811e-12,0.0023230931188337246,5.2059792238680576e-11,0.0004232180077058181,2.625772687854704e-09,5.882908274062956e-06,4.583023222817307e-10,3.024964319363821e-11,2.1469633959179044e-05,2.8310331962680684e-06,0.007355431057361085,0.0036510764343709824,0.0002842171051117296,2.824158843785077e-07,1.0360385066680962e-08,4.750753804774927e-09,2.7828794560323633e-12,5.291624416939469e-08,1.597493622040769e-05,7.638125123326448e-06,0.00024792398489538307,4.4798563504976525e-06,7.16532191496434e-09,5.620492290812443e-09,1.836926836412651e-08,5.284709693801247e-10,1.6198090639889956e-10,1.0412722697476556e-05,3.463104842527817e-11,3.0400399103332545e-07,7.951134986668912e-13,1.5808521938358472e-07,1.945537877043435e-13,1.0864121282318418e-14,3.757637203022781e-22
7.996596373739296e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44074258574025377,0.10282911064305071,0.017904473926933367,6.1086019297686815e-06,0.0001257000876747519,0.012549343684425049,0.005997329232823515,5.772060404229937e-05,2.7202813024464114e-12,0.002323960029331287,5.2280855795097736e-11,0.00042348437225914437,2.6319514542617713e-09,5.910911990257972e-06,4.616843905523243e-10,3.0498425333601805e-11,2.1465450044906078e-05,2.8590299305463227e-06,0.007352627593969754,0.0036531409753812827,0.00028492229190442463,2.832775778221571e-07,1.0351670892318012e-08,4.752471046500374e-09,2.7873755210374563e-12,5.310806205634063e-08,1.599322560508606e-05,7.686531095778647e-06,0.00024948173496873715,4.524161464085282e-06,7.167969929634193e-09,5.668556116737234e-09,1.8493031876244072e-08,5.321272273087784e-10,1.6341248491944053e-10,1.0407239000177719e-05,3.487751127692974e-11,3.071528711388573e-07,8.02973652617749e-13,1.583871519622545e-07,1.9724401242745094e-13,1.1014353100089145e-14,3.8448553741879004e-22
