Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),CO2X(24),COX(50),CHOX(53),H2OX(23)
0.0,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.305033531594134e-24,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,-2.1846352375533866e-119,1.3111129442296081e-65,2.970007269282657e-36,3.675160550738259e-88,1.797066844862686e-54,1.2498642903363173e-131,5.564692090377849e-20,-6.543848471278231e-106,5.564692090377849e-20,2.5940902907334476e-72,1.1178337353962694e-73,8.245544454869304e-112,9.560689985489665e-113,5.334634238317761e-54,1.2177768469877479e-85,3.0390311159895404e-18,8.998030998167262e-20,3.602213534585661e-22,9.008783565416967e-38,3.335798334090026e-37,3.60221353448713e-22,4.924244222589528e-33,1.4687535007284034e-40,2.2059362688668268e-44,2.784613338254344e-75,2.1456307284502586e-52,1.3728384705468157e-77,-8.947973628236796e-107,1.4521179818330068e-105,-1.3964508280861243e-107,3.3174158799093106e-54
1.7654093888463576e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,3.957799608126503e-117,2.9329134275464598e-64,1.7938844035116988e-35,4.061166978767008e-86,2.715727438874773e-53,4.509886574211786e-129,1.5581137853057977e-19,1.2632996837692161e-104,1.558113785305797e-19,7.315749733863685e-71,3.5146481207680454e-72,1.6483306052202063e-109,1.9112355765397383e-110,6.333277765502128e-53,6.3037329148719715e-84,8.50928712477071e-18,2.5194486794868334e-19,1.0086197896999578e-21,5.441305271420445e-37,2.0148221937883227e-36,1.0086197896404453e-21,2.9742434247342614e-32,1.7437041092313287e-39,2.6188956398816855e-43,1.6940213408278416e-73,2.5472928175454814e-51,8.351646141001796e-76,9.055609653620752e-105,2.9028653291987224e-103,1.4132488669355643e-105,3.938436131228292e-53
4.035221460220246e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996531,0.022821567693054285,1.670766761236332e-114,5.794948187057293e-63,8.636781332048564e-35,3.67426250537993e-84,2.9214556545954072e-52,1.632932969931312e-126,3.5614029378418233e-19,1.3339110546618414e-102,3.561402937841821e-19,1.5913353643561838e-69,7.840986610835095e-71,2.9841539661922667e-107,3.4601197162705666e-108,6.218049661274152e-52,2.7526054756533174e-82,1.944979914233304e-17,5.758739838827048e-19,2.3054166622466328e-21,2.619754257686146e-36,9.70050155550299e-36,2.3054166619601055e-21,1.4319700913643212e-31,1.7119789352653931e-38,2.5712644295870182e-42,7.647672381820395e-72,2.5009472289425567e-50,3.770332069715196e-74,1.8963962464839258e-102,5.2553759894952815e-101,2.9595796968208364e-103,3.866779945282161e-52
8.574845602968022e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996528,0.022821567693054285,5.374089798043008e-112,1.0311805152210611e-61,3.771909431396033e-34,2.780773713800401e-82,2.685321069192534e-51,4.951393094606356e-124,7.567981242913874e-19,1.0543455180714832e-100,7.567981242913862e-19,2.950067574178432e-68,1.4685300119261487e-69,4.521856223350317e-105,5.243081975591488e-106,5.499794499827113e-51,1.0248367311498847e-80,4.1330823177457633e-17,1.2237322157507477e-18,4.899010407595549e-21,1.1441155095662758e-35,4.236463884262496e-35,4.899010406344209e-21,6.253788834186814e-31,1.5142258042253578e-37,2.274284796396263e-41,2.8876537292339298e-70,2.2120595647110292e-49,1.4236054869274794e-72,3.0476556093159923e-100,7.963414385862256e-99,4.756273740584657e-101,3.420123066437022e-51
1.7654093888463574e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999998,0.11866996602996524,0.022821567693054285,1.5373187264151025e-109,1.7392370197909963e-60,1.574698033639976e-33,1.9319217935103705e-80,2.2973487104297466e-50,1.3772103366500255e-121,1.5581137853057976e-18,7.472827642309833e-99,1.5581137853057924e-18,5.070412414536245e-67,2.5365203896644884e-68,6.286805945732733e-103,7.289537152420763e-104,4.622908650454943e-50,3.531481120117827e-79,8.509287124770657e-17,2.519448679486833e-18,1.0086197899315644e-20,4.7764570172089605e-35,1.7686402767058782e-34,1.0086197894091545e-20,2.610833091165542e-30,1.2727977305257613e-36,1.911724762197449e-40,1.0018877115349932e-68,1.8593694567734335e-48,4.939147631206573e-71,4.3573890673468104e-98,1.1071656955886584e-96,6.80028778729871e-99,2.874819506339417e-50
3.581259045945468e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999997,0.11866996602996516,0.022821567693054285,4.157194874489247e-107,2.856702306170532e-59,6.433156065037742e-33,1.2876852473304862e-78,1.8994923401522983e-49,3.673513341904752e-119,3.160745107334619e-18,5.028870425801387e-97,3.1607451073345965e-18,8.403836730644308e-66,4.214466536661746e-67,8.383287675511149e-101,9.720402935483493e-102,3.790139792850977e-49,1.1724764532817236e-77,1.7261696738820348e-16,5.1108816069590024e-18,2.0460572886844887e-20,1.9513385307019773e-34,7.225472623329759e-34,2.0460572865502737e-20,1.0666099832720386e-29,1.0435159918365665e-35,1.5674316790657958e-39,3.336880830029332e-67,1.5244235929404357e-47,1.6449416233300234e-69,5.890398421534439e-96,1.4763758592955957e-94,9.192753713714025e-97,2.356950706021883e-49
7.21295836014369e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999955,0.11866996602996498,0.02282156769305428,1.0936823303179588e-104,4.6308377245492934e-58,2.600385174500188e-32,8.409960161616571e-77,1.5446356250410024e-48,9.599039263685944e-117,6.366007751392262e-18,3.299625826562789e-95,6.36600775139217e-18,1.3683469563341274e-64,6.870644041077705e-66,1.0952078458480039e-98,1.2698909988166435e-99,3.069353432735275e-48,3.8236454885530345e-76,3.4766515966919347e-16,1.0293747461903335e-17,4.120932287825962e-20,7.88762222994311e-34,2.9206515596162948e-33,4.120932279199118e-20,4.3114038534776195e-29,8.450655166256583e-35,1.269483218196914e-38,1.08932867100235e-65,1.234518030588545e-46,5.369358496114397e-68,7.747481208368983e-94,1.9287640923588237e-92,1.209097956493526e-94,1.9087197662373467e-48
1.4476356988540132e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999992,0.11866996602996462,0.022821567693054278,2.838603636857834e-102,7.457821407294778e-57,1.0456039529813295e-31,5.437907721936893e-75,1.2458045898631278e-47,2.482999281495215e-114,1.277653303950755e-17,2.138108430171296e-93,1.2776533039507187e-17,2.208517504275417e-63,1.1096108187696247e-64,1.4164407000070272e-96,1.6423597603631583e-97,2.470482609971203e-47,1.2367641536794465e-74,6.977615442311581e-16,2.065947917179199e-17,8.270682292651431e-20,3.171578124529166e-33,1.1743811465478646e-32,8.270682257963235e-20,1.7335931213305752e-28,6.8018097743963655e-34,1.0220101201095726e-37,3.52126658833451e-64,9.936479650929346e-46,1.7352806963660005e-66,1.0053598025816247e-91,2.494485381223012e-90,1.568998310783273e-92,1.536303684787402e-47
2.9003154245333017e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999985,0.11866996602996391,0.022821567693054268,7.319195445563527e-100,1.1971454597691332e-55,4.193343609715775e-31,3.499244173393298e-73,1.0006979963367076e-46,6.3915142151961595e-112,2.5597583615738136e-17,1.3768819759442901e-91,2.5597583615736684e-17,3.5490283400949274e-62,1.783666890166908e-63,1.823002703432725e-94,2.1137674757563192e-95,1.982406611994563e-46,3.9891753277151394e-73,1.3979543133550254e-15,4.1390942591569213e-17,1.6570182328472627e-19,1.2719446135745737e-32,4.7097936518078546e-32,1.6570182189357177e-19,6.95245646665735e-28,5.458003609082751e-33,8.20451159943779e-37,1.1328654381949125e-62,7.973406419254514e-45,5.580382156597926e-65,1.2961015550262265e-89,3.210479332281955e-88,2.0227396985514334e-90,1.2327868931148841e-46
5.8056748758918786e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999705,0.11866996602996248,0.022821567693054247,1.8816330370224803e-97,1.918554062310355e-54,1.6795279649124836e-30,2.2470238770959856e-71,8.021833056275246e-46,1.6417536534470913e-109,5.123968476819935e-17,8.839319231661864e-90,5.123968476819354e-17,5.6907937984248266e-61,2.860515883913962e-62,2.3413047488115002e-92,2.7147375147024104e-93,1.5883375125431977e-45,1.2881969672244886e-71,2.7983398516025134e-15,8.285386943112332e-17,3.3169182504797505e-19,5.094412348196975e-32,1.8863740755231796e-31,3.3169181947607907e-19,2.784587085748698e-27,4.3730120537646297e-32,6.579240256175698e-36,3.637201880714703e-61,6.38843958498694e-44,1.7901228085889715e-63,1.666002324523297e-87,4.1232580125149094e-86,2.6000193718463624e-88,9.877295876196882e-46
1.1616393778609032e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999416,0.11866996602995962,0.022821567693054205,4.833221682160416e-95,3.072185614655231e-53,6.722515129297753e-30,1.4423127506477231e-69,6.423972437868361e-45,4.215236568563972e-107,1.0252388707312194e-16,5.665907933928127e-88,1.0252388707309867e-16,9.115160118650968e-60,4.5821507580797045e-61,3.0056691122349266e-90,3.485066477738713e-91,1.27163553848923e-44,4.18319033949513e-70,5.599110928096502e-15,1.657797231102302e-16,6.636718327618868e-19,2.0390921539921907e-31,7.550412330612654e-31,6.636718104596076e-19,1.1145430012532783e-26,3.5010163522291278e-31,5.276434468415684e-35,1.167310231663141e-59,5.114654783836151e-43,5.735380910664236e-62,2.1396658151261674e-85,5.293266178538451e-84,3.339234798194779e-86,7.907840957094814e-45
2.323783158404334e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999884,0.11866996602995392,0.022821567693054122,1.2425014645941155e-92,4.917495862105461e-52,2.6899027405503116e-29,9.267498152156915e-68,5.1417816192295925e-44,1.0833774036396228e-104,2.050922916829678e-16,3.628981561197397e-86,2.050922916828747e-16,1.4592172733927468e-58,7.335701970715353e-60,3.8625198745997743e-88,4.478582980002608e-89,1.0176945086390596e-43,1.375443716985804e-68,1.1200653081080526e-14,3.316314304684389e-16,1.3276318649402867e-18,8.1590212357019e-31,3.0211484156355185e-30,1.3276317757007201e-18,4.4594835859552975e-26,2.8017934529967842e-30,4.237222945754785e-34,3.750304235414069e-58,4.093308158884273e-42,1.836400277649168e-60,2.7502840292013164e-83,6.802261001294926e-82,4.292186790544615e-84,6.328673618853791e-44
4.6480707194911954e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679997684,0.11866996602994251,0.022821567693053955,3.203412447702703e-90,7.86958836583159e-51,1.0761530859746424e-28,5.972630664770586e-66,4.114467017271069e-43,2.7927223175661984e-102,4.102291009026622e-16,2.323444757604873e-84,4.1022910090228976e-16,2.3353811412449968e-57,1.1740525483617123e-58,4.978445368649104e-86,5.772496039434912e-87,8.143095931249862e-43,4.633559093892953e-67,2.2403737387032777e-14,6.633348451848357e-16,2.655551996306746e-18,3.2641370407587965e-30,1.208656088936532e-29,2.6555516392791704e-18,1.7839716672870868e-25,2.2417265841570752e-29,3.413579336593756e-33,1.2085376324084476e-56,3.275316262841133e-41,5.877947708410492e-59,3.5454257733356273e-81,8.76751078941561e-80,5.533113499373105e-82,5.063896439322871e-43
9.296645841664919e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679995375,0.1186699660299197,0.022821567693053622,8.311354808948541e-88,1.2592603084320983e-49,4.305097343935958e-28,3.873735293877902e-64,3.291990353345218e-42,7.244692266228348e-100,8.205027193420616e-16,1.4872916079644513e-82,8.205027193405718e-16,3.737116700626875e-56,1.8787539426436398e-57,6.457532342377263e-84,7.487493997690323e-85,6.515085108530854e-42,1.6307208839852414e-65,4.480990599887407e-14,1.326741674617547e-15,5.3113925271371155e-18,1.3057588906571047e-29,4.835017812999702e-29,5.311391098821002e-18,7.135570317266534e-25,1.793337377841253e-28,2.768171378997084e-32,3.919564738001267e-55,2.620578311937858e-40,1.881012114724293e-57,4.5994723508386206e-79,1.137232206980624e-77,7.178098658748272e-80,4.0514954062807874e-42
1.8593796086012365e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999076,0.11866996602987405,0.02282156769305296,2.1836691242615762e-85,2.0149128118759946e-48,1.7222167033687417e-27,2.544203209924949e-62,2.6337589884977315e-41,1.9030006860463992e-97,1.6410499562209032e-15,9.51958467321465e-81,1.6410499562149443e-15,5.9797922476269186e-55,3.0062146475312473e-56,8.481574193283051e-82,9.83436587037084e-83,5.21229920967523e-41,6.164162377099915e-64,8.962224322230385e-14,2.6535553334826408e-15,1.0623074661657861e-17,5.223230578899763e-29,1.9340858065472404e-28,1.0623068947444601e-17,2.8536267943226937e-24,1.434395434012813e-27,2.2739022758064083e-31,1.2874033147537343e-53,2.0966845483257144e-39,6.01828764768728e-56,6.042463080664005e-77,1.4936850037048716e-75,9.430090798338332e-78,3.2413399488699045e-41
3.7188096574707257e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767998153,0.11866996602978278,0.022821567693051634,5.875684459055375e-83,3.2239227598725993e-47,6.88986792359218e-27,1.711267827887592e-60,2.107073874897538e-40,5.118563820926493e-95,3.282144429978758e-15,6.092828085753252e-79,3.282144429954922e-15,9.567992022774043e-54,4.8100858883547095e-55,1.1407605842177037e-79,1.3227092793651587e-80,4.169912242484472e-40,2.577312541938873e-62,1.7924691766815217e-13,5.3071826512115136e-15,2.1246443225899183e-17,2.089320723683529e-28,7.7365004884423555e-28,2.1246420362853245e-17,1.1409003516907473e-23,1.1469958213262853e-26,1.913917603729522e-30,4.331205934315512e-52,1.677583119073442e-38,1.9250211626312176e-54,8.130078535480799e-75,2.0089866539298445e-73,1.2688127228096176e-75,2.593117112325124e-40
7.437669755209705e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679963073,0.11866996602960023,0.02282156769304898,1.6500386782379113e-80,5.158278878051686e-46,2.756663005493543e-26,1.2012196082541084e-58,1.6856857735418104e-39,1.4365132211129257e-92,6.564333377495153e-15,3.899504018812909e-77,6.5643333773998065e-15,1.5309046762221169e-52,7.696173863610647e-54,1.601007717412916e-77,1.8563647519834332e-78,3.335927621805759e-39,1.2112356774714223e-60,3.584962665558038e-13,1.0614437286663997e-14,4.249319756519577e-17,8.357255786481923e-28,3.0946315655131146e-27,4.2493106066330196e-17,4.559065516255444e-23,9.167323068862074e-26,1.68254826977217e-29,1.5210975460249517e-50,1.3423950667847273e-37,6.154401409560564e-53,1.1417425593173705e-72,2.819524994611266e-71,1.7818568052581236e-73,2.0744920751737854e-39
1.4875389950687662e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767992615,0.11866996602923512,0.022821567693043672,4.968732773791515e-78,8.253096669539072e-45,1.10321950979229e-25,9.040817612448055e-57,1.348559287687578e-38,4.321568050159292e-90,1.312871127253068e-14,2.4957126600143305e-75,1.3128711272149297e-14,2.449468237772503e-51,1.2313659275525327e-52,2.4087923676866876e-75,2.792989122555299e-76,2.668691114598125e-38,6.342587628310059e-59,7.169949643149273e-13,2.122894655754791e-14,8.498677532637732e-17,3.342829621361523e-27,1.2378588341847381e-26,8.498640896403349e-17,1.8199798957570174e-22,7.319936077369162e-25,1.5876119158075505e-28,5.729739401549489e-49,1.0744213003963667e-36,1.9657349514816668e-51,1.719468964230605e-70,4.2421092355948044e-69,2.683506122084282e-71,1.6595615335748946e-38
2.9750830341643574e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767985231,0.11866996602850491,0.02282156769303306,1.651144603836765e-75,1.3204350265845422e-43,4.41725431269749e-25,7.508488270718024e-55,1.0788516966251733e-37,1.4342955840008007e-87,2.6257467062612684e-14,1.5972657222991182e-73,2.6257467061087156e-14,3.9191657645867154e-50,1.9700885988894305e-51,3.998546737130939e-73,4.636305378932182e-74,2.1348523227333545e-37,3.599488144060122e-57,1.433992359768454e-12,4.245796509923154e-14,1.699742090809358e-16,1.3370634972978586e-26,4.9514472241199765e-26,1.6997274072332047e-16,7.250856837024911e-22,5.833741677603328e-24,1.654469062992099e-27,2.3823066867524237e-47,8.603334710962181e-36,6.266877085980658e-50,2.857850862757889e-68,7.041814378608579e-67,4.4602073850601493e-69,1.327586011311733e-37
5.95017111235554e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767970463,0.11866996602704448,0.02282156769301183,6.147053524695003e-73,2.112492587270704e-42,1.77035722450947e-24,6.986193489465093e-53,8.630830621609107e-37,5.332899187575098e-85,5.2514978642820514e-14,1.0222531299852322e-71,5.251497863671839e-14,6.2706784248426865e-49,3.151810301090826e-50,7.43597249908309e-71,8.621991507242687e-72,1.707713370727371e-36,2.1454473429574127e-55,2.8679871504166266e-12,8.4916002182262e-14,3.399502045206578e-16,5.347686861301318e-26,1.9805808442424102e-25,3.399443081044922e-16,2.8773397129191576e-21,4.631823159708934e-23,1.9318478249991955e-26,1.1097467294404859e-45,6.895243527353502e-35,1.9905226531772677e-48,5.321477272459483e-66,1.3095437180957911e-64,8.305429518209849e-67,1.0619629526064936e-36
