Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),CH3X(55),COX(50),CHOX(53),CO2X(24),H2OX(23),O(29),acetyl(44),C2H4X(215),C2H4X(70)
8.612126831665743e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42424433419247803,0.050672262276262287,0.0017346228546874323,3.7068401998265454e-06,0.0003878125924520788,0.12333445935800598,0.04165591762693825,1.787166015307351e-05,1.5156011225265128e-09,0.00124687172341893,3.128435158584095e-11,0.0006432741001774968,2.6591758818416855e-09,7.599634870555089e-07,4.872142431856533e-09,1.5553921122685504e-10,2.5658033824950334e-06,3.721921960283412e-05,0.0034877772927848433,6.951947237999628e-05,0.0007686560327673038,3.5425088904338664e-09,5.380807798011175e-10,2.6807210117200203e-09,6.314333891645742e-09,0.00019612392086305744,0.02112200438923423,4.824298166100204e-05,0.0023663771860132467,5.8900651717204605e-05,3.7018654086544408e-09,1.2364073891961763e-07,2.8745073225792963e-09,3.786992262599013e-12,1.6659776336341103e-08,1.503081508592746e-06,1.2997446986310228e-10,4.081903517864558e-06,1.0061923003835104e-11
8.61642258051159e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4242281859154565,0.05065295022381859,0.0017325103920886038,3.7056389436743048e-06,0.0003877596978051638,0.12337584383503365,0.04166025383155925,1.7859004047129876e-05,1.5167214732852895e-09,0.0012464306928483002,3.127300876697609e-11,0.0006433344806158138,2.6591529474585483e-09,7.588013861101051e-07,4.873106239027094e-09,1.5550518147067845e-10,2.562826199808933e-06,3.722747102833327e-05,0.0034863152149613125,6.946621491878556e-05,0.000768752231879176,3.540372941016266e-09,5.372354003158519e-10,2.68035065761316e-09,6.321379515686715e-09,0.00019631076699098735,0.02113867690879625,4.82461031357483e-05,0.002367081347957756,5.8913709983215993e-05,3.700415166528719e-09,1.236489027125451e-07,2.8751625258864016e-09,3.7844882809830846e-12,1.6656870648851044e-08,1.5013704152811595e-06,1.2994202165098992e-10,4.082658601351443e-06,1.0063770633644036e-11
8.620718329357438e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4242120402068831,0.05063364571617141,0.0017304006517155314,3.7044379343545348e-06,0.0003877067298640278,0.12341721219243662,0.04166458457853367,1.784635688367235e-05,1.5178416607082767e-09,0.0012459898169801984,3.126167041147046e-11,0.0006433948304339048,2.659130042903525e-09,7.576411445085364e-07,4.87406927102236e-09,1.554711330926988e-10,2.5598527653359865e-06,3.7235715168979e-05,0.003484853778653945,6.941304218151999e-05,0.0007688483566830737,3.538240104417539e-09,5.363913948255302e-10,2.6799809531212506e-09,6.328426731539651e-09,0.00019649761931511066,0.021155346564459426,4.824921828978946e-05,0.0023677851544071453,5.892675672063078e-05,3.6989655057599927e-09,1.2365705007709287e-07,2.8758171534627907e-09,3.781987809550503e-12,1.6653962087075688e-08,1.4996613217831103e-06,1.2990956298084263e-10,4.083412836950111e-06,1.006561618532679e-11
8.625014078203285e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42419589707104033,0.05061434875026334,0.0017282936298610276,3.7032371722721446e-06,0.00038765368876856227,0.12345856443659932,0.04166890987532889,1.783371865609238e-05,1.5189616844129775e-09,0.0012455490957510576,3.1250336515819376e-11,0.0006434551496537597,2.659107168051191e-09,7.564827591810899e-07,4.875031528630756e-09,1.5543706614656863e-10,2.5568830741208575e-06,3.7243952029814035e-05,0.0034833929836045013,6.9359953975151e-05,0.0007689444072506839,3.5361103745294064e-09,5.355487610216637e-10,2.6796118977909023e-09,6.335475535793218e-09,0.00019668447775585016,0.021172013352193878,4.825232713280908e-05,0.002368488605557602,5.89397919374263e-05,3.697516426062412e-09,1.2366518103683287e-07,2.8764712063133527e-09,3.77949083836788e-12,1.665105065753482e-08,1.4979542257547974e-06,1.2987709389108868e-10,4.084166225366144e-06,1.006745966060933e-11
8.629309827049133e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4241797565122019,0.05059505932303834,0.0017261893228231837,3.7020366578306464e-06,0.00038760057465846875,0.12349990057390348,0.04167322972940146,1.7821089357787355e-05,1.520081544017629e-09,0.0012451085290973618,3.123900707652412e-11,0.0006435154382973418,2.659084322797233e-09,7.55326227063177e-07,4.875993012640205e-09,1.554029806858444e-10,2.5539171212148363e-06,3.7252181615878866e-05,0.0034819328295547457,6.930695010706903e-05,0.0007690403836527125,3.5339837438105472e-09,5.347074965925687e-10,2.6792434910987643e-09,6.342525924578433e-09,0.0001968713422351318,0.021188677267977653,4.825542967451668e-05,0.0023691917016052124,5.895281564157308e-05,3.6960679272604726e-09,1.236732956188197e-07,2.877124684461164e-09,3.776997363065831e-12,1.664813636668031e-08,1.4962491248549828e-06,1.2984461442237559e-10,4.084918767304569e-06,1.0069301061225265e-11
8.63360557589498e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4241636185346298,0.05057577743144183,0.001724087726905954,3.7008363914320022e-06,0.0003875473876732365,0.12354122061072814,0.04167754414819559,1.7808468982161292e-05,1.5212012391412842e-09,0.0012446681169556574,3.12276820900931e-11,0.0006435756963865872,2.6590615070321397e-09,7.541715450958994e-07,4.8769537238375475e-09,1.5536887676397556e-10,2.550954901676579e-06,3.726040393220547e-05,0.0034804733162464535,6.925403038522577e-05,0.0007691362859601645,3.5318602056190084e-09,5.338675992267209e-10,2.6788757325615186e-09,6.349577894275461e-09,0.00019705821267455145,0.02120533830779965,4.825852592483568e-05,0.002369894442745952,5.896582784104021e-05,3.6946200091327856e-09,1.2368139384873655e-07,2.8777775884803888e-09,3.774507376406333e-12,1.6645219220986682e-08,1.4945460167452796e-06,1.2981212461453722e-10,4.085670463469794e-06,1.0071140388900779e-11
8.637901324740828e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4241474831425764,0.05055650307242058,0.001721988838418522,3.6996363734767904e-06,0.0003874941279521664,0.1235825245534499,0.04168185313914486,1.7795857522624034e-05,1.5223207694037226e-09,0.0012442278592625427,3.1216361553040947e-11,0.000643635923943409,2.6590387206394714e-09,7.530187102254226e-07,4.8779136630085456e-09,1.553347544343173e-10,2.547996410571298e-06,3.7268618983824716e-05,0.0034790144434214063,6.920119461816295e-05,0.0007692321142441828,3.529739753508491e-09,5.330290666227736e-10,2.6785086217064915e-09,6.35663144134565e-09,0.000197245088995387,0.02122199646765857,4.826161589350733e-05,0.0023705968291756942,5.897882854378896e-05,3.6931726714311685e-09,1.2368947575128132e-07,2.878429919093049e-09,3.772020870183087e-12,1.6642299226927277e-08,1.4928448990898705e-06,1.2977962450663125e-10,4.086421314565677e-06,1.0072977645359947e-11
8.642197073586675e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4241313503402859,0.05053723624292237,0.0017198926536740858,3.698436604364531e-06,0.000387440795634414,0.12362381240844356,0.04168615670967425,1.7783254972590014e-05,1.5234401344252844e-09,0.0012437877559546573,3.1205045461887305e-11,0.0006436961209897006,2.6590159635048246e-09,7.518677194018175e-07,4.878872830938502e-09,1.553006137501507e-10,2.545041642969263e-06,3.727682677576589e-05,0.00347755621082139,6.914844261514688e-05,0.0007693278685756723,3.527622380802459e-09,5.321918964841129e-10,2.6781421580492663e-09,6.363686562178408e-09,0.00019743197111916612,0.021238651743560457,4.826469959021178e-05,0.002371298861090235,5.8991817757775386e-05,3.6917259139224034e-09,1.2369754135156635e-07,2.8790816768572683e-09,3.769537837091811e-12,1.663937639095774e-08,1.4911457695548626e-06,1.297471141378977e-10,4.087171321295653e-06,1.0074812832327365e-11
8.646492822432523e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4241152201319921,0.05051797693989644,0.0017177991689916105,3.697237084493224e-06,0.00038738739085892655,0.12366508418208103,0.04169045486719687,1.777066132548014e-05,1.5245593338271123e-09,0.0012433478069686984,3.119373381315854e-11,0.0006437562875473282,2.6589932355193588e-09,7.507185695807444e-07,4.879831228411778e-09,1.5526645476465233e-10,2.5420905939479834e-06,3.72850273130528e-05,0.003476098618188198,6.909577418590481e-05,0.0007694235490252638,3.5255080806736136e-09,5.313560865133446e-10,2.6777763410958535e-09,6.370743253096303e-09,0.00019761885896785238,0.021255304131521147,4.826777702473485e-05,0.0023720005386852604,5.9004795490951146e-05,3.6902797363954785e-09,1.2370559067543316e-07,2.879732862196812e-09,3.7670582707093254e-12,1.6636450719515792e-08,1.4894486258091837e-06,1.297145935480671e-10,4.087920484362541e-06,1.0076645951526975e-11
8.65078857127837e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4240990925219193,0.050498725160293335,0.001715708380695188,3.69603781425952e-06,0.00038733391376446607,0.12370633988073185,0.041694747619115215,1.7758076574721138e-05,1.5256783672310626e-09,0.0012429080122414167,3.1182426603387144e-11,0.0006438164236381342,2.6589705365724496e-09,7.495712577228401e-07,4.880788856211788e-09,1.552322775309049e-10,2.5391432585914174e-06,3.729322060070549e-05,0.0034746416652636338,6.904318914066034e-05,0.0007695191556636703,3.5233968465222294e-09,5.305216344170765e-10,2.6774111703625245e-09,6.3778015104900925e-09,0.0001978057524633374,0.021271953627565777,4.827084820686081e-05,0.002372701862156356,5.901776175126295e-05,3.6888341386248153e-09,1.2371362374822785e-07,2.880383475675218e-09,3.764582163852096e-12,1.6633522219038245e-08,1.4877534655242416e-06,1.2968206277651184e-10,4.0886688044686195e-06,1.0078477004680125e-11
8.655084320124218e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4240829675142829,0.050479480901064674,0.0017136202851131747,3.694838794058951e-06,0.00038728036448964045,0.12374757951076357,0.04169903497282283,1.7745500713744566e-05,1.5267972342595873e-09,0.0012424683717096052,3.1171123829110925e-11,0.0006438765292839405,2.6589478665495352e-09,7.484257807928808e-07,4.881745715121313e-09,1.5519808210191324e-10,2.5361996319888864e-06,3.7301406643742754e-05,0.003473185351789505,6.89906872903531e-05,0.0007696146885616741,3.521288671885478e-09,5.296885379104975e-10,2.6770466453728457e-09,6.3848613308054975e-09,0.00019799265152735553,0.021288600227727626,4.827391314624248e-05,0.0023734028316990245,5.9030716546651436e-05,3.687389120367469e-09,1.2372164059464727e-07,2.8810335179518465e-09,3.762109508712736e-12,1.6630590895958818e-08,1.486060286373516e-06,1.2964952186205826e-10,4.089416282315715e-06,1.0080305993506477e-11
8.659380068970065e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42406684511328613,0.050460244159163906,0.0017115348785809534,3.6936400242852036e-06,0.0003872267431728035,0.12378880307854039,0.04170331693569899,1.7732933735989867e-05,1.527915934536116e-09,0.0012420288853101286,3.1159825486876035e-11,0.0006439366045065369,2.6589252253387596e-09,7.472821357624519e-07,4.88270180592176e-09,1.5516386853055475e-10,2.533259709238543e-06,3.7309585447178676e-05,0.0034717296775076288,6.893826844638129e-05,0.0007697101477897858,3.5191835501018013e-09,5.288567947113864e-10,2.6766827656396895e-09,6.391922710419904e-09,0.00019817955608197904,0.021305243928052022,4.8276971852541697e-05,0.0023741034475086354,5.904365988505002e-05,3.6859446813980096e-09,1.2372964123990324e-07,2.881682989536822e-09,3.759640298357627e-12,1.6627656756690274e-08,1.4843690860339207e-06,1.29616970843836e-10,4.0901629186049075e-06,1.0082132919725245e-11
8.663675817815913e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4240507253231238,0.05044101493154558,0.0017094521574383568,3.6924415053307995e-06,0.00038717304995214793,0.12383001059042442,0.041707593515113606,1.7720375634901568e-05,1.5290344676847023e-09,0.0012415895529798969,3.114853157323384e-11,0.0006439966493276907,2.6589026128332547e-09,7.461403196074607e-07,4.883657129393874e-09,1.5512963686962504e-10,2.5303234854441435e-06,3.731775701602258e-05,0.003470274642159834,6.888593242063322e-05,0.0007698055334182266,3.5170814743685097e-09,5.280264025356985e-10,2.6763195306661144e-09,6.398985645642704e-09,0.0001983664660496761,0.02132188472459197,4.828002433554204e-05,0.002374803709780472,5.90565917743892e-05,3.6845008215131137e-09,1.2373762570994766e-07,2.8823318908095123e-09,3.757174526730446e-12,1.662471980763012e-08,1.4826798621845196e-06,1.2958440976148842e-10,4.090908714036804e-06,1.0083957785055229e-11
8.66797156666176e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4240346081479781,0.05042179321516588,0.0017073721180317016,3.691243237586564e-06,0.0003871192849656323,0.12387120205277462,0.04171186471842321,1.7707826403931423e-05,1.5301528333303002e-09,0.0012411503746558856,3.113724208474337e-11,0.0006440566637691413,2.6588800289216404e-09,7.450003293100844e-07,4.884611686317248e-09,1.550953871718034e-10,2.5273909557175814e-06,3.732592135528013e-05,0.003468820245487956,6.883367902571801e-05,0.0007699008455174741,3.514982438282415e-09,5.271973591086081e-10,2.6759569399749376e-09,6.406050132917721e-09,0.00019855338135264146,0.02133852261341247,4.8283070604925015e-05,0.0023755036187096895,5.906951222259211e-05,3.683057540476628e-09,1.237455940296033e-07,2.882980222414521e-09,3.754712186233045e-12,1.662178005517906e-08,1.480992612507591e-06,1.2955183865381094e-10,4.09165366931133e-06,1.0085780591211322e-11
8.672267315507607e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42401849359202404,0.05040257900698199,0.0017052947567109964,3.6900452214423603e-06,0.00038706544835108116,0.12391237747194829,0.04171613055297662,1.7695286036535446e-05,1.5312710310983826e-09,0.0012407113502751076,3.1125957017968456e-11,0.0006441166478526093,2.658857473486458e-09,7.43862161856093e-07,4.88556547747096e-09,1.5506111948970047e-10,2.5244621151754125e-06,3.733407846995727e-05,0.0034673664872338405,6.878150807489753e-05,0.0007699960841582047,3.5128864356456974e-09,5.26369662166777e-10,2.675594993101613e-09,6.413116168780412e-09,0.00019874030191275989,0.021355157590585764,4.828611067016336e-05,0.002376203174491374,5.9082421237575225e-05,3.6816148380235166e-09,1.2375354622263677e-07,2.8836279851554875e-09,3.752253268204776e-12,1.6618837505738877e-08,1.47930733468717e-06,1.2951925755874043e-10,4.092397785128014e-06,1.0087601339906606e-11
8.676563064353455e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42400238165942666,0.050383372303952526,0.0017032200698321068,3.688847457286526e-06,0.0003870115402461075,0.12395353685429988,0.04172039102611069,1.768275452617617e-05,1.5323890606152376e-09,0.0012402724797746355,3.1114676369479505e-11,0.0006441766015997884,2.6588349464220405e-09,7.427258142369205e-07,4.886518503632957e-09,1.550268338758216e-10,2.52153695894155e-06,3.734222836505349e-05,0.003465913367139342,6.872941938166865e-05,0.0007700912494101629,3.510793459425838e-09,5.255433094374792e-10,2.6752336895359874e-09,6.4201837494611195e-09,0.00019892722765300444,0.021371789652193215,4.828914454098315e-05,0.0023769023773204966,5.90953188272515e-05,3.680172713968848e-09,1.237614823154398e-07,2.8842751792230416e-09,3.749797767677977e-12,1.6615892165666982e-08,1.4776240264101973e-06,1.2948666651605845e-10,4.093141062185766e-06,1.008942003285757e-11
8.680858813199302e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42398627235433933,0.05036417310303766,0.001701148053756741,3.687649945505874e-06,0.00038695756078811256,0.12399468020618101,0.04172464614515004,1.7670231866322714e-05,1.5335069215079703e-09,0.0012398337630916015,3.1103400135853914e-11,0.000644236525032346,2.658812447620084e-09,7.415912834496558e-07,4.887470765580234e-09,1.5499253038256664e-10,2.5186154821472575e-06,3.735037104556306e-05,0.0034644608849463267,6.867741276027112e-05,0.0007701863413435216,3.508703503258055e-09,5.247182986547892e-10,2.674873028798776e-09,6.427252871393702e-09,0.00019911415849597976,0.02138841879432719,4.829217222709385e-05,0.0023776012273919148,5.910820499952901e-05,3.6787311680840936e-09,1.2376940233300317e-07,2.8849218052345596e-09,3.747345677331693e-12,1.6612944041334705e-08,1.4759426853664894e-06,1.2945406556456299e-10,4.093883501182876e-06,1.0091236671775063e-11
8.68515456204515e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42397016568090673,0.05034498140119873,0.0016990787048513703,3.6864526864859855e-06,0.00038690351011432537,0.12403580753394113,0.041728895917409546,1.7657718050449545e-05,1.53462461340435e-09,0.0012393952001631854,3.109212831367474e-11,0.0006442964181719266,2.6587899769682383e-09,7.404585664960004e-07,4.888422264088955e-09,1.5495820906224875e-10,2.515697679929796e-06,3.735850651647961e-05,0.0034630090403966695,6.86254880254696e-05,0.0007702813600284738,3.506616560787831e-09,5.238946275621047e-10,2.6745130104138034e-09,6.434323531038815e-09,0.00019930109436420992,0.021405045013088778,4.829519373804111e-05,0.0023782997249003944,5.91210797623084e-05,3.677290200128515e-09,1.2377730629979983e-07,2.88556786383159e-09,3.744896989569797e-12,1.6609993139105146e-08,1.474263309248199e-06,1.2942145474257831e-10,4.094625102817131e-06,1.0093051258369062e-11
8.689450310890997e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4239540616432655,0.05032579719539816,0.0016970120194865124,3.6852556806113887e-06,0.0003868493883618281,0.12407691884392769,0.041733140350195534,1.7645213072035765e-05,1.5357421359327138e-09,0.0012389567909266079,3.108086089953003e-11,0.0006443562810401561,2.6587675343552605e-09,7.393276603815809e-07,4.889372999934775e-09,1.549238699671072e-10,2.5127835474315294e-06,3.736663478279428e-05,0.0034615578332322537,6.857364499267407e-05,0.000770376305534964,3.5045326254942174e-09,5.230722939059969e-10,2.6741536338957508e-09,6.441395724799451e-09,0.00019948803518045802,0.02142166830458633,4.829820908336129e-05,0.002378997870040621,5.913394312348576e-05,3.6758498098746413e-09,1.237851942406859e-07,2.8862133555286307e-09,3.742451697531109e-12,1.6607039465326255e-08,1.4725858957494394e-06,1.2938883408862805e-10,4.095365867785878e-06,1.0094863794349556e-11
8.693746059736845e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.423937960245542,0.050306620482599776,0.001694947994038303,3.684058928265157e-06,0.00038679519566749956,0.12411801414248547,0.041737379450802685,1.7632716924566798e-05,1.5368594887221822e-09,0.0012385185353191474,3.106959789001435e-11,0.0006444161136586334,2.6587451196732834e-09,7.381985621174634e-07,4.8903229738923425e-09,1.5488951314927942e-10,2.509873079801897e-06,3.7374755849492735e-05,0.003460107263194975,6.852188347775846e-05,0.0007704711779327638,3.502451690855739e-09,5.222512954324267e-10,2.6737948987559225e-09,6.448469449055356e-09,0.00019967498086773802,0.02143828866493796,4.8301218272691456e-05,0.0023796956630071676,5.914679509095313e-05,3.6744099971059754e-09,1.237930661808937e-07,2.886858280805877e-09,3.740009794680309e-12,1.660408302633463e-08,1.4709104425670864e-06,1.2935620364150547e-10,4.096105796785869e-06,1.0096674281424994e-11
8.698041808582692e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4239218614918532,0.05028745125976871,0.0016928866248879842,3.682862429829045e-06,0.0003867409321680337,0.1241590934359568,0.041741613226515185,1.7620229601533848e-05,1.5379766714025906e-09,0.0012380804332781333,3.105833928172839e-11,0.000644475916048934,2.6587227328135954e-09,7.370712687196583e-07,4.891272186735377e-09,1.5485513866080985e-10,2.5069662721967674e-06,3.738286972155728e-05,0.0034586573300267355,6.847020329710075e-05,0.0007705659772917034,3.5003737505065484e-09,5.214316298922496e-10,2.6734368045130383e-09,6.455544700236809e-09,0.00019986193134903464,0.021454906090270977,4.830422131563427e-05,0.002380393103994512,5.915963567259701e-05,3.672970761594746e-09,1.2380092214524986e-07,2.887502640240054e-09,3.737571273935111e-12,1.660112382846305e-08,1.4692369474005093e-06,1.293235634396792e-10,4.096844890513307e-06,1.0098482721301708e-11
8.70233755742854e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42390576538630753,0.05026828952387123,0.0016908279084209901,3.68166618568372e-06,0.0003866865979999722,0.124200156730682,0.04174584168460843,1.7607751096432875e-05,1.5390936836043605e-09,0.0012376424847409377,3.104708507127783e-11,0.0006445356882326132,2.658700373665241e-09,7.359457772082396e-07,4.892220639237033e-09,1.5482074655366664e-10,2.5040631197773023e-06,3.73909764039691e-05,0.0034572080334694505,6.841860426774178e-05,0.0007706607036815864,3.498298798093188e-09,5.206132950443467e-10,2.673079350687961e-09,6.4626214747924325e-09,0.00020004888654733005,0.021471520576720485,4.8307218221674634e-05,0.002381090193197046,5.917246487629789e-05,3.671532103105438e-09,1.2380876215823883e-07,2.8881464344207636e-09,3.735136128054905e-12,1.6598161878036156e-08,1.4675654079511286e-06,1.2929091352127268e-10,4.0975831496639494e-06,1.0100289115685086e-11
8.706633306274387e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42388967193300114,0.05024913527187529,0.0016887718410296781,3.6804701962080656e-06,0.0003866321932996061,0.1242412040329981,0.04175006483234377,1.7595281402767638e-05,1.5402105249588835e-09,0.0012372046896450028,3.1035835255276626e-11,0.0006445954302311944,2.6586780421188386e-09,7.348220846099768e-07,4.893168332169091e-09,1.5478633687969272e-10,2.501163617713378e-06,3.739907590170424e-05,0.0034557593732650474,6.836708620715329e-05,0.0007707553571720038,3.4962268271594955e-09,5.197962886494243e-10,2.6727225367947645e-09,6.469699769128052e-09,0.00020023584638586411,0.02148813212043349,4.831020900033123e-05,0.0023817869308090265,5.9185282709929506e-05,3.670094021414573e-09,1.238165862447004e-07,2.8887896638489355e-09,3.7327043503576645e-12,1.6595197181361775e-08,1.4658958219237737e-06,1.2925825392463148e-10,4.098320574932815e-06,1.0102093466279465e-11
8.710929055120235e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4238735811360223,0.05022998850075008,0.001686718419110787,3.679274461779838e-06,0.0003865777182030676,0.12428223534923996,0.041754282676973266,1.758282051404689e-05,1.5413271950981629e-09,0.0012367670479278149,3.102458983034385e-11,0.0006446551420661798,2.658655738068021e-09,7.337001879558886e-07,4.89411526630261e-09,1.547519096906508e-10,2.498267761180401e-06,3.740716821973387e-05,0.0034543113491554652,6.831564893330256e-05,0.0007708499378323844,3.4941578312616183e-09,5.189806084667113e-10,2.6723663623441937e-09,6.4767795796269575e-09,0.00020042281078808957,0.021504740717564745,4.8313193661233015e-05,0.0023824833170246282,5.9198089181362854e-05,3.668656516309167e-09,1.238243944298466e-07,2.8894323289975752e-09,3.730275934463139e-12,1.6592229744739002e-08,1.4642281870254076e-06,1.2922558468838018e-10,4.099057167014446e-06,1.0103895774787845e-11
8.715224803966082e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42385749299944653,0.05021084920746633,0.00168466763906744,3.67807898277515e-06,0.0003865231728462573,0.12432325068573945,0.04175849522573596,1.75703684237865e-05,1.5424436936550969e-09,0.0012363295595269248,3.101334879310602e-11,0.0006447148237590437,2.6586334614040204e-09,7.32580084283156e-07,4.895061442407553e-09,1.5471746503818944e-10,2.4953755453618143e-06,3.741525336302627e-05,0.003452863960882655,6.826429226484703e-05,0.0007709444457322797,3.492091804163021e-09,5.181662522655115e-10,2.6720108268590053e-09,6.483860902755102e-09,0.00020060977967735458,0.02152134636428061,4.8316172213873366e-05,0.002383179352037897,5.9210884298460904e-05,3.6672195875549944e-09,1.2383218673810873e-07,2.8900744304837024e-09,3.7278508730884605e-12,1.6589259574462437e-08,1.4625625009661829e-06,1.2919290585048882e-10,4.099792926602714e-06,1.0105696042910563e-11
8.71952055281193e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4238414075273428,0.05019171738899578,0.001682619497306393,3.6768837595691832e-06,0.00038646855736494397,0.1243642500488266,0.04176270248586326,1.755792512550654e-05,1.5435600202630925e-09,0.0012358922243799204,3.100211214019425e-11,0.0006447744753312411,2.658611212014539e-09,7.314617706324877e-07,4.896006861253437e-09,1.546830029738898e-10,2.4924869654456527e-06,3.7423331336550106e-05,0.0034514172081885797,6.821301602103558e-05,0.0007710388809412601,3.490028739620015e-09,5.173532178256727e-10,2.671655929865521e-09,6.490943735006418e-09,0.00020079675297694923,0.021537949056754258,4.8319144667563054e-05,0.0023838750360428078,5.922366806907992e-05,3.6657832349053087e-09,1.238399631933841e-07,2.8907159689408086e-09,3.7254291586923064e-12,1.658628667681906e-08,1.4608987614579927e-06,1.291602174484125e-10,4.1005278543910975e-06,1.0107494272347382e-11
8.723816301657777e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4238253247237688,0.050172593042311746,0.001680573990240714,3.675688792535499e-06,0.0003864138718946675,0.12440523344482851,0.041766904464573706,1.754549061273406e-05,1.54467617455644e-09,0.0012354550424244527,3.0990879868246845e-11,0.0006448340968042002,2.658588989792396e-09,7.303452440506763e-07,4.896951523608477e-09,1.5464852354922105e-10,2.4896020166278928e-06,3.7431402145266924e-05,0.003449971090815215,6.816182002140073e-05,0.0007711332435284345,3.4879686310990288e-09,5.165415029200914e-10,2.671301670869592e-09,6.498028072739678e-09,0.00020098373061068912,0.021554548791169352,4.832211103183389e-05,0.002384570369233213,5.923644050107241e-05,3.6643474581518096e-09,1.238477238208641e-07,2.891356944756778e-09,3.723010785354583e-12,1.6583311058073056e-08,1.4592369662159182e-06,1.2912751952058655e-10,4.101261951072404e-06,1.0109290464798066e-11
8.728112050503624e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42380924459277375,0.050153476164388734,0.0016785311142879487,3.6744940820465187e-06,0.0003863591165708052,0.12444620088007002,0.04177110116907624,1.7533064879001297e-05,1.545792156170059e-09,0.001235018013598219,3.0979651973907304e-11,0.0006448936881993262,2.658566794635502e-09,7.292305015888615e-07,4.897895430240145e-09,1.5461402681556954e-10,2.4867206941101775e-06,3.743946579413088e-05,0.003448525608504551,6.811070408606801e-05,0.0007712275335628302,3.4859114722966696e-09,5.157311053160845e-10,2.670948049380033e-09,6.5051139123313e-09,0.00020117071250255286,0.02157114556371753,4.8325071316435364e-05,0.0023852653518028726,5.924920160229053e-05,3.6629122570928306e-09,1.2385546864607594e-07,2.891997358408434e-09,3.720595746943256e-12,1.6580332724487374e-08,1.4575771129571875e-06,1.290948121057725e-10,4.101995217338955e-06,1.0111084621959471e-11
8.732407799349472e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4237931671383961,0.050134366752202675,0.001676490865871083,3.673299628473268e-06,0.000386304291528537,0.12448715236087336,0.041775292606568946,1.752064791784654e-05,1.5469079647396303e-09,0.0012345811378389711,3.096842845382564e-11,0.0006449532495380009,2.658544626431856e-09,7.281175403034295e-07,4.898838581915077e-09,1.5457951282422427e-10,2.4838429931010005e-06,3.7447522288100365e-05,0.0034470807609985874,6.805966803583027e-05,0.0007713217511138558,3.483857257080134e-09,5.149220228073863e-10,2.6705950649277943e-09,6.512201250311709e-09,0.0002013576985760791,0.0215877393706008,4.8328025530592155e-05,0.0023859599839454433,5.926195138057284e-05,3.6614776314745e-09,1.2386319769254444e-07,2.8926372105760273e-09,3.718184035654714e-12,1.6577351682321583e-08,1.4559191994017564e-06,1.2906209524099888e-10,4.102727653882495e-06,1.0112876745526841e-11
