Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),CH3X(55),COX(50),CHOX(53),CO2X(24),H2OX(23),O(29),acetyl(44),C2H4X(215),C2H4X(70)
4.369329563152705e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523051075327695,0.11866782147603755,0.02282153651537681,8.257246369210436e-30,2.2775499440895967e-19,7.4666669192346e-13,8.963929535943135e-20,1.9928737419350203e-19,5.367621929539102e-41,3.856271738960261e-08,1.4296145009587646e-37,3.856036737050125e-08,4.951812532409019e-26,3.9236669785654146e-25,2.8188674109471376e-32,3.071370055433558e-33,2.5686707095149602e-14,4.626915294769101e-28,2.1057411165960127e-06,6.235517564826788e-08,9.209078396118016e-10,1.598014982240042e-16,6.367107269137715e-14,2.6416808755470674e-11,1.2105524210966547e-14,6.813454283816838e-13,2.228694638025503e-10,4.126321761790419e-18,1.2654188108948596e-17,2.5730101542294413e-27,5.042653459079138e-14,4.093223853391022e-26,2.5158715578389768e-28,2.56938654137796e-28,9.776505227708175e-22,2.615506581865776e-14,4.406681020270132e-33,1.500204011767503e-32,1.2253689206369764e-34
4.4364255867675394e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523050742242943,0.1186677885483199,0.022821536036609608,8.946715929266129e-30,2.384017422845259e-19,7.693118917526371e-13,9.557626549025307e-20,2.0860983967304327e-19,5.913767280289634e-41,3.91548906720027e-08,1.566361542040252e-37,3.915246780492999e-08,5.262529161339377e-26,4.170281031659056e-25,3.0556887427183583e-32,3.327669381071073e-33,2.64816444583041e-14,4.9230749470945425e-28,2.1380728134355463e-06,6.331270494456017e-08,9.363110831740766e-10,1.623247349415735e-16,6.542473194407571e-14,2.6418289462030784e-11,1.2106697249238402e-14,6.81383385811736e-13,2.267124210912732e-10,4.3292139486892305e-18,1.32364107543494e-17,2.618603809626467e-27,5.173057851527614e-14,4.4259350282724835e-26,2.687700872636778e-28,2.7393641579470514e-28,9.995775543178098e-22,2.695718148480164e-14,4.809794937257968e-33,1.5536954090058953e-32,1.3048368469114789e-34
4.503521610382374e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230504091594953,0.11866775562073367,0.022821535557842453,9.681415211869572e-30,2.493750806847906e-19,7.92293382950459e-13,1.0180272855309089e-19,2.1821859379796003e-19,6.505566383733152e-41,3.9747063931470626e-08,1.7138347854567244e-37,3.97445670947012e-08,5.587627582039944e-26,4.428341647795129e-25,3.3082131399285713e-32,3.6008023514066916e-33,2.7288695197909154e-14,5.235057798410018e-28,2.1704043786380636e-06,6.427023407972857e-08,9.51715606869751e-10,1.6484980984567777e-16,6.719636231205018e-14,2.6419733013865614e-11,1.2106400684453602e-14,6.814218390714062e-13,2.3055559175531632e-10,4.5385904320851665e-18,1.3836149700190378e-17,2.6642085847368784e-27,5.304487050729849e-14,4.77965526159123e-26,2.868155250965086e-28,2.917600629938302e-28,1.0215892714645245e-21,2.7771409899120054e-14,5.242232750246266e-33,1.608126372388837e-32,1.388608934432025e-34
4.570617633997208e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230500760773507,0.11866772269327894,0.022821535079075358,1.0463523792477568e-29,2.6067993769626026e-19,8.156111630772931e-13,1.0832785975960957e-19,2.281179662692183e-19,7.146030441487534e-41,4.0339237168390614e-08,1.8726966789932118e-37,4.0336665239818666e-08,5.927543632385717e-26,4.698197650804121e-25,3.577211537251589e-32,3.891583068976591e-33,2.8107859290633066e-14,5.563536407451776e-28,2.2027358122041006e-06,6.522776305377356e-08,9.671213921028958e-10,1.6737672261659696e-16,6.898576299773759e-14,2.6421144483682563e-11,1.210793658662573e-14,6.814575636075375e-13,2.34398970644815e-10,4.7545489584536e-18,1.4453662815564998e-17,2.7098300262409126e-27,5.4369226411017137e-14,5.1553356034008565e-26,3.0575154868827057e-28,3.104355847357743e-28,1.0436835078577408e-21,2.8597751028962744e-14,5.7055872401835705e-33,1.6634971857803963e-32,1.476871307096103e-34
4.637713657612043e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230497429965094,0.11866768976595564,0.02282153460030831,1.1295289459676742e-29,2.723212412938145e-19,8.392652307667771e-13,1.1516097151652037e-19,2.3831228678515183e-19,7.83831829756746e-41,4.0931410383141486e-08,2.0436399888158242e-37,4.0928762240286147e-08,6.282719586620044e-26,4.980203103499151e-25,3.8634798856108793e-32,4.2008512979648746e-33,2.893913671314416e-14,5.909203032630486e-28,2.2350671141341937e-06,6.61852918666956e-08,9.82528428685067e-10,1.6990547363865717e-16,7.079273544487717e-14,2.6422528263752794e-11,1.2108140899815056e-14,6.814938986051041e-13,2.3824255319266253e-10,4.9771870940860914e-18,1.5089207958361546e-17,2.7554739264401334e-27,5.570346537301033e-14,5.553953211724681e-26,3.2560666727160557e-28,3.2998935195546747e-28,1.0658581952979e-21,2.943620484167957e-14,6.201508710582071e-33,1.719808250658819e-32,1.569815662309063e-34
4.704809681226877e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230494099169716,0.11866765683876382,0.02282153412154131,1.2179035077223179e-29,2.8430391933277333e-19,8.632555840788158e-13,1.2231152582601635e-19,2.4880588504122634e-19,8.585752975377455e-41,4.152358357609606e-08,2.227391138468281e-37,4.152085809610742e-08,6.653604742432434e-26,5.2747177871495435e-25,4.1678416914950065e-32,4.5294750479310866e-33,2.978252744211087e-14,6.272771593636273e-28,2.2673982844288797e-06,6.714282051849515e-08,9.979367041202935e-10,1.7243606320954744e-16,7.261708352842181e-14,2.6423888040755557e-11,1.2108374983467876e-14,6.815295576637447e-13,2.420863356374422e-10,5.2066022091657975e-18,1.5743042974271218e-17,2.8011463526127062e-27,5.70474101090036e-14,5.976513878504256e-26,3.4640985607137844e-28,3.5044814654908045e-28,1.0881113704921189e-21,3.028677130462048e-14,6.73171079565092e-33,1.777060100224936e-32,1.6676398270376944e-34
4.771905704841712e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523049076838739,0.11866762391170343,0.022821533642774363,1.3117135153743694e-29,2.966328995919293e-19,8.875822212785435e-13,1.2978908540385192e-19,2.5960309073097783e-19,9.391773064014545e-41,4.2115756747623274e-08,2.424700201793375e-37,4.2112952807286203e-08,7.040653134724157e-26,5.5821053426568745e-25,4.491139467786077e-32,4.8783417754201205e-33,3.063803145420165e-14,6.654970889876127e-28,2.2997293230886936e-06,6.810034900917272e-08,1.013346208008238e-09,1.7496849128673485e-16,7.445861273889601e-14,2.6425227132536756e-11,1.2109002606036745e-14,6.815642599217386e-13,2.4593031457858757e-10,5.442891542296083e-18,1.641542570083715e-17,2.846853559656823e-27,5.840088568340927e-14,6.424042953507917e-26,3.681904162644695e-28,3.7183905083534853e-28,1.1104411368204708e-21,3.1149450385135516e-14,7.297951111481644e-33,1.8352533617637245e-32,1.7705458405873278e-34
4.839001728456546e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230487437618083,0.1186675909847745,0.02282153316400747,1.411204166590024e-29,3.0931310973925704e-19,9.122451408153804e-13,1.3760336228387097e-19,2.707082335450842e-19,1.0259992255274883e-40,4.270792989808627e-08,2.6363530758138394e-37,4.2705046373826264e-08,7.444325828059604e-26,5.902735140209024e-25,4.8342442377743746e-32,5.248368079397908e-33,3.150564872608506e-14,7.056551994221837e-28,2.332060230114172e-06,6.905787733872873e-08,1.0287569321594438e-09,1.7750275809787622e-16,7.63171309470807e-14,2.6426548364962785e-11,1.210965215960215e-14,6.815984598198101e-13,2.497744871075364e-10,5.686152137177883e-18,1.7106613963552035e-17,2.89260208490652e-27,5.976372060498635e-14,6.897594980072992e-26,3.909781308001736e-28,3.941895754462629e-28,1.1328456937686173e-21,3.202424205057485e-14,7.902053591185492e-33,1.894388806056353e-32,1.8787420489519509e-34
4.906097752071381e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230484106861824,0.11866755805797705,0.022821532685240627,1.5166288121197002e-29,3.2234947733172046e-19,9.372443411302994e-13,1.4576422323803785e-19,2.821256431712619e-19,1.1194211458003257e-40,4.3300103027842284e-08,2.8631738480543767e-37,4.3297138795731336e-08,7.865091181358098e-26,6.2369824978910615e-25,5.198057068459231e-32,5.640501232699273e-33,3.2385379234429715e-14,7.478289385619387e-28,2.364391005505851e-06,7.001540550716365e-08,1.0441688692347782e-09,1.8003886380927136e-16,7.8192448467807e-14,2.6427854121124023e-11,1.2110450808655255e-14,6.816320921475035e-13,2.536188507793375e-10,5.93648083584262e-18,1.7816865575453073e-17,2.9383987648937937e-27,6.11357468953196e-14,7.398255050973768e-26,4.148032559897289e-28,4.175276375287916e-28,1.1553233365847556e-21,3.291114626828875e-14,8.545911829848988e-33,1.9544673588161014e-32,1.992443427376054e-34
4.973193775686215e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230480776118603,0.11866752513131103,0.02282153220647383,1.6282483109906675e-29,3.3574692983048626e-19,9.625798208147317e-13,1.542816748062517e-19,2.9385964929455556e-19,1.219840777312605e-40,4.3892276137243295e-08,3.10602239886938e-37,4.388923007300513e-08,8.303424153765722e-26,6.5852281191951935e-25,5.583506769718466e-32,6.0557167909953314e-33,3.3277222955904297e-14,7.920979078554704e-28,2.396721649264268e-06,7.097293351447794e-08,1.0595820135523479e-09,1.8257680871635324e-16,8.008437779627021e-14,2.6429146454149196e-11,1.2110854844874005e-14,6.816657657036215e-13,2.57463403475835e-10,6.193974298487073e-18,1.8546438338356357e-17,2.984250712990787e-27,6.251679968130826e-14,7.927136208822553e-26,4.39696464747761e-28,4.418815165516992e-28,1.1778724425078927e-21,3.381016300562764e-14,9.231483380276332e-33,2.0154900934153152e-32,2.1118710528017673e-34
5.04028979930105e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230477445388423,0.11866749220477646,0.022821531727707088,1.746331251545736e-29,3.49510394604596e-19,9.882515783216102e-13,1.6316586459590253e-19,3.0591458159731406e-19,1.3276743927732725e-40,4.448444922663608e-08,3.3657961539551486e-37,4.4481320205651396e-08,8.759806378466743e-26,6.947858157035141e-25,5.991550806528393e-32,6.495019477761492e-33,3.4181179867177585e-14,8.385439247329161e-28,2.429052161389957e-06,7.193046136067212e-08,1.0749963590784348e-09,1.851165929511945e-16,8.19927335993393e-14,2.643042714640387e-11,1.2111513565043527e-14,6.816988675903422e-13,2.61308143378301e-10,6.45872900211008e-18,1.9295590042774965e-17,3.030165332362233e-27,6.390671715275314e-14,8.485380083159097e-26,4.656888342665399e-28,4.672798477502494e-28,1.2004914669342126e-21,3.4721292229942014e-14,9.960791470837995e-33,2.0774582408143606e-32,2.2372522830985797e-34
5.107385822915884e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230474114671293,0.11866745927837334,0.0228215312489404,1.8711528190807497e-29,3.636447989478781e-19,1.0142596123186141e-12,1.7242705897879838e-19,3.182947697596207e-19,1.4433543479082582e-40,4.507662229636307e-08,3.6434250522556288e-37,4.507340919367384e-08,9.234725114435837e-26,7.325263359954208e-25,6.423171142289188e-32,6.959438920313853e-33,3.5097249944918374e-14,8.872506958752079e-28,2.4613825418834557e-06,7.28879890457466e-08,1.0904119015955157e-09,1.8765821674623162e-16,8.391733235636228e-14,2.6431697778209766e-11,1.2111849166506588e-14,6.817320285681087e-13,2.651530688534746e-10,6.730841269500045e-18,2.0064578469710264e-17,3.076150274380652e-27,6.530534003962362e-14,9.074152576224868e-26,4.928118391267969e-28,4.937516449358862e-28,1.2231789286831176e-21,3.56445339085825e-14,1.0735915891717809e-32,2.1403731696276157e-32,2.368819832264205e-34
5.174481846530719e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230470783967197,0.11866742635210167,0.02282153077017376,2.002994975797059e-29,3.781550700801369e-19,1.040603921234401e-12,1.8207564451023289e-19,3.3100454345927025e-19,1.5673297243536563e-40,4.566879534676236e-08,3.939872866030348e-37,4.5665497037076216e-08,9.728673320249374e-26,7.7178391344345545e-25,6.879374893909864e-32,7.450030278308464e-33,3.6025433165795566e-14,9.38303862228132e-28,2.4937127907452996e-06,7.384551656970187e-08,1.1058286357039809e-09,1.9020168007452784e-16,8.585799236599248e-14,2.6432959744950473e-11,1.2113057947802536e-14,6.817640684975989e-13,2.6899817848980716e-10,7.010407267429637e-18,2.0853661390540084e-17,3.1222134502375214e-27,6.671251160679285e-14,9.694644344550624e-26,5.210973733717188e-28,5.213263098865545e-28,1.245933408620591e-21,3.657988800889977e-14,1.1558995215012087e-32,2.204236392695867e-32,2.506811899230349e-34
5.241577870145553e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523046745327614,0.11866739342596146,0.022821530291407176,2.142147573785521e-29,3.9304613513714865e-19,1.0672845040815107e-12,1.92122146426667e-19,3.440482323714155e-19,1.7000692196221852e-40,4.62609683781671e-08,4.256143038500482e-37,4.6257583735862195e-08,1.0242150535887889e-25,8.125986266941957e-25,7.361198453980793e-32,7.967878403034533e-33,3.6965729506478077e-14,9.917913122501398e-28,2.526042907976026e-06,7.480304393253842e-08,1.1212465602280876e-09,1.9274698360192228e-16,8.781453401603812e-14,2.6434214241385157e-11,1.2112652370078663e-14,6.8179755172887e-13,2.728434710157115e-10,7.297522982921615e-18,2.1663096565535217e-17,3.168363068514902e-27,6.812807801995532e-14,1.0348074739919718e-25,5.5057778206801055e-28,5.5003361977439815e-28,1.2687535578268749e-21,3.752735449824467e-14,1.2432236660105358e-32,2.2690495928057857e-32,2.6514730569441486e-34
5.308673893760388e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230464122598135,0.11866736049995269,0.02282152981264065,2.2889097993203937e-29,4.0832292115939967e-19,1.0943013590783384e-12,2.025772520751647e-19,3.574301661681208e-19,1.842065078556039e-40,4.685314139090468e-08,4.593286482285672e-37,4.6849669290035526e-08,1.0775664003901104e-25,8.550111843269561e-25,7.869712930002753e-32,8.514103320122032e-33,3.791813894363496e-14,1.0478035932300595e-27,2.5583728935761694e-06,7.576057113425667e-08,1.1366656692210005e-09,1.952941270850223e-16,8.978678011557167e-14,2.6435462257845337e-11,1.2113634732067311e-14,6.818294488188398e-13,2.766889454679564e-10,7.592284193066848e-18,2.249314174198981e-17,3.2146077005475637e-27,6.955188878571178e-14,1.1035696926293938e-25,5.812858694802328e-28,5.799037448581123e-28,1.2916381065281446e-21,3.848693334396813e-14,1.3357928197117914e-32,2.3348146584026014e-32,2.803055420549487e-34
5.375769917375222e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523046079193317,0.11866732757407537,0.02282152933387417,2.4435876633204056e-29,4.239903551226073e-19,1.1216544851223704e-12,2.134517650092456e-19,3.7115467451923845e-19,1.9938271878765625e-40,4.744531438529843e-08,4.952389505344808e-37,4.7441753699599894e-08,1.1329726499666533e-25,8.990627477558464e-25,8.406014919417507e-32,9.089850841287058e-33,3.888266145393528e-14,1.106433197136551e-27,2.5907027475462667e-06,7.671809817485711e-08,1.152085961405775e-09,1.9784311073987544e-16,9.177455518385374e-14,2.6436704671559898e-11,1.2114599371658744e-14,6.818612142816222e-13,2.805346009204084e-10,7.894786524634767e-18,2.3344054657893937e-17,3.260956182865913e-27,7.098379574463818e-14,1.1758788633636466e-25,6.132547880734936e-28,6.109671718848381e-28,1.3145858380632505e-21,3.9458624513421195e-14,1.4338416575046677e-32,2.4015336340080905e-32,2.9618166235928094e-34
5.442865940990057e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523045746128125,0.11866729464832951,0.022821528855107746,2.6064935806858047e-29,4.40053363943781e-19,1.1493438809721833e-12,2.2475659657627134e-19,3.852260870925727e-19,2.1558821505934032e-40,4.8037487361668035e-08,5.334572034058176e-37,4.803383696455903e-08,1.1904855935705993e-25,9.447948989935486e-25,8.971224939139316e-32,9.696290942424727e-33,3.9859297014048193e-14,1.1677744363689565e-27,2.623032469886855e-06,7.767562505434021e-08,1.1675074347917501e-09,2.0039393499128397e-16,9.377768531588815e-14,2.643794226460887e-11,1.2115160900334633e-14,6.818932614970971e-13,2.843804365629342e-10,8.205125464937897e-18,2.421609304260574e-17,3.307417604130779e-27,7.24236528772612e-14,1.2518650516000763e-25,6.465180709646361e-28,6.432547512061278e-28,1.337595583652134e-21,4.0442427973955e-14,1.537610470032346e-32,2.4692087128280435e-32,3.128019466266724e-34
5.509961964604891e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523045413064236,0.11866726172271509,0.022821528376341372,2.7779492371841286e-29,4.565168744575989e-19,1.1773695452931434e-12,2.3650281251995945e-19,3.9964873355299576e-19,2.328780974498388e-40,4.8629660320327866e-08,5.741003033694658e-37,4.8625919084916633e-08,1.2501577589049714e-25,9.922498232122133e-25,9.566498119942247e-32,1.0334628534876986e-32,4.08480456006429e-14,1.2319242526533462e-27,2.655362060598469e-06,7.863315177270643e-08,1.1829300870332863e-09,2.0294659998996541e-16,9.57959988497036e-14,2.6439175694292693e-11,1.2115680151522891e-14,6.81925240878489e-13,2.882264517269141e-10,8.523396301665554e-18,2.5109514613114174e-17,3.354001419274568e-27,7.387131719653897e-14,1.3316616241057899e-25,6.811097554465685e-28,6.767977706809711e-28,1.3606662413832901e-21,4.1438343692920765e-14,1.6473476863407462e-32,2.5378423062633544e-32,3.3019342122739556e-34
5.577057988219726e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230450800016525,0.11866722879723213,0.022821527897575057,2.958285638686646e-29,4.733858134199732e-19,1.205731476837506e-12,2.487016315389111e-19,4.144269435624739e-19,2.5130995866043687e-40,4.922183326158717e-08,6.172901385385309e-37,4.92180000606764e-08,1.3120424042906165e-25,1.0414703042875323e-24,1.0193024447790392e-31,1.1006103666343476e-32,4.18489071903887e-14,1.2989822280058334e-27,2.6876915196816455e-06,7.959067832995624e-08,1.1983539165685463e-09,2.0550110595066556e-16,9.782932632285108e-14,2.644040551203714e-11,1.2116045969366373e-14,6.819572804383641e-13,2.920726458439842e-10,8.849694124898338e-18,2.6024577074144793e-17,3.400717455213441e-27,7.53266486669002e-14,1.415405247044483e-25,7.1706432978798905e-28,7.116278924075296e-28,1.3837967727265381e-21,4.24463716376699e-14,1.7633098761453096e-32,2.6074370504862056e-32,3.483838621718464e-34
5.64415401183456e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230447469403734,0.11866719587188061,0.02282152741880879,3.1478421289262406e-29,4.906651075208036e-19,1.2344296742724513e-12,2.613644067124882e-19,4.2956504678042317e-19,2.7094366891889484e-40,4.9814006185750766e-08,6.631531412027729e-37,4.981007989184206e-08,1.3761934311710204e-25,1.0924996534794246e-24,1.085202519620338e-31,1.1711987875239371e-32,4.2861881759954955e-14,1.3690503059098071e-27,2.7200208471369213e-06,8.054820472609013e-08,1.2137789214323026e-09,2.0805745295409702e-16,9.987750017895096e-14,2.64416321950355e-11,1.2116786899004542e-14,6.819888550161578e-13,2.9591901843347504e-10,9.184113851207926e-18,2.696153811963673e-17,3.447575878302007e-27,7.678950978467189e-14,1.5032355189589533e-25,7.544166648064604e-28,7.477771164741147e-28,1.406986191597079e-21,4.346651177555387e-14,1.8857608575544717e-32,2.677995789498804e-32,3.6740171615106174e-34
5.7112500354493946e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230444138803977,0.11866716294666052,0.022821526940042584,3.3469658785546847e-29,5.083596833916001e-19,1.263464136486055e-12,2.7450261517692637e-19,4.45067372863907e-19,2.91841277753446e-40,5.040617909311944e-08,7.118200817114747e-37,5.04021585784173e-08,1.4426653357449752e-25,1.1453816700901239e-24,1.15447510928228e-31,1.2453582298783013e-32,4.388696928601106e-14,1.4422326453165186e-27,2.7523500429648315e-06,8.150573096110855e-08,1.2292051012160988e-09,2.106156413492919e-16,1.0194035459921911e-13,2.6442856164988856e-11,1.2117016867666791e-14,6.820208779407676e-13,2.9976556904633417e-10,9.526750237072552e-18,2.79206554335575e-17,3.4945871763106586e-27,7.825976533290073e-14,1.5952947735406593e-25,7.932020154795234e-28,7.852777975560445e-28,1.4302335577355401e-21,4.4498764073924264e-14,2.0149712677366914e-32,2.7495215682390936e-32,3.872760592408677e-34
5.778346059064229e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523044080821727,0.11866713002157189,0.022821526461276425,3.556094304946825e-29,5.264755623752138e-19,1.2928348618085827e-12,2.881304959237776e-19,4.609392136120486e-19,3.140824135879944e-40,5.099835198405411e-08,7.634579552220683e-37,5.0994236120406656e-08,1.5115257393425068e-25,1.200170642275806e-24,1.2272781454920223e-31,1.323252839562415e-32,4.492416974004201e-14,1.5186603764843597e-27,2.7846791071660315e-06,8.246325703501206e-08,1.2446324535599203e-09,2.1317567119017157e-16,1.0401768984666868e-13,2.644407785457013e-11,1.2117803285697962e-14,6.820522743233245e-13,3.0361229725723944e-10,9.877718822126518e-18,2.8902243945974017e-17,3.541764732575122e-27,7.973725387441606e-14,1.691761672971029e-25,8.334621566572352e-28,8.241675408470264e-28,1.453537796764165e-21,4.554312849287764e-14,2.1512808873638368e-32,2.8220184642361595e-32,4.08043515712152e-34
5.8454420826790635e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523043747764361,0.11866709709661472,0.02282152598251033,3.775539166729296e-29,5.450169411161516e-19,1.3225418493115416e-12,3.0225808397765487e-19,4.771842572463788e-19,3.3772463808019084e-40,5.1590524858802783e-08,8.181872536433547e-37,5.158631251781328e-08,1.582822305106865e-25,1.2569048475351884e-24,1.3037244166797962e-31,1.4049997450976424e-32,4.59734831021737e-14,1.5984269257087579e-27,2.817008039740978e-06,8.342078294780106e-08,1.2600609784366736e-09,2.1573754276070404e-16,1.0610936823232667e-13,2.644529752581611e-11,1.2118364133802459e-14,6.820838472697596e-13,3.0745920278297565e-10,1.023709999100488e-17,2.990652314466002e-17,3.589118177124953e-27,8.122186486598689e-14,1.7927632236276837e-25,8.752274156429423e-28,8.644744167604212e-28,1.4768981975785444e-21,4.659960500460259e-14,2.2949330484908765e-32,2.895489513597018e-32,4.297301892122898e-34
5.912538106293898e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523043414708298,0.11866706417178899,0.022821525503744278,4.0056555113325705e-29,5.639885027797964e-19,1.3525850977994704e-12,3.1689668457671087e-19,4.938066196062716e-19,3.6283421851744933e-40,5.2182697717638934e-08,8.761466247334921e-37,5.2178387770640694e-08,1.6566087358878858e-25,1.3156274551576655e-24,1.3839424385657594e-31,1.4907322951492518e-32,4.7034909350227896e-14,1.681638519875095e-27,2.8493368406901817e-06,8.4378308699476e-08,1.275490674844878e-09,2.1830125626710723e-16,1.0821523756068337e-13,2.6446515436796895e-11,1.2118921892194728e-14,6.821153772664532e-13,3.113062853624031e-10,1.0604983311144155e-17,3.093373795663437e-17,3.6366585523151916e-27,8.271347683096968e-14,1.8984435578734593e-25,9.185329503874937e-28,9.06231141374572e-28,1.5003140021339099e-21,4.766819357806328e-14,2.446206734001816e-32,2.969938294680075e-32,4.523657694242329e-34
6.046730153523566e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523042748600087,0.11866699832253183,0.022821524546212345,4.499938873270402e-29,6.032481244275846e-19,1.4136803713327134e-12,3.477706849818062e-19,5.282061068648114e-19,4.178443020620595e-40,5.336704338905474e-08,1.0025626082261014e-36,5.336253484257735e-08,1.811954157169437e-25,1.4392806893456176e-24,1.556433731729218e-31,1.6749214955007794e-32,4.9194100381211873e-14,1.8590064868932e-27,2.9139940477141827e-06,8.629335971948619e-08,1.3063535787678235e-09,2.234342099326132e-16,1.1246872073214538e-13,2.644894712407951e-11,1.2120036196289542e-14,6.821783311036211e-13,3.1900098050485336e-10,1.1366751256915831e-17,3.3058331501514944e-17,3.7323644971528615e-27,8.571704974799089e-14,2.1246646809673285e-25,1.0099454886837243e-27,9.942559647320017e-28,1.5473079692513944e-21,4.98417067382194e-14,2.7732006727805006e-32,3.1217909906565245e-32,5.00654142977582e-34
6.180922200753234e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523042082497093,0.11866693247380046,0.022821523588680632,5.041774668191187e-29,6.442893505760123e-19,1.4761206738395726e-12,3.8083960324007575e-19,5.641683689249894e-19,4.79662845738439e-40,5.45513890002561e-08,1.1438477800721603e-36,5.45466773362429e-08,1.9779759946550049e-25,1.5714629394503808e-24,1.7457816362884656e-31,1.8768862922183913e-32,5.140174266760254e-14,2.0516095320293453e-27,2.978650728241835e-06,8.820841009504593e-08,1.337221161444665e-09,2.28574533750364e-16,1.1677704171624683e-13,2.645137419408651e-11,1.2121148385695893e-14,6.822411680482193e-13,3.266963813716754e-10,1.2163686990259851e-17,3.5277850880637595e-17,3.828973097481325e-27,8.874711417889587e-14,2.371563921203179e-25,1.1079684490762316e-27,1.088491571241661e-27,1.5945148898608455e-21,5.206366774190073e-14,3.134493868748915e-32,3.2776086526509765e-32,5.531451376040321e-34
6.3151142479829025e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230414163993155,0.11866686662559486,0.022821522631149137,5.634354926093076e-29,6.871500952118197e-19,1.5399059960599983e-12,4.1619967335506463e-19,6.017267283569582e-19,5.489229278145926e-40,5.573573455331602e-08,1.3013140028987225e-36,5.573081525166579e-08,2.1551317703894546e-25,1.7125423118816258e-24,1.9531481203768966e-31,2.0978276167366186e-32,5.3657836029842684e-14,2.2603977528179103e-27,3.0433068822772643e-06,9.012345982615883e-08,1.368093419508716e-09,2.3372222939512446e-16,1.2113903061744066e-13,2.6453797753636315e-11,1.212225896698678e-14,6.823039174198965e-13,3.3439248682528096e-10,1.2996509603930022e-17,3.759427869090472e-17,3.926587766617529e-27,9.18027653785177e-14,2.640416441909643e-25,1.212905285901928e-27,1.1892181651324011e-27,1.6419300031065659e-21,5.4334076337838895e-14,3.5326265622093124e-32,3.4374296098600536e-32,6.101047411058811e-34
6.449306295212571e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523040750306756,0.11866680077791504,0.02282152167361786,6.281092649424024e-29,7.318692687410686e-19,1.60503632852928e-12,4.539515492114061e-19,6.409153840491256e-19,6.263163852320903e-40,5.692008005030766e-08,1.4763915915886815e-36,5.691494858887527e-08,2.343900203662573e-25,1.862904334485106e-24,2.179776783623289e-31,2.3390285765475167e-32,5.596238028365388e-14,2.4863836445754035e-27,3.1079625098247056e-06,9.203850891282854e-08,1.3989703502815116e-09,2.388772985293346e-16,1.2555351107979669e-13,2.6456218682030564e-11,1.2123368342019674e-14,6.823666025123557e-13,3.4208929596168134e-10,1.3865954672321397e-17,4.0009649515926954e-17,4.025320652620038e-27,9.488310488937375e-14,2.9325752918928016e-25,1.3250727836989634e-27,1.2967255346287303e-27,1.6895489118117127e-21,5.6652932268158913e-14,3.9703346551194257e-32,3.601297349139498e-32,6.718165817430278e-34
