Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),CO2X(24),H2X(49),O(29),CH3X(55),C2H4(47),OH(D)X(68),COX(50),CH4OX(63),CHOX(53),C2H6X(52),acetyl(44),CH2(T)(34),C2H4X(222),CH2O2(186),C2H4X(70),CH2OX(54),CH2OH(40)
2.3620592582439928e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44589553670927085,0.11240266939869235,0.022656838853900154,2.0378315658595515e-11,9.745298634086366e-07,2.5739558212613173e-05,4.016834238021803e-06,2.9889636577570705e-08,1.0598542421518116e-10,0.00020797828553536444,1.001538522899148e-16,0.00015663079963969744,1.050381053004376e-12,2.230208023582397e-09,1.0577857493439745e-13,8.246422264174084e-16,6.300614843138014e-06,1.7528214802138285e-11,0.006047263889143264,0.0003173443915118224,3.8472357839159454e-05,2.502629991693064e-07,1.1720024162758676e-09,3.929121512146e-09,6.768421741581307e-11,2.2163335042231348e-12,3.092737671735143e-08,7.936506913015674e-06,4.0786276644015033e-10,1.044474882666634e-13,4.3659246627907323e-07,5.658154864298577e-07,6.488831980527529e-10,2.7594806976352012e-11,1.961532558696042e-11,1.2522199830483388e-11,2.4864736694826354e-14,1.0195650399331077e-14,7.393236644693767e-11,2.0902759072144462e-15,1.63810768291683e-09,3.342550492316902e-13,1.0761612139385271e-17,4.9803685423668304e-18,1.6849402260736455e-13,2.056934476982121e-13
2.3725039768732823e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44588213875232546,0.1123897041145898,0.022656126801335424,2.0803758345200218e-11,9.922247179077487e-07,2.6004511215190277e-05,4.0756286506038565e-06,3.0280798985050455e-08,1.0767061836974907e-10,0.00020889331923681554,1.0240262249838071e-16,0.00015714804483691366,1.064756096384095e-12,2.2798952692577065e-09,1.0772753695209322e-13,8.407027784227132e-16,6.381319299676872e-06,1.7845723913223473e-11,0.006059213441067886,0.00031860495963199307,3.861239586506983e-05,2.5217636603707116e-07,1.177123147793611e-09,3.945337740360351e-09,6.881429787780021e-11,2.228979694401835e-12,3.120018961787437e-08,7.977251785003737e-06,4.119301328848533e-10,1.0606501937477054e-13,4.414345777881888e-07,5.701772960121395e-07,6.517189276145241e-10,2.809529887023626e-11,1.9866035854198694e-11,1.2705154017139756e-11,2.54180444386642e-14,1.033511997786045e-14,7.493567867756318e-11,2.1302038659805465e-15,1.6582305155508672e-09,3.4159538669555195e-13,1.0893446209232786e-17,5.0704318007564915e-18,1.7121329791085752e-13,2.1036950999273742e-13
2.3829486955025718e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44586881920191834,0.11237681426819858,0.02265541489325489,2.123576800335232e-11,1.0101284783726111e-06,2.6270816836830567e-05,4.134957808557355e-06,3.067529477182562e-08,1.0937732075926278e-10,0.00020980829693123762,1.0469160837558313e-16,0.00015766403982782391,1.0792639047276987e-12,2.330434418223804e-09,1.0970133297274389e-13,8.569944535296223e-16,6.462583860899347e-06,1.8167553540837345e-11,0.006071087195213915,0.00031986392235850585,3.875152850502405e-05,2.5408980633979235e-07,1.1822432470545495e-09,3.961552131567419e-09,6.995600138815354e-11,2.2416411621516834e-12,3.147293782563113e-08,8.017870252142001e-06,4.1601260236101484e-10,1.0769753133120783e-13,4.463050682003836e-07,5.745507858158857e-07,6.545544259484331e-10,2.8602609802107156e-11,2.0118479094134625e-11,1.288976738278279e-11,2.598082457723163e-14,1.0475471969443386e-14,7.594786933567983e-11,2.1706812258621163e-15,1.6785502400857962e-09,3.490627032842208e-13,1.102656511755837e-17,5.161718088652903e-18,1.7396764642065453e-13,2.1512782051004109e-13
2.3933934141318613e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4458555775773646,0.11236399938216046,0.022654703129691988,2.1674405165763884e-11,1.028242008130513e-06,2.6538470201264608e-05,4.19482284810613e-06,3.107313694180428e-08,1.1110575593443957e-10,0.00021072321840188065,1.0702134660917711e-16,0.0001581787872306869,1.0939051238832696e-12,2.381835334153184e-09,1.1170011259943123e-13,8.735192929634004e-16,6.54440794884451e-06,1.8493743230063338e-11,0.0060828856291708895,0.00032112127829141054,3.8889761568528224e-05,2.5600327288995446e-07,1.1873627129675462e-09,3.977764680577452e-09,7.110935742169501e-11,2.2543174746963316e-12,3.174560483742597e-08,8.05836114236804e-06,4.2011004706251096e-10,1.0934503677916165e-13,4.512038592123875e-07,5.789359044077769e-07,6.573896931915498e-10,2.911680226345727e-11,2.037265346363394e-11,1.3076043409406114e-11,2.6553186558758158e-14,1.0616701640520663e-14,7.696897455264533e-11,2.211712231951225e-15,1.6990684119462567e-09,3.5665860312291616e-13,1.1160978959657913e-17,5.254238573861834e-18,1.7675743750252502e-13,2.199693683983666e-13
2.4038381327611508e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4458424134008398,0.11235125898213028,0.022653991510680118,2.2119730413780703e-11,1.0465661625812238e-06,2.680746640861384e-05,4.255224880861696e-06,3.1474338484023686e-08,1.1285615034769939e-10,0.00021163808343100396,1.0939237862292399e-16,0.0001586922896597251,1.1086804001009703e-12,2.4341079312647497e-09,1.1372402459503586e-13,8.902793415463213e-16,6.626790971040886e-06,1.8824332714592626e-11,0.006094609217516105,0.00032237702607635195,3.902710094632112e-05,2.579167198330567e-07,1.1924815444360526e-09,3.993975382237418e-09,7.227439514375862e-11,2.2670082030490498e-12,3.201817440947167e-08,8.098723307942616e-06,4.242223392519954e-10,1.1100754750209655e-13,4.5613087135865925e-07,5.833326004972204e-07,6.60224729469673e-10,2.96379390441992e-11,2.0628557075399867e-11,1.3263985502833646e-11,2.7135240390200104e-14,1.0758804237544841e-14,7.799903041990152e-11,2.2533011261454e-15,1.719786593218198e-09,3.643847030416754e-13,1.1296697873328431e-17,5.348004477372213e-18,1.7958304371575588e-13,2.2489514836497585e-13
2.4142828513904403e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4458293261973663,0.1123385925967572,0.022653280036252634,2.2571804373958003e-11,1.0651017893078224e-06,2.7077800537139205e-05,4.316164993902049e-06,3.187891237264321e-08,1.1462873236167247e-10,0.00021255289179988063,1.1180525059689738e-16,0.0001592045497252656,1.1235903800316073e-12,2.4872621741059855e-09,1.1577321687201535e-13,9.072766476008354e-16,6.709732320949757e-06,1.9159361916827618e-11,0.0061062584318336425,0.00032363116440396874,3.9163552606012535e-05,2.598301026282732e-07,1.197599740358125e-09,4.010184231428442e-09,7.345114341155483e-11,2.279712919800117e-12,3.2290630556751926e-08,8.138955625371296e-06,4.2834935129304364e-10,1.126850744465251e-13,4.6108602405254467e-07,5.877408229360416e-07,6.630595348973858e-10,3.016608323282925e-11,2.088618799934589e-11,1.3453596992970037e-11,2.772709663483641e-14,1.0901775002499697e-14,7.903807298896068e-11,2.2954521468469804e-15,1.7407063526088465e-09,3.72242632613848e-13,1.1433732038607943e-17,5.4430270733831865e-18,1.8244484082826307e-13,2.2990616065715073e-13
2.4247275700197298e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44581631549479933,0.11232599975766565,0.022652568706442843,2.303068771468778e-11,1.0838497281881712e-06,2.7349467644954907e-05,4.377644249853932e-06,3.228687156693743e-08,1.164237322576593e-10,0.00021346764328880185,1.1426051348767512e-16,0.00015971557003387446,1.1386357107251996e-12,2.5413080773362095e-09,1.1784783648242084e-13,9.2451326285311e-16,6.7932313784015975e-06,1.949887094798527e-11,0.006117833740733268,0.00032488369200929745,3.929912258779938e-05,2.617433780269103e-07,1.2027172996264555e-09,4.026391223065987e-09,7.463963076092658e-11,2.2924312033152204e-12,3.256295755914983e-08,8.17905699531579e-06,4.324909556600031e-10,1.1437762773708933e-13,4.6606923562706714e-07,5.921605207181762e-07,6.658941095781958e-10,3.070129821659148e-11,2.1145544263945106e-11,1.3644881134061463e-11,2.832886640987611e-14,1.1045609168425646e-14,8.008613827139164e-11,2.338169528751305e-15,1.7618292654068844e-09,3.8023403419447903e-13,1.1572091677514014e-17,5.539317689338197e-18,1.8534320783161932e-13,2.3500341104325387e-13
2.4351722886490193e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4458033808238124,0.11231347999943656,0.022651857521284006,2.3496441142874507e-11,1.1028108115069266e-06,2.762246277170731e-05,4.439663686978534e-06,3.269822901128891e-08,1.182413822440427e-10,0.00021438233767708244,1.1675872304851642e-16,0.00016022535318848533,1.153817039629551e-12,2.5962557055109504e-09,1.1994802960815037e-13,9.419912423369402e-16,6.87728751002553e-06,1.9842900108200193e-11,0.00612933560986922,0.000326134607671176,3.943381700027434e-05,2.636565040529281e-07,1.2078342211284097e-09,4.042596352100567e-09,7.58398854449673e-11,2.3051626367297456e-12,3.283513995520312e-08,8.219026342514225e-06,4.3664702495867066e-10,1.1608521667282274e-13,4.710804233753296e-07,5.965916429793719e-07,6.687284536046084e-10,3.124364768164151e-11,2.1406623857563902e-11,1.3837841104967189e-11,2.8940661384069284e-14,1.1190301949246297e-14,8.114326223880505e-11,2.38145750264543e-15,1.783156913442842e-09,3.88360562958579e-13,1.1711787053760585e-17,5.636887705956274e-18,1.882785269559979e-13,2.401879107938536e-13
2.4456170072783088e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44579052171788436,0.11230103285958865,0.022651146480809306,2.396912540066208e-11,1.121985864068253e-06,2.7896780940218744e-05,4.502224319260638e-06,3.3112997635181136e-08,1.200819164646526e-10,0.0002152969747430655,1.1930043984952434e-16,0.00016073390178852282,1.169135014588831e-12,2.652115172867456e-09,1.220739415514433e-13,9.597126442980582e-16,6.961900069671769e-06,2.0191489886627696e-11,0.006140764501958882,0.00032738391021165127,3.95676420163132e-05,2.655694399837137e-07,1.2129505037460406e-09,4.058799613514363e-09,7.705193544295482e-11,2.3179068037147744e-12,3.310716253928237e-08,8.258862615694549e-06,4.408174319635699e-10,1.178078497524921e-13,4.761195035905107e-07,6.01034138996892e-07,6.71562567058164e-10,3.179319561320899e-11,2.166942472977039e-11,1.403248000944176e-11,2.956259377533974e-14,1.133584856165993e-14,8.22094808228388e-11,2.425320295099517e-15,1.804690885049712e-09,3.966238869392817e-13,1.1852828472502447e-17,5.735748557257297e-18,1.9125118368503208e-13,2.454606766629168e-13
2.4560617259075983e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4457777377132849,0.11228865787855995,0.022650435585051885,2.4448801262213636e-11,1.1413757033088969e-06,2.8172417158096177e-05,4.565327136501038e-06,3.3531190353191244e-08,1.2194557100708337e-10,0.00021621155426412815,1.218862292977935e-16,0.0001612412184300204,1.184590283842165e-12,2.7088966431113985e-09,1.2422571672561413e-13,9.77679530098839e-16,7.047068398827059e-06,2.0544680961546417e-11,0.00615212087680132,0.0003286315984953918,3.970060386903701e-05,2.674821463278367e-07,1.2180661463561254e-09,4.075001002321069e-09,7.827580843368464e-11,2.3306632943765733e-12,3.337901037030964e-08,8.29856478747309e-06,4.450020496237297e-10,1.1954553469559282e-13,4.811863916054369e-07,6.054879581892246e-07,6.743964500095818e-10,3.235000629576077e-11,2.1933944792616542e-11,1.422880087642698e-11,3.019477634843426e-14,1.1482244222029946e-14,8.328482991514258e-11,2.4697621282579803e-15,1.826432775023789e-09,4.0502568706589096e-13,1.1995226280083946e-17,5.835911730596403e-18,1.942615667705921e-13,2.5082273086907333e-13
2.4665064445368878e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44576502834906073,0.11227635459968939,0.02264972483404479,2.4935529530539225e-11,1.160981139411403e-06,2.844936641930462e-05,4.628973104412232e-06,3.3952820064982795e-08,1.2383258391096462e-10,0.00021712607601668757,1.2451666165754241e-16,0.00016174730570573287,1.2001834960222254e-12,2.7666103292047802e-09,1.2640349864602176e-13,9.958939641234294e-16,7.132791827023012e-06,2.0902514200460934e-11,0.006163405191295726,0.0003298776714291029,3.9832708847871806e-05,2.693945848047086e-07,1.2231811478302081e-09,4.0912005135680875e-09,7.951153183569026e-11,2.3434317051447613e-12,3.36506687645687e-08,8.338131854265803e-06,4.4920075107807896e-10,1.212982784296389e-13,4.862810018317154e-07,6.099530501157963e-07,6.772301025188546e-10,3.291414431316403e-11,2.2200181921905426e-11,1.4426806660353985e-11,3.083732241257336e-14,1.1629484126000732e-14,8.436934536736219e-11,2.5147872196736468e-15,1.8483841845857381e-09,4.1356765720181547e-13,1.2138990863754575e-17,5.937388766696573e-18,1.973100682474788e-13,2.5627510107695573e-13
2.4769511631661773e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44575239316702236,0.11226412256919832,0.022649014227821007,2.5429371034374804e-11,1.1808029754177612e-06,2.8727623705705367e-05,4.693163164717379e-06,3.4377899655298486e-08,1.2574319517618475e-10,0.00021804053977620666,1.271923120702321e-16,0.00016225216620524352,1.2159153001538342e-12,2.8252664931550774e-09,1.2860742992127871e-13,1.0143580136832982e-15,7.219069672237345e-06,2.1265030660204116e-11,0.006174617899459729,0.00033112212796094245,3.996396329468871e-05,2.7130671832572294e-07,1.2282955070346233e-09,4.107398142332136e-09,8.075913282927283e-11,2.356211631356542e-12,3.3922123289553714e-08,8.377562836195124e-06,4.534134097004003e-10,1.2306608711707403e-13,4.914032477984108e-07,6.144293644766913e-07,6.800635246352667e-10,3.348567454884757e-11,2.246813395843464e-11,1.4626500241455592e-11,3.149034581912311e-14,1.1777563478504258e-14,8.546306299112374e-11,2.5603997819905497e-15,1.8705467213418985e-09,4.222515041823932e-13,1.2284132651416972e-17,6.040191259671643e-18,2.0039708344803469e-13,2.6181882037861903e-13
2.4873958817954668e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44573983171172954,0.11225196133617249,0.02264830376641343,2.5930386625115315e-11,1.200842007343188e-06,2.9007183988559053e-05,4.757898235252381e-06,3.480644199395274e-08,1.276776467710685e-10,0.00021895494531720038,1.299137605746678e-16,0.00016275580251506614,1.2317863456525694e-12,2.8848754458056416e-09,1.3083765224470243e-13,1.033073748923233e-15,7.305901241288028e-06,2.1632271587039262e-11,0.006185759452447594,0.00033236496707994556,4.009437360001324e-05,2.732185109716582e-07,1.233409222830527e-09,4.123593883718229e-09,8.201863831476774e-11,2.3690026751337682e-12,3.4193359776105306e-08,8.416856776975454e-06,4.5763989910127183e-10,1.24848966186491e-13,4.965530421902532e-07,6.189168511123716e-07,6.828967163975342e-10,3.406466218596386e-11,2.2737798709210704e-11,1.4827884426087915e-11,3.215396095928899e-14,1.1926477495520377e-14,8.656601855801691e-11,2.6066040227298905e-15,1.8929219992458275e-09,4.3107894785260497e-13,1.2430662111388697e-17,6.144330857060737e-18,2.0352301101667313e-13,2.6745492727504113e-13
2.4978406004247563e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4457273435304782,0.1122398704525438,0.022647593449854883,2.6438637173794953e-11,1.2210990242896748e-06,2.9288042229993365e-05,4.823179210071017e-06,3.523845993582435e-08,1.2963618264050816e-10,0.0002198692924132426,1.3268159212708726e-16,0.0001632582172187427,1.2477972823233808e-12,2.945447546627389e-09,1.3309430638599687e-13,1.0520432427277807e-15,7.393285830220282e-06,2.2004278416761994e-11,0.006196830298568302,0.0003336061878154511,4.0223946199337e-05,2.7512992797142334e-07,1.238522294073953e-09,4.139787732864086e-09,8.329007494922639e-11,2.3818044474065775e-12,3.4464364310996e-08,8.45601274381517e-06,4.618800931346403e-10,1.266469203076942e-13,5.017302968853594e-07,6.234154600034042e-07,6.857296778339263e-10,3.465117270755171e-11,2.3009173948648513e-11,1.503096194706132e-11,3.282828276180988e-14,1.2076221367643028e-14,8.76782477995784e-11,2.653404144168824e-15,1.9155116385600796e-09,4.4005172110467777e-13,1.2578589752115885e-17,6.2498192598629945e-18,2.0668825292432563e-13,2.7318446565770984e-13
2.5082853190540458e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4457149281732866,0.11222784947307243,0.022646883278178084,2.6954183568117967e-11,1.2415748085596973e-06,2.9570193384435916e-05,4.8890069595532e-06,3.567396632084905e-08,1.3161904871404921e-10,0.00022078358083697257,1.3549639662123221e-16,0.00016375941289693523,1.2639487603592117e-12,3.006993203511791e-09,1.353775321831754e-13,1.0712685706281575e-15,7.481222724686441e-06,2.2381092774802025e-11,0.006207830883303534,0.0003348457892365286,4.0352687569512673e-05,2.7704093568375e-07,1.2436347196158378e-09,4.155979684934757e-09,8.45734691880416e-11,2.39461655571531e-12,3.4735123225835086e-08,8.495029827319065e-06,4.661338659536565e-10,1.2845995341770575e-13,5.069349229924613e-07,6.279251412701919e-07,6.885624089622678e-10,3.52452718966961e-11,2.328225741974968e-11,1.5235735463981268e-11,3.351342669067066e-14,1.2226790299488734e-14,8.879978640727476e-11,2.700804343016264e-15,1.938317265818238e-09,4.4917156991557866e-13,1.2727926121922719e-17,6.356668222557818e-18,2.0989321448280813e-13,2.790084847902974e-13
