Time (s),Volume (m^3),Ne,N2,X(1),He(2),CH4(3),H2(4),C2H6(5),CH3(6),C3H8(7),H(8),C2H5(9),C4H8(10),C2H4(11),C2H4X(64),C2H4(48),HeX(49),C4H8a(86),HX(12),C2H3X(58),C2H2X(98)
0.0,0.004023131612903226,0.0,0.0,0.010942917987096774,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.3994030605323753e-25,0.004023131612903226,0.0,0.0,0.010942917987096774,0.5,9.7473759423426912e-186,4.0557076388037096e-67,-8.1873842571979186e-114,-2.3856206732749703e-134,1.7595856751147197e-201,6.5006210499794242e-48,1.0321473010206876e-62,0.0,0.5,3.1912098336210162e-19,2.2110709310632856e-18,9.6371176800044352e-20,3.1961304364677131e-35,4.4570470604471741e-21,4.4570470604413549e-21,2.90883664131067e-33
6.718328569490651e-25,0.004023131612903226,0.0,0.0,0.010942917987096774,0.5,1.4537444211169661e-183,6.1289853784431025e-66,7.9926990153665245e-103,4.192014543834602e-123,2.6242835751097917e-199,3.9263751141900405e-47,1.2253652757724657e-61,0.0,0.5,8.9353875341154113e-19,6.1909986069771874e-18,2.6983929503999374e-19,1.9304627836264959e-34,1.2479731769261512e-20,1.2479731769226373e-20,1.756937331350538e-32
1.5356179587407203e-24,0.004023131612903226,0.0,0.0,0.010942917987096772,0.5,6.9949370381396262e-181,6.5932827881815461e-65,1.5414490958379285e-101,1.6588400409446941e-121,2.9427169368962302e-196,1.8903806013377186e-46,1.2030708940719001e-60,0.0,0.5,2.0423742935010462e-18,1.4150853958804942e-17,6.167755315193705e-19,9.2943473092480589e-34,2.8525101186927881e-20,2.8525101186758694e-20,8.458896952914819e-32
3.2631881623240308e-24,0.004023131612903226,0.0,0.0,0.010942917987096769,0.5,2.240627444365e-178,6.0603628049377662e-64,2.6387324892547945e-100,5.7017386389512156e-120,1.9602147611113854e-193,8.2557887335121216e-46,1.0641025814648797e-59,0.0,0.5,4.3400453736425622e-18,3.0070564662460252e-17,1.3106480044760369e-18,4.0590856543139409e-33,6.0615840022411398e-20,6.0615840021672539e-20,3.6942225344473868e-31
6.718328569490652e-24,0.004023131612903226,0.0,0.0,0.010942917987096762,0.5,6.3533052273191114e-176,5.1847679722442229e-63,4.3561351448797494e-99,1.8847836362874115e-118,1.1325944147521634e-190,3.4466292807335175e-45,8.944423367160413e-59,0.0,0.49999999999999994,8.9353875337756129e-18,6.1909986069770053e-17,2.698392950381019e-18,1.6945883574151312e-32,1.247973176939815e-19,1.2479731769089695e-19,1.5422651872074694e-30
1.3628609383823893e-23,0.004023131612903226,0.0,0.0,0.01094291798709675,0.5,1.7087905026156017e-173,4.2868664231333755e-62,7.0767699628624691e-98,6.1270825924781605e-117,6.1498496209808334e-188,1.4080605219388914e-44,7.3331786757695253e-58,0.0,0.49999999999999989,1.8126071853441799e-17,1.2558882888438647e-16,5.473882842157583e-18,6.9229463706060985e-32,2.5316027303953412e-19,2.5316027302693276e-19,6.300656518413769e-30
2.7449171012490376e-23,0.004023131612903226,0.0,0.0,0.010942917987096725,0.5,4.4821866169418683e-171,3.4860085809792379e-61,1.1408357245765555e-96,1.9759782119064024e-115,3.2414392180868129e-185,5.6916057593071519e-44,5.9385982172532021e-57,0.0,0.49999999999999972,3.6507440490374501e-17,2.529465145136063e-16,1.1024862625577114e-17,2.7983656113880796e-31,5.0988618374028881e-19,5.098861836893523e-19,2.5468261035186847e-29
5.509029426982334e-23,0.004023131612903226,0.0,0.0,0.010942917987096677,0.5,1.1613724521530048e-168,2.8115922101563419e-60,1.8321788070053951e-95,6.3476266441648193e-114,1.6837288488428909e-182,2.2885696433239355e-43,4.7799004918049561e-56,0.0,0.49999999999999944,7.3270177754641217e-17,5.0766188577199437e-16,2.2126822191881781e-17,1.125210504679917e-30,1.0233380051803969e-18,1.0233380049755831e-18,1.0240675748327195e-28
1.1037254078448927e-22,0.004023131612903226,0.0,0.0,0.01094291798709658,0.5,2.9910435519031409e-166,2.2584237645637122e-59,2.9369593718886095e-94,2.0351598946941938e-112,8.6829050325176948e-180,9.1781878583062046e-43,3.8355691173620245e-55,0.0,0.49999999999999883,1.4679565224477999e-16,1.0170926282885637e-15,4.4330741322353545e-17,4.5125973864638285e-30,2.0502416482150066e-18,2.0502416473936129e-18,4.1069690001437443e-28
