Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),H2OX(23),H2X(49),CH3OO(77),CH2X(27),CHX(28),CX(26),OCX(25),C2H6X(52)
7.459802435923617e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33507920622058046,0.11632495779974884,0.022749934116567939,0.0,1.0954369868359439e-13,2.9147216296695843e-11,1.9421241614853656e-09,1.4283415154989689e-14,2.4473914744690991e-29,6.4279396551378092e-08,2.4826196465098961e-30,7.2085731183861472e-10,1.4458415986276641e-22,2.6652124232514673e-16,6.291582348008582e-22,6.0875248715092327e-24,9.451699107631578e-15,2.6713125299424212e-23,0.0023449192024225908,0.0001432651811043349,4.1444112991698682e-09,7.9289974129956165e-12,1.4979231906443241e-07,8.0099826116234315e-17,2.4703395362298961e-13,1.0847209781896501e-11,2.8764602088471367e-13,2.2642545197276159e-10,1.8424271201366701e-08,1.4471895482405984e-15,2.9077414912427293e-17
7.643708696437719e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33503192352562444,0.11628117951908438,0.022748183197975939,0.0,1.1878907961445579e-13,3.1677045787597346e-11,2.1006326151040326e-09,1.5008152703455149e-14,2.8196145737257006e-29,6.65055615123558e-08,2.8042720769689638e-30,7.3783807295906751e-10,1.5444902786043411e-22,2.9118377281227216e-16,7.0715732017412276e-22,6.7468821793351839e-24,1.0199316642390036e-14,2.9176163968322879e-23,0.0023886944815537737,0.00014676685855164145,4.2003349598653295e-09,8.3763794453046756e-12,1.5491375209041257e-07,8.473329702787398e-17,2.7104061820126939e-13,1.1232586585719484e-11,2.9158669193718056e-13,2.4113618501767015e-10,1.8970105805990599e-08,1.528309142648973e-15,3.0684587857029922e-17
7.82761495695182e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33498520045087271,0.11623795962689853,0.022746432905289854,0.0,1.2861383981661527e-13,3.4371217005135704e-11,2.2677083701264856e-09,1.5757702465213355e-14,3.2372044146875515e-29,6.8760440379241303e-08,3.1594073125588962e-30,7.5478794981132827e-10,1.6477413567184166e-22,3.1757204599104608e-16,7.9251785309578223e-22,7.4590869931967306e-24,1.0988422267287367e-14,3.1805523783833388e-23,0.0024319113339726999,0.00015026727559374513,4.2562378304905101e-09,8.8391847216850242e-12,1.6010113387855011e-07,8.9537321926571607e-17,2.9680411296235247e-13,1.1622976410079663e-11,2.9553104673951111e-13,2.5642017550722191e-10,1.9516335292028748e-08,1.6117439985866773e-15,3.2349453674413367e-17
8.011521217465922e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33493902986315943,0.11619529100153865,0.022744683232508268,0.0,1.3904349189007273e-13,3.7237135435915529e-11,2.443575941465578e-09,1.6532679052434884e-14,3.7043640787796912e-29,7.1044004196710033e-08,3.5507484652877225e-30,7.7170741019168386e-10,1.7557356368171748e-22,3.4577109348449274e-16,8.8571987326988017e-22,8.2269333942504153e-24,1.1820414468595547e-14,3.4608903917226152e-23,0.002474576881365125,0.00015376644400871795,4.3121207594398758e-09,9.317641360464877e-12,1.6535439458141873e-07,9.451522624576573e-17,3.2441411330216282e-13,1.2018372894636411e-11,2.9947939975598461e-13,2.7228365224174599e-10,2.0062723973646274e-08,1.6974842064374061e-15,3.4073476867049509e-17
8.195427477980024e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33489340472047024,0.11615316661235146,0.022742934173708065,0.0,1.5010431026013786e-13,4.0282407168657851e-11,2.6284577768795979e-09,1.7333708223518571e-14,4.2255647267444524e-29,7.335622448135685e-08,3.9811868833240319e-30,7.8859691893746673e-10,1.8686171520035526e-22,3.7586853827079673e-16,9.8726016797603208e-22,9.053285925913492e-24,1.2696711364446845e-14,3.75942382027012e-23,0.0025166981544166456,0.00015726437542010161,4.367984579130678e-09,9.8119771216705782e-12,1.7067346548671429e-07,9.9670373576187017e-17,3.5396305817848611e-13,1.24187697664424e-11,3.0343207023588329e-13,2.8873247020484237e-10,2.0609038783531504e-08,1.7855182844419162e-15,3.585815075999906e-17
8.379333738494126e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33484831807077242,0.11611157951851618,0.022741185723043379,0.0,1.6182334758803471e-13,4.3514841106692098e-11,2.8225740915916642e-09,1.8161427020439263e-14,4.8055546265089466e-29,7.5697073212790459e-08,4.4537899160559168e-30,8.0545693796001632e-10,1.9865332188382286e-22,4.0795463026684754e-16,1.0976522013337273e-21,9.941078855382815e-24,1.3618750650070635e-14,4.0769700502690841e-23,0.0025582820939799708,0.00016076108129916438,4.4238301062881683e-09,1.0322419413005092e-11,1.7605827899455973e-07,1.0500616661045315e-16,3.8554618474224393e-13,1.2824160838294756e-11,3.0738938178110858e-13,3.0577210615191972e-10,2.1155049439208314e-08,1.8758332128181052e-15,3.7704997649676522e-17
8.563239999008228e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33480376305086057,0.11607052286789196,0.022739437874744573,0.0,1.7422845140345635e-13,4.6942451174927931e-11,3.0261427073908051e-09,1.9016483905631842e-14,5.4493681300007993e-29,7.8066522824888508e-08,4.9718089509029925e-30,8.2228792627714828e-10,2.1096344921719256e-22,4.4212228186912245e-16,1.2174260230751144e-21,1.0893315384793996e-23,1.4587989543624813e-14,4.4143710163506684e-23,0.0025993355522270058,0.00016425657296712413,4.4796581422261538e-09,1.0849195295385853e-11,1.8150876859479624e-07,1.1052604839932183e-16,4.1926156285337517e-13,1.3234540007115423e-11,3.1135166253397245e-13,3.234076546379046e-10,2.1700528604491871e-08,1.9684144687890574e-15,3.9615568986084153e-17
8.74714625952233e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33475973288521671,0.11602998989588111,0.022737690623117198,0.0,1.8734828093618436e-13,5.0573458521450062e-11,3.2393788963359812e-09,1.9899538898435121e-14,6.162334587869116e-29,8.0464546197211326e-08,5.5386877270738432e-30,8.3909034004514639e-10,2.238075020594843e-22,4.784671033194188e-16,1.3471281574305179e-21,1.1913066814074058e-23,1.5605904732550703e-14,4.7724937561562721e-23,0.0026398652937861225,0.00016775086159733882,4.5354694731204803e-09,1.139253148871783e-11,1.870248688443124e-07,1.1623350332958161e-16,4.5521012948681738e-13,1.3649901252360806e-11,3.1531924516535751e-13,3.4164382441977457e-10,2.2245252046029527e-08,2.0632460622622244e-15,4.1591445582249575e-17
8.931052520036431e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33471622088488578,0.1159899739243062,0.022735943962541038,0.0,2.01212324187183e-13,5.441629371379325e-11,3.4624952292148501e-09,2.0811263711107182e-14,6.950087191800234e-29,8.2891116646569797e-08,6.1580709344014872e-30,8.5586463259027269e-10,2.3720123024997124e-22,5.1708743815691579e-16,1.4873214724822392e-21,1.3003471656761359e-23,1.6673992320535486e-14,5.1522309741537671e-23,0.0026798779968647203,0.0001712439582174638,4.5912648702762032e-09,1.1952654377496492e-11,1.9260651534372437e-07,1.2213205798036105e-16,4.9349572303176445e-13,1.4070238634460538e-11,3.1929246618504536e-13,3.604849359217077e-10,2.2788998784088396e-08,2.1603105744020293e-15,4.3634237847141811e-17
9.114958780550533e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33467322044636505,0.11595046836030218,0.022734197887469054,0.0,2.1585091522814019e-13,5.8479598929942955e-11,3.6957014288747191e-09,2.1752341884426447e-14,7.8185717343648063e-29,8.5346207918743007e-08,6.8338131043034401e-30,8.7261125443981039e-10,2.5116073427515398e-22,5.5808439869680887e-16,1.6385850304743977e-21,1.4167734710433832e-23,1.7793767775040648e-14,5.5545016147327594e-23,0.0027193802543573151,0.00017473587371157607,4.6470450903904862e-09,1.252979001566701e-11,1.982536447139867e-07,1.2822528248499907e-16,5.3422511748783078e-13,1.4495546293284671e-11,3.2327166615125595e-13,3.7993491917122799e-10,2.3331551238060081e-08,2.2595891969732711e-15,4.5745586038459975e-17
9.298865041064635e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33463072505050845,0.11591146669522248,0.022732452392426463,0.0,2.312952517295855e-13,6.2772230144132617e-11,3.9392042285568509e-09,2.2723468922890699e-14,8.7740552764625773e-29,8.7829794180343605e-08,7.5699878008206555e-30,8.8933065335263764e-10,2.6570247099594282e-22,6.0156190153275566e-16,1.8015139195339718e-21,1.5409126083232985e-23,1.8966765875383298e-14,5.9802514446946264e-23,0.0027583785749392908,0.00017822661882226716,4.7028108758117947e-09,1.3124164131947239e-11,2.0396619457325708e-07,1.3451679161432491e-16,5.7750805656115332e-13,1.4925818446638262e-11,3.2725718991207543e-13,3.9999731187519748e-10,2.3872695366882263e-08,2.3610617714122888e-15,4.79271605321532e-17
9.482771301578737e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33458872826144442,0.11587296250355955,0.022730707472009764,0.0,2.4757741270704871e-13,6.73032593074661e-11,4.1932072353383359e-09,2.3725352429527708e-14,9.8231347126087074e-29,9.0341850010828523e-08,8.3708971192663246e-30,9.0602327434933678e-10,2.8084325943442248e-22,6.4762670299984084e-16,1.9767190673383484e-21,1.6730980178170513e-23,2.019454066132771e-14,6.4304536452288483e-23,0.0027968793841465392,0.00018171620415270335,4.7585629547946013e-09,1.3736002135164301e-11,2.0974410351292684e-07,1.4101024548529417e-16,6.2345728766354841e-13,1.5361049388782924e-11,3.3124938556710875e-13,4.2067525871920395e-10,2.4412220803189335e-08,2.4647068311223333e-15,5.0180662105682663e-17
9.666677562092838e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33454722372550849,0.11583494944187905,0.022728963120885758,0.0,2.6473037648519379e-13,7.2081976523357563e-11,4.4579107987762986e-09,2.4758712240329742e-14,1.0972745224602676e-28,9.2882350394653253e-08,9.2410815003584236e-30,9.2268955974184929e-10,2.9660028661966667e-22,6.96388434610158e-16,2.164827037267122e-21,1.8136694636878687e-23,2.1478665382170653e-14,6.9061094134748487e-23,0.0028348890254411519,0.00018520464016865421,4.8143020417489797e-09,1.4365529118277441e-11,2.1558731107345075e-07,1.4770935101030351e-16,6.7218859581744018e-13,1.5801233488984912e-11,3.3524860459742129e-13,4.4197151124768468e-10,2.4949920981736765e-08,2.5705016446154027e-15,5.2507822232629284e-17
9.85058382260694e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33450620517018864,0.11579742124776803,0.022727219333790662,0.0,2.8278803888204637e-13,7.711789221788113e-11,4.7335118848571796e-09,2.5824280558323396e-14,1.2230168614502623e-28,9.5451270713566348e-08,1.0185329867730685e-29,9.3932994916267535e-10,3.1299111349206367e-22,7.4795963847366932e-16,2.3664798076020998e-21,1.9629729244515839e-23,2.2820732446313991e-14,7.4082485737624845e-23,0.0028724137612633747,0.00018869193720049015,4.8700288374853943e-09,1.5012969863177729e-11,2.2149575772076289e-07,1.5461786317993157e-16,7.2382083746901912e-13,1.6246365190089627e-11,3.3925520259569121e-13,4.6388842752822962e-10,2.5485593262792356e-08,2.6784222571563472e-15,5.4910403386740033e-17
9.999999999999999e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3344732328401045,0.11576728387817932,0.02272580299109191,0.0,2.9814925482239645e-13,8.1405443252661768e-11,4.9655834984939605e-09,2.6714238328408675e-14,1.3336411977188285e-28,9.755931959099462e-08,1.1010499326157612e-29,9.5283080772630755e-10,3.2678699871321507e-22,7.9200725268345772e-16,2.5407400762924417e-21,2.0909477459864755e-23,2.3954879178284285e-14,7.8364448062000984e-23,0.0029025482932479294,0.00019152438923980775,4.9152959633672045e-09,1.5552332884966535e-11,2.2634411785692894e-07,1.6038754596124868e-16,7.6798984599727156e-13,1.6611655157488122e-11,3.4251607676640951e-13,4.8215335690902645e-10,2.5919174379640244e-08,2.7676511188470061e-15,5.6919168146079927e-17
1.0034490083121042e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33446566640308534,0.11576037173879633,0.022725476105529149,0.0,3.0178523161716761e-13,8.2420739305041209e-11,5.0202039553335077e-09,2.6922802087284895e-14,1.3603041508175428e-28,9.804858673904211e-08,1.120869009698358e-29,9.5594487959362554e-10,3.3003368086569148e-22,8.0245580272813324e-16,2.5823345343460676e-21,2.1213604797523165e-23,2.4222353371315518e-14,7.9379301986288986e-23,0.0029094597740699801,0.00019217810544514802,4.9257440294551704e-09,1.5678548845998687e-11,2.274693848216911e-07,1.6173958555899114e-16,7.784759742117791e-13,1.6696439007121845e-11,3.4326953780227105e-13,4.864279731890077e-10,2.6019039048824973e-08,2.7884435359904489e-15,5.7390199353886565e-17
1.0218396343635144e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33442560131088461,0.11572379481149195,0.022723733430973458,0.0,3.217577409398442e-13,8.8000475346881811e-11,5.3181768525053723e-09,2.8055034165110958e-14,1.5099363421012178e-28,1.0067427462484754e-07,1.2316479824549433e-29,9.7253478539412992e-10,3.4774631544828317e-22,8.5999539697007856e-16,2.8130632982507986e-21,2.2891901935959217e-23,2.5685158734389454e-14,8.496243239707179e-23,0.0029460331673592469,0.00019566315496806702,4.9814482919868672e-09,1.6362490240086725e-11,2.3350813461891341e-07,1.6907837175791238e-16,8.3627910642236985e-13,1.7151449525911132e-11,3.4729197091820826e-13,5.0959172327428186e-10,2.6550063894983922e-08,2.9005392167834655e-15,5.9949035550599453e-17
1.0402302604149245e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33438600385834388,0.11568768444032902,0.022721991305062472,0.0,3.4274232647608824e-13,9.3867284708531535e-11,5.6276166895294852e-09,2.9221746896854823e-14,1.6727504677702546e-28,1.0332831089974255e-07,1.3514297604804173e-29,9.8910009832910453e-10,3.6614773591835083e-22,9.2069990767787292e-16,3.0593528366621987e-21,2.4668259942156593e-23,2.7210798123345496e-14,9.0843071685822113e-23,0.0029821399666827156,0.00019914709570509302,5.0371422865185332e-09,1.7065017920070906e-11,2.3961195020697154e-07,1.7663812706079204e-16,8.9735850681051278e-13,1.7611391401741906e-11,3.5132286667324822e-13,5.3338086339194486e-10,2.7078477614810678e-08,3.0146819470127182e-15,6.2588769347999877e-17
1.0586208864663347e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3343468680872918,0.11565203467672924,0.022720249722800876,0.0,3.6477674029677835e-13,1.0003158070819733e-10,5.9487057463145453e-09,3.0423723287436696e-14,1.8496214178293948e-28,1.0601067246031034e-07,1.480803442397351e-29,1.0056412475963844e-09,3.8525705905904361e-22,9.8469387363299746e-16,3.3219042608113228e-21,2.6546375507469863e-23,2.8800940087952275e-14,9.7032726277071173e-23,0.0030177861206438982,0.00020262993746435337,5.0928266618256262e-09,1.7786355467617627e-11,2.4578077550716932e-07,1.84422808660485e-16,9.6184565388452487e-13,1.8076259358027812e-11,3.5536259193960289e-13,5.5779619232884674e-10,2.7604094378952721e-08,3.1308433332876741e-15,6.531129040012006e-17
1.0770115125177449e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33430818811563978,0.11561683964807606,0.022718508679258217,0.0,3.8789974620258875e-13,1.0650400776192079e-10,6.2816223710186345e-09,3.1661759374037565e-14,2.0414627003115021e-28,1.0872133656391625e-07,1.6203885579533018e-29,1.0221586598537246e-09,4.050938059483409e-22,1.0521049213350325e-15,3.601432759190154e-21,2.8530001468894431e-23,3.0457272091690422e-14,1.0354322091473235e-22,0.0030529775018841047,0.00020611168992810136,5.1485020542446959e-09,1.8526726173105531e-11,2.5201455524157168e-07,1.9243642700636369e-16,1.0298752653337757e-12,1.8546048185009949e-11,3.5941151475693993e-13,5.8283812591003262e-10,2.8126732807082408e-08,3.2489939906050938e-15,6.8118520975788627e-17
1.095402138569155e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33426995813640775,0.11558209355674147,0.022716768169568139,0.0,4.1215113922407862e-13,1.1329544352321261e-10,6.6265408872117328e-09,3.2936664358184652e-14,2.2492271849508653e-28,1.1146028082179186e-07,1.7708362933950662e-29,1.0386527592453764e-09,4.2567790820520102e-22,1.1230638004039982e-15,3.8986672876622932e-21,3.0622945517344521e-23,3.2181500463889109e-14,1.1038670537525941e-22,0.0030877199080555657,0.00020959236265453152,5.2041690878931455e-09,1.9286353038458318e-11,2.5831323490866817e-07,2.0068304797562927e-16,1.1015853313292166e-12,1.9020752738478637e-11,3.634700072032092e-13,6.0850669951860754e-10,2.8646216055536949e-08,3.3691035866550921e-15,7.1012416293408245e-17
1.1137927646205653e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33423217241676167,0.11554779067912554,0.022715028188927441,0.0,4.375717653441867e-13,1.2041700101761942e-10,6.9836315067465486e-09,3.4249260737536567e-14,2.4739078293682223e-28,1.1422748319224295e-07,1.9328307551777805e-29,1.0551239674282366e-09,4.4702971429131269e-22,1.1977044189939078e-15,4.2143502469736176e-21,3.2829068879382165e-23,3.3975350352243618e-14,1.1757566128418327e-22,0.0031220190627820037,0.00021307196507956529,5.2598283748851211e-09,2.0065458784164946e-11,2.6467676075793055e-07,2.091667928548016e-16,1.177117147742913e-12,1.950036793851814e-11,3.6753844330233325e-13,6.3480157205910306e-10,2.9162371897861441e-08,3.4911408903925837e-15,7.3994964858062588e-17
1.1321833906719754e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33419482529706274,0.11551392536470817,0.022713288732595267,0.0,4.6420354143713253e-13,1.2788003077188458e-10,7.3530602483047015e-09,3.5600384437375896e-14,2.7165383871344092e-28,1.1702292197397814e-07,2.1070902729244247e-29,1.0715727035975819e-09,4.6916999586810982e-22,1.2761638792081368e-15,4.549237148333721e-21,3.5152284974194169e-23,3.5840565675665803e-14,1.2512290903694247e-22,0.0031558806166068301,0.00021655050651860791,5.3154805155434327e-09,2.0864265849513254e-11,2.7110507976277798e-07,2.1789183929736168e-16,1.2566153492873365e-12,1.9984888768273869e-11,3.7161719642361084e-13,6.6172203184230546e-10,2.9675032797804686e-08,3.615073823645461e-15,7.70681888004697e-17
1.1505740167233856e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3341579111899306,0.11548049203511319,0.022711549795892318,0.0,4.920894754167948e-13,1.3569612293783202e-10,7.7349888616615179e-09,3.6990884941816498e-14,2.978194097116017e-28,1.1984657579955693e-07,2.294368742566287e-29,1.087999384512387e-09,4.9211995420872925e-22,1.3585825124896697e-15,4.9040962677455872e-21,3.7596558047617341e-23,3.7778909077458308e-14,1.3304161482491525e-22,0.0031893101479291215,0.00022002799616827669,5.3711260986077461e-09,2.1682996393081982e-11,2.7759813959593953e-07,2.2686242427511661e-16,1.3402279425750066e-12,2.0474310272741903e-11,3.7570664397862275e-13,6.8926700037873603e-10,3.0184035978728388e-08,3.740869505465146e-15,8.0234144217368882e-17
1.1689646427747958e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33412142457931732,0.11544748518318439,0.02270981137419999,0.0,5.2127368660802785e-13,1.4387710941113087e-10,8.1295747577082777e-09,3.8421625424732966e-14,3.2599923535436501e-28,1.2269842362895468e-07,2.4954570106099949e-29,1.1044044245202336e-09,5.1590122666461261e-22,1.4451039150285635e-15,5.2797082897774623e-21,4.0165901785010523e-23,3.9792161878826417e-14,1.4134529776755561e-22,0.0032223131639275361,0.00022350444310810107,5.426765701439076e-09,2.2521872302312702e-11,2.8415588860391431e-07,2.3608284393629809e-16,1.4281063390988997e-12,2.0968627557580145e-11,3.7980716579319898e-13,7.1743503738834119e-10,3.06892234860962e-08,3.8684943011725612e-15,8.3494921512997576e-17
1.187355268826206e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33408536001959316,0.11541489937207357,0.0227080734629596,0.0,5.5180142633545881e-13,1.524350659443964e-10,8.5369709441419934e-09,3.9893482880418852e-14,3.5630933562809819e-28,1.2557844474324175e-07,2.7111843004921362e-29,1.1207882355818106e-09,5.4053589318645918e-22,1.5358749831821534e-15,5.6768659414700522e-21,4.2864377904768641e-23,4.1882124032665017e-14,1.5004783715153094e-22,0.003254895101472323,0.00022697985630219428,5.4823998902204074e-09,2.3381115192571154e-11,2.9077827577885193e-07,2.4555745374233943e-16,1.5204053881338491e-12,2.146783578794093e-11,3.8391913852483912e-13,7.4622434871762621e-10,3.1190442241438177e-08,3.9979138759112491e-15,8.685264574137477e-17
1.2057458948776161e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33404971213464563,0.11538272923434016,0.022706336057671566,0.0,5.8371909871283189e-13,1.6138231425474738e-10,8.9573259668433966e-09,4.1407348253980276e-14,3.8887007408106661e-28,1.284866187383763e-07,2.9424196819981042e-29,1.137151227295014e-09,5.6604648289927136e-22,1.6310459488461707e-15,6.0963736170700284e-21,4.5696094734268859e-23,4.405061407760242e-14,1.5916347977775445e-22,0.0032870613280255906,0.0002304542446008981,5.5380292201538651e-09,2.4260946403128283e-11,2.9746525073363091e-07,2.5529067242672984e-16,1.6172834095590465e-12,2.1971930187324619e-11,3.88042942576093e-13,7.756327913383846e-10,3.1687544093578412e-08,4.1290932380357604e-15,9.0309476949157476e-17
1.2241365209290263e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33401447561698833,0.11535096947106277,0.022704599153894649,0.0,6.1707428165620047e-13,1.707314241261753e-10,9.3907838569941488e-09,4.2964126571471605e-14,4.2380621874910032e-28,1.3142292551910675e-07,3.1900735847374927e-29,1.1534938069186465e-09,5.9245598073123144e-22,1.7307704148516613e-15,6.5390469943005054e-21,4.8665205770027713e-23,4.6299469092344111e-14,1.6870684741720196e-22,0.0033188171425299813,0.00023392761674239981,5.59365423565456e-09,2.5161587011040004e-11,3.0421676367653937e-07,2.6528698208352643e-16,1.7189022266015559e-12,2.2480906036453749e-11,3.9217896245259813e-13,8.0565787903496948e-10,3.2180385863485697e-08,4.2619967880061462e-15,9.386761051887322e-17
1.2425271469804365e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33397964522688273,0.11531961485096173,0.022702862747245176,0.0,6.5191574812067037e-13,1.8049521550591564e-10,9.8374840837781291e-09,4.4564737069778875e-14,4.6124700096750505e-28,1.3438734529298359e-07,3.4550993566840865e-29,1.1698163793957237e-09,6.1978783409618336e-22,1.8352053904042882e-15,7.0057126428726164e-21,5.177590822383759e-23,4.8630544650238228e-14,1.7869294437639842e-22,0.0033501677762858922,0.00023739998135432214,5.6492754705405588e-09,2.6083257830385141e-11,3.1103276538204566e-07,2.7555092685809165e-16,1.8254271985005896e-12,2.2994758672167437e-11,3.9632757620806861e-13,8.3629679233155607e-10,3.2668829379355281e-08,4.3965883736371215e-15,9.7529277512364198e-17
1.2609177730318467e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33394521579146985,0.11528866020953339,0.022701126833396271,0.0,6.8829348752353192e-13,1.9068676059487418e-10,1.0297561512657152e-08,4.6210113326257154e-14,5.0132617203217339e-28,1.3737985856447754e-07,3.7384948688043486e-29,1.1861193473763926e-09,6.4806595962949277e-22,1.9445113264305234e-15,7.4972076259284704e-21,5.5032441556640816e-23,5.1045714774020812e-14,1.8913716517345477e-22,0.0033811183938174151,0.00024087134695528704,5.7048934482195727e-09,2.7026179399850384e-11,3.1791320716557509e-07,2.8608711802752456e-16,1.9370272530922119e-12,2.3513483486335661e-11,4.0048916438481631e-13,8.675463846732773e-10,3.3152741509885868e-08,4.5328313311937932e-15,1.0129674501430546e-16
1.2793083990832568e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33391118220391497,0.11525810044819514,0.02269939140807711,0.0,7.262587273895555e-13,2.0131938593279845e-10,1.0771146369306993e-08,4.7901203388127575e-14,5.4418205767663991e-28,1.404004461292028e-07,4.0413041668142355e-29,1.2024031112404565e-09,6.7731474997708164e-22,2.0588521509480739e-15,8.0143790951329389e-21,5.8439086001879457e-23,5.3546871890825284e-14,2.0005530232553397e-22,0.0034116740937271202,0.00024434172195645292,5.760508681872762e-09,2.7990572002825024e-11,3.2485804085877923e-07,2.9690023503271664e-16,2.0538749193139246e-12,2.4037075924793027e-11,4.0466411532270165e-13,8.9940318836903047e-10,3.3631994192179736e-08,4.6706885337227944e-15,1.0517231647568396e-16
1.297699025134667e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33387753942256165,0.11522793053344177,0.022697656467072173,0.0,7.6586395523540764e-13,2.1240667447705248e-10,1.125836420898533e-08,4.9638969901639634e-14,5.8995761033559229e-28,1.434490890682427e-07,4.3646191711203e-29,1.2186680691195241e-09,7.0755908063744852e-22,2.1783953045439435e-15,8.5580838801204365e-21,6.2000161080041576e-23,5.6135926787371576e-14,2.1146355424862017e-22,0.0034418399095398401,0.000247811114663026,5.8161216746346634e-09,2.8976655670475292e-11,3.3186721877922165e-07,3.0799502191468452e-16,2.1761463596284228e-12,2.456553148629168e-11,4.0885280706574425e-13,9.3186342646098334e-10,3.4106464448349703e-08,4.8101224481520386e-15,1.0915833205714648e-16
1.3160896511860772e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33384428247009718,0.11519814549601252,0.022695922006220528,0.0,8.0716294061974485e-13,2.2396246767489403e-10,1.1759335891278553e-08,5.142439024100354e-14,6.3880045916910546e-28,1.4652576874257709e-07,4.7095814260172879e-29,1.2349146169187761e-09,7.3882431685649858e-22,2.3033117756902588e-15,9.1291880729712312e-21,6.5720024106110071e-23,5.8814808565244154e-14,2.2337853327046249e-22,0.003471620810535596,0.00025127953327574608,5.8717329197698131e-09,2.9984650154599713e-11,3.3894069370478871e-07,3.193762933290196e-16,2.3040214023658021e-12,2.5098845721473019e-11,4.1305561667215275e-13,9.6492302011869279e-10,3.4576034401236115e-08,4.951095172148258e-15,1.1325716897214018e-16
1.3344802772374874e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33381140643272972,0.11516874043006879,0.02269418802141511,0.0,8.5021075740577751e-13,2.3600086753044118e-10,1.2274177560375623e-08,5.3258456637098448e-14,6.9086295782559679e-28,1.4963046678760836e-07,5.077383899230728e-29,1.251143148338359e-09,7.7113632057501777e-22,2.4337761360527891e-15,9.7285666084310733e-21,6.9603068691590621e-23,6.1585464596397224e-14,2.358172737575631e-22,0.0035010217025718015,0.00025474698589234723,5.9273429008472158e-09,3.1014774954959248e-11,3.4607841884994512e-07,3.3104893775251188e-16,2.4376835739832365e-12,2.5637014231857905e-11,4.1727293565320642e-13,9.9857759438578098e-10,3.5040591286276842e-08,5.0935684816530327e-15,1.1747124182978438e-16
1.3528709032888976e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33377890645937408,0.11513971049238275,0.022692454508601991,0.0,8.9506380629584845e-13,2.4853623866480776e-10,1.2803000630562519e-08,5.5142176305961449e-14,7.4630222992518874e-28,1.5276316510778512e-07,5.4692728329095477e-29,1.2673540548944074e-09,8.0452145742864655e-22,2.5699665760389109e-15,1.0357102840575356e-20,7.3653723242771697e-23,6.4449860478817951e-14,2.4879724035707394e-22,0.0035300474288948959,0.00025821348050899357,5.982952091910857e-09,3.2067249334194352e-11,3.5328034783441992e-07,3.4301791077428491e-16,2.5773201312409669e-12,2.6180032668854944e-11,4.2150514171020266e-13,1.0328224918614588e-09,3.5500027450305392e-08,5.2375038908611069e-15,1.2180300297742203e-16
