Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),H2X(49),CH3OO(77)
0.0,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.553161002830065e-24,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,4.4503864855263821e-75,6.6652318274033472e-42,0.0,2.9602141457985034e-57,0.0,6.6636245613244177e-25,-4.7753787066217854e-118,6.6636245612852995e-25,8.7308113235369344e-80,8.8444370842057229e-75,0.0,0.0,5.5784168892421257e-60,5.1262582687778018e-95,2.642698415522306e-18,1.2706328827193013e-19,4.8977056602265875e-23,5.3149440278357553e-38,4.897705660226973e-23,4.1872142665341884e-58,3.2641946571339983e-42
1.8348850807924183e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,1.3892070091221434e-73,4.02580002375163e-41,0.0,4.4734756171177645e-56,0.0,1.8658148771835107e-24,9.2172556632165092e-117,1.865814877159884e-24,2.4622284862117254e-78,2.7808257484410433e-73,0.0,0.0,6.6226812652491512e-59,2.6534989161502742e-93,7.3995555634624574e-18,3.5577720716140437e-19,1.3713575848633195e-22,3.2102181124512709e-37,1.3713575848635524e-22,4.9710607772293789e-57,1.9715735729200574e-41
4.194023041811242e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996531,0.022821567693054285,0.0,3.0928987233380644e-72,1.9382494154089044e-40,0.0,4.8123609325252638e-55,0.0,4.2647197193363425e-24,9.732535319686922e-115,4.2647197192225914e-24,5.3558847754848098e-77,6.2038372425503398e-72,0.0,0.0,6.5021554027866368e-58,1.1586214741203761e-91,1.6913269859342745e-17,8.1320504494035286e-19,3.1345316225441408e-22,1.545573602813014e-36,3.1345316225452627e-22,4.8806169490722207e-56,9.4922780631124983e-41
8.912298963848889e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.1186699660299653,0.022821567693054285,0.0,5.7880161981818076e-71,8.4648444208023588e-40,0.0,4.4233887937654753e-54,0.0,9.0625294038447796e-24,7.6927586892232418e-113,9.0625294033480025e-24,9.9289077335745977e-76,1.1618980071898511e-70,0.0,0.0,5.751025298136396e-57,4.3132572471100022e-90,3.5940698451103261e-17,1.7280607204982499e-18,6.660879697903782e-22,6.7498536716283457e-36,6.6608796979086833e-22,4.3168504202260231e-55,4.1455272147325689e-40
1.8348850807924181e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999992,0.11866996602996525,0.022821567693054285,0.0,9.9936092796033661e-70,3.5339059148893512e-39,0.0,3.7843022413980424e-53,0.0,1.865814877367276e-23,5.452354930693435e-111,1.8658148771598808e-23,1.7065255547102266e-74,2.0068482119697928e-69,0.0,0.0,4.8339865249604819e-56,1.485982519928765e-88,7.3995555634624035e-17,3.5577720716140435e-18,1.3713575848615063e-21,2.8178706064643874e-35,1.3713575848635521e-21,3.6285728879501457e-54,1.7306760073675976e-39
3.7221954496074766e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999986,0.11866996602996518,0.022821567693054282,0.0,1.6601045570134918e-68,1.4437158747429553e-38,0.0,3.1289342744090888e-52,0.0,3.7849387516573119e-23,3.669184915913483e-109,3.7849387508100368e-23,2.8284409562619932e-73,3.334269898624042e-68,0.0,0.0,3.9630355360405529e-55,4.931434200585155e-87,1.5010527000166457e-16,7.2171947738456284e-18,2.7818968150005602e-21,1.1511427062199705e-34,2.781896815008918e-21,2.9749232826813351e-53,7.0703761964521398e-39
7.496816187237595e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631999997,0.11866996602996503,0.022821567693054278,0.0,2.7059424212849594e-67,5.8357303960200052e-38,0.0,2.5443973879097108e-51,0.0,7.6231865015351478e-23,2.4074864308884316e-107,7.6231864981103239e-23,4.6053828717826742e-72,5.4352501810427884e-67,0.0,0.0,3.2091119523092303e-54,1.6068360365936325e-85,3.0232469873574168e-16,1.4536040178308787e-17,5.6029752752658612e-21,4.6527036879485475e-34,5.6029752752996432e-21,2.4091700044098549e-52,2.85795910474491e-38
1.5046057662497829e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999937,0.11866996602996473,0.022821567693054271,0.0,4.3692018731436186e-66,2.3465215257651911e-37,0.0,2.0521486704514868e-50,0.0,1.5299682006481871e-22,1.5600153791750177e-105,1.5299681992710797e-22,7.4331065224817467e-71,8.7764862593084533e-66,0.0,0.0,2.5825589104265651e-53,5.1883761926431263e-84,6.0676355620387971e-16,2.9173730987235074e-17,1.124513219574523e-20,1.8705107447305949e-33,1.1245132195881069e-20,1.9391096126022492e-51,1.1491727866991003e-37
3.0144540613018297e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999875,0.11866996602996412,0.022821567693054257,0.0,7.0208935170417795e-65,9.4106008257241125e-37,0.0,1.6483974127015648e-49,0.0,3.065267303713952e-22,1.0046062345435347e-103,3.0652672981911367e-22,1.1944802634239811e-69,1.4103262403134279e-64,0.0,0.0,2.0716774531859916e-52,1.6677571655808242e-82,1.2156412711400919e-15,5.8449112605087531e-17,2.2529446036499046e-20,7.499011658403223e-33,2.2529446037043829e-20,1.556013343255085e-50,4.6086968582994382e-37
