Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),HOX(22),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),COX(50),CHOX(53)
5.2334801805115975e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756535150468597,0.11866785586618102,0.022821516955852467,0.0,3.9013576846436911e-34,4.4263319404069881e-18,3.5269880040550524e-21,3.8866510501857243e-22,2.8277733377843303e-46,5.3588920915363407e-13,2.0715405569531658e-49,5.3214730242877784e-13,2.4085955769335493e-33,1.7007473359451967e-36,1.4730933956475226e-37,6.6267414165453718e-39,7.0516433995249527e-31,2.3368274144646581e-37,2.1101241217838829e-06,1.0147440361221799e-07,3.2939622697365459e-11,5.7661995458996414e-11,1.634408390958245e-20,2.2803853374312472e-15,2.4870524761304053e-14,6.1598668181758337e-12,2.2880029819203488e-20,7.5047204203727345e-23,7.5589237163447447e-28,2.8006134644892006e-31
5.3733140679016305e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375652924203198,0.11866779949507647,0.022821515600210694,0.0,4.2500640303181115e-34,4.6589820314201118e-18,3.9197646012546008e-21,4.178758035444766e-22,3.3652420604603931e-46,5.5029807344002368e-13,2.4158830835911501e-49,5.4636520181630614e-13,2.6622972692869403e-33,1.8347595278708857e-36,1.6860492119205749e-37,7.5686781073749865e-39,7.4397615981641682e-31,2.6542943454899776e-37,2.16649416616131e-06,1.041856871553029e-07,3.3669704297620317e-11,5.9654433725107936e-11,1.6782584639571016e-20,2.330926222556955e-15,2.5423246475627107e-14,6.4749685458601212e-12,2.4737481006925565e-20,8.1129341617271195e-23,8.5794186956221176e-28,3.1385659397840908e-31
5.513147955291664e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756523333648442,0.11866774312452225,0.022821514244569477,0.0,4.6201863847247323e-34,4.8972444761348917e-18,4.3439672569212448e-21,4.4837493918631677e-22,3.9870728492140559e-46,5.647110760394375e-13,2.8060536219221303e-49,5.6058307104596709e-13,2.9347844450457634e-33,1.9753154524308017e-36,1.9229226917218433e-37,8.6139965581058085e-39,7.8386001142865557e-31,3.0047164410447128e-37,2.222863660159422e-06,1.0689696958821985e-07,3.4392917201052743e-11,6.1667564958422764e-11,1.7222230211059864e-20,2.3810274867414432e-15,2.5970906076278574e-14,6.7969636665086956e-12,2.66889738485121e-20,8.7526575689180914e-23,9.7035760612979234e-28,3.5067666182921574e-31
5.652981842681697e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756517425318,0.11866768675451839,0.022821512888928815,0.0,5.0125113186419042e-34,5.1410960451777304e-18,4.8011666334117678e-21,4.8017775167562703e-22,4.7039636938152727e-46,5.7912817794764532e-13,3.2467289844749009e-49,5.748009101855589e-13,3.2268733734579287e-33,2.1225512736891635e-36,2.1856761677510855e-37,9.7708872722014301e-39,8.2481831869086838e-31,3.3905076763596678e-37,2.2792326037835931e-06,1.0960825091097767e-07,3.5109326196835156e-11,6.3701195205939663e-11,1.7661092592245378e-20,2.4306254555251678e-15,2.6513333255345571e-14,7.1257876638994167e-12,2.8736443791208196e-20,9.4246383979250832e-23,1.0938583061860045e-27,3.9070278537040945e-31
5.79281573007173e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756511517040672,0.11866763038506485,0.022821511533288708,0.0,5.4277847465115157e-34,5.3905136468044471e-18,5.2929572333988594e-21,5.1329898789452706e-22,5.5273720170861411e-46,5.935493404366956e-13,3.7428320775384252e-49,5.8901871930240238e-13,3.5393874013689479e-33,2.2765846303519532e-36,2.4763483605087774e-37,1.1047840598743075e-38,8.6685350135667321e-31,3.8141589123068236e-37,2.3356009970391988e-06,1.1231953112358524e-07,3.5818995615212311e-11,6.5755131319927018e-11,1.8100796893352546e-20,2.4797800906966811e-15,2.7050681118916294e-14,7.4613760334113359e-12,3.0881808634026492e-20,1.0129622029461864e-22,1.2291823191924501e-27,4.3412073103771951e-31
5.932649617461763e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756505608816484,0.11866757401616168,0.022821510177649156,0.0,5.8668436076543097e-34,5.6454745028742069e-18,5.8209680029094225e-21,5.477526884912898e-22,6.4699236479712493e-46,6.0797452517908548e-13,4.2996558834425957e-49,6.0323649846312676e-13,3.8731598780405664e-33,2.437560457383509e-36,2.7970914865061898e-37,1.2453790845299414e-38,9.0996797362415676e-31,4.2782741573167504e-37,2.3919688399316158e-06,1.1503081022605143e-07,3.6521989121238781e-11,6.7829182563708756e-11,1.853915490204229e-20,2.5284239388470923e-15,2.7582940912821462e-14,7.8036652244886215e-12,3.3126957398263275e-20,1.0868350403721929e-22,1.3770966467880986e-27,4.811223152316869e-31
6.072483504851796e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756499700645443,0.11866751764780882,0.022821508822010159,0.0,6.3303985166937288e-34,5.9059560305895013e-18,6.386862676481127e-21,5.835521886744767e-22,7.5455221525765872e-46,6.2240369425325495e-13,4.922887756379846e-49,6.1745424773366042e-13,4.2290339077714268e-33,2.6055732586766853e-36,3.1501768849490509e-37,1.3998136592074873e-38,9.5416414350906979e-31,4.7855746757418421e-37,2.4483361324662172e-06,1.1774208821838512e-07,3.7218369705654511e-11,6.9923159701319974e-11,1.8980195597655305e-20,2.5766903766072761e-15,2.8110223244220334e-14,8.1525920402928037e-12,3.5473755487324949e-20,1.1641561976993571e-22,1.5383976341434944e-27,5.3190511173539768e-31
6.212317392241829e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375649379252757,0.11866746128000631,0.022821507466371717,0.0,6.8193726044035435e-34,6.1719360122628463e-18,6.9923361530390686e-21,6.2071020148158139e-22,8.7693273376121351e-46,6.3683681010262886e-13,5.6185917685137642e-49,6.3167196717930074e-13,4.6078609356787743e-33,2.780787335926999e-36,3.537987606005771e-37,1.5690710030575213e-38,9.9944441432966429e-31,5.3388900110536107e-37,2.50470287464838e-06,1.2045336510059527e-07,3.7908199752919907e-11,7.2036876038972974e-11,1.9417480749284995e-20,2.6243843320115344e-15,2.8632571177681533e-14,8.5080942858910889e-12,3.7924042230398725e-20,1.2449992077216511e-22,1.7139083268515361e-27,5.8667226785379357e-31
6.352151279631862e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756487884462894,0.1186674049127541,0.02282150611073383,0.0,7.334498312098788e-34,6.4433923107097618e-18,7.6391138684020571e-21,6.5923883847175704e-22,1.0157849716287048e-45,6.5127383552969072e-13,6.3932247178256243e-49,6.4588965686472544e-13,5.0105002022937015e-33,2.9632957261354486e-36,3.9630211292795314e-37,1.7541785742356624e-38,1.045811183543549e-30,5.9411589423616804e-37,2.5610690664834789e-06,1.2316464087269071e-07,3.8591541051060002e-11,7.4170145882964549e-11,1.9858584792930012e-20,2.6717375585509836e-15,2.9149962273557683e-14,8.8701100011058173e-12,4.0479636628459257e-20,1.3294372959240474e-22,1.9044783194114785e-27,6.4563205944042011e-31
6.491985167021895e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756481976451419,0.11866734854605222,0.022821504755096499,0.0,7.8768025374528065e-34,6.7203031661897626e-18,8.3289483659626716e-21,6.9914968521171424e-22,1.1728875258116549e-45,6.6571473365671663e-13,7.2536074837272267e-49,6.601073168540598e-13,5.4378176700083582e-33,3.1532879194827256e-36,4.4278794799352718e-37,1.9562041164790255e-38,1.0932668447883461e-30,6.5954190021328509e-37,2.6174347079768902e-06,1.2587591553468041e-07,3.9268454856889964e-11,7.6322785817331088e-11,2.0296051467589792e-20,2.7185398995190325e-15,2.9662572837667762e-14,9.2385779998140024e-12,4.3142330904725144e-20,1.4175434142978227e-22,2.1109809893633895e-27,7.0899882854593812e-31
6.631819054411928e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756476068493169,0.11866729217990067,0.022821503399459722,0.0,8.4465341619563747e-34,7.0026468257374369e-18,9.0636196108639294e-21,7.4045380099112525e-22,1.3501580093258363e-45,6.8015946793119257e-13,8.2069469884730994e-49,6.7432494721086747e-13,5.8906859028802626e-33,3.3506852995783816e-36,4.9352739912868897e-37,2.1762573013182571e-38,1.1418137856864312e-30,7.3048097092024875e-37,2.6737997991339878e-06,1.2858718908657294e-07,3.9939001887015871e-11,7.8494613313537886e-11,2.074248099564137e-20,2.7651455230015889e-15,3.0170182782492025e-14,9.6134374678454653e-12,4.5913894943581882e-20,1.5093902370033985e-22,2.334314038173598e-27,7.7699240588390265e-31
6.771652941801961e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756470160588159,0.1186672358142994,0.022821502043823501,0.0,9.0451540821075075e-34,7.2904021456636283e-18,9.8449372891315251e-21,7.8316167767588535e-22,1.5496727392561918e-45,6.9460800215413196e-13,9.2608831449928846e-49,6.8854254799810172e-13,6.3699844340613349e-33,3.5558124701074829e-36,5.4880373739398148e-37,2.4154942359117162e-38,1.1914543910151592e-30,8.0725828361739793e-37,2.7301643399601475e-06,1.3129846152837761e-07,4.0603242270797521e-11,8.0685448823205328e-11,2.1173824288038933e-20,2.8109047888865709e-15,3.0673360119699398e-14,9.9946283936312332e-12,4.8796073773606096e-20,1.605050136352688e-22,2.5754017287306892e-27,8.4983792204426544e-31
6.9114868291919945e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756464252736407,0.11866717944924846,0.022821500688187835,0.0,9.6723532807104444e-34,7.5835475937570943e-18,1.0674741310359146e-20,8.2728323486947146e-22,1.7736789527078216e-45,7.0906030048695743e-13,1.0423513506620197e-48,7.0276011927809282e-13,6.8765996354619226e-33,3.7684037337065968e-36,6.0891292091314626e-37,2.6751194604131731e-38,1.2421910366532495e-30,8.9021063641132051e-37,2.7865283304607444e-06,1.3400973286010264e-07,4.1261235538916238e-11,8.2895112662332242e-11,2.1629625111381194e-20,2.8568589407607083e-15,3.1171221709574984e-14,1.0382091124188867e-11,5.1790592966012183e-20,1.7045951773302451e-22,2.8351955559897158e-27,9.2776581897622719e-31
7.0513207165820276e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756458344937929,0.11866712308474781,0.022821499332552724,0.0,1.0331258056699263e-33,7.8820628744763651e-18,1.1554900289352354e-20,8.7282785708125287e-22,2.0245989104136753e-45,7.2351632743440641e-13,1.1703392772029041e-48,7.1697766111257881e-13,7.4114240553560503e-33,3.989316790474442e-36,6.7416340115936902e-37,2.9563850525468449e-38,1.2940260999686938e-30,9.7968612120844225e-37,2.8428917706411539e-06,1.3672100308175817e-07,4.1913040651770027e-11,8.5123429737808343e-11,2.2043923742835587e-20,2.9013414981007161e-15,3.1665418703367603e-14,1.0775766749907538e-11,5.4899153302984016e-20,1.8080971323967497e-22,3.1146731449571795e-27,1.0110122494715528e-30
7.191154603972061e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756452437192752,0.11866706672079745,0.022821497976918168,0.0,1.1021203709448556e-33,8.1859265723127582e-18,1.2487312702880034e-20,9.1980438237537699e-22,2.3050543347996012e-45,7.379760478604518e-13,1.3109580963975602e-48,7.3119517356267665e-13,7.9753562982264325e-33,4.2181657449796075e-36,7.4487722113118612e-37,3.2605945603767603e-38,1.3469619448382421e-30,1.0760449172543917e-36,2.8992546605067504e-06,1.3943227219335219e-07,4.255871597302917e-11,8.737022299973464e-11,2.2496820762952878e-20,2.9463419436915501e-15,3.2154036283296895e-14,1.1175596867552327e-11,5.8123432832358421e-20,1.915627468639453e-22,3.414839675159842e-27,1.099819208339717e-30
7.330988491362095e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756446529500878,0.11866701035739737,0.022821496621284167,0.0,1.1744278647415847e-33,8.4951187791195031e-18,1.3473897355418123e-20,9.6822128042144831e-22,2.6178095627092747e-45,7.5243942687422319e-13,1.4651493870576085e-48,7.454126566890802e-13,8.5692989676822743e-33,4.4554484983530465e-36,8.213858811886744e-37,3.5890872593897552e-38,1.4010009392876761e-30,1.1796555417137002e-36,2.9556170000629099e-06,1.4214354019489432e-07,4.3198319459133096e-11,8.9635320229772098e-11,2.2920560563025975e-20,2.9902367940553411e-15,3.2638774968253593e-14,1.1581523478502422e-11,6.1465091192067855e-20,2.0272574446920809e-22,3.7367191880190713e-27,1.1944332280173866e-30
7.470822378752128e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756440621862338,0.11866695399454757,0.022821495265650721,0.0,1.2497965581821607e-33,8.8096184383387204e-18,1.4516602714737199e-20,1.0180864869356017e-21,2.9658471338613839e-45,7.669064299438838e-13,1.6339081932189731e-48,7.5963011055186307e-13,9.194160342227682e-33,4.7001933483464291e-36,9.040349832106296e-37,3.9432555532801599e-38,1.4561454368509375e-30,1.2908988442172889e-36,3.0119787893150075e-06,1.448548070863918e-07,4.3831908470127269e-11,9.1918547397643711e-11,2.3406450488969412e-20,3.035134727054014e-15,3.3117471054972172e-14,1.1993489312234575e-11,6.4925763844382204e-20,2.1430580144550129e-22,4.0813634329724144e-27,1.2951066915550016e-30
7.610656266142162e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756434714277134,0.11866689763224804,0.02282149391001783,0.0,1.3285000831024112e-33,9.1294066073436106e-18,1.5617412538168103e-20,1.0694073081765749e-21,3.3524265367350946e-45,7.8137702296607581e-13,1.8182959081785037e-48,7.7384753521035919e-13,9.8508550902416056e-33,4.9530932250056256e-36,9.9318745766956958e-37,4.3245569571962854e-38,1.5123977968274293e-30,1.4101706465224134e-36,3.0683400282684182e-06,1.4756607286785461e-07,4.4459539654309319e-11,9.4219737267475736e-11,2.3830941660636755e-20,3.0782315592692277e-15,3.3593126087747729e-14,1.2411437557156576e-11,6.850706405700714e-20,2.2630997682910642e-22,4.449857396336028e-27,1.4020976255360303e-30
7.750490153532196e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756428806745287,0.1186668412704988,0.022821492554385495,0.0,1.4104205225266518e-33,9.4544625754486559e-18,1.6778327587597263e-20,1.1221907570029141e-21,3.7809551935779699e-45,7.9585117204493912e-13,2.0194083763871787e-48,7.8806493072354356e-13,1.0540300670471376e-32,5.2136175937641836e-36,1.0892150311421159e-36,4.7344818919122242e-38,1.5697603638687702e-30,1.5378742223269468e-36,3.1247007169285162e-06,1.5027733753929068e-07,4.5081269315300373e-11,9.6538718812305714e-11,2.4299274317543378e-20,3.121851466471905e-15,3.4063309328580339e-14,1.2835312050069715e-11,7.2210585441950952e-20,2.3874531211760639e-22,4.8433022884395392e-27,1.5156692557839131e-30
7.89032404092223e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756422899266825,0.1186667849092998,0.022821491198753714,0.0,1.4962451410155987e-33,9.7847678104908084e-18,1.8001375107288359e-20,1.1764433897551335e-21,4.2550793680549789e-45,8.1032884360912179e-13,2.2383961142944244e-48,8.0228229714983107e-13,1.1263418825807213e-32,5.4837166801590771e-36,1.1925033335021085e-36,5.1745726353809145e-38,1.6282354927697592e-30,1.6744245534648116e-36,3.181060855300678e-06,1.5298860110071135e-07,4.5697153217680229e-11,9.8875327503812003e-11,2.467166708650076e-20,3.1630471199686279e-15,3.4531250480947309e-14,1.326505677755241e-11,7.6037900514859744e-20,2.5161882134366386e-22,5.2628247173991657e-27,1.6360902273654505e-30
8.030157928312264e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756416991841748,0.11866672854865108,0.022821489843122489,0.0,1.5857797275728969e-33,1.0120301476995759e-17,1.9288615948156036e-20,1.2321711853607436e-21,4.7787626949398336e-45,8.2481000450019504e-13,2.4764810638491585e-48,8.1649963454692371e-13,1.2021136498994456e-32,5.7626178009558177e-36,1.3034560431857719e-36,5.6464386596211304e-38,1.6878255135969471e-30,1.820251687535716e-36,3.2374204433902766e-06,1.556998635521243e-07,4.6307246440119429e-11,1.012293944945426e-10,2.5139197868228426e-20,3.2058066401815999e-15,3.4992683989727164e-14,1.3700616971491822e-11,7.999055837063281e-20,2.6493748367670005e-22,5.7095836927806166e-27,1.7636345814399588e-30
8.169991815702298e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756411084470078,0.11866667218855259,0.022821488487491819,0.0,1.6789933787477531e-33,1.0461045161415792e-17,2.0642130928492947e-20,1.2893797884024024e-21,5.3561742482537702e-45,8.3929462180596777e-13,2.7349302434019287e-48,8.307169429720978e-13,1.2814383430970574e-32,6.0500430712895982e-36,1.4224880291461914e-36,6.1517309594888399e-38,1.7485327656532739e-30,1.9757948566906879e-36,3.2937794812026896e-06,1.584111248935381e-07,4.6911603652262678e-11,1.0360075773590649e-10,2.5599870529084894e-20,3.248045896676045e-15,3.5449916505505986e-14,1.4141937772599277e-11,8.4070090401861128e-20,2.7870825750027225e-22,6.1847576464055221e-27,1.8985815230383232e-30
8.309825703092332e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756405177151833,0.11866661582900437,0.022821487131861704,0.0,1.7758294893540248e-33,1.0806979903805693e-17,2.2064021106071946e-20,1.3480745080957298e-21,5.9917002815505561e-45,8.5378266286507892e-13,3.0150576147459422e-48,8.4493422248219614e-13,1.3644092120650212e-32,6.3456455636355466e-36,1.5500257182018488e-36,6.6921432850199442e-38,1.8103595806264353e-30,2.1415027109329954e-36,3.35013796874329e-06,1.6112238512496115e-07,4.7510279107099041e-11,1.0598925467632411e-10,2.604701691182957e-20,3.2896032800106929e-15,3.5903161752981475e-14,1.458896490839594e-11,8.8278008303253991e-20,2.9293808006599265e-22,6.6895448232093894e-27,2.0412154437152117e-30
8.449659590482366e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756399269887027,0.1186665594700064,0.022821485776232144,0.0,1.8765512999383576e-33,1.1158086948193211e-17,2.3556416025162822e-20,1.408260183636058e-21,6.6900454744612091e-45,8.682740953703062e-13,3.3182448450960417e-48,8.5915147313345066e-13,1.4511198791943581e-32,6.6500349795373104e-36,1.6865121218821916e-36,7.2694305944891498e-38,1.8733082869639946e-30,2.3178373101143189e-36,3.4064959060174541e-06,1.6383364424640296e-07,4.81033264693575e-11,1.0839472443239633e-10,2.6475547784206018e-20,3.3304094419926478e-15,3.6352544361438801e-14,1.5041644691142085e-11,9.2615802477704501e-20,3.0763385880652565e-22,7.225171489957083e-27,2.1918261552056864e-30
8.5894934778724e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756393362675668,0.11866650311155864,0.022821484420603139,0.0,1.9813106589909468e-33,1.1514347477670561e-17,2.5121472916678254e-20,1.4699412024244889e-21,7.4562416803093374e-45,8.8276888735963562e-13,3.645941892001062e-48,8.7336869498149664e-13,1.541664302409781e-32,6.963488343973262e-36,1.8324068304298835e-36,7.8854088960366031e-38,1.9373812056929888e-30,2.505273969552984e-36,3.4628532930305557e-06,1.6654490225787264e-07,4.8690798830339554e-11,1.1081700713415257e-10,2.6924081431027818e-20,3.371181372141939e-15,3.6797322090637494e-14,1.5499924086712393e-11,9.7084943268763718e-20,3.2280247213146391e-22,7.7928913037953106e-27,2.3507086763830738e-30
8.729327365262433e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756387455517783,0.11866644675366114,0.022821483064974689,0.0,2.0902498382263069e-33,1.1875743351453289e-17,2.6761374711259177e-20,1.5331215392718631e-21,8.2956477069617812e-45,8.9726700719255339e-13,3.9996652754697885e-48,8.8758588808141407e-13,1.6361367168208934e-32,7.2862400347472962e-36,1.9881854065396488e-36,8.5419528505128281e-38,2.0025806559357529e-30,2.7043005838842065e-36,3.5192101297879701e-06,1.6925615915937935e-07,4.9272748747300658e-11,1.1325594562843575e-10,2.736159893336516e-20,3.4113970115863199e-15,3.7238115236929406e-14,1.5963750471217927e-11,1.0168688408473298e-19,3.3845077146607409e-22,8.3939835211241815e-27,2.5181628672214168e-30
8.869161252652467e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756381548413383,0.11866639039631384,0.022821481709346794,0.0,2.2032451267824623e-33,1.2242256250163934e-17,2.8478325513442493e-20,1.5978048371657105e-21,9.2139096156412568e-45,9.1176842349458759e-13,4.3809888878227348e-48,9.0180305248782364e-13,1.7346315636156038e-32,7.6177502246413841e-36,2.1543370025959254e-36,9.2409868651836685e-38,2.0689089490273709e-30,2.9154156113595931e-36,3.5755664162950722e-06,1.7196741495093121e-07,4.9849228335574833e-11,1.1571138322796584e-10,2.7815485949245714e-20,3.4514937640284698e-15,3.7674484279214887e-14,1.6433071762780683e-11,1.0642305658697161e-19,3.545855859485277e-22,9.0297486353091781e-27,2.6944943631470256e-30
9.008995140042501e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756375641362485,0.11866633403951678,0.022821480353719455,0.0,2.3207078250252186e-33,1.2613868508881834e-17,3.0274550190882154e-20,1.6639944192818884e-21,1.0216974870481375e-44,9.2627310515400874e-13,4.7915453931352666e-48,9.1602018825489245e-13,1.8372434676570369e-32,7.959005574665671e-36,2.3313645413550387e-36,9.9844855476028416e-38,2.1363683989237494e-30,3.1391280751338713e-36,3.6319221525572369e-06,1.7467866963253833e-07,5.0420289274053387e-11,1.1818316570643495e-10,2.8232255964438557e-20,3.4906257564630471e-15,3.8107403762538278e-14,1.6907836184912036e-11,1.1129487335583496e-19,3.712137227298723e-22,9.7015081513910767e-27,2.8800137746977981e-30
9.148829027432535e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756369734365094,0.11866627768326994,0.02282147899809267,0.0,2.4423687836171901e-33,1.2990561771600798e-17,3.2152296992604475e-20,1.7316932489425574e-21,1.131114017669489e-44,9.4078102135588726e-13,5.2330348245771589e-48,9.3023729543627405e-13,1.9440672526265669e-32,8.3090742708135797e-36,2.5197866642899893e-36,1.07744807192065e-37,2.2049613051129515e-30,3.3759589912854522e-36,3.688277338579839e-06,1.7738992320420833e-07,5.0985982748613858e-11,1.2067113816620018e-10,2.8711818808167125e-20,3.5303396014389586e-15,3.8535212748635458e-14,1.7387992696839422e-11,1.1630372724671055e-19,3.8834196415398777e-22,1.0410607316354084e-26,3.0750365906966781e-30
9.288662914822569e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756363827421237,0.11866622132757329,0.022821477642466441,0.0,2.5690658589813972e-33,1.337231936566602e-17,3.4113838738287569e-20,1.8009039133663322e-21,1.2503081286685913e-44,9.5529214159750569e-13,5.7072294665795468e-48,9.444543740850837e-13,2.0551979372765179e-32,8.6701083156379285e-36,2.7201387834988875e-36,1.1613065175711633e-37,2.2746899796175289e-30,3.6264420857724557e-36,3.7446319743682525e-06,1.8010117566595258e-07,5.1546359426513405e-11,1.2317515082291679e-10,2.9091517315458188e-20,3.5682222388093192e-15,3.8960611289694017e-14,1.7873490374778592e-11,1.2145099749525866e-19,4.0597706646945035e-22,1.1158416369910234e-26,3.2798831286715909e-30
9.428496802212603e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756357920530916,0.11866616497242687,0.022821476286840767,0.0,2.7004385155533675e-33,1.3759122861040544e-17,3.6161471393206057e-20,1.8716286525384375e-21,1.3799855050188842e-44,9.6980643567114774e-13,6.2159726363159747e-48,9.5867142425392712e-13,2.1707306966797329e-32,9.040920979378154e-36,2.9329726260455408e-36,1.2502390865344853e-37,2.3455567087307587e-30,3.8911232794592777e-36,3.8009860599278535e-06,1.8281242701777842e-07,5.2101469484988602e-11,1.2569505063762971e-10,2.956818340781757e-20,3.6071170062982338e-15,3.9380510336306596e-14,1.8364279317376842e-11,1.2673804102063204e-19,4.241257613478018e-22,1.1946329210532685e-26,3.4948791197037315e-30
9.568330689602637e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756352013694157,0.11866610861783061,0.022821474931215648,0.0,2.8362481455389719e-33,1.4150955676328628e-17,3.829751490773649e-20,1.943869353033844e-21,1.5208937375584348e-44,9.8432387367664128e-13,6.7611843067960138e-48,9.7288844599487894e-13,2.2907608440487929e-32,9.4206602620685103e-36,3.1588573654000765e-36,1.3444672798219883e-37,2.4175637874962904e-30,4.1705613720298352e-36,3.8573395952640151e-06,1.8552367725969393e-07,5.2651362590407986e-11,1.2823069007496027e-10,3.0028491055569988e-20,3.6454495840868037e-15,3.9796684536978081e-14,1.8860309687801368e-11,1.3216619486392512e-19,4.4279475484319189e-22,1.2775764437519904e-26,3.720355590788821e-30
9.70816457699267e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756346106910973,0.1186660522637846,0.022821473575591077,0.0,2.9763795872521403e-33,1.4547800763351438e-17,4.0524305178302247e-20,2.0176276706633631e-21,1.6738101201116425e-44,9.9884442591947683e-13,7.3448376641599333e-48,9.8710543935965713e-13,2.4153837678693346e-32,9.8088316637887621e-36,3.398374150468946e-36,1.4442169145054936e-37,2.4907135038336546e-30,4.4653238891861614e-36,3.9136925803821136e-06,1.8823492639170738e-07,5.3196088067516154e-11,1.3078192115894891e-10,3.0480656821032549e-20,3.6832747775386581e-15,4.0209114972642861e-14,1.9361532155079725e-11,1.3773678311048268e-19,4.6199073592467748e-22,1.364815718481364e-26,3.9566475128316232e-30
9.847998464382705e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756340200181367,0.11866599591028874,0.022821472219967064,0.0,3.1213562111340954e-33,1.4949641382040898e-17,4.2844201620858581e-20,2.0929049231772512e-21,1.8395569941777286e-44,1.0133680630089942e-12,7.9689856869818463e-48,1.001322404399457e-12,2.544694958307201e-32,1.02066790275156e-35,3.6521220132132314e-36,1.5497202423454437e-37,2.5650081461916574e-30,4.7759913126542559e-36,3.9700450152875224e-06,1.9094617441382903e-07,5.3735694736335614e-11,1.3334859767597155e-10,3.0902395625173208e-20,3.7203712311193722e-15,4.0618085878366798e-14,1.9867897865663497e-11,1.4345111160881776e-19,4.817203683293012e-22,1.4564967018811999e-26,4.2040951751634246e-30
9.987832351772739e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756334293505369,0.11866593955734309,0.022821470864343607,0.0,3.2713078630996427e-33,1.5356460612045768e-17,4.5259587731343067e-20,2.1697020858506177e-21,2.0190048309842857e-44,1.0278947558665272e-12,8.6357653268662178e-48,1.0155393411649337e-12,2.6787899915598163e-32,1.0614384193852756e-35,3.9207186923340227e-36,1.6612162330198681e-37,2.640449992510084e-30,5.1031575503277287e-36,4.0263968999856185e-06,1.9365742132606781e-07,5.4270230898631066e-11,1.359305740234357e-10,3.1364556586217122e-20,3.7575661629352496e-15,4.1022727114949535e-14,2.0379358589751167e-11,1.4931046637090949e-19,5.0199028992531383e-22,1.5527678603613269e-26,4.4630440568119559e-30
1e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756333779538378,0.11866593465381652,0.022821470746384034,0.0,3.2846084008092011e-33,1.5392094921982061e-17,4.5474357750792854e-20,2.1764564960663142e-21,2.0352975999075164e-44,1.0291589398768657e-12,8.6958742496335637e-48,1.0167764268378495e-12,2.6906876633648566e-32,1.0650366243114086e-35,3.9448137812828706e-36,1.6712095381076607e-37,2.6470688963100338e-30,5.1324261540036098e-36,4.0313003342256059e-06,1.9389334047242976e-07,5.4316505345108842e-11,1.3615596363222135e-10,3.1403515360496254e-20,3.760773418600395e-15,4.105777085897333e-14,2.0424102736400495e-11,1.4982721878134554e-19,5.0377984720767661e-22,1.5613669407761621e-26,4.4861319506240728e-30
