Time (s),Volume (m^3),Ne,N2,X(1),He(2),CH4(3),H2(4),C2H6(5),CH3(6),C3H8(7),H(8),C2H5(9),C4H8(10),C2H4(11),C2H4X(64),C2H4(48),HeX(49),C4H8a(86),HX(12),C2H3X(58)
2.1534278317354186e-22,0.004023131612903226,0.0,0.0,0.010942917987096394,0.49999999999999994,3.9400733935526819e-147,1.0558564491212692e-41,1.0653488992360645e-84,1.4391224452449882e-102,2.2309729717697218e-160,8.7645214758781839e-34,7.141460547268348e-46,0.0,0.49999999999999772,2.8640623896657658e-16,1.9844026038006995e-15,8.6491668557114187e-17,1.7170230772391119e-29,4.0001320933487372e-18,4.0001320933487387e-18
4.308726582525342e-22,0.004023131612903226,0.0,0.0,0.010942917987096012,0.49999999999999983,1.010175390933789e-144,8.4554149655725377e-41,1.7053578197244246e-83,4.6074231730437056e-101,1.1443125138049033e-157,3.5080926905643157e-33,5.7175107515542723e-45,0.0,0.49999999999999545,5.7306130968269662e-16,3.9705292758889575e-15,1.7305848187418984e-16,6.8725670002290155e-29,8.0037395403837403e-18,8.0037395403837434e-18
8.619324084105188e-22,0.004023131612903226,0.0,0.0,0.010942917987095249,0.49999999999999967,2.5880222513842741e-142,6.7677589955246626e-40,2.7292467719879783e-82,1.474750683381229e-99,5.8642087760394716e-155,1.4036940264570752e-32,4.5757462694743424e-44,0.0,0.4999999999999909,1.1463714487805384e-15,7.9427826200529053e-15,3.4619210837837643e-16,2.7499219933931756e-28,1.6010954434452546e-17,1.6010954434452565e-17
1.7240519087264885e-21,0.004023131612903226,0.0,0.0,0.010942917987093724,0.49999999999999933,6.6281780461112512e-140,5.4155783404643834e-39,4.3675557114991795e-81,4.7200363041597714e-98,3.0039717053625883e-152,5.6156901364670708e-32,3.6612922314096983e-43,0.0,0.49999999999998179,2.2929917176386304e-15,1.5887289308330514e-14,6.9245936086689111e-16,1.100147861519382e-27,3.2025384222585385e-17,3.2025384222585441e-17
3.448290909358428e-21,0.004023131612903226,0.0,0.0,0.010942917987090675,0.49999999999999867,1.6974993937698291e-137,4.3330111969522669e-38,6.9901154124968476e-80,1.5108442352857005e-96,1.5386871904187311e-149,2.2464588737220538e-31,2.9293119011544845e-42,0.0,0.49999999999996358,4.5862322180044446e-15,3.1776302684684604e-14,1.384993863764486e-15,4.4009495998802909e-27,6.405424379883197e-17,6.4054243798832204e-17
6.896768910622305e-21,0.004023131612903226,0.0,0.0,0.010942917987084575,0.49999999999999728,4.3497749824505336e-135,3.4666283807834415e-37,1.1194878716340079e-78,4.8392232214641835e-95,7.8852905473578471e-147,8.9862011460850518e-31,2.3435607732526822e-41,0.0,0.49999999999992717,9.1727130693346031e-15,6.3554329436588304e-14,2.7700628612419382e-15,1.7604514732419165e-26,1.2811196295124872e-16,1.2811196295124961e-16
1.3793724913150062e-20,0.004023131612903226,0.0,0.0,0.010942917987072377,0.4999999999999945,1.1174549906954009e-132,2.7733904765878488e-36,1.7978430451133887e-77,1.5541767870919472e-93,4.0504588008168657e-144,3.5945535899011602e-30,1.8748931206846475e-40,0.0,0.49999999999985434,1.8345674174389074e-14,1.2711038293717771e-13,5.5402008229258908e-15,7.0419491619276605e-26,2.5622740125577653e-16,2.5622740125578013e-16
2.7587636918205577e-20,0.004023131612903226,0.0,0.0,0.010942917987047978,0.49999999999998895,2.9002844569771247e-130,2.218747490580512e-35,2.9190437421921871e-76,5.0451114636602933e-92,2.100444160001115e-141,1.437836062324774e-29,1.4999322975583827e-39,0.0,0.49999999999970862,3.6691593994074969e-14,2.5422248992548442e-13,1.1080476613209996e-14,2.8168083186820172e-25,5.1245827786360952e-16,5.1245827786362402e-16
5.517546092831659e-20,0.004023131612903226,0.0,0.0,0.01094291798699918,0.49999999999997785,7.8296378182897451e-128,1.7750120362797498e-34,4.9423231715724051e-75,1.7062294468316877e-90,1.1298204250909618e-138,5.7513735016834442e-29,1.1999529584024925e-38,0.0,0.49999999999941719,7.3383424071757073e-14,5.0844670385061e-13,2.2161027661443024e-14,1.1267290581716318e-24,1.0249200310743849e-15,1.0249200310744424e-15
1.1035110894853865e-19,0.004023131612903226,0.0,0.0,0.010942917986901586,0.4999999999999557,2.4189413434140288e-125,1.4200152465459261e-33,9.647492239392283e-74,6.6348334203910124e-89,6.8983934530511793e-136,2.3005552507836968e-28,9.5996521472019288e-38,0.0,0.49999999999883432,1.467670459803819e-13,1.0168951314949089e-12,4.4322127628568556e-14,4.5069276932386953e-24,2.0498435374763736e-15,2.0498435374766031e-15
2.2070240498898277e-19,0.004023131612903226,0.0,0.0,0.010942917986706397,0.4999999999999114,1.3844535394911197e-122,1.1360144442091733e-32,2.0349157084610706e-72,2.7933001914142364e-87,1.4110038431816787e-132,9.2022327003318807e-28,7.6797331073153906e-37,0.0,0.49999999999766859,2.9353413681083539e-13,2.0337919859596979e-12,8.8644319045459189e-14,1.8027733687116339e-23,4.0996905502020999e-15,4.0996905502030181e-15
4.41404997069871e-19,0.004023131612903226,0.0,0.0,0.010942917986316018,0.49999999999982275,1.1680466663361835e-119,9.0881245409204152e-32,1.260952974605303e-70,3.4074912230802341e-85,2.1494318929163664e-129,3.6808954171442227e-27,6.1437910377449128e-36,0.0,0.49999999999533717,5.8706770652583165e-13,4.0675856915940428e-12,1.772886678098118e-13,7.2110980521069588e-23,8.1993845753405468e-15,8.1993845753442276e-15
8.828101812316473e-19,0.004023131612903226,0.0,0.0,0.010942917985535268,0.49999999999964545,1.1463980462472269e-116,7.2705032265948491e-31,8.0659652683094321e-69,4.3576936011335986e-83,4.0761337350222384e-126,1.4723586323167141e-26,4.9150346446613464e-35,0.0,0.49999999999067429,1.1741323981823877e-12,8.1351730896817952e-12,3.5457722906090736e-13,2.8844401318355591e-22,1.6398772624365444e-14,1.6398772624380171e-14
1.3242153653934236e-18,0.004023131612903226,0.0,0.0,0.010942917984754517,0.49999999999946815,8.5732395807210377e-116,2.1584309485100389e-30,4.0449128318566221e-68,2.6039736770237793e-82,2.8226590991930922e-125,3.1287623823986174e-26,1.405392851194583e-34,0.0,0.49999999998601152,1.7611946420757143e-12,1.2202760474588617e-11,5.3186565403449745e-13,6.1294358444988662e-22,2.4598160672138348e-14,2.4598160672169644e-14
1.7656205495552e-18,0.004023131612903226,0.0,0.0,0.010942917983973772,0.49999999999929085,6.5141843269891589e-115,4.7031077960501642e-30,1.7031395919034748e-67,1.1733353638893527e-81,2.9762148576878867e-124,5.3373007902596574e-26,2.9643807031345838e-34,0.0,0.4999999999813487,2.3482544382160161e-12,1.6270347846314498e-11,7.0915394273068732e-13,1.0456096939293645e-21,3.2797548718659254e-14,3.2797548718712638e-14
2.6484309178787524e-18,0.004023131612903226,0.0,0.0,0.010942917982412283,0.4999999999989363,2.8562031075186292e-113,1.3651672158227333e-29,1.526548282272576e-66,1.2094160269947817e-80,2.305983017496866e-122,1.1050203838351713e-25,8.0966434998678945e-34,0.0,0.49999999997202299,3.5223682858017872e-12,2.4405522558831418e-11,1.0637302002886784e-12,2.1648021544198262e-21,4.9196324808762718e-14,4.9196324808873246e-14
3.531241286202305e-18,0.004023131612903226,0.0,0.0,0.010942917980850808,0.49999999999858175,1.9263389842704435e-112,2.9854668588448779e-29,6.0184046668533669e-66,5.4094551705197281e-80,1.7830475306032076e-121,1.8793502931633859e-25,1.6940887000023163e-33,0.0,0.49999999996269728,4.6964731322114586e-12,3.2540697222877334e-11,1.4183059567069354e-12,3.6817615510184766e-21,6.5595100894262168e-14,6.5595100894450169e-14
4.4140516545258575e-18,0.004023131612903226,0.0,0.0,0.010942917979289337,0.4999999999982272,1.0964171860037292e-111,5.6011422845840434e-29,1.8972474702114219e-65,1.8868274743925317e-79,1.2088068559051457e-120,2.8712226347682016e-25,3.0840238018523099e-33,0.0,0.49999999995337169,5.8705683345720952e-12,4.0675871834990041e-11,1.7728811761904632e-12,5.624899805121086e-21,8.1993876974828776e-14,8.1993876975116022e-14
6.179672391172963e-18,0.004023131612903226,0.0,0.0,0.010942917976166434,0.49999999999751804,7.213574750096728e-110,1.5325746255440053e-28,1.5632550063222456e-64,2.4820931474638121e-78,1.2012148520500155e-118,5.521259358429773e-25,8.1427325506654729e-33,0.0,0.49999999993472038,8.2187292018254519e-12,5.6946220900153662e-11,2.4820299706309593e-12,1.0816482947184486e-20,1.1479142912085377e-13,1.1479142912140617e-13
7.945293127820068e-18,0.004023131612903226,0.0,0.0,0.010942917973043571,0.49999999999680889,5.8598434526241629e-109,3.2308538125372623e-28,6.4283151229312892e-64,1.2435323701205714e-77,1.0890347520555738e-117,9.0548511861997956e-25,1.6881923616029569e-32,0.0,0.49999999991606914,1.0566850900513838e-11,7.3216569754389e-11,3.191176584305503e-12,1.7739004277287264e-20,1.4758898124684418e-13,1.4758898124775027e-13
1.1476534601114279e-17,0.004023131612903226,0.0,0.0,0.01094291796679797,0.49999999999539058,3.953854175379748e-107,9.8551065129586999e-28,6.4230908728129034e-63,2.0014339283735885e-76,1.1147706444587994e-115,1.8772327619038945e-24,5.072529962150624e-32,0.0,0.4999999998787667,1.5262976812077587e-11,1.0575726683016367e-10,4.6094632703106738e-12,3.6776131663824813e-20,2.1318408543873078e-13,2.1318408544061001e-13
