Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2X(49)
0.0,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.895292112840976e-24,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,4.0911082031797177e-76,7.4017370759019547e-42,1.0346696428582121e-90,6.788983912107597e-61,4.5592557256553478e-140,7.0115228147944012e-25,-1.2758372912249689e-121,7.0115228147944003e-25,2.1068716735531362e-83,3.7936606630134189e-80,2.1375663184403213e-118,1.291616455775062e-119,4.8736292195679929e-61,1.3016247416816716e-98,2.780669898587693e-18,1.3369707978709934e-19,5.1534078278042774e-23,5.1534078281502119e-23,1.7297077744593612e-33,8.384781092961048e-40,2.2373785075931427e-44,5.8842024498014382e-38,6.5558816629862519e-75,4.8926642129145632e-58
1.9306817915954733e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,1.2770162911251581e-74,4.4836972717677764e-41,1.143314328766365e-88,1.0259512487239423e-59,1.6450768948499559e-137,1.963226388142433e-24,2.4625709978354576e-120,1.9632263881424319e-24,5.9417152184755909e-82,1.1927468312552839e-78,4.2730113339268822e-116,2.58195112217152e-117,5.7857855104904687e-60,6.7375845304117515e-97,7.785875716045541e-18,3.7435182340387818e-19,1.442954191729157e-22,1.4429541919381023e-22,1.0447430067265417e-32,9.9544078409343515e-39,2.6562690120177827e-43,3.5539327795080119e-37,3.9881767398840266e-73,5.8240959247841368e-57
4.412986952218225e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996531,0.022821567693054285,0.0,2.8429288270843811e-73,2.1719972403388564e-40,1.0343339000245891e-86,1.1036715363788121e-58,5.9561391807007572e-135,4.4873746014684225e-24,2.6002381858084913e-118,4.4873746014684151e-24,1.2924528431256464e-80,2.6607598533913678e-77,7.7354718102755229e-114,4.6741299192182881e-115,5.6801222508991591e-59,2.9418930876549203e-95,1.7796287350961222e-17,8.5566131063743596e-19,3.2981810094024528e-22,3.2981810104084352e-22,5.0299828724309634e-32,9.7732875968174012e-38,2.6080534564916131e-42,1.7109378353616147e-36,1.8003643214459072e-71,5.7510167739779109e-56
9.377597273463728e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.1186699660299653,0.022821567693054285,0.0,5.3195073217594924e-72,9.6024507294472419e-40,7.8272242687913908e-85,1.014464287488872e-57,1.8058252278318102e-132,9.5356710281204074e-24,2.0552717500733047e-116,9.5356710281203766e-24,2.395989750266357e-79,4.9825838889617738e-76,1.1720174218145228e-111,7.0818714507769749e-113,5.0232990140961835e-58,1.0951930341668903e-93,3.7817110620792512e-17,1.8182802851045512e-18,7.0086346438523947e-22,7.0086346482457879e-22,2.1967212933574119e-31,8.6443461008594307e-37,2.3069943884491078e-41,7.4709922682659653e-36,6.7971586846998725e-70,5.1452083864166463e-55
1.9306817915954735e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999992,0.11866996602996525,0.022821567693054285,0.0,9.1822000847436283e-71,4.1064204986884688e-39,5.4366930546227591e-83,8.6789555556861672e-57,5.0217176885498405e-130,1.9632263881424417e-23,1.456703831005829e-114,1.9632263881424282e-23,4.1180942002863528e-78,8.6036698874515381e-75,1.6291118251638641e-109,9.8438472927202285e-111,4.2212003282123646e-57,3.7731060554780704e-92,7.7858757160454815e-17,3.7435182340387825e-18,1.442954190916567e-21,1.4429541927507266e-21,9.1708423985837216e-31,7.266066674959497e-36,1.9395053224569973e-40,3.1180542715893494e-35,2.3577824108457988e-68,4.4232688030664441e-54
3.9165259200936747e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999981,0.11866996602996517,0.022821567693054282,0.0,1.5244926033533985e-69,1.7573545542451303e-38,3.6221081971556803e-81,7.1759282793610358e-56,1.3388786096395448e-127,3.9825449588032586e-23,9.8029489735239563e-113,3.9825449588032028e-23,6.8254391222969486e-77,1.4286808791038207e-73,2.1714128063968512e-107,1.3120680695736044e-108,3.4588530718358269e-56,1.2521563325026537e-90,1.5794205023977832e-16,7.5939941319072389e-18,2.9271356425445785e-21,2.9271356500377482e-21,3.746558467265527e-30,5.9571160429052459e-35,1.5906771605289513e-39,1.2730610645330743e-34,7.8492879713034944e-67,3.7878469208731998e-53
7.888214177090077e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999964,0.118669966029965,0.022821567693054278,0.0,2.4822173054333412e-68,7.7482255257029607e-38,2.3635186496827166e-79,5.8353456879478901e-55,3.4954493471074694e-125,8.0211821001249488e-23,6.4320733676018091e-111,8.0211821001247243e-23,1.1113458205190748e-75,2.326402932102107e-72,2.8342586601511694e-105,1.7125901983906273e-106,2.7979285879972814e-55,4.0799690963734302e-89,3.1810863639842088e-16,1.5294945927644146e-17,5.895498540062034e-21,5.8954985703508626e-21,1.5143946705304324e-29,4.8241550840310249e-34,1.2890681130042166e-38,5.1397352022190331e-34,2.5601112074530458e-65,3.3288830330791569e-52
1.5831590691082882e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999931,0.11866996602996469,0.022821567693054271,0.0,3.9993338666050349e-67,3.6339850597674999e-37,1.5255480295942823e-77,4.7064176746173529e-54,9.0257918601356841e-123,1.6098456382768566e-22,4.1678878000657252e-109,1.6098456382767663e-22,1.7937166265810663e-74,3.7484306022953498e-71,3.6590918253703121e-103,2.2109925545047297e-104,2.2469775512280441e-54,1.3173972917932983e-87,6.3844180871568824e-16,3.0696849519117916e-17,1.1832224312142661e-20,1.1832224433934656e-20,6.0891200448080839e-29,3.8827839070232724e-33,1.0389972832942026e-37,2.0617107193123769e-33,8.2607913048545419e-64,3.1001317864623838e-51
3.171834371906849e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999864,0.11866996602996405,0.022821567693054257,0.0,6.3990100507230458e-66,1.8732037169501584e-36,9.7821610047900773e-76,3.7804505858737457e-53,2.3151970340169978e-120,3.2253004948056732e-22,2.6840030448158725e-107,3.2253004948053112e-22,2.8824544384712833e-73,5.9976544750229367e-70,4.6928289301326792e-101,2.8356243350134779e-102,1.7950236545561243e-53,4.2346558376917062e-86,1.2791081533501516e-15,6.1500656702065314e-17,2.3705675764486792e-20,2.3705676252942788e-20,2.4418536321607909e-28,3.1155037330464584e-32,8.3604571368866073e-37,8.2289105284187318e-33,2.648228475668469e-62,3.1628651816646084e-50
