Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),CH3X(55),CO2X(24),COX(50),O(29),H2OX(23),CHOX(53),acetyl(44),C2H4X(215),C2H4X(70),HOCO(73),CHO2(74),S(216)
9.142320462586046e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44319995039434207,0.10987897750645678,0.02219244637456944,1.6470494642469404e-09,1.1965313789147026e-06,0.00047429083852346875,0.00013699937916407604,1.4192676699800612e-06,8.820379843840564e-16,0.0007596859360976813,7.229546370931607e-14,0.0003301651463760033,5.68059062728893e-11,4.015231670620766e-08,8.12385995976286e-12,1.3251846951410186e-13,5.677205013437509e-06,3.794250280349154e-09,0.007868383228555108,0.0011093172459052433,9.741727051890725e-05,1.4166133577425821e-08,4.194060029122413e-09,1.0918592392196735e-09,5.479834157088451e-13,1.7545124298724472e-08,2.2332166844373426e-05,6.617566021728066e-07,9.178893540001499e-06,5.996652738165074e-09,2.3561391092732425e-09,1.6241487932694975e-12,4.247519185442718e-10,4.324023985187769e-06,5.4404850283718985e-11,3.3285431538990504e-12,2.6043631974071695e-13,1.9977806938392148e-10,1.0715727000864579e-15,4.1562652143464824e-17,2.3157128539306896e-18,2.3966007662886733e-27
9.179026954013126e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44319557913776225,0.10987465191910606,0.022189965082908127,1.6701723832644533e-09,1.2087818145432391e-06,0.000477714362658668,0.00013819116569253683,1.4345811253100342e-06,8.962118517265537e-16,0.0007623831478934691,7.36406377190279e-14,0.00033056210195516904,5.7439870247698194e-11,4.0701033902572245e-08,8.20496636873366e-12,1.3428385677721883e-13,5.708681062805386e-06,3.853217712224282e-09,0.007868754255001583,0.0011130193589118699,9.761356200820683e-05,1.4242178965112144e-08,4.20848133659669e-09,1.0956628295368325e-09,5.499834966856509e-13,1.7604143259229814e-08,2.2362002992725937e-05,6.658819961161005e-07,9.24660253064582e-06,6.089882635436279e-09,2.364481506809297e-09,1.639744013332259e-12,4.284429574779336e-10,4.344151652414726e-06,5.4959334944030376e-11,3.3560751236297656e-12,2.636346472129601e-13,2.0338147346168465e-10,1.088215576229126e-15,4.2196731911421434e-17,2.351046213350004e-18,2.4680296511303758e-27
9.215733445440205e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4431912283774396,0.10987034078252964,0.022187484073794273,1.6935165323345765e-09,1.2211006569181504e-06,0.00048114625149133465,0.00013938724131966863,1.4499876092969174e-06,9.105462272665832e-16,0.0007650767497163556,7.500447504956209e-14,0.0003309558697758609,5.807787670212099e-11,4.1254611956331736e-08,8.286423442598725e-12,1.360637428304735e-13,5.740155184276533e-06,3.912837729231632e-09,0.00786910999826578,0.0011167165710247772,9.78094129883781e-05,1.4318288337619859e-08,4.22287944147756e-09,1.0994613253422727e-09,5.519816085653687e-13,1.766313776796409e-08,2.239178896354149e-05,6.700162864698787e-07,9.314481042524508e-06,6.184144707961507e-09,2.3728126527784064e-09,1.6554217622408053e-12,4.3214724300306113e-10,4.364245306635463e-06,5.551689777652349e-11,3.3837207926787634e-12,2.668560151526651e-13,2.0703307950810234e-10,1.105042474951219e-15,4.2837395228656255e-17,2.3867465394872355e-18,2.5412607917765926e-27
9.252439936867284e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4431868977669408,0.10986604376928737,0.022185003347315855,1.717083075239074e-09,1.2334879121157963e-06,0.0004845864778493865,0.0001405875994807181,1.465487147946522e-06,9.250421827304223e-16,0.000767766738680025,7.638713836780857e-14,0.00033134647693982617,5.871992758265517e-11,4.181306709563935e-08,8.368230317341588e-12,1.3785816788616503e-13,5.771626888360594e-06,3.9731144304704505e-09,0.007869450794322212,0.0011204088893377098,9.800482656286377e-05,1.439446122666106e-08,4.23725433509696e-09,1.103254722960454e-09,5.53977750466582e-13,1.7722108494380106e-08,2.2421525592118314e-05,6.741594625914511e-07,9.382528511941948e-06,6.279445442433385e-09,2.381132537853577e-09,1.671182109597522e-12,4.3586475454569185e-10,4.384304718894178e-06,5.6077538972319334e-11,3.411480205189277e-12,2.701004642498405e-13,2.1073329179652995e-10,1.1220545499225032e-15,4.348467798648021e-17,2.422815834597599e-18,2.616331384677861e-27
9.289146428294364e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44318258696728247,0.10986176055923069,0.022182522903561652,1.7408731766892153e-09,1.2459435851848828e-06,0.00048803501471711267,0.0001417922336324699,1.4810797650706297e-06,9.397007924520887e-16,0.0007704531119767756,7.778879070316108e-14,0.0003317339503208939,5.936602473449083e-11,4.2376415437642136e-08,8.450386131351537e-12,1.3966717197728354e-13,5.80309568959687e-06,4.034051916510023e-09,0.007869776971784061,0.0011240963209147008,9.819980579894994e-05,1.4470697166619901e-08,4.251606009226723e-09,1.1070430188228913e-09,5.559719215276093e-13,1.7781056090382413e-08,2.2451213688173505e-05,6.7831151363337e-07,9.450744378482943e-06,6.375791327885227e-09,2.3894411529630097e-09,1.6870251237865066e-12,4.395954715988785e-10,4.40432966411799e-06,5.664125867646063e-11,3.4393534040181536e-12,2.7336803482010905e-13,2.144825155729328e-10,1.1392529551993552e-15,4.41386160806325e-17,2.4592561012009468e-18,2.693279219752617e-27
9.325852919721443e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4431782956467665,0.1098574908393414,0.022180042742621208,1.7648880023085505e-09,1.25846768015484e-06,0.0004914918352338947,0.00014300113725230682,1.4967654822982002e-06,9.545231333741498e-16,0.0007731358668768909,7.92095954404939e-14,0.00033211831656689635,6.001616990205622e-11,4.2944672988293115e-08,8.532890025420822e-12,1.4149079495774028e-13,5.834561106528694e-06,4.095654289287579e-09,0.007870088852064598,0.0011277788727911732,9.839435372835835e-05,1.4546995694539178e-08,4.265934456074856e-09,1.1108262094673137e-09,5.579641209073428e-13,1.7839981190985194e-08,2.248085403689806e-05,6.824724285531671e-07,9.519128084986155e-06,6.47318885552938e-09,2.3977384892880363e-09,1.7029508719922122e-12,4.433393737198084e-10,4.4243199210766945e-06,5.720805698829307e-11,3.4673404307734285e-12,2.7665876680486025e-13,2.1828115704347445e-10,1.1566388451960142e-15,4.479924541096734e-17,2.496069342064308e-18,2.7721426869208447e-27
9.362559411148522e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44317402348082,0.1098532343035746,0.02217756286458473,1.7891287186159518e-09,1.2710602000441493e-06,0.0004949569126929417,0.00014421430383731407,1.5125443190865954e-06,9.695102850485315e-16,0.0007758150007280121,8.064971631313292e-14,0.00033249960210157264,6.067036472956368e-11,4.351785564217126e-08,8.615741142742804e-12,1.4332907650258737e-13,5.866022661677954e-06,4.157925652006787e-09,0.007870386749535071,0.0011314565519749931,9.858847334782614e-05,1.46233563501067e-08,4.280239668281816e-09,1.1146042915368252e-09,5.599543477860436e-13,1.7898884414945132e-08,2.2510447399967225e-05,6.866421961227449e-07,9.587679077517844e-06,6.571644518596508e-09,2.406024538261051e-09,1.7189594202177119e-12,4.4709644052705726e-10,4.444275272342894e-06,5.777793396184407e-11,3.4954413258508516e-12,2.7997269977145103e-13,2.2212962336211698e-10,1.1742133746559977e-15,4.546660188114928e-17,2.5332575601848903e-18,2.852960782672496e-27
9.399265902575602e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44316977015183834,0.10984899065270443,0.02217508326954307,1.8135964930089101e-09,1.2837211468686218e-06,0.000498430220540038,0.00014543172690342586,1.528416292732812e-06,9.846633296373247e-16,0.0007784905109545138,8.210931739582196e-14,0.00033287783312645647,6.132861076155589e-11,4.409597918230984e-08,8.698938628911031e-12,1.4518205610822866e-13,5.897479881519776e-06,4.220870109036808e-09,0.00787067097167911,0.0011351293654474819,9.878216761967297e-05,1.4699778675641657e-08,4.294521638916822e-09,1.118377261779068e-09,5.619426013660974e-13,1.7957766365370047e-08,2.2539994516507865e-05,6.908208049374263e-07,9.656396805345874e-06,6.67116481217577e-09,2.414299291563458e-09,1.7350508333025857e-12,4.5086665169797586e-10,4.4641955042524854e-06,5.835088960619921e-11,3.5236561284693237e-12,2.83309872913454e-13,2.2602832261823372e-10,1.1919776986236784e-15,4.614072139835691e-17,2.57082275877357e-18,2.9357731166705628e-27
9.435972394002681e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44316553534903114,0.1098447595941738,0.02217260395758766,1.838292493747087e-09,1.2964505216496234e-06,0.0005019117323723048,0.00014665339998461244,1.5443814183847223e-06,9.999833519135933e-16,0.0007811623950568826,8.35885630976845e-14,0.00033325303562274704,6.199090944345306e-11,4.467905928003255e-08,8.78248163191916e-12,1.4704977309262257e-13,5.928932296457351e-06,4.284491765811936e-09,0.007870941819243752,0.0011387973201643787,9.897543947235618e-05,1.4776262216080694e-08,4.308780361474176e-09,1.1221451170453885e-09,5.63928880872729e-13,1.8016627630304088e-08,2.2569496104024564e-05,6.95008243424674e-07,9.725280720914002e-06,6.771756233055927e-09,2.42256274112362e-09,1.7512251749404198e-12,4.546499869661981e-10,4.484080406865521e-06,5.892692388587625e-11,3.5519848767053007e-12,2.866703250509489e-13,2.299776638242346e-10,1.2099329724160299e-15,4.682163987299512e-17,2.608766941238833e-18,3.0206199183886715e-27
9.47267888542976e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4431613187682731,0.10984054084194694,0.02217012492881045,1.8632178899361094e-09,1.3092483244222498e-06,0.0005054014219369758,0.00014787931663210678,1.5604397090523251e-06,1.0154714392621838e-15,0.0007838306506110955,8.508761815518215e-14,0.0003336252353531631,6.265726212209984e-11,4.5267111494797654e-08,8.866369302161727e-12,1.4893226659547665e-13,5.960379440796936e-06,4.348794728731819e-09,0.007871199586387144,0.0011424604230567644,9.916829180101404e-05,1.4852806518963845e-08,4.323015829869592e-09,1.1259078542900019e-09,5.659131855546755e-13,1.807546878329016e-08,2.2598952859285923e-05,6.992044998524854e-07,9.794330279816422e-06,6.873425279567347e-09,2.4308148791148163e-09,1.7674825076959072e-12,4.584464261192749e-10,4.5039297739274e-06,5.950603672119701e-11,3.5804276075261135e-12,2.900540946308605e-13,2.339780569032061e-10,1.2280803515945383e-15,4.750939321841537e-17,2.647092111171182e-18,3.107542043783047e-27
9.50938537685684e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4431571201119566,0.10983633411636562,0.022167646183303896,1.8883738515116078e-09,1.322114554243453e-06,0.0005088992631301841,0.00014910947041366798,1.5765911756190067e-06,1.0311286816805367e-15,0.0007864952752680061,8.660664762507013e-14,0.0003339944578637811,6.332767004631294e-11,4.5860151274050046e-08,8.950600792435648e-12,1.5082957557843505e-13,5.991820852722979e-06,4.413783105062245e-09,0.007871444560823037,0.0011461186810319455,9.936072746799758e-05,1.4929411134420466e-08,4.337228038436569e-09,1.129665470569164e-09,5.678955146848259e-13,1.813429038391044e-08,2.2628365459172647e-05,7.034095623374689e-07,9.863544940772581e-06,6.976178451424937e-09,2.4390556979532114e-09,1.7838228930215805e-12,4.622559489964177e-10,4.523743402830453e-06,6.00882279886566e-11,3.6089843568222774e-12,2.9346121972733726e-13,2.380299126765658e-10,1.2464209919372726e-15,4.820401735064401e-17,2.6858002723279806e-18,3.1965809819987216e-27
9.546091868283919e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44315293908884845,0.1098321391440081,0.022165167721160853,1.9137615492234903e-09,1.3350492092001173e-06,0.0005124052299957626,0.00015034385491288147,1.5928358268528042e-06,1.0469561717794943e-15,0.0007891562667527264,8.814581687735009e-14,0.0003343607284858574,6.400213436742891e-11,4.6458193953080854e-08,9.035175257942488e-12,1.527417388252597e-13,6.023256074273414e-06,4.47946100283652e-09,0.007871677023962052,0.0011497721009742943,9.955274930339129e-05,1.5006075615154888e-08,4.351416981922738e-09,1.1334179630403414e-09,5.698758675608185e-13,1.8193092978305573e-08,2.2657734561488936e-05,7.076234188526166e-07,9.932924165602251e-06,7.0800222495719795e-09,2.4472851902958176e-09,1.8002463912741508e-12,4.660785354863587e-10,4.5435210945758345e-06,6.067349752129058e-11,3.6376551594387896e-12,2.9689173804217307e-13,2.421336428517327e-10,1.2649560494111276e-15,4.8905548188118644e-17,2.7248934286187467e-18,3.287778862109864e-27
9.582798359710998e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44314877541394965,0.10982795565755156,0.022162689542474592,1.9393821546204454e-09,1.3480522864170824e-06,0.0005159192967240572,0.00015158246372849355,1.6091736694176784e-06,1.0629550047841161e-15,0.0007918136228640183,8.970529158822159e-14,0.00033472407233763334,6.4680656139852e-11,4.706125475489491e-08,9.120091856291379e-12,1.5466879494200454e-13,6.054684651315099e-06,4.545832530757413e-09,0.007871897251049904,0.0011534206897460568,9.974436010552282e-05,1.5082799516432023e-08,4.3655826554862615e-09,1.1371653289613844e-09,5.718542435056052e-13,1.825187709967333e-08,2.2687060805738535e-05,7.118460572347743e-07,1.0002467419200848e-05,7.1849631760248864e-09,2.4555033490384868e-09,1.816753061730457e-12,4.699141655253138e-10,4.563262653735802e-06,6.126184510903964e-11,3.6664400492054004e-12,3.003456869052697e-13,2.4628966000981395e-10,1.2836866801442262e-15,4.9614021651431985e-17,2.764373584090867e-18,3.381178459894033e-27
9.619504851138077e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44314462880835825,0.10982378339563734,0.022160211647338703,1.965236840034671e-09,1.3611237820651244e-06,0.000519441437650751,0.00015282529047377913,1.6256047078847928e-06,1.079126278534489e-15,0.0007944673414736831,9.128523773303248e-14,0.00033508451432612664,6.536323632160227e-11,4.766934879008566e-08,9.205349747502585e-12,1.5661078235718483e-13,6.086106133519407e-06,4.612901798099679e-09,0.007872105511302565,0.0011570644541881226,9.993556264146234e-05,1.515958239606294e-08,4.379725054692244e-09,1.1409075656897062e-09,5.738306418679803e-13,1.8310643268747487e-08,2.2716344813866998e-05,7.160774651918209e-07,1.0072174169515017e-05,7.291007733718868e-09,2.4637101673138915e-09,1.8333429626030418e-12,4.737628190950499e-10,4.582967888416322e-06,6.185327049911215e-11,3.695339058965913e-12,3.0382310327513806e-13,2.5049837759330817e-10,1.3026140403984903e-15,5.0329473663083464e-17,2.8042427429157356e-18,3.476823204640279e-27
9.656211342565157e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.443140498999135,0.1098196221027392,0.02215773403584708,1.991326778566823e-09,1.3742636913688788e-06,0.0005229716272557029,0.00015407232877594107,1.6421289447437924e-06,1.0954710934865457e-15,0.0007971174205259542,9.288582157922853e-14,0.00033544207914890486,6.604987577486377e-11,4.828249105671776e-08,9.290948094011688e-12,1.58567739321941e-13,6.1175200743379535e-06,4.680672914613165e-09,0.007872302068038456,0.001160703401120757,0.00010012635964751122,1.523642381439021e-08,4.393844175509139e-09,1.1446446706814587e-09,5.758050620230748e-13,1.8369391994257467e-08,2.2745587190971366e-05,7.203176303095642e-07,1.014204388751845e-05,7.3981624263545095e-09,2.4719056384895194e-09,1.850016151055356e-12,4.776244762210483e-10,4.602636610220012e-06,6.244777339634428e-11,3.724352220606517e-12,3.073240237394379e-13,2.5476020989382766e-10,1.3217392865423702e-15,5.105194014723822e-17,2.844502909375311e-18,3.574757185990924e-27
9.692917833992236e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4431363857191727,0.1098154715290345,0.02215525670809388,2.0176531440711723e-09,1.3874720086147197e-06,0.0005265098401617953,0.00015532357227554031,1.658746380414095e-06,1.1119905527128773e-15,0.0007997638580368946,9.450720967930353e-14,0.00033579679129584506,6.674057526653278e-11,4.890069644021687e-08,9.376886060674283e-12,1.6053970391019794e-13,6.148926030978478e-06,4.749149990426489e-09,0.007872487178807775,0.001164337537344307,0.00010031675382968108,1.531332333427325e-08,4.4079400143051924e-09,1.148376641490715e-09,5.777775033728164e-13,1.8428123773369576e-08,2.277478852597875e-05,7.245665400583633e-07,1.0212076047187946e-05,7.506433758245265e-09,2.4800897561656816e-09,1.8667726832165685e-12,4.814991169707643e-10,4.62226863420944e-06,6.304535346355782e-11,3.7534795650831574e-12,3.1084848451555393e-13,2.5907557203983857e-10,1.3410635750237482e-15,5.1781457029493284e-17,2.8851560878490682e-18,3.6750251608168235e-27
9.729624325419315e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4431322887070674,0.10981133143027821,0.022152779664173464,2.0442171111409835e-09,1.40074872715859e-06,0.0005300560511337953,0.00015657901462595543,1.6754570132561746e-06,1.1286857619035535e-15,0.0008024066520937959,9.614956886374993e-14,0.00033614867505087694,6.743533546876584e-11,4.952397971326704e-08,9.463162814771233e-12,1.6252671401881989e-13,6.180323564380876e-06,4.818337135951292e-09,0.00787266109551892,0.0011679668696398678,0.0001005067478641627,1.5390280521073636e-08,4.4220125678449135e-09,1.1521034757686558e-09,5.797479653463625e-13,1.8486839092110304e-08,2.2803949392294854e-05,7.288241817994835e-07,1.0282270125479714e-05,7.615828234165856e-09,2.4882625141735225e-09,1.883612614196038e-12,4.853867214519751e-10,4.641863778870746e-06,6.364601032191587e-11,3.782721122447997e-12,3.143965214512103e-13,2.6344487998442067e-10,1.3605880623429976e-15,5.251806023665089e-17,2.9262042828013477e-18,3.7776725601260575e-27
9.766330816846395e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44312820770699335,0.1098072015676797,0.022150302904180356,2.0710198550940815e-09,1.41409383943378e-06,0.0005336102350772281,0.0001578386494928692,1.692260839582858e-06,1.14555782936694e-15,0.0008050458008545799,9.781306623401099e-14,0.0003364977544937122,6.81341569595281e-11,5.015235553571513e-08,9.549777526014358e-12,1.6452880736776155e-13,6.211712239193356e-06,4.888238461787067e-09,0.007872824064562226,0.0011715914047699223,0.00010069634439778568,1.5467294942640226e-08,4.436061833285526e-09,1.1558251712627548e-09,5.817164474004956e-13,1.854553842577263e-08,2.283307034842403e-05,7.330905427911918e-07,1.0352625602305913e-05,7.726352359201598e-09,2.4964239065730422e-09,1.900535998097382e-12,4.892872698112131e-10,4.661421866077604e-06,6.424974355127618e-11,3.812076921874951e-12,3.1796817002511644e-13,2.678685504930472e-10,1.3803139050262105e-15,5.3261785696498883e-17,2.9676494987691043e-18,3.882745496005818e-27
9.803037308273474e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44312414246858045,0.1098030817077821,0.022147826428209238,2.0980625519586256e-09,1.427507336958662e-06,0.0005371723670372592,0.0001591024705537833,1.7091578536706144e-06,1.1626078660305185e-15,0.0008076813025472023,9.949786915543462e-14,0.0003368440535015568,6.883704022314123e-11,5.078583845448263e-08,9.636729366552571e-12,1.6654602150021585e-13,6.243091623748774e-06,4.958858078626569e-09,0.00787297632693091,0.0011752111494789518,0.00010088554604846853,1.554436616929433e-08,4.450087808173481e-09,1.159541725815969e-09,5.836829490199945e-13,1.8604222239305535e-08,2.2862151938561622e-05,7.373656101946021e-07,1.0423141960511427e-05,7.83801263859861e-09,2.5045739276511236e-09,1.91754288803222e-12,4.932007422322838e-10,4.6809427210555076e-06,6.485655269054217e-11,3.841546991684327e-12,3.21563465347649e-13,2.723470011313855e-10,1.4002422595985888e-15,5.401266933759751e-17,3.00949374035e-18,3.9902907685973676e-27
9.839743799700553e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4431200927467939,0.10979897162234466,0.022145350236354864,2.1253463784590782e-09,1.4409892103443713e-06,0.0005407424221975902,0.00016037047149755732,1.7261480477708508e-06,1.1798369854417087e-15,0.0008103131554690617,1.0120414525023009e-13,0.00033718759575081074,6.954398565083124e-11,5.1424442903484424e-08,9.724017510978442e-12,1.6857839378275876e-13,6.2744612900410665e-06,5.030200097161797e-09,0.007873118118339401,0.0011788261104940172,0.00010107435540565995,1.5621493773814777e-08,4.46409049044095e-09,1.1632531373659335e-09,5.856474697179734e-13,1.8662890987687775e-08,2.2891194693160175e-05,7.416493710792799e-07,1.0493818685850838e-05,7.95081557761496e-09,2.512712571919571e-09,1.9346333361335482e-12,4.971271189348605e-10,4.700426172346401e-06,6.546643723801186e-11,3.871131359366627e-12,3.2518244216156536e-13,2.768806502531195e-10,1.4203742825579977e-15,5.4770747089073395e-17,3.051739012190911e-18,4.100355873103969e-27
9.876450291127632e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44311605830181755,0.10979487108822719,0.02214287432871206,2.1528725120023545e-09,1.4545394493024442e-06,0.0005443203758793644,0.00016164264602397347,1.743231412121207e-06,1.1972463037686889e-15,0.0008129413579864087,1.0293206239042752e-13,0.0003375284047187513,7.025499354127633e-11,5.206818320355472e-08,9.811641136335073e-12,1.7062596140549108e-13,6.305820813701862e-06,5.102268627990547e-09,0.00787324966933908,0.0011824362945253141,0.00010126277503077119,1.569867733142299e-08,4.478069878402367e-09,1.1669594039441563e-09,5.876100090361942e-13,1.872154511628617e-08,2.2920199129470265e-05,7.459418124286118e-07,1.0564655266965665e-05,8.06476768137271e-09,2.52083983411316e-09,1.9518073935687697e-12,5.010663801731557e-10,4.719872051773601e-06,6.607939665172446e-11,3.900830051605479e-12,3.288251348427494e-13,2.8146991698779343e-10,1.4407111303486869e-15,5.553605488041952e-17,3.0943873189767572e-18,4.212989006831467e-27
9.913156782554712e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4431120388989387,0.10979077988727766,0.022140398705375673,2.1806421306641626e-09,1.4681580426524056e-06,0.0005479062035400834,0.00016291898784332338,1.7604079349568464e-06,1.2148369398012205e-15,0.0008155659085337605,1.046817886908411e-13,0.00033786650368520247,7.09700641011542e-11,5.271707356237981e-08,9.899599422123316e-12,1.7268876138217833e-13,6.337169773977211e-06,5.175067781523542e-09,0.007873371205431455,0.0011860417082666995,0.0001014508074575997,1.5775916419767954e-08,4.4920259707509645e-09,1.17066052367522e-09,5.895705665453535e-13,1.878018506119922e-08,2.294916575205734e-05,7.502429211449454e-07,1.0635651195361806e-05,8.179875454710877e-09,2.5289557091876917e-09,1.969065110552372e-12,5.050185062346624e-10,4.739280194407082e-06,6.669543034980482e-11,3.9306430942997264e-12,3.324915774009862e-13,2.861152212286795e-10,1.461253959335171e-15,5.630862864130174e-17,3.1374406654196997e-18,4.328239076261678e-27
9.949863273981791e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4431080343084366,0.10978669780622162,0.02213792336644054,2.208656413175515e-09,1.481844978329309e-06,0.0005514998807725356,0.00016419949067601871,1.7776776025217518e-06,1.2326100149514712e-15,0.0008181868056133149,1.0645349250203666e-13,0.0003382019157341898,7.168919744568915e-11,5.3371128074437854e-08,9.987891550309316e-12,1.7476683055038848e-13,6.36850775370447e-06,5.248601667892134e-09,0.007873482947178875,0.0011896423583961987,0.00010163845519274457,1.585321061891124e-08,4.505958766555349e-09,1.1743564947759836e-09,5.915291418453423e-13,1.8838811249586417e-08,2.297809505329528e-05,7.545526840545136e-07,1.0706805965387181e-05,8.29614540203926e-09,2.537060192318057e-09,1.9864065363582947e-12,5.08983477438967e-10,4.758650438529055e-06,6.731453771080558e-11,3.960570512584769e-12,3.3618180348076755e-13,2.908169836206687e-10,1.4820039257762747e-15,5.708850430137146e-17,3.1809010562486803e-18,4.446155704157933e-27
9.98656976540887e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4431040443054722,0.10978262463655461,0.022135448312001454,2.2369165389094232e-09,1.4956002433912314e-06,0.0005551013833037338,0.00016548414825222192,1.7950403990800108e-06,1.2505666532548375e-15,0.0008208040477943716,1.0824734240330397e-13,0.00033853466375558097,7.241239359919905e-11,5.4030360720945354e-08,1.007651670533225e-11,1.7686020557162782e-13,6.39983433928931e-06,5.322874396856586e-09,0.007873585110312796,0.0011932382515764841,0.0001018257207160136,1.59305595113119e-08,4.519868265256075e-09,1.1780473155547892e-09,5.934857345654794e-13,1.889742409998399e-08,2.3006987513838026e-05,7.588710879121468e-07,1.0778119074209605e-05,8.413584027193255e-09,2.5451532788963163e-09,2.003831719331951e-12,5.129612741366257e-10,4.777982625599859e-06,6.793671807404722e-11,3.990612330853062e-12,3.3989584636212487e-13,2.9557562554818487e-10,1.5029621857993438e-15,5.787571779008423e-17,3.2247704961992933e-18,4.566789236703284e-27
9.999999999999998e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4431025880378413,0.10978113652461625,0.022134542805908344,2.24731806533663e-09,1.5006501147211939e-06,0.0005564210578709991,0.00016595521792386157,1.801416396359169e-06,1.2571827490313501e-15,0.0008217607353510111,1.0890924633295519e-13,0.000338655748980585,7.267801304565184e-11,5.42728585279307e-08,1.0109026085360667e-11,1.776299650005326e-13,6.411293236590851e-06,5.350234859948513e-09,0.007873620138201377,0.001194552735859715,0.00010189414272853179,1.5958873642513755e-08,4.5249516752797664e-09,1.1793964321890031e-09,5.942011206286885e-13,1.8918866219348707e-08,2.3017549624538312e-05,7.604532695277626e-07,1.0804250704224592e-05,8.456845980128072e-09,2.5481115428234045e-09,2.0102282136724786e-12,5.144198781851024e-10,4.7850463794054845e-06,6.816513023340071e-11,4.00163267374715e-12,3.4126070453245584e-13,2.973310216553743e-10,1.5106827055176882e-15,5.816558544771379e-17,3.2409241292281463e-18,4.611615772592661e-27
1.002327625683595e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44310006866998136,0.1097785601744366,0.02213297354215313,2.2654236878677545e-09,1.5094238240267172e-06,0.0005587106869938629,0.00016677295431149821,1.8124963069271082e-06,1.2687079813707713e-15,0.0008234176337127522,1.1006350719563424e-13,0.00033886477044671226,7.313965249564168e-11,5.469478536981036e-08,1.0165474074112355e-11,1.7896892293147585e-13,6.431149120682873e-06,5.397890077714912e-09,0.007873677905839696,0.0011968293944553312,0.00010201260648082262,1.600796268181151e-08,4.533754466662246e-09,1.1817329844106729e-09,5.954403443647234e-13,1.8956024022607467e-08,2.3035843603069906e-05,7.631981194057796e-07,1.08495900217949e-05,8.532197833289498e-09,2.5532349645297726e-09,2.021340706901926e-12,5.16951876708104e-10,4.797276600224185e-06,6.85619707399558e-11,4.020768572773903e-12,3.436337389614889e-13,3.003915691231258e-10,1.524129895374614e-15,5.867030503652444e-17,3.2690509900039866e-18,4.690190750670457e-27
1.0059982748263029e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44309610718657017,0.10977450422058888,0.02213049905699018,2.2941790406682535e-09,1.5233157055621808e-06,0.0005623277678352396,0.00016806590260248674,1.8300453064012061e-06,1.2870351285836016e-15,0.0008260275620702269,1.1190215589470372e-13,0.00033919225831400066,7.387097397916075e-11,5.536441577559242e-08,1.0254762846059113e-11,1.8109301893971874e-13,6.46245169135906e-06,5.473652819212303e-09,0.007873761540144646,0.0012004157936660576,0.00010219911491458685,1.6085419717619018e-08,4.547617370948144e-09,1.1854134998325745e-09,5.973929709318627e-13,1.901461141964164e-08,2.3064663779535817e-05,7.675337651607611e-07,1.0921218310885146e-05,8.651993322582444e-09,2.561305245039083e-09,2.0389335455913694e-12,5.209552655627774e-10,4.8165322101176005e-06,6.919029497039884e-11,4.051039261312432e-12,3.473955138325772e-13,3.052652371728267e-10,1.5455082102897499e-15,5.947230196923523e-17,3.313744542382571e-18,4.8164120606240945e-27
