Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49)
6.349184977503971e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999731,0.11866996602996277,0.022821567693054226,0.0,1.8412718048664238e-62,4.1729862564240716e-36,7.5273265999996563e-76,1.5393522374839742e-48,7.0871762693921573e-120,6.4562102092800956e-22,8.7524363254071049e-102,6.4562102078622275e-22,2.3477383029365739e-68,2.1409446411743177e-63,7.1958462589155885e-101,4.3480631973826366e-102,2.5796527302454699e-50,6.8986917942049687e-81,2.5604408426187943e-15,1.2310827106795958e-16,4.7452579279116321e-20,3.32724272833817e-32,4.7452579280801787e-20,7.8847914645730803e-31,1.6222156840044305e-37,5.2751256505213814e-44,6.6697267579558425e-69,1.4523420401736556e-49
1.2703886188698215e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999465,0.1186699660299602,0.022821567693054164,0.0,2.9491396542614337e-61,1.6702820155723156e-35,9.3210463380417453e-74,1.2327302595426786e-47,3.5097570747046067e-117,1.2918029639650541e-21,5.610216932411147e-100,1.2918029633975375e-21,3.7604614234533071e-67,3.4291383993677471e-62,1.7818961501650007e-98,1.0767040863935199e-99,2.0650819343497719e-49,2.2100591297073381e-79,5.1231062211549425e-15,2.4632349979974568e-16,9.494638581905788e-20,1.3316199457032799e-31,9.4946385825804136e-20,3.1559707722866524e-30,1.2987582798834832e-36,8.1676853921830507e-43,4.1305587582291754e-67,1.1627567191815197e-48
2.5413288611086704e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319998926,0.11866996602995508,0.022821567693054039,0.0,4.7203671993620397e-60,6.6833037165578327e-35,1.1729626372095375e-71,9.8668383946337665e-47,1.7665023021979672e-114,2.5841668508906976e-21,3.5933117949162566e-98,2.5841668486198915e-21,6.0200042495400983e-66,5.4886616866419295e-61,4.4843929345558584e-96,2.7096776639386327e-97,1.6523590765569246e-48,7.0761560458832971e-78,1.0248436978222694e-14,4.9275395726330854e-16,1.8993399889354512e-19,5.3270602714309603e-31,1.8993399892053907e-19,1.2627988733747716e-29,1.0394003124246451e-35,1.2850023020305056e-41,2.5992904688246002e-65,9.3055876230002948e-48
5.083209345586368e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319997849,0.11866996602994483,0.022821567693053792,0.0,7.5516109779965621e-59,2.6737566861808037e-34,1.4884931718993346e-69,7.8954697303259597e-46,8.9663373978382292e-112,5.1688946281482038e-21,2.300607296110384e-96,5.168894619063499e-21,9.6346203204551116e-65,8.780730706358761e-60,1.1381035978367946e-93,6.8769484369958421e-95,1.3216039781290025e-47,2.2650048211799739e-76,2.0499098492339999e-14,9.8561487219039652e-16,3.7990922502093621e-19,2.1302481740250187e-30,3.7990922512893066e-19,5.0520136199127109e-29,8.3167652185926541e-35,2.0385288006466853e-40,1.6493641335571427e-63,7.4458839657292045e-47
1.0166970314541763e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319995701,0.11866996602992433,0.0228215676930533,0.0,1.2074215948267454e-57,1.0695897259563471e-33,1.8970052879793969e-67,6.3171754863984258e-45,4.5707315377747999e-109,1.033835019628809e-20,1.4726728137021735e-94,1.033835015994631e-20,1.5417483624329945e-63,1.4039444074664807e-58,2.9008556630408579e-91,1.752831188185056e-92,1.0565295595937009e-46,7.2490313997383205e-75,4.1000421520501837e-14,1.971336702044423e-15,7.598596771893851e-19,8.5143120485861324e-30,7.5985967762140576e-19,2.020966589263262e-28,6.6540175344477889e-34,3.247652831043093e-39,1.0510490389804115e-61,5.9572728077950033e-46
2.0334492252452552e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319991404,0.11866996602988332,0.022821567693052314,0.0,1.9287865550665626e-56,4.2785330559824819e-33,2.422858263051345e-65,5.0540602873561965e-44,2.3350684513002323e-106,2.0677261387067357e-20,9.4260153847204258e-93,2.0677261241694322e-20,2.4669646797136066e-62,2.2427175447906522e-57,7.4098920167136322e-89,4.4773995452271918e-90,8.4390048654070837e-46,2.3198526148889533e-73,8.2003067576534412e-14,3.9427803617518759e-15,1.5197605811809497e-18,3.3999781171535918e-29,1.5197605829091641e-18,8.084168685894418e-28,5.3234245122644651e-33,5.1850185272853358e-38,6.7121222739975887e-60,4.766044556981778e-45
4.066953612827413e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319982811,0.11866996602980132,0.022821567693050344,0.0,3.0758899010651094e-55,1.7114480878362093e-32,3.0978171698489048e-63,4.0433761896551091e-43,1.1942207452154173e-103,4.1355083986623879e-20,6.0329408801487415e-91,4.1355083405119889e-20,3.9472773288964081e-61,3.5765135226985683e-56,1.8948193096700479e-86,1.14493748279939e-87,6.7296528644150187e-45,7.4237884786761032e-72,1.6400835968743523e-13,7.8856676811643846e-15,3.0395623877827442e-18,1.3553333034452394e-28,3.0395623946962318e-18,3.2337119690952457e-27,4.2587731312392406e-32,8.286952875761048e-37,4.2910278294402798e-58,3.8129262436234653e-44
8.133962387991729e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631996562,0.11866996602963731,0.022821567693046402,0.0,4.8889258854993667e-54,6.8458623579806813e-32,3.9628918453347284e-61,3.2347521309250546e-42,6.1108227688006797e-101,8.2710730057728869e-20,3.8611753183953895e-89,8.2710727731689254e-20,6.3157507907679705e-60,5.6845985064869685e-55,4.847896438526247e-84,2.9293232944640432e-85,5.3493701301808201e-44,2.3756539278645783e-70,3.2801894390457937e-13,1.5771442319979803e-14,6.0791659954609957e-18,5.3842625531428461e-28,6.0791660231191138e-18,1.293480909215958e-26,3.406950837178306e-31,1.3251557916056915e-35,2.7446664571125553e-56,3.0503773487117264e-43
1.6267979938320361e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319931241,0.11866996602930928,0.022821567693038516,0.0,7.7200169587934819e-53,2.7383591646756028e-31,5.0707350570727071e-59,2.58782216779561e-41,3.1276473165578047e-98,1.6542202568790653e-19,2.471182041499865e-87,1.6542201638370081e-19,1.0105286884158324e-58,8.9763360668708438e-54,1.2406281364907648e-81,7.4964491149775638e-83,4.2254654417926435e-43,7.602159128530716e-69,6.5604011232023793e-13,3.1542991597572292e-14,1.2158373188716157e-17,2.1245780341903756e-27,1.2158373299379689e-17,5.1738136646401768e-26,2.7254038902789728e-30,2.1195463252817813e-34,1.7559780563790441e-54,2.4403166031666371e-42
3.2536015038977627e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631986248,0.11866996602865322,0.022821567693022744,0.0,1.2036534894563133e-51,1.095346686233313e-30,6.4886797557310412e-57,2.0702659054403054e-40,1.6008956648075846e-95,3.3084463090013268e-19,1.5815660901238976e-85,3.308445936832152e-19,1.6168527403030309e-57,1.3994954170472657e-52,3.1750965622850594e-79,1.9185402192597343e-80,3.2969913441218338e-42,2.432701554824693e-67,1.3120824490770351e-12,6.3086090152603977e-14,2.4316787486821101e-17,8.2738588796678171e-27,2.4316787929711729e-17,2.0694217060613405e-25,2.1800528945622922e-29,3.3903995060093312e-33,1.1235042513273085e-52,1.9522594643278286e-41
6.5072085240292155e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319724956,0.11866996602734112,0.0228215676929912,0.0,1.8319020019709352e-50,4.3813941939051764e-30,8.3024494560982036e-55,1.6562159703605771e-39,8.1935692512893172e-93,6.6168989713206744e-19,1.0122054097735798e-83,6.6168974826420952e-19,2.5869698213042743e-56,2.1298605349197274e-51,8.1252545098670255e-77,4.909654621552357e-78,2.5133077889978344e-41,7.7846618879246106e-66,2.6241671222925511e-12,1.2617228726205533e-13,4.8633615729409466e-17,3.1426712134864118e-26,4.863361750273017e-17,8.2768252943216322e-25,1.743602327975801e-28,5.4229406154285893e-32,7.1877728618061191e-51,1.5618105114600497e-40
1.301442256429212e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631944991,0.1186699660247169,0.022821567692928115,0.0,2.6688402501247121e-49,1.75256029356152e-29,1.062039398981539e-52,1.3249740387259399e-38,4.1924528625177155e-90,1.3233806528258603e-18,6.4781251616610792e-82,1.3233800573540597e-18,4.139155953905886e-55,3.1026425289914554e-50,2.0787478458639353e-74,1.2560755949421515e-75,1.8367977534657881e-40,2.4910944451980573e-64,5.2483364675312697e-12,2.5234468147851671e-13,9.7267270800100176e-17,1.1409098900718527e-25,9.7267277905702028e-17,3.3100347834803983e-24,1.3941751743400909e-27,8.6721516870603942e-31,4.5972468822224775e-49,1.2494503325603565e-39
2.602885064481793e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756318899822,0.11866996601946846,0.022821567692801942,0.0,3.6154242151905362e-48,7.0102554096905877e-29,1.3577564242304954e-50,1.059979678408619e-37,2.1439315233690933e-87,2.6467630571330874e-18,4.1460042188817382e-80,2.646760675245206e-18,6.6226525672541595e-54,4.2023990245309225e-49,5.3151318691943904e-72,3.2116484636231843e-73,1.2514278115649334e-39,7.9715060347277169e-63,1.0496675153239452e-11,5.0468946990171545e-13,1.945345752835378e-16,3.8417838838121018e-25,1.9453460378372828e-16,1.3234567117448467e-23,1.1142094677458778e-26,1.386159108916891e-29,2.9386446582423246e-47,9.9956223043595872e-39
5.205770680586955e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756317799647,0.11866996600897158,0.022821567692549598,0.0,4.4077159515422375e-47,2.8041122038307625e-28,1.7337488861684768e-48,8.479838296223202e-37,1.0950609190195094e-84,5.2935314374256714e-18,2.6534449679312352e-78,5.2935219098732822e-18,1.0596245417683724e-52,5.1219561395078614e-48,1.3574080109127181e-69,8.2020866655357435e-71,7.7006496584908503e-39,2.5508822747389619e-61,2.0993352505578806e-11,1.0093790467094009e-12,3.890691616186407e-16,1.1602229972866248e-24,3.8906927604064574e-16,5.2893719637603987e-23,8.8956206140354927e-26,2.2134879871700349e-28,1.8761922160783185e-45,7.9965247960514855e-38
1.041154191279728e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756315599296,0.11866996598797783,0.022821567692044908,0.0,4.7415100980644715e-46,1.1216526280345031e-27,2.2085803913162417e-46,6.7838695113486873e-36,5.5799642911363117e-82,1.0587082484720126e-17,1.6982085728447137e-76,1.0587044374512575e-17,1.695399012362953e-51,5.5077871078887607e-47,3.4583705224526729e-67,2.0897072088815886e-68,4.1962268066964045e-38,8.1628221266368244e-60,4.1986707133949455e-11,2.0187582001704892e-12,7.7813824376177925e-16,3.0818537873237907e-24,7.7813870336691662e-16,2.1121927615123427e-22,7.0877355795820687e-25,3.5277140189229431e-27,1.1949951807267167e-43,6.3972610885828364e-37
2.082308437721793e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756311198594,0.11866996594599033,0.022821567691035528,0.0,4.5424600557477654e-45,4.4866716621796428e-27,2.8000840355080437e-44,5.4270928016899006e-35,2.8298377710930506e-79,2.117424172611946e-17,1.0868568691298115e-74,2.117408928532372e-17,2.7126370665358937e-50,5.2743466999094532e-46,8.7693535230124693e-65,5.2988478167382044e-66,2.0394221632078691e-37,2.612101806629004e-58,8.3973416085458578e-11,4.0375165064766674e-12,1.5562760459399615e-15,7.2850982937552435e-24,1.5562778922755522e-15,8.4204553384011021e-22,5.6245800864830309e-24,5.6003933680923281e-26,7.5749121625625561e-42,5.1178738659993532e-36
4.164616930605923e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756302397189,0.11866996586201534,0.022821567689016772,0.0,4.0053036470824607e-44,1.7947170233554552e-26,3.5165907123232168e-42,4.3416693469824447e-34,1.4216635449661035e-76,4.2348788795946873e-17,6.9559261588493964e-73,4.2348179033076242e-17,4.3402145449174784e-49,4.6489043858721121e-45,2.2027476294074534e-62,1.3310013853285691e-63,9.1060703196956341e-37,8.3587167702530126e-57,1.67946832767548e-10,8.0750331166262689e-12,3.1125502018653441e-15,1.5891234283169481e-23,3.1125576235508711e-15,3.3457407089166453e-21,4.4279779483287794e-23,8.8224626812404996e-25,4.7562596712149666e-40,4.0944018632714256e-35
6.246925423490053e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756293595785,0.11866996577804034,0.022821567686998015,0.0,1.2216073613697455e-43,3.8138441396660281e-26,2.2847601739682684e-41,1.288932250139349e-33,1.2022087445000671e-75,6.3523564452590627e-17,3.9493664061308638e-72,6.3522268706959015e-17,1.6419904435773123e-48,1.4186350225513303e-44,1.6457220111501955e-61,9.9442083444556934e-63,2.0012077773517569e-36,3.8993212598302178e-56,2.5192024822870865e-10,1.2112549724313285e-11,4.6688229093611413e-15,2.4525052740119303e-23,4.6688387237232355e-15,7.0769915781363204e-21,1.2545101550894858e-22,3.2231096172192732e-24,2.6355436322266893e-39,1.1707597903053495e-34
1.0411542409258312e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756275992977,0.11866996561009036,0.022821567682960498,0.0,5.888633654993996e-43,1.0544651221789992e-25,9.9418251001562552e-40,6.0376164985247438e-33,1.6313219547962545e-73,1.0587403011143682e-16,1.0617155402640527e-70,1.058704477592456e-16,1.295872703058769e-47,6.8392659454890201e-44,1.2569862604638818e-59,7.5952832620077231e-61,5.7188870143516137e-36,5.2253326084667037e-55,4.1986707426731481e-10,2.0187582929837084e-11,7.7813625306455724e-15,4.1800942635102026e-23,7.7814065232199316e-15,1.933649256087395e-20,5.6088032821168172e-22,2.4154686864564248e-23,6.6214734930462082e-38,5.3806059980136661e-34
1.4159697696449746e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675626015045,0.11866996545893538,0.022821567679326735,0.0,1.3711611330644101e-42,1.8777475562371121e-25,4.680714076410743e-39,1.3932393618229677e-32,8.9960099034358417e-73,1.4399018777150013e-16,4.6101522555776013e-70,1.4398380866762858e-16,3.636637778893775e-47,1.5930399667098965e-43,6.463721893190275e-59,3.9056733874923292e-60,1.0305942059894951e-35,1.7342499022564929e-54,5.7101921375720929e-10,2.7455112806851919e-11,1.0582643509906509e-14,5.7349796666754922e-23,1.058272215473616e-14,3.4165199869243007e-20,1.2433902050889246e-21,6.5725938522545688e-23,2.7982720714694039e-37,1.211197314963132e-33
1.790785298364118e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756244307923,0.1186699653077804,0.022821567675692971,0.0,2.6551798594661995e-42,2.9312799424254937e-25,1.6247358283491922e-38,2.6825947423088287e-32,4.1199852103012855e-72,1.8210712718824112e-16,1.3959587133581367e-69,1.8209716932337932e-16,8.3262912747669048e-47,3.0855797020023813e-43,2.591344877621172e-58,1.5658078448147071e-59,1.6206726673043936e-35,4.6599460700989812e-54,7.2217134907155968e-10,3.472264267544488e-11,1.3383919535604011e-14,7.2898701168810123e-23,1.3384042776935783e-14,5.2916833384408532e-20,2.3129663651861128e-21,1.4607311694388781e-22,8.2768141975091401e-37,2.2892972346441418e-33
2.165600827083261e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756228465395,0.11866996515662542,0.022821567672059208,0.0,4.5314162386594603e-42,4.2023240628306179e-25,4.5347154917413376e-38,4.5610648151601456e-32,1.3903342039102366e-71,2.2022480505580969e-16,3.6240813822800697e-69,2.2021052974049187e-16,1.6236759923205427e-46,5.2671424781203363e-43,7.9646830798541744e-58,4.8126206917600848e-59,2.334846885615842e-35,1.0308904496850073e-53,8.7332348044166619e-10,4.1990172536082479e-11,1.6185190882143818e-14,8.8447618065957195e-23,1.6185368202934029e-14,7.5298676731468552e-20,3.8092601647398663e-21,2.7735876878630851e-22,2.0975940035800321e-36,3.8265590543621611e-33
2.915231884521548e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756196780341,0.1186699648543155,0.022821567664791678,0.0,1.0061415726404031e-41,7.2404897002419405e-25,2.1328502524618041e-37,1.0084537581340416e-31,8.2061641899651894e-71,2.9646184481099992e-16,1.6030357867707753e-68,2.9643725003050712e-16,4.3107875346607361e-46,1.1700575848477044e-42,4.1945486983812709e-57,2.5345326030904631e-58,4.0461936071388507e-35,3.2435010530690532e-53,1.1756277341871039e-09,5.6525232239215636e-11,2.1787722904513219e-14,1.195454667336955e-22,2.1788030270030934e-14,1.2812821221603071e-19,7.9402365259940905e-21,7.035859078917166e-22,8.8448805355898938e-36,8.169559777177583e-33
3.664862941959835e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756165095286,0.11866996455200558,0.022821567657524147,0.0,1.8899541163466219e-41,1.1082799741795999e-24,6.987699005346478e-37,1.8893204574791545e-31,3.222635938935341e-70,3.7270161417081304e-16,4.8237016805913262e-68,3.7266396943841924e-16,9.3506679638320505e-46,2.1987307007552343e-42,1.513242005834642e-56,9.1436759935926086e-58,6.2162492491623467e-35,8.0228401885279587e-53,1.4779319733530119e-09,7.1060291912942548e-11,2.7390237630878182e-14,1.5064333777388318e-22,2.7390710854668192e-14,1.9376184917115019e-19,1.4116946392410422e-20,1.4642658602857046e-21,2.575083502989412e-35,1.4855953317101916e-32
4.414493999398122e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756133410243,0.11866996424969568,0.022821567650256617,0.0,3.2044628494115399e-41,1.5783902529149243e-24,1.9338956868671733e-36,3.1974887742123e-31,1.0639823226603439e-69,4.4894429826971285e-16,1.2486844708087916e-67,4.4889068790439737e-16,1.8071256636439949e-45,3.7291008576718766e-42,4.5961292199178929e-56,2.7771824151050454e-57,8.8761273218879096e-35,1.7449992964985428e-52,1.7802361969504941e-09,8.5595351555268669e-11,3.2992733888145235e-14,1.8174123116686764e-22,3.2993411840109214e-14,2.7258054587583846e-19,2.2825739926224809e-20,2.7219591222903123e-21,6.4390353920128221e-35,2.4575469043335777e-32
5.913756114274695e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675607004015,0.11866996364507593,0.022821567635721556,0.0,7.6400956915256318e-41,2.7811509881306249e-24,1.5060440760192884e-35,7.603983860388715e-31,1.718717109223517e-68,6.014385748739016e-16,7.7270544870848767e-67,6.0134412195747676e-16,5.6864534688898098e-45,8.8942921140503357e-42,5.1089998877698598e-55,3.0870726289344599e-56,1.5692953909878117e-34,7.3109528932055465e-52,2.384844596562919e-09,1.1466547074394913e-10,4.4197669955021568e-14,2.4393708642584951e-22,4.4198880191433283e-14,4.675868511135925e-19,4.981142793863354e-20,7.8561570370026202e-21,3.56551465248254e-34,5.6692398362497232e-32
7.413018229151269e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756006670063,0.11866996304045624,0.022821567621186496,0.0,1.4943164265693217e-40,4.332929778790756e-24,6.1988220006643624e-35,1.4850215676555717e-30,1.0054384947809718e-67,7.5394469227350711e-16,2.796226703108236e-66,7.5379755218402215e-16,1.365991908127611e-44,1.7399605699848277e-41,2.5222489949449471e-54,1.5240470793654072e-55,2.4499653740057725e-34,2.1399172183808141e-51,2.9894529329297408e-09,1.4373558980506616e-10,5.540253099331975e-14,3.0613303253587989e-22,5.5404440594604833e-14,7.0967675475450729e-19,9.0865984388418547e-20,1.7706052503801624e-20,1.2086403527531626e-33,1.0891507777355381e-31
1.0411542458904416e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756755879929906,0.11866996183121704,0.022821567592116378,0.0,4.186346222088292e-40,8.4846394527363745e-24,7.1490100135669087e-34,4.1527206498312977e-30,2.9884225468882911e-66,1.0589924726743515e-15,2.4506422421504313e-65,1.0587044011498955e-15,5.4972801361931728e-44,4.8753964037471482e-41,4.6166330147035775e-53,2.789548367470384e-54,4.8086659076779824e-34,1.2641042313769062e-50,4.19866941580042e-09,2.0187582754435531e-10,7.78120278371704e-14,4.3052519727375941e-22,7.7815867407624633e-14,1.3165761516047e-18,2.2278614371527649e-19,6.2608844258366036e-20,8.9882650002669144e-33,2.9962350913387968e-31
1.6408590918410708e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675562644968,0.11866995941273942,0.022821567533976139,0.0,1.6876006820535911e-39,2.0982851160319272e-23,1.8908293250736974e-32,1.6711766546868942e-29,2.9095191398445211e-64,1.6692302184985161e-15,4.7521607578523211e-64,1.6685180531312172e-15,3.7195182659878817e-43,1.9655571573476604e-40,2.3226753874732187e-51,1.4034400802178624e-52,1.1915607522407731e-33,1.4946489083953643e-49,6.6171016220620947e-09,3.1815630149109813e-10,1.2263012057790338e-13,6.7931061685830377e-22,1.2264011830511245e-13,2.9272102417407601e-18,7.0075641530013905e-19,3.3239828248912535e-19,1.2786328340315834e-31,1.1926311535482348e-30
