Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),H2OX(23),OCX(25),CO2X(24)
0.0,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.005623792273728e-24,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,-3.1732816433020538e-121,7.8690731917645075e-66,7.6177370785216562e-42,2.7384155260611855e-91,1.2291665526528551e-59,1.2456041097148958e-140,7.1237166444678348e-25,-2.4225833992108381e-120,7.1237166444678266e-25,3.8755922232967056e-82,9.4421257509461045e-73,5.7479308629521033e-119,3.4731644979575746e-120,2.8724163074614588e-54,2.4326509918837726e-97,2.8251634421299508e-18,1.3583636890012977e-19,5.2358675890521337e-23,5.2358675891380435e-23,4.295751216444129e-34,5.0901453659566899e-41,3.2680457844252281e-46,6.0742375806638731e-38,2.1531673116213732e-54,9.8853037932956684e-77,-3.6744642367508606e-109
1.9615746618366438e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,5.7493612730415288e-119,1.7603536568667872e-64,4.6013037691806591e-41,3.0262800860085633e-89,1.8575164943430395e-58,4.4948764584418747e-138,1.9946406604509968e-24,4.6760315947857936e-119,1.9946406604509909e-24,1.0929790164305128e-80,2.9687554321615274e-71,1.1491364112952219e-116,6.9436113310710729e-118,3.4101326401983206e-53,1.2592102137309636e-95,7.9104576379638617e-18,3.8034183292036332e-19,1.4660429249206811e-22,1.4660429249725702e-22,2.5946334378525812e-33,6.0430199419047576e-40,3.8801589953761189e-45,3.6688394986975736e-37,2.5562402323337005e-53,6.0142234802476969e-75,3.7189722517317314e-107
4.483599227055186e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996531,0.022821567693054285,2.4274896227033935e-116,3.4782271321152545e-63,2.2155238029994276e-40,2.7384497460482102e-87,1.9982314812160123e-57,1.6277828162532604e-135,4.5591786524594335e-24,4.9374368400695868e-117,4.5591786524594071e-24,2.3774680971336022e-79,6.6231300594932157e-70,2.0807723327519069e-114,1.2572984551755788e-115,3.3480884479153137e-52,5.4982045974506261e-94,1.8081046029631668e-17,8.6935276096083047e-19,3.3509552568959522e-22,3.3509552571457757e-22,1.249204008422546e-32,5.9330714652265856e-39,3.8102727904262626e-44,1.7663882884219449e-36,2.5097318183539704e-52,2.7156063249231237e-73,7.7895158717090075e-105
9.52764835749227e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.1186699660299653,0.022821567693054285,7.8108796732076423e-114,6.1893724151642051e-62,9.6774799808867587e-40,2.0732583131062517e-85,1.8367189960707014e-56,4.9375078080854625e-133,9.6882546364763511e-24,3.9026326343712509e-115,9.688254636476235e-24,4.407425171345109e-78,1.2404389604820831e-68,3.1540797335767722e-112,1.9058402085161106e-113,2.9613463162107642e-51,2.046843715063178e-92,3.8422222812967213e-17,1.8473746170417649e-18,7.1207799206238322e-22,7.1207799217148762e-22,5.4555994432522669e-32,5.2477321224902149e-38,3.3714055915559065e-43,7.7142817270803205e-36,2.2198293714381757e-51,1.02573935740177e-71,1.2522788356582806e-102
1.9615746618366439e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999992,0.11866996602996525,0.022821567693054285,2.2359694855789099e-111,1.0439324430290347e-60,4.0415826986605355e-39,1.4413969972366882e-83,1.5713517704872899e-55,1.3743114885602164e-130,1.9946406604510361e-23,2.7660478043224786e-113,1.9946406604509873e-23,7.5752377664669806e-77,2.1425498285971197e-67,4.3882471841371724e-110,2.6515810109058846e-111,2.4891900131498642e-50,7.0516869431477009e-91,7.9104576379638032e-17,3.8034183292036333e-18,1.4660429247188945e-21,1.4660429251743847e-21,2.2776031534938474e-31,4.4110310134251973e-37,2.8359933406166577e-42,3.2205607649414662e-35,1.8659003413001467e-50,3.5613912062027651e-70,1.791715352572157e-100
3.9791943140114775e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999981,0.11866996602996517,0.022821567693054282,6.0550192239609792e-109,1.7146656654540188e-59,1.6522831810778067e-38,9.6209009731251062e-82,1.2992240304207848e-54,3.6709197938574752e-128,4.0462710540579072e-23,1.8614233676442957e-111,4.0462710540577067e-23,1.2555401052695575e-75,3.559878583916306e-66,5.859829195299796e-108,3.5407786228569889e-109,2.0407883630992576e-49,2.3401977942030222e-89,1.6046928351297846e-16,7.7155057535273671e-18,2.973972789675658e-21,2.9739727915364855e-21,9.3047339005282281e-31,3.6164231108671347e-36,2.3286015188334369e-41,1.315704156645663e-34,1.5297778325070292e-49,1.1878404895368042e-68,2.4255025352526285e-98
8.014433618361144e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999964,0.118669966029965,0.022821567693054278,1.5974597932774874e-106,2.779549744329356e-58,6.6882095260638915e-38,6.3011686507412007e-80,1.0565074039503208e-53,9.6191134444956735e-126,8.1495318412719285e-23,1.2213479558108269e-109,8.1495318412711209e-23,2.0443215827378403e-74,5.8035005560045496e-65,7.6768580101694278e-106,4.6387111001301419e-107,1.6526833271137001e-48,7.6251937944354189e-88,3.2319869777965478e-16,1.5539680602174825e-17,5.9898325181641486e-21,5.9898325256859275e-21,3.7611075429141027e-30,2.9286624795075838e-35,1.8914029683868886e-40,5.3182865630010262e-34,1.2388537505423443e-48,3.8887242618532031e-67,3.1992161131066711e-96
1.6084912227060478e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999931,0.11866996602996469,0.022821567693054271,4.1694580448089298e-104,4.4763814280978344e-57,2.6968724729696891e-37,4.097229054957176e-78,8.5211149489302579e-53,2.5020787308189855e-123,1.6356053415701088e-22,7.9141529822255817e-108,1.6356053415697836e-22,3.29954327286792e-73,9.3726688910276138e-64,9.9840593687852662e-104,6.0328283989295467e-105,1.3302233213210412e-47,2.4621288670700111e-86,6.4865752631298909e-16,3.1188030299469699e-17,1.2021551969440989e-20,1.2021551999685848e-20,1.512313003932096e-29,2.3572250982802781e-34,1.5314464828497599e-39,2.1384596353785179e-33,9.9713727564826907e-48,1.2641467363135718e-65,4.1748935862879018e-94
3.2225869444459145e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999864,0.11866996602996403,0.022821567693054254,1.0870929439919093e-101,7.1855853602593616e-56,1.0876404566760639e-36,2.6659474007334377e-76,6.8446229089924337e-52,6.5120730537863128e-121,3.2769096564563866e-22,5.0964929644315259e-106,3.2769096564550823e-22,5.3022774488017991e-72,1.5066291474540862e-62,1.2992610693760293e-101,7.8507336419159377e-103,1.0674204399549013e-46,7.9142932182758848e-85,1.299575183379584e-15,6.248472969405931e-17,2.4084990849194091e-20,2.4084990970490455e-20,6.064956922680203e-29,1.8914970000078338e-33,1.2434626458267197e-38,8.5761795798559924e-33,8.0013986518666022e-47,4.1127601903594263e-64,5.442528390622827e-92
