Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),CH3X(55),C2H4(47),O(29),COX(50),OH(D)X(68),CO2X(24),CHOX(53),CH4OX(63),acetyl(44),C2H6X(52),C2H4X(215),CHO2X(213),C2H4X(70),S(216),HOCO(73),CHO2(74)
1.5809898884920365e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4471558748393839,0.11362534476210202,0.02271021937428832,1.6998740948129467e-10,8.206996373879804e-08,1.0201728814879276e-05,1.019799115908866e-06,9.113569902004935e-09,1.977353505717341e-19,0.00013934248815680817,1.3044619516815023e-17,0.00011425609178469277,3.005344116903586e-13,1.1548069489574944e-10,1.8680433889120942e-14,1.3740559778661057e-16,6.79716179624997e-07,3.362763107611301e-12,0.004899534048400066,0.00022056574908961102,2.637802942176981e-05,5.8433867228508485e-08,7.869766421104891e-10,3.101451339126402e-10,1.436000831596547e-13,1.426241892065933e-09,4.691248923083891e-06,1.2145984132007494e-08,5.774856781425244e-12,1.600986584898212e-07,4.359378146714355e-10,5.28042107915557e-12,2.7668023856395377e-07,3.186784971639873e-12,2.1216635197218834e-12,1.2783803308457868e-12,2.3562345774447028e-14,1.2907148795999329e-15,3.5552198317982696e-16,2.1371478159466153e-11,4.5070637165737205e-14,1.1191684098212463e-16,9.581697180707094e-19,1.2487784588080786e-32,1.5928433551684083e-18,8.273197062593746e-20
1.5911143027452287e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4471356021705329,0.11360575608240892,0.022709513571790546,1.7505411388980167e-10,8.452906259209643e-08,1.0357453933825906e-05,1.0430857067766122e-06,9.28766329787331e-09,2.0533491797752547e-19,0.000140231864868061,1.3471079490067743e-17,0.00011485713901329107,3.064757614858595e-13,1.1897780498650393e-10,1.9223949522081026e-14,1.4144556039411675e-16,6.918192464551133e-07,3.451089854285226e-12,0.00491816548373852,0.00022193518814015608,2.6602105373512945e-05,5.9297816553368246e-08,7.919769479588363e-10,3.1195581869685916e-10,1.4446941728656566e-13,1.4518130872373101e-09,4.735237126935478e-06,1.2345502490808341e-08,5.9359450337158296e-12,1.6273461810825309e-07,4.387010219092969e-10,5.4193839146419124e-12,2.799099972922368e-07,3.2594314296653023e-12,2.1593528778428995e-12,1.3075210377798127e-12,2.4153942560306738e-14,1.3297504228789998e-15,3.6596166590717617e-16,2.180201647842989e-11,4.652271486907918e-14,1.1544238863357436e-16,9.832926907296254e-19,1.3198431611171233e-32,1.648535684509487e-18,8.564596616381533e-20
1.601238716998421e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.447115445001051,0.11358628136165096,0.02270880784014943,1.8023587156725652e-10,8.704324509403941e-08,1.051472867135299e-05,1.0667364571348975e-06,9.463931507124261e-09,2.1316960668781132e-19,0.00014112118560099352,1.3908615481087548e-17,0.00011545681741842338,3.124955688432946e-13,1.225595072665697e-10,1.9779203112036787e-14,1.4557634173111121e-16,7.040640410959678e-07,3.541151726744035e-12,0.004936682621750786,0.00022330390261271642,2.6825644741939804e-05,6.016657798022452e-08,7.969766278131722e-10,3.1376636856142435e-10,1.4533933490630825e-13,1.4775900596370395e-09,4.779249021967285e-06,1.2546763437517694e-08,6.1003309617980616e-12,1.6539923382836745e-07,4.4146391568614483e-10,5.56108182555438e-12,2.831547758334532e-07,3.3332108666702833e-12,2.1974819604178967e-12,1.3371065058377966e-12,2.4755106306335463e-14,1.3697286109925392e-15,3.7663342826875757e-16,2.223824175978843e-11,4.8011673688321255e-14,1.190486476401343e-16,1.0089080015519706e-18,1.394442476112954e-32,1.7057673548382671e-18,8.864143057080525e-20
1.611363131251613e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4470954026546709,0.11356691990171784,0.022708102179058824,1.8553443037910056e-10,8.961324080564777e-08,1.0673557933668825e-05,1.090754116617266e-06,9.64238729776188e-09,2.2124478090665294e-19,0.00014201045003080776,1.435744139306035e-17,0.00011605513062634569,3.185943591426453e-13,1.2622731705700508e-10,2.0346352604560585e-14,1.4979932909610166e-16,7.164511249875691e-07,3.6329714553549416e-12,0.004955086160891591,0.00022467188919934143,2.704863137215395e-05,6.104008724993825e-08,8.019756799043751e-10,3.1557678250502884e-10,1.4620983593171342e-13,1.5035704304766031e-09,4.823281815731315e-06,1.2749763530554933e-08,6.268051429169049e-12,1.6809264353408678e-07,4.4422649649431943e-10,5.705550710620812e-12,2.8641451641756517e-07,3.4081317839020097e-12,2.236052488512224e-12,1.3671395918973842e-12,2.536587800997102e-14,1.4106662917362284e-15,3.875406676925935e-16,2.2680189447379153e-11,4.9538199925160165e-14,1.2273663846329414e-16,1.0350220779192875e-18,1.4727267388946595e-32,1.7645690679762844e-18,9.172002142904109e-20
1.6214875455048052e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4470754744590065,0.11354767100877328,0.02270739658821464,1.909515493106616e-10,9.223977867009327e-08,1.083394647263003e-05,1.1151414204000526e-06,9.823043423688292e-09,2.295658755323859e-19,0.0001428996578324364,1.4817773840659722e-17,0.00011665208222881534,3.247726577913121e-13,1.2998276612194956e-10,2.092555643231857e-14,1.541159196982865e-16,7.289810492883994e-07,3.726571920558741e-12,0.004973376795341931,0.0002260391446133594,2.72710494684146e-05,6.191828001992863e-08,8.069741024618323e-10,3.1738705952666214e-10,1.470809200780538e-13,1.5297517829900917e-09,4.86733273040129e-06,1.2954499176518111e-08,6.439143136060183e-12,1.7081498277556838e-07,4.469887648122744e-10,5.852826706058361e-12,2.896891614498979e-07,3.4842026372318177e-12,2.2750661512389907e-12,1.3976231226397464e-12,2.5986297091217336e-14,1.452580495066097e-15,3.986868005263288e-16,2.312789494596636e-11,5.110298796707153e-14,1.2650737771832434e-16,1.061641389427334e-18,1.5548515786186376e-32,1.8249718724720933e-18,9.488341589508535e-20
1.6316119597579974e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44705565974552536,0.11352853399322882,0.02270669106731485,1.964889983479972e-10,9.492358686448286e-08,1.0995898885132356e-05,1.1399010889202738e-06,1.0005912624692656e-08,2.381383960395805e-19,0.00014378880868052532,1.5289832166135854e-17,0.00011724767578364849,3.3103099021997637e-13,1.3382740268164305e-10,2.1516973496409312e-14,1.585275205967614e-16,7.416543548740136e-07,3.8219761528607715e-12,0.004991555215035308,0.0002274056655898049,2.749288359512673e-05,6.280109189293759e-08,8.119718937133426e-10,3.1919719862568323e-10,1.4795258686404896e-13,1.556131663813549e-09,4.9113990030501045e-06,1.316096663185233e-08,6.6136426128155225e-12,1.7356638472618337e-07,4.497507211046161e-10,6.00294618555977e-12,2.9297865350982776e-07,3.5614318362899272e-12,2.314524605760607e-12,1.428559894225223e-12,2.6616401392301183e-14,1.4954884332346355e-15,4.100752617678892e-16,2.358139362124572e-11,5.2706740325307863e-14,1.3036187792717323e-16,1.088772447884102e-18,1.6409780648485968e-32,1.8870071632570598e-18,9.813331069445678e-20
1.6417363740111896e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4470359578495204,0.11350950816971778,0.0227059856160594,2.0214855835748694e-10,9.766539265409397e-08,1.1159419612602683e-05,1.165035827597777e-06,1.0191007626440177e-08,2.469679183462499e-19,0.0001446779022494161,1.5773838455375595e-17,0.0001178419148152765,3.3736988187846995e-13,1.3776279142373918e-10,2.2120763147657034e-14,1.630355486387297e-16,7.544715723399997e-07,3.9192073328207155e-12,0.005009622105683771,0.00022877144888583503,2.7714118677617873e-05,6.368845844536167e-08,8.169690518850193e-10,3.210071988018914e-10,1.4882483561302763e-13,1.5827075843681048e-09,4.955477885923034e-06,1.336916200453821e-08,6.791586213493217e-12,1.7634698014127818e-07,4.525123658221397e-10,6.1559457602778195e-12,2.9628293534948914e-07,3.6398277436134085e-12,2.3544294773038165e-12,1.4599526719791596e-12,2.7256227178287563e-14,1.5394075009080674e-15,4.217095047938911e-16,2.4040720799848003e-11,5.435016767273376e-14,1.3430114727637785e-16,1.116421807307531e-18,1.731272856760623e-32,1.9507066812516185e-18,1.014714221131122e-19
1.6518607882643818e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4470163681100838,0.11349059285706943,0.022705280234150298,2.079320209642154e-10,1.004659222491461e-07,1.1324512940591061e-05,1.1905483265616958e-06,1.0378341140461033e-08,2.5606008866663104e-19,0.00014556693821312947,1.6270017553933558e-17,0.00011843480281530123,3.437898582316547e-13,1.417905135129359e-10,2.2737085167864808e-14,1.6764143039673315e-16,7.674332220092287e-07,4.018288791041264e-12,0.0050275781488038135,0.0002301364912811353,2.7934740002703978e-05,6.458031525513366e-08,8.219655752011995e-10,3.228170590555976e-10,1.4969766545424249e-13,1.6094770222456447e-09,4.9995666467066515e-06,1.3579081255799998e-08,6.97301010969305e-12,1.7915689731873153e-07,4.5527369940187104e-10,6.311862278807979e-12,2.9960194989250187e-07,3.71939867380756e-12,2.3947823591880215e-12,1.4918041900879684e-12,2.7905809138637954e-14,1.5843552752650603e-15,4.3359300108588835e-16,2.4505911769341956e-11,5.603398888149837e-14,1.3832618938017282e-16,1.14459606392293e-18,1.8259083552316322e-32,2.0161025129224552e-18,1.048994859858979e-19
1.661985202517574e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4469968898700791,0.11347178737828316,0.022704574921291524,2.1384118842918392e-10,1.0332590066419156e-07,1.1491182998461483e-05,1.2164412603812265e-06,1.0567925864139249e-08,2.6542062334987434e-19,0.0001464559162453488,1.6778597083033885e-17,0.0001190263432430495,3.502914447553106e-13,1.4591216659894813e-10,2.336609975103292e-14,1.723466021049196e-16,7.80539813943322e-07,4.119244008155642e-12,0.005045424021742114,0.00023150078957831404,2.8154733219046996e-05,6.547659792914065e-08,8.269614618843511e-10,3.2462677838769287e-10,1.505710753243332e-13,1.6364374225958192e-09,5.043662568793416e-06,1.3790720201832592e-08,7.157950284611145e-12,1.819962620613181e-07,4.5803472226710426e-10,6.470732827169242e-12,3.029356402327173e-07,3.800152892720693e-12,2.4355848128666332e-12,1.5241171513054208e-12,2.856518038969484e-14,1.6303495160771269e-15,4.457292399545301e-16,2.497700177823651e-11,5.775893106054516e-14,1.424380030488789e-16,1.173301856160084e-18,1.9250628578392504e-32,2.08322708979098e-18,1.0841925768198685e-19
1.6721096167707662e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4469775224761161,0.11345309106050303,0.022703869677189056,2.1987787352539403e-10,1.0624605158020215e-07,1.165943375918017e-05,1.2427172878007607e-06,1.075977448070153e-08,2.750553087049853e-19,0.00014734483601940409,1.729980745554255e-17,0.00011961653952612534,3.5687516693203425e-13,1.5012936482284742e-10,2.4007967484547445e-14,1.7715250959436402e-16,7.937918479582596e-07,4.222096614813983e-12,0.005063160397701103,0.00023286434060328632,2.8374084337306944e-05,6.637724213016242e-08,8.319567101549858e-10,3.2643635579971616e-10,1.5144506396893635e-13,1.6635861995131848e-09,5.087762951541929e-06,1.4004074515547003e-08,7.346442527323587e-12,1.8486519764088928e-07,4.6079543482744354e-10,6.632594728783153e-12,3.0628394963298385e-07,3.882098616632466e-12,2.4768383679812477e-12,1.5568942266691956e-12,2.9234372478075477e-14,1.6774081657710294e-15,4.581217282617105e-16,2.545402603598217e-11,5.952572959295942e-14,1.4663758206270198e-16,1.2025458646500713e-18,2.028920716801248e-32,2.1521131878935414e-18,1.1203251208731901e-19
1.6822340310239584e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44695826527852395,0.1134345032349923,0.02270316450155085,2.2604389941283973e-10,1.0922709720942601e-07,1.1829269039199869e-05,1.2693790514794016e-06,1.0953899659206028e-08,2.8497000081236855e-19,0.00014823369720825676,1.7833881891909904e-17,0.00012020539506096104,3.6354155024714653e-13,1.5444373882179286e-10,2.46628493303443e-14,1.8206060822746012e-16,8.071898136440493e-07,4.326870391668573e-12,0.005080787945764376,0.00023422714120564672,2.8592779730091437e-05,6.728218360331758e-08,8.369513182315749e-10,3.2824579029392125e-10,1.523196299444353e-13,1.6909207374233123e-09,5.1318651105328055e-06,1.4219139728333543e-08,7.538522427299733e-12,1.8776382476437617e-07,4.635558374788441e-10,6.797485544451042e-12,3.0964682152393316e-07,3.9652440114558275e-12,2.518544522428362e-12,1.5901380552276888e-12,2.99134153849566e-14,1.7255493494734276e-15,4.707739901407903e-16,2.5937019712971657e-11,6.133512817315363e-14,1.5092591495102844e-16,1.2323348122217713e-18,2.137672499882151e-32,2.2227939271937734e-18,1.1574104358406218e-19
1.6923584452771506e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4469391176313258,0.11341602323710832,0.022702459394086844,2.3234109951245133e-10,1.1226975816308287e-07,1.2000692498438711e-05,1.2964291777348873e-06,1.1150314054531046e-08,2.9517062532232856e-19,0.00014912249948448447,1.8381056436083314e-17,0.00012079291321336598,3.702911201846096e-13,1.5885693573218102e-10,2.5330906606053847e-14,1.8707236283139785e-16,8.207341903883819e-07,4.4335892693579726e-12,0.005098307330921964,0.00023558918825903133,2.8810806131705832e-05,6.81913582020041e-08,8.41945284330465e-10,3.300550808733422e-10,1.531947716198481e-13,1.7184383924667183e-09,5.17596637782016e-06,1.4435911231842234e-08,7.734225369146436e-12,1.9069226154162187e-07,4.663159306036553e-10,6.965443072329458e-12,3.1302419950278337e-07,4.049597191952648e-12,2.5607047424384146e-12,1.6238512437771062e-12,3.0602337531232236e-14,1.7747913750381013e-15,4.836895667149664e-16,2.6426017940539832e-11,6.318787884389048e-14,1.5530398477733664e-16,1.262675463898075e-18,2.2515151542947642e-32,2.295302770947556e-18,1.1954666602711357e-19
1.7024828595303428e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44692007889221347,0.11339765040627721,0.022701754354508896,2.3877131737902997e-10,1.1537475332196257e-07,1.2173707640352091e-05,1.3238702762919476e-06,1.1349030307363705e-08,3.056631772408919e-19,0.00015001124252026675,1.8941569971389624e-17,0.00012137909731907309,3.771244022229541e-13,1.6337061919123915e-10,2.601230096613111e-14,1.9218924763074577e-16,8.344254474041834e-07,4.542277328489987e-12,0.005115719214095425,0.0002369504786614689,2.9028150637707326e-05,6.910470191332223e-08,8.469386066657983e-10,3.3186422654185735e-10,1.5407048717884803e-13,1.7461364938795077e-09,5.220064102178683e-06,1.4654384279779846e-08,7.933586527582907e-12,1.9365062345504487e-07,4.690757145706633e-10,7.136505347903817e-12,3.1641602733216393e-07,4.13516622096311e-12,2.6033204626668636e-12,1.6580363666088284e-12,3.130116578352442e-14,1.825152733056013e-15,4.96872015813872e-16,2.692105581096283e-11,6.508474203314433e-14,1.5977276892976967e-16,1.2935746268917929e-18,2.3706521736239344e-32,2.3696735250209793e-18,1.2345121271766115e-19
1.712607273783535e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4469011484225231,0.11337938408596916,0.022701049382530827,2.453364065732132e-10,1.1854279970998702e-07,1.2348317812095884e-05,1.3517049400351153e-06,1.1550061044188533e-08,3.164537207033172e-19,0.00015089992598737062,1.9515664236387206e-17,0.00012196395068428342,3.840419218312163e-13,1.6798646933709017e-10,2.6707194382976625e-14,1.9741274617915273e-16,8.482640437609883e-07,4.6529587996235255e-12,0.005133024252162794,0.00023831100933572062,2.924480070426636e-05,7.002215088296834e-08,8.519312834494343e-10,3.336732263042522e-10,1.549467746219125e-13,1.774012345369602e-09,5.264155649346246e-06,1.4874553989722887e-08,8.136640862647309e-12,1.9663902333113546e-07,4.718351897351354e-10,7.310710643960263e-12,3.198222489389575e-07,4.2219591086489304e-12,2.6463930862970724e-12,1.6926959652670594e-12,3.2009925461027953e-14,1.8766520968485278e-15,5.10324911688481e-16,2.7422168377456506e-11,6.702648659080071e-14,1.6433323891749875e-16,1.3250391506012633e-18,2.495293767799868e-32,2.445940337161827e-18,1.2745653637382682e-19
1.722731688036727e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4468823255872095,0.1133612236236735,0.0227003444778684,2.5203823053251253e-10,1.2177461237079117e-07,1.2524526204779354e-05,1.3799357447660174e-06,1.1753418877276024e-08,3.2754838873566425e-19,0.00015178854955713743,2.01035838406874e-17,0.00012254747658620743,3.91044204464886e-13,1.7270618280731556e-10,2.7415749128053102e-14,2.0274435129018834e-16,8.622504284200417e-07,4.76565806324932e-12,0.005150223097983386,0.00023967077722960984,2.9460744147339055e-05,7.094364143958938e-08,8.569233128908778e-10,3.354820791662806e-10,1.5582363176859674e-13,1.8020632264875368e-09,5.308238402262073e-06,1.509641534494601e-08,8.343423115134055e-12,1.9965757131378426e-07,4.745943564388657e-10,7.488097470555737e-12,3.2324280841316186e-07,4.309983811750472e-12,2.689923985154696e-12,1.7278325483167373e-12,3.272864034316807e-14,1.929308322444085e-15,5.240518447244031e-16,2.7929390654174147e-11,6.901388982519434e-14,1.6898636017289713e-16,1.357075926605655e-18,2.6256570361478765e-32,2.5241376962249883e-18,1.3156450909841236e-19
1.7328561022899193e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.446863609754823,0.1133431683708742,0.022699639640239265,2.5887866244146273e-10,1.2507090424737467e-07,1.2702335853805929e-05,1.4085652489651609e-06,1.195911640467111e-08,3.3895338300479865e-19,0.00015267711290046913,2.0705576280745145e-17,0.0001231296782736041,3.9813177556186365e-13,1.77531472736044e-10,2.8138127753002646e-14,2.08185564967337e-16,8.763850402730513e-07,4.880399649769546e-12,0.005167316400422419,0.00024102977931634046,2.967596914165427e-05,7.186911011858772e-08,8.619146931972012e-10,3.372907841347248e-10,1.5670105625992638e-13,1.8302863939907332e-09,5.352309761300427e-06,1.5319963196265212e-08,8.553967802262006e-12,2.0270637483943935e-07,4.773532150102191e-10,7.668704574986287e-12,3.2667765000677066e-07,4.399248232857807e-12,2.7339144998333415e-12,1.7634485911217288e-12,3.345733267805126e-14,1.983140448538628e-15,5.380564211536379e-16,2.8442757616203382e-11,7.104773753948588e-14,1.7373309185962562e-16,1.3896918886599795e-18,2.7619661435416e-32,2.6043004313523116e-18,1.3577702234377194e-19
1.7429805165431115e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44684500029748553,0.11332521768302521,0.022698934869363016,2.6585958510092225e-10,1.2843238606487115e-07,1.2881749639300112e-05,1.4375959935582398e-06,1.2167166210181605e-08,3.5067497355721174e-19,0.00015356561568781617,2.1321891955618545e-17,0.00012371055896731617,4.053051605384293e-13,1.8246406874959397e-10,2.887449307076969e-14,2.1373789833316366e-16,8.906683081844925e-07,4.997208239476298e-12,0.0051843048043755165,0.00024238801259480406,2.9890464219519213e-05,7.279849368536773e-08,8.6690542257298e-10,3.390993402174548e-10,1.5757904556090505e-13,1.8586790832002773e-09,5.396367144499789e-06,1.5545192263895318e-08,8.768309213572672e-12,2.0578553861408862e-07,4.801117657641811e-10,7.85257094175359e-12,3.3012671813267216e-07,4.48976021969581e-12,2.7783659398311905e-12,1.7995465356332734e-12,3.419602319168678e-14,2.0381676964401214e-15,5.523422627648785e-16,2.896230419956249e-11,7.312882406787715e-14,1.7857438668666336e-16,1.4228940126897945e-18,2.9044524996861114e-32,2.6864637111073407e-18,1.400959868738335e-19
1.7531049307963037e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4468264965908662,0.11330737091952638,0.022698230164961114,2.72982890796568e-10,1.3185976621647758e-07,1.306277028661854e-05,1.4670305016869752e-06,1.2377580863366568e-08,3.6271949854703523e-19,0.0001544540575891645,2.1952784182697173e-17,0.0001242901218608033,4.125648847852211e-13,1.875057169606983e-10,2.962500813673445e-14,2.19402871557669e-16,9.051006510373862e-07,5.116108662528958e-12,0.005201188950793038,0.0002437454740898776,3.0104218269447626e-05,7.373172915801558e-08,8.718954992202205e-10,3.409077464234843e-10,1.5845759696313267e-13,1.887238509349209e-09,5.440407987787533e-06,1.577209713932095e-08,8.98648140705734e-12,2.0889516459206042e-07,4.828700090024032e-10,8.039735792529716e-12,3.335899573635677e-07,4.581527564423279e-12,2.8232795836983226e-12,1.8361287901886632e-12,3.4944731097958104e-14,2.094409469997444e-15,5.669130066124296e-16,2.948806530119592e-11,7.525795231166577e-14,1.8351119072833346e-16,1.456689316785606e-18,3.0533549415574825e-32,2.770663042565469e-18,1.4452333272329649e-19
1.763229345049496e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4468080980141595,0.11328962744369907,0.022697525526756922,2.802504811666198e-10,1.3535375065258293e-07,1.3245400366943333e-05,1.4968712784845062e-06,1.2590372919524634e-08,3.7509336395363745e-19,0.00015534243827402454,2.259850921339887e-17,0.00012486837012067075,4.1991147366322556e-13,1.9265817996133884e-10,3.0389836229861795e-14,2.2518201378584966e-16,9.196824777824531e-07,5.237125898930473e-12,0.005217969476704264,0.0002451021608527087,3.031722053461451e-05,7.466875382940493e-08,8.768849213382992e-10,3.42716001763028e-10,1.593367075875288e-13,1.9159618689213614e-09,5.4844297452000575e-06,1.6000672287180648e-08,9.208518205512258e-12,2.1203535195663394e-07,4.85627945013252e-10,8.230238586120122e-12,3.3706731243090697e-07,4.6745580029461955e-12,2.8686566791944525e-12,1.8731977293201406e-12,3.5703474109321866e-14,2.1518853555139997e-15,5.817723047238338e-16,3.0020075778969155e-11,7.743593377513824e-14,1.8854444325037617e-16,1.491084861196983e-18,3.208919919024844e-32,2.8569342703599496e-18,1.4906100915402708e-19
1.773353759302688e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4467898039500612,0.11327198662276229,0.02269682095447568,2.8766426706884007e-10,1.38915042773129e-07,1.3429642297955765e-05,1.5271208108553498e-06,1.2805554919682279e-08,3.8780304328918297e-19,0.00015623075741141902,2.3259326248834842e-17,0.00012544530688719482,4.273454524997791e-13,1.9792323681422108e-10,3.116914083387039e-14,2.3107686306448226e-16,9.344141874905537e-07,5.360285078502481e-12,0.005234647015241437,0.0002464580699609919,3.052946061114169e-05,7.560950528872168e-08,8.818736871238977e-10,3.445241052475546e-10,1.6021637438715593e-13,1.94484634097985e-09,5.528429889098383e-06,1.6230912047163334e-08,9.434453193119846e-12,2.1520619710245022e-07,4.88385574071859e-10,8.424119018424902e-12,3.4055872822384346e-07,4.7688592142451195e-12,2.914498443456799e-12,1.9107556935740173e-12,3.6472268448212304e-14,2.2106151216463548e-15,5.969238238062652e-16,3.055837045166274e-11,7.9663588601303e-14,1.9367507654207452e-16,1.526087748326359e-18,3.371401683681251e-32,2.945313575684313e-18,1.5371098460868156e-19
1.7834781735558803e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4467716137847467,0.11325444782780865,0.022696116447844476,2.952261684468432e-10,1.4254434332323522e-07,1.3615498344588144e-05,1.5577815672599414e-06,1.302313939058201e-08,4.008550772965447e-19,0.00015711901466987255,2.3935497455442924e-17,0.00012602093527484492,4.348673465845798e-13,2.033026830429165e-10,3.196308561842688e-14,2.3708896626814647e-16,9.492961694083278e-07,5.485611480859371e-12,0.005251222195663649,0.00024781319851923284,3.074092844621837e-05,7.655392144240135e-08,8.868617947709425e-10,3.4633205588984046e-10,1.610965941501398e-13,1.9738890884843098e-09,5.572405910379192e-06,1.6462810635916598e-08,9.664319712255102e-12,2.18407793619711e-07,4.911428964401713e-10,8.621417022398276e-12,3.440641497882066e-07,4.864438819716801e-12,2.9608060631777912e-12,1.9488049893399304e-12,3.7251128859127306e-14,2.2706187192882298e-15,6.123712449517885e-16,3.1102984098965916e-11,8.194174560746238e-14,1.9890401575449672e-16,1.5617051227225437e-18,3.541062480908589e-32,3.0358374752516872e-18,1.5847524666158224e-19
1.7936025878090724e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44675352690784853,0.11323701043378084,0.022695412006592273,3.0293811419575945e-10,1.46242350292111e-07,1.3802970619851961e-05,1.5888559975037691e-06,1.324313884467053e-08,4.1425607363795375e-19,0.00015800720971740086,2.462728798058858e-17,0.0001265952583728011,4.424776811657114e-13,2.087983306207028e-10,3.27718344203698e-14,2.4321987902450817e-16,9.643288030169292e-07,5.613130535381215e-12,0.0052676956433805764,0.0002491675436590031,3.095161433606136e-05,7.750194053447486e-08,8.9184924247055e-10,3.4813985270402127e-10,1.619773635026796e-13,2.0030872595960324e-09,5.61635531868129e-06,1.6696362148966324e-08,9.898150860513939e-12,2.2164023228015375e-07,4.938999123670013e-10,8.822172768006312e-12,3.4758352232549227e-07,4.961304382529996e-12,3.0075806947923273e-12,1.9873478886902798e-12,3.804006862137614e-14,2.3319162814401694e-15,6.281182633415434e-16,3.165395146146915e-11,8.427124232062439e-14,2.0423217874482097e-16,1.597944171073931e-18,3.71817274520273e-32,3.1285428202115124e-18,1.6335580196687457e-19
1.8037270020622646e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4467355427124347,0.11321967381944788,0.022694707630449847,3.10802042027289e-10,1.5000975881527972e-07,1.399206108574008e-05,1.6203465325311106e-06,1.3465565780086845e-08,4.280127065747718e-19,0.0001588953422215008,2.533496596813367e-17,0.00012716827924546753,4.50176981445679e-13,2.144120079581306e-10,3.359555122496807e-14,2.494711656388747e-16,9.79512458093775e-07,5.742867821185615e-12,0.005284067979976086,0.0002505211025391836,3.116150892371893e-05,7.845350116631702e-08,8.968360284109685e-10,3.499474947056413e-10,1.6285867891214363e-13,2.032437988970164e-09,5.660275642587496e-06,1.693156056264681e-08,1.0135979487963203e-11,2.2490360102478638e-07,4.966566220880817e-10,9.026426662182965e-12,3.511167911918724e-07,5.05946340699557e-12,3.0548234646742908e-12,2.0263866292297326e-12,3.883909956246059e-14,2.3945281230652195e-15,6.441685879489425e-16,3.221130724065639e-11,8.665292501275437e-14,2.0966047592682255e-16,1.6348121222014177e-18,3.903011298783696e-32,3.2234667950242253e-18,1.6835467620399436e-19
1.8138514163154568e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44671766059498674,0.1132024373673817,0.022694003319149822,3.1881989833418854e-10,1.5384726108012972e-07,1.418277155420096e-05,1.6522555842233919e-06,1.3690432680650278e-08,4.421317166387743e-19,0.0001597834118491409,2.6058802573972635e-17,0.00012774000093298215,4.579657725774564e-13,2.201455598893472e-10,3.4434400147218586e-14,2.5584439901804446e-16,9.948474947772051e-07,5.8748490670984404e-12,0.0053003398232316775,0.0002518738723461985,3.1370603196723215e-05,7.940854231579437e-08,9.01822150777529e-10,3.5175498091170224e-10,1.637405366902474e-13,2.0619383990341975e-09,5.704164429821948e-06,1.7168399736041165e-08,1.0377838194607383e-11,2.281979849533663e-07,4.994130258261156e-10,9.234219348784304e-12,3.5466390189721975e-07,5.1589233379508796e-12,3.1025354693420257e-12,2.065923413954836e-12,3.964823207207283e-14,2.458474740930938e-15,6.605259412419552e-16,3.277508609889637e-11,8.908764873586627e-14,2.1518981012743028e-16,1.6723162470510092e-18,4.095865553516271e-32,3.320646916294378e-18,1.734739140204744e-19
