Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),H2X(49),H2OX(23),CH3OO(77),C2H6X(52)
6.281391129875897e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33730755370622867,0.11842212545080147,0.022815483537111991,0.0,1.1852767819525911e-16,3.3147668728898243e-14,0.0,3.9808701792653558e-17,0.0,4.3255917486921521e-09,4.5271869258737362e-36,6.3540044197197371e-11,4.4535046652607602e-26,9.3355968319180863e-20,0.0,0.0,1.1882222521593834e-17,6.9889095702535448e-28,0.00024783558576456024,1.2168310872037125e-05,6.6734212943126305e-10,8.1612903266015819e-14,4.9297110364016965e-09,5.9413177109307992e-17,7.9188197328323541e-19,4.654004040163436e-13,2.137285934637614e-20
6.38335269938662e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33730342230896504,0.11841819139324071,0.022815384867257892,0.0,1.2278691761457587e-16,3.42783590487643e-14,0.0,4.0694868113870559e-17,0.0,4.40945030332558e-09,4.8891923045147449e-36,6.4566014599644438e-11,4.6343175877313895e-26,9.6899672744927962e-20,0.0,0.0,1.2307007780124131e-17,7.4039879445695567e-28,0.00025176955840337616,1.2365650552655041e-05,6.6839255076258721e-10,8.3281339887401224e-14,5.0136030560419152e-09,6.2325318989464766e-17,8.0816046268490307e-19,4.783573253308614e-13,2.2187576165404015e-20
6.485314268897343e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33729929371688927,0.11841426013517808,0.022815286200246636,0.0,1.2713325607397285e-16,3.5429584263846028e-14,0.0,4.1584895018774374e-17,0.0,4.4934360388689954e-09,5.2729946946913665e-36,6.5591813279460989e-11,4.819048893436256e-26,1.0052101089224324e-19,0.0,0.0,1.2740406958146127e-17,7.8357633218684858e-28,0.00025570073142077218,1.2562984547405152e-05,6.6943900653097713e-10,8.496109346347634e-14,5.0976184895809525e-09,6.5330362987254596e-17,8.2455277245402614e-19,4.9139382362193757e-13,2.3017068872689951e-20
6.587275838408066e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33729516792800351,0.11841033167461955,0.022815187536076531,0.0,1.3156730680834961e-16,3.6601425583358694e-14,0.0,4.2478801549723013e-17,0.0,4.5775484894583488e-09,5.6794898292166063e-36,6.6617440321485096e-11,5.0077129714874426e-26,1.0422068465656669e-19,0.0,0.0,1.318247886556636e-17,8.2845943219993954e-28,0.00025962910681078964,1.2760312859693601e-05,6.70481953173169e-10,8.6652637739650652e-14,5.1817573244533416e-09,6.8429730811879863e-17,8.4105894658120632e-19,5.0450748582606765e-13,2.3861297121078071e-20
6.689237407918789e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33729104494031137,0.1184064060095725,0.022815088874745877,0.0,1.3608968454827928e-16,3.7793964569427369e-14,0.0,4.3376607905258717e-17,0.0,4.6617872424851202e-09,6.1095939684463422e-36,6.7642895810515646e-11,5.2003242893941693e-26,1.0799940102782822e-19,0.0,0.0,1.3633282465788284e-17,8.7508408828682354e-28,0.00026355468656604478,1.295763549292481e-05,6.7152179378450494e-10,8.8355672374130599e-14,5.2660195488796073e-09,7.1624843166849388e-17,8.5767935400491625e-19,5.1769599731388931e-13,2.472022142922371e-20
6.791198977429513e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33728692475181765,0.1184024831380458,0.022814990216252967,0.0,1.4070100523796619e-16,3.900728313754513e-14,0.0,4.4278335318074319e-17,0.0,4.7461519323650375e-09,6.5642440491223465e-36,6.8668179831312557e-11,5.3968973980261596e-26,1.1185786854358736e-19,0.0,0.0,1.4092876837863074e-17,9.2348642678306685e-28,0.00026747747267773058,1.3154952450500501e-05,6.7255888435398538e-10,9.0069991763170264e-14,5.3504051509974235e-09,7.4917119790335112e-17,8.7441438437258358e-19,5.3095713811432302e-13,2.5593803201065793e-20
6.893160546940236e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33728280736052912,0.11839856305804961,0.022814891560596108,0.0,1.4540188657220204e-16,4.0241463556915051e-14,0.0,4.5184005947026335e-17,0.0,4.8306422350333675e-09,7.0443978345842273e-36,6.9693292468596661e-11,5.5974469360469532e-26,1.1579680236758314e-19,0.0,0.0,1.4561321151351248e-17,9.737027073512487e-28,0.00027139746713561664,1.3352263735819115e-05,6.7359353927261449e-10,9.1796230183300232e-14,5.4349141181164708e-09,7.8307979495315639e-17,8.9126401564784384e-19,5.442887792542641e-13,2.6482004742234847e-20
6.995122116450959e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3372786927644536,0.11839464576759565,0.02281479290777361,0.0,1.5019294784398932e-16,4.1496588450880798e-14,0.0,4.6093642781638977e-17,0.0,4.9152578630850808e-09,7.551034066345931e-36,7.0718233807049864e-11,5.8019876338760081e-26,1.1981692359310578e-19,0.0,0.0,1.5038674735899431e-17,1.0257693238013658e-27,0.0002753146719280511,1.3549569352277527e-05,6.7462603619677287e-10,9.3534106105976999e-14,5.5195464384740944e-09,8.1798840209508605e-17,9.0822858883386869e-19,5.5768887921390248e-13,2.7384789273744916e-20
7.097083685961682e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33727458096160068,0.11839073126469699,0.022814694257783767,0.0,1.5507480937819801e-16,4.2772740797425394e-14,0.0,4.7007269557672536e-17,0.0,4.9999985614850989e-09,8.0851526170328748e-36,7.1743003931314998e-11,6.0105343172336768e-26,1.2391895281152415e-19,0.0,0.0,1.5524997044284655e-17,1.0797228049455872e-27,0.00027922908904196139,1.3746869303270127e-05,6.7565662034140076e-10,9.5283202738542879e-14,5.6043021004547579e-09,8.539111901509343e-17,9.2530860151980844e-19,5.7115548049730439e-13,2.830212094328833e-20
7.199045255472405e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33727047194998117,0.11838681954736813,0.022814595610624894,0.0,1.6004809330737015e-16,4.407000392948163e-14,0.0,4.7924910682457665e-17,0.0,5.0848641037806731e-09,8.6477746446766277e-36,7.2767602925996019e-11,6.2231019103179756e-26,1.2810361729363383e-19,0.0,0.0,1.6020347604417415e-17,1.1355998154837018e-27,0.00028314072046285504,1.394416359218764e-05,6.7668550827090055e-10,9.7044333450294204e-14,5.6891810912246025e-09,8.9086232188225022e-17,9.4250396329805356e-19,5.8468670631747048e-13,2.923396483442289e-20
7.301006824983128e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3372663657276076,0.11838291061362499,0.022814496966295301,0.0,1.6511342355319778e-16,4.5388461535341851e-14,0.0,4.8846591168850469e-17,0.0,5.1698542887561199e-09,9.2399427483652041e-36,7.3792030875657978e-11,6.439705438656529e-26,1.3237165200145479e-19,0.0,0.0,1.6524786109872156e-17,1.1934371569160392e-27,0.00028704956817482104,1.4141452222419362e-05,6.7771289124760114e-10,9.8817299751167846e-14,5.7741833989734637e-09,9.2885595238340168e-17,9.598149478588124e-19,5.9828075739460994e-13,3.0180286973907267e-20
7.402968394493852e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33726226229249345,0.11837900446148492,0.022814398324793279,0.0,1.7027142481721962e-16,4.672819765921892e-14,0.0,4.977233657681545e-17,0.0,5.2549689374781777e-09,9.8627211252482057e-36,7.4816287864827013e-11,6.6603600316711425e-26,1.3672378881961061e-19,0.0,0.0,1.7038372390197593e-17,1.2532717684810696e-27,0.0002909556341605307,1.4338735197352449e-05,6.7873893818948611e-10,1.0060138988139543e-13,5.8593090124162438e-09,9.67906229472583e-17,9.7724220037444975e-19,6.119359088659519e-13,3.1141054337405817e-20
7.504929964004575e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33725816164265421,0.11837510108896669,0.022814299686117156,0.0,1.7552272361792624e-16,4.8089296701523433e-14,0.0,5.0702172961767841e-17,0.0,5.3402078906869549e-09,1.0517195728896609e-35,7.5840373977990368e-11,6.8850809249878418e-26,1.4116076587303265e-19,0.0,0.0,1.7561166330724952e-17,1.3151407281152408e-27,0.00029485892040123841,1.4536012520369913e-05,6.797637982822084e-10,1.0239759902558736e-13,5.9445579185727171e-09,1.0080272940807736e-16,9.9478557352167309e-19,6.2565050730510033e-13,3.2116234853756502e-20
7.606891533515298e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33725406377610628,0.11837120049409044,0.022814201050265239,0.0,1.8086794859193766e-16,4.947184341922613e-14,0.0,5.1636126828902648e-17,0.0,5.4255710064923576e-09,1.1204474429017754e-35,7.6864289299596579e-11,7.113883462521534e-26,1.4568333213267954e-19,0.0,0.0,1.8093227985427283e-17,1.3790812534328899e-27,0.00029875942887678327,1.4733284194853397e-05,6.8078760328550271e-10,1.0420591011566075e-13,6.0299301054866908e-09,1.0492332806386571e-16,1.0124452145302146e-18,6.3942296784871989e-13,3.3105797407973886e-20
7.708853103026021e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3372499686908681,0.11836730267487777,0.022814102417235832,0.0,1.863077288337809e-16,5.0875922926508862e-14,0.0,5.2574225092817609e-17,0.0,5.5110581583402181e-09,1.1925687172526578e-35,7.7888033914055228e-11,7.3467830983614581e-26,1.5029223043443269e-19,0.0,0.0,1.8634617564413329e-17,1.445130702724276e-27,0.00030265716156558975,1.493055022418295e-05,6.8181046956985985e-10,1.0602521908443053e-13,6.1154255623007387e-09,1.0915383174615258e-16,1.0302219573176006e-18,6.5325177142818694e-13,3.4109711843141608e-20
7.810814672536744e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33724587638495884,0.11836340762935171,0.022814003787027252,0.0,1.9184269515517524e-16,5.2301620695015614e-14,0.0,5.3516495041814861e-17,0.0,5.5966692332163044e-09,1.2681986145974968e-35,7.8911607905737172e-11,7.583795398480636e-26,1.5498820829816011e-19,0.0,0.0,1.9185395310291002e-17,1.5133265759700196e-27,0.00030655212044466827,1.5127810611733896e-05,6.8283249991513301e-10,1.0785667738752276e-13,6.2010442759136822e-09,1.134956527132176e-16,1.0481156311555336e-18,6.6713546210367298e-13,3.5127948961330634e-20
7.912776242047467e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33724178685639972,0.11835951535553664,0.022813905159637819,0.0,1.9747348100827633e-16,5.3749022554125666e-14,0.0,5.4462964306339825e-17,0.0,5.6824041300603645e-09,1.3474545939341758e-35,7.9935011358974614e-11,7.8249360422897203e-26,1.5977202907972324e-19,0.0,0.0,1.9745621632262156e-17,1.5837065158704229e-27,0.00031044430748961721,1.5325065360880109e-05,6.8385378509903997e-10,1.0970059115589216e-13,6.2867862340814096e-09,1.1795020268817985e-16,1.0661261755156208e-18,6.8107264449802528e-13,3.616048052366388e-20
8.014737811558191e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33723770010321291,0.1183556258514584,0.022813806535065841,0.0,2.0320071993375469e-16,5.521821469172577e-14,0.0,5.5413660831080911e-17,0.0,5.768262758365664e-09,1.4304563711186427e-35,8.0958244358060901e-11,8.0702208240532418e-26,1.6464444671423467e-19,0.0,0.0,2.0315357125413825e-17,1.6563083088883414e-27,0.00031433372467462307,1.5522314474994654e-05,6.8487440530012657e-10,1.1155535927690644e-13,6.3726514264787826e-09,1.225188928968893e-16,1.0842546485594061e-18,6.9506198132769682e-13,3.7207279249632807e-20
8.116699381068914e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33723361612342223,0.11835173911514422,0.022813707913309635,0.0,2.0902504689019851e-16,5.6709283654458301e-14,0.0,5.6368612850309445e-17,0.0,5.8542450369424497e-09,1.5173259355170069e-35,8.1981306987250765e-11,8.3196656541841151e-26,1.6960621629793553e-19,0.0,0.0,2.0894662390846331e-17,1.7311698863044306e-27,0.00031822037397246191,1.5719557957445254e-05,6.8589443133664031e-10,1.1342221863394444e-13,6.4586398399543922e-09,1.2720313410562116e-16,1.1025009214396441e-18,7.0910219102793503e-13,3.82683188157593e-20
8.218660950579637e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33722953491505303,0.11834785514462273,0.022813609294367529,0.0,2.1494710025113609e-16,5.8222316347842514e-14,0.0,5.7327848866085817e-17,0.0,5.9403508928261851e-09,1.6081875667947531e-35,8.3004199330760277e-11,8.5732865604304823e-26,1.7465811607600507e-19,0.0,0.0,2.1483598185744532e-17,1.8083293252837132e-27,0.00032210425735450005,1.5916795811597838e-05,6.8691392576052451e-10,1.153019925998631e-13,6.5447514617820416e-09,1.3200433665857373e-16,1.1208646214477371e-18,7.2319204546940278e-13,3.9343573853685563e-20
8.32062252009036e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33722545647613189,0.11834397393792402,0.022813510678237829,0.0,2.20967518119076e-16,5.9757400037199528e-14,0.0,5.8291397629000157e-17,0.0,6.0265802603135759e-09,1.7031678518435174e-35,8.40269214727668e-11,8.8310996889674307e-26,1.7980091194224343e-19,0.0,0.0,2.2082225494964266e-17,1.8878248499525534e-27,0.00032598537679069575,1.6114028040818611e-05,6.8793294382365074e-10,1.1719248297324547e-13,6.630986282268801e-09,1.3692391051517168e-16,1.1393470501030234e-18,7.3733036776339836e-13,4.0433019947765515e-20
8.422584089601083e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33722138080468689,0.11834009549307949,0.022813412064918871,0.0,2.2708693938726646e-16,6.1314622347945663e-14,0.0,5.9259288121154407e-17,0.0,6.1129330801114224e-09,1.8023957018459017e-35,8.5049473497409183e-11,9.0931213054046355e-26,1.8503536425615413e-19,0.0,0.0,2.2690605281467177e-17,1.969694832485205e-27,0.00032986373424959906,1.6311254648467826e-05,6.8895153433104456e-10,1.1909487362179233e-13,6.7173442883513626e-09,1.4196326528717675e-16,1.1579482291759909e-18,7.515160301528318e-13,4.1536633632222539e-20
8.524545659111807e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33721730789874738,0.11833621980812208,0.022813313454408953,0.0,2.3330600672467113e-16,6.2894071265637339e-14,0.0,6.0231549539669006e-17,0.0,6.1994092985122151e-09,1.9060023711221484e-35,8.6071855488787639e-11,9.3593677958097742e-26,1.9036225809743405e-19,0.0,0.0,2.3308798653342646e-17,2.0539777943042536e-27,0.00033373933169835444,1.6508475637903627e-05,6.8996974046743173e-10,1.2101024556369512e-13,6.8038254670809131e-09,1.4712381027915568e-16,1.1766675976100609e-18,7.6574795179102906e-13,4.2654392387624477e-20
8.62650722862253e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33721323775634421,0.11833234688108603,0.022813214846706422,0.0,2.3962536380105725e-16,6.4495835136610831e-14,0.0,6.120821128667862e-17,0.0,6.2860088668956152e-09,2.0141214711653473e-35,8.7094067530963831e-11,9.6298556673806824e-26,1.9578238239130328e-19,0.0,0.0,2.3936866941257165e-17,2.1407124069734714e-27,0.00033761217110269987,1.6705691012484209e-05,6.9098760029733635e-10,1.2293715740807848e-13,6.890429808042709e-09,1.5240695451798826e-16,1.1955060744008663e-18,7.8002509720630518e-13,4.378627463789178e-20
8.728468798133253e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3372091703755099,0.11832847671000703,0.022813116241809588,0.0,2.4604565432873633e-16,6.6120002668650393e-14,0.0,6.2189302956555106e-17,0.0,6.3727317410879585e-09,2.126888988866052e-35,8.8116109707960878e-11,9.904601549312208e-26,2.0129651206948074e-19,0.0,0.0,2.4574871508196537e-17,2.2299374933559394e-27,0.00034148225442696956,1.6902900775563225e-05,6.920051474075662e-10,1.2487599669476662e-13,6.9771572990047196e-09,1.5781410679109022e-16,1.2144639764308293e-18,7.9434647432590851e-13,4.4932259746408344e-20
8.830430367643976e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33720510575427809,0.11832460929292213,0.022813017639716777,0.0,2.5256752491076004e-16,6.7766662931011197e-14,0.0,6.3174854324297617e-17,0.0,6.4595778807826537e-09,2.2444433053144596e-35,8.9137982103763449e-11,1.0183622193626886e-25,2.0690543852814696e-19,0.0,0.0,2.5222873856619112e-17,2.3216920288073914e-27,0.00034534958363409391,1.7100104930492147e-05,6.930224114886895e-10,1.2682699917354045e-13,7.0640079278983235e-09,1.6334667568534316e-16,1.2335413100697501e-18,8.0871113253213524e-13,4.6092328011768347e-20
8.932391937154699e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33720104389068362,0.11832074462786983,0.022812919040426323,0.0,2.5919162311026159e-16,6.9435905355092879e-14,0.0,6.4164895336217902e-17,0.0,6.5465472490763464e-09,2.3669252138384679e-35,9.0159684802317709e-11,1.0466934475899145e-25,2.1260995202456471e-19,0.0,0.0,2.5880935621363939e-17,2.4160151423190083e-27,0.00034921416068560082,1.7297303480620338e-05,6.9403941880063983e-10,1.2879001987378263e-13,7.1509816830472326e-09,1.6900606962383395e-16,1.2527384061856137e-18,8.2311816091110285e-13,4.7266460663430433e-20
9.034353506665422e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33719698478276339,0.11831688271289002,0.022812820443936545,0.0,2.6591859783960984e-16,7.1127819734804083e-14,0.0,6.515945610226189e-17,0.0,6.6336398120861421e-09,2.4944779376328457e-35,9.1181217887531348e-11,1.0754555395906805e-25,2.1841084467337756e-19,0.0,0.0,2.6549118548013357e-17,2.5129461176316132e-27,0.00035307598754161684,1.7494496429294393e-05,6.9505619255708986e-10,1.3076514342262324e-13,7.2380785525571629e-09,1.7479369690121104e-16,1.2720555376032282e-18,8.3756668663960568e-13,4.8454639857286304e-20
9.136315076176146e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33719292842855497,0.11831302354602399,0.022812721850245774,0.0,2.7274909984343483e-16,7.2842496226905591e-14,0.0,6.6158566889198607e-17,0.0,6.7208555386090394e-09,2.6272471475409432e-35,9.2202581443273734e-11,1.1046502078251203e-25,2.2430891525354272e-19,0.0,0.0,2.7227484508366329e-17,2.6125243943563848e-27,0.00035693506616086835,1.7691683779858554e-05,6.9607275326755088e-10,1.3275240717702417e-13,7.3252985245926796e-09,1.8071096571888976e-16,1.2914929217109421e-18,8.5205587343413786e-13,4.9656848671094033e-20
9.238276645686869e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33718887482609788,0.11830916712531443,0.022812623259352346,0.0,2.7968378131778864e-16,7.4580025351475826e-14,0.0,6.7162258114396739e-17,0.0,6.8081943998102369e-09,2.7653809801727733e-35,9.3223775553375704e-11,1.1342791772959917e-25,2.3030496564526373e-19,0.0,0.0,2.7916095496716937e-17,2.7147895691134146e-27,0.00036079139850068184,1.7888865535654608e-05,6.9708911905057008e-10,1.3475181160577867e-13,7.4126415873668054e-09,1.8675928422050404e-16,1.3110508176922608e-18,8.6658492003776405e-13,5.0873071099764978e-20
9.340238215197592e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33718482397343291,0.11830531344880539,0.022812524671254584,0.0,2.8672329594471468e-16,7.6340497992286586e-14,0.0,6.8170560340729909e-17,0.0,6.8956563689670924e-09,2.9090300545584339e-35,9.4244800301629867e-11,1.1643441856015497e-25,2.3639980101235756e-19,0.0,0.0,2.8615013627172781e-17,2.8197813965747908e-27,0.00036464498651698552,1.8086041700021853e-05,6.9810530589108285e-10,1.3676339114354958e-13,7.5001077290701614e-09,1.9294006052410447e-16,1.3307294811925093e-18,8.8115305888905238e-13,5.2103292050985612e-20
9.544161354219038e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33717673050964886,0.11829761432057229,0.022812327503439398,0.0,3.0111944698545754e-16,7.9930639179149919e-14,0.0,7.0201120741833154e-17,0.0,7.070949533125866e-09,3.2134889491626977e-35,9.6286342047573283e-11,1.2257893324790042e-25,2.4888906475135488e-19,0.0,0.0,3.0044020379234318e-17,3.0381048268151875e-27,0.00037234393739579041,1.848037726781478e-05,7.0013719771826711e-10,1.4082316869154014e-13,7.6754092021293124e-09,2.0570461913298209e-16,1.3704501156329923e-18,9.1040370169169841e-13,5.4605673680413741e-20
9.748084493240485e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33716864802155666,0.11828992614570524,0.022812130346786891,0.0,3.1594281283564621e-16,8.361365414835579e-14,0.0,7.2250495319278386e-17,0.0,7.2467348502263548e-09,3.5418791836441517e-35,9.832720735067824e-11,1.2889998033534458e-25,2.6178321821442573e-19,0.0,0.0,3.1515004107503983e-17,3.2678159303278926e-27,0.00038003193441677846,1.8874690509902426e-05,7.0216852333245973e-10,1.4493193491722785e-13,7.851202849606073e-09,2.1901590740111954e-16,1.4106568267950757e-18,9.3980227987906284e-13,5.7163890875853185e-20
9.95200763226193e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33716057649353254,0.11828224890860722,0.02281193320128376,0.0,3.3119867774585671e-16,8.7390283107269748e-14,0.0,7.4318933357707866e-17,0.0,7.4230121596438087e-09,3.8954970611598571e-35,1.003673968799069e-10,1.353989958108394e-25,2.750888304094619e-19,0.0,0.0,3.3028466096680042e-17,3.509238557702757e-27,0.00038770899317713456,1.9268981452910597e-05,7.0419935682552074e-10,1.4908987959490477e-13,8.0274885775257409e-09,2.3288519307906557e-16,1.4513516253202128e-18,9.6934372390422087e-13,5.9777855228273844e-20
9.999999999999999e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33715867848827386,0.11828044369465589,0.022811886805620591,0.0,3.3485252033346851e-16,8.8292784286158813e-14,0.0,7.480852904670668e-17,0.0,7.4645697124399654e-09,3.9825306866759267e-35,1.0084744788845575e-10,1.3695453702015011e-25,2.7828077346118068e-19,0.0,0.0,3.3390881755704368e-17,3.5677940275970223e-27,0.00038951416508604036,1.936177276431553e-05,7.0467723911445849e-10,1.5007560246568951e-13,8.0690481301732258e-09,2.3623160011646368e-16,1.4610001284115801e-18,9.7631642184800321e-13,6.0401135077090758e-20
1.0155930771283377e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33715251590997508,0.11827458259370333,0.022811736066916711,0.0,3.4689235030257886e-16,9.1261272122980328e-14,0.0,7.6406686114611339e-17,0.0,7.5997813166648058e-09,4.2756804419479501e-35,1.0240691130361024e-10,1.4207743631130187e-25,2.8881252672711454e-19,0.0,0.0,3.4584909571086622e-17,3.7626992020719332e-27,0.00039537512925176511,1.9663250123425743e-05,7.062297561568432e-10,1.5329719922551596e-13,8.2042662920904981e-09,2.4732374690181729e-16,1.4925365353366289e-18,9.9902338012890133e-13,6.2447492440461749e-20
1.0359853910304824e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33714446625530503,0.11826692718544106,0.022811538943672476,0.0,3.6302916347639435e-16,9.5227373135570834e-14,0.0,7.8514006753945558e-17,0.0,7.7770421890845554e-09,4.6838093618237969e-35,1.0444575128952902e-10,1.489367792657175e-25,3.0296098871801738e-19,0.0,0.0,3.6184839694000775e-17,4.0285270367487766e-27,0.00040303035819332984,2.0057496547995126e-05,7.0825976658936259e-10,1.575540874991831e-13,8.3815358996885213e-09,2.6234284367214906e-16,1.5342135675045847e-18,1.0288369771127117e-12,6.5172742162934599e-20
1.056377704932627e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33713642751396555,0.11825928266829004,0.022811341831537806,0.0,3.7961447467168753e-16,9.9289343971510159e-14,0.0,8.0641150292042068e-17,0.0,7.954794654403404e-09,5.1213066655052518e-35,1.064839175047945e-10,1.5597852303533143e-25,3.1754095445927315e-19,0.0,0.0,3.7828763566993204e-17,4.3070539534563183e-27,0.00041067469553227346,2.0451720753126806e-05,7.1028942352416375e-10,1.6186073830960868e-13,8.5592973068905299e-09,2.7795376334379138e-16,1.5763847309269594e-18,1.0587805941008441e-12,6.795355782874952e-20
1.0767700188347716e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33712839967042196,0.11825164902674211,0.022811144730499465,0.0,3.9665366578350915e-16,1.0344794835706631e-13,0.0,8.2788373555362938e-17,0.0,8.1330385975991379e-09,5.5896386503488433e-35,1.0852141061592931e-10,1.6320418704979341e-25,3.3255921898080762e-19,0.0,0.0,3.95171902294252e-17,4.5986146008570229e-27,0.00041830815677685847,2.0845922765289748e-05,7.1231875475685637e-10,1.662173456653797e-13,8.7375504204494425e-09,2.9416779209562695e-16,1.6190520419175159e-18,1.0888506319282119e-12,7.0789906488810217e-20
1.0971623327369163e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33712038270916173,0.11824402624531123,0.022810947640544248,0.0,4.141521432392021e-16,1.0770395593167433e-13,0.0,8.4955935149815295e-17,0.0,8.3117739094612068e-09,6.09031571754389e-35,1.1055823128884858e-10,1.70615311938714e-25,3.4802263431561064e-19,0.0,0.0,4.1250630657588e-17,4.9035464231800048e-27,0.00042593075741319622,2.1240102610913855e-05,7.1434778216947457e-10,1.7062410342198501e-13,8.9162951473002107e-09,3.1099622339033875e-16,1.6622175157041214e-18,1.1190437865170964e-12,7.3681768648877566e-20
1.117554646639061e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33711237661469479,0.11823641430853352,0.02281075056165896,0.0,4.3211533802191975e-16,1.1205814226127545e-13,0.0,8.7144095438811384e-17,0.0,8.4910004853493789e-09,6.6248930318807888e-35,1.1259438018886036e-10,1.7821345965986982e-25,3.6393810943170265e-19,0.0,0.0,4.3029597763705426e-17,5.2221896989984261e-27,0.00043354251290527926,2.1634260316390039e-05,7.1637652299556942e-10,1.7508120540676438e-13,9.0955313945592745e-09,3.2845035901939514e-16,1.7058831656035847e-18,1.1493570247133112e-12,7.6629138108548378e-20
1.1379469605412055e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33710438137155274,0.11822881320096715,0.022810553493830425,0.0,4.5054870570117786e-16,1.1651128885167016e-13,0.0,8.9353116526801868e-17,0.0,8.6707182242158827e-09,7.1949711921635175e-35,1.1462985798066691e-10,1.8600021362569678e-25,3.8031261031380278e-19,0.0,0.0,4.4854606395070911e-17,5.5548875802762508e-27,0.00044114343869501306,2.2028395908070274e-05,7.1840499081989762e-10,1.7958884538999129e-13,9.2752590695241502e-09,3.4654151013863311e-16,1.7500510067642216e-18,1.1797875620616657e-12,7.9632021802131841e-20
1.1583392744433502e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3370963969642895,0.11822122290719235,0.02281035643704549,0.0,4.6945772647844441e-16,1.2106418316189438e-13,0.0,9.1583262246680079e-17,0.0,8.8509270278122665e-09,7.8021969126895162e-35,1.1666466532836528e-10,1.9397717882875457e-25,3.9715316017903772e-19,0.0,0.0,4.6726173333298755e-17,5.9019861317040861e-27,0.00044873355020224747,2.2422509412267665e-05,7.2043319639167775e-10,1.8414721708378116e-13,9.4554780796730153e-09,3.6528099829543789e-16,1.7947230550537522e-18,1.2103328422994986e-12,8.2690439641557337e-20
1.1787315883454948e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33708842337748107,0.11821364341181138,0.02281015939129102,0.0,4.888479052317859e-16,1.257176186176014e-13,0.0,9.3834798150766699e-17,0.0,9.0316268000675157e-09,8.4482637150487414e-35,1.1869880289544833e-10,2.0214598196609847e-25,4.1446683968819829e-19,0.0,0.0,4.8644817293564045e-17,6.2638343702696972e-27,0.0004563128628248084,2.28166008552565e-05,7.224611482648937e-10,1.8875651414638182e-13,9.6361883326642588e-09,3.8468015644593268e-16,1.8399013259209009e-18,1.2409905185100284e-12,8.5804424361619854e-20
