Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),CH3X(55),C2H4(47),COX(50),CHOX(53),O(29),acetyl(44),C2H4X(215),CO2X(24),C2H4X(70),CH4OX(63),C2H6X(52),OH(D)X(68),CHO2X(213),HOCO(73),S(216),CHO2(74)
3.17829519089261e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.442356218675114,0.10751859202238595,0.020717080713587025,2.1663626117540767e-06,0.000585456081421367,0.0030297735152627803,0.0015022996938500884,2.36788088157377e-05,8.88255831671459e-14,0.0018560915177702286,9.939609919924425e-12,0.00038083261546214224,1.0650085142356342e-09,6.801881615886919e-06,1.0382467551163367e-10,4.758985668607906e-12,0.00010436545622303305,3.0546632888529e-07,0.007716410030011933,0.0019934317752504684,0.0001608826730923917,1.5765047704930556e-06,9.566309111391586e-09,7.742156846952586e-09,4.460560698599665e-12,6.889032598072188e-08,1.787086835051309e-05,5.134097113869494e-07,2.7071969818454872e-08,6.016500215192029e-05,5.745815650912497e-09,4.832633754011326e-07,4.649283662151664e-09,1.2682355320733246e-11,1.0144048464416208e-05,6.977715887724688e-12,2.7927467345987478e-08,5.010144591016539e-10,8.610587206000918e-14,7.529277296518032e-11,6.49183755324698e-08,3.2248641844314333e-10,1.290141347534138e-13,6.318910937819517e-14,2.5403595369352693e-22,3.512829548796973e-15
3.183477984719908e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4423563022776658,0.10751320513015422,0.020713822303315428,2.176295033865784e-06,0.0005876209997317569,0.003036388063024145,0.0015063981798292467,2.374297270216937e-05,8.934174745921265e-14,0.0018575776079727004,9.988379625578332e-12,0.00038085729639445826,1.068042268807232e-09,6.831671692990211e-06,1.0411520393392297e-10,4.777589706820497e-12,0.00010452265107655241,3.0698603707722023e-07,0.007716021172206361,0.001993472184796876,0.0001609990819551257,1.57767368277858e-06,9.572462892907447e-09,7.748088998003632e-09,4.4652866310463525e-12,6.89912196806458e-08,1.7884121854753037e-05,5.146360196187862e-07,2.7170259978611457e-08,6.0297237408323586e-05,5.750417256894105e-09,4.85667948207979e-07,4.661968689124335e-09,1.2721843840050349e-11,1.0147683253985465e-05,7.002354150110144e-12,2.8079003751454604e-08,5.022388441536429e-10,8.65342690176137e-14,7.562255197966707e-11,6.509521490693503e-08,3.229722217123866e-10,1.294181550265265e-13,6.348252051065792e-14,2.564704689988748e-22,3.52916384685452e-15
3.1886607785472057e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4423563927483111,0.10750781822180935,0.02071056440217318,2.186251401588859e-06,0.0005897890786533397,0.0030430043145292913,0.0015104997672260873,2.380712830793567e-05,8.98600371596182e-14,0.0018590603718590668,1.0037256138521618e-11,0.00038088196526742997,1.0710761748516582e-09,6.86151661855052e-06,1.0440598116580066e-10,4.796226471411544e-12,0.00010467946585021794,3.0851001439886464e-07,0.0077156324402837175,0.0019935056177753556,0.00016111541380259685,1.5788363377593998e-06,9.578597361422597e-09,7.754006885498525e-09,4.470009584973073e-12,6.909226505571367e-08,1.789740444092173e-05,5.158630485107512e-07,2.726868709092423e-08,6.042950799148886e-05,5.755008656624509e-09,4.88079277061344e-07,4.67466339215421e-09,1.27613877109703e-11,1.0151297094737088e-05,7.027024750757861e-12,2.8231022463044845e-08,5.034623179069756e-10,8.696387088547847e-14,7.595293947192332e-11,6.527203429317152e-08,3.23456855747481e-10,1.298222969486672e-13,6.377666275708303e-14,2.5892299477015993e-22,3.5455389527202573e-15
3.1938435723745036e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4423564900701096,0.10750243129872036,0.020707307009934242,2.1962316950447527e-06,0.0005919603099086716,0.003049622266212832,0.0015146044484806015,2.387127528893385e-05,9.038045734799847e-14,0.0018605398166551925,1.0086239156221416e-11,0.0003809066224610944,1.0741102147619618e-09,6.891416228330524e-06,1.0469700680179887e-10,4.814895918283194e-12,0.00010483590009848215,3.100382607821633e-07,0.007715243834025677,0.0019935320910198645,0.00016123166896835254,1.5799927400937084e-06,9.58471256271011e-09,7.759910540748327e-09,4.4747295862011855e-12,6.919346264372141e-08,1.7910716167910484e-05,5.170907963255108e-07,2.736725077923719e-08,6.056181383140402e-05,5.75958987245995e-09,4.904973618560104e-07,4.687367748261246e-09,1.2800986910669297e-11,1.0154890089201346e-05,7.051727613957422e-12,2.8383523629963527e-08,5.046848704355314e-10,8.73946776618206e-14,7.628393363675677e-11,6.544883274210173e-08,3.2394031918100687e-10,1.3022655718187018e-13,6.407153570390371e-14,2.613936195837567e-22,3.561954843718433e-15
3.1990263662018014e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4423565942261314,0.10749704436225552,0.020704050126372952,2.206235894157179e-06,0.0005941346852089602,0.0030562419145460356,0.0015187122160495409,2.393541330238884e-05,9.090301310658305e-14,0.0018620159495688746,1.0135328374963453e-11,0.0003809312683507817,1.0771443709844786e-09,6.9213703576298404e-06,1.0498828043727306e-10,4.833598003276993e-12,0.00010499195338083782,3.1157077613399737e-07,0.007714855353214014,0.001993551621354442,0.00016134784778436045,1.5811428944712842e-06,9.590808542423882e-09,7.765799994990181e-09,4.4794466605389765e-12,6.929481298280682e-08,1.7924057094678503e-05,5.183192613294854e-07,2.7465950666994334e-08,6.069415485878805e-05,5.764160926699234e-09,4.92922202447097e-07,4.7000817345163125e-09,1.2840641416367592e-11,1.0158462339422167e-05,7.0764626640383995e-12,2.8536507398196857e-08,5.059064918388779e-10,8.782668933784158e-14,7.661553266385492e-11,6.562560930828565e-08,3.2442261066094305e-10,1.306309323894822e-13,6.436713893189347e-14,2.6388243215890504e-22,3.5784114968567555e-15
3.204209160029099e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44235670519945725,0.10749165741378236,0.020700793751264056,2.216263978652653e-06,0.0005963121962541738,0.003062863256036631,0.0015228230624063717,2.3999542006851657e-05,9.142770952018818e-14,0.0018634887777898787,1.0184523489862202e-11,0.0003809559033071731,1.0801786260188541e-09,6.951378841288741e-06,1.0527980166839982e-10,4.8523326821746194e-12,0.00010514762526179776,3.1310756033626855e-07,0.0077144669976306115,0.0019935642255931507,0.0001614639505810169,1.5822868056133245e-06,9.596885346098926e-09,7.771675279387446e-09,4.48416083378223e-12,6.939631661145604e-08,1.7937427280253715e-05,5.195484417928338e-07,2.7564786377246446e-08,6.082653100508696e-05,5.768721841583854e-09,4.953537986501842e-07,4.712805328041041e-09,1.2880351205329648e-11,1.0162013946959063e-05,7.101229825370804e-12,2.8689973910520028e-08,5.071271722423326e-10,8.825990589774911e-14,7.694773473782541e-11,6.580236304991633e-08,3.249037288506042e-10,1.3103541923655236e-13,6.466347201618714e-14,2.663895213564188e-22,3.594908888827719e-15
3.209391953856397e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4423568229731788,0.10748627045466778,0.020697537884382684,2.22631592806102e-06,0.000598492834733151,0.0030694862872286182,0.0015269369800412391,2.4063661062197848e-05,9.195455167620953e-14,0.0018649583084899778,1.023382419487075e-11,0.00038098052769635634,1.0832129624180625e-09,6.981441513691758e-06,1.0557157009217531e-10,4.871099910698578e-12,0.00010530291531087552,3.146486132459764e-07,0.007714078767057457,0.0019935699205400224,0.00016157997768715483,1.5834244782722692e-06,9.60294301915164e-09,7.777536425029863e-09,4.488872131714385e-12,6.949797406850995e-08,1.7950826783733564e-05,5.207783359894474e-07,2.766375753265479e-08,6.0958942202470004e-05,5.773272639298119e-09,4.977921502414358e-07,4.725538506007707e-09,1.2920116254863998e-11,1.0165545012889003e-05,7.126029022365613e-12,2.884392330650518e-08,5.083469017970349e-10,8.869432731877871e-14,7.72805380382356e-11,6.597909302881567e-08,3.253836724285818e-10,1.3144001438988e-13,6.49605345262898e-14,2.6891497617741393e-22,3.611446996009311e-15
3.219757541510992e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44235707885422815,0.10747549650997781,0.020691027674404977,2.2464913387555103e-06,0.0006028634606927217,0.003082737405073051,0.0015351739991887937,2.4191868871655697e-05,9.301469357794157e-14,0.0018678875059248182,1.0332741145279458e-11,0.0003810297462147914,1.0892818097896353e-09,7.041728760010364e-06,1.0615584690973905e-10,4.908731839223639e-12,0.00010561234821632966,3.177435244916363e-07,0.007713302680070387,0.001993560649723907,0.0001618118061354362,1.5856811273058163e-06,9.615001154464317e-09,7.789216424041782e-09,4.498286204718308e-12,6.970175262500344e-08,1.7977713981148998e-05,5.23240258696622e-07,2.786210466766384e-08,6.122386948275986e-05,5.782343971667665e-09,5.02689118496716e-07,4.7510335242083445e-09,1.2999812045102878e-11,1.0172545921833772e-05,7.1757232211941964e-12,2.9153271291780755e-08,5.107834690942246e-10,8.956678461840753e-14,7.79479410116705e-11,6.633247796382592e-08,3.2634003053988844e-10,1.3224951629148686e-13,6.555684607386199e-14,2.740213393881224e-22,3.64464525994749e-15
3.2301231291655874e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44235736173422624,0.10746472253910551,0.020684519494648716,2.2667619585660208e-06,0.0006072464963798535,0.0030959952411497003,0.0015434232137453052,2.4320034036195748e-05,9.408347956227436e-14,0.0018708035988891961,1.0432076754958931e-11,0.0003810789267449588,1.0953507745902887e-09,7.1022307626832845e-06,1.0674110768223435e-10,4.946493433474948e-12,0.00010592024875258781,3.2085550823186123e-07,0.007712527090510925,0.001993523943135644,0.00016204333572890107,1.5879128802097976e-06,9.626983309331746e-09,7.8008402392768e-09,4.5076890855772276e-12,6.990615297033754e-08,1.8004719161124307e-05,5.257050157163528e-07,2.8060989045692526e-08,6.148893617133286e-05,5.791375100143541e-09,5.076131046385654e-07,4.776566607504115e-09,1.3079728606426967e-11,1.0179465865291365e-05,7.2255446566503784e-12,2.9464552406841173e-08,5.132161154583934e-10,9.04440609159753e-14,7.861772692138211e-11,6.668575668029838e-08,3.272916747268678e-10,1.3305941146518923e-13,6.61560700185193e-14,2.7920223655729743e-22,3.678006093430363e-15
3.2404887168201825e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44235767147829363,0.10745394855295888,0.02067801334332909,2.2871276167052078e-06,0.0006116418749155337,0.003109259769097345,0.0015516845642280465,2.4448153882338648e-05,9.516095042053472e-14,0.001873706644113506,1.0531828534726584e-11,0.0003811280720556625,1.101419719165495e-09,7.1629461807465205e-06,1.0732734921489867e-10,4.9843843371727344e-12,0.00010622661365380814,3.2398456243406844e-07,0.007711751996639046,0.00199345993484077,0.00016227456904273764,1.590119776111043e-06,9.638889842844166e-09,7.81240811681709e-09,4.517080980130122e-12,7.011117942862776e-08,1.8031842799021403e-05,5.281725933730124e-07,2.8260407634467955e-08,6.17541417511934e-05,5.800366200154678e-09,5.125641054698152e-07,4.802137575082609e-09,1.3159865758872588e-11,1.0186305634694836e-05,7.275492725547792e-12,2.977776765376695e-08,5.156447630346567e-10,9.132615578054582e-14,7.92898810264666e-11,6.703892180298693e-08,3.282385949621392e-10,1.3386967331240252e-13,6.6758202714888e-14,2.8445838461384796e-22,3.7115292962285135e-15
3.2508543044747777e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4423580079517256,0.10744317456243405,0.020671509218667613,2.307588139290125e-06,0.000616049529252968,0.003122530963117283,0.0015599579914171524,2.457622575763802e-05,9.62471469846647e-14,0.0018765966980439778,1.0631993977761439e-11,0.00038117718484729395,1.1074885067155512e-09,7.223873666288737e-06,1.0791456832586795e-10,5.0224041931564594e-12,0.00010653143973230523,3.271306846746911e-07,0.007710977396716652,0.0019933687587390786,0.00016250550862787378,1.5923018546199527e-06,9.650721112221324e-09,7.823920301580887e-09,4.526462094033517e-12,7.031683633024918e-08,1.8059085371389484e-05,5.306429780496787e-07,2.8460357395915345e-08,6.201948571655543e-05,5.809317446227376e-09,5.175421171744276e-07,4.827746246928906e-09,1.3240223323163807e-11,1.0193066013934786e-05,7.325566825403092e-12,3.009291798415873e-08,5.180693343872872e-10,9.221306867168571e-14,7.996438850914408e-11,6.739196601426791e-08,3.291807814570511e-10,1.3468027526633302e-13,6.736324042870477e-14,2.8979050260777847e-22,3.745214663145848e-15
3.261219892129373e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44235837101999453,0.10743240057841527,0.02066500711889216,2.328143349359444e-06,0.000620469392180976,0.0031358087979674863,0.0015682434363543157,2.470424703062463e-05,9.73421101270072e-14,0.0018794738168439289,1.073257055991709e-11,0.00038122626775344883,1.113557001295944e-09,7.285011864565212e-06,1.0850276184610871e-10,5.060552643406395e-12,0.00010683472387793803,3.302938721416666e-07,0.007710203289007629,0.0019932505485628976,0.00016273615701122276,1.5944591558251572e-06,9.662477472821566e-09,7.83537703732725e-09,4.53583263276659e-12,7.052312801203084e-08,1.8086447355989688e-05,5.331161561878116e-07,2.8660835286299374e-08,6.228496757272367e-05,5.818229011989443e-09,5.225471353214356e-07,4.85339244382138e-09,1.3320801120706855e-11,1.0199747779418693e-05,7.375766354451311e-12,3.041000429939578e-08,5.204897525016472e-10,9.31047989401527e-14,8.064123447600519e-11,6.774488205398674e-08,3.301182246598015e-10,1.354911907932279e-13,6.797117933722342e-14,2.9519931166850025e-22,3.7790619840421406e-15
3.2819510674385636e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44235917640382416,0.10741085267337228,0.020652008986942593,2.369537108818461e-06,0.0006293454741623284,0.0031623842919391875,0.0015848501449395494,2.4960127348320784e-05,9.95584998364381e-14,0.0018851894722985334,1.0934946960253051e-11,0.00038132435411911505,1.125692572047016e-09,7.407914946856561e-06,1.0968205950199873e-10,5.137233890458073e-12,0.00010743665431411814,3.3667142957893284e-07,0.007708656543295637,0.0019929335600687927,0.0001631965901615865,1.598699589038473e-06,9.685766879872524e-09,7.858125131036806e-09,4.554542805782406e-12,7.093763309681588e-08,1.814153147913779e-05,5.380708389042865e-07,2.9063363251475705e-08,6.281634303344575e-05,5.8359337926254165e-09,5.326381701678317e-07,4.904796699799717e-09,1.3482616704548042e-11,1.0212878537688588e-05,7.47653929674847e-12,3.1049988240380936e-08,5.253178230737902e-10,9.490270847219752e-14,8.200188191794781e-11,6.845030086450876e-08,3.319788441546573e-10,1.3711385660352882e-13,6.919574500737908e-14,3.0624989765248914e-22,3.8472416226237264e-15
3.3026822427477544e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4423600865571501,0.10738930492466128,0.020639018933431005,2.411307418484666e-06,0.0006382695800105503,0.0031889860599900663,0.0016015042234989948,2.5215774201012823e-05,1.018104473275796e-13,0.0018908540541734676,1.1138937207911126e-11,0.00038142235094472057,1.1378253609750447e-09,7.531644457303899e-06,1.1086521708434326e-10,5.214425197795004e-12,0.00010803238160902462,3.431172045742522e-07,0.0077071117456565105,0.0019925100358029646,0.00016365588823797465,1.6028414058251751e-06,9.708760869982684e-09,7.88065432501704e-09,4.57321313965908e-12,7.135472951401648e-08,1.8197099015723076e-05,5.430365342095248e-07,2.9467967072227458e-08,6.334826439315315e-05,5.853481913273254e-09,5.428371624126815e-07,4.956348924951772e-09,1.3645311095064884e-11,1.022570397335316e-05,7.577806753251566e-12,3.169772569323233e-08,5.301283671268333e-10,9.671987703277354e-14,8.337170273956635e-11,6.915512129663872e-08,3.338203816984478e-10,1.3873745918093625e-13,7.043186738916806e-14,3.1761595158592066e-22,3.916066432824793e-15
3.3234134180569453e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.442361100410261,0.10736775741891716,0.02062603694441078,2.453452753622836e-06,0.0006472411664609819,0.0032156139196375714,0.0016182052096499113,2.5471167286142306e-05,1.0409828101225742e-13,0.0018964680017191447,1.1344520517759899e-11,0.0003815202770511621,1.1499543113297992e-09,7.65618932348171e-06,1.120522096960293e-10,5.292123672486742e-12,0.000108621883611374,3.4963116089970163e-07,0.0077055688822795405,0.0019919810394221473,0.00016411407061547222,1.6068849435780637e-06,9.731462219939746e-09,7.902966528100757e-09,4.5918452723703906e-12,7.177445221020887e-08,1.8253153833948404e-05,5.480131357042649e-07,2.9874622209124666e-08,6.388072808164229e-05,5.870874731034573e-09,5.531440548733879e-07,5.008047713638318e-09,1.3808882887462755e-11,1.0238230034313328e-05,7.679563937201291e-12,3.2353222087638446e-08,5.349207838912233e-10,9.855629558116143e-14,8.475057519710263e-11,6.985928732157974e-08,3.3564276921385233e-10,1.4036178756995802e-13,7.167951275693885e-14,3.2930331304453185e-22,3.985534557846853e-15
3.344144593366136e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44236221689641453,0.10734621024257529,0.020613063006038615,2.495971541924579e-06,0.0006562596879386261,0.0032422676967602793,0.001634952645070679,2.5726286631008554e-05,1.0642232992893999e-13,0.0019020317497810326,1.1551675857192547e-11,0.0003816181503335039,1.1620783800527212e-09,7.781538374416134e-06,1.1324301263903004e-10,5.370326409858983e-12,0.0001092051393529321,3.5621325635078455e-07,0.007704027939391619,0.0019913476317424267,0.00016457115630738025,1.610830546846345e-06,9.753873677626004e-09,7.925063631038045e-09,4.610440839548813e-12,7.219683625355927e-08,1.8309699823722644e-05,5.530005378928621e-07,3.028330404543631e-08,6.44137306950866e-05,5.8881135890363084e-09,5.635587809072619e-07,5.059891672515666e-09,1.3973330687290118e-11,1.0250462554396897e-05,7.781806074710064e-12,3.3016482074893605e-08,5.396944795072617e-10,1.0041195340186987e-13,8.613837645471808e-11,7.056274381416058e-08,3.3744594223624124e-10,1.4198663146011146e-13,7.293864600890502e-14,3.413178507805504e-22,4.055644063980696e-15
3.364875768675327e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4423634349518831,0.1073246634818685,0.020600097104575003,2.5388621640769516e-06,0.0006653245966620876,0.0032689472254223122,0.0016517460754602862,2.5981112590700286e-05,1.0878292373646763e-13,0.0019075457288406325,1.1760381955876274e-11,0.0003817159878040893,1.1741965377707222e-09,7.907680344109636e-06,1.1443760141240759e-10,5.449030494133496e-12,0.00010978212902975526,3.628634428260945e-07,0.007702488903258859,0.0019906108706872435,0.0001650271639723056,1.614678567176537e-06,9.775997962310932e-09,7.946947506652997e-09,4.629001474653308e-12,7.262191683982377e-08,1.8366740897410792e-05,5.579986361733814e-07,3.0693987891426264e-08,6.494726899247612e-05,5.9051998165655174e-09,5.740812645375933e-07,5.111879420405902e-09,1.4138653110244818e-11,1.0262407255220374e-05,7.88452840518883e-12,3.368750953636739e-08,5.444488670778646e-10,1.0228683812665363e-13,8.753498262305057e-11,7.126543654715156e-08,3.392298398561612e-10,1.4361178122341198e-13,7.420923068071677e-14,3.5366546132865655e-22,4.126392941359281e-15
3.385606943984518e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4423647535159996,0.10730311722282339,0.02058713922638471,2.582122954335021e-06,0.0006744353427462785,0.0032956523477005893,0.0016685850504981625,2.6235625845964115e-05,1.1118039270792937e-13,0.0019130103650566146,1.1970617315422079e-11,0.0003818138056336805,1.1863077687856106e-09,8.03460387503233e-06,1.1563595171035586e-10,5.528232999055226e-12,0.00011035283398364557,3.6958166640690633e-07,0.007700951760188116,0.0019897718112361785,0.0001654821119210759,1.6184293629564442e-06,9.797837764943545e-09,7.968620010001108e-09,4.64752880913821e-12,7.304972929830271e-08,1.8424280990574885e-05,5.630073268278099e-07,3.1106648988590935e-08,6.548133989211573e-05,5.922134729204539e-09,5.847114205796082e-07,5.164009588168334e-09,1.4304848781977524e-11,1.027406974803813e-05,7.987726181758416e-12,3.4366307592011874e-08,5.491833667189613e-10,1.041809357565094e-13,8.894026879740692e-11,7.196731218540754e-08,3.40994404662494e-10,1.4523702795119851e-13,7.549122895908599e-14,3.66352067598758e-22,4.197779104713683e-15
3.4063381192937086e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44236617153120217,0.10728157155125687,0.020574189357937096,2.625752201098202e-06,0.0006835913743039024,0.0033223829135148692,0.0016854691238043593,2.6489807401013147e-05,1.136150677246843e-13,0.0019184260803060702,1.218236021897183e-11,0.0003819116191907103,1.198411071059547e-09,8.162297521579677e-06,1.1683803942033118e-10,5.6079309885068295e-12,0.00011091723668381859,3.7636786743667933e-07,0.007699416496528378,0.0019888315053745334,0.00016593601812347044,1.6220832992619413e-06,9.81939574844435e-09,7.990082978527309e-09,4.666024472623258e-12,7.348030909774964e-08,1.8482324062705873e-05,5.680265070123821e-07,3.1521262513839176e-08,6.601594046818109e-05,5.938919628966414e-09,5.95449154766289e-07,5.2162808185721705e-09,1.4471916337894065e-11,1.0285455535578011e-05,8.091394671645107e-12,3.505287860890336e-08,5.538974056075406e-10,1.0609423068364531e-13,9.035410909558763e-11,7.266831827984738e-08,3.427395826862867e-10,1.4686216349031092e-13,7.67846016956728e-14,3.7938361745525875e-22,4.26980039414375e-15
3.4270692946028994e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4423676879430797,0.10726002655277228,0.020561247485806598,2.6697481474902346e-06,0.0006927921375456632,0.0033491387804606117,0.0017023978529000948,2.6743638581277085e-05,1.160872802705317e-13,0.0019237932922258646,1.2395588740696126e-11,0.00038200944307865297,1.2105054561963978e-09,8.290749753494595e-06,1.1804384062122322e-10,5.68812151711027e-12,0.00011147532070879323,3.832219806004339e-07,0.007697883098672071,0.0019877910020437133,0.00016638890021476968,1.6256407477065308e-06,9.840674547996878e-09,8.011338232224483e-09,4.6844900930644396e-12,7.391369185222975e-08,1.8540874097946316e-05,5.730560747480264e-07,3.193780358361252e-08,6.655106794733344e-05,5.955555804430484e-09,6.062943638739912e-07,5.2686917661704794e-09,1.4639854422954492e-11,1.0296570013862089e-05,8.19552915656161e-12,3.574722420981529e-08,5.585904180274143e-10,1.0802670571341356e-13,9.177637669532327e-11,7.336840326127366e-08,3.4446532334527896e-10,1.4848698047860332e-13,7.808930842105362e-14,3.9276608228430014e-22,4.342454575893356e-15
3.44780046991209e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4423693017004149,0.10723848231275535,0.02054831359667293,2.7141089919426288e-06,0.0007020370768791906,0.003375919813644677,0.0017193707991686692,2.6997101031096337e-05,1.1859736242602864e-13,0.0019291124142540538,1.2610280755198337e-11,0.0003821072911715726,1.222589949419027e-09,8.419948959253034e-06,1.192533315815277e-10,5.7688016308154775e-12,0.00011202707072850659,3.901439350039759e-07,0.007696351553056261,0.001986651347092424,0.0001668407755021375,1.6291020862936735e-06,9.861676771338488e-09,8.032387573792405e-09,4.702927296925853e-12,7.434991332693696e-08,1.8599935105804597e-05,5.780959289109292e-07,3.235624725794536e-08,6.708671970539335e-05,5.972044530878073e-09,6.172469358478242e-07,5.32124109717543e-09,1.4808661691471097e-11,1.0307418474011411e-05,8.300124933073588e-12,3.644934528181807e-08,5.632618454127241e-10,1.0997834208619889e-13,9.320694387131125e-11,7.406751643403917e-08,3.461715793891375e-10,1.5011127237983575e-13,7.940530735883396e-14,4.0650545554934166e-22,4.415739343133869e-15
3.468531645221281e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44237101175522814,0.10721693891637002,0.020535387677321448,2.7588328887813803e-06,0.0007113256350067027,0.0034027258855237265,0.0017363875278167548,2.725017671136445e-05,1.2114564686295171e-13,0.0019343838556713296,1.2826413946823237e-11,0.0003822051766479656,1.234663589542826e-09,8.549883449413215e-06,1.2046648875755102e-10,5.849968367476435e-12,0.00011257247248664884,3.971336542529484e-07,0.007694821846163787,0.001985413583228672,0.00016729166097084573,1.6324676992718807e-06,9.882404999050372e-09,8.053232788796862e-09,4.7213377093525306e-12,7.478900944397382e-08,1.8659511121861044e-05,5.831459692232167e-07,3.277656854446635e-08,6.762289326407021e-05,5.9883870704281415e-09,6.283067499267564e-07,5.373927489334824e-09,1.4978336806905235e-11,1.0318006104034182e-05,8.405177312952228e-12,3.715924198490201e-08,5.679111363892302e-10,1.1194911949925748e-13,9.464568203185565e-11,7.476560796957242e-08,3.4785830684538134e-10,1.517348335179219e-13,8.073255543989937e-14,4.206077513358866e-22,4.489652316755361e-15
3.489262820530472e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44237281706282006,0.10719539644855416,0.020522469714643343,2.80391794881676e-06,0.0007206572530214368,0.0034295568757452353,0.0017534476078360328,2.7502847897122633e-05,1.237324668388966e-13,0.0019396080216424756,1.304396581886902e-11,0.0003823031120230104,1.2467254289456071e-09,8.680541459928892e-06,1.216832887916596e-10,5.931618757415106e-12,0.00011311151278321377,4.0419105653169384e-07,0.007693293964524276,0.0019840787499725283,0.00016774157329034231,1.6357379769924306e-06,9.902861784846619e-09,8.073875645828969e-09,4.739722954344099e-12,7.523101628809361e-08,1.87196062084666e-05,5.882060962437485e-07,3.3198742402342876e-08,6.815958628774633e-05,6.0045846721728565e-09,6.394736767684219e-07,5.42674963180986e-09,1.5148878441662502e-11,1.0328337990596894e-05,8.510681623513224e-12,3.78769137606196e-08,5.725377468133999e-10,1.1393901612850213e-13,9.609246175511507e-11,7.546262889977248e-08,3.4952546496598457e-10,1.5335745911055336e-13,8.207100831678885e-14,4.350790028860766e-22,4.564191046164782e-15
3.5099939958396627e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44237471658181415,0.10717385499401501,0.020509559695635875,2.8493622399359952e-06,0.0007300313705028621,0.003456412670991063,0.0017705506119652067,2.7755097175109408e-05,1.263581561920142e-13,0.0019447853132577963,1.3262913702700208e-11,0.00038240110917929883,1.2587745335339713e-09,8.811911155426361e-06,1.2290370851055576e-10,6.013749823973349e-12,0.00011364417945726376,4.113160546819094e-07,0.007691767894715141,0.0019826478836096656,0.00016819052882016645,1.6389133157696527e-06,9.923049655862134e-09,8.094317896664487e-09,4.7580846549292906e-12,7.567597011240755e-08,1.878022445543428e-05,5.932762113590278e-07,3.362274374616885e-08,6.869679658031344e-05,6.020638572312979e-09,6.507475785736e-07,5.479706225054199e-09,1.532028527688667e-11,1.0338419120777772e-05,8.616633207942613e-12,3.860235934074363e-08,5.77141139809342e-10,1.159480086502287e-13,9.75471528249545e-11,7.615853111028188e-08,3.511730161746507e-10,1.5497894530219423e-13,8.342062037818773e-14,4.49925261123865e-22,4.639353010090857e-15
3.5307251711488535e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44237670927419737,0.10715231463722463,0.020496657607402546,2.8951637876987038e-06,0.0007394474256106627,0.0034832931648235343,0.0017876961166523643,2.8006907441268096e-05,1.2902304933588076e-13,0.0019499161275745084,1.3483234766758658e-11,0.000382499179396103,1.270809982706271e-09,8.94398063244472e-06,1.241277249235707e-10,6.096358584052948e-12,0.00011417046136990964,4.1850855628107063e-07,0.007690243623362466,0.001981122017145655,0.0001686385436157162,1.6419941177437261e-06,9.942971112939437e-09,8.114561276423085e-09,4.77642443334124e-12,7.612390734405909e-08,1.8841369980723733e-05,5.98356216774217e-07,3.404854744979598e-08,6.923452208206169e-05,6.036549994292995e-09,6.621283092103289e-07,5.532795980694214e-09,1.549255600225255e-11,1.0348254383802024e-05,8.723027425609825e-12,3.933557675593781e-08,5.817207858036127e-10,1.1797607226277673e-13,9.900962426639669e-11,7.685326733364398e-08,3.5280092601475974e-10,1.565990891964651e-13,8.478134476353611e-14,4.651525931714943e-22,4.715135617395533e-15
