Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),CH3X(55),C2H4(47),COX(50),CHOX(53),O(29),acetyl(44),C2H4X(215),CO2X(24),C2H4X(70),CH4OX(63),C2H6X(52),OH(D)X(68),CHO2X(213),HOCO(73),S(216),CHO2(74)
7.919383104376152e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44340096188307443,0.11003278960875888,0.022275338362606915,2.6069828226505642e-08,1.4554180896206426e-05,0.00035022663986781474,0.00010772423042629638,9.611673683292517e-07,5.330487624405402e-16,0.0006686254675009981,3.717454985697765e-14,0.00031409266536009886,3.810331030491191e-11,5.928159327616594e-08,6.063666891662111e-12,9.121495654960594e-14,1.2550099166611448e-05,2.178065605355254e-09,0.00784491933915565,0.0009534072935546102,8.695496410379157e-05,4.072482133184403e-07,3.7050818369864517e-09,2.855668932198869e-09,1.5136432820062007e-12,2.864312283145493e-08,1.3782126959297014e-05,6.325645432513004e-08,7.181285206836207e-10,6.743318028836367e-06,2.0746446394808298e-09,3.4415830124435995e-09,3.3413309508162003e-10,8.425602155872176e-13,3.6323636271351585e-06,1.8023680871979084e-13,1.0467740579859744e-10,2.9083955139715277e-11,6.154081691487184e-16,6.576555797452594e-13,2.5691097404914897e-09,3.886780050444857e-11,4.096538824707583e-15,6.329500238131778e-16,2.1770909417716408e-26,3.486693404234262e-17
7.950029451189814e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4433968168698811,0.1100285524927724,0.022273259528896243,2.641555422181425e-08,1.4720859886752907e-05,0.0003526666663644618,0.00010862106999194794,9.713897733676909e-07,5.412223478837753e-16,0.0006709864833533983,3.7856229325807284e-14,0.0003145206363970207,3.852469093457685e-11,6.018476294002522e-08,6.122964677574489e-12,9.23827544127079e-14,1.2643455463816284e-05,2.2111653722169307e-09,0.007845871429205715,0.0009563864878740862,8.711317634386012e-05,4.0926638757830357e-07,3.7178191882116254e-09,2.865518320666935e-09,1.5189757566480787e-12,2.870551079369591e-08,1.378691009722357e-05,6.362398530956626e-08,7.261916245042108e-10,6.791545289503353e-06,2.0819514535423227e-09,3.493906019118758e-09,3.36911934934588e-10,8.490055066262789e-13,3.649944341961354e-06,1.8237910521357118e-13,1.0653328252848235e-10,2.934502340621209e-11,6.247546149664041e-16,6.67669445792073e-13,2.5967759488799583e-09,3.915657719010113e-11,4.140798065500958e-15,6.421854843528839e-16,2.239500159753457e-26,3.537745064167155e-17
7.980675798003476e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4433926995027935,0.11002433687045456,0.022271180894599483,2.676437306660957e-08,1.4888707820308124e-05,0.0003551120738496271,0.00010952101567902065,9.81675790484671e-07,5.494834511502279e-16,0.0006733451642934469,3.854739220405025e-14,0.00031494563159214036,3.894885789515271e-11,6.109769497425813e-08,6.182521578495694e-12,9.355980212111586e-14,1.2737070344974098e-05,2.244628337228642e-09,0.00784680112376632,0.0009593607492312657,8.727097178194403e-05,4.11285114847927e-07,3.7305411939900545e-09,2.875357697521612e-09,1.5243033490708031e-12,2.87677711872933e-08,1.379168088750937e-05,6.399226544114606e-08,7.343098306303728e-10,6.839882622131947e-06,2.0892510159737244e-09,3.546803411333895e-09,3.3970037967025434e-10,8.55474608640138e-13,3.6675082548983374e-06,1.8453659300020083e-13,1.0841389897042794e-10,2.960735270237153e-11,6.342035447497249e-16,6.777914787110037e-13,2.6246168814748553e-09,3.94461518685726e-11,4.185348406407018e-15,6.515123344976224e-16,2.3034264218450366e-26,3.5893035736546113e-17
8.011322144817138e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44338860936582847,0.11002014233655846,0.022269102459723113,2.711629961447366e-08,1.5057727562105987e-05,0.00035756284061925776,0.00011042406397542722,9.920254859646524e-07,5.578326100125896e-16,0.0006757015070932269,3.924812559309825e-14,0.0003153676719699229,3.937581510602999e-11,6.202044878265391e-08,6.242337074167756e-12,9.474612585815244e-14,1.2830942790849043e-05,2.278456870294326e-09,0.007847708834267064,0.0009623300794297088,8.742835329492288e-05,4.1330437980634067e-07,3.743247840407764e-09,2.885187049674155e-09,1.5296260588327935e-12,2.8829905392284685e-08,1.3796439666906794e-05,6.436129413786636e-08,7.424832644258438e-10,6.888329577118606e-06,2.0965433163610875e-09,3.6002789389932407e-09,3.4249841832565947e-10,8.619675262428516e-13,3.6850551422221698e-06,1.8670930447541367e-13,1.1031946994281675e-10,2.9870943474165264e-11,6.437556264003644e-16,6.88022335852692e-13,2.6526327297284963e-09,3.9736521377673e-11,4.230190474761968e-15,6.609310395702783e-16,2.3688999874869097e-26,3.641371523030457e-17
8.041968491630801e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4433845460505988,0.11001596849333946,0.02226702422427543,2.7471348723594442e-08,1.522792196606963e-05,0.0003600189450820581,0.00011133021138020432,1.0024389248753218e-06,5.662703632312396e-16,0.000678055508572399,3.995851690676035e-14,0.00031578677840697535,3.980556643163459e-11,6.295308378327887e-08,6.3024106446837255e-12,9.594175172731812e-14,1.292507178304261e-05,2.312653344402498e-09,0.00784859496459429,0.0009652944802659541,8.758532372706465e-05,4.1532416720843196e-07,3.755939113820677e-09,2.8950063642319237e-09,1.5349438854006067e-12,2.8891914752773537e-08,1.3801186756807277e-05,6.473107079454543e-08,7.507120506941094e-10,6.936885707214684e-06,2.1038283444443895e-09,3.6543363568902074e-09,3.4530603997175934e-10,8.684842637238312e-13,3.7025847828744273e-06,1.8889727184614874e-13,1.122502109792038e-10,3.0135796143807736e-11,6.5341152868031205e-16,6.983626747159011e-13,2.680823681696429e-09,4.0027682557812344e-11,4.275324893206067e-15,6.704420646496164e-16,2.4359515855692925e-26,3.693951501319123e-17
8.072614838444463e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4433805091561724,0.11001181495041712,0.02226494618826649,2.782953525648585e-08,1.5399293874823232e-05,0.0003624803657586839,0.00011223945440281132,1.0129161710716532e-06,5.747972505530677e-16,0.0006804071655979316,4.067865386885176e-14,0.00031620297163310803,4.023811568160661e-11,6.389565940699871e-08,6.362741770486598e-12,9.714670575230927e-14,1.3019456304003676e-05,2.347220135579502e-09,0.00784945991122947,0.0009682539535303344,8.774188589056651e-05,4.173444618847137e-07,3.7686150008529856e-09,2.9048156284973128e-09,1.5402568281561897e-12,2.8953800578360967e-08,1.3805922464005283e-05,6.51015947838909e-08,7.589963136793266e-10,6.985550567509655e-06,2.1111060901167077e-09,3.7089794246333807e-09,3.4812323371127987e-10,8.75024825059139e-13,3.72009695843995e-06,1.9110052713010396e-13,1.1420633832366351e-10,3.0401911110127606e-11,6.63171921198676e-16,7.088131529311624e-13,2.7091899220487166e-09,4.031963225203457e-11,4.320752279717984e-15,6.800458745629854e-16,2.5046124195248987e-26,3.7470460961945325e-17
8.103261185258125e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44337649828893516,0.11000768132463955,0.022262868351708046,2.8190874079712312e-08,1.557184611970396e-05,0.00036494708128094716,0.00011315178956246234,1.0234572871999864e-06,5.834138127103071e-16,0.0006827564750838261,4.1408624510771626e-14,0.00031661627223238906,4.067346661097991e-11,6.484823509600735e-08,6.423329932369239e-12,9.836101387702892e-14,1.3114095337038564e-05,2.3821596228429217e-09,0.007850304063385084,0.0009712085010077589,8.789804256608334e-05,4.1936524874108426e-07,3.781275488395511e-09,2.9146148299666852e-09,1.5455648864038614e-12,2.901556414552224e-08,1.381064708142807e-05,6.547286545753019e-08,7.67336177067247e-10,7.034323715414511e-06,2.1183765434233752e-09,3.76421190657277e-09,3.509499886766773e-10,8.815892139224642e-13,3.737591453124767e-06,1.9331910215532237e-13,1.1618806892612825e-10,3.066928874893122e-11,6.730374743985457e-16,7.193744282444928e-13,2.7377316320812772e-09,4.0612367306051274e-11,4.366473247648845e-15,6.897429338791588e-16,2.574914172449844e-26,3.800657893939761e-17
8.133907532071787e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4433725130624546,0.1100035672399503,0.022260790714613492,2.855538006361752e-08,1.5745581520774056e-05,0.0003674190703910287,0.00011406721338749157,1.0340623347021172e-06,5.921205914193799e-16,0.0006851034339908458,4.214851716906964e-14,0.0003170267006441885,4.1111622920362786e-11,6.58108703023624e-08,6.484174611475225e-12,9.958470196559148e-14,1.320898786632098e-05,2.4174741881551604e-09,0.00785112780313794,0.0009741581244784578,8.805379650324471e-05,4.213865127585808e-07,3.7939205636040616e-09,2.924403956329295e-09,1.5508680593770217e-12,2.9077206698929593e-08,1.3815360888832552e-05,6.584488214700368e-08,7.757317639861442e-10,7.083204710645383e-06,2.1256396945611473e-09,3.820037571726313e-09,3.537862940281979e-10,8.881774336957699e-13,3.75506805373417e-06,1.9555302855981416e-13,1.1819562043771805e-10,3.09379294133582e-11,6.830088595438993e-16,7.300471585011838e-13,2.7664489897272475e-09,4.090588456827519e-11,4.4124884057558285e-15,6.995337069013116e-16,2.646889012252472e-26,3.854789479407461e-17
8.16455387888545e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4433685530973482,0.10999947232725746,0.02225871327699784,2.8923068082057374e-08,1.5920502886833033e-05,0.00036989631194070047,0.00011498572241474952,1.0447313738194067e-06,6.009181293797544e-16,0.0006874480393262429,4.2898420483002246e-14,0.0003174342771642168,4.155258825611933e-11,6.678362448652699e-08,6.54527528930062e-12,1.0081779580232096e-13,1.3304132876901919e-05,2.453166216377174e-09,0.007851931505560126,0.0009771028257186927,8.820915042116011e-05,4.234082389931193e-07,3.806550213897808e-09,2.9341829954662007e-09,1.556166346244599e-12,2.9138729452723066e-08,1.3820064153470542e-05,6.621764416472189e-08,7.841831970077471e-10,7.132193115207331e-06,2.1328955338773546e-09,3.876460193706646e-09,3.566321389520357e-10,8.947894874796079e-13,3.7725265496509765e-06,1.9780233779120982e-13,1.2022921120606255e-10,3.1207833434228505e-11,6.9308674870656e-16,7.408320016296709e-13,2.7953421695684044e-09,4.120018088985353e-11,4.458798358234947e-15,7.094186576601304e-16,2.720569596830187e-26,3.909443435981039e-17
8.195200225699112e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44336461802115223,0.10999539622430557,0.022256636038877616,2.929395301213706e-08,1.609661301543004e-05,0.0003723787848905562,0.00011590731318902968,1.0554644635968987e-06,6.098069702728122e-16,0.0006897902881434861,4.3658423392078297e-14,0.0003178390219455532,4.199636621055182e-11,6.776655711591844e-08,6.606631447696619e-12,1.0206032109174398e-13,1.339952935471951e-05,2.489238095222389e-09,0.007852715538847484,0.000980042606501438,8.836410700891345e-05,4.254304125752327e-07,3.819164426957636e-09,2.9439519354491955e-09,1.561459746117243e-12,2.9200133591731095e-08,1.3824757130723499e-05,6.659115080488762e-08,7.926905981481716e-10,7.181288493378352e-06,2.1401440518690606e-09,3.933483550648136e-09,3.594875126585834e-10,9.01425378103132e-13,3.7899667328139336e-06,2.0006706110644722e-13,1.2228906027061498e-10,3.1479001120382066e-11,7.032718147532024e-16,7.517296156254708e-13,2.8244113428466225e-09,4.1495253124700933e-11,4.505403704753507e-15,7.193982499070563e-16,2.795989079273983e-26,3.9646223455365736e-17
8.225846572512774e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4433607074681942,0.10999133857554962,0.02225455900027086,2.9668049733952e-08,1.6273914692876266e-05,0.0003748664683092511,0.00011683198226252427,1.066261661887456e-06,6.187876587607304e-16,0.0006921301775419878,4.442861513359446e-14,0.00031824095499966704,4.244296032208381e-11,6.875972766346348e-08,6.668242568873004e-12,1.0331230345857716e-13,1.349517628660878e-05,2.5256922152107696e-09,0.007853480264445777,0.000982977468597024,8.851866892604625e-05,4.2745301870979563e-07,3.831763190724526e-09,2.9537107645397134e-09,1.5667482580532644e-12,2.9261420272642252e-08,1.3829440064707989e-05,6.69654013443833e-08,8.012540888688601e-10,7.230490411693532e-06,2.147385239182213e-09,3.99111142513418e-09,3.6235240438077276e-10,9.080851081337801e-13,3.807388397696303e-06,2.0234722957148942e-13,1.2437538735795917e-10,3.175143275900982e-11,7.135647313324028e-16,7.627406585351977e-13,2.853656677475367e-09,4.179109812953217e-11,4.552305040481984e-15,7.294729471076548e-16,2.873181113100801e-26,4.0203287884054545e-17
8.256492919326436e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44335682107946756,0.10998729903203125,0.02225248216119703,3.004537313033283e-08,1.6452410694257568e-05,0.00037735934137274904,0.00011775972619430748,1.0771230253559076e-06,6.278607404853742e-16,0.0006944677046668336,4.520908524016075e-14,0.0003186400961974312,4.2892374075444094e-11,6.976319560615989e-08,6.730108135402427e-12,1.0457376844771001e-13,1.359107266031138e-05,2.5625309696230557e-09,0.007854226037174524,0.0009859074137737586,8.867283880303088e-05,4.294760426757464e-07,3.844346493397912e-09,2.9634594711877428e-09,1.5720318810643333e-12,2.9322590625129885e-08,1.3834113188853056e-05,6.73403950436249e-08,8.098737900775182e-10,7.2797984389294186e-06,2.154619086610799e-09,4.0493476041247505e-09,3.652268033725003e-10,9.147686798866462e-13,3.824791341284589e-06,2.0464287406107298e-13,1.2648841287710873e-10,3.2025128615976726e-11,7.239661728617402e-16,7.738657884406527e-13,2.883078338051236e-09,4.2087712763894786e-11,4.599502956124914e-15,7.396432124351161e-16,2.9521798575135386e-26,4.0765653433377685e-17
8.287139266140099e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44335295850250817,0.10998327725125764,0.022250405521676998,3.0425938086594114e-08,1.6632103783447096e-05,0.0003798573833635781,0.0001186905415498461,1.0880486094832059e-06,6.370267620672035e-16,0.0006968028667085076,4.5999923537216183e-14,0.0003190364652701265,4.334461090185142e-11,7.077702042364498e-08,6.792227630225406e-12,1.0584474152418272e-13,1.3687217464485184e-05,2.599756754455175e-09,0.007854953205348549,0.0009888324437985108,8.882661924173315e-05,4.314994698257985e-07,3.856914323434054e-09,2.9731980440307365e-09,1.5773106141209416e-12,2.9383645752931282e-08,1.3838776726450522e-05,6.771613114738337e-08,8.185498221290602e-10,7.329212146088544e-06,2.1618455850959877e-09,4.1081958788842295e-09,3.681106989071367e-10,9.214760954335672e-13,3.842175363057443e-06,2.069540252584867e-13,1.2862835791480047e-10,3.230008893613731e-11,7.344768145149464e-16,7.85105663442986e-13,2.9126764858655348e-09,4.2385093890201144e-11,4.646998037951872e-15,7.499095087638809e-16,3.0330199826885307e-26,4.1333345874663574e-17
8.317785612953761e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44334911939127397,0.10997927289708226,0.02224832908173295,3.080975949028666e-08,1.6812996713118128e-05,0.00038236057367009574,0.00011962442490053506,1.099038468570606e-06,6.462862711041903e-16,0.0006991356609026231,4.680122014053495e-14,0.000319430081810441,4.3799674179200045e-11,7.180126159677054e-08,6.854600536656075e-12,1.0712524807316029e-13,1.3783609688713893e-05,2.6373719683728144e-09,0.007855662110897306,0.0009917525604372732,8.898001281586524e-05,4.3352328558614986e-07,3.869466669544413e-09,2.9829264718925193e-09,1.5825844561576315e-12,2.9444586734882725e-08,1.38434308911794e-05,6.80926088855738e-08,8.272823048265519e-10,7.378731106384122e-06,2.169064725725285e-09,4.167660044909489e-09,3.7100408027611427e-10,9.282073566118728e-13,3.859540264964723e-06,2.092807136553793e-13,1.3079544423078082e-10,3.2576313943642276e-11,7.450973322091035e-16,7.964609416469375e-13,2.9424512789158795e-09,4.2683238373760535e-11,4.694790867826967e-15,7.602722986633871e-16,3.115736675090649e-26,4.190639096271608e-17
8.348431959767423e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44334530340602574,0.10997528563958794,0.02224625284138841,3.119685223095372e-08,1.6995092224756917e-05,0.0003848688917857591,0.00012056137282325816,1.1100926557438435e-06,6.556398161707528e-16,0.0007014660845296485,4.7613065453723304e-14,0.0003198209652734582,4.425756723224587e-11,7.283597860618468e-08,6.917226338388607e-12,1.0841531339990251e-13,1.3880248323516505e-05,2.675379012666162e-09,0.007856353089482042,0.000994667765455694,8.913302207142891e-05,4.3554747545618315e-07,3.88200352069402e-09,2.99264474378219e-09,1.5878534060780039e-12,2.950541462591209e-08,1.3848075887605382e-05,6.846982747401429e-08,8.360713574221574e-10,7.4283548952249316e-06,2.1762764997316746e-09,4.2277439018582465e-09,3.7390693678759185e-10,9.34962465032885e-13,3.876885851406698e-06,2.11622969551595e-13,1.3298989425308653e-10,3.285380384223841e-11,7.558284025918881e-16,8.079322811451505e-13,2.9724028719178616e-09,4.2982143082810776e-11,4.742882023238577e-15,7.707320443919434e-16,3.2003656428156967e-26,4.248481443546911e-17
8.379078306581085e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44334151021321105,0.10997131515497209,0.022244176800668123,3.158723119989034e-08,1.717839304867571e-05,0.0003873823173084053,0.00012150138189997212,1.1212112229573387e-06,6.650879468166977e-16,0.000703794134914638,4.843555016570722e-14,0.0003202091349776397,4.471829333279342e-11,7.388123093091997e-08,6.980104519504268e-12,1.0971496272973031e-13,1.3977132360356758e-05,2.7137802912048274e-09,0.007857026470610755,0.0009975780606195838,8.928564952714937e-05,4.375720250081616e-07,3.894524866099859e-09,3.0023528488930323e-09,1.5931174627595103e-12,2.9566130457990384e-08,1.385271191165645e-05,6.8847786115154e-08,8.449170986180874e-10,7.478083090200338e-06,2.183480898492765e-09,4.288451253477691e-09,3.7681925776518976e-10,9.417414220900877e-13,3.8942119292134365e-06,2.1398082305503778e-13,1.3521193107331922e-10,3.3132558815559594e-11,7.666707030288691e-16,8.195203400025593e-13,3.0025314163167187e-09,4.328180488854969e-11,4.791272077327635e-15,7.812892078907156e-16,3.2869431209600984e-26,4.306864201364786e-17
8.409724653394748e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4433377394853503,0.10996736112543407,0.02224210095959804,3.198091128990643e-08,1.7362901904025842e-05,0.00038990082993953847,0.0001224444487173133,1.1323942209984002e-06,6.746312135661811e-16,0.0007061198094269591,4.92687652482113e-14,0.00032059461010580073,4.518185569988348e-11,7.493707804698851e-08,7.043234564479097e-12,1.11024221207989e-13,1.4074260791652462e-05,2.7525782103929097e-09,0.00785768257775109,0.0010004834476953998,8.943789767490001e-05,4.395969198869206e-07,3.907030695229238e-09,3.0120507766014076e-09,1.5983766250580288e-12,2.9626735241043706e-08,1.3857339151075635e-05,6.922648399877267e-08,8.538196465675547e-10,7.527915271065498e-06,2.190677913529935e-09,4.34978590753336e-09,3.797410325467977e-10,9.485442289670404e-13,3.911518307624311e-06,2.163543040815612e-13,1.3746177844191513e-10,3.3412579027410846e-11,7.776249115908493e-16,8.312257762408533e-13,3.032837060299059e-09,4.358222066516617e-11,4.839961598915943e-15,7.919442507778382e-16,3.375505877017892e-26,4.365789940043708e-17
8.44037100020841e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4433339909009241,0.10996342323906443,0.022240025318205292,3.2377907395093026e-08,1.7548621498810856e-05,0.00039242440948362387,0.00012339056986622604,1.1436416994914493e-06,6.842701679166777e-16,0.0007084431054800221,5.011280195322897e-14,0.00032097740970607594,4.564825749998137e-11,7.600357942598371e-08,7.106615958192165e-12,1.123431139000084e-13,1.4171632610784781e-05,2.7917751791242578e-09,0.007858321728441147,0.0010033839284507024,8.958976898011813e-05,4.416221458095532e-07,3.919520997798173e-09,3.021738516465664e-09,1.603630891812241e-12,2.968722996382706e-08,1.38619577858518e-05,6.960592030265139e-08,8.627791188757189e-10,7.577851019726708e-06,2.1978675365074732e-09,4.411751675738308e-09,3.826722504834465e-10,9.553708866450066e-13,3.9288047982677e-06,2.1874344235488493e-13,1.397396607634095e-10,3.369386462204454e-11,7.886917070412594e-16,8.430492478230171e-13,3.063319948804612e-09,4.3883387289871085e-11,4.888951152533405e-15,8.026976343426345e-16,3.4660912163047065e-26,4.42526122811553e-17
8.471017347022072e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44333026414426363,0.10995950118973664,0.022237949876518115,3.27782344105918e-08,1.7735554529899845e-05,0.0003949530358473903,0.00012433974194161164,1.1549537069022482e-06,6.940053623379669e-16,0.000710764020531009,5.096775181048416e-14,0.0003213575526928796,4.611750184716584e-11,7.70807945336883e-08,7.170248185934361e-12,1.1367166579106026e-13,1.4269246812107429e-05,2.8313736087378908e-09,0.007858944234398231,0.0010062795046545912,8.974126588221234e-05,4.436476885650901e-07,3.931995763769771e-09,3.0314160582250285e-09,1.608880261847805e-12,2.974761559476133e-08,1.386656798862943e-05,6.998609419321598e-08,8.717956326006479e-10,7.627889920226912e-06,2.2050497592317193e-09,4.47435237368253e-09,3.856129009382457e-10,9.622213959102996e-13,3.946071215140811e-06,2.2114826740653588e-13,1.420458030916959e-10,3.3976415724428625e-11,7.998717688235998e-16,8.549914126379424e-13,3.0939802235380122e-09,4.418530164292783e-11,4.9382412984447395e-15,8.135498195399533e-16,3.5587369874088373e-26,4.4852806322935945e-17
8.501663693835734e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44332655890544226,0.10995559467700017,0.02223587463456584,3.318190723236775e-08,1.7923703683040732e-05,0.00039748668903913836,0.00012529196154199756,1.1663302905421465e-06,7.03837350271131e-16,0.0007130825520806044,5.1833706624884876e-14,0.0003217350578478584,4.6589591803318734e-11,7.816878282868971e-08,7.234130733417702e-12,1.150099017863133e-13,1.4367102390955787e-05,2.8713759129735843e-09,0.007859550401625661,0.0010091701780781202,8.989239079496129e-05,4.456735340141801e-07,3.944454983352623e-09,3.041083391798519e-09,1.6141247339813487e-12,2.9807893082734876e-08,1.3871169925098323e-05,7.036700482615397e-08,8.808693042542694e-10,7.67803155873137e-06,2.212224573650212e-09,4.537591820762647e-09,3.885629732853812e-10,9.69095757361392e-13,3.963317374589681e-06,2.2356880857581556e-13,1.443804311252818e-10,3.426023244050843e-11,8.111657770489306e-16,8.670529284851205e-13,3.1248180229806153e-09,4.448796060768261e-11,4.987832592675637e-15,8.245012669846172e-16,3.653481587669261e-26,4.545850717441446e-17
8.532310040649396e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44332287488017036,0.10995170340597615,0.022233799592378815,3.358894075698502e-08,1.8113071632873757e-05,0.0004000253491680574,0.00012624722526922467,1.177771496572328e-06,7.13766686127566e-16,0.0007153986976727248,5.271075847396866e-14,0.000322109943820836,4.7064530378315055e-11,7.926760376100157e-08,7.298263086785123e-12,1.1635784671078588e-13,1.4465198343655945e-05,2.91178450792764e-09,0.007860140530517552,0.0010120559504946903,9.004314610690428e-05,4.4769966808876167e-07,3.956898646999183e-09,3.0507405072838273e-09,1.619364307024259e-12,2.986806335787099e-08,1.3875763754363988e-05,7.07486513470054e-08,8.900002498033322e-10,7.728275523513457e-06,2.219391971850823e-09,4.601473840111895e-09,3.915224569091708e-10,9.759939714157352e-13,3.980543095289293e-06,2.2600509500978826e-13,1.467437712025394e-10,3.454531485746039e-11,8.22574412483415e-16,8.792344530594044e-13,3.1558334824023493e-09,4.479136107059442e-11,5.037725587038227e-15,8.35552436945981e-16,3.750363968680375e-26,4.606974046542181e-17
8.562956387463059e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44331921176969047,0.10994782708725456,0.022231724749988385,3.3999349881385475e-08,1.8303661042944945e-05,0.0004025689964435476,0.00012720552972815387,1.18927737000808e-06,7.237939252880085e-16,0.0007177124548942489,5.359899970534021e-14,0.00032248222913075107,4.7542320530213706e-11,8.037731677069216e-08,7.3626447326207e-12,1.1771552530929686e-13,1.4563533667533681e-05,2.952601812008812e-09,0.007860714915961721,0.0010149368236804217,9.019353418172397e-05,4.4972607679173323e-07,3.96932674540416e-09,3.0603873949562294e-09,1.6245989797863116e-12,2.992812733226241e-08,1.3880349629299636e-05,7.113103289172901e-08,8.991885846703593e-10,7.778621404940619e-06,2.226551946060899e-09,4.666002258530335e-09,3.9449134120317734e-10,9.82916038316349e-13,3.997748198223887e-06,2.28457155663295e-13,1.4913605029695292e-10,3.483166304393883e-11,8.340983565359055e-16,8.9153664393585e-13,3.1870267338735834e-09,4.509549992126478e-11,5.0879208291556695e-15,8.467037893425919e-16,3.84942364182356e-26,4.668653180668375e-17
8.593602734276721e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44331556928067567,0.10994396543679345,0.02222965010742687,3.4413149502670455e-08,1.8495474565719724e-05,0.0004051176111745503,0.00012816687152638885,1.2008479547230603e-06,7.339196241015721e-16,0.0007200238213747489,5.4498522934101516e-14,0.0003228519321665873,4.8022965165448807e-11,8.14979812865196e-08,7.427275157960303e-12,1.1908296224641447e-13,1.4662107360923318e-05,2.9938302458944217e-09,0.007861273847440708,0.0010178127994145076,9.034355735862125e-05,4.517527461966206e-07,3.981739269502929e-09,3.070024045267482e-09,1.6298287510791104e-12,2.998808590067441e-08,1.3884927696880584e-05,7.151414858724413e-08,9.084344237346139e-10,7.829068795460474e-06,2.2337044886464043e-09,4.731180906415388e-09,3.9746961556937263e-10,9.898619581381535e-13,4.014932506667387e-06,2.309250192989884e-13,1.515574960123623e-10,3.511927705031585e-11,8.457382912455862e-16,9.039601585546327e-13,3.2183979062770424e-09,4.5400374052467035e-11,5.1384188624865935e-15,8.579557837369595e-16,3.9507006838253055e-26,4.7308906789526204e-17
8.624249081090383e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44331194712512945,0.10994011817581996,0.022227575664727505,3.4830354517885164e-08,1.8688514842596576e-05,0.00040767117376888407,0.0001291312472740161,1.2124832934535822e-06,7.441443398848012e-16,0.0007223327947862223,5.5409421040274496e-14,0.0003232190711882977,4.850646713902149e-11,8.262965672457353e-08,7.492153850302633e-12,1.2046018210640396e-13,1.4760918423176548e-05,3.0354722324866276e-09,0.00786181760913089,0.0010206838794795516,9.049321795268275e-05,4.537796624472422e-07,3.99413621046991e-09,3.079650448844715e-09,1.635053619719371e-12,3.004793994121745e-08,1.3889498098501772e-05,7.189799755194938e-08,9.177378813330569e-10,7.879617289587037e-06,2.2408495921110594e-09,4.7970136176926e-09,4.0045726941735426e-10,9.968317307940788e-13,4.032095846163983e-06,2.334087144873892e-13,1.5400833657820355e-10,3.54081569089146e-11,8.574948992696605e-16,9.165056542060365e-13,3.2499471253197295e-09,4.570598036017566e-11,5.1892202263484444e-15,8.693088793304299e-16,4.0542357423418776e-26,4.793689098558658e-17
8.654895427904045e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4433083450202872,0.10993628503073323,0.0222255014219244,3.525097982380586e-08,1.888278450392075e-05,0.00041022966473258844,0.00013009865358336051,1.224183427802907e-06,7.544686309207346e-16,0.0007246393728428224,5.633178716621652e-14,0.00032358366432772104,4.899282925469232e-11,8.377240248692379e-08,7.557280297620602e-12,1.2184720939317362e-13,1.4859965854671149e-05,3.0775301968688814e-09,0.007862346479999848,0.0010235500656618822,9.06425182552405e-05,4.5580681175736697e-07,4.006517559716981e-09,3.0892665964893365e-09,1.640273584532036e-12,3.010769031599042e-08,1.3894060970279226e-05,7.228257889621869e-08,9.270990712613092e-10,7.930266483887112e-06,2.2479872490954778e-09,4.8635042297467066e-09,4.034542921636104e-10,1.0038253560409183e-12,4.04923804450887e-06,2.35908269606964e-13,1.5648880084474665e-10,3.569830263423519e-11,8.693688638710907e-16,9.291737880155225e-13,3.2816745135448977e-09,4.601231574359488e-11,5.240325455940432e-15,8.807635349581556e-16,4.16007004157038e-26,4.857050994653057e-17
