Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),CO2X(24),C2H4(47),COX(50),CHOX(53),CH3X(55),C2H4X(215),C2H4X(70)
2.030565265724828e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4463645660727176,0.11285632869943028,0.02267997761327994,6.350587850110136e-12,4.939975082814512e-07,1.8043706335053177e-05,2.3991519869335586e-06,1.9184256528109992e-08,8.006953287429268e-19,0.00017895290073523712,4.6187297277429846e-17,0.00013993468951217764,6.501778528914182e-13,8.846095250388973e-10,5.551196396125822e-14,4.1813958962122573e-16,3.5561610303354473e-06,9.60316938210439e-12,0.0056256823233542695,0.0002765383221557727,3.344018151403109e-05,1.894285974621101e-07,1.009426212186179e-09,4.866175536849408e-09,3.65988986526253e-11,2.7628151234623344e-12,3.1728277190281316e-08,6.525332930242454e-06,1.3788081756745362e-10,2.978004463186872e-07,4.043912579389948e-14,1.5109830982569672e-11,7.486005672614775e-12,4.300687271229364e-15,5.588983271277099e-10,1.6039801585107804e-13,2.7314535152299128e-18
2.0389669507730064e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4463515647022921,0.1128437521660262,0.022679404703616367,6.483137050094238e-12,5.030125807738605e-07,1.8220113182119342e-05,2.433039119376048e-06,1.941977971650445e-08,8.193766093464798e-19,0.00017969051348964017,4.715681774952192e-17,0.00014038658488777617,6.584672624649027e-13,9.041556683534112e-10,5.650335126855908e-14,4.2587537109216286e-16,3.6029160957992784e-06,9.766115038715596e-12,0.005637451468916811,0.00027759294609875203,3.3577743057837754e-05,1.9093654823373e-07,1.0135625198498454e-09,4.884834044537299e-09,3.7211449111587585e-11,2.778687021223755e-12,3.2030882734196545e-08,6.5604001273197575e-06,1.392395079443307e-10,3.009390262112245e-07,4.108638420283006e-14,1.536658149335928e-11,7.591552626406461e-12,4.36106007164064e-15,5.611860820000048e-10,1.637131659812316e-13,2.7777198642295904e-18
2.047368635821185e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4463386250200401,0.1128312354135598,0.022678831898040607,6.61780161664553e-12,5.12139748899571e-07,1.8397479343272425e-05,2.4672373714172633e-06,1.9657191895998443e-08,8.383963760829245e-19,0.0001804280936425389,4.814253736711704e-17,0.00014083762085196478,6.668275385078011e-13,9.240381500504179e-10,5.750739743103273e-14,4.337185783205862e-16,3.6500270800580473e-06,9.931130670155958e-12,0.0056491605988429165,0.0002786465808241053,3.3714648271432964e-05,1.9244605359771423e-07,1.0176984380180508e-09,4.903491006503472e-09,3.783066185210535e-11,2.7945990957684135e-12,3.2334036942916516e-08,6.595418824195749e-06,1.4060412473542282e-10,3.040970017988689e-07,4.1740379291556334e-14,1.56265981914065e-11,7.698065833518814e-12,4.421884779938298e-15,5.634736786960808e-10,1.6708234108661254e-13,2.82457264304761e-18
2.0557703208693634e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4463257467240606,0.11281877813770999,0.022678259196546303,6.754603478428982e-12,5.213796127448709e-07,1.8575803272621976e-05,2.501747746017894e-06,1.9896500102118423e-08,8.577588079784856e-19,0.00018116564108948532,4.914465770199764e-17,0.0001412877988629613,6.752589907274464e-13,9.442609921927167e-10,5.852419030746864e-14,4.4167017017383187e-16,3.6974940945013102e-06,1.0098233715141632e-11,0.005660810017566691,0.0002796992246770297,3.385089736657857e-05,1.9395706259698412e-07,1.0218339661725932e-09,4.922146417685594e-09,3.8456560221456374e-11,2.8105508590401e-12,3.263772206536618e-08,6.6303880088764155e-06,1.4197463889022214e-10,3.072743638553189e-07,4.240113147406896e-14,1.5889908630331167e-11,7.805548382249937e-12,4.483160288124236e-15,5.657611174712929e-10,1.7050618351934407e-13,2.872016777774186e-18
2.064172005917542e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44631292951385426,0.11280638003570201,0.022677686599127198,6.8935646296860244e-12,5.307327681261641e-07,1.8755083384573253e-05,2.5365712358226493e-06,2.0137711364178105e-08,8.77468106543331e-19,0.00018190315572567535,5.01633819730082e-17,0.00014173712037391774,6.837619288632404e-13,9.648282406053031e-10,5.955381759481276e-14,4.497311082957997e-16,3.7453172372210228e-06,1.0267441683455815e-11,0.005672400027976326,0.00028075087602961785,3.3986490662211954e-05,1.9546952498623147e-07,1.0259691037933165e-09,4.940800273056642e-09,3.9089167291813146e-11,2.8265418206893894e-12,3.294192045520641e-08,6.665306679566157e-06,1.4335102120351858e-10,3.1047110210466334e-07,4.306866078599131e-14,1.6156540476203454e-11,7.914003328866281e-12,4.544885461895548e-15,5.68048398575387e-10,1.7398534036505815e-13,2.9200572145088532e-18
2.0725736909657205e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.446300173090318,0.11279404080629954,0.022677114105777177,7.034707129005312e-12,5.401998065932686e-07,1.893531805465657e-05,2.5717088231392922e-06,2.0380832705276824e-08,8.975284956349853e-19,0.000182640637445945,5.119891505231552e-17,0.00014218558683304767,6.923366626855917e-13,9.857439648049189e-10,6.059636682230969e-14,4.579023570735853e-16,3.793496593207939e-06,1.0438772155923292e-11,0.005683930931421943,0.0002818015332806844,3.412142858242502e-05,1.9698339123229887e-07,1.0301038503580937e-09,4.959452567624649e-09,3.972850586357777e-11,2.842571488265917e-12,3.3246614573660266e-08,6.700173844685895e-06,1.4473324232009594e-10,3.136872052336798e-07,4.3742986886059465e-14,1.6426521507504076e-11,8.023433697540839e-12,4.607059141304029e-15,5.703355222525189e-10,1.7752046345470196e-13,2.968698919353846e-18
2.080975376013899e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44628747715573935,0.1127817601497968,0.02267654171649025,7.178053098098485e-12,5.497813154342304e-07,1.9116505620356356e-05,2.6071614799190328e-06,2.062587114229779e-08,9.179442213222195e-19,0.00018337808614476685,5.2251463471660864e-17,0.00014263319968375182,7.009835019948566e-13,1.0070122579292188e-09,6.165192534569467e-14,4.661848836040702e-16,3.84203223454791e-06,1.061224278438557e-11,0.005695403027723425,0.00028285119485559204,3.425571165444354e-05,1.9849861251425687e-07,1.0342382053428038e-09,4.978103296432427e-09,4.037459846876192e-11,2.8586393674082014e-12,3.355178699224639e-08,6.734988522889922e-06,1.4612127273940966e-10,3.1692266090433724e-07,4.442412905769784e-14,1.669987961508534e-11,8.133842480295543e-12,4.66968014141316e-15,5.726224887412716e-10,1.8111220937629392e-13,3.017946878407631e-18
2.0893770610620775e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44627484141379087,0.11276953776801091,0.022675969431260518,7.323624720581185e-12,5.594778776816176e-07,1.9298644381939427e-05,2.6429301677382887e-06,2.0872833685906413e-08,9.387195517494624e-19,0.00018411550171624686,5.3321235428603903e-17,0.00014307996036474094,7.097027566202832e-13,1.0286372366655847e-09,6.272058034143628e-14,4.745796576604752e-16,3.890924220618003e-06,1.078787129167658e-11,0.005706816615178199,0.0002838998592060729,3.438934050660739e-05,2.000151407231843e-07,1.0383721682213139e-09,4.99675245455729e-09,4.10274673744066e-11,2.874744962030923e-12,3.385742039542014e-08,6.769749743081485e-06,1.4751508282024503e-10,3.2017745576649216e-07,4.5112106210682176e-14,1.697664280213318e-11,8.245232636947844e-12,4.7327472529521565e-15,5.749092982746747e-10,1.8476123948663034e-13,3.0678060977586113e-18
2.097778746110256e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4462622655695238,0.11275737336427401,0.022675397250082222,7.471444240759657e-12,5.692900721202627e-07,1.9481732603282037e-05,2.6790158377817685e-06,2.112172734054847e-08,9.598587770017611e-19,0.0001848528840541212,5.440844079275858e-17,0.000143525870310157,7.184947364189586e-13,1.0506230411796002e-09,6.380241880103055e-14,4.830876516588795e-16,3.9401725982823685e-06,1.0965675471598975e-11,0.005718171990568974,0.0002849475248100493,3.452231586635338e-05,2.015329284616596e-07,1.0425057384654631e-09,5.015400037110769e-09,4.168713458603945e-11,2.8908877745095852e-12,3.416349758312335e-08,6.804456544427123e-06,1.4891464278535488e-10,3.2345157547076804e-07,4.5806936882879505e-14,1.7256839184130073e-11,8.357607095061406e-12,4.79625924296686e-15,5.771959510802223e-10,1.8846821992294204e-13,3.118281603478997e-18
2.1061804311584346e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44624974932936423,0.11274526664342567,0.022674825172949702,7.621533962423105e-12,5.792184732964124e-07,1.9665768512695416e-05,2.7154194308269136e-06,2.137255910444837e-08,9.813662089703233e-19,0.0001855902330517531,5.551329111202068e-17,0.00014397093094969116,7.273597512747613e-13,1.0729738350432254e-09,6.489752752534707e-14,4.917098406247105e-16,3.98977740208777e-06,1.114567318890101e-11,0.005729469449171445,0.0002859941901714506,3.465463855820083e-05,2.030519290429672e-07,1.0466389155450438e-09,5.0340460392383335e-09,4.235362185116667e-11,2.9070673058625187e-12,3.4470001473243e-08,6.839107976369745e-06,1.5031992272607683e-10,3.267450046816093e-07,4.650863924206731e-14,1.7540496988818878e-11,8.470968749900948e-12,4.8602148554671635e-15,5.794824473798947e-10,1.9223382161450244e-13,3.1693784416188426e-18
2.114582116206613e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44623729240110555,0.11273321731180519,0.022674253199857407,7.773916247642149e-12,5.892636515282526e-07,1.985075030374929e-05,2.7521418772296574e-06,2.1625335969607328e-08,1.0032461812186768e-18,0.0001863275486021301,5.663599961878712e-17,0.00014441514370870073,7.36298111097315e-13,1.0956938051626866e-09,6.60059931190273e-14,5.004472021592073e-16,4.03973865445873e-06,1.1327882379253965e-11,0.0057407092847619485,0.0002870398538200303,3.478630950174148e-05,2.045720964900298e-07,1.0507716989277872e-09,5.052690456119073e-09,4.3026950662794495e-11,2.9232830559300895e-12,3.477691510398011e-08,6.8737030986404805e-06,1.517308926069292e-10,3.3005772709049927e-07,4.721723108783318e-14,1.7827644556167556e-11,8.585320464391171e-12,4.924612812070768e-15,5.817687873901752e-10,1.9605872029418658e-13,3.2211016782002347e-18
2.1229838012547916e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4462248944939048,0.11272122507724397,0.0226736813307999,7.928613515573594e-12,5.994261729177675e-07,2.003667613609301e-05,2.7891840969115013e-06,2.188006492180151e-08,1.0255030488494777e-18,0.00018706483059786148,5.777678123616702e-17,0.00014485851000832275,7.453101258209478e-13,1.1187871617061055e-09,6.71279019849362e-14,5.093007164058644e-16,4.090056365892184e-06,1.1512321049230147e-11,0.0057518917896251,0.0002880845143111787,3.491732970963437e-05,2.0609338553407075e-07,1.0549040880793474e-09,5.071333282965414e-09,4.3707142262980487e-11,2.9395345235511684e-12,3.508422163612915e-08,6.908240981269299e-06,1.5314752227018525e-10,3.333897254293322e-07,4.793272985355056e-14,1.811831033833483e-11,8.700665069079723e-12,4.9894518126429076e-15,5.840549713220728e-10,1.9994359650998236e-13,3.273456399211656e-18
2.1313854863029702e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4462125553182759,0.11270928964905791,0.022673109565771832,8.085648241271735e-12,6.097065993639022e-07,2.0223544136274016e-05,2.8265469993479072e-06,2.2136752940580168e-08,1.0481411883719928e-18,0.00018780207893117547,5.893585258418431e-17,0.00014530103126558558,7.543961054036548e-13,1.1422581380308932e-09,6.826334031866752e-14,5.182713660168574e-16,4.14073053515161e-06,1.1699007276281461e-11,0.00576301725456137,0.0002891281702257352,3.504770028560637e-05,2.0761575161301222e-07,1.0590360824632889e-09,5.0899745150228e-09,4.439421764640698e-11,2.9558212067366463e-12,3.539190435526905e-08,6.942720704594397e-06,1.5456978144042393e-10,3.367409814839298e-07,4.8655152608424914e-14,1.8412522899636612e-11,8.81700536210422e-12,5.054730535931933e-15,5.863409993811416e-10,2.0388913563645345e-13,3.3264477106024926e-18
2.1397871713511487e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44620027458608497,0.11269741073803992,0.022672537904767955,8.245042954506458e-12,6.20105488576988e-07,2.0411352398553143e-05,2.8642314835579906e-06,2.2395406999263743e-08,1.0711649975702915e-18,0.00018853929349391723,6.011343198597214e-17,0.00014574270889351897,7.635563598260631e-13,1.166110990610933e-09,6.94123941031031e-14,5.273601361194531e-16,4.191761149460528e-06,1.1887959208718502e-11,0.005774085968894634,0.00029017082016979847,3.517742242245985e-05,2.0913915086962066e-07,1.0631676815410697e-09,5.1086141475693826e-09,4.5088197563978394e-11,2.972142602840122e-12,3.569994667386692e-08,6.977141359270384e-06,1.559976397290586e-10,3.40111476107694e-07,4.938451605961017e-14,1.871031091651343e-11,8.934344109163262e-12,5.120447640200348e-15,5.886268717675014e-10,2.0789602788615476e-13,3.380080738277704e-18
2.1481888563993272e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4461880520105451,0.11268558805645242,0.022671966347783134,8.406820238588353e-12,6.30623394094395e-07,2.0600098985716473e-05,2.9022384380955e-06,2.265603406494195e-08,1.0945788953721652e-18,0.00018927647417754624,6.130973947395866e-17,0.00014618354430126105,7.727911990904028e-13,1.1903499989635726e-09,7.05751491030272e-14,5.365680142824136e-16,4.243148184695358e-06,1.2079195065690223e-11,0.005785098220479677,0.00029121246277453484,3.530649740008749e-05,2.106635401494007e-07,1.0672988847720333e-09,5.127252175915698e-09,4.5789102526436395e-11,2.98849820872555e-12,3.6008332133294776e-08,7.0115020462752575e-06,1.574310666388416e-10,3.4350118923538463e-07,5.0120836554395566e-14,1.901170317749864e-11,9.052684043491446e-12,5.1866017638513136e-15,5.909125886758598e-10,2.119649683210016e-13,3.4343606280926492e-18
2.1565905414475058e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44617588730621044,0.11267382131801974,0.022671394894812295,8.57100272920106e-12,6.412608652973768e-07,2.0789781929883463e-05,2.9405687410410776e-06,2.2918641098471828e-08,1.1183873217188016e-18,0.00019001362087313456,6.252499679604465e-17,0.00014662353889416318,7.821009332194805e-13,1.2149794655764455e-09,7.175169085979566e-14,5.458959904823921e-16,4.294891605577502e-06,1.227273313716412e-11,0.0057960542957096696,0.0002922530966959854,3.543492658349577e-05,2.1218887699824905e-07,1.0714296916133953e-09,5.1458885954043486e-09,4.649695280799019e-11,3.0048875209319034e-12,3.631704440576085e-08,7.045801876916178e-06,1.588700315683448e-10,3.469100998970141e-07,5.086413008245698e-14,1.9316728583187482e-11,9.172027865838281e-12,5.253191526050075e-15,5.931981502955333e-10,2.160966568635908e-13,3.489292545848065e-18
2.1649922264956843e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4461637801889711,0.11266211023792091,0.022670823545850486,8.737613113241057e-12,6.5201844742907e-07,2.0980399233310862e-05,2.979223259995805e-06,2.3183235054475768e-08,1.1425947374352398e-18,0.00019075073347136465,6.375942742177239e-17,0.00014706269407389335,7.914858722556578e-13,1.240003715834147e-09,7.29421046860611e-14,5.553450570703264e-16,4.346991365864665e-06,1.2468591783906957e-11,0.0058069544795235906,0.0002932927206148707,3.5562711420837574e-05,2.1371511965987256e-07,1.0755601015202297e-09,5.164523401409662e-09,4.7211768449961745e-11,3.021310035834796e-12,3.662606729615633e-08,7.0800399728340536e-06,1.6031450381641463e-10,3.503381862318495e-07,5.161441227817164e-14,1.9625416146207018e-11,9.292378244451049e-12,5.320215527340452e-15,5.954835568104684e-10,2.2029179830847683e-13,3.544881677285187e-18
2.1733939115438628e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44615173037604855,0.11265045453278204,0.022670252300892826,8.906674127665079e-12,6.628966816136127e-07,2.1171948869192286e-05,3.018202852075996e-06,2.344982288133951e-08,1.1672056241016215e-18,0.00019148781186252795,6.501325654848616e-17,0.00014750101123853663,8.009463262598322e-13,1.2654270979447853e-09,7.414647566055411e-14,5.649162087378376e-16,4.399447408541285e-06,1.2666789437466015e-11,0.005817799055413627,0.00029433133323639594,3.568985344145459e-05,2.152422270729779e-07,1.0796901139454663e-09,5.183156589337375e-09,4.7933569264439556e-11,3.0377652498049776e-12,3.693538474381816e-08,7.114215466006961e-06,1.617644525866033e-10,3.5378542550251333e-07,5.2371698422994234e-14,1.9937794991186847e-11,9.413737815061578e-12,5.387672350255891e-15,5.977688083992668e-10,2.2455110233340107e-13,3.601133228081037e-18
2.1817955965920413e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4461397375859894,0.11263885392066915,0.02266968115993453,9.078208558345387e-12,6.738961048763448e-07,2.136442878245296e-05,3.05750836390925e-06,2.3718411521210104e-08,1.1922244839252645e-18,0.00019222485593652257,6.62867111074842e-17,0.00014793849178269363,8.104826053104237e-13,1.2912539828664217e-09,7.536488862292137e-14,5.746104424836305e-16,4.452259666008071e-06,1.2867344600150865e-11,0.005828588305432535,0.00029536893329005305,3.581635425393056e-05,2.167701588682404e-07,1.0838197283398739e-09,5.2017881546242816e-09,4.8662374837940905e-11,3.05425265936373e-12,3.724498082420956e-08,7.1483274987523705e-06,1.6321984699157292e-10,3.5725179410917264e-07,5.313600344789254e-14,2.025389435473071e-11,9.536109180876807e-12,5.455560559925171e-15,6.000539052352035e-10,2.2887528351047583e-13,3.658052423843836e-18
2.19019728164022e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4461278015386609,0.11262730812108072,0.022669110122970883,9.252239238933065e-12,6.850172501650564e-07,2.1557836890539535e-05,3.0971406316317486e-06,2.3989007909993915e-08,1.2176558396135734e-18,0.00019296186558285258,6.758001977016216e-17,0.00014837513709757688,8.200950195023649e-13,1.3174887642334326e-09,7.659742816862049e-14,5.844287575799062e-16,4.505428060270553e-06,1.3070275845015645e-11,0.005839322510200945,0.0002964055195294223,3.594221554415586e-05,2.1829887536505814e-07,1.0879489441520558e-09,5.220418092737891e-09,4.9398204535079715e-11,3.070771761335099e-12,3.7554839750518916e-08,7.182375223728225e-06,1.6468065605747337e-10,3.607372676038107e-07,5.390734193583889e-14,2.0573743585388794e-11,9.659494912573213e-12,5.523878704672193e-15,6.023388474862533e-10,2.332650613173233e-13,3.715644510108571e-18
2.1985989666883984e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44611592195524513,0.11261581685494051,0.022668539189997262,9.428789049729517e-12,6.962606463722475e-07,2.175217108420439e-05,3.1371004808867826e-06,2.4261618977354498e-08,1.2435042342478051e-18,0.00019369884069062604,6.889341295414774e-17,0.00014881094857110535,8.297838789460951e-13,1.3441358582827983e-09,7.78441786438727e-14,5.943721555387869e-16,4.5589525031266095e-06,1.3275601815841831e-11,0.005850001948914658,0.0002974410907319733,3.6067439073404004e-05,2.1982833756809823e-07,1.092077760828442e-09,5.2390463991760906e-09,5.014107750223584e-11,3.087322052994939e-12,3.786494587517825e-08,7.216357803932858e-06,1.6614684872829438e-10,3.642418207045693e-07,5.4685728124356517e-14,2.089737214363092e-11,9.783897548295026e-12,5.592625316610245e-15,6.046236353151122e-10,2.377211601481693e-13,3.7739147523327115e-18
2.207000651736577e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44610409855823513,0.11260437984459021,0.022667968361009108,9.607880916566354e-12,7.076268183583621e-07,2.1947429228284604e-05,3.177388726824504e-06,2.4536251646710528e-08,1.2697742311577031e-18,0.00019443578114855417,7.022712282942677e-17,0.0001492459275879963,8.395494937665594e-13,1.3711997037803478e-09,7.910522414067343e-14,6.044416400787584e-16,4.612832896352923e-06,1.3483341227121514e-11,0.005860626899351881,0.00029847564569886463,3.619202667642113e-05,2.2135850716364184e-07,1.0962061778132821e-09,5.257673069466794e-09,5.0891012671225564e-11,3.103903032216751e-12,3.8175283691302575e-08,7.250274412703776e-06,1.6761839387018957e-10,3.677654273101548e-07,5.547117590811859e-14,2.1224809601820453e-11,9.909319593656225e-12,5.6617989122299654e-15,6.069082688792218e-10,2.4224430932489236e-13,3.832868435892051e-18
2.2154023367847554e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.446092331071428,0.11259299681378236,0.022667397636001937,9.789537809693805e-12,7.191162869759636e-07,2.2143609162474784e-05,3.2180061741028883e-06,2.481291283523367e-08,1.2964704137970221e-18,0.00019517268684495005,7.158138332446079e-17,0.00014968007552985528,8.493921741022106e-13,1.3986847619469756e-09,8.038064849186104e-14,6.146382170911314e-16,4.667069131890294e-06,1.369351286404118e-11,0.005871197637880435,0.000299509183254742,3.631598025952863e-05,2.2288934651573545e-07,1.1003341945486392e-09,5.2762980991675845e-09,5.1648028762969454e-11,3.120514197614314e-12,3.848583783405108e-08,7.284124233715291e-06,1.690952602757723e-10,3.713080605143006e-07,5.6263698841596624e-14,2.155608564418905e-11,1.0035763521746222e-11,5.731397992981256e-15,6.091927483307927e-10,2.4683524310803e-13,3.892510866076695e-18
2.223804021832934e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4460806192199211,0.1125816674876731,0.02266682701497135,9.973782742677888e-12,7.307295690948154e-07,2.2340708702094002e-05,3.2589536168899e-06,2.5091609453846455e-08,1.3235973856199444e-18,0.0001959095576677277,7.295643013229569e-17,0.00015011339377526438,8.593122301040164e-13,1.4265955163848455e-09,8.167053526624468e-14,6.249628946065296e-16,4.7216610920277775e-06,1.3906135582465937e-11,0.005881714439464933,0.0003005417022475365,3.643930179873995e-05,2.2442081866215363e-07,1.1044618104743851e-09,5.2949214838653676e-09,5.241214429115547e-11,3.1371550486810483e-12,3.879659308191142e-08,7.3179064609750425e-06,1.7057741666838417e-10,3.7486969262027435e-07,5.706331014175686e-14,2.1891230066812067e-11,1.0163231773139251e-11,5.801421045848919e-15,6.114770738168282e-10,2.5149470070773865e-13,3.952847368087185e-18
2.2322057068811125e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4460689627301066,0.11257039159281501,0.02266625649791301,1.0160638771306372e-11,7.424671776278325e-07,2.253872563884621e-05,3.300231838866845e-06,2.5372348407220098e-08,1.3511597699584078e-18,0.00019664639350440135,7.435250071666173e-17,0.0001505458836998678,8.693099719344717e-13,1.454936473003602e-09,8.297496776379067e-14,6.354166827614037e-16,4.776608649585603e-06,1.4121228308924232e-11,0.005892177577673904,0.0003015732015482622,3.656199333789178e-05,2.259528873101818e-07,1.1085890250281956e-09,5.313543219176002e-09,5.318337756589592e-11,3.1538250859261355e-12,3.9107534357908344e-08,7.351620298819385e-06,1.7206483170633436e-10,3.7845029515542744e-07,5.787002269080348e-14,2.2230272777584772e-11,1.0291726755907453e-11,5.871866543921777e-15,6.137612454791491e-10,2.562234262947129e-13,4.013883287030746e-18
2.240607391929291e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44605736132966645,0.11255916885715009,0.022665686084822646,1.0350128992503796e-11,7.543296215578684e-07,2.273765774157418e-05,3.3418416132329125e-06,2.5655136593772314e-08,1.3791622099003577e-18,0.00019738319424208447,7.576983431806468e-17,0.0001509775466764556,8.793857097666142e-13,1.4837121599466069e-09,8.429402901086894e-14,6.460005937645772e-16,4.831911668096816e-06,1.4338810040593034e-11,0.005902587324686899,0.0003026036800508119,3.668405698679052e-05,2.274855168322234e-07,1.1127158376455453e-09,5.332163300743947e-09,5.3961746697374965e-11,3.1705238110073815e-12,3.9418646730737815e-08,7.3852649619076836e-06,1.7355747398711001e-10,3.8204983888577184e-07,5.868384903896439e-14,2.2573243796199294e-11,1.0421250845637562e-11,5.9427329469551725e-15,6.160452634544177e-10,2.6102216901105967e-13,4.0756239879176815e-18
2.2490090769774695e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4460458147475672,0.11254799901000266,0.022665115775696038,1.0542276543255608e-11,7.663174059653053e-07,2.2937502757006553e-05,3.3837837027108784e-06,2.593998090566511e-08,1.4076093681689216e-18,0.0001981199597674897,7.720867195986834e-17,0.00015140838407504592,8.895397537830433e-13,1.512927127517216e-09,8.562780175555873e-14,6.567156418638268e-16,4.887570001987601e-06,1.4558899845283467e-11,0.00591294395130155,0.0003036331366717542,3.6805494919374395e-05,2.2901867226123973e-07,1.1168422477597061e-09,5.350781724241895e-09,5.474726959948538e-11,3.1872507268608e-12,3.972991541582789e-08,7.418839675215509e-06,1.7505531205155677e-10,3.8566829383058324e-07,5.950480140731909e-14,2.292017325412225e-11,1.055180638545118e-11,6.014018701926878e-15,6.183291278741645e-10,2.658916829811301e-13,4.1380748556578764e-18
2.257410762025648e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4460343227140553,0.11253688178207234,0.022664545570529056,1.0737104599541589e-11,7.784310320564124e-07,2.3138258410497896e-05,3.426058859553973e-06,2.622688822880257e-08,1.4365059270025264e-18,0.00019885668996692777,7.866925645436806e-17,0.00015183839726296436,8.997724141749464e-13,1.542585948105112e-09,8.697636846301475e-14,6.67562843312503e-16,4.943583496756259e-06,1.4781516861426894e-11,0.0059232477269406,0.00030466157035012777,3.6926309371891723e-05,2.3055231928602786e-07,1.1209682548017462e-09,5.369398485370415e-09,5.55399639934524e-11,3.2040053378269172e-12,4.0041325776327655e-08,7.452343674026729e-06,1.7655831438802942e-10,3.893056292770183e-07,6.033289169066634e-14,2.3271091394573108e-11,1.0683395686028647e-11,6.085722243586068e-15,6.206128388648106e-10,2.7083272732230975e-13,4.201241295057441e-18
2.2658124470738266e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4460228849606519,0.11252581690542705,0.02266397546931761,1.093463637527867e-11,7.906709971924379e-07,2.3339922406761562e-05,3.468667825553892e-06,2.651586544282858e-08,1.4658565880359554e-18,0.00019959338472630764,8.015183240885546e-17,0.0001522675876049219,9.100840011411275e-13,1.5726932161127106e-09,8.833981131089351e-14,6.785432163361895e-16,4.999951989150767e-06,1.5006680298061433e-11,0.005933498919658881,0.0003056889800472379,3.704650264109591e-05,2.320864242463443e-07,1.1250938582005252e-09,5.3880135798575724e-09,5.633984741144242e-11,3.2207871497738227e-12,4.0352863324025304e-08,7.4857762039245404e-06,1.7806644943651267e-10,3.9296181379474137e-07,6.116813146042924e-14,2.362602857250322e-11,1.0816021025636424e-11,6.157841994995402e-15,6.228963965476953e-10,2.7584606615576514e-13,4.265128730815473e-18
2.274214132122005e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4460115012201476,0.11251480411349608,0.022663405472057658,1.1134895121273287e-11,8.030377949194051e-07,2.3542492430595004e-05,3.51161133204995e-06,2.6806919421124542e-08,1.4956660721823595e-18,0.00020033004393113613,8.16566462316742e-17,0.00015269595646309067,9.204748248870405e-13,1.6032535478816543e-09,8.971821218484049e-14,6.896577810994106e-16,5.056675307344932e-06,1.523440943481891e-11,0.005943697796150285,0.0003067153647464506,3.7166077082457655e-05,2.3362095412787862e-07,1.129219057382693e-09,5.406627003458569e-09,5.7146937200155064e-11,3.237595670216907e-12,4.0664513720197116e-08,7.519136520781417e-06,1.7957968559271002e-10,3.966368152505502e-07,6.201053196759661e-14,2.3985015254575536e-11,1.0949684650157935e-11,6.230376368066171e-15,6.251798010391001e-10,2.8093246861715e-13,4.3297426075209335e-18
