Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),CO2X(24),C2H4(47),COX(50),CHOX(53),CH3X(55),C2H4X(215),C2H4X(70)
8.514263365047864e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44379283192134167,0.10153630033799871,0.017837593683162175,5.445180579480868e-07,0.003282868354637669,0.011417212969151073,0.006359775079596812,7.32336128982692e-05,2.781416516058328e-12,0.0025562048537292573,8.336431568614058e-11,0.000417293605717061,3.560734816926088e-09,0.00010052495061901432,4.824589760929929e-10,3.339120363273684e-11,0.00015629149382390456,4.836316053237868e-06,0.007310588259632002,6.678359425834394e-05,0.0002739886812104429,3.739902925512359e-07,1.1343645040356931e-08,6.125452261607327e-08,1.4779900057835914e-07,3.4159343944466373e-09,2.4393821807666164e-05,0.0006089695207855768,5.071741588538809e-08,0.0002285280616280877,1.93355966863807e-11,7.65318401356807e-06,1.9746393794154053e-08,1.3036927062836781e-11,7.938870903363286e-09,5.280431662700811e-07,1.367705368482073e-12
8.522598895105234e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44379195815026995,0.1015283830338642,0.017833122887857957,5.450874606030081e-07,0.003284678934357481,0.011432408360944144,0.0063673167426404635,7.323742886681247e-05,2.7909190409122806e-12,0.0025560103119701564,8.338118719730527e-11,0.0004173505971533811,3.560867481689625e-09,0.00010048823737837502,4.830974845528692e-10,3.3438535727268204e-11,0.0001560449332490031,4.844593807721844e-06,0.007310002603669965,6.665544860622674e-05,0.00027413147680572207,3.734646318641076e-07,1.1339938800758528e-08,6.125017434241505e-08,1.4788003145027957e-07,3.4255106168222057e-09,2.445000547216327e-05,0.0006100529572061081,5.0773880079390244e-08,0.0002288326320547063,1.933132676478209e-11,7.666283921405042e-06,1.9769771083064902e-08,1.3058268940536873e-11,7.938251088948265e-09,5.28989906007171e-07,1.3700436122006773e-12
8.530934425162605e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4437910835802468,0.10152046725031129,0.017828653215665173,5.456566686126488e-07,0.003286487361606706,0.011447603782784794,0.006374857325746489,7.324114489117263e-05,2.80044298421712e-12,0.002555815186883034,8.33978745315575e-11,0.0004174075652487972,3.5609967271173555e-09,0.00010045138230284526,4.837360403046823e-10,3.348585789539519e-11,0.00015579909417588354,4.852872204066634e-06,0.007309417050788495,6.652770855797385e-05,0.00027427418399020683,3.7294038720390034e-07,1.1336231120579607e-08,6.124581944708165e-08,1.4796096542568116e-07,3.435100963106493e-09,2.4506239864557963e-05,0.0006111367209247723,5.0830335276190925e-08,0.0002291372017233105,1.932706674519241e-11,7.679384845534215e-06,1.9793144891066213e-08,1.3079619523271029e-11,7.937629450918993e-09,5.299367430582247e-07,1.3723820257477242e-12
8.538436402214239e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.443790295786182,0.10151334434241072,0.01782463147079258,5.46168789679474e-07,0.003288113110488671,0.011461279683340235,0.006381642925968038,7.324440423104187e-05,2.809032862687225e-12,0.0025556390787953354,8.341273628337635e-11,0.0004174588165793147,3.5611101388781062e-09,0.00010041809211041986,4.843107807165965e-10,3.352843933828358e-11,0.0001555784536016093,4.860323303630424e-06,0.007308890141150391,6.641308778400144e-05,0.00027440254499242335,3.724697728227265e-07,1.1332892992445416e-08,6.124189446157378e-08,1.4803372336782394e-07,3.443744352412484e-09,2.4556894169507714e-05,0.0006121123877489584,5.088113725347973e-08,0.00022941131367934422,1.9323241149813225e-11,7.691176536781892e-06,1.981417833828307e-08,1.3098842480238007e-11,7.93706842760168e-09,5.307889787997397e-07,1.3744867414593104e-12
8.545938379265874e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44378950734878825,0.1015062226609771,0.0178206106353431,5.46680753603515e-07,0.003289737124642194,0.011474955599333926,0.006388427649159895,7.324758330447103e-05,2.8176401212235745e-12,0.0025554625042222157,8.342745000933182e-11,0.00041751004900578343,3.5612208077563627e-09,0.00010038468822933948,4.848855590641877e-10,3.3571012701153846e-11,0.00015535839318188877,4.8677749120743e-06,0.007308363314675403,6.629879272283892e-05,0.0002745308346187747,3.7200029634058513e-07,1.1329553726635612e-08,6.123796426443859e-08,1.481064032155916e-07,3.4523991852772285e-09,2.460758952593717e-05,0.0006130883190138678,5.093193192960835e-08,0.0002296854248400886,1.9319423493996424e-11,7.702969033771496e-06,1.9835208958890148e-08,1.3118072469116029e-11,7.93650594591325e-09,5.316412918649698e-07,1.3765915916042515e-12
8.553440356317508e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4437887182698582,0.10149910220355961,0.01781659070917545,5.471925606292806e-07,0.0032913594081996054,0.011488631526581892,0.006395211494248978,7.325068243604773e-05,2.826264774548827e-12,0.002555285465988279,8.344201625590603e-11,0.00041756126252919987,3.5613287463672223e-09,0.00010035117122364011,4.854603751723374e-10,3.3613577965411544e-11,0.00015513891090777093,4.8752270242160655e-06,0.007307836571206948,6.618482204633769e-05,0.0002746590529809435,3.715319534851304e-07,1.1326213336860962e-08,6.123402892715903e-08,1.4817900515355705e-07,3.4610654632464833e-09,2.4658325916027775e-05,0.0006140645144078398,5.0982719298259234e-08,0.00022995953512031374,1.9315613740822897e-11,7.714762328300194e-06,1.985623674955863e-08,1.3137309480852826e-11,7.935942014668446e-09,5.324936815484097e-07,1.3786965747126747e-12
8.560942333369142e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44378792855117316,0.10149198296771642,0.017812571692147963,5.477042110001625e-07,0.003292979965278493,0.011502307460920435,0.006401994460166659,7.325370194941968e-05,2.834906837373576e-12,0.0025551079669039333,8.345643556844099e-11,0.00041761245715056674,3.561433967281247e-09,0.00010031754165528827,4.860352288662567e-10,3.365613511257506e-11,0.00015492000477658723,4.88267963489973e-06,0.007307309910588942,6.607117443308982e-05,0.000274787200190284,3.710647400047494e-07,1.1322871836757162e-08,6.123008852080356e-08,1.4825152936562763e-07,3.469743187865772e-09,2.4709103322106164e-05,0.0006150409736230692,5.1033499353135614e-08,0.00023023364443520053,1.931181185190089e-11,7.726556412206632e-06,1.987726170697342e-08,1.3156553506398312e-11,7.935376642637629e-09,5.333461471479277e-07,1.3808016893221302e-12
8.568444310420777e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4437871381945028,0.10148486495101473,0.017808553584118668,5.482157049584387e-07,0.0032945987999817646,0.011515983398206031,0.006408776545848749,7.325664216729526e-05,2.8435663243963634e-12,0.0025549300097654566,8.347070849113531e-11,0.00041766363287089363,3.5615364830245964e-09,0.000100283800084187,4.866101199714861e-10,3.369868412427502e-11,0.0001547016727919473,4.890132738995414e-06,0.007306783332665774,6.59578485683888e-05,0.00027491527635782045,3.705986516684007e-07,1.1319529239885253e-08,6.122614311604708e-08,1.4832397603505188e-07,3.4784323606929897e-09,2.4759921726646357e-05,0.0006160176963555839,5.108427208796358e-08,0.00023050775270033893,1.9308017789354116e-11,7.738351277370796e-06,1.989828382783318e-08,1.3175804536709985e-11,7.934809838547078e-09,5.341986879647535e-07,1.3829069339775605e-12
8.575946287472411e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44378634720160576,0.1014777481510309,0.017804536384945235,5.487270427452748e-07,0.0032962159163976916,0.011529659334315231,0.006415557750235463,7.325950341144408e-05,2.852243250303678e-12,0.002554751597355064,8.348483556704102e-11,0.0004177147896911973,3.5616363060791503e-09,0.00010024994706818174,4.871850483138948e-10,3.374122498225374e-11,0.00015448391296373504,4.897586331399273e-06,0.007306256837282321,6.584484314419384e-05,0.0002750432815942435,3.7013368426228964e-07,1.1316185559732014e-08,6.122219278335302e-08,1.483963453444494e-07,3.487132983321447e-09,2.4810781112275746e-05,0.0006169946823052154,5.1135037496500925e-08,0.00023078185983172597,1.930423151692073e-11,7.750146915713861e-06,1.9919303108850025e-08,1.319506256277326e-11,7.934241611079103e-09,5.350513033034687e-07,1.3850123072312728e-12
8.583448264524045e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4437855555742296,0.10147063256535008,0.017800520094485003,5.49238224600732e-07,0.003297831318599968,0.01154333526514458,0.006422338072271418,7.326228600269754e-05,2.8609376297699665e-12,0.002554572732440979,8.34988173380604e-11,0.00041776592761250185,3.561733448882607e-09,0.0001002159831630664,4.877600137196792e-10,3.378375766836455e-11,0.0001542667233081039,4.905040407033391e-06,0.007305730424283938,6.573215685908806e-05,0.0002751712160099205,3.6966983359290525e-07,1.1312840809710297e-08,6.121823759278081e-08,1.4846863747578098e-07,3.495845057341638e-09,2.4861681461764935e-05,0.0006179719311755901,5.1185795572525573e-08,0.00023105596574576364,1.930045299673455e-11,7.761943319198054e-06,1.9940319546749558e-08,1.3214327575575e-11,7.933671968872255e-09,5.359039924719939e-07,1.387117807642919e-12
8.590950241575679e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44378476331411104,0.10146351819156645,0.01779650471259498,5.497492507637679e-07,0.0032994450106477646,0.011557011186610481,0.0064291175109055946,7.326499026094953e-05,2.869649477457635e-12,0.0025543934177774986,8.351265434494304e-11,0.00041781704663583936,3.5618279238286176e-09,0.00010018190892258929,4.883350160153623e-10,3.382628216457121e-11,0.0001540501018474725,4.912494960845707e-06,0.007305204093516458,6.561978841823931e-05,0.00027529907971489414,3.692070954878735e-07,1.1309495003159434e-08,6.121427761395233e-08,1.485408526103487e-07,3.504568584349775e-09,2.4912622758028737e-05,0.0006189494426741069,5.123654630983564e-08,0.00023133007035925686,1.9296682190854873e-11,7.773740479826527e-06,1.9961333138271047e-08,1.323359956610396e-11,7.93310092052168e-09,5.367567547815789e-07,1.3892234337794726e-12
8.598452218627314e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4437839704229751,0.10145640502728304,0.017792490239131823,5.502601214722387e-07,0.0033010569965857767,0.011570687094649137,0.006435896065091325,7.326761650515703e-05,2.8783788080170557e-12,0.0025542136561050597,8.352634712728255e-11,0.00041786814676224966,3.5619197432669127e-09,0.00010014772489845902,4.889100550277925e-10,3.386879845294741e-11,0.0001538340466105196,4.919949987809921e-06,0.0073046778448261915,6.55077365333665e-05,0.00027542687281887707,3.6874546579123156e-07,1.1306148153345615e-08,6.121031291631757e-08,1.486129909288385e-07,3.5133035659858056e-09,2.4963604984135872e-05,0.0006199272165119057,5.128728970226287e-08,0.0002316041735894114,1.9292919063549334e-11,7.78553838964319e-06,1.998234388016694e-08,1.3252878525382451e-11,7.932528474579167e-09,5.376095895467911e-07,1.391329184215192e-12
8.605954195678948e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44378317690253666,0.10144929307011188,0.0177884766739519,5.507708369629062e-07,0.0033026672804442824,0.011584362985216416,0.006442673733786276,7.327016505334074e-05,2.8871256360865712e-12,0.0025540334501503096,8.353989622351392e-11,0.00041791922799278133,3.562008919503406e-09,0.00010011343164035056,4.894851305841434e-10,3.3911306515676026e-11,0.00015361855563217897,4.927405482925404e-06,0.00730415167805993,6.539599992269893e-05,0.00027555459543126355,3.6828494036663476e-07,1.130280027346225e-08,6.12063435689458e-08,1.4868505261128651e-07,3.522050003885542e-09,2.5014628123296595e-05,0.0006209052524038596,5.1338025743659244e-08,0.00023187827535383213,1.9289163577607914e-11,7.797337040732603e-06,2.000335176920299e-08,1.3272164444434639e-11,7.931954639553356e-09,5.384624960855039e-07,1.3934350575316072e-12
8.613456172730582e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4437823827544987,0.1014421823176737,0.01778446401691121,5.512813974714409e-07,0.003304275866239189,0.011598038854287783,0.006449450515952417,7.32726362225859e-05,2.8958899762925025e-12,0.002553852802626172,8.355330217091041e-11,0.00041797029032849165,3.5620954648003185e-09,0.00010007902969591115,4.900602425119117e-10,3.3953806335048676e-11,0.00015340362695363447,4.934861441217106e-06,0.0073036255930649385,6.528457731093584e-05,0.0002756822476611279,3.6782551509963724e-07,1.1299451376630365e-08,6.12023696404131e-08,1.487570378370669e-07,3.530807899681244e-09,2.5065692158861606e-05,0.000621883550068556,5.138875442789322e-08,0.00023215237557052057,1.928541569498802e-11,7.809136425219807e-06,2.0024356802158444e-08,1.329145731427871e-11,7.931379423910154e-09,5.393154737188868e-07,1.3955410523174928e-12
8.620958149782217e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4437815879805546,0.10143507276759817,0.017780452267865458,5.517918032324216e-07,0.003305882757972091,0.011611714697858181,0.006456226410556008,7.327503032904286e-05,2.9046718432491507e-12,0.002553671716231909,8.35665655055808e-11,0.00041802133377044664,3.5621793913763046e-09,0.00010004451961076623,4.906353906389172e-10,3.399629789346504e-11,0.00015318925862231435,4.942317857735485e-06,0.007303099589688959,6.517346742921538e-05,0.00027580982961721663,3.6736718589133975e-07,1.1296101475898912e-08,6.119839119916621e-08,1.4882894678495274e-07,3.5395772550597164e-09,2.5116797074336392e-05,0.0006228621092282594,5.1439475748869575e-08,0.00023242647415787354,1.9281675380381432e-11,7.820936535270203e-06,2.0045358975825544e-08,1.3310757125973506e-11,7.930802836072724e-09,5.401685217713937e-07,1.397647167168835e-12
8.628460126833851e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4437807925823859,0.10142796441752364,0.01777644142667002,5.523020544793426e-07,0.003307487959630319,0.011625390511941947,0.006463001416567578,7.327734768792778e-05,2.913471251558804e-12,0.002553490193653195,8.357968676246659e-11,0.0004180723583197217,3.5622607114065616e-09,0.00010000990192852553,4.91210574793302e-10,3.403878117343233e-11,0.0001529754486918858,4.9497747275563955e-06,0.007302573667780203,6.506266901507445e-05,0.0002759373414079623,3.6690994866144185e-07,1.1292750584245229e-08,6.119440831331416e-08,1.4890077963307847e-07,3.5483580717043914e-09,2.5167942853366838e-05,0.000623840929608907,5.149018970051421e-08,0.0002327005710346807,1.9277942597393093e-11,7.83273736308941e-06,2.006635828700959e-08,1.3330063870582338e-11,7.93022488442168e-09,5.410216395707516e-07,1.3997534006888152e-12
8.635962103885485e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.443779996561664,0.10142085726509731,0.017772431493179936,5.528121514446188e-07,0.0033090914751869914,0.011639066292572714,0.006469775532961904,7.327958861352354e-05,2.922288215811745e-12,0.002553308237562174,8.359266647533924e-11,0.0004181233639774022,3.562339437022949e-09,9.997517719078889e-05,4.917857948035284e-10,3.408125615756468e-11,0.00015276219522224917,4.957232045781022e-06,0.007302047827187359,6.495218081240723e-05,0.0002760647831414843,3.664537993526445e-07,1.128939871457533e-08,6.119042105039678e-08,1.4897253655890959e-07,3.557150351281041e-09,2.5219129479734613e-05,0.0006248200109400921,5.1540896276764394e-08,0.00023297466612012263,1.9274217307874036e-11,7.844538900923135e-06,2.0087354732529263e-08,1.3349377539151032e-11,7.929645577295545e-09,5.418748264479504e-07,1.4018597514877878e-12
8.643464080937119e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4437791999200493,0.10141375130797502,0.017768422467249956,5.53322094359584e-07,0.0033106933086010713,0.011652742035803326,0.006476548758717986,7.328175341918043e-05,2.93112275058625e-12,0.002553125850617534,8.36055051767976e-11,0.000418174350744583,3.5624155803141205e-09,9.994034593715225e-05,4.923610504983793e-10,3.412372282858256e-11,0.00015254949627953172,4.964689807535783e-06,0.007301522067759586,6.48420015714363e-05,0.0002761921549255752,3.659987339224616e-07,1.1286045879724284e-08,6.118642947786162e-08,1.4904421773932528e-07,3.5659540955227424e-09,2.5270356937377367e-05,0.0006257993529550243,5.159159547159657e-08,0.0002332487593337692,1.927049947676981e-11,7.856341141057005e-06,2.0108348309216017e-08,1.336869812277389e-11,7.929064922990736e-09,5.427280817372317e-07,1.4039662181832405e-12
8.650966057988754e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44377840265919194,0.10140664654382134,0.017764414348734502,5.538318834544975e-07,0.003312293463817413,0.011666417737705704,0.006483321092819038,7.328384241731671e-05,2.939974870448602e-12,0.002552943035464567,8.361820339826515e-11,0.0004182253186223694,3.562489153325628e-09,9.990540870521374e-05,4.929363417069566e-10,3.416618116931226e-11,0.00015233734993608212,4.972148007972242e-06,0.007300996389346512,6.473213004867436e-05,0.0002763194568677182,3.6554474834549573e-07,1.1282692092456656e-08,6.118243366288922e-08,1.4911582335058235e-07,3.57476930616376e-09,2.5321625210372816e-05,0.0006267789553905227,5.1642287279010796e-08,0.00023352285059557735,1.9266789068645538e-11,7.868144075816471e-06,2.0129339013914104e-08,1.3388025612555952e-11,7.928482929761677e-09,5.435814047760771e-07,1.4060727993997834e-12
8.658468035040388e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44377760478073136,0.10139954297030954,0.017760407137487683,5.543415189585507e-07,0.003313891944766814,0.011680093394370797,0.006490092534252463,7.328585591941977e-05,2.948844589953091e-12,0.002552759794735232,8.363076166998761e-11,0.00041827626761187697,3.5625601680600376e-09,9.987036603057947e-05,4.935116682586807e-10,3.4208631162685245e-11,0.00015212575427046322,4.9796066422670245e-06,0.007300470791798233,6.462256500688022e-05,0.0002764466890750898,3.6509183862078853e-07,1.127933736546675e-08,6.11784336719945e-08,1.4918735356825662e-07,3.5835959849003637e-09,2.53729342829286e-05,0.0006277588179870083,5.169297169301157e-08,0.00023379693982588938,1.926308604530569e-11,7.879947697566644e-06,2.0150326843481096e-08,1.3407359999568683e-11,7.927899605821369e-09,5.444347949051986e-07,1.4081794937691286e-12
8.665970012092022e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44377680628629634,0.10139244058512147,0.017756400833363294,5.548510010998645e-07,0.0033154887553660706,0.011693769001908475,0.006496863082009822,7.328779423604671e-05,2.957731923642021e-12,0.0025525761310482256,8.364318052103026e-11,0.0004183271977142323,3.562628636477064e-09,9.983521844686957e-05,4.940870299832894e-10,3.425107279173766e-11,0.0001519147073674464,4.987065705621733e-06,0.007299945274965319,6.451330521503255e-05,0.0002765738516545414,3.6464000076174013e-07,1.1275981711378993e-08,6.117442957162321e-08,1.492588085673512e-07,3.592434133510368e-09,2.5424284139409693e-05,0.0006287389404884552,5.1743648707645335e-08,0.00023407102694543064,1.9259390371738063e-11,7.891751998712161e-06,2.0171311794787147e-08,1.3426701274939844e-11,7.927314959341322e-09,5.452882514685274e-07,1.4102862999300454e-12
8.673471989143657e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4437760071775055,0.10138533938594756,0.01775239543621485,5.553603301054947e-07,0.0033170838995180254,0.011707444556447408,0.0065036327350868365,7.328965767682516e-05,2.966636886045713e-12,0.0025523920470090443,8.365546047927572e-11,0.00041837810893057296,3.562694570493681e-09,9.979996648572416e-05,4.94662426710837e-10,3.429350603960967e-11,0.00015170420731800452,4.994525193262862e-06,0.007299419838698802,6.4404349448294e-05,0.0002767009447126176,3.6418923079666884e-07,1.1272625142748445e-08,6.117042142806294e-08,1.4933018852227005e-07,3.601283753783544e-09,2.547567476432208e-05,0.0006297193226423864,5.179431831698695e-08,0.00023434511187530802,1.9255702013579915e-11,7.903556971697059e-06,2.019229386471486e-08,1.3446049429819918e-11,7.92672899845159e-09,5.461417738132028e-07,1.4123932165283482e-12
8.680973966195291e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44377520745596694,0.10137823937048689,0.017748390945895528,5.558695062014412e-07,0.003318677381111621,0.011721120054135014,0.00651040149248335,7.329144655045425e-05,2.9755594916825164e-12,0.0025522075452100467,8.366760207142133e-11,0.0004184290012620479,3.562757981984229e-09,9.97646106768092e-05,4.952378582716937e-10,3.433593088954502e-11,0.00015149425221930483,5.001985100441697e-06,0.00729889448285018,6.429569648796412e-05,0.0002768279683555655,3.637395247800821e-07,1.1269267672060953e-08,6.116640930681869e-08,1.494014936067183e-07,3.6101448474434383e-09,2.552710614229445e-05,0.0006306999641998725,5.184498051510659e-08,0.000234619194537008,1.9252020932723745e-11,7.91536260900463e-06,2.021327305016013e-08,1.346540445530413e-11,7.926141731241468e-09,5.469953612895609e-07,1.4145002422168878e-12
8.688475943246925e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44377440712327854,0.10137114053644701,0.017744387362258224,5.563785296126443e-07,0.00332026920402195,0.011734795491137335,0.006517169353203315,7.329316116470538e-05,2.984499755058808e-12,0.002552022628230518,8.367960582297697e-11,0.0004184798747098176,3.5628188827805477e-09,9.972915154782265e-05,4.958133244965443e-10,3.437834732489035e-11,0.00015128484017470253,5.009445422434255e-06,0.007298369207271423,6.418734512145515e-05,0.00027695492268930657,3.6329087878089595e-07,1.1265909311733548e-08,6.116239327332383e-08,1.4947272399383938e-07,3.619017416309503e-09,2.5578578258113998e-05,0.0006316808649154759,5.189563529611848e-08,0.00023489327485239444,1.9248347093962784e-11,7.92716890315729e-06,2.0234249348031294e-08,1.3484766342550184e-11,7.92555316575939e-09,5.478490132511247e-07,1.4166073756554932e-12
8.695977920298559e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44377360618102774,0.10136404288154398,0.017740384685155534,5.568874005629887e-07,0.003321859372110307,0.011748470863638965,0.006523936316254785,7.329480182642315e-05,2.993457690668998e-12,0.002551837298636736,8.369147225826267e-11,0.0004185307292750544,3.5628772846720918e-09,9.969358962450017e-05,4.963888252163875e-10,3.4420755329094704e-11,0.00015107596929373336,5.016906154541179e-06,0.007297844011814953,6.407929414226002e-05,0.00027708180781945866,3.6284328887992874e-07,1.1262550074114955e-08,6.115837339301091e-08,1.4954387985620996e-07,3.6279014622334763e-09,2.5630091096711602e-05,0.0006326620245472452,5.1946282654173476e-08,0.00023516735274370726,1.924468046405667e-11,7.938975846716438e-06,2.025522275524876e-08,1.3504135082759082e-11,7.924963310012847e-09,5.487027290545936e-07,1.418714615510966e-12
8.703479897350194e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44377280463079194,0.10135694640350239,0.017736382914439738,5.573961192753139e-07,0.0033234478892242357,0.011762146167842944,0.006530702380649867,7.329636884152623e-05,3.002433312995541e-12,0.0025516515589820332,8.370320190040649e-11,0.000418581564958943,3.562933199406041e-09,9.965792543062124e-05,4.969643602625355e-10,3.446315488570901e-11,0.00015086763769210605,5.024367292087655e-06,0.0072973188963336615,6.397154234990136e-05,0.00027720862385135115,3.6239675118615866e-07,1.1259189971485785e-08,6.115434973039691e-08,1.4961496136568456e-07,3.636796986963073e-09,2.568164464313222e-05,0.0006336434428567257,5.199692258340608e-08,0.00023544142813356004,1.924102100519818e-11,7.950783432282338e-06,2.0276193268746184e-08,1.3523510667048442e-11,7.92437217196919e-09,5.495565080598316e-07,1.4208219604570744e-12
8.710981874401828e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4437720024741384,0.10134985110005523,0.017732382049962834,5.579046859714119e-07,0.0033250347591975873,0.01177582139997067,0.006537467545404738,7.32978625150083e-05,3.011426636508934e-12,0.0025514654118068574,8.371479527134224e-11,0.0004186323817626804,3.5629866386874214e-09,9.962215948801504e-05,4.97539929466613e-10,3.450554597838543e-11,0.00015065984349169498,5.031828830423339e-06,0.007296793860680904,6.386408854990827e-05,0.00027733537088998867,3.6195126182383674e-07,1.1255829016058827e-08,6.115032234988168e-08,1.496859686935603e-07,3.645703992353968e-09,2.57332388825799e-05,0.0006346251196088936,5.204755507799531e-08,0.00023571550094493837,1.923736868175285e-11,7.962591652493958e-06,2.029716088546958e-08,1.354289308660025e-11,7.923779759555612e-09,5.504103496298573e-07,1.4229294091744925e-12
8.717733653748299e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44377128001595006,0.10134346632936415,0.017728782046645318,5.583622662064938e-07,0.0033264615370260883,0.011788129044152136,0.006543555423681854,7.329914436538873e-05,3.019535774135983e-12,0.002551297533008545,8.372511322371584e-11,0.00041867810074451426,3.5630326271690444e-09,9.958988357423252e-05,4.980579708164008e-10,3.454369071169704e-11,0.00015047328664205697,5.038544553776362e-06,0.007296321396725983,6.376763393097714e-05,0.00027744938432207187,3.615512145236058e-07,1.1252803437072179e-08,6.114669458203907e-08,1.4974981200454156e-07,3.6537301147557862e-09,2.577970847851116e-05,0.000635508849462854,5.209311796173484e-08,0.00023596216420722918,1.9234087664894063e-11,7.973219587253711e-06,2.031602926126405e-08,1.356034310112052e-11,7.923245505316255e-09,5.511788600118421e-07,1.4248262006597708e-12
8.72448543309477e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4437705570689531,0.10133708250662428,0.017725182777152883,5.588197236474553e-07,0.0033278869865407683,0.011800436624177055,0.006549642571745221,7.330036727639173e-05,3.0276592719679715e-12,0.002551129327999998,8.373532159701138e-11,0.000418723804435296,3.563076628454939e-09,9.955752604276586e-05,4.985760395756716e-10,3.4581828564282814e-11,0.00015028716221062704,5.045260594665788e-06,0.0072958489972074995,6.367141886080385e-05,0.0002775633420305653,3.6115201043933324e-07,1.1249777185965786e-08,6.1143063901443e-08,1.4981359549074546e-07,3.6617655393510593e-09,2.5826211013323286e-05,0.0006363927883012994,5.213867481451141e-08,0.00023620882526325054,1.923081237490176e-11,7.983848024833404e-06,2.0334895285998355e-08,1.3577798638672051e-11,7.922710230948003e-09,5.519474200979595e-07,1.426723074184669e-12
8.73123721244124e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4437698336342689,0.1013306996302005,0.017721584241377025,5.592770584538253e-07,0.0033293111105082494,0.011812744137328609,0.006555728988885969,7.330153146843956e-05,3.0357971405290773e-12,0.002550960798606686,8.374542076922917e-11,0.00041876949283592543,3.5631186509909533e-09,9.952508727000017e-05,4.990941356223253e-10,3.461995952443348e-11,0.0001501014688410311,5.051976949752002e-06,0.007295376662019505,6.357544248095196e-05,0.00027767724409139525,3.6075364678884924e-07,1.1246750271503384e-08,6.113943035402904e-08,1.4987731927572614e-07,3.66981026746852e-09,2.5872746476506214e-05,0.0006372769359600027,5.218422563210685e-08,0.00023645548405762468,1.92275427837425e-11,7.99447695994676e-06,2.0353758957472276e-08,1.3595259692796671e-11,7.922173942147195e-09,5.527160294303611e-07,1.4286200288016967e-12
8.737988991787711e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44376910971301275,0.10132431769846294,0.017717986439209063,5.597342707844494e-07,0.0033307339116862887,0.011825051580901807,0.006561814674397843,7.330263716134999e-05,3.043949390335649e-12,0.0025507919466457854,8.375541111758087e-11,0.00041881516594731064,3.5631587031955752e-09,9.94925676310557e-05,4.996122588344644e-10,3.46580835805048e-11,0.0001499162051809209,5.058693615711235e-06,0.007294904391056345,6.347970393685841e-05,0.0002777910905802779,3.603561207822883e-07,1.1243722702405356e-08,6.11357939865889e-08,1.4994098348283286e-07,3.677864300598665e-09,2.5919314857669265e-05,0.0006381612922769244,5.2229770410380354e-08,0.00023670214053521317,1.9224278869667666e-11,8.005106387332553e-06,2.0372620273492203e-08,1.3612726257196811e-11,7.921636644583495e-09,5.534846875532425e-07,1.4305170635678209e-12
