Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),CO2X(24),H2X(49),O(29),CH3X(55),C2H4(47),OH(D)X(68),COX(50),CH4OX(63),CHOX(53),C2H6X(52),C2H4X(222),CH2(T)(34),C2H4X(70),CH2O2(186),acetyl(44),CH2OX(54),C2H3X(221),CH2OH(40),C2H2X(298),C2HX(305),C2H3X(69),C2H3(46),C2H2(348),C2H2(372),C2H2X(373),C2H2X(336)
8.607095262057526e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230300473760515,0.11866574202881276,0.02282150627668284,3.9202010564278073e-28,2.366386248589111e-18,2.769706536290221e-12,1.3133067213586858e-17,1.5381099143529563e-18,5.784796957472535e-21,7.596781332600055e-08,8.517233028281526e-36,7.595497540696463e-08,7.585957339440149e-25,6.686142448993879e-23,2.0938770304168095e-29,9.538214071033396e-31,1.0019681889302201e-13,4.145871815883738e-23,4.1475434822619226e-06,1.2283208354773754e-07,1.1971222552407587e-09,5.2799646209250884e-14,2.028706889553525e-13,2.558816787233577e-10,3.6126676798168674e-19,1.1725617933988185e-13,5.210158991767939e-13,2.329868289944875e-10,1.7347709489115363e-18,6.833870251042656e-27,9.095306408439495e-17,1.0059238785118556e-13,1.4717533994909625e-13,5.209629780282782e-22,1.446321020773793e-19,1.1168096847950373e-23,2.650716856428435e-28,1.8516575113479343e-27,9.820501937604597e-24,4.230377219983118e-27,1.3494933168866272e-16,1.1547919534748888e-29,1.3695604529993872e-24,1.735441329586298e-30,3.771444219222056e-26,3.4394165658118135e-22,4.973763003912666e-29,2.04768294349639e-25,1.1158964131050956e-25,7.793229203212361e-30,3.560502214249769e-30,1.275585964916078e-31,1.3969595638597353e-35,5.3602572128037095e-37,3.07934980384725e-33
8.86750592811306e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523028755052632,0.11866561426389786,0.022821504418522785,4.660553364026726e-28,2.5902615838405537e-18,2.9397912751505875e-12,1.4711982068497522e-17,1.6815827026996687e-18,6.305374097477989e-21,7.826631085612955e-08,1.0179501491373523e-35,7.825272520162367e-08,8.541265809698147e-25,7.373538842431383e-23,2.3837481459050514e-29,1.1032894975846672e-30,1.0636281083554292e-13,4.5521427442977344e-23,4.27299509738883e-06,1.265483686923695e-07,1.2467691205344179e-09,5.538902001473312e-14,2.1289897902351532e-13,2.5918207673422196e-10,3.8282984131197137e-19,1.187694613729089e-13,5.277609815415327e-13,2.4446377183831083e-10,1.880723730161508e-18,7.868775802202828e-27,9.945582630362567e-17,1.0674222794334172e-13,1.5376426008560487e-13,5.540895866119031e-22,1.5628804997234303e-19,1.282057251140933e-23,2.9902279386562276e-28,2.092774973610596e-27,1.1060810132629772e-23,4.660218967727214e-27,1.4323937297821256e-16,1.269495326904404e-29,1.4479776760955838e-24,2.0232445743263616e-30,4.2368586904299727e-26,3.536720718088141e-22,5.663356392574327e-29,2.105713560669523e-25,1.1900872802756107e-25,8.835754541987907e-30,4.056167999473874e-30,1.500848745920894e-31,1.6677135499528205e-35,6.509750530321879e-37,3.60883044617606e-33
9.127916594168594e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523027462744637,0.11866548650096263,0.022821502560363634,5.511061971924825e-28,2.8275837819093062e-18,3.11494174178431e-12,1.64213941803383e-17,1.8337005059676567e-18,6.855290169090217e-21,8.056481055627465e-08,1.2103437865540232e-35,8.055045772738657e-08,9.583808186954459e-25,8.105406910932916e-23,2.703790007682644e-29,1.2704167167941195e-30,1.1271335794073139e-13,4.981715988657924e-23,4.39844473014653e-06,1.3026465137435e-07,1.2968579062092124e-09,5.801203168944598e-14,2.230562031085277e-13,2.6233889562431993e-10,4.048050423562316e-19,1.2021690955872035e-13,5.342129849212631e-13,2.560850260725177e-10,2.0335149898865143e-18,9.020106112597867e-27,1.084723590193882e-16,1.1307449499618462e-13,1.603998223286056e-13,5.879231142251434e-22,1.6846478768829737e-19,1.4651509508316062e-23,3.359418251835822e-28,2.3559220113842535e-27,1.2414928164917416e-23,5.116836869282934e-27,1.517765492031976e-16,1.3908830335929935e-29,1.5283330227212252e-24,2.3470426416257505e-30,4.7434360493879073e-26,3.6310693338812117e-22,6.422105698923587e-29,2.161984276000997e-25,1.2659627188364719e-25,9.975654891020089e-30,4.6013980892966275e-30,1.7569103949083844e-31,1.9795096211499236e-35,7.858631040070995e-37,4.20786509587298e-33
9.388327260224128e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230261704522545,0.11866535874000703,0.022821500702205393,6.4839034734284215e-28,3.0787110128776397e-18,3.295157792501339e-12,1.826730230418955e-17,1.9947157088127127e-18,7.435259019697041e-21,8.286331233651319e-08,1.432094434537979e-35,8.284817298570296e-08,1.0718703611819e-24,8.882917144388695e-23,3.0561614946083614e-29,1.4566372371119855e-30,1.1924848556581732e-13,5.434870169170917e-23,4.523892380566252e-06,1.3398093159488498e-07,1.3473698130013337e-09,6.0667452933674e-14,2.3333685992759305e-13,2.6535849412024396e-10,4.2717671341248544e-19,1.2160143949953644e-13,5.403848986161865e-13,2.6784431563936576e-10,2.1932003493363044e-18,1.0296573019058015e-26,1.1801770062807344e-16,1.1958918709965986e-13,1.6707885743131916e-13,6.224309264140786e-22,1.811663134133836e-19,1.6673174293633204e-23,3.759652424991755e-28,2.6422604192484e-27,1.3889600196898787e-23,5.600782945682479e-27,1.6056086334803026e-16,1.5190387339603256e-29,1.61061357549766e-24,2.7099238556401785e-30,5.293453569009123e-26,3.7224854595834956e-22,7.254361506783357e-29,2.2165087060281978e-25,1.343446495290446e-25,1.1218015957875364e-29,5.1992183046582e-30,2.04679430276859e-31,2.3368872240338136e-35,9.433674868323522e-37,4.882828853179797e-33
9.648737926279662e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523024878175661,0.11866523098103099,0.02282149884404806,7.592149265059711e-28,3.3439990004468675e-18,3.4804392869288468e-12,2.025575201555919e-17,2.1648807059754575e-18,8.045989824901102e-21,8.516181611083836e-08,1.686674533559861e-35,8.514587097796773e-08,1.195121350502556e-24,9.707219579370683e-23,3.4431086896686747e-29,1.6634499285558824e-30,1.259682180994114e-13,5.911852430630128e-23,4.649338048679219e-06,1.3769720935511892e-07,1.3982868742032218e-09,6.33541180518405e-14,2.437356829203362e-13,2.6824694933625274e-10,4.499298794727222e-19,1.2292583767235135e-13,5.462891396419485e-13,2.797356424289209e-10,2.3598314946166e-18,1.170721167079601e-26,1.2810688689625597e-16,1.2628630234382853e-13,1.7379841148466485e-13,6.575811044415921e-22,1.9439637391460317e-19,1.889817468304344e-23,4.192291783337916e-28,2.9529647144178964e-27,1.5491763497449186e-23,6.112583391773828e-27,1.6959231838765749e-16,1.6540369082971607e-29,1.6948069689395694e-24,3.115121936749554e-30,5.88924251485234e-26,3.811000406391013e-22,8.164583829508533e-29,2.2693053910306255e-25,1.4224642441316012e-25,1.2567941742707583e-29,5.852712168871649e-30,2.3737046751291465e-31,2.7447021831024863e-35,1.126423822296792e-36,5.6404224441074997e-33
9.909148592335197e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230235859150275,0.11866510322403452,0.022821496985891643,8.849798052482724e-28,3.623801129816447e-18,3.670786087864339e-12,2.239283237903218e-17,2.3444479038626043e-18,8.688187288106298e-21,8.746032179699038e-08,1.977854789775502e-35,8.744355170552365e-08,1.3286741299539893e-24,1.0579444879650693e-22,3.8669657095382985e-29,1.8924188433197675e-30,1.3287257901085633e-13,6.412879512935863e-23,4.774781734516668e-06,1.4141348465613828e-07,1.4495919187918837e-09,6.607092072484585e-14,2.5424763023394266e-13,2.710100692462789e-10,4.730502308918063e-19,1.24192767147958e-13,5.519375780621616e-13,2.917532739693568e-10,2.5334564198652055e-18,1.3261378591180947e-26,1.387549509707548e-16,1.331658388188635e-13,1.8055573128537967e-13,6.9334249767248665e-22,2.081584804718214e-19,2.1339449871171857e-23,4.658693117739507e-28,3.289221102567265e-27,1.7228548397134923e-23,6.652739170461929e-27,1.7887091728797297e-16,1.7959431618823863e-29,1.7809013659085994e-24,3.566016879347413e-30,6.533187768000804e-26,3.896652656513256e-22,9.157340094596901e-29,2.3203971905896747e-25,1.5029436473248626e-25,1.403054640357592e-29,6.565017597002865e-30,2.74102984786929e-31,3.2081347926131597e-35,1.3382408441053496e-36,6.48767317877847e-33
1e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523023135078226,0.11866505865296588,0.022821496337623,9.326443650351852e-28,3.7248976644747106e-18,3.7383856171947755e-12,2.3174511842387637e-17,2.4093536556663554e-18,8.919768652630433e-21,8.8262219021934e-08,2.0887957829476791e-35,8.824515662368741e-08,1.3777933899738876e-24,1.0895226153267104e-22,4.023968309144577e-29,1.977812469434064e-30,1.353248013922808e-13,6.593369608989433e-23,4.818545740629583e-06,1.4271000870734683e-07,1.4675793373731268e-09,6.702564809148673e-14,2.5794073382466153e-13,2.7194559858126223e-10,4.812002612502248e-19,1.2462172039487956e-13,5.538501058873384e-13,2.959746569248581e-10,2.595684154917634e-18,1.3839137083385526e-26,1.4260409143740327e-16,1.356088766404704e-13,1.8292161580624804e-13,7.0595704301894075e-22,2.1308557014416806e-19,2.224447794044125e-23,4.829603211655e-28,3.4127658927539924e-27,1.786749283464363e-23,6.847947731510184e-27,1.8216616377985677e-16,1.847087259013941e-29,1.8113829562364246e-24,3.7347216191761446e-30,6.76962433253961e-26,3.9258692583738798e-22,9.523968064763475e-29,2.337825596844473e-25,1.5313520187484609e-25,1.4568271812248682e-29,6.827949089462541e-30,2.879343818207477e-31,3.3839080465601003e-35,1.419541636465202e-36,6.805700914561548e-33
1.0169559258390731e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523022293670517,0.11866497546901758,0.022821495127736152,1.027180815274476e-27,3.91846855269035e-18,3.866198061135242e-12,2.4684672823475595e-17,2.533669721879969e-18,9.36255183158924e-21,8.975882931629508e-08,2.3097206502953474e-35,8.97412151696635e-08,1.4730832174052916e-24,1.1500705440419343e-22,4.330155509376655e-29,2.145173665638936e-30,1.3996159089703395e-13,6.93813884684703e-23,4.900223438109837e-06,1.4512975749897416e-07,1.5012685361987726e-09,6.881681095039264e-14,2.648678751355717e-13,2.7365340460360947e-10,4.965241042544212e-19,1.2540477305676647e-13,5.573415524950607e-13,3.0389173167109527e-10,2.7141196568453086e-18,1.4968749577477284e-26,1.4997692338826385e-16,1.4022779461504517e-13,1.873482506983347e-13,7.29684764041702e-22,2.224559237996079e-19,2.4010260438334115e-23,5.160207612063893e-28,3.6522265037611045e-27,1.910727824459657e-23,7.221726643954212e-27,1.8839666300621088e-16,1.944814538317953e-29,1.86888543507133e-24,4.066135740698648e-30,7.227727463202123e-26,3.9794867494542853e-22,1.0237303235195715e-28,2.369810580908644e-25,1.5848144938826655e-25,1.5610946479287805e-29,7.339323636828669e-30,3.1523454082431864e-31,3.7326975300159474e-35,1.5823157681701487e-36,7.431935402749343e-33
1.0429969924446265e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523021001442286,0.11866484771598014,0.022821493269581588,1.187412957733762e-27,4.2283502891525894e-18,4.066675075464736e-12,2.713744021202129e-17,2.732798593543629e-18,1.00697797794181e-20,9.205733859350913e-08,2.686689208078916e-35,9.203886137163243e-08,1.62891727877172e-24,1.247209650688471e-22,4.8351906643613486e-29,2.4234101291327253e-30,1.4723527552676167e-13,7.487789666524549e-23,5.025663159489967e-06,1.488460278846054e-07,1.553301042624101e-09,7.159079214252226e-14,2.7559179683386464e-13,2.7618226033263673e-10,5.203384619421294e-19,1.2656428781133994e-13,5.625119008388827e-13,3.161457795757194e-10,2.9018624914059607e-18,1.6839317456942668e-26,1.61787832084572e-16,1.4747216782275796e-13,1.941735779456218e-13,7.6657840204941615e-22,2.3729178802119827e-19,2.692417837827976e-23,5.698179919698749e-28,4.0431876394444084e-27,2.113546936388696e-23,7.81999823448498e-27,1.981695584913228e-16,2.1006998385612864e-29,1.958748329317687e-24,4.6191533478176184e-30,7.975352641619954e-26,4.059552302868352e-22,1.1409249890166894e-28,2.4175750456217145e-25,1.6680087291477772e-25,1.7314253471698e-29,8.178867266631411e-30,3.61141712478574e-31,4.3242423915810323e-35,1.862449910377569e-36,8.480890464018532e-33
1.0690380590501799e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230197092304836,0.11866471996492214,0.022821491411427954,1.367373588234504e-27,4.5537933262253245e-18,4.272217002343501e-12,2.975733609567453e-17,2.9420869673931487e-18,1.0810563532566495e-20,9.435584955667189e-08,3.1135265354952096e-35,9.433649031262997e-08,1.7967591015999355e-24,1.3494697299171004e-22,5.384674129382957e-29,2.728890403657973e-30,1.5469365388290243e-13,8.06196413147759e-23,5.151100898688304e-06,1.5256229581396118e-07,1.6056744488467207e-09,7.439191838202875e-14,2.8641497169209855e-13,2.7860170641605157e-10,5.444808708187504e-19,1.2767363609867656e-13,5.674589860355563e-13,3.285104136068113e-10,3.0967231672810205e-18,1.8883389714774488e-26,1.7420270240338974e-16,1.548989565324868e-13,2.0102948375941405e-13,8.039947770423916e-22,2.526689637549108e-19,3.009507717599439e-23,6.273947380450408e-28,4.463320172891161e-27,2.3320831012601387e-23,8.447983107865286e-27,2.0818960668433837e-16,2.2636399434347836e-29,2.0504796651018313e-24,5.228892928902317e-30,8.778606917574681e-26,4.136903277955931e-22,1.2678058713559695e-28,2.463722699331081e-25,1.7524605808901343e-25,1.914556678738249e-29,9.086930254290245e-30,4.122203689541736e-31,4.988967852051079e-35,2.182764537054171e-36,9.642546218501979e-33
1.0950791256557333e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230184170352494,0.11866459221584356,0.022821489553275263,1.568865577358047e-27,4.895142712988225e-18,4.482823715907157e-12,3.2550594140019905e-17,3.1617873077285514e-18,1.158559173655592e-20,9.665436213696355e-08,3.595365445602092e-35,9.663410199381203e-08,1.977205568753449e-24,1.4569572136554524e-22,5.981299978250232e-29,3.0634434535915188e-30,1.6233674620230822e-13,8.660768451617774e-23,5.276536655736097e-06,1.5627856128792356e-07,1.6583744294740182e-09,7.721929180985837e-14,2.9733316481624967e-13,2.8091658829985976e-10,5.689394803750923e-19,1.2873503965181543e-13,5.72192706304634e-13,3.4098085131124335e-10,3.2987370785178867e-18,2.111158600919723e-26,1.8723655710480116e-16,1.6250815883481365e-13,2.0791389033982612e-13,8.419061385650815e-22,2.6859016036956454e-19,3.353712196142742e-23,6.888839369039738e-28,4.9138479033126304e-27,2.5671265340655256e-23,9.106087874126474e-27,2.1845681051871067e-16,2.4336681376616187e-29,2.1440695026646045e-24,5.899326675421349e-30,9.640086158675696e-26,4.211597186531373e-22,1.404870879361836e-28,2.508287788934183e-25,1.8381065654780658e-25,2.11099670368064e-29,1.0066836081395171e-29,4.688859276353618e-31,5.73342545124472e-35,2.5477169326636578e-36,1.0925236096733079e-32
1.1211201922612867e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230171248567214,0.1186644644687444,0.022821487695123502,1.793800445609838e-27,5.252741652191809e-18,4.698495092819129e-12,3.5523477715109764e-17,3.3921520951906042e-18,1.2395549441945875e-20,9.895287626856932e-08,4.1377236802012615e-35,9.893169641629297e-08,2.170867632188159e-24,1.5697771555075624e-22,6.627854123681646e-29,3.4289653693490646e-30,1.701645720137092e-13,9.284284009752191e-23,5.401970430664598e-06,1.599948243073298e-07,1.7113872935378355e-09,8.007206015600579e-14,3.0834232200195723e-13,2.831315368375956e-10,5.937030006082932e-19,1.2975062180845943e-13,5.767225207031121e-13,3.535525220390145e-10,3.5079369509179505e-18,2.353483558859464e-26,2.009044163733563e-16,1.7029977282041436e-13,2.148248610630372e-13,8.802856310634897e-22,2.8505791746180754e-19,3.726475976205454e-23,7.544176766496222e-28,5.3960020169812216e-27,2.819486734958034e-23,9.794697300026088e-27,2.2897117292064606e-16,2.6108104337320946e-29,2.2395083270976963e-24,6.634576240504621e-30,1.056243817877369e-25,4.283694338306077e-22,1.552627818082765e-28,2.5513061945347312e-25,1.924885448211045e-25,2.3212509687550306e-29,1.1121946935449682e-29,5.315735919104689e-31,6.564526011489407e-35,2.9621166695914845e-36,1.233761775438874e-32
1.1471612588668402e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230158326950304,0.11866433672362461,0.022821485836972688,2.04420147187955e-27,5.626931588338568e-18,4.9192310121587105e-12,3.86822776391407e-17,3.633433827202091e-18,1.3241118257976747e-20,1.0125139188854933e-07,4.746522523722895e-35,1.0122927358114728e-07,2.37837028680901e-24,1.6880333413453178e-22,7.327215019288874e-29,3.8274196738423664e-30,1.781771501736552e-13,9.932568476563563e-23,5.527402223505063e-06,1.6371108487297494e-07,1.764699956389872e-09,8.294941439681295e-14,3.194385620250716e-13,2.8525097779413936e-10,6.187606798586942e-19,1.307224118687806e-13,5.810574762591038e-13,3.6622105755528214e-10,3.724353012547344e-18,2.6164374622411906e-26,2.1522129782582146e-16,1.7827379658005564e-13,2.217605908887165e-13,9.191073020719962e-22,3.0207461560483603e-19,4.129270987448388e-23,8.24127154590954e-28,5.9110203856687815e-27,3.0899924852225744e-23,1.051417502878039e-26,2.3973269680942047e-16,2.795085894127246e-29,2.3367870302175916e-24,7.438913178879305e-30,1.1548362443186407e-25,4.353257362333325e-22,1.7115942523972852e-28,2.592815212713427e-25,2.0127383347297784e-25,2.545821906684678e-29,1.2255660772642775e-29,6.007385714089264e-31,7.489545490582469e-35,3.431142065209738e-36,1.388867132897869e-32
1.1732023254723936e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230145405502986,0.11866420898048417,0.02282148397882282,2.322206774603976e-27,6.018052292237069e-18,5.145031355314056e-12,4.2033310066990466e-17,3.885885018286056e-18,1.412297649965744e-20,1.0354990893671432e-07,5.428105841992067e-35,1.0352683348941143e-07,2.600352544399843e-24,1.8118283983012238e-22,8.082354344690829e-29,4.2608376054781076e-30,1.8637449890061147e-13,1.0605656914053347e-22,5.65283203428875e-06,1.674273429856138e-07,1.8182999128612052e-09,8.585058653397349e-14,3.306181692611408e-13,2.872791409286295e-10,6.441022827854434e-19,1.3165234926120018e-13,5.852062144590098e-13,3.7898228308761303e-10,3.948013154634514e-18,2.901174345749257e-26,2.3020221651860144e-16,1.8643022820459198e-13,2.287193974192623e-13,9.583461040497352e-22,3.1964248641482218e-19,4.563595437285408e-23,8.981426464212585e-28,6.460146910472285e-27,3.379491843276222e-23,1.1264864303187652e-26,2.507413850976816e-16,2.986506950619703e-29,2.4358968932135437e-24,8.316759333222798e-30,1.2600609785674959e-25,4.420350675493157e-22,1.8822973812751687e-28,2.6328532364767144e-25,2.101608660399888e-25,2.7852082707575623e-29,1.3471408453154548e-29,6.768562850759215e-31,8.516130475686939e-35,3.960356811762605e-36,1.5587697324691715e-32
1.199243392077947e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523013248422645,0.11866408123932301,0.022821482120673905,2.6300723649413617e-27,6.426441942059528e-18,5.375896005879958e-12,4.558291451521278e-17,4.1497582002754055e-18,1.5041799328577296e-20,1.058484273555062e-07,6.189259544930236e-35,1.0582437614208555e-07,2.8374674076193956e-24,1.9412639018027694e-22,8.896337674834809e-29,4.731318379209268e-30,1.9475663580730354e-13,1.1303562863830236e-22,5.778259863046923e-06,1.7114359864596298e-07,1.8721752115974748e-09,8.877484748888165e-14,3.418775866198049e-13,2.892200686751045e-10,6.697180686268266e-19,1.3254228752147693e-13,5.891769905087876e-13,3.918322087566798e-10,4.178943083411239e-18,3.20887838123584e-26,2.458621849548485e-16,1.9476906578496284e-13,2.356997125665735e-13,9.979778904084894e-22,3.3776362197843565e-19,5.0309728769514873e-23,9.765934851921393e-28,7.044630918366518e-27,3.688852140690058e-23,1.204708868863306e-26,2.6199724069173736e-16,3.185079719557899e-29,2.536829570032956e-24,9.272687171473334e-30,1.3721982136669848e-25,4.485039888298184e-22,2.065273922510724e-28,2.671459324789236e-25,2.1914420747321886e-25,3.0399046030936604e-29,1.4772650950501355e-29,7.604225475094266e-31,9.652303324175593e-35,4.555726764970587e-36,1.744431414699292e-32
1.2252844586835004e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230119563121823,0.11866395350014114,0.022821480262525944,2.9701751713727078e-27,6.852437200954952e-18,5.61182484956011e-12,4.933745201556949e-17,4.425305922426881e-18,1.5998258887710156e-20,1.0814694708988417e-07,7.037231472247854e-35,1.0812190154013506e-07,3.090381844057261e-24,2.076440480349918e-22,9.772325134542518e-29,5.24102942706251e-30,2.0332357793140246e-13,1.2026279417009769e-22,5.903685709810842e-06,1.7485985185470305e-07,1.9263144305202336e-09,9.172150510628039e-14,3.532134087806578e-13,2.910776244386928e-10,6.955987698605984e-19,1.3339399809648322e-13,5.929777022028263e-13,4.0476702137601686e-10,4.417166462549494e-18,3.5407635918246346e-26,2.622162130912725e-16,2.0329030741219026e-13,2.427000747850612e-13,1.037979411335087e-21,3.564399836820999e-19,5.532951284140433e-23,1.0596080493035537e-27,7.665726600427448e-27,4.0189599782245054e-23,1.2861152792777802e-26,2.7350026649183385e-16,3.390804312199446e-29,2.639577071477689e-24,1.0311420079333483e-29,1.4915332262267012e-25,4.547391501780261e-22,2.2610700077141805e-28,2.7086730870614005e-25,2.2821865030412624e-25,3.310400735822886e-29,1.6162876636014844e-29,8.519537390075425e-31,1.0906466957955978e-34,5.2236368776177926e-36,1.9468455308118642e-32
1.2513255252890538e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230106642190204,0.11866382576293852,0.022821478404378946,3.345016035241743e-27,7.296373291287396e-18,5.8528177740737476e-12,5.330330338956634e-17,4.71278075145112e-18,1.6993024430466893e-20,1.1044546808721541e-07,7.979751701186342e-35,1.1041940968449216e-07,3.359776760344329e-24,2.217457917791491e-22,1.071357203924119e-28,5.792206619482061e-30,2.1207534176463724e-13,1.277378026330076e-22,6.029109574611777e-06,1.7857610261248007e-07,1.9807066533979186e-09,9.468990226150808e-14,3.64622375717714e-13,2.9285550052438326e-10,7.217355713532803e-19,1.3420917398127153e-13,5.966158946482216e-13,4.1778307663781123e-10,4.662705047388665e-18,3.898073561508505e-26,2.7927930834466414e-16,2.119939511773757e-13,2.4971912183241264e-13,1.0783283057145272e-21,3.7567341048103643e-19,6.071102163362972e-23,1.1473137587602698e-27,8.324692485427303e-27,4.3707212218712577e-23,1.3707342979446383e-26,2.8525046539241887e-16,3.6036751392914734e-29,2.7441317499804946e-24,1.1437832611889813e-29,1.6183563513534623e-25,4.607472592949381e-22,2.4702410873215087e-28,2.7445345247020114e-25,2.3737921520042768e-25,3.5971813243504315e-29,1.7645598639180185e-29,9.519869597789112e-31,1.22874093182523e-34,5.970908264759128e-36,2.1670366324120941e-32
1.2773665918946072e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523009372143262,0.11866369802771512,0.022821476546232906,3.7572226768331444e-27,7.758584065582142e-18,6.098874669066375e-12,5.748686763689288e-17,5.012435271469347e-18,1.8026762444241957e-20,1.1274399029717059e-07,9.025053275368254e-35,1.1271690057605723e-07,3.64634697631293e-24,2.3644152529041376e-22,1.172342952278602e-28,6.38715446875201e-30,2.2101194328041483e-13,1.3546020717175525e-22,6.154531457480998e-06,1.8229235091990775e-07,2.035341447447e-09,9.767941506593523e-14,3.7610136650016134e-13,2.94557225714649e-10,7.481200900658324e-19,1.3498943319231529e-13,6.00098772197042e-13,4.3087689163735244e-10,4.915578811795054e-18,4.2820811413080654e-26,2.9706647559814624e-16,2.2087999517169834e-13,2.567555840222461e-13,1.1190030874075504e-21,3.954656266437179e-19,6.647019665001687e-23,1.2398370789770971e-27,9.02279096155662e-27,4.745060998895694e-23,1.4585928074492993e-26,2.9724784028239533e-16,3.823681209232911e-29,2.8504862850269294e-24,1.2656950707973963e-29,1.7529629585691056e-25,4.665350330664547e-22,2.6933518453622926e-28,2.7790836440505035e-25,2.466211331947851e-25,3.9007254118331906e-29,1.922435228423365e-29,1.0610801687535095e-30,1.380430748818634e-34,6.804815387559341e-36,2.4060601323576932e-32
1.3034076585001607e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523008080085006,0.11866357029447087,0.02282147468808783,4.209552631670588e-27,8.239402074271952e-18,6.3499954260245e-12,6.189456043109145e-17,5.324522083906185e-18,1.9100136768688643e-20,1.1504251367162383e-07,1.0181893353814804e-34,1.1501437421570044e-07,3.950801199202515e-24,2.517410876119561e-22,1.280534515323014e-28,7.028246315684602e-30,2.3013339796002614e-13,1.4342938719114892e-22,6.2799513584497745e-06,1.860085967775687e-07,2.090208841906283e-09,1.0068945116544327e-13,3.8764739335761567e-13,2.961861725114749e-10,7.747443553656904e-19,1.3573632208744017e-13,6.034332286920153e-13,4.440451377097141e-10,5.175806066947056e-18,4.694088152681219e-26,3.155927172071621e-16,2.299484374864121e-13,2.638082779352393e-13,1.1599831327322318e-21,4.1581824900507685e-19,7.262319723880425e-23,1.3373035314485853e-27,9.761287836421475e-27,5.142923693874519e-23,1.5497160061489554e-26,3.0949239404536376e-16,4.050806419275651e-29,2.9586336692012637e-24,1.3973951870639434e-29,1.8956534286733222e-25,4.721091777187218e-22,2.930976123708982e-28,2.8123603862103238e-25,2.559398481074131e-25,4.2215060239492163e-29,2.090269260313469e-29,1.1798123074500497e-30,1.5466731490795138e-34,7.733103343151926e-36,2.6650019387509253e-32
1.329448725105714e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230067880443475,0.1186634425632058,0.022821472829943717,4.704896156789675e-27,8.739158630342483e-18,6.606179938194118e-12,6.653281271609315e-17,5.649293807327115e-18,2.021380870894813e-20,1.1734103816455693e-07,1.1459574779190381e-34,1.1731183060426299e-07,4.2738619979072126e-24,2.676542623282402e-22,1.3962863537348835e-28,7.717924500692053e-30,2.3943972081751076e-13,1.5164455810612937e-22,6.405369277549381e-06,1.8972484018601636e-07,2.1452993075836897e-09,1.0371944812709458e-13,3.9925759599859117e-13,2.977455640576505e-10,8.016007899809201e-19,1.364513185415139e-13,6.066258527628318e-13,4.572846336072922e-10,5.4434035729911476e-18,5.135425088679841e-26,3.348730330052157e-16,2.391992762128437e-13,2.708761005575779e-13,1.2012486665329945e-21,4.367327937596924e-19,7.918639218021286e-23,1.4398377106329654e-27,1.0541451921606263e-26,5.56527294472402e-23,1.6441274765698297e-26,3.2198412955985373e-16,4.285029839307228e-29,3.0685671948306894e-24,1.5394165316885566e-29,2.0467331315112493e-25,4.774763759505817e-22,3.1836968555183923e-28,2.844404618576927e-25,2.6533102148502193e-25,4.559989793009615e-29,2.268419192477408e-29,1.3087834093639177e-30,1.7284647770364465e-34,8.76400524828339e-36,2.94497806394718e-32
