Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),CO2X(24),H2X(49),O(29),CH3X(55),C2H4(47),OH(D)X(68),COX(50),CH4OX(63),CHOX(53),C2H6X(52),C2H4X(222),CH2(T)(34),C2H4X(70),CH2O2(186),acetyl(44),CH2OX(54),C2H3X(221),CH2OH(40),C2H2X(298),C2HX(305),C2H3X(69),C2H3(46),C2H2(348),C2H2(372),C2H2X(373),C2H2X(336)
1.0027285149376047e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4436005996133975,0.09996915375915341,0.016931906040255126,6.418105022779006e-07,0.0036888486137445025,0.014287545843101728,0.0077573867395650704,7.414814186994095e-05,5.0711920694198726e-05,0.0025418134565294327,1.0252517884392707e-10,0.00042690579648021923,4.208948161013505e-09,8.352928127602857e-05,1.3190856083444544e-09,6.54616319083135e-11,0.0001364782801587644,7.758848294433271e-06,0.007194712690173247,4.7230466930681755e-05,0.00029995904448776274,2.896112066613711e-07,1.0707061377749367e-08,6.107712556332278e-08,1.659727527133983e-07,5.63434577246415e-09,3.6858666764493714e-05,0.0008401147436170204,6.118002074888111e-08,1.8340470575536335e-11,0.000286016701966966,1.3192357222539699e-05,7.890756671704144e-09,1.227814579509695e-05,4.2290760533106247e-10,2.40754238783393e-08,9.272541336230009e-10,1.746098010103343e-11,2.0490190673789065e-07,8.601549165165085e-07,3.3179500866666046e-06,2.1932442777028754e-12,1.628603109580914e-14,4.934217975637557e-11,8.746103893536011e-08,1.2406923523914246e-09,9.472210703123386e-09,1.0853383253480443e-09,3.170968562822972e-11,1.5054233516754556e-11,7.059539359556309e-11,4.572585522537398e-07,8.905610833024835e-11,2.15352643314372e-09,1.0998690781118794e-08
1.004991705376885e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44359775171599775,0.09994794723475654,0.0169201205957253,6.432425253956815e-07,0.003693103906624342,0.01432909815639684,0.0077774018804251605,7.412568972119028e-05,5.080528552859997e-05,0.0025411093730890837,1.0246636714484085e-10,0.0004270483730089113,4.206832192781522e-09,8.337701259269994e-05,1.3201370776733957e-09,6.556688717970122e-11,0.00013605532400564216,7.78370481109022e-06,0.007193138362533952,4.702542775436113e-05,0.0003003108938573667,2.88688983308538e-07,1.0696644954111329e-08,6.106525993144505e-08,1.6616285689290392e-07,5.669337739878453e-09,3.7045089058634445e-05,0.0008433691723031849,6.13294336336365e-08,1.8331003853094443e-11,0.00028684867586683394,1.3177246000457583e-05,7.888520291813947e-09,1.2317482760802482e-05,4.215942700112976e-10,2.4137387296051436e-08,9.255578734786897e-10,1.752384285528244e-11,2.0483892987714373e-07,8.630192333710465e-07,3.309067784003271e-06,2.2002565069084244e-12,1.6231132337668738e-14,4.945578652860642e-11,8.762175470668649e-08,1.2547170612477113e-09,9.456440025592396e-09,1.0963518812502377e-09,3.199372480715199e-11,1.509636334578924e-11,7.085693751777755e-11,4.6005212002599084e-07,8.960018709925894e-11,2.1666974067901953e-09,1.109086724617265e-08
1.0072548958161652e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4435948995559675,0.09992674928046993,0.01690834352267092,6.4467333165501e-07,0.003697348529011348,0.014370645304545085,0.007797407404808285,7.41029191834676e-05,5.0898259151912155e-05,0.002540404054971383,1.0240708182211487e-10,0.0004271907748795223,4.204714018579825e-09,8.322458355313878e-05,1.3211881291389217e-09,6.567190119410903e-11,0.00013563499917823498,7.808548323983209e-06,0.0071915646198418975,4.682179473758815e-05,0.000300662241234385,2.8777200865659677e-07,1.0686232756044173e-08,6.105342948234284e-08,1.6635247876229743e-07,5.704446024803573e-09,3.723189693129977e-05,0.0008466261027945268,6.147876964208724e-08,1.8321564874312474e-11,0.00028768053343527605,1.3162191335582978e-05,7.886280031191583e-09,1.2356799148402548e-05,4.202891012051829e-10,2.4199319838738843e-08,9.23859845954108e-10,1.7586752769421754e-11,2.0477506666941179e-07,8.658819905718087e-07,3.3002387302755155e-06,2.2072649488734625e-12,1.6176563252559493e-14,4.9569237546102226e-11,8.77817919864013e-08,1.2688588866098992e-09,9.44065254422348e-09,1.1074440552540702e-09,3.227944013586681e-11,1.5138436021571333e-11,7.111869715091934e-11,4.628537810560619e-07,9.014584212421056e-11,2.179906481851641e-09,1.1183584195448006e-08
1.0095180862554454e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4435920431468484,0.099905559862636,0.016896574814993508,6.461029238038932e-07,0.0037015825388459654,0.014412187239861362,0.007817403298939252,7.40798349096298e-05,5.099084278386423e-05,0.0025396975329254018,1.0234733275084307e-10,0.0004273330024736644,4.202593770957856e-09,8.307200076636624e-05,1.3222387713568995e-09,6.577667644743329e-11,0.00013521728012060244,7.833378864028504e-06,0.007189991459764796,4.661955379895993e-05,0.0003010130884692445,2.8686023402695065e-07,1.067582491540236e-08,6.104163505573315e-08,1.6654162091716646e-07,5.739670729091518e-09,3.741909038183204e-05,0.0008498855371193523,6.162802869154636e-08,1.8312153164306286e-11,0.00028851227369143946,1.31471931058716e-05,7.88403598567203e-09,1.2396095006807002e-05,4.1899201961552053e-10,2.426122146317543e-08,9.221601245269598e-10,1.7649709647932262e-11,2.0471033005556143e-07,8.687431902263236e-07,3.291462590287619e-06,2.2142696122731637e-12,1.612232158338799e-14,4.9682533188330096e-11,8.794115289115826e-08,1.2831184857228007e-09,9.424848934985723e-09,1.1186151943690155e-09,3.2566837024442444e-11,1.5180451690588363e-11,7.138067281716858e-11,4.656635290659297e-07,9.069307218238372e-11,2.1931536275243504e-09,1.1276843110450187e-08
1.0117812766947257e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44358918250187196,0.09988437894793453,0.016884814466596832,6.475313045482367e-07,0.0037058059935132256,0.014453723915339585,0.007837389549213083,7.405644150136253e-05,5.108303764201604e-05,0.002538989837252563,1.0228712967286226e-10,0.00042747505617174534,4.200471580277323e-09,8.29192707545249e-05,1.3232890126514195e-09,6.588121539809965e-11,0.00013480214156909404,7.858196463130224e-06,0.0071884188799910135,4.641869103980422e-05,0.0003013634373999946,2.8595361133994075e-07,1.0665421561790286e-08,6.102987748065475e-08,1.6673028592826866e-07,5.775011955346429e-09,3.760666941520073e-05,0.0008531474774058869,6.177721070035326e-08,1.8302768254096577e-11,0.00028934389566817516,1.3132251183486144e-05,7.881788249692557e-09,1.243537038648934e-05,4.1770294685194815e-10,2.432309212665674e-08,9.204587817078828e-10,1.7712713295972514e-11,2.046447328341403e-07,8.716028345741528e-07,3.2827390290341904e-06,2.2212705060612303e-12,1.606840507940116e-14,4.97956738334865e-11,8.809983953383661e-08,1.297496518309445e-09,9.409029864966644e-09,1.1298656467088148e-09,3.285592089974714e-11,1.5222410500854493e-11,7.164286484362172e-11,4.6848135779822735e-07,9.124187605508208e-11,2.2064388131001252e-09,1.1370645470597183e-08
1.014044467134006e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4435863176339641,0.09986320650337888,0.0168730624713871,6.489584765523933e-07,0.0037100189498492516,0.014495255284643417,0.00785736614219316,7.40327435096104e-05,5.1174844941702266e-05,0.0025382809978129394,1.0222648219818448e-10,0.00042761693635299467,4.198347574745908e-09,8.27663999538853e-05,1.3243388610640943e-09,6.598552046755745e-11,0.00013438955854914463,7.88300115416772e-06,0.007186846878229374,4.6219192741378385e-05,0.00030171328985214804,2.850520931030709e-07,1.0655022822596024e-08,6.101815757563912e-08,1.6691847634181678e-07,5.810469806921328e-09,3.779463404213014e-05,0.000856411925879969,6.192631558785252e-08,1.829340968103545e-11,0.00029017539841184897,1.3117365434965159e-05,7.879536916312441e-09,1.2474625339466742e-05,4.164218054210009e-10,2.4384931786994224e-08,9.187558890516606e-10,1.7775763519431535e-11,2.045782876625717e-07,8.744609259851268e-07,3.274067711766626e-06,2.228267639466307e-12,1.6014811496499232e-14,4.990865985848899e-11,8.825785402344391e-08,1.3119936465170548e-09,9.393195992476615e-09,1.141195761408556e-09,3.3146697204867166e-11,1.526431260185459e-11,7.190527356221532e-11,4.7130726101649625e-07,9.179225252768132e-11,2.2197620079674715e-09,1.1464992753237364e-08
1.0163076575732861e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4435834485557502,0.09984204249631198,0.016861318823273026,6.503844424396958e-07,0.003714221464147692,0.014536781302096992,0.007877333064609375,7.400874543500615e-05,5.126626589597846e-05,0.0025375710440314666,1.0216539980642242e-10,0.000427758643395491,4.196221880450458e-09,8.26133947158421e-05,1.3253883243630916e-09,6.6089594040771e-11,0.0001339795063720989,7.907792970983165e-06,0.007185275452208945,4.6021045362086787e-05,0.00030206264763920563,2.841556324071476e-07,1.0644628823024527e-08,6.100647614884572e-08,1.67106194679771e-07,5.8460443879071505e-09,3.798298427873861e-05,0.0008596788848632434,6.207534327439826e-08,1.828407698806792e-11,0.0002910067809821547,1.3102535721388907e-05,7.877282077232359e-09,1.2513859919280404e-05,4.1514851871625863e-10,2.4446740402509627e-08,9.170515171683188e-10,1.7838860124845253e-11,2.0451100705834746e-07,8.77317466957614e-07,3.265448304057512e-06,2.235261021988475e-12,1.596153859753712e-14,5.002149163896819e-11,8.841519846502198e-08,1.326610535014122e-09,9.377347967152173e-09,1.1526058887504183e-09,3.3439171400045427e-11,1.5306158144561592e-11,7.216789930974833e-11,4.741412325054377e-07,9.234420038967824e-11,2.2331231816127838e-09,1.155988643366695e-08
1.0185708480125664e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.443580575279561,0.09982088689440274,0.016849583516165965,6.518092047929984e-07,0.0037184135921660773,0.01457830192267595,0.007897290303356333,7.398445172829897e-05,5.1357301715568914e-05,0.0025368600049040673,1.0210389184820719e-10,0.0004279001776761868,4.194094621389662e-09,8.246026130790001e-05,1.3264374100519712e-09,6.619343846670784e-11,0.00013357196063204987,7.932571948369364e-06,0.007183704599678864,4.582423553478919e-05,0.00030241151256221456,2.832641829116443e-07,1.0634239686130401e-08,6.099483399824162e-08,1.6729344344011335e-07,5.881735803133273e-09,3.817172014686611e-05,0.0008629483567707254,6.222429368132319e-08,1.8274769724620623e-11,0.0002918380424519308,1.308776189854223e-05,7.875023822813554e-09,1.2553074180976242e-05,4.138830110085443e-10,2.4508517932029308e-08,9.153457357341147e-10,1.7902002919505242e-11,2.0444290340021755e-07,8.801724601168156e-07,3.2568804718629996e-06,2.2422506633957805e-12,1.5908584152614717e-14,5.01341695492605e-11,8.857187495955635e-08,1.3413478508736831e-09,9.361486430058185e-09,1.1640963799961837e-09,3.373334896148155e-11,1.534794728135183e-11,7.243074242776678e-11,4.769832660711604e-07,9.289771843473896e-11,2.2465223036215147e-09,1.165532798514769e-08
1.0208340384518466e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44357769781743667,0.09979973966564226,0.01683785654398003,6.532327661551932e-07,0.0037225953891320868,0.014619817101998389,0.007917237845491563,7.395986679078182e-05,5.144795360881637e-05,0.0025361479090036812,1.0204196754659832e-10,0.0004280415395709348,4.191965919506231e-09,8.230700591464942e-05,1.3274861253782427e-09,6.62970560588234e-11,0.00013316689720271256,7.95733812205773e-06,0.007182134318408123,4.562875006409483e-05,0.0003027598864106915,2.823776988455749e-07,1.0623855532850065e-08,6.098323191171358e-08,1.6748022509713838e-07,5.917544158150836e-09,3.836084167342978e-05,0.000866220344109327,6.237316673095783e-08,1.8265487445203948e-11,0.00029266918190697935,1.3073043817074423e-05,7.872762242096655e-09,1.259226818108588e-05,4.126252074362207e-10,2.457026433487897e-08,9.136386135023986e-10,1.7965191711295142e-11,2.0437398892937806e-07,8.830259082130885e-07,3.248363881583202e-06,2.249236573720853e-12,1.585594593935622e-14,5.0246693962400847e-11,8.872788560388909e-08,1.3562062637605979e-09,9.345612013788916e-09,1.1756675876341007e-09,3.4029235383149215e-11,1.5389680166066015e-11,7.269380326264532e-11,4.798333555414258e-07,9.34528054607467e-11,2.2599593436793363e-09,1.1751318878924111e-08
1.022870909847199e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4435751045322719,0.09978071429260132,0.01682730939034258,6.545129466036896e-07,0.0037263502185753312,0.014657176074943476,0.007935182332243175,7.393749494282551e-05,5.1529213052453454e-05,0.002535506142431818,1.0198588722271336e-10,0.0004281686181959971,4.190048953351686e-09,8.216897680879659e-05,1.3284296583022381e-09,6.63901198326446e-11,0.00013280444277446015,7.97961676149468e-06,0.007180721551863115,4.54539346957325e-05,0.00030307300447458255,2.8158407124124595e-07,1.0614514154159793e-08,6.097282493184815e-08,1.6764793124124698e-07,5.949871749015817e-09,3.853138081221627e-05,0.0008691672855515016,6.250708627171556e-08,1.8257154392396057e-11,0.00029341710234865134,1.3059845075179732e-05,7.870724048009207e-09,1.262752550543422e-05,4.114997100752084e-10,2.462580945092132e-08,9.12101113201419e-10,1.802210079332105e-11,2.0431128266819367e-07,8.855926928436523e-07,3.240742486852208e-06,2.255520711440621e-12,1.5808840094979303e-14,5.0347835001421345e-11,8.886772761150018e-08,1.3696829286916461e-09,9.331314543543878e-09,1.186150979077231e-09,3.429699879131981e-11,1.542719179500005e-11,7.293074445196881e-11,4.824053187793355e-07,9.395372427274982e-11,2.272085074690226e-09,1.183818158535766e-08
1.0249077812425514e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4435725078744003,0.0997616956532534,0.01681676897863153,6.557921580757461e-07,0.003730096763703697,0.014694530573567557,0.007953118945177242,7.391489386299337e-05,5.161016336997021e-05,0.002534863562926102,1.0192948357593272e-10,0.00042829555776450524,4.1881310017093534e-09,8.203085823172286e-05,1.3293729018422146e-09,6.648300335406362e-11,0.0001324439624990315,8.001885086975917e-06,0.007179309244648172,4.528017212216179e-05,0.00030338572749534346,2.807943964162646e-07,1.0605176993708974e-08,6.09624515945748e-08,1.6781526278781954e-07,5.9822942251612234e-09,3.870223238793476e-05,0.0008721162685481603,6.264094303566079e-08,1.824884090475843e-11,0.0002941649225796956,1.3046691243004671e-05,7.868683293776946e-09,1.2662766508143023e-05,4.1038033974902596e-10,2.46813292928551e-08,9.105626306489282e-10,1.8079046838970546e-11,2.0424793818611098e-07,8.881582304790249e-07,3.2331620858132107e-06,2.261801843001457e-12,1.576198699547068e-14,5.044885227894358e-11,8.900703349805466e-08,1.3832587182559953e-09,9.317007596220899e-09,1.1967002955366117e-09,3.456615486763105e-11,1.5464658099527436e-11,7.316786253540985e-11,4.849837978495883e-07,9.445591211875471e-11,2.2842414728927756e-09,1.1925491518870564e-08
1.0267409654983685e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4435701680054278,0.09974458461639876,0.016807288368776846,6.569426213915019e-07,0.003733461603623022,0.014728145771110202,0.007969255157177703,7.38943594668764e-05,5.168275507674e-05,0.002534284562826769,1.0187844919701561e-10,0.0004284096847074669,4.186404072711058e-09,8.190647860264913e-05,1.330221577562111e-09,6.656644574249184e-11,0.0001321212040815977,8.021917784566905e-06,0.007178038559570919,4.512467827925529e-05,0.0003036668415101226,2.8008704205639586e-07,1.0596777225257969e-08,6.095314481350534e-08,1.6796554235017143e-07,6.011555645417659e-09,3.885626596495283e-05,0.0008747721004342291,6.276136040387563e-08,1.8241375235772e-11,0.0002948378745782388,1.303489109362533e-05,7.866844477502729e-09,1.2694469492111613e-05,4.0937810141151465e-10,2.4731275517558647e-08,9.091771964141923e-10,1.8130329769381033e-11,2.0419038961841053e-07,8.904661500350372e-07,3.2263745744269834e-06,2.267452297625158e-12,1.5720033977423916e-14,5.053966223515433e-11,8.913195166850978e-08,1.3955620881352748e-09,9.304123607769477e-09,1.206251260428461e-09,3.4809589406082733e-11,1.549833911624385e-11,7.338142027165573e-11,4.873099963682547e-07,9.490896548727028e-11,2.2952084336334366e-09,1.2004453721257195e-08
1.0285741497541856e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4435678254170527,0.09972747899906895,0.01679781321306553,6.58092302547769e-07,0.00373681979332643,0.01476175729693251,0.007985384977445359,7.3873644154014e-05,5.175509773798413e-05,0.0025337049348126777,1.0182716282027803e-10,0.000428523699432471,4.18467647503223e-09,8.178203314594634e-05,1.3310700261432447e-09,6.664974459636003e-11,0.00013180001865457474,8.041942171270904e-06,0.0071767682441188484,4.497002300147385e-05,0.0003039476375045014,2.793828400858446e-07,1.0588381001790855e-08,6.094386613140245e-08,1.681155211803088e-07,6.040894043777817e-09,3.901055266551308e-05,0.0008774295891100455,6.288172683921551e-08,1.8233924936336353e-11,0.00029551074442636134,1.302312713605414e-05,7.865003682740654e-09,1.2726159324246045e-05,4.083807450686039e-10,2.4781201226377317e-08,9.077910404129229e-10,1.8181642427333612e-11,2.0413233733360953e-07,8.927730630539551e-07,3.2196198957177074e-06,2.273100329454238e-12,1.5678283218818633e-14,5.063037235827881e-11,8.925643791768451e-08,1.4079465093188842e-09,9.291232622522603e-09,1.2158560239082551e-09,3.505415823003086e-11,1.5531983597719258e-11,7.359512169778325e-11,4.896414658670711e-07,9.536304544036751e-11,2.306200201162807e-09,1.2083779820999431e-08
1.0304073340100027e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44356548011500935,0.099710378785002,0.01678834350827063,6.592412028034791e-07,0.0037401713609331727,0.014795365128932706,0.008001508399481518,7.385275014756751e-05,5.1827191989844226e-05,0.0025331246930923195,1.017756290503124e-10,0.000428637602136772,4.182948268750084e-09,8.165752495569882e-05,1.3319182508763986e-09,6.673290106307113e-11,0.00013148039404687017,8.061958268252902e-06,0.007175498297152708,4.4816199671447995e-05,0.00030422811640140943,2.7868176748094304e-07,1.0579988382701601e-08,6.093461594381946e-08,1.6826520053811634e-07,6.070309478054247e-09,3.9165092516488436e-05,0.0008800887361146536,6.300204230268473e-08,1.8226489783440268e-11,0.00029618353166816825,1.3011399279610746e-05,7.863160953762502e-09,1.2757836038033653e-05,4.073882329543021e-10,2.4831106398857664e-08,9.064041970390631e-10,1.8232984712366775e-11,2.0407378751491255e-07,8.9507897128707e-07,3.212897873833294e-06,2.27874594443365e-12,1.563673355834005e-14,5.0720982843400104e-11,8.93804933494513e-08,1.4204123437216751e-09,9.278334956992368e-09,1.2255147759207146e-09,3.529986429962543e-11,1.556559162894345e-11,7.380896700906465e-11,4.919782031193992e-07,9.581815134962025e-11,2.317216759618578e-09,1.2163470595251411e-08
1.0322405182658198e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44356313210491893,0.09969328395806637,0.01677887925116665,6.603893234015574e-07,0.0037435163343485177,0.014828969245265737,0.008017625416853634,7.383167965039735e-05,5.1899038467332203e-05,0.0025325438517055576,1.0172385244002454e-10,0.00042875139301720374,4.181219513128228e-09,8.153295709249975e-05,1.3327662549605405e-09,6.681591627584628e-11,0.00013116231820062561,8.081966097055419e-06,0.007174228717541346,4.466320173985424e-05,0.00030450827911883546,2.779838014432995e-07,1.0571599426544095e-08,6.092539464229717e-08,1.684145816739056e-07,6.099802006325553e-09,3.931988554690103e-05,0.0008827495430220342,6.312230675569507e-08,1.821906955670084e-11,0.00029685623585294125,1.2999707431755696e-05,7.86131633431357e-09,1.2789499667559316e-05,4.0640052765393856e-10,2.488099101474902e-08,9.050167003137971e-10,1.828435652430233e-11,2.0401474628905872e-07,8.973838765358391e-07,3.206208333239699e-06,2.2843891486147177e-12,1.5595383838490186e-14,5.081149388502572e-11,8.950411906571744e-08,1.4329599543006956e-09,9.265430924272069e-09,1.235227706843896e-09,3.554671058196918e-11,1.5599163295456266e-11,7.402295640273527e-11,4.943202049084783e-07,9.627428258852598e-11,2.328258093184207e-09,1.22435268203393e-08
1.0340737025216369e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44356078139229027,0.09967619450225956,0.01676942043852954,6.615366655690905e-07,0.003746854741265776,0.014862569624340348,0.008033736023194724,7.381043484520941e-05,5.197063780431649e-05,0.002531962424525544,1.0167183749110706e-10,0.0004288650722701855,4.179490266626855e-09,8.140833258376958e-05,1.3336140415053714e-09,6.689879135388589e-11,0.00013084577917017604,8.101965679594727e-06,0.007172959504161662,4.4511022724585005e-05,0.00030478812656976065,2.772889193942091e-07,1.0563214191042382e-08,6.091620261443825e-08,1.6856366582850368e-07,6.129371686985132e-09,3.947493178809307e-05,0.0008854120114402674,6.32425201600433e-08,1.821166403836202e-11,0.00029752885653508144,1.2988051498140081e-05,7.859469867618745e-09,1.2821150247499454e-05,4.0541759210093484e-10,2.4930855054001348e-08,9.036285838890913e-10,1.833575776330316e-11,2.039552197267278e-07,8.996877806513584e-07,3.1995510987380385e-06,2.2900299481540516e-12,1.5554232905661073e-14,5.090190567708749e-11,8.96273161664011e-08,1.4455897050462793e-09,9.252520834069043e-09,1.2449950074779719e-09,3.579470005104552e-11,1.5632698683329066e-11,7.423709007798924e-11,4.966674680275055e-07,9.673143853252161e-11,2.3393241860893014e-09,1.232394927176718e-08
1.035906886777454e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44355842798252176,0.09965911040170683,0.016759967067136762,6.626832305175003e-07,0.0037501866091683078,0.0148961662448163,0.008049840212202796,7.378901789470076e-05,5.204199063350853e-05,0.002531380425260623,1.0161958865450961e-10,0.0004289786400917289,4.1777605869127115e-09,8.128365442407095e-05,1.3344616135338087e-09,6.698152740252967e-11,0.00013053076512101745,8.121957038157086e-06,0.007171690655898529,4.435965620992498e-05,0.0003050676596625164,2.7659709897618386e-07,1.0554832733100624e-08,6.090704024397822e-08,1.687124542333515e-07,6.159018578768689e-09,3.963023127337162e-05,0.0008880761430112301,6.336268247791541e-08,1.8204273012289323e-11,0.0002982013932740521,1.2976431382654122e-05,7.85762159638851e-09,1.2852787813116294e-05,4.0443938957360046e-10,2.4980698496763707e-08,9.02239881051202e-10,1.8387188329767286e-11,2.038952138429462e-07,9.019906855338438e-07,3.1929259954810765e-06,2.2956683493125438e-12,1.5513279610201718e-14,5.099221841294327e-11,8.975008574940792e-08,1.4583019612177931e-09,9.23960499273712e-09,1.2548168692374614e-09,3.604383568935833e-11,1.566619787919853e-11,7.445136823599668e-11,4.990199892797145e-07,9.718961855899902e-11,2.3504150226099926e-09,1.240473872422307e-08
1.037740071033271e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44355607188090235,0.09964203164066023,0.01675051913376732,6.638290194427187e-07,0.0037535119653315093,0.014929759085601622,0.0080659379776403,7.376743094170515e-05,5.2113097586449874e-05,0.002530797867456203,1.0156711033090709e-10,0.00042909209667744324,4.1760305308690126e-09,8.115892557542155e-05,1.3353089739843735e-09,6.706412551341547e-11,0.0001302172643287783,8.14194019539516e-06,0.007170422171644731,4.420909584574429e-05,0.00030534687930072095,2.7590831805150937e-07,1.0546455108813156e-08,6.089790791075493e-08,1.6886094811058625e-07,6.188742740621578e-09,3.9785784037989344e-05,0.0008907419394099731,6.348279367190706e-08,1.8196896265016668e-11,0.0002988738456343224,1.2964846987475268e-05,7.855771562824623e-09,1.288441240025194e-05,4.034658836919429e-10,2.503052132338291e-08,9.008506247241704e-10,1.843864812433267e-11,2.038347345974905e-07,9.042925931321183e-07,3.1863328489893947e-06,2.3013043584542988e-12,1.547252280649821e-14,5.108243228536984e-11,8.987242891060832e-08,1.4710970891092848e-09,9.2266837033089e-09,1.2646934839598926e-09,3.629412048625872e-11,1.5699660970233795e-11,7.466579107984426e-11,5.013777654784568e-07,9.764882204732018e-11,2.3615305870693125e-09,1.2485895951584937e-08
1.0395732552890881e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4435537130926141,0.09962495820349722,0.01674107663520177,6.649740335253499e-07,0.0037568308368247883,0.014963348125849802,0.008082029313333577,7.37456761093379e-05,5.21839592934996e-05,0.0025302147644966143,1.0151440687116507e-10,0.0004292054422225437,4.1743001546052995e-09,8.103414896760393e-05,1.336156125713553e-09,6.714658676463709e-11,0.00012990526517820582,8.161915174324446e-06,0.007169154050300905,4.4059335346687884e-05,0.00030562578638296543,2.752225546933128e-07,1.0538081373474488e-08,6.088880599075508e-08,1.6900914867311933e-07,6.21854423176105e-09,3.994159011960383e-05,0.0008934094023436061,6.36028537049921e-08,1.8189533586319166e-11,0.0002995462131853115,1.295329821311538e-05,7.853919808625938e-09,1.2916024045322634e-05,4.02497038414527e-10,2.508032351440121e-08,8.994608474732663e-10,1.8490137048032673e-11,2.0377378789529088e-07,9.065935054431082e-07,3.1797714851670123e-06,2.306937982045573e-12,1.543196135304293e-14,5.1172547486560683e-11,8.999434674381604e-08,1.4839754558220293e-09,9.213757265527745e-09,1.2746250437871385e-09,3.654555743678189e-11,1.5733088044098814e-11,7.488035881455077e-11,5.03740793447279e-07,9.810904837883296e-11,2.3726708638375646e-09,1.256742172692641e-08
1.0414064395449052e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4435513516227328,0.09960789007471958,0.016731639568222257,6.661182739308325e-07,0.0037601432505135054,0.01499693334495706,0.008098114213172303,7.372375550114069e-05,5.225457638382204e-05,0.0025296311296069446,1.0146148257680265e-10,0.00042931867692185726,4.172569513467064e-09,8.090932749847267e-05,1.3370030714981627e-09,6.722891222090099e-11,0.00012959475616215347,8.18188199831952e-06,0.007167886290775482,4.391036849138924e-05,0.0003059043818032932,2.7453978718644793e-07,1.0529711581588728e-08,6.087973485633873e-08,1.6915705712474482e-07,6.248423111868465e-09,4.009764955783414e-05,0.0008960785335511061,6.372286254050171e-08,1.8182184766669714e-11,0.0003002184955013335,1.2941784958467284e-05,7.852066374994464e-09,1.2947622785313314e-05,4.015328180353281e-10,2.5130105050554497e-08,8.980705815083991e-10,1.8541655002144624e-11,2.0371237958683289e-07,9.088934245113423e-07,3.1732417303166327e-06,2.312569226653847e-12,1.5391594112482706e-14,5.1262564208134946e-11,9.011584034076674e-08,1.496937430006093e-09,9.200825975879347e-09,1.2846117416351475e-09,3.6798149546109826e-11,1.576647918900938e-11,7.509507164710732e-11,5.061090700200018e-07,9.85702969368864e-11,2.383835837332696e-09,1.264931682252271e-08
1.0430563053751405e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44354922401118807,0.09959253328477922,0.01672315084928851,6.671474297529563e-07,0.003763118923451774,0.015027156758242647,0.008112585115371947,7.370388693834624e-05,5.231792313684264e-05,0.0025291054142096638,1.0141366541408007e-10,0.0004294204935388082,4.17101175510976e-09,8.079695218942032e-05,1.3377651488542994e-09,6.730288989616449e-11,0.0001293165626883838,8.199845187052134e-06,0.007166745615661373,4.37769717960243e-05,0.00030615485194606913,2.739278401101097e-07,1.052218218496213e-08,6.087159746175247e-08,1.692899259640331e-07,6.27538032094499e-09,4.0238319706148575e-05,0.0008984821794747942,6.38308266885661e-08,1.817558250733412e-11,0.0003008234763619286,1.2931453313804051e-05,7.850396882468359e-09,1.2976050648483333e-05,4.0066894473881046e-10,2.517489075741686e-08,8.968189506274118e-10,1.858804590035534e-11,2.0365672222773916e-07,9.109625041779713e-07,3.1673918333945288e-06,2.317635318279635e-12,1.535542871139065e-14,5.134349521538273e-11,9.022482275665123e-08,1.5086749967968914e-09,9.189183909294358e-09,1.293647072493407e-09,3.7026472594761336e-11,1.5796500573500638e-11,7.528843742762186e-11,5.082450038832812e-07,9.898629413478892e-11,2.393905416339911e-09,1.2723338815024073e-08
