Time (s),Volume (m^3),n-heptane,Ar,He,Ne,N2,X(1),C2H4(2),C4H8-1(3),C4H8-2(4),C2H5X(5),H(6),C6H12-1(7),C6H12-2(8),C6H12-3(9),C6H12(10),C6H12(11),HX(80),C2H3X(137),C2H2(37),C4H6(54),C4H7X(141),C4H5X(381),C4H5X(374),C2H6(343),C4H7X(140),C4H7X(142),C4H7X(143),H2(190),C4H6a(380),C4H5X(577),C2H5(67)
0.1123270624768724,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331805589978114,0.66999719162767213,1.8578468734000084e-14,0.0,4.7826810434015401e-17,9.3366100866436239e-35,2.2460129007435639e-34,0.0,4.8336258335066498e-33,4.8471009707840217e-32,0.0,4.7639729357940301e-06,5.9472295774691377e-09,2.5338746510458063e-06,3.7875457526745117e-08,3.1632826660801275e-23,1.776905157872586e-11,5.3448109686436936e-17,1.9276392432294138e-07,2.3823854553859534e-21,6.2549638745608881e-22,2.8403465193698078e-23,1.6458188623819123e-18,1.522618967509456e-14,1.5943024723780745e-23,1.3867882464429704e-19
0.11252531475711208,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331805231937256,0.66999718865197389,1.8593096516524598e-14,0.0,4.78607738273335e-17,9.3433647751348085e-35,2.2498426808439921e-34,0.0,4.8459246607181312e-33,4.8594544150381321e-32,0.0,4.7675578234106753e-06,5.9427574729168183e-09,2.5362414219484945e-06,3.7889235057086601e-08,3.1609015732221744e-23,1.7762148756722267e-11,5.3427346463311727e-17,1.9334978254666064e-07,2.3824746771843372e-21,6.2551803245081892e-22,2.8404448081696832e-23,1.6482967941034336e-18,1.5231761705691919e-14,1.593686618190287e-23,1.3877730687003577e-19
0.11272356703735177,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331804874372639,0.66999718567747446,1.8607706128870512e-14,0.0,4.7894695879020008e-17,9.3501109882986136e-35,2.2536722961499038e-34,0.0,4.8582326415524827e-33,4.8718170861679958e-32,0.0,4.7711379358205217e-06,5.9382980321759856e-09,2.5386064149663679e-06,3.7902995958911686e-08,3.1585272229857441e-23,1.7755266284331166e-11,5.3406644450210826e-17,1.9393624022287236e-07,2.3825638142953582e-21,6.2553978751789795e-22,2.8405435967959995e-23,1.6507732847642422e-18,1.5237326954322062e-14,1.5930725744128066e-23,1.3887566922158001e-19
0.11292181931759146,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331804517283054,0.66999718270417008,1.8622297616396613e-14,0.0,4.792857670933881e-17,9.3568487498308494e-35,2.2575017474352257e-34,0.0,4.8705497655885362e-33,4.8841889737357657e-32,0.0,4.7747132853499661e-06,5.9338511981785054e-09,2.5409696351297476e-06,3.7916740288671784e-08,3.1561595849832837e-23,1.7748404079276715e-11,5.338600339983606e-17,1.9452329624649155e-07,2.3826528680647047e-21,6.255615559516991e-22,2.8406424461183619e-23,1.6532483359853646e-18,1.5242885444168961e-14,1.5924603337845674e-23,1.38973912047661e-19
0.11312007159783115,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331804160667272,0.66999717973205675,1.8636871025579804e-14,0.0,4.7962416439127149e-17,9.3635780834890116e-35,2.2613310354714537e-34,0.0,4.8828760225065845e-33,4.8965700673328832e-32,0.0,4.778283884276309e-06,5.9294169142214245e-09,2.5433310874462306e-06,3.7930468102525814e-08,3.1537986290057291e-23,1.7741562059831171e-11,5.3365423066531691e-17,1.9511094951415028e-07,2.3827418385193724e-21,6.25583242781149e-22,2.8407409248828205e-23,1.6557219498880904e-18,1.5248437198296457e-14,1.591849889083102e-23,1.3907203569853109e-19
0.11331832387807084,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733180380452408,0.66999717676113046,1.8651426401412493e-14,0.0,4.7996215189234747e-17,9.3702990129650115e-35,2.2651601610276327e-34,0.0,4.8952114019626132e-33,4.908960356580946e-32,0.0,4.7818497448278524e-06,5.924995123697479e-09,2.5456907769008784e-06,3.7944179456350389e-08,3.1514443249274824e-23,1.7734740137532996e-11,5.3344903184031386e-17,1.9569919892420071e-07,2.3828307254055831e-21,6.2560494457167062e-22,2.8408394715831113e-23,1.6581941263870672e-18,1.5253982239648478e-14,1.5912412324469322e-23,1.3917004052465677e-19
0.11371482843855023,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331803093650608,0.66999717082282384,1.8680483236552322e-14,0.0,4.8063690226371303e-17,9.3837157530407036e-35,2.2728179277640696e-34,0.0,4.9199094875089959e-33,4.9337684806650802e-32,0.0,4.7889672994782317e-06,5.916188798649959e-09,2.5504048870530774e-06,3.7971553005969859e-08,3.1467555530685612e-23,1.7721156244350897e-11,5.3304043748513143e-17,1.9687748177343592e-07,2.3830082503138301e-21,6.2564847423975821e-22,2.8410371375294999e-23,1.6631341709640027e-18,1.526505227520977e-14,1.5900292532262753e-23,1.3936569508298752e-19
0.11411133299902962,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331802384652987,0.66999716488921879,1.8709468485734714e-14,0.0,4.8131002772177464e-17,9.3970991571505521e-35,2.2804750537490292e-34,0.0,4.9446439405724729e-33,4.9586132635597887e-32,0.0,4.7960660461639928e-06,5.9074317789143099e-09,2.5551120050206038e-06,3.7998861378761516e-08,3.1420930328740781e-23,1.7707651754424989e-11,5.3263423153414254e-17,1.9805813601521441e-07,2.3831854440257624e-21,6.2569151550354548e-22,2.8412325856783476e-23,1.6680684819524629e-18,1.5276095732039155e-14,1.5888243390745607e-23,1.3956087848090979e-19
0.11450783755950901,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331801677521667,0.66999715896028467,1.8738382504210686e-14,0.0,4.8198153762146349e-17,9.4104494096686972e-35,2.2881315450486432e-34,0.0,4.9694146797545525e-33,4.9834946233088968e-32,0.0,4.8031460809847149e-06,5.8987236245343837e-09,2.5598121698858165e-06,3.8026105011484731e-08,3.1374565301506802e-23,1.7694225992589731e-11,5.3223039367216901e-17,1.992411528978738e-07,2.3833623110756831e-21,6.2573443008856523e-22,2.8414274585884017e-23,1.6729970678512511e-18,1.5287112789457385e-14,1.5876264300958923e-23,1.3975559343155091e-19
0.1149043421199884,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331800972247139,0.66999715303599106,1.8767225647176908e-14,0.0,4.8265144140310669e-17,9.4237666957034244e-35,2.2957874076912852e-34,0.0,4.9942216240661806e-33,5.0084124784214482e-32,0.0,4.8102074992851057e-06,5.8900639008510893e-09,2.5645054203826471e-06,3.8053284336437445e-08,3.1328458134386593e-23,1.7680878292765782e-11,5.3182890385782762e-17,2.0042652369696313e-07,2.3835388474239188e-21,6.2577754478184122e-22,2.8416232401662026e-23,1.6779199347993602e-18,1.5298103624942017e-14,1.5864354671617102e-23,1.3994984267155435e-19
0.11530084668046779,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331800268820006,0.66999714711630787,1.8795998267382808e-14,0.0,4.8331974804266824e-17,9.4370511935691284e-35,2.3034426476675269e-34,0.0,5.0190646932684119e-33,5.033366747869843e-32,0.0,4.8172503956656385e-06,5.8814521792059831e-09,2.569191794901454e-06,3.8080399781516602e-08,3.1282606546608643e-23,1.7667608006281145e-11,5.3142974257898868e-17,2.0161423971519644e-07,2.3837150728824077e-21,6.2582090580601288e-22,2.8418201403040554e-23,1.6828370943307778e-18,1.5309068414157892e-14,1.5852513928601505e-23,1.4014362880564459e-19
0.11569735124094718,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331799567230902,0.66999714120120502,1.8824700732419376e-14,0.0,4.8398646752089676e-17,9.4503030950022573e-35,2.3110972709319898e-34,0.0,5.0439438077595997e-33,5.0583573510907461e-32,0.0,4.8242748639923301e-06,5.8728880358433801e-09,2.5738713314940895e-06,3.8107451770272069e-08,3.1237008277489083e-23,1.7654414520247915e-11,5.3103289141136535e-17,2.0280429228217211e-07,2.383890926805479e-21,6.2586385867805848e-22,2.8420151870613657e-23,1.6877485489750953e-18,1.5320007330985674e-14,1.5840741526996829e-23,1.4033695472189233e-19
0.11609385580142657,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331798867470575,0.66999713529065341,1.8853333390331114e-14,0.0,4.8465160783767419e-17,9.4635225640662007e-35,2.318751283401596e-34,0.0,5.0688588881898719e-33,5.0833842079883271e-32,0.0,4.8312809974070233e-06,5.8643710529560892e-09,2.5785440678786623e-06,3.8134440722041732e-08,3.1191661108252338e-23,1.7641297190686702e-11,5.3063833098098851e-17,2.039966727545464e-07,2.3840664889999859e-21,6.2590667009429845e-22,2.8422095914789545e-23,1.6926543184647644e-18,1.5330920547547074e-14,1.5829036899174834e-23,1.4052982274781171e-19
0.11649036036190596,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331798169529803,0.66999712938462364,1.8881896550806378e-14,0.0,4.8531517805193787e-17,9.4767097789933997e-35,2.3264046909556222e-34,0.0,5.0938098554911981e-33,5.1084472389318728e-32,0.0,4.8382688883284689e-06,5.8559008169737125e-09,2.5832100414408845e-06,3.8161367051947691e-08,3.1146562836204108e-23,1.7628255365437511e-11,5.3024604165990773e-17,2.0519137251601403e-07,2.3842418165370981e-21,6.25950016954719e-22,2.8424064272905249e-23,1.6975544093115461e-18,1.5341808234214567e-14,1.5817399468651647e-23,1.4072223550903419e-19
0.11688686492238536,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331797473399477,0.66999712348308682,1.8910390562559163e-14,0.0,4.859771877604197e-17,9.489864924877659e-35,2.3340574994352588e-34,0.0,5.1187966308170062e-33,5.1335463646948671e-32,0.0,4.8452386284579371e-06,5.8474769182224497e-09,2.5878692892369576e-06,3.8188231170814142e-08,3.1101711278026895e-23,1.7615288506707644e-11,5.2985600730329857e-17,2.0638838297732108e-07,2.3844166703489099e-21,6.2599194558855871e-22,2.8425968230765835e-23,1.7024488282781222e-18,1.5352670559630208e-14,1.5805828750628492e-23,1.4091419578547149e-19
0.11728336948286475,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331796779070533,0.66999711758601466,1.8938815824660468e-14,0.0,4.8663764660269438e-17,9.5029881871726827e-35,2.3417097146504741e-34,0.0,5.1438191360577876e-33,5.1586815064729896e-32,0.0,4.8521903087962134e-06,5.8390989528967496e-09,2.5925218480001904e-06,3.8215033485517322e-08,3.1057104278271975e-23,1.7602395934333953e-11,5.2946820742314687e-17,2.0758769557533757e-07,2.3845912019898155e-21,6.2603418193095992e-22,2.8427886161325093e-23,1.7073375721954023e-18,1.5363507690745977e-14,1.5794324145953638e-23,1.4110570636456913e-19
0.11767987404334414,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331796086533966,0.66999711169337861,1.896717281546798e-14,0.0,4.8729656129332901e-17,9.5160797105355123e-35,2.3493613423769343e-34,0.0,5.1688772932116726e-33,5.1838525860366549e-32,0.0,4.8591240196536576e-06,5.8307665231048116e-09,2.5971677541461052e-06,3.8241774398753174e-08,3.1012739731089172e-23,1.7589577130782194e-11,5.2908262649076109e-17,2.0878930177338196e-07,2.3847653051521209e-21,6.2607452853543847e-22,2.8429718280783709e-23,1.7122206766973509e-18,1.5374319792849595e-14,1.578288519390152e-23,1.412967692108674e-19
0.11807637860382353,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331795395780867,0.66999710580515048,1.8995461436302433e-14,0.0,4.8795394472493713e-17,9.5291397246175734e-35,2.3570123883584458e-34,0.0,5.1939710273879384e-33,5.2090595257427165e-32,0.0,4.866039850651863e-06,5.8224792342428385e-09,2.6018070437746731e-06,3.8268454309899889e-08,3.0968615507328789e-23,1.7576830911436397e-11,5.2869922862641273e-17,2.0999319306092523e-07,2.3849401729081794e-21,6.2612760939277934e-22,2.8432128649627883e-23,1.7170980867669603e-18,1.5385107029587189e-14,1.5771510877574987e-23,1.4148738802301185e-19
0.11847288316430292,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331794706802387,0.66999709992130296,1.9023682167793025e-14,0.0,4.8860979730500466e-17,9.5421682861032672e-35,2.3646628582870422e-34,0.0,5.2191002604968067e-33,5.2343022478594693e-32,0.0,4.8729378907275339e-06,5.8142366978009562e-09,2.6064397526719486e-06,3.8295073612441309e-08,3.0924729592085354e-23,1.7564158023181409e-11,5.2831803685985412e-17,2.1119936095602178e-07,2.3851130245767119e-21,6.2616006613499282e-22,2.843360249842531e-23,1.721969933407347e-18,1.5395869562951379e-14,1.576020178354223e-23,1.4167756299488304e-19
0.11886938772478231,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331794019589722,0.66999709404180829,1.9051835389906748e-14,0.0,4.8926413605541011e-17,9.5551656806126926e-35,2.3723127578228649e-34,0.0,5.2442649160713259e-33,5.2595806750936328e-32,0.0,4.8798182281388244e-06,5.8060385264644971e-09,2.6110659163155078e-06,3.8321632698922446e-08,3.0881079871605306e-23,1.7551556264750997e-11,5.2793898429452267e-17,2.1240779700275416e-07,2.3852871263062115e-21,6.2621225712405723e-22,2.8435972459187977e-23,1.726836110152602e-18,1.5406607553334563e-14,1.574895604769488e-23,1.418672989891074e-19
0.1192658922852617,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331793334134152,0.66999708816663972,1.9079921910342409e-14,0.0,4.8991696414927413e-17,9.5681320027177951e-35,2.379962092597384e-34,0.0,5.2694649153473529e-33,5.2848947309108346e-32,0.0,4.886680950491063e-06,5.7978843423409366e-09,2.6156855698794551e-06,3.834813195458293e-08,3.0837664362568858e-23,1.7539026923564995e-11,5.2756211044455904e-17,2.1361849277078779e-07,2.3854588666928802e-21,6.2623764767676604e-22,2.8437125439479845e-23,1.7316966901451962e-18,1.5417321159542235e-14,1.5737774710229084e-23,1.4205659696692831e-19
0.11962274638969315,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331792718719311,0.66999708288266424,1.9105142582194397e-14,0.0,4.9050322841844159e-17,9.5797753129093128e-35,2.3868460156568012e-34,0.0,5.2921750736581021e-33,5.3077077810362346e-32,0.0,4.8928424116022749e-06,5.7905828723207754e-09,2.6198377207980574e-06,3.8371930448417024e-08,3.07987889694885e-23,1.7527809763926413e-11,5.2722470556099189e-17,2.1471004407640695e-07,2.3856156385820139e-21,6.2629235703162501e-22,2.8439609754481446e-23,1.7360663956934428e-18,1.5426942686671061e-14,1.5727764320601121e-23,1.4222659369021964e-19
0.11997960049412461,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331792104714447,0.66999707760215177,1.9130309356387425e-14,0.0,4.9108828234796847e-17,9.5913937146935299e-35,2.3937294898586088e-34,0.0,5.3149137462599828e-33,5.3305495738061589e-32,0.0,4.8989897378821987e-06,5.7833164567908959e-09,2.6239846520196931e-06,3.8395681066326183e-08,3.0760100222924877e-23,1.7516650732712816e-11,5.2688904965569438e-17,2.1580341283919699e-07,2.3857698713068986e-21,6.2631671503060942e-22,2.8440715845389722e-23,1.7404315763308672e-18,1.5436544703583706e-14,1.5717805605795609e-23,1.4239623947093662e-19
0.12030076918811292,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331791553310447,0.66999707285263521,1.915291343847732e-14,0.0,4.9161380261249936e-17,9.6018290997574708e-35,2.3999242362006104e-34,0.0,5.3354028873262532e-33,5.3511317166954167e-32,0.0,4.9045102979192558e-06,5.7768064302073337e-09,2.6277124479633058e-06,3.8417015917359691e-08,3.0725438733617732e-23,1.7506654988686131e-11,5.2658838422362697e-17,2.1678899361695624e-07,2.3859101626247326e-21,6.2636200638955868e-22,2.8442772496855611e-23,1.7443563610850522e-18,1.5445169930625217e-14,1.5708884998117712e-23,1.4254862251249706e-19
0.12062193788210122,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331791003038969,0.66999706810589421,1.9175474302281629e-14,0.0,4.9213835253717557e-17,9.6122445026488099e-35,2.4061186251598269e-34,0.0,5.3559150411126396e-33,5.3717370564566705e-32,0.0,4.9100195046556527e-06,5.7703243865673716e-09,2.6314360543320844e-06,3.8438312409830516e-08,3.069092623510785e-23,1.7496705461020777e-11,5.2628910926333517e-17,2.1777603717242923e-07,2.3860489510469954e-21,6.2638875489056715e-22,2.8443987136070942e-23,1.748277482926938e-18,1.5453779526948512e-14,1.5700005491001315e-23,1.4270072419521034e-19
0.1209109897066907,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331790508759257,0.66999706383618896,1.9195742574844651e-14,0.0,4.9260962166460738e-17,9.6216013547948666e-35,2.4116932720680058e-34,0.0,5.3743956203053133e-33,5.3903016627990012e-32,0.0,4.9149681208478901e-06,5.7645143132418866e-09,2.6347837328446541e-06,3.8457446619967582e-08,3.065999152374221e-23,1.7487789391331156e-11,5.2602091995319099e-17,2.1866562339591801e-07,2.3861739826391094e-21,6.2641612829402578e-22,2.8445230149747053e-23,1.7518033630597754e-18,1.5461514866103877e-14,1.5692048221546903e-23,1.4283737625872129e-19
0.12120004153128018,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331790015389995,0.6699970595687107,1.9215975749361966e-14,0.0,4.9308011172309639e-17,9.6309421564197391e-35,2.4172676339685146e-34,0.0,5.3928947813665893e-33,5.4088849980074253e-32,0.0,4.9199076099449187e-06,5.7587266107149124e-09,2.6381280453966996e-06,3.8476550062749216e-08,3.0629175921481867e-23,1.7478909109812208e-11,5.2575380687378358e-17,2.1955638767820103e-07,2.3862997920071939e-21,6.2645833533429617e-22,2.8447146743678685e-23,1.7553262821430918e-18,1.5469237668199623e-14,1.5684122847295281e-23,1.4297380242299467e-19
0.12148909335586966,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331789522927985,0.66999705530344955,1.9236173595852759e-14,0.0,4.9354982579997281e-17,9.6402669688322773e-35,2.4228417129654169e-34,0.0,5.4114124983040363e-33,5.4274870331183274e-32,0.0,4.9248380043961108e-06,5.7529611430398652e-09,2.6414690049337376e-06,3.8495622878418742e-08,3.0598478704532988e-23,1.7470065586687079e-11,5.2548779970919268e-17,2.2044832681383392e-07,2.3864245205444578e-21,6.2648599924945913e-22,2.8448402949159433e-23,1.7588462438016052e-18,1.5476947991241171e-14,1.5676230165678308e-23,1.43110003583192e-19
0.12177814518045914,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331789031369991,0.66999705104039553,1.9256337103492333e-14,0.0,4.9401876688837905e-17,9.6495758519604739e-35,2.4284155111519759e-34,0.0,5.4299487376471691e-33,5.4461077389839551e-32,0.0,4.92975933647265e-06,5.747217773341074e-09,2.6448066243219716e-06,3.8514665207907969e-08,3.0567899144480358e-23,1.746125811444192e-11,5.2522287696609654e-17,2.2134143760486027e-07,2.3865487907285909e-21,6.265115275304806e-22,2.8449562177636733e-23,1.7623632523863214e-18,1.5484645892796066e-14,1.5668369575319624e-23,1.4324598060785132e-19
0.12206719700504862,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331788540712831,0.66999704677953931,1.927646662034523e-14,0.0,4.9448693824599379e-17,9.6588688692047559e-35,2.4339890306123086e-34,0.0,5.4485034705317414e-33,5.4647470872728187e-32,0.0,4.9346716382726559e-06,5.7414963658192379e-09,2.6481409163488178e-06,3.8533677191248021e-08,3.0537436517832282e-23,1.7452485905564821e-11,5.2495901471007821e-17,2.2223571686058845e-07,2.3866737368230248e-21,6.2654943234519403e-22,2.8451283411838834e-23,1.7658773104567089e-18,1.5492331430047446e-14,1.566054040906671e-23,1.4338173444076842e-19
0.1223562488296381,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331788050953326,0.66999704252087078,1.9296562056488216e-14,0.0,4.9495434283323971e-17,9.6681460798483597e-35,2.4395622734217898e-34,0.0,5.4670766706336849e-33,5.4834050501259324e-32,0.0,4.9395749417261602e-06,5.7357967876321185e-09,2.651471893723585e-06,3.855265896597042e-08,3.0507090117560271e-23,1.7443749700831727e-11,5.2469623562470789e-17,2.231311613975319e-07,2.3867977951900904e-21,6.265761441989137e-22,2.8452496385108718e-23,1.7693884221747258e-18,1.5500004659786269e-14,1.565274327354234e-23,1.4351726594081784e-19
0.12266450358973265,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331787529642526,0.66999703798168087,1.9317954683246395e-14,0.0,4.9545195782767782e-17,9.6780222686489808e-35,2.4455054678265501e-34,0.0,5.486904083981016e-33,5.5033230194027043e-32,0.0,4.9447941132332473e-06,5.7297424648177533e-09,2.655020523965726e-06,3.8572868650193748e-08,3.0474854941552322e-23,1.7434471897486222e-11,5.2441716555215949e-17,2.2408737450033963e-07,2.3869305082058085e-21,6.2660875950773044e-22,2.84539774292863e-23,1.7731295486521648e-18,1.5508174157002195e-14,1.5644462683491834e-23,1.4366155744009831e-19
0.1229727583498272,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733178700934521,0.66999703344495676,1.9339308343350271e-14,0.0,4.9594870794400114e-17,9.6878806225179083e-35,2.4514483524486161e-34,0.0,5.5067524334090989e-33,5.5232620924274414e-32,0.0,4.9500031255035876e-06,5.7237126566452513e-09,2.6585654141030309e-06,3.8593044301165993e-08,3.0442750289351286e-23,1.7425234064261277e-11,5.2413929775768943e-17,2.2504490540069559e-07,2.3870628059797191e-21,6.2664108026919648e-22,2.845544509831655e-23,1.7768673326916167e-18,1.5516329789115245e-14,1.563621768136734e-23,1.4380559815914717e-19
0.12328101310992175,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331786490057564,0.66999702891068702,1.9360623348967844e-14,0.0,4.9644459689851073e-17,9.6977212146671047e-35,2.457390929771233e-34,0.0,5.5266216850101091e-33,5.5432222349040073e-32,0.0,4.9552020166260252e-06,5.7177072047502654e-09,2.6621065792612137e-06,3.8613186083278535e-08,3.0410775317655642e-23,1.7416035928178928e-11,5.2386262401711777e-17,2.2600375026469169e-07,2.3871949660328278e-21,6.2667391194408183e-22,2.8456935967385242e-23,1.7806017783754245e-18,1.552447162351334e-14,1.5628008026960646e-23,1.4394938917530033e-19
0.1235892678700163,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331785971775824,0.66999702437886011,1.9381900011458931e-14,0.0,4.9693962832260061e-17,9.7075441170357301e-35,2.4633332022656817e-34,0.0,5.5465118055406694e-33,5.5632034129740381e-32,0.0,4.9603908244746533e-06,5.711725952234011e-09,2.6656440344684035e-06,3.8633294159631227e-08,3.0378929191086604e-23,1.7406877298705635e-11,5.2358713862068531e-17,2.2696390526777577e-07,2.387326894828686e-21,6.26706005356904e-22,2.8458393312707432e-23,1.7843328900557341e-18,1.5532599727086581e-14,1.5619833548513747e-23,1.4409293154152187e-19
0.12389752263011085,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331785454496227,0.66999701984946503,1.9403138404164092e-14,0.0,4.9743380583087762e-17,9.7173494012059419e-35,2.4692751723921873e-34,0.0,5.5664227620454725e-33,5.583205593129362e-32,0.0,4.9655695867104522e-06,5.7057687434696959e-09,2.669177794656007e-06,3.8653368692222549e-08,3.0347211081037829e-23,1.739775788973339e-11,5.2331283294218788e-17,2.2792536659462017e-07,2.3874587148394424e-21,6.2673855338238924e-22,2.8459871301512597e-23,1.7880606720899881e-18,1.554071416622949e-14,1.5611693994796452e-23,1.4423622630588759e-19
0.1242057773902054,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331784938215059,0.66999701532249012,1.9424338572753308e-14,0.0,4.9792713300876942e-17,9.7271371382398869e-35,2.4752168425998873e-34,0.0,5.58635452127653e-33,5.6032287419066455e-32,0.0,4.9707383407833736e-06,5.699835424274971e-09,2.6727078746595568e-06,3.8673409841786292e-08,3.0315620166593709e-23,1.7388677494418996e-11,5.2303970077267059e-17,2.288881304391139e-07,2.3875903145978282e-21,6.2677079896783228e-22,2.8461335556801475e-23,1.791785128840403e-18,1.5548815006844463e-14,1.5603589180608476e-23,1.443792745080239e-19
0.12451403215029995,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331784422928607,0.66999701079792495,1.9445500645273883e-14,0.0,4.9841961342358686e-17,9.7369073988278106e-35,2.4811582153264743e-34,0.0,5.6063070499344426e-33,5.623272825807021e-32,0.0,4.9758971239336869e-06,5.6939258417686057e-09,2.6762342892195396e-06,3.869341776792795e-08,3.0284155633766183e-23,1.7379635860096735e-11,5.2276773450443461e-17,2.2985219300439639e-07,2.3877217577468456e-21,6.2680319639694964e-22,2.846280670713889e-23,1.7955062646739817e-18,1.5556902314348892e-14,1.5595518882770269e-23,1.4452207718229963e-19
0.1248222869103945,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331783908633184,0.66999700627575787,1.946662482693977e-14,0.0,4.9891125061809245e-17,9.7466602532034137e-35,2.4870992929981198e-34,0.0,5.6262803148705186e-33,5.6433378114502049e-32,0.0,4.9810459731938114e-06,5.6880398444352149e-09,2.6797570529822323e-06,3.8713392629055904e-08,3.0252816675839363e-23,1.7370632768588615e-11,5.2249692758110042e-17,2.3081755050285541e-07,2.3878530070149431e-21,6.2683537830022585e-22,2.8464268070648047e-23,1.7992240839623444e-18,1.5564976153680665e-14,1.5587482906870994e-23,1.4466463535596708e-19
0.12513054167048904,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733178339532511,0.66999700175597809,1.9487711272158242e-14,0.0,4.9940204811365742e-17,9.7563957711869973e-35,2.4930400780296886e-34,0.0,5.6462742832927825e-33,5.6634236656965035e-32,0.0,4.9861849253899393e-06,5.6821772820496607e-09,2.6832761805005204e-06,3.8733334582453167e-08,3.0221602492967061e-23,1.7361667975859586e-11,5.2222727265664575e-17,2.3178419915608611e-07,2.3879841051981386e-21,6.2686767626483229e-22,2.8465734704366943e-23,1.8029385910816748e-18,1.5573036589302806e-14,1.5579481037089232e-23,1.4480695005007558e-19
0.12574705119067814,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331782371656477,0.66999699272353763,1.9529771597105739e-14,0.0,5.0038113798235223e-17,9.7758150751435135e-35,2.5049207797763794e-34,0.0,5.6863241996999971e-33,5.7036578481492899e-32,0.0,4.9964332848743406e-06,5.6705218678056613e-09,2.6903035845533177e-06,3.877312038941157e-08,3.0159545288057456e-23,1.7343852396966143e-11,5.2169139205113664e-17,2.3372135485909556e-07,2.3882457840546422e-21,6.2693200284390273e-22,2.8468655740835539e-23,1.8103576863403199e-18,1.558911750491746e-14,1.5563578824926299e-23,1.4509085305160005e-19
0.12636356071086724,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331781351893791,0.66999698370051763,1.9571682345939478e-14,0.0,5.0135691076201221e-17,9.7951658608877347e-35,2.516800339663794e-34,0.0,5.7264565398968136e-33,5.7439751112491331e-32,0.0,5.006642492936705e-06,5.6589584231606191e-09,2.6973166159638369e-06,3.8812776424324238e-08,3.0097977758301424e-23,1.7326187310054011e-11,5.2116003814187481e-17,2.3566363006928422e-07,2.3885067651557558e-21,6.269962431338499e-22,2.8471572858927534e-23,1.8177635855476817e-18,1.5605145567557078e-14,1.5547810637204601e-23,1.4537379422808525e-19
