Time (s),Volume (m^3),n-heptane,Ar,He,Ne,N2,X(1),C2H4(2),C4H8-1(3),C4H8-2(4),C2H5X(5),H(6),C6H12-1(7),C6H12-2(8),C6H12-3(9),C6H12(10),C6H12(11),HX(80),C2H3X(137),C2H2(37),C4H6(54),C4H7X(141),C4H5X(381),C4H5X(374),C2H6(343),C4H7X(140),C4H7X(142),C4H7X(143),H2(190),C4H6a(380),C4H5X(577),C2H5(67)
0.00011249486051855103,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332248106117335,0.66999982451989037,8.0238437199735384e-16,0.0,2.4095232675658978e-18,4.5157738783806325e-36,2.4942907214028248e-37,0.0,2.5240939103470592e-37,2.3415156688294444e-36,0.0,2.0950079594251973e-07,1.3524277744943971e-07,3.3990030007711883e-08,3.0902963366675745e-09,7.2004356491046848e-22,3.2968271779483221e-11,9.9168160831799988e-17,7.697485782998027e-13,2.1751368482511942e-21,6.1432042180114868e-22,2.7895970426976418e-23,3.1826727641460306e-21,9.4960130109988985e-17,2.2610930982020742e-24,6.9864659245276504e-21
0.00011510419905898911,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332248072768889,0.66999982429536098,8.067497856495729e-16,0.0,2.42014936756437e-18,4.5357387811245861e-36,2.552096002913692e-37,0.0,2.6043761524711629e-37,2.4164910265883287e-36,0.0,2.1043280518393794e-07,1.3464378530526595e-07,3.4697108402196506e-08,3.1480395904734842e-09,7.168543398639729e-22,3.3435573140159971e-11,1.0057372810854111e-16,7.9166224848774417e-13,2.1779942219954093e-21,6.1492702753526692e-22,2.7923516075966446e-23,3.2110537375248506e-21,9.899174293071702e-17,2.3466501419980811e-24,7.0172770372099422e-21
0.00011728511089853329,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332248044525048,0.66999982410622394,8.1033281437909989e-16,0.0,2.4290195270832054e-18,4.5524048647127893e-36,2.6004085330967269e-37,0.0,2.6718057137308968e-37,2.4794820538587117e-36,0.0,2.1121085679411131e-07,1.3414778864016208e-07,3.5285694689263251e-08,3.1959206136651636e-09,7.1421349556614608e-22,3.3819097528392185e-11,1.0172730798926742e-16,8.1012659718049819e-13,2.1801968495131085e-21,6.1538280134793882e-22,2.7944212526312891e-23,3.234842971558114e-21,1.0241237723064593e-16,2.4187948112119762e-24,7.04299667968655e-21
0.00011946602273807746,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332248015949251,0.66999982391576962,8.1386058735890865e-16,0.0,2.4378793980049098e-18,4.5690519247711841e-36,2.6487195033080918e-37,0.0,2.7395295755487244e-37,2.5427650166670303e-36,0.0,2.119880558229893e-07,1.3365597037302213e-07,3.5872117921496493e-08,3.2434587769728269e-09,7.1159489838897634e-22,3.4196329129651827e-11,1.0286196039858429e-16,8.2872669498515539e-13,2.1822444643636118e-21,6.1579589763230218e-22,2.7962971012419387e-23,3.2586937907646946e-21,1.0587885044391179e-16,2.4914985820939348e-24,7.0686864903743859e-21
0.00012164693457762164,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332247987046815,0.66999982372402067,8.1733698502822646e-16,0.0,2.446728934392203e-18,4.5856798739280622e-36,2.6970289153698796e-37,0.0,2.8075432798019248e-37,2.606335761359392e-36,0.0,2.12764398070694e-07,1.331682814295802e-07,3.6456396290313468e-08,3.2906581510928348e-09,7.0899828704547474e-22,3.4567384892485771e-11,1.0397803708908897e-16,8.4746288430037134e-13,2.1841490756222022e-21,6.1616972693417597e-22,2.7979946405387352e-23,3.2826057772477156e-21,1.0939063104863649e-16,2.564743789428874e-24,7.0943463360538061e-21
0.0001238278464171658,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332247957822975,0.66999982353099907,8.2076558925552014e-16,0.0,2.4555680918301082e-18,4.6022886276711034e-36,2.7453367711122136e-37,0.0,2.8758426780835814e-37,2.6701904202867062e-36,0.0,2.1353987947003979e-07,1.3268467342877991e-07,3.7038547773896175e-08,3.3375227434584538e-09,7.0642340393951852e-22,3.4932379256908623e-11,1.0507588226855111e-16,8.6633550511959565e-13,2.1859217304796856e-21,6.1650742450986177e-22,2.7995281075565364e-23,3.3065785156383605e-21,1.1294719378308614e-16,2.6385131890975489e-24,7.1199760879279974e-21
0.00012600875825671,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332247928282882,0.6699998233367267,8.2414970555000974e-16,0.0,2.4643968274056515e-18,4.618878104307573e-36,2.793643072372998e-37,0.0,2.9444239094949786e-37,2.7343253913681079e-36,0.0,2.1431449608480112e-07,1.3220509867304441e-07,3.7618590140008567e-08,3.38405649933851e-09,7.038699951140473e-22,3.5291424209991162e-11,1.0615583276679384e-16,8.853448950449421e-13,2.1875725869844402e-21,6.1681187121724108e-22,2.8009105841202824e-23,3.3306115931220987e-21,1.1654801955994738e-16,2.7127899482983987e-24,7.1455756215601495e-21
0.00012818967009625416,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332247898431605,0.66999982314122519,8.2749238605400251e-16,0.0,2.4732150996564046e-18,4.6354482248599366e-36,2.8419478209976502e-37,0.0,3.0132833776665535e-37,2.7987373169452871e-36,0.0,2.1508824410525563e-07,1.3172951013505437e-07,3.8196540949080843e-08,3.4302633030234621e-09,7.013378101806653e-22,3.5644629360369372e-11,1.0721821826021613e-16,9.0449138930272565e-13,2.189110995818846e-21,6.1708571711931603e-22,2.8021541040274373e-23,3.3547045993976068e-21,1.2019259537287605e-16,2.7875576325645514e-24,7.1711448167076729e-21
0.00013037058193579834,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332247868274157,0.66999982294451554,8.3079644601457083e-16,0.0,2.4820228685328299e-18,4.6519989130027112e-36,2.8902510188388882e-37,0.0,3.0824177341901042e-37,2.8634230685272284e-36,0.0,2.1586111984490934e-07,1.312578614477446e-07,3.877241755658512e-08,3.4761469787355519e-09,6.988266022663773e-22,3.5992101990867165e-11,1.0826336143005986e-16,9.2377532075550429e-13,2.1905455555397778e-21,6.1733139732693057e-22,2.8032697249889796e-23,3.3788571266394908e-21,1.2388041422445332e-16,2.8628001967071372e-24,7.1966835572282322e-21
0.0001325514937753425,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332247837815438,0.66999982274661884,8.3406448886456308e-16,0.0,2.4908200954373096e-18,4.6685300951385307e-36,2.9385526677563948e-37,0.0,3.1518238533411513e-37,2.928379723510686e-36,0.0,2.1663311974395622e-07,1.3079010689691796e-07,3.9346237116883142e-08,3.521711292144182e-09,6.9633612797426691e-22,3.6333947098077942e-11,1.0929157808065747e-16,9.431970199221165e-13,2.1918841893024686e-21,6.1755115394064426e-22,2.8042676282662701e-23,3.4030687696566933e-21,1.2761097501001953e-16,2.9385019777111474e-24,7.222191731198184e-21
0.0001347324056148867,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332247807060295,0.6699998225475553,8.3729891973827312e-16,0.0,2.4996067431641893e-18,4.6850417002770573e-36,2.9868527696166157e-37,0.0,3.2214988184222919e-37,2.9936045525999863e-36,0.0,2.1740424036409889e-07,1.3032620140969659e-07,3.9918016585476656e-08,3.5669599511992666e-09,6.9386614732200462e-22,3.6670267459878099e-11,1.1030317734324956e-16,9.6275681498961231e-13,2.1931341905471037e-21,6.1774704920492085e-22,2.8051571784035258e-23,3.4273391258634499e-21,1.3138378244971274e-16,3.0146476828012504e-24,7.2476692307203456e-21
0.00013691331745443086,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332247776013491,0.66999982234734523,8.4050196333118062e-16,0.0,2.5083827758060072e-18,4.7015336598615928e-36,3.0351513262924825e-37,0.0,3.2914399036731785e-37,3.0590950031390605e-36,0.0,2.1817447838032289e-07,1.2986610053718162e-07,4.0487772722233361e-08,3.6118966073418141e-09,6.9141642364952054e-22,3.7001163715885097e-11,1.1129846191911153e-16,9.8245503183083487e-13,2.1943022900072303e-21,6.1792098478906454e-22,2.8059470107816397e-23,3.451667795054844e-21,1.3519834699190005e-16,3.0912223761304359e-24,7.2731159516576747e-21
0.00013909422929397504,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332247744679716,0.66999982214600851,8.4367567435040699e-16,0.0,2.5171481588485948e-18,4.7180059079617252e-36,3.0834483396632261e-37,0.0,3.3616445636222594e-37,3.124848689294755e-36,0.0,2.1894383058923751e-07,1.2940976045699947e-07,4.1055522093468888e-08,3.6565248563336744e-09,6.8898672363256821e-22,3.7326734357797081e-11,1.1227772804700893e-16,1.0022919940158666e-12,2.1953946795381919e-21,6.1807470848033456e-22,2.8066450620111287e-23,3.4760543796548272e-21,1.3905418475049498e-16,3.1682114800233064e-24,7.2985317939379832e-21
0.0001410570499495648,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332247716237795,0.66999982196385821,8.4650850610066804e-16,0.0,2.5250278707167808e-18,4.7328140254265607e-36,3.1269143337291001e-37,0.0,3.4250521451984162e-37,3.1842502264232872e-36,0.0,2.1963548765734602e-07,1.2900223413709875e-07,4.1564794281202454e-08,3.6964295200784252e-09,6.8681692363056741e-22,3.7615274279212535e-11,1.1314561164000093e-16,1.0202641528377999e-12,2.1963178176804795e-21,6.1819710974567217e-22,2.8072008797437447e-23,3.4980514970733398e-21,1.4255933190525707e-16,3.2378442217127388e-24,7.3213795710905915e-21
0.00014301987060515454,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332247687570488,0.66999982178082507,8.4932040161544976e-16,0.0,2.5328989061547385e-18,4.7476060804715089e-36,3.1703790806232587e-37,0.0,3.4886696657565864e-37,3.243861646714974e-36,0.0,2.2032642254166167e-07,1.2859768796447367e-07,4.2072466062885464e-08,3.736089787242209e-09,6.8466299088134164e-22,3.7899647507290531e-11,1.1400096259579846e-16,1.0383491882975122e-12,2.1971881028896541e-21,6.1830552792291292e-22,2.8076932010044997e-23,3.5200949199154338e-21,1.4609717799805657e-16,3.3077909528837525e-24,7.3442021907723446e-21
0.0001449826912607443,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332247658681069,0.66999982159692317,8.5211255871346281e-16,0.0,2.5407612426710601e-18,4.7623820300536332e-36,3.2138425817277882e-37,0.0,3.5524955898092045e-37,3.303681507305071e-36,0.0,2.2101663313998674e-07,1.2819609124342534e-07,4.2578549124356181e-08,3.7755081675761625e-09,6.8252476195123103e-22,3.8179921636989317e-11,1.1484398422196257e-16,1.0565473315556358e-12,2.1980091125053921e-21,6.1840097003356854e-22,2.808126598625401e-23,3.5421843634854841e-21,1.4966738171363335e-16,3.3780417464080094e-24,7.3669995877941444e-21
0.00014694551191633405,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332247629572787,0.66999982141216607,8.5488609404491002e-16,0.0,2.5486148586225977e-18,4.7771418327076118e-36,3.2573048384283241e-37,0.0,3.6165284690163674e-37,3.3637084460556463e-36,0.0,2.2170611742444108e-07,1.2779741366498773e-07,4.3083055031180411e-08,3.8146871367798796e-09,6.8040207546566653e-22,3.8456163006431805e-11,1.1567487604868196e-16,1.0748588123001556e-12,2.1987841706817937e-21,6.1848437114668526e-22,2.808505318706069e-23,3.5643195451076856e-21,1.5326960525302205e-16,3.4485868822717526e-24,7.3897716993945428e-21
0.0001489083325719238,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332247600248788,0.6699998212265672,8.5764204918469904e-16,0.0,2.5564597330894478e-18,4.791885448284404e-36,3.3007658521139289e-37,0.0,3.6807669359131354e-37,3.4239411757672269e-36,0.0,2.2239487343060782e-07,1.2740162529173324e-07,4.3585995230193465e-08,3.8536291370407609e-09,6.7829477202826069e-22,3.8728436756276287e-11,1.1649383400918091e-16,1.0932838587554008e-12,2.199516376535137e-21,6.1855660244038682e-22,2.8088333172208734e-23,3.5865001839561046e-21,1.56903514287661e-16,3.5194168384033605e-24,7.412518464821142e-21
0.00015087115322751356,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332247570712237,0.66999982104014,8.6038139576824041e-16,0.0,2.5642958460132546e-18,4.8066128383286407e-36,3.3442256241769524e-37,0.0,3.7452096985573708e-37,3.4843784792342694e-36,0.0,2.2308289926878991e-07,1.2700869656492868e-07,4.4087381051014639e-08,3.8923365777073336e-09,6.7620269425892266e-22,3.8996806737854553e-11,1.1730105014733943e-16,1.111822697691249e-12,2.2002086044555485e-21,6.1861847059925067e-22,2.8091142572822208e-23,3.6087260001617824e-21,1.6056877791446798e-16,3.5905223091054802e-24,7.4352398259843784e-21
0.00015263769181754434,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332247543950161,0.66999982087165799,8.6283335772819404e-16,0.0,2.5713408405870541e-18,4.8198535859389251e-36,3.3833383585996956e-37,0.0,3.8033818470563899e-37,3.5389460097749947e-36,0.0,2.2370149672390543e-07,1.2665748157614066e-07,4.4537308567011964e-08,3.9269746910464585e-09,6.7433271372426212e-22,3.9235053839547427e-11,1.1801766133790328e-16,1.1286051315646822e-12,2.2007996437696608e-21,6.1866591283135568e-22,2.8093296899657517e-23,3.6287676318277969e-21,1.6389405259010709e-16,3.6547452589220713e-24,7.4556672841923318e-21
0.00015440423040757512,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332247517020658,0.66999982070252495,8.6527322007547197e-16,0.0,2.5783787091138073e-18,4.8330811347311827e-36,3.4224500894579231e-37,0.0,3.8617176406687373e-37,3.5936775144115819e-36,0.0,2.2431949998191664e-07,1.2630853822010089e-07,4.4985994216977781e-08,3.9614264474699533e-09,6.7247482808554315e-22,3.9470234626277783e-11,1.1872504961623708e-16,1.1454800831443508e-12,2.2013622974934791e-21,6.1870608162005874e-22,2.8095120943231794e-23,3.6488454313947137e-21,1.6724422270445614e-16,3.7191774677581924e-24,7.4760740801925864e-21
0.0001561707689976059,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332247489925909,0.6699998205327502,8.6770156403241486e-16,0.0,2.5854094385360221e-18,4.8462954596250385e-36,3.4615608177729973e-37,0.0,3.9202162754972857e-37,3.6485722336881151e-36,0.0,2.2493690780180237e-07,1.2596184570068783e-07,4.5433446022353144e-08,3.9956935371028627e-09,6.7062892661760254e-22,3.9702393195611705e-11,1.1942334760473091e-16,1.1624477147585452e-12,2.2018982692289573e-21,6.1873945327943003e-22,2.8096636332716245e-23,3.6689591977840481e-21,1.7061905397763377e-16,3.7838125591883866e-24,7.4964601762113996e-21
0.00015793730758763668,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332247462668091,0.66999982036234296,8.7011893590124067e-16,0.0,2.5924330163576516e-18,4.8594965366193361e-36,3.5006705445681214e-37,0.0,3.9788769857352588e-37,3.7036294434817207e-36,0.0,2.255537189917356e-07,1.2561738346044978e-07,4.5879671931233411e-08,4.0297776297421365e-09,6.687948998660372e-22,3.9931572935239262e-11,1.2011268580077019e-16,1.1795081878033584e-12,2.2024091563215501e-21,6.1876647438183366e-22,2.8097863346727961e-23,3.6891087312985768e-21,1.7401831427182503e-16,3.8486442702923473e-24,7.5168255361539646e-21
0.00015970384617766746,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332247435249363,0.66999982019131232,8.725258494021917e-16,0.0,2.5994494304343522e-18,4.8726843421090094e-36,3.5397792708683174e-37,0.0,4.0376990412692102e-37,3.758848452791654e-36,0.0,2.2616993239343504e-07,1.2527513116251438e-07,4.6324679819188896e-08,4.0636803749856289e-09,6.6697263955086376e-22,4.015781670370342e-11,1.2079319315084821e-16,1.1966616627478299e-12,2.2028964782350112e-21,6.1878757068297739e-22,2.8098821318615978e-23,3.70929383700416e-21,1.7744177356706765e-16,3.9136664158775416e-24,7.5371701243675232e-21
0.00016129373090869516,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332247410436655,0.66999982003685898,8.7468352943501407e-16,0.0,2.6057580685000289e-18,4.8845420015131993e-36,3.5749762699639077e-37,0.0,4.0907762652500757e-37,3.8086833538988968e-36,0.0,2.2672401242327738e-07,1.2496897697061718e-07,4.6724151961795979e-08,4.0940391414464564e-09,6.6534257705660433e-22,4.0358960418277077e-11,1.2139820335809355e-16,1.2121794387067544e-12,2.2033160725520574e-21,6.1880181203436276e-22,2.8099468010829163e-23,3.7274906811356297e-21,1.8054338865549141e-16,3.9723442124395852e-24,7.555462466370743e-21
0.0001627246271666201,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332247387996517,0.66999981989743074,8.7661880804624462e-16,0.0,2.6114308667518071e-18,4.8952046754091269e-36,3.6066528775877833e-37,0.0,4.1386566221723992e-37,3.8536459810577609e-36,0.0,2.2722226903292546e-07,1.2469494277710876e-07,4.7082843417350793e-08,4.1212385395462462e-09,6.638835316704487e-22,4.0538010367407454e-11,1.2193675888569392e-16,1.226210051657518e-12,2.2036791556146974e-21,6.1881101847848714e-22,2.8099886070547811e-23,3.7438922203714417e-21,1.8335130721004061e-16,4.0252783831158975e-24,7.5719111461430277e-21
0.00016415552342454503,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332247365454526,0.66999981975760903,8.7854804076933522e-16,0.0,2.6170989449353524e-18,4.9058586034209714e-36,3.6383288306149546e-37,0.0,4.1866416466770642e-37,3.8987136356587752e-36,0.0,2.2772013151477451e-07,1.2442232311086122e-07,4.7440749498582754e-08,4.1483218248199813e-09,6.6243201767778425e-22,4.0715207591699665e-11,1.2246974175140888e-16,1.2403019654599713e-12,2.2040291480126211e-21,6.1881699798368119e-22,2.8100157596657354e-23,3.7603167491617258e-21,1.8617470057298263e-16,4.0783269542106028e-24,7.5883461398939545e-21
0.00016558641968246997,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733224734281175,0.66999981961739907,8.8047144608779464e-16,0.0,2.6227622975101884e-18,4.9165037748757668e-36,3.670004129593281e-37,0.0,4.2347310107096217e-37,3.943886006132107e-36,0.0,2.2821759933126539e-07,1.2415110759221545e-07,4.7797874255056459e-08,4.1752898368883278e-09,6.6098797981400544e-22,4.0890573389934396e-11,1.2299721599725134e-16,1.2544552636359381e-12,2.2043666769164835e-21,6.1881992437784228e-22,2.8100290482588891e-23,3.7767641632350016e-21,1.8901345046813019e-16,4.1314868913980318e-24,7.6047674316706227e-21
0.0001670173159403949,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332247320069303,0.66999981947680476,8.8238923195696952e-16,0.0,2.6284209191516846e-18,4.9271401794359218e-36,3.7016787750712652e-37,0.0,4.282924397869698e-37,3.989162791732182e-36,0.0,2.2871467196509483e-07,1.238812859380185e-07,4.81542217066515e-08,4.2021434071947479e-09,6.5955136332833634e-22,4.1064128885408328e-11,1.2351924518222822e-16,1.2686700293183078e-12,2.2046923485694736e-21,6.188199666078987e-22,2.8100292400138148e-23,3.7932343606165782e-21,1.9186743948584424e-16,4.1847551800604707e-24,7.6211750059855644e-21
0.00016844821219831984,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332247297228229,0.66999981933583075,8.8430159631103042e-16,0.0,2.6340748046976042e-18,4.9377678070329455e-36,3.7333527675980368e-37,0.0,4.3312215028748371e-37,4.0345437020417209e-36,0.0,2.2921134891328984e-07,1.2361284795509303e-07,4.850979584382653e-08,4.2288833592191275e-09,6.5812211394905902e-22,4.1235894909101026e-11,1.2403589196206992e-16,1.2829463452528474e-12,2.2050067379207366e-21,6.1881728449906593e-22,2.8100170606884166e-23,3.8097272400678814e-21,1.9473655107530125e-16,4.2381288563350506e-24,7.6375688477469608e-21
0.00016987910845624478,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332247274289589,0.66999981919448182,8.8620872753347688e-16,0.0,2.6397239491744666e-18,4.9483866480803758e-36,3.7650261077233162e-37,0.0,4.3796220310398335e-37,4.0800284564880776e-36,0.0,2.2970762968757133e-07,1.233457835399816e-07,4.8864600627882528e-08,4.2555105086744095e-09,6.567001778821518e-22,4.1405891899427888e-11,1.2454721778244662e-16,1.2972842937999969e-12,2.2053103797295673e-21,6.1881202554059762e-22,2.8099931800232651e-23,3.8262426982019652e-21,1.976206695367841e-16,4.2916050285093971e-24,7.6539489426950912e-21
0.0001713100047141697,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332247251254443,0.66999981905276196,8.881108049400658e-16,0.0,2.6453683478258977e-18,4.9589966933250258e-36,3.7966987959973852e-37,0.0,4.4281256977622237e-37,4.1256167838669922e-36,0.0,2.3020351382033237e-07,1.2308008268396682e-07,4.9218639991224524e-08,4.2820256633584141e-09,6.5528550183802253e-22,4.1574140145938335e-11,1.2505328369846138e-16,1.3116839569366916e-12,2.2056037940626729e-21,6.1880433424682792e-22,2.8099582542508793e-23,3.8427806342330192e-21,2.0051968001402569e-16,4.3451808183682544e-24,7.6703152770264245e-21
0.00017274090097209465,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332247228123807,0.66999981891067595,8.9000799925904288e-16,0.0,2.6510079960433051e-18,4.9695979337107421e-36,3.8283708329710981e-37,0.0,4.4767322280278961e-37,4.171308421886426e-36,0.0,2.3069900085757959e-07,1.2281573546542801e-07,4.9571917837620696e-08,4.3084296233701073e-09,6.5387803299080701e-22,4.1740659667434603e-11,1.2555414992292871e-16,1.3261454162581664e-12,2.2058874750613223e-21,6.187943475430212e-22,2.8099129051416715e-23,3.8593409489547871e-21,2.0343346848663987e-16,4.3988533947342043e-24,7.6866678371919878e-21
0.00017417179723001959,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332247204898719,0.66999981876822789,8.9190047304098037e-16,0.0,2.656642889396181e-18,4.9801903606820055e-36,3.8600422191958279e-37,0.0,4.5254413559484092e-37,4.2171031167360262e-36,0.0,2.3119409035829394e-07,1.2255273204861713e-07,4.992443804245867e-08,4.334723181317153e-09,6.5247771897185338e-22,4.1905470097522632e-11,1.2604987547844729e-16,1.3406687529797161e-12,2.2061618800682561e-21,6.1878219104322424e-22,2.8098577031019943e-23,3.8759235399747371e-21,2.0636192176263868e-16,4.4526199978110223e-24,7.7030066105330228e-21
0.00017560269348794452,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332247181580188,0.66999981862542213,8.9378838106634092e-16,0.0,2.6622730236746365e-18,4.9907739660334285e-36,3.8917129552234469e-37,0.0,4.574252824327812e-37,4.2630006226862542e-36,0.0,2.3168878190263185e-07,1.222910626909242e-07,5.0276204452998175e-08,4.3609071221589488e-09,6.5108450790840847e-22,4.2068590932800174e-11,1.265405190384824e-16,1.3552540479385213e-12,2.2064274561339634e-21,6.1876798859714041e-22,2.8097932105274264e-23,3.8925283075893032e-21,2.0930492747105844e-16,4.5064778786694568e-24,7.7193315848759731e-21
0.00017703358974586946,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332247158169226,0.66999981848226298,8.9567187075150427e-16,0.0,2.667898394801495e-18,5.0013487416717591e-36,3.9233830416063448e-37,0.0,4.6231663842513991e-37,4.3090007017095451e-36,0.0,2.3218307508385445e-07,1.2203071773425403e-07,5.0627220888621145e-08,4.386982223424132e-09,6.4969834837770294e-22,4.2230041405381369e-11,1.270261384466475e-16,1.3699013815954437e-12,2.2066846276337768e-21,6.1875185726919733e-22,2.8097199590013055e-23,3.9091551548582582e-21,2.1226237405467276e-16,4.5604243350403957e-24,7.7356427481316847e-21
0.0001783213963780019,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332247137021148,0.66999981835312095,8.9736334995831663e-16,0.0,2.6729571530900598e-18,5.0108584841070705e-36,3.9518855643616394e-37,0.0,4.6672756770861812e-37,4.3504882819933738e-36,0.0,2.3262759801913798e-07,1.2179753171961691e-07,5.0942497586579114e-08,4.41035739351646e-09,6.4845679171055026e-22,4.2373934271364834e-11,1.2745894716465535e-16,1.3831370911725943e-12,2.2069092201880091e-21,6.1873577858807357e-22,2.809646946542335e-23,3.924138111237101e-21,2.1493633137618357e-16,4.6090496987812912e-24,7.7503109774326728e-21
0.00017960920301013435,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332247115799707,0.66999981822369903,8.9905146180659207e-16,0.0,2.6780120473637055e-18,5.0203610630963099e-36,3.9803875617558252e-37,0.0,4.7114672982507598e-37,4.3920585961906122e-36,0.0,2.3307179768604231e-07,1.2156540379428301e-07,5.1257172621740939e-08,4.4336455839983794e-09,6.4722086864775139e-22,4.2516503093438719e-11,1.2788777339152016e-16,1.3964231750945721e-12,2.2071276029368276e-21,6.1871830173681495e-22,2.8095675850659877e-23,3.9391387976231199e-21,2.1762181590480733e-16,4.6577427598956973e-24,7.7649680030199028e-21
0.0001808970096422668,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332247094505635,0.66999981809400011,9.0073629983109975e-16,0.0,2.6830630750135488e-18,5.0298564733244155e-36,4.0088890341925407e-37,0.0,4.755741081967937e-37,4.4337114853648699e-36,0.0,2.3351567382197551e-07,1.2133432709704344e-07,5.1571248721498871e-08,4.4568473465310162e-09,6.4599054265805028e-22,4.2657761413614958e-11,1.283126578722217e-16,1.4097596912425515e-12,2.2073400485282453e-21,6.1869950189415685e-22,2.8094822159551147e-23,3.9541571469012638e-21,2.2031874797737348e-16,4.7065016228954482e-24,7.7796138169078297e-21
0.00018218481627439923,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332247073139632,0.66999981796402741,9.0241795356491504e-16,0.0,2.6881102335149741e-18,5.0393447099346302e-36,4.0373899820756916e-37,0.0,4.8000968669753123e-37,4.4754467947798377e-36,0.0,2.3395922616564585e-07,1.2110429481332414e-07,5.1884728595565174e-08,4.4799632282594776e-09,6.447657774584869e-22,4.2797722459508563e-11,1.2873364035246151e-16,1.4231466972552127e-12,2.2075468004439001e-21,6.1867944508869907e-22,2.8093911390415237e-23,3.969193084497472e-21,2.2302704844684725e-16,4.7553244560807723e-24,7.7942484120464666e-21
0.00018347262290653167,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332247051702391,0.66999981783378382,9.0409650872168115e-16,0.0,2.6931535205213991e-18,5.0488257684524715e-36,4.0658904058094108e-37,0.0,4.8445344963315396e-37,4.5172643737200168e-36,0.0,2.3440245447222247e-07,1.2087530018969616e-07,5.2197614936113217e-08,4.502993771594834e-09,6.4354653709165323e-22,4.2936399412453849e-11,1.2915076050992119e-16,1.4365842505298188e-12,2.2077481032785959e-21,6.1865819864084631e-22,2.8092946600242203e-23,3.9842465364464383e-21,2.2574663867822735e-16,4.8042094235063271e-24,7.8088717819906393e-21
0.00018463164887545086,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332247032348556,0.66999981771633543,9.0560462698030506e-16,0.0,2.6976891667937687e-18,5.0573525798743358e-36,4.0915403393562105e-37,0.0,4.8845982132965186e-37,4.554970413750868e-36,0.0,2.3480108270231268e-07,1.2067008669011663e-07,5.2478707382506373e-08,4.5236487408647672e-09,6.4245391500905567e-22,4.3060121560280167e-11,1.2952289881608463e-16,1.4487213136310458e-12,2.2079248127137469e-21,6.1863811328979232e-22,2.8092034534876747e-23,3.997809564436988e-21,2.2820385805049133e-16,4.8482575197376006e-24,7.8220232114047597e-21
