Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),CH3X(55),C2H4(47),COX(50),O(29),H2OX(23),CHOX(53),acetyl(44),CO2X(24),C2H4X(215),C2H4X(70),HOCO(73)
9.732475654358025e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44861248486105515,0.11503914027428797,0.02275272574422413,6.797914893110932e-14,2.2953912374197007e-09,3.4248096622826955e-06,1.7894410415612815e-07,2.1608646466277312e-09,1.0792086310745466e-20,8.590077740759719e-05,1.1282588044673699e-18,7.550531838574601e-05,6.79354104004248e-14,8.965360307094298e-12,2.0025213880090928e-15,1.5079781744851783e-17,1.1670613216900593e-07,4.765022422136723e-13,0.0035425677219452782,0.00013727210371025644,1.2730237372150031e-05,2.2691958503007012e-10,4.859423000266234e-10,2.5073613991322486e-09,1.1747416873159283e-12,3.994362998582e-09,2.166698798108089e-06,2.1087946681022518e-11,4.8155959208069496e-08,2.695796509447417e-10,7.449003148219832e-13,5.60593892114299e-13,1.1261865711624802e-07,1.0738139285685586e-13,2.4913950232237567e-16,3.845242679661803e-17,8.400180330657027e-16,4.056158559056289e-15,1.362124741532598e-19,3.938548279053255e-22
9.797435868047269e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4485941056474141,0.11502122855787937,0.022752269656617603,7.011756966174716e-14,2.3404576368076195e-09,3.4736759677217128e-06,1.8328007227056173e-07,2.204124418127734e-09,1.1232657020740808e-20,8.647359495258325e-05,1.1669111502347333e-18,7.59491710503679e-05,6.933967843794955e-14,9.202707584414068e-12,2.0657646712970836e-15,1.5543497621849564e-17,1.1820349881587104e-07,4.896450470808746e-13,0.003559878766874237,0.0001381769706164039,1.2869327180318047e-05,2.3091270362761812e-10,4.891749280014748e-10,2.521890076308094e-09,1.1822443516096863e-12,4.081558640815569e-09,2.190022792961287e-06,2.146470269644151e-11,4.893605737328342e-08,2.7136687091020083e-10,7.655099753544698e-13,5.741611443377277e-13,1.1403747030673056e-07,1.0949090549368716e-13,2.563719152687405e-16,3.9646880805268024e-17,8.607106605049713e-16,4.194472564803579e-15,1.3996376600572842e-19,4.086341789213241e-22
9.862396081736512e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44857579423084365,0.11500338483202191,0.022751813606574186,7.230848213482781e-14,2.3860962888832525e-09,3.5229768637683135e-06,1.8769134150237847e-07,2.247953560804018e-09,1.1688160292438916e-20,8.704639948409657e-05,1.2066164121156162e-18,7.639233627869888e-05,7.076333746885441e-14,9.444679465277522e-12,2.1305438573868973e-15,1.6018302302925718e-17,1.197095966700638e-07,5.030596504310366e-13,0.0035771216739196696,0.0001390816699644675,1.3008833810398495e-05,2.3494592318441904e-10,4.924073531922636e-10,2.5364183028532955e-09,1.1897679755435487e-12,4.169988249930651e-09,2.2134294501272105e-06,2.1845567837240115e-11,4.9723764484615356e-08,2.731539439524258e-10,7.865471681040367e-13,5.879635072764529e-13,1.1546406200607654e-07,1.1162726326695849e-13,2.637602205346588e-16,4.0870156335776626e-17,8.81767831002211e-16,4.336522830316123e-15,1.437924629447009e-19,4.2386318518888105e-22
9.927356295425755e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44855755035208883,0.1149856088292106,0.02275135759396688,7.45528076013549e-14,2.4323104870571157e-09,3.572714911926061e-06,1.9217868348009036e-07,2.2923556844504157e-09,1.2158998142731509e-20,8.761919089666348e-05,1.2473959729458371e-18,7.683481584517397e-05,7.220652413804591e-14,9.691333816200455e-12,2.196884735145244e-15,1.6504384721727824e-17,1.2122441144486682e-07,5.167498253987544e-13,0.0035942967106982137,0.0001399862012665832,1.3148750131986366e-05,2.390192542537504e-10,4.956395750196236e-10,2.5509460760488825e-09,1.1973128958376752e-12,4.25965736652843e-09,2.2369179789920445e-06,2.2230554623146556e-11,5.051912213172727e-08,2.749408704018372e-10,8.080178461265673e-13,6.020033791384639e-13,1.1689841331454522e-07,1.137906211757366e-13,2.713064780318273e-16,4.212274584898728e-17,9.031932669877542e-16,4.482384049132196e-15,1.4769963559293573e-19,4.395523004289694e-22
9.992316509114999e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4485393737529627,0.11496790028299371,0.022750901618669238,7.68514766734189e-14,2.4791035198759463e-09,3.6228926839968467e-06,1.9674287126670967e-07,2.3373343965870685e-09,1.2645580486656843e-20,8.819196908498503e-05,1.2892715030641778e-18,7.72766115141529e-05,7.366937513829514e-14,9.942728818483356e-12,2.264813315584947e-15,1.7001935680429905e-17,1.2274792888518258e-07,5.307193721308367e-13,0.0036114041437730103,0.00014089056403234713,1.3289069003853383e-05,2.4313270373201755e-10,4.988715929051661e-10,2.565473393177212e-09,1.2048794501161459e-12,4.350571393672191e-09,2.2604875876727057e-06,2.2619675373864923e-11,5.132217225500454e-08,2.767276505859226e-10,8.299280052178295e-13,6.162831624346237e-13,1.1834050538185614e-07,1.1598113394075782e-13,2.790127509486107e-16,4.340514652687633e-17,9.249906946576645e-16,4.6321318855255615e-15,1.516863621806993e-19,4.55712143452224e-22
9.999999999999999e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4485372282632342,0.11496581016585761,0.02275084768839502,7.712700095370704e-14,2.4846766321477085e-09,3.6288569100331824e-06,1.9728784152625981e-07,2.3426927775370837e-09,1.2704194117446812e-20,8.825971638147376e-05,1.2942980431666222e-18,7.732882193661406e-05,7.384370796919663e-14,9.972780058575129e-12,2.2729541302544412e-15,1.706155343392398e-17,1.2292870533988054e-07,5.323903441384826e-13,0.0036134231515523208,0.00014099752084671745,1.3305692201965435e-05,2.436218957564914e-10,4.992538623072685e-10,2.5671916532448312e-09,1.2057758683456163e-12,4.361407279822961e-09,2.2632807250237655e-06,2.2665974525125876e-11,5.141766769755497e-08,2.7693898120027007e-10,8.325488844060188e-13,6.179881533996958e-13,1.1851158701775301e-07,1.1624203078568821e-13,2.7993492761257385e-16,4.355882376793171e-17,9.275936691527601e-16,4.650104662746806e-15,1.521632239370448e-19,4.576551624149014e-22
1.0057276722804242e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.448521264176341,0.11495025892796863,0.022750445680555315,7.92054293332339e-14,2.526478671039962e-09,3.6735127616101814e-06,2.0138467931388892e-07,2.382893302458862e-09,1.3148325225877444e-20,8.876473394393284e-05,1.3322649622098708e-18,7.7717725039939e-05,7.51520272096281e-14,1.0198922967437665e-11,2.334355831196735e-15,1.7511147852317788e-17,1.2428013476734748e-07,5.449721177917844e-13,0.003628444238657868,0.0001417947577688663,1.3429783274877572e-05,2.472862748700699e-10,5.021034062714556e-10,2.5800002515219328e-09,1.2124679768162136e-12,4.4427355956361935e-09,2.284137483063639e-06,2.3012942208837894e-11,5.213295714022539e-08,2.7851428482924176e-10,8.522836839220696e-13,6.308052638362648e-13,1.1979031940693563e-07,1.181989560035319e-13,2.8688110538888657e-16,4.47178602722031e-17,9.471638436855642e-16,4.78584298021255e-15,1.5575372854698266e-19,4.72353499378227e-22
1.0122236936493485e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4485032213661569,0.11493268449977777,0.022749989779499664,8.16156149414503e-14,2.5744392194196355e-09,3.7245777357498576e-06,2.0610488341608646e-07,2.429036005033854e-09,1.366765833688852e-20,8.933748536854549e-05,1.3763986014190177e-18,7.815815816679853e-05,7.665461713871743e-14,1.0459975071613706e-11,2.405538735258469e-15,1.8032215784262674e-17,1.2582101489894571e-07,5.595119165688091e-13,0.0036454172598214232,0.00014269878198080912,1.3570885784977834e-05,2.5147996728528796e-10,5.0533501454199e-10,2.594526648367958e-09,1.2200788150966477e-12,4.536155096694393e-09,2.307866870883553e-06,2.341036704702707e-11,5.295151941307844e-08,2.803007734534318e-10,8.75090963539877e-13,6.455720940328848e-13,1.2124783663766394e-07,1.2044424152543337e-13,2.9491361000969523e-16,4.6061393707766795e-17,9.697164469349318e-16,4.943594956044999e-15,1.5990282814059325e-19,4.894873208468321e-22
1.0187197150182729e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4484852450673963,0.11491517673510432,0.022749533915377367,8.408299224474393e-14,2.6229884390720067e-09,3.776090206278121e-06,2.1090426066476187e-07,2.475766105001723e-09,1.420401395893278e-20,8.991022325402455e-05,1.4216949649199484e-18,7.859791262898059e-05,7.817728175827605e-14,1.0725944252030285e-11,2.478388701121958e-15,1.8565335899083242e-17,1.2737055511862372e-07,5.743426496763882e-13,0.0036623234706912766,0.0001436026361704559,1.3712369366053143e-05,2.5571377697443846e-10,5.085664171411787e-10,2.609052581001434e-09,1.2277123047452205e-12,4.630834879949287e-09,2.331674955722083e-06,2.381196160671061e-11,5.37779020335322e-08,2.8208711677721396e-10,8.983559681353157e-13,6.605860675899619e-13,1.2271303837062358e-07,1.227171443867826e-13,3.0311233565776335e-16,4.743625817527142e-17,9.926522401718252e-16,5.10546642368898e-15,1.6413476202112214e-19,5.071247292213711e-22
1.0252157363871972e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.448467335026092,0.11489773537166832,0.022749078088064003,8.660852938268334e-14,2.6721295992565233e-09,3.828052781457544e-06,2.15783589402604e-07,2.523087200772205e-09,1.4757834481597193e-20,9.04829474957309e-05,1.4681768920274867e-18,7.903699015073779e-05,7.972015794645241e-14,1.0996889941405946e-11,2.552932621477513e-15,1.9110706497796343e-17,1.2892874129590552e-07,5.89468225360359e-13,0.003679163133658114,0.0001445063198377492,1.3854226842925996e-05,2.5998769632729465e-10,5.11797613494322e-10,2.6235780467097125e-09,1.2353687860853708e-12,4.726779786201357e-09,2.3555609410863826e-06,2.421773740529821e-11,5.4612148290060054e-08,2.838733151163987e-10,9.220848645423275e-13,6.75849602806893e-13,1.241859059508478e-07,1.250178181859167e-13,3.1147935500506084e-16,4.884296973379954e-17,1.0159749617780806e-15,5.27153698728918e-15,1.684506388597851e-19,5.252770157835891e-22
1.0317117577561216e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.448449490989319,0.11488036014822232,0.02274862229743566,8.919320389387618e-14,2.721865964450418e-09,3.880468077470742e-06,2.2074364917779624e-07,2.5710028884735368e-09,1.5329570632067228e-20,9.105565798918084e-05,1.5158675190361206e-18,7.94753924463473e-05,8.128338262622755e-14,1.1272871883391831e-11,2.6291976075964065e-15,1.9668527761756502e-17,1.304955593310068e-07,6.048925789015532e-13,0.0036959365100798116,0.00014540983248034422,1.3996451034289859e-05,2.643017141410196e-10,5.150286030275885e-10,2.638103042781315e-09,1.2430485998821137e-12,4.82399451285933e-09,2.3795240294476417e-06,2.4627705759163628e-11,5.54543017937243e-08,2.856593687838907e-10,9.462838623704035e-13,6.913651215750746e-13,1.2566642077157054e-07,1.2734641623825083e-13,3.2001674218354196e-16,5.028204915789658e-17,1.0396883524650632e-15,5.441887250118878e-15,1.7285157494014026e-19,5.439556429201623e-22
1.0382077791250459e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4484317127051892,0.11486305080454753,0.02274816654336893,9.183800272139632e-14,2.77220079436362e-09,3.933338717938124e-06,2.2578522069832198e-07,2.6195167619509072e-09,1.5919681562014322e-20,9.162835463004242e-05,1.564790281112059e-18,7.991312122013272e-05,8.286709276481371e-14,1.1553950131806215e-11,2.7072109885513874e-15,2.0239001754684433e-17,1.3207099515465125e-07,6.206196726189692e-13,0.003712643860285526,0.00014631317359365922,1.4139034753660178e-05,2.6865581563530723e-10,5.182593851679951e-10,2.6526275665059013e-09,1.2507520872472134e-12,4.922483612891606e-09,2.40356342228752e-06,2.5041877783494344e-11,5.630440647212306e-08,2.8744527808969456e-10,9.709592140095286e-13,7.071350492361295e-13,1.271545642739765e-07,1.2970309157533297e-13,3.2872657241920964e-16,5.1754021935266446e-17,1.063796154988012e-15,5.616598820215374e-15,1.7733869415868034e-19,5.6317224530065e-22
1.0447038004939702e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4484139999228466,0.11484580708144955,0.022747710825740904,9.454392221749286e-14,2.8231373439532107e-09,3.986667333433821e-06,2.309090857863144e-07,2.6686324127649028e-09,1.6528634934092107e-20,9.220103731413176e-05,1.6149689141841608e-18,8.035017816648656e-05,8.447142537305445e-14,1.1840185049870607e-11,2.787000310415415e-15,2.0822332424584797e-17,1.3365503472788578e-07,6.366534958724853e-13,0.003729285443579763,0.0001472163426709256,1.4281970810328658e-05,2.7304998246827977e-10,5.21489959343386e-10,2.6671516151742527e-09,1.2584795895437158e-12,5.022251493819186e-09,2.4276783201444977e-06,2.546026439215856e-11,5.716250656320337e-08,2.89231043340921e-10,9.961172146343968e-13,7.231618144402928e-13,1.2865031794695246e-07,1.320879969438909e-13,3.376109216655545e-16,5.3259418264079994e-17,1.0883021138608586e-15,5.7957543160008235e-15,1.8191312802530005e-19,5.829386310467333e-22
1.0511998218628946e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44839635239246145,0.1148286287207544,0.022747255144429174,9.731196814758279e-14,2.8746788634374125e-09,4.040456560999982e-06,2.3611602733245462e-07,2.7183534301899587e-09,1.7156907008017185e-20,9.277370593740906e-05,1.6664274568337245e-18,8.078656496989305e-05,8.609651750482651e-14,1.213163730944747e-11,2.868593335438777e-15,2.141872560555331e-17,1.3524766404189692e-07,6.529980650651152e-13,0.0037458615182464385,0.00014811933920323814,1.4425252010320462e-05,2.7748419275313564e-10,5.247203249824118e-10,2.6816751860782247e-09,1.2662314482898372e-12,5.123302416750325e-09,2.451867922660141e-06,2.5882876297589445e-11,5.8028646608944535e-08,2.910166648417912e-10,1.0217642022079045e-12,7.394478490049748e-13,1.301536633268393e-07,1.3450128480487372e-13,3.4667186623671556e-16,5.479877304989757e-17,1.1132099750717832e-15,5.979437371888338e-15,1.8657601566364026e-19,6.032667828925887e-22
1.0576958432318189e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.448378769865226,0.11481151546530462,0.02274679949931183,1.0014315569352879e-13,2.926828598309136e-09,4.094709043659589e-06,2.414068292504206e-07,2.7686834012128166e-09,1.7804982726210453e-20,9.33463603959753e-05,1.7191902521831198e-18,8.122228330495198e-05,8.774250625644313e-14,1.2428367890279488e-11,2.9520180412047466e-15,2.2028389019473564e-17,1.3684886911782738e-07,6.696574236448053e-13,0.0037623723415529118,0.00014902216267960512,1.456887115735395e-05,2.819584210755424e-10,5.279504815145087e-10,2.6961982765107235e-09,1.274008005062296e-12,5.2256404954571575e-09,2.4761314286252674e-06,2.6309724010686372e-11,5.890287144891479e-08,2.928021428936425e-10,1.0479065574839153e-12,7.559955877735003e-13,1.3166458199718478e-07,1.3694310733248854e-13,3.5591148244023425e-16,5.637262590220704e-17,1.1385234857993876e-15,6.167732643873275e-15,1.9132850381130688e-19,6.241688593362675e-22
1.0641918646007432e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44836125209334915,0.11479446705895496,0.022746343890267463,1.03038509456204e-13,2.9795897893490624e-09,4.149427429927979e-06,2.4678227643139154e-07,2.8196259105309775e-09,1.8473355798974587e-20,9.391900058606813e-05,1.773281949783257e-18,8.165733483640287e-05,8.940952876605897e-14,1.273043807923045e-11,3.037302619763953e-15,2.2651532277603625e-17,1.3845863600659276e-07,6.86635642105775e-13,0.003778818169754012,0.00014992481258699824,1.4712821053802652e-05,2.864726385117723e-10,5.311804283698772e-10,2.7107208837656803e-09,1.28180960139913e-12,5.3292696954946e-09,2.5004680360260227e-06,2.674081784073348e-11,5.978522621370529e-08,2.945874777949339e-10,1.0745507040093058e-12,7.728074684740457e-13,1.3318305558849705e-07,1.3941361641323416e-13,3.653318462097398e-16,5.798152113057853e-17,1.1642463941294993e-15,6.3607258151096275e-15,1.961717468199673e-19,6.456571957819275e-22
1.0706878859696676e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44834379883005115,0.11477748324656867,0.02274588831717514,1.059990634573452e-13,3.032965672638287e-09,4.204614373323229e-06,2.5224315469861196e-07,2.871184540551157e-09,1.9162528789183913e-20,9.449162640405866e-05,1.8287275074998676e-18,8.209172121914986e-05,9.109772221307646e-14,1.3037909469527633e-11,3.1244754767476254e-15,2.3288366882052795e-17,1.4007695078869919e-07,7.039368179894033e-13,0.003795199258096048,0.00015082728841040268,1.4857094501659097e-05,2.910268126475742e-10,5.344101649794631e-10,2.725243005138012e-09,1.2896365787020448e-12,5.434193833361684e-09,2.5248769420898534e-06,2.71761678953352e-11,6.067575631824474e-08,2.9637266984125125e-10,1.1017031081252912e-12,7.898859315787796e-13,1.347090657779995e-07,1.4191296364493105e-13,3.7493503273767727e-16,5.962600774043768e-17,1.1903824487727884e-15,6.558503601471401e-15,2.0110690665532236e-19,6.677443056727782e-22
1.0836799287075163e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4483090848470998,0.11474370838815688,0.0227449772783654,1.1211995537059163e-13,3.141574436862655e-09,4.316404567633792e-06,2.634243521730867e-07,2.9761644808612872e-09,2.0605329539459254e-20,9.563683450986098e-05,1.9437815876257193e-18,8.295850510912686e-05,9.453817083961625e-14,1.3669303754356505e-11,3.3046007109003537e-15,2.460396560040794e-17,1.4333916850181933e-07,7.395245674269013e-13,0.003827768231169423,0.0001526317157355514,1.5146583263457191e-05,3.002548840266983e-10,5.408690051886695e-10,2.7542857794192438e-09,1.3053680405428214e-12,5.647941438569694e-09,2.573908435597977e-06,2.805967609995207e-11,6.248152558676388e-08,2.99942626536971e-10,1.1575587684666477e-12,8.248523797663213e-13,1.377836228925772e-07,1.4699877750319667e-13,3.946981689300184e-16,6.302397457761503e-17,1.243908993277177e-15,6.968765079889938e-15,2.112576627377219e-19,7.137657964744791e-22
1.09537276717158e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44827806042662116,0.11471352938791365,0.022744157465189575,1.1786230912505606e-13,3.2414569407227686e-09,4.418644913045407e-06,2.7378750507442044e-07,3.0727894516886408e-09,2.198021185843022e-20,9.666747161548647e-05,2.0522172178365934e-18,8.373635220307886e-05,9.770835621679574e-14,1.425665486847187e-11,3.4734606395249785e-15,2.5836989400400555e-17,1.463042591979025e-07,7.726997166206328e-13,0.0038568614367402586,0.00015425509975539994,1.5408157510836495e-05,3.0869640424179993e-10,5.466812366421488e-10,2.7804225874355994e-09,1.3196165777792724e-12,5.844778178628138e-09,2.6182759738544525e-06,2.8869487040956233e-11,6.413513877159952e-08,3.031551019057772e-10,1.2096328502624168e-12,8.572584289877486e-13,1.405763165952395e-07,1.5167615133630956e-13,4.1313103551436604e-16,6.620947085263135e-17,1.293533453635395e-15,7.355255067936822e-15,2.2071951148372647e-19,7.573621630107145e-22
1.1070656056356439e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4482472412217199,0.11468355574989242,0.022743337766640122,1.2383242338898223e-13,3.3433811614484415e-09,4.5224448277708146e-06,2.844397136285523e-07,3.171466262315437e-09,2.34307152209032e-20,9.769806054956886e-05,2.165441790457007e-18,8.45120695055296e-05,1.0094927066801614e-13,1.4862477695568683e-11,3.648890018267111e-15,2.7117748998491677e-17,1.4929682992566794e-07,8.069862090308367e-13,0.0038857488090833945,0.00015587791164807407,1.5670668206121915e-05,3.17266722668417e-10,5.524927780812407e-10,2.806557779164873e-09,1.3339526421897618e-12,6.0458629790732886e-09,2.6628652452220916e-06,2.969323612183075e-11,6.581595861508861e-08,3.0636711889063653e-10,1.2634562071182306e-12,8.905662699916218e-13,1.4339314602957206e-07,1.564493051308481e-13,4.3218844856515994e-16,6.951903543637652e-17,1.3445548068528448e-15,7.758643600142537e-15,2.3049758961357964e-19,8.031014197388079e-22
1.1187584440997077e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4482166258290902,0.11465378602207454,0.02274251818202939,1.3003666920626603e-13,3.4473658034402878e-09,4.627819903221882e-06,2.953855884945199e-07,3.272215722303862e-09,2.4960101631845775e-20,9.872860071208653e-05,2.2836122561044458e-18,8.528566631575333e-05,1.0426171563729264e-13,1.5487142425664924e-11,3.831062107044403e-15,2.844754639978848e-17,1.5231680055265661e-07,8.424089194524599e-13,0.003914431800851004,0.00015750014834472128,1.5934073484169064e-05,3.2596552680856996e-10,5.583036262114814e-10,2.832691338862831e-09,1.348378206902754e-12,6.251212613389951e-09,2.7076715465174756e-06,3.053097499544735e-11,6.752425933664697e-08,3.0957867911218544e-10,1.3190680980243305e-12,9.247902163484344e-13,1.4623400599423428e-07,1.6131911243938022e-13,4.518824355126479e-16,7.295603922640623e-17,1.3969949010698275e-15,8.17947447242625e-15,2.405989489741108e-19,8.510631284483984e-22
1.1304512825637715e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4481862128556468,0.1146242187627131,0.022741698710674736,1.3648151641971098e-13,3.5534295226210803e-09,4.734785744065439e-06,3.0662974651527817e-07,3.3750586170458177e-09,2.6571732587314736e-20,9.975909150413168e-05,2.406888952026044e-18,8.605715183197655e-05,1.0764649295477722e-13,1.613102240494279e-11,4.0201523299450874e-15,2.982770353863182e-17,1.5536409124262465e-07,8.789930065247699e-13,0.0039429118544223336,0.0001591218067595849,1.6198331552982395e-05,3.347924692753238e-10,5.641137777446273e-10,2.8588232507932216e-09,1.3628952357211863e-12,6.460842238301936e-09,2.752690170221547e-06,3.138275319821934e-11,6.926031756970663e-08,3.1278978416130445e-10,1.3765082310668406e-12,9.599445992792931e-13,1.4909879175899635e-07,1.6628644370688077e-13,4.722249868575681e-16,7.652390194783453e-17,1.450875568735455e-15,8.618302760157203e-15,2.5103072129652267e-19,9.013288069514686e-22
1.1421441210278353e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44815600091843144,0.11459485254025983,0.022740879351898516,1.4317353358733658e-13,3.6615909266019426e-09,4.843357958927811e-06,3.1817680987214665e-07,3.4800157077339853e-09,2.826907057205241e-20,0.00010078953232784505,2.535435637529234e-18,8.682653515195283e-05,1.1110440482577368e-13,1.6794494121684505e-11,4.216338255042977e-15,3.1259562288106544e-17,1.584386224521735e-07,9.167639126725092e-13,0.00397119040197674,0.00016074288379093048,1.6463400711941694e-05,3.4374716826785964e-10,5.699232293982898e-10,2.8849534992272097e-09,1.3775056812440886e-12,6.674765385194206e-09,2.7979164053282304e-06,3.2248618151692706e-11,7.102441221826313e-08,3.1600043559920857e-10,1.4358167633332924e-12,9.96043765038109e-13,1.5198739906025008e-07,1.713521662528264e-13,4.932280493489441e-16,8.022609201064402e-17,1.5062186214178772e-15,9.075694920620518e-15,2.6180011817535906e-19,9.539819487729294e-22
1.1538369594918991e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44812598864452113,0.11456568593329261,0.022740060105028017,1.5011938787491433e-13,3.771868574834512e-09,4.953552151121291e-06,3.3003140524253143e-07,3.5871077313329007e-09,3.0055680532079997e-20,0.00010181992258635094,2.669419529366745e-18,8.759382527355865e-05,1.1463625381979656e-13,1.7477937192257042e-11,4.419799573552411e-15,3.2744484465855357e-17,1.615403149274e-07,9.557473640320495e-13,0.003999268865566195,0.0001623633763219679,1.6729239369968452e-05,3.528292080743635e-10,5.757319778955742e-10,2.9110820684427963e-09,1.3922114829907667e-12,6.892993953352404e-09,2.8433455381879974e-06,3.312861516482834e-11,7.281682431058563e-08,3.1921063495753613e-10,1.4970343007944547e-12,1.0331020723047088e-12,1.5489972409655325e-07,1.765171442537129e-13,5.149035192143354e-16,8.406612635158896e-17,1.5630458446565862e-15,9.552228894932524e-15,2.7291443104344316e-19,1.009108042463271e-21
1.1655297979559629e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4480961746709363,0.1145367175304438,0.022739240969395426,1.5732584492544324e-13,3.884280978749706e-09,5.065383909403534e-06,3.42198162961081e-07,3.6963554005500536e-09,3.1935231321399476e-20,0.0001028502616836934,2.809011337076049e-18,8.835903109540994e-05,1.1824284285967279e-13,1.8181734347143484e-11,4.630718078333158e-15,3.4283851836297734e-17,1.6466908970056542e-07,9.959693703630598e-13,0.004027148657187267,0.00016398328122176986,1.699580606361074e-05,3.6203813958967913e-10,5.815400199647199e-10,2.9372089427242675e-09,1.407014565528721e-12,7.115538204266189e-09,2.888972853346976e-06,3.402278743669351e-11,7.463783685036501e-08,3.2242038373844407e-10,1.560201898163257e-12,1.0711338895891243e-12,1.5783566352420638e-07,1.817822387256473e-13,5.372632354393617e-16,8.804757026723536e-17,1.6213789928455447e-15,1.0048494209412685e-14,2.8438103114281773e-19,1.0667945906507369e-21
1.1772226364200267e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44806655764454967,0.11450794593032847,0.02273842194433783,1.6479976870516741e-13,3.998846601883052e-09,5.17886879877908e-06,3.5468171618451837e-07,3.807779403806988e-09,3.391149712115164e-20,0.00010388054902477293,2.9543852982715406e-18,8.912216141749929e-05,1.2192497521068394e-13,1.890627141702176e-11,4.8492776417497134e-15,3.58790661091882e-17,1.6782486808678565e-07,1.0374562249454967e-12,0.004054831178852589,0.00016560259534618516,1.726305947502732e-05,3.713734808548427e-10,5.873473523387473e-10,2.963334106361634e-09,1.4219168366097354e-12,7.34240675741453e-09,2.9347936343809313e-06,3.4931176059682964e-11,7.648773466543232e-08,3.2562968341469707e-10,1.6253610587305158e-12,1.1101535926478987e-12,1.6079511445286277e-07,1.8714830750729865e-13,5.603189731106674e-16,9.217403723509983e-17,1.6812397841485328e-15,1.0565092076395117e-14,2.962073694917072e-19,1.127131128633083e-21
1.1889154748840905e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.448037136221996,0.11447936974147384,0.02273760302919711,1.7254812132669086e-13,4.115583859987133e-09,5.294022351353914e-06,3.6748670006032686e-07,3.9214004052103985e-09,3.598835883022251e-20,0.00010491078401528414,3.1057192138892213e-18,8.988322494185382e-05,1.2568345446974657e-13,1.9651937318888887e-11,5.075664192907906e-15,3.753154893459293e-17,1.710075716807431e-07,1.080234504462348e-12,0.004082317822661787,0.00016722131553874813,1.7530958449848553e-05,3.8083471762545124e-10,5.931539717551107e-10,2.989457543650064e-09,1.4369201853264628e-12,7.573606588023268e-09,2.9808031647234605e-06,3.585382002346723e-11,7.836680425432659e-08,3.288385354297518e-10,1.6925537341781863e-12,1.1501755619130658e-12,1.6377797444117294e-07,1.9261620524362815e-13,5.84082436842367e-16,9.644918871842889e-17,1.7426498954678646e-15,1.1102635494482573e-14,3.0840097684768347e-19,1.1902092425349089e-21
1.2006083133481543e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4480079090695824,0.11445098758224885,0.022736784223319987,1.8057796284940778e-13,4.234511121131525e-09,5.410860057253368e-06,3.806177508994868e-07,4.037239044523231e-09,3.8169805426075813e-20,0.00010594096606165422,3.26319448338312e-18,9.064223027321265e-05,1.295190845546298e-13,2.0419124042230098e-11,5.3100656942840976e-15,3.92427418943099e-17,1.7421712235341991e-07,1.1243310688683681e-12,0.0041096099708719264,0.00016883943863158255,1.7799462014894408e-05,3.9042130395132415e-10,5.989598749553525e-10,3.015579238889331e-09,1.452026480279466e-12,7.809143025785832e-09,3.0269967284892153e-06,3.6790756219317265e-11,8.02753336309373e-08,3.320469411978507e-10,1.7618223243704786e-12,1.1912141799342133e-12,1.6678414149246334e-07,1.981867833697936e-13,6.085652542724527e-16,1.0087673396291698e-16,1.805630957455244e-15,1.166174934823829e-14,3.209694636669456e-19,1.2561225872232048e-21
