Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),CH3X(55),C2H4(47),COX(50),O(29),H2OX(23),CHOX(53),acetyl(44),CO2X(24),C2H4X(215),C2H4X(70),HOCO(73)
2.9081988405625603e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44398393912653006,0.08452008737431425,0.009417042353123435,7.262238935029133e-06,0.0003925934517356396,0.050865972080141084,0.02575255425152561,4.821007748831226e-05,1.5532492034486143e-10,0.002041062194132739,5.633981411722814e-11,0.0005200357700831623,2.911125219719145e-09,6.134465575561986e-06,2.4355001293778238e-09,1.4089888883764114e-10,1.291404699035837e-05,1.7776484634621222e-05,0.006086890267335255,0.0006232380873196272,0.0005265557378748561,4.2928883398786684e-08,4.781801000479074e-09,5.042558348345675e-08,1.2301650635187951e-09,4.525735818365961e-06,5.8812914320228645e-05,1.9696297245677363e-07,0.0010208936299942143,6.341708775850556e-09,2.8131625042794858e-05,7.999369059870025e-08,6.741720356912682e-06,1.7669144375995044e-08,9.725818100010906e-11,1.3153338815061775e-10,4.955179570857882e-11,2.0255968196806906e-06,5.029337790955789e-12,2.879785100558846e-13
2.909709931602372e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4439874165402412,0.0845084887102361,0.009412657385393758,7.26381190556383e-06,0.0003927123899977101,0.05089047030377442,0.02576487059287149,4.8196147839896965e-05,1.555475620971579e-10,0.0020407681842988953,5.6328073725003257e-11,0.0005200848885272881,2.9109424486277684e-09,6.1314378507120525e-06,2.4368950943963235e-09,1.4095591913309145e-10,1.2908218216398428e-05,1.778548382708992e-05,0.006086102888466519,0.000619581084415938,0.0005266773651447567,4.268652512281443e-08,4.778885908930205e-09,5.0419519740506404e-08,1.237245888964984e-09,4.551279764862325e-06,5.9131675761784285e-05,1.9705636982680824e-07,0.0010213937162037302,6.3408449318686225e-09,2.814586669207835e-05,8.003257510721982e-08,6.739198731398804e-06,1.7674585317039454e-08,9.732601321791654e-11,1.3157733884402325e-10,4.9360487539582174e-11,2.026650616594878e-06,5.031923261283131e-12,2.880680786109883e-13
2.911221022642184e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4439908881745286,0.08449689225607551,0.009408274383093568,7.26537338362979e-06,0.000392831091112029,0.05091496409530362,0.025777181008520538,4.818222224228221e-05,1.5577037583483334e-10,0.00204047423014774,5.631633722746971e-11,0.0005201339887544253,2.910759787829924e-09,6.128410148715234e-06,2.4382896347002186e-09,1.4101291046264276e-10,1.2902390891601683e-05,1.779448107994589e-05,0.006085315589545628,0.0006159263344869788,0.00052679893942235,4.244420582151679e-08,4.775972586905848e-09,5.041349604812101e-08,1.2444008186576423e-09,4.577090390256375e-06,5.945376449825408e-05,1.9714971153532146e-07,0.001021893708105278,6.339981164063245e-09,2.8160105271994902e-05,8.007144076634985e-08,6.736677673033562e-06,1.7680015464570587e-08,9.739382965171357e-11,1.3162124474894411e-10,4.916907905802225e-11,2.027704173356331e-06,5.034508157193786e-12,2.881571930921564e-13
2.9127321136819958e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4439943539285096,0.08448529801213572,0.009403893345494184,7.266923365555138e-06,0.00039294955508853386,0.05093945345427864,0.02578948544826178,4.816830070179351e-05,1.5599336150842924e-10,0.002040180331941192,5.6304604636884324e-11,0.0005201830707859038,2.910577237995603e-09,6.125382473404808e-06,2.4396837453828614e-09,1.4106986270819396e-10,1.2896565020855143e-05,1.7803476401993178e-05,0.006084528369458439,0.0006122738891863687,0.0005269204606033146,4.22019292292905e-08,4.773061034035536e-09,5.0407512970046404e-08,1.2516309068538478e-09,4.603171472355224e-06,5.977922745183097e-05,1.972429969890893e-07,0.0010223936054413899,6.339117471847649e-09,2.8174340796479522e-05,8.011028740000128e-08,6.734157182256268e-06,1.7685434815319923e-08,9.746162998129242e-11,1.31665105644162e-10,4.897757349941767e-11,2.028757490399676e-06,5.037092479921875e-12,2.8824585322995585e-13
2.9142432047218076e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4439978136996415,0.08447370597872905,0.009399514271869025,7.268461847859939e-06,0.0003930677819400917,0.050963938380231416,0.02580178386104033,4.8154383224813665e-05,1.5621651906772902e-10,0.0020398864899445093,5.6292875965612434e-11,0.0005202321346431484,2.9103947998026308e-09,6.122354828609357e-06,2.4410774214571635e-09,1.411267757496605e-10,1.2890740609101776e-05,1.7812469802155117e-05,0.006083741227073214,0.000608623801004028,0.0005270419285809525,4.1959699141206474e-08,4.77015124995691e-09,5.0401571079591745e-08,1.2589372256275939e-09,4.629526852472982e-06,6.0108112329282114e-05,1.9733622558474645e-07,0.0010228934079500667,6.338253854622574e-09,2.8188573279656018e-05,8.014911482912597e-08,6.731637259506592e-06,1.7690843366091593e-08,9.752941388113861e-11,1.317089213045416e-10,4.878597415408192e-11,2.029810568163758e-06,5.039676230714227e-12,2.883340587626681e-13
2.9157542957616194e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.444001267383692,0.08446211615617709,0.009395137161493617,7.269988827259392e-06,0.0003931857716825455,0.05098841887267566,0.025814076194942377,4.814046981778379e-05,1.5643984846174656e-10,0.0020395927044263534,5.6281151226129916e-11,0.000520281180347681,2.9102124739368016e-09,6.119327218152854e-06,2.442470657854149e-09,1.411836494649392e-10,1.2884917661341567e-05,1.7821461289476365e-05,0.00608295416124031,0.0006049761232811175,0.0005271633432461478,4.171751941410247e-08,4.767243234315857e-09,5.0395670959804926e-08,1.266320865192166e-09,4.656160436570782e-06,6.04404676359187e-05,1.9742939670861031e-07,0.0010233931153646948,6.337390311776086e-09,2.820280273584024e-05,8.018792287166388e-08,6.7291179052245846e-06,1.7696241113763502e-08,9.759718102033705e-11,1.3175269150096107e-10,4.859428436811684e-11,2.0308634070917e-06,5.042259410830592e-12,2.884218094364215e-13
2.9172653868014312e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44400471487470927,0.084450528544811,0.009390762013645637,7.271504300667102e-06,0.00039330352433476204,0.05101289493110634,0.02582636239717986,4.8126560487204635e-05,1.5666334963871378e-10,0.0020392989756588464,5.626943043102525e-11,0.0005203302079211223,2.9100302610920352e-09,6.116299645854771e-06,2.4438634494214907e-09,1.4124048372987276e-10,1.2879096182632601e-05,1.783045087312495e-05,0.006082167170791849,0.0006013309102252217,0.0005272847044873246,4.147539396769123e-08,4.764336986766643e-09,5.0389813203650953e-08,1.2737829342280102e-09,4.683076196415637e-06,6.077634268978976e-05,1.97522509736502e-07,0.0010238927274139663,6.336526842683318e-09,2.8217029179543348e-05,8.022671134248935e-08,6.726599119850694e-06,1.7701628055288315e-08,9.76649310624778e-11,1.317964160002416e-10,4.840250754442339e-11,2.0319160076309617e-06,5.044842021543814e-12,2.8850910500532536e-13
2.918776477841243e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4440081560649911,0.08443894314497151,0.009386388827604937,7.2730082651983915e-06,0.00039342103991867955,0.05103736655499944,0.025838642414074946,4.811265523963758e-05,1.5688702254606875e-10,0.0020390053039176397,5.6257713593001716e-11,0.0005203792173851947,2.9098481619705154e-09,6.113272115530166e-06,2.4452557909220218e-09,1.412972784182134e-10,1.2873276178092162e-05,1.7839438562394428e-05,0.006081380254541411,0.0005976882169257687,0.0005274060121904041,4.1233326785689095e-08,4.761432506972074e-09,5.03839984141935e-08,1.281324560215886e-09,4.710278170757851e-06,6.111578763610173e-05,1.9761556403356622e-07,0.0010243922438217875,6.335663446706289e-09,2.823125262547515e-05,8.026548005335661e-08,6.724080903825796e-06,1.770700418769458e-08,9.773266366555998e-11,1.318400945650759e-10,4.821064714372783e-11,2.032968370233403e-06,5.047424064140056e-12,2.8859594523160617e-13
2.920287568881055e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44401159084505426,0.08442735995700928,0.009382017602653574,7.2745007181736975e-06,0.0003935383184593581,0.051061833743811534,0.025850916191044262,4.80987540817059e-05,1.5711086713044323e-10,0.002038711689481974,5.624600072487952e-11,0.0005204282087617237,2.909666177282837e-09,6.110244630989786e-06,2.4466476770322224e-09,1.4135403340158562e-10,1.2867457652897843e-05,1.7848424366705993e-05,0.006080593411283692,0.0005940480993696962,0.0005275272662387616,4.09913219169605e-08,4.758529794603631e-09,5.037822720477926e-08,1.2889468897755334e-09,4.737770466527465e-06,6.145885346186437e-05,1.9770855895408793e-07,0.0010248916643071974,6.334800123193648e-09,2.824547308854751e-05,8.03042288128443e-08,6.721563257591202e-06,1.7712369508087878e-08,9.780037848189508e-11,1.3188372695395574e-10,4.801870668562508e-11,2.034020495355349e-06,5.050005539919e-12,2.8868232988574685e-13
2.9217986599208667e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4440150191036023,0.08441577898128498,0.009377648338075832,7.275981657122005e-06,0.0003936553599850289,0.05108629649697942,0.025863183672582814,4.808485702009593e-05,1.5733488333765006e-10,0.002038418132634747,5.623429183959806e-11,0.0005204771820726404,2.909484307748158e-09,6.107217196040175e-06,2.448039102340678e-09,1.4141074854944914e-10,1.2861640612288698e-05,1.78574082956107e-05,0.0060798066397941735,0.0005904106144573573,0.0005276484665131818,4.0749383476682326e-08,4.7556288493416135e-09,5.037250019922558e-08,1.2966510890097763e-09,4.765557260049545e-06,6.180559201076468e-05,1.9780149384130634e-07,0.001025390988584275,6.333936871480463e-09,2.8259690583877848e-05,8.034295742629904e-08,6.7190461815887e-06,1.771772401365187e-08,9.786807515800796e-11,1.319273129210976e-10,4.782668974964016e-11,2.035072383457655e-06,5.0525864501940546e-12,2.8876825874662864e-13
2.9233097509606785e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44401844072749425,0.08440420021816955,0.009373281033158263,7.2774510797843545e-06,0.00039377216452714573,0.05111075481391977,0.02587544480224781,4.807096406155834e-05,1.5755907111267015e-10,0.002038124633662581,5.6222586950218114e-11,0.000520526137339983,2.9093025540943615e-09,6.104189814483761e-06,2.4494300613465216e-09,1.4146742372905998e-10,1.2855825061566386e-05,1.786639035879166e-05,0.006079019938828772,0.0005867758200186744,0.0005277696128918154,4.050751564752539e-08,4.7527296708753035e-09,5.036681803201107e-08,1.304438343854133e-09,4.793642798278617e-06,6.215605599826903e-05,1.978943680272283e-07,0.001025890216362054,6.333073690887986e-09,2.8273905126792624e-05,8.038166569577863e-08,6.716529676260567e-06,1.7723067701649546e-08,9.793575333453789e-11,1.319708522163687e-10,4.7634599976305645e-11,2.0361240350057708e-06,5.055166796292578e-12,2.888537316016743e-13
2.9248208420004904e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44402185560171187,0.0843926236680443,0.009368915687189722,7.278908984117408e-06,0.00039388873212043655,0.051135208694028704,0.025887699522642037,4.80570752129093e-05,1.5778343039963947e-10,0.002037831192855884,5.621088606992419e-11,0.0005205750745859004,2.9091209170582016e-09,6.101162490118978e-06,2.4508205484578485e-09,1.4152405880543207e-10,1.2850011006096373e-05,1.7875370566066362e-05,0.0060782333071235095,0.0005831437748295357,0.0005278907052501324,4.026572268085497e-08,4.7498322589031085e-09,5.036118134846937e-08,1.3123098604319665e-09,4.822031400052172e-06,6.251029902695456e-05,1.9798718083243749e-07,0.0010263893473444266,6.332210580723409e-09,2.8288116732830973e-05,8.042035341999366e-08,6.714013742049592e-06,1.7728400569424324e-08,9.800341264613744e-11,1.3201434458521e-10,4.7442441068254867e-11,2.0371754504698134e-06,5.057746579556108e-12,2.889387482469958e-13
2.926331933040302e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4440252636093263,0.0843810493313012,0.009364552299461374,7.280355368297089e-06,0.00039400506280295696,0.05115965813668143,0.025899947775397145,4.804319048103179e-05,1.5800796114183587e-10,0.0020375378105089302,5.6199189212026774e-11,0.0005206239938326537,2.9089393973854685e-09,6.098135226740353e-06,2.4522105579901097e-09,1.4158065364129728e-10,1.2844198451309098e-05,1.788434892738895e-05,0.006077446743394146,0.0005795145386284375,0.0005280117434608777,4.002400889794909e-08,4.746936613132727e-09,5.035559080498619e-08,1.3202668654151856e-09,4.850727457363431e-06,6.286837560207007e-05,1.9807993156590245e-07,0.0010268883812300557,6.331347540279643e-09,2.8302325417748342e-05,8.045902039424876e-08,6.711498379399103e-06,1.7733722614401307e-08,9.807105272137022e-11,1.320577897685601e-10,4.725021679133766e-11,2.03822663032463e-06,5.06032580134057e-12,2.8902330848754335e-13
2.927843024080114e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4440286646314652,0.08436947720834308,0.009360190869266758,7.281790230722272e-06,0.0003941211566161437,0.05118410314123185,0.025912189501156632,4.802930987287692e-05,1.5823266328166516e-10,0.0020372444869199186,5.618749638996481e-11,0.0005206728951026181,2.9087579958311544e-09,6.095108028138625e-06,2.4536000841644733e-09,1.4163720809706536e-10,1.2838387402701225e-05,1.7893325452852588e-05,0.006076660246335831,0.0005758881721333733,0.0005281327273940234,3.978237869123614e-08,4.7440427332813015e-09,5.035004706919912e-08,1.3283106063904956e-09,4.879735436653233e-06,6.323034114732663e-05,1.9817261952478255e-07,0.0010273873177122762,6.330484568835065e-09,2.8316531197520264e-05,8.049766641038271e-08,6.708983588752991e-06,1.7739033834088472e-08,9.813867318260803e-11,1.3210118750277628e-10,4.70579309757453e-11,2.0392775750498756e-06,5.0629044630165265e-12,2.891074121372573e-13
2.929354115119926e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4440320585472781,0.08435790729958384,0.009355831395901792,7.283213570018548e-06,0.00039423701360486943,0.05120854370701212,0.02592442463955858,4.801543339546515e-05,1.5845753676064772e-10,0.0020369512223910526,5.617580761730801e-11,0.0005207217784182862,2.9085767131596127e-09,6.092080898100846e-06,2.4549891211061703e-09,1.4169372203078267e-10,1.2832577865836869e-05,1.7902300152691875e-05,0.0060758738146227355,0.0005722647370589676,0.0005282536569167229,3.954083652554965e-08,4.741150619075582e-09,5.034455082020108e-08,1.3364423522312803e-09,4.909059880121321e-06,6.359625202091791e-05,1.9826524399423125e-07,0.0010278861564790053,6.32962166565328e-09,2.833073408834609e-05,8.053629125670797e-08,6.706469370555737e-06,1.774433422607794e-08,9.820627364592632e-11,1.3214453751955576e-10,4.6865587517160726e-11,2.0403282851300786e-06,5.0654825659694106e-12,2.891910590192228e-13
2.9308652061597377e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4440354452339027,0.08434633960544849,0.00935147387866483,7.284625385042062e-06,0.0003943526338174984,0.05123297983333229,0.025936653129218116,4.800156105588773e-05,1.5868258151940395e-10,0.0020366580172286068,5.616412290775934e-11,0.00052077064380227,2.908395550144731e-09,6.08905384041049e-06,2.4563776628428135e-09,1.4175019529809076e-10,1.2826769846348857e-05,1.7911273037285274e-05,0.006075087446907678,0.0005686442961338544,0.0005283745318932616,3.9299386939403006e-08,4.738260270252088e-09,5.033910274874653e-08,1.3446633934750157e-09,4.938705407056735e-06,6.396616553177014e-05,1.9835780424719837e-07,0.0010283848972126378,6.328758829982881e-09,2.8344934106652927e-05,8.057489471794902e-08,6.703955725252431e-06,1.774962378804727e-08,9.82738537209986e-11,1.3218783954585518e-10,4.667319037792106e-11,2.041378761054722e-06,5.0680601115997724e-12,2.892742489658277e-13
2.9323762971995495e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44403882456642957,0.08433477412637364,0.009347118316856669,7.2860256748833986e-06,0.0003944680173059437,0.0512574115194799,0.0259488749077097,4.7987692861307986e-05,1.5890779749764055e-10,0.002036364871743007,5.61524422751576e-11,0.0005208194912773037,2.908214507570105e-09,6.086026858847571e-06,2.4577657033026945e-09,1.4180662775218384e-10,1.282096334994001e-05,1.7920244117157605e-05,0.006074301141821768,0.0005650269131183022,0.0005284953521850109,3.905803454628082e-08,4.735371686557284e-09,5.033370355746129e-08,1.3529750427063503e-09,4.96867671518761e-06,6.434013995602071e-05,1.98450299544229e-07,0.0010288835395899552,6.3278960610572024e-09,2.8359131269099544e-05,8.061347657518008e-08,6.7014426532888056e-06,1.7754902517760755e-08,9.834141301099016e-11,1.322310933038091e-10,4.648074358819915e-11,2.042429003318311e-06,5.070637101323522e-12,2.8935698181892287e-13
2.9338873882393613e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4440421964178666,0.08432321086280752,0.009342764709780614,7.287414438871565e-06,0.00039458316412572435,0.05128183876471948,0.02596108991154907,4.797382881896266e-05,1.591331846341355e-10,0.002036071786248898,5.6140765733479843e-11,0.0005208683208662454,2.9080335862292045e-09,6.082999957188748e-06,2.4591532363130472e-09,1.4186301924376558e-10,1.2815158382384468e-05,1.7929213402982572e-05,0.006073514897974,0.0005614126528220804,0.0005286161176503775,3.881678403595092e-08,4.732484867747739e-09,5.032835396105503e-08,1.3613786349457036e-09,4.998978582049989e-06,6.471823455372501e-05,1.9854272913326126e-07,0.0010293820832820225,6.327033358094051e-09,2.837332559258036e-05,8.065203660576162e-08,6.698930155111256e-06,1.776017041307072e-08,9.840895111244998e-11,1.3227429851064714e-10,4.628825124720316e-11,2.0434790124204584e-06,5.073213536572199e-12,2.894392574299849e-13
2.935398479279173e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44404556065910306,0.08431164981521021,0.009338413056742484,7.28879167657801e-06,0.00039469807433602445,0.05130626156829224,0.025973298076175023,4.795996893616351e-05,1.5935874286672343e-10,0.0020357787610652293,5.612909329684401e-11,0.0005209171325920813,2.9078527869255623e-09,6.079973139207445e-06,2.460540255598304e-09,1.419193696210055e-10,1.2809354949528993e-05,1.7938180905585356e-05,0.0060727287139508875,0.0005578015811225709,0.0005287368281447545,3.8575640175792416e-08,4.729599813590312e-09,5.03230546865375e-08,1.369875528043503e-09,5.029615866375953e-06,6.510050958579008e-05,1.9863509224942248e-07,0.001029880527954085,6.326170720295479e-09,2.838751709422957e-05,8.069057458327633e-08,6.696418231166867e-06,1.7765427471918905e-08,9.847646761520223e-11,1.3231745487861135e-10,4.609571752439195e-11,2.044528788865956e-06,5.075789418793217e-12,2.89521075660283e-13
2.936909570318985e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4440489171588738,0.08430009098405399,0.009334063357050667,7.290157387820749e-06,0.0003948127479997529,0.051330679929415535,0.025985499335930935,4.794611322029846e-05,1.5958447213228063e-10,0.0020354857965153234,5.6117424979511624e-11,0.0005209659264779265,2.907672110472949e-09,6.076946408673956e-06,2.4619267547783116e-09,1.4197567872949418e-10,1.2803553057294334e-05,1.7947146635945227e-05,0.006071942588316063,0.0005541937649831183,0.0005288574835204709,3.8334607812143444e-08,4.7267165238623125e-09,5.0317806473437504e-08,1.3784671030799737e-09,5.060593509500688e-06,6.548702633113401e-05,1.9872738811482326e-07,0.0010303788732654688,6.325308146847513e-09,2.840170579142529e-05,8.072909027746424e-08,6.693906881903445e-06,1.777067369233787e-08,9.854396210223659e-11,1.3236056211487036e-10,4.590314666070899e-11,2.0455783331648614e-06,5.078364749450151e-12,2.896024363810471e-13
2.938420661358797e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44405226578372176,0.08428853436982331,0.009329715610016146,7.2915115726685415e-06,0.0003949271851836041,0.051355093847282506,0.02599769362404598,4.793226167883325e-05,1.5981037236670948e-10,0.002035192892926962,5.610576079589037e-11,0.0005210147025470299,2.9074915576955585e-09,6.073919769355578e-06,2.4633127273665342e-09,1.42031946412198e-10,1.2797752711676594e-05,1.7956110605198237e-05,0.006071156519609873,0.00055058927247162,0.0005289780836267426,3.809369187166631e-08,4.723834998351693e-09,5.031261007402534e-08,1.387154764770461e-09,5.09191653678855e-06,6.587784710406843e-05,1.9881961593834967e-07,0.0010308771188694752,6.324445636919907e-09,2.8415891701793765e-05,8.076758345415677e-08,6.691396107769541e-06,1.7775909072452416e-08,9.861143414959778e-11,1.3240361992143433e-10,4.571054296983395e-11,2.046627645832577e-06,5.0809395300230014e-12,2.896833394736411e-13
2.9399317523986086e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4440556063979609,0.08427697997301538,0.009325369814952546,7.292854231445135e-06,0.0003950413859581201,0.05137950332106163,0.026009880872616218,4.7918414319312925e-05,1.6003644350492308e-10,0.002034900050632463,5.609410076053686e-11,0.0005210634608227741,2.9073111294281976e-09,6.070893225016716e-06,2.464698166768229e-09,1.4208817250941303e-10,1.2791953918748635e-05,1.7965072824639922e-05,0.006070370506348989,0.0005469881727793531,0.0005290986283096195,3.785289736273182e-08,4.720955236857228e-09,5.03074662535383e-08,1.3959399418762466e-09,5.1235900590778245e-06,6.627303527190327e-05,1.989117749154545e-07,0.001031375264413274,6.323583189665868e-09,2.8430074843213706e-05,8.080605387520993e-08,6.68888590921448e-06,1.778113361048097e-08,9.86788833262737e-11,1.3244662799506818e-10,4.551791083944901e-11,2.0476767273899344e-06,5.083513762008479e-12,2.8976378482973616e-13
2.9414428434384204e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4440589388636383,0.08426542779414002,0.009321025971176148,7.294185364733605e-06,0.0003951553503977535,0.05140390834989625,0.026022061012585317,4.7904571149363164e-05,1.6026268548082943e-10,0.0020346072699687634,5.6082444888159453e-11,0.0005211122013286817,2.9071308265164763e-09,6.0678667794190135e-06,2.4660830662786005e-09,1.4214435685871842e-10,1.2786156684661479e-05,1.797403330572807e-05,0.006069584547025991,0.0005433905362400346,0.0005292191174119344,3.761222937681904e-08,4.718077239188684e-09,5.0302375790409344e-08,1.4048240876209063e-09,5.155619274144285e-06,6.667265527276967e-05,1.9900386422794642e-07,0.0010318733095377992,6.322720804221812e-09,2.844425523382065e-05,8.084450129843692e-08,6.686376286688387e-06,1.7786347304737132e-08,9.874630919408336e-11,1.324895860272033e-10,4.5325254732525476e-11,2.048725578363284e-06,5.086087446920299e-12,2.89843772351491e-13
2.9429539344782323e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4440622630404964,0.08425387783372014,0.00931668407800596,7.295504973380751e-06,0.0003952690785809309,0.0514283089329041,0.026034233973725188,4.789073217669201e-05,1.6048909822731488e-10,0.002034314551277504,5.607079319362102e-11,0.0005211609240884154,2.9069506498170003e-09,6.064840436321465e-06,2.4674674190809296e-09,1.4220049929492868e-10,1.2780361015645763e-05,1.798299206008556e-05,0.006068798640108938,0.0005397964343491129,0.0005293395507732512,3.737169308993564e-08,4.715201005167033e-09,5.0297339476499e-08,1.4138086801119916e-09,5.188009468182922e-06,6.707677263365925e-05,1.9909588304377847e-07,0.0010323712538776366,6.3218584797071e-09,2.8458432892011453e-05,8.08829254775399e-08,6.683867240642221e-06,1.779155015363116e-08,9.881371130756369e-11,1.3253249370384963e-10,4.513257918862456e-11,2.0497741992845793e-06,5.088660586289479e-12,2.899233019517309e-13
2.944465025518044e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44406557878593383,0.08424233009229196,0.009312344134763733,7.296813058501575e-06,0.00039538257059011883,0.05145270506917696,0.026046399684616247,4.7876897409091334e-05,1.6071568167622834e-10,0.0020340218949051123,5.605914569194183e-11,0.0005212096291257824,2.9067706001975734e-09,6.061814199480551e-06,2.468851218244683e-09,1.4225659965004523e-10,1.27745669180132e-05,1.7991949099503224e-05,0.0060680127840409765,0.0005362059397832846,0.0005294599282298125,3.7131293764052757e-08,4.7123265346246324e-09,5.029235811733035e-08,1.4228952227681768e-09,5.220766017308097e-06,6.748545398867587e-05,1.991878305168347e-07,0.0010328690970609164,6.32099621522377e-09,2.84726078364488e-05,8.092132616204049e-08,6.681358771527802e-06,1.7796742155671508e-08,9.888108921385592e-11,1.3257535070550507e-10,4.4939888825216985e-11,2.0508225906914697e-06,5.091233181664636e-12,2.900023735541339e-13
2.945976116557856e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4440688859549662,0.08423078457040498,0.009308006140773999,7.29810962148384e-06,0.00039549582651188974,0.051477096757780096,0.026058558072627545,4.7863066854438386e-05,1.609424357583641e-10,0.0020337293012028875,5.604750239830248e-11,0.0005212583164647371,2.9065906785373984e-09,6.0587880726503555e-06,2.470234456723594e-09,1.4231265775320748e-10,1.2768774398158067e-05,1.800090443594275e-05,0.006067226977239889,0.000532619126420236,0.0005295802496144851,3.6891036748560114e-08,4.7094538274053995e-09,5.028743253232689e-08,1.432085244751597e-09,5.253894389071297e-06,6.789876709749588e-05,1.9927970578671587e-07,0.001033366838709203,6.320134009856254e-09,2.8486780086065847e-05,8.095970309720996e-08,6.678850879797839e-06,1.780192330946641e-08,9.894844245259046e-11,1.3261815670706502e-10,4.474718833901683e-11,2.0518707531273903e-06,5.093805234612306e-12,2.900809870934171e-13
2.9474872075976677e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44407218440018686,0.08421924126862264,0.009303670095364125,7.299394663992701e-06,0.00039560884643698944,0.051501483997751805,0.02607070906389667,4.784924052069753e-05,1.61169360403445e-10,0.0020334367705270927,5.603586332804688e-11,0.0005213069861293841,2.9064108857272773e-09,6.055762059582698e-06,2.471617127353734e-09,1.42368673430643e-10,1.2762983462558712e-05,1.8009858081539674e-05,0.006066441218097667,0.0005290360693586007,0.0005297005147567078,3.6650927481733884e-08,4.706582883365043e-09,5.028256355505406e-08,1.4413803014055262e-09,5.287400143996805e-06,6.831678086403267e-05,1.9937150797852508e-07,0.0010338644784373785,6.3192718626711505e-09,2.8500949660070916e-05,8.099805602399863e-08,6.6763435659059656e-06,1.780709361372549e-08,9.901577055577291e-11,1.3266091137773107e-10,4.455448250733417e-11,2.0529186871416637e-06,5.0963767467172686e-12,2.901591425155279e-13
2.9489982986374796e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4440754739717268,0.08420770018752224,0.00929933599786434,7.300668187975424e-06,0.0003957216304604047,0.05152586678810302,0.02608285258330937,4.783541841592175e-05,1.6139645554010531e-10,0.002033144303239036,5.602422849668527e-11,0.0005213556381439819,2.906231222669826e-09,6.052736164027259e-06,2.4729992228515504e-09,1.4242464650561675e-10,1.275719411777911e-05,1.80188100486064e-05,0.006065655504980082,0.0005254568449381312,0.0005298207234824368,3.6410971492225525e-08,4.703713702371231e-09,5.027775203346295e-08,1.450781974697073e-09,5.3212889371342295e-06,6.873956535530057e-05,1.994632362026512e-07,0.001034362015853532,6.3184097727169114e-09,2.851511657795229e-05,8.1036384678964e-08,6.6738368303067635e-06,1.7812253067261373e-08,9.908307304766743e-11,1.327036143809178e-10,4.436177618944206e-11,2.0539663932895884e-06,5.098947719582871e-12,2.9023683977783844e-13
2.9505093896772914e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4440787545172146,0.08419616132769525,0.009295003847607786,7.301930195666165e-06,0.0003958341786814346,0.05155024512781673,0.026094988554479052,4.782160054825437e-05,1.6162372109587305e-10,0.002032851899705172,5.6012597919897306e-11,0.0005214042725329452,2.9060516902796853e-09,6.0497103897317214e-06,2.4743807358118926e-09,1.4248057679837946e-10,1.2751406370470386e-05,1.802776034963528e-05,0.006064869836226227,0.0005218815307600762,0.0005299408756140911,3.6171174400562876e-08,4.700846284303823e-09,5.027299883013792e-08,1.4602918736649596e-09,5.355566519628131e-06,6.916719182047259e-05,1.9955488955455293e-07,0.0010348594505588424,6.317547739023622e-09,2.8529280859483064e-05,8.107468879419899e-08,6.671330673455802e-06,1.7817401668991445e-08,9.91503494446817e-11,1.3274626537416004e-10,4.416907432795912e-11,2.0550138721325434e-06,5.1015181548313725e-12,2.9031407884934196e-13
