Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),COX(50),H2OX(23),CHOX(53),CH3X(55),C2H4X(215),C2H4X(70)
5.960520042929568e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999694,0.1186699660299624,0.022821567693054243,0.0,2.131626835545845e-54,1.7703064191019758e-30,2.120663093611948e-72,8.899664036752101e-46,1.632993288960763e-110,5.2606318487490045e-17,1.0612386426680579e-89,5.260631848748074e-17,6.481927724360657e-61,8.310108125144205e-61,2.268400234295776e-93,2.630204644540102e-94,3.5499378861993665e-45,4.785915295853283e-71,2.8729753437739453e-15,8.50636937023817e-17,3.4053849006124133e-19,5.369786554322407e-32,1.988340310272014e-31,3.405384895914769e-19,2.31835310440489e-28,2.952432849403768e-34,3.58139792192182e-39,2.086254654023771e-64,6.913334190514083e-44,3.2730046661287524e-61,3.9948659184370283e-87,1.0688885636245723e-45,1.984281701736446e-90,1.7888346427243694e-31,3.046152307019156e-75,4.4300846112337404e-85
1.1926218643672281e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.452307276799994,0.11866996602995947,0.022821567693054202,0.0,3.413379937617569e-53,7.085839242104516e-30,1.3881907794004848e-70,7.126949174307906e-45,4.275390017000921e-108,1.0525834185638329e-16,6.802424810712593e-88,1.0525834185634604e-16,1.0382349313001278e-59,1.3311645143610853e-59,2.9695889373117676e-91,3.4432312674456096e-92,2.8421085467528563e-44,2.5906912922298746e-69,5.748446756481146e-15,1.7020129156957685e-16,6.813728437471264e-19,2.1493138045222528e-31,7.958543000940255e-31,6.813728418668432e-19,9.279442394591384e-28,2.3637380414972017e-33,2.9305027024797276e-38,6.829316633995068e-63,5.534870965776245e-43,1.0486530531634852e-59,5.229725093830053e-85,8.557606959685934e-45,2.5991551100365e-88,7.16000040192218e-31,1.9519803801969135e-73,4.7914017452766455e-83
2.3857615845157708e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679998806,0.11866996602995361,0.022821567693054115,0.0,5.463629821907873e-52,2.83525868136505e-29,9.264800486800152e-69,5.704447928148661e-44,1.141108775351523e-105,2.1056238859418962e-16,4.356914107338824e-86,2.1056238859404053e-16,1.6620776001650467e-58,2.1311014815147367e-58,3.9632310621479094e-89,4.595356931948017e-90,2.2745501697750913e-43,1.506649832450224e-67,1.1499389581891383e-14,3.404764873039618e-16,1.3630415525319502e-18,8.600053036624317e-31,3.184453844972488e-30,1.3630415450083586e-18,3.712976197666373e-27,1.891703309619268e-32,2.4464615499636757e-37,2.279624701832916e-61,4.429578949245141e-42,3.3577505597305546e-58,6.979622211507337e-83,6.848685039685155e-44,3.470635019741894e-86,2.8649327887322227e-30,1.2500470975688795e-71,5.56938879714157e-81
4.772041024812856e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679997623,0.1186699660299419,0.022821567693053945,0.0,8.743583175839322e-51,1.134288102481508e-28,6.411233061022987e-67,4.5647140597770036e-43,3.157320088923079e-103,4.211704820698816e-16,2.7895014262983228e-84,4.2117048206928506e-16,2.6600457334744707e-57,3.4107522639226373e-57,5.483637457103761e-87,6.358264503499884e-88,1.819985011486582e-42,9.157656565060474e-66,2.3001275232695205e-14,6.810268787727098e-16,2.7263789757538626e-18,3.440579782366704e-30,1.27398889426165e-29,2.7263789456545224e-18,1.4854246815657732e-26,1.5136412430383823e-31,2.1194403138194384e-36,7.891755379132968e-60,3.544336193468907e-41,1.0748054009885643e-56,9.657200671730786e-81,5.4799864108166194e-43,4.805181192648323e-84,1.1461596644894838e-29,8.002763095179941e-70,6.767772858938324e-79
9.544599905407026e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679995253,0.11866996602991847,0.022821567693053605,0.0,1.3991145563238151e-49,4.537521749966584e-28,4.718193135037063e-65,3.6522335904689924e-42,9.288186355883881e-101,8.423866690215828e-16,1.785625437097011e-82,8.423866690191967e-16,4.256650512984888e-56,5.457992345306975e-56,8.067606306339127e-85,9.354370183837977e-86,1.4561251244273282e-41,5.7056185821634525e-64,4.600504653423622e-14,1.3621276617101196e-15,5.453053844807145e-18,1.3763427738642024e-29,5.096370301671551e-29,5.453053724399378e-18,5.94212172722153e-26,1.2110138584067535e-30,1.9547724530951714e-35,2.906415510502667e-58,2.835738228558073e-40,3.4398681279165276e-55,1.4207812453386453e-78,4.3844019134841695e-42,7.076009689417321e-82,4.5850117571797146e-29,5.1225125244015576e-68,8.431510203434201e-77
1.9089717666595367e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999051,0.11866996602987162,0.022821567693052925,0.0,2.238693715255423e-48,1.815082613721346e-27,3.8062974714291057e-63,2.9219718196031567e-41,2.9945250783891696e-98,1.6848190429262545e-15,1.1429105391935378e-80,1.6848190429167097e-15,6.811102720812852e-55,8.73340815357145e-55,1.3008924293153019e-82,1.5083816505168087e-83,1.1649535889195934e-40,3.6018346339848486e-62,9.20125891370518e-14,2.7243292275845915e-15,1.0906403673354715e-17,5.505585940468628e-29,2.038631054582588e-28,1.0906403191699208e-17,2.3768969449520755e-25,9.688344970307487e-30,1.9783925861903194e-34,1.1737604234415427e-56,2.268698348339777e-39,1.10081739558214e-53,2.29099372532835e-76,3.5076824756024714e-41,1.1424069579612241e-79,1.8340793050988352e-28,3.278590176019931e-66,1.0644125788544068e-74
3.817995318897205e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679981036,0.1186699660297779,0.02282156769305156,0.0,3.581990029769265e-47,7.26047862973705e-27,3.442711588825196e-61,2.3376514350396143e-40,1.0822992936335475e-95,3.369683790740675e-15,7.314980291585892e-79,3.3696837907024937e-15,1.089813387241833e-53,1.3973915373760053e-53,2.351671659468622e-80,2.726757630071425e-81,9.31982092015171e-40,2.289171242368651e-60,1.84027674341617e-13,5.44873235933215e-15,2.1813103692239317e-17,2.2022718381777366e-28,8.154689977395365e-28,2.181310176553936e-17,9.507393514162219e-25,7.750498636697136e-29,2.2459231131236944e-33,5.315401663465448e-55,1.8150018663793332e-38,3.5225897624271535e-52,4.1415145168880985e-74,2.806203675405007e-40,2.067999171313438e-77,7.336466265309711e-28,2.098284345563084e-64,1.3529150861449338e-72
7.636042423372542e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679962085,0.11866996602959048,0.022821567693048838,0.0,5.731221693049362e-46,2.904221362893438e-26,3.4916600594246384e-59,1.870150737359053e-39,4.386789005005659e-93,6.739413286389821e-15,4.6817002868430626e-77,6.7394132862370954e-15,1.743730977140509e-52,2.235852562639773e-52,4.767344454763113e-78,5.52772435561321e-79,7.455898813790618e-39,1.4598490200085205e-58,3.680578447464838e-13,1.089753862282172e-14,4.362650517736945e-17,8.809118215491398e-28,3.261909053693343e-27,4.362649747018173e-17,3.8026859620767734e-24,6.199894455601268e-28,2.857703173037076e-32,2.6987486554399296e-53,1.4520188969756013e-37,1.1271469831450508e-50,8.395740620424515e-72,2.2449753231110372e-39,4.1973776606837574e-75,2.9346161856151215e-27,1.3428059887084917e-62,1.7255102311889813e-70
1.5272136632323213e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767992418,0.11866996602921565,0.022821567693043388,0.0,9.169900270606643e-45,1.1616947479368828e-25,3.8832565841821553e-57,1.4961324211212425e-38,1.950231652335837e-90,1.3478872277769342e-14,2.996324296813636e-75,1.3478872277158439e-14,2.789993195271341e-51,3.5773501540149843e-51,1.0599388351410036e-75,1.2289964836627712e-76,5.964680192262389e-38,9.325055842097246e-57,7.361181855391629e-13,2.1795151149778667e-14,8.72533139387017e-17,3.523618210002179e-27,1.3047701625553934e-26,8.725328310731545e-17,1.520834073043466e-23,4.959020339008602e-27,3.983236162223328e-31,1.5020252505556997e-51,1.1616222848167524e-36,3.6062430739379284e-49,1.8666514925033687e-69,1.795968099175081e-38,9.340361605237047e-73,1.1738523063650025e-26,8.592477504402141e-61,2.2043653431220943e-68
3.0544325050224555e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767984837,0.11866996602846595,0.02282156769303249,0.0,1.4671526317571345e-43,4.646793160821004e-25,4.594342667125745e-55,1.1969106620690506e-37,9.225641733383849e-88,2.6957790260853285e-14,1.9176590866320947e-73,2.6957790258409675e-14,4.464007971893664e-50,5.7236376421701245e-50,2.507379878147067e-73,2.907300686302834e-74,4.7716395099878405e-37,5.960655940723483e-55,1.4722388670563024e-12,4.3590376203603815e-14,1.7450695463864277e-16,1.4094132709344956e-26,5.21909316041921e-26,1.74506831292985e-16,6.081368275978778e-23,3.9657492655982326e-26,5.900433258964718e-30,8.89018541840196e-50,9.293010236136046e-36,1.153579837475214e-47,4.4157297560781336e-67,1.4367422367842722e-37,2.2107389571520412e-70,4.6954200592778906e-26,5.497210265919621e-59,2.818060095737259e-66
6.108870188602724e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679696753,0.11866996602696658,0.022821567693010695,0.0,2.3473325079870294e-42,1.8587215074333362e-24,5.637065853641999e-53,9.575304079843145e-37,4.5267576180474e-85,5.39156262283208e-14,1.2273054820469058e-71,5.391562621854633e-14,7.142427695105118e-49,9.15736554295305e-49,6.15196438614407e-71,7.133186594316302e-72,3.817127201915019e-36,3.810378150728142e-53,2.9444802298177084e-12,8.71808263108991e-14,3.4901432885169855e-16,5.637359494586985e-26,2.0876393086199744e-25,3.4901383530998144e-16,2.4309650591213704e-22,3.1702402480944483e-25,9.057799128636958e-29,5.4556036502662843e-48,7.434426228242255e-35,3.688756399407452e-46,1.0834178557556165e-64,1.149337089952422e-36,5.425723263837575e-68,1.8781695261206207e-25,3.5156626129619034e-57,3.6028560437341176e-64
1.2217745555763263e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767939352,0.11866996602396783,0.022821567692967105,0.0,3.7553656610016334e-41,7.434905766289433e-24,7.052055307283206e-51,7.660250589304494e-36,2.2649493543461005e-82,1.078312981684543e-13,7.854766496386501e-70,1.0783129812935643e-13,1.1427895792158885e-47,1.4650280193031695e-47,1.5391189676650904e-68,1.784604063324255e-69,3.053399959878441e-35,2.4345637891168023e-51,5.888962954249028e-12,1.743617265240697e-13,6.980294493606448e-16,2.254704661030863e-25,8.350557662669406e-25,6.980274739269987e-16,9.711206762428589e-22,2.5324188282114804e-24,1.4171164819845786e-27,3.413060902120174e-46,5.947556591057685e-34,1.1786735222180963e-44,2.710528752300533e-62,9.193769200678285e-36,1.3576002034070202e-65,7.512675794458126e-25,2.2467552414176834e-55,4.603811364759422e-62
2.443549629008434e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727678787047,0.11866996601797034,0.022821567692879925,0.0,6.007405903998188e-40,2.9739752159104467e-23,8.90313313166559e-49,6.128203100988439e-35,1.143726038278429e-79,2.1566264206951526e-13,5.027053797319673e-68,2.1566264191312372e-13,1.8284640940789765e-46,2.3435594850050747e-46,3.8860966980204794e-66,4.505916301558078e-67,2.4422345075226937e-34,1.5534293320634094e-49,1.1777928398745692e-11,3.487235269447308e-13,1.3960611853202539e-15,9.016897521681717e-25,3.340220222137136e-24,1.396053273496262e-15,3.8743930311214386e-21,2.019917542154612e-23,2.2369021216156548e-26,2.1546314745533342e-44,4.758064889398779e-33,3.7607261239087755e-43,6.843759430298173e-60,7.353523577531193e-35,3.4278275155287747e-63,3.0050656039149895e-24,1.433751767946112e-53,5.874813104895806e-60
4.8870997758726494e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.452307276775741,0.11866996600597535,0.022821567692705564,0.0,9.608072574614295e-39,1.1895997773054012e-22,1.126891890893121e-46,4.90256305160598e-34,5.7904877943868885e-77,4.313253299548127e-13,3.21731493963148e-66,4.3132532932924686e-13,2.9255426809831026e-45,3.748139789953944e-45,9.83736673059997e-64,1.1406385354430927e-64,1.9530102317688333e-33,9.88395291224169e-48,2.3555859270275124e-11,6.974471277633376e-13,2.792130689569214e-15,3.605221309273852e-24,1.3360851774226263e-23,2.7920989620008182e-15,1.541743160498967e-20,1.6063753470276533e-22,3.539490909304362e-25,1.3636133958215253e-42,3.806480980003841e-32,1.1964237167432206e-41,1.7324415919036958e-57,5.880430117626278e-34,8.676417800179094e-61,1.2020218973223914e-23,9.122991612447664e-52,7.475085356443238e-58
9.774200069601079e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727675148213,0.11866996598198537,0.02282156769235684,0.0,1.536083929432147e-37,4.758474411305084e-22,1.4221895811822116e-44,3.922049900017327e-33,2.9232016257181536e-74,8.626507060581052e-13,2.0590810500121556e-64,8.626507035558466e-13,4.680866847038598e-44,5.992040814018296e-44,2.483074549546591e-61,2.8791099976656235e-62,1.5611653888191137e-32,6.2530555754977325e-46,4.7111720943478423e-11,1.394894329309678e-12,5.584294242295244e-15,1.4408594886969067e-23,5.344316144200302e-23,5.5841666966750814e-15,6.103778476782001e-20,1.2700272023981194e-21,5.5838210997309706e-24,8.604515490043264e-41,3.0452298156065532e-31,3.7843323689188706e-40,4.3728714839895865e-55,4.700525211347568e-33,2.1894678219732008e-58,4.808051689378099e-23,5.77180154396827e-50,9.45613961730451e-56
1.954840065705794e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727670296433,0.11866996593400542,0.022821567691659394,0.0,2.4538781126403875e-36,1.9034480891414387e-21,1.7774891821726903e-42,3.137638472188224e-32,1.4614882574477695e-71,1.7253014595954617e-12,1.3178108446196883e-62,1.7253014495864618e-12,7.489380851228875e-43,9.571368910014419e-43,6.2070812052214165e-59,7.197050819613304e-60,1.2469482492009721e-31,3.9117170677192586e-44,9.422344401046276e-11,2.789788732038956e-12,1.1168722751625659e-14,5.753628421141745e-23,2.137706550710464e-22,1.1168207598292046e-14,2.392380508206404e-19,9.925901203853246e-21,8.722895049667786e-23,5.376652672271074e-39,2.4362536082889113e-30,1.1834842969446813e-38,1.0930972818482201e-52,3.754323532617595e-32,5.470087510438915e-56,1.9231917271660996e-22,3.610718465320229e-48,1.1825815157773792e-53
3.909680183197166e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072766059288,0.1186699658380455,0.0228215676902645,0.0,3.91392080350724e-35,7.61423311986447e-21,2.1758301736625652e-40,2.510108228613184e-31,7.157014000381335e-69,3.4506029719930853e-12,8.433975063445108e-61,3.4506029319573522e-12,1.1982988639209829e-41,1.526355952951898e-41,1.5197590426359834e-56,1.7621349621843967e-57,9.94398630659001e-31,2.3943153449542513e-42,1.8844688902674225e-10,5.57957753604441e-12,2.233800984957113e-14,2.2936408982066964e-22,8.550666441593997e-22,2.2335911143462112e-14,9.197868883801785e-19,7.586408320097047e-20,1.3344758952867617e-21,3.290231100530303e-37,1.9491084800490666e-29,3.6207305935818464e-37,2.676301208330586e-50,2.9937488792862957e-31,1.3378036530632853e-53,7.692534871256818e-22,2.210104322636433e-46,1.4464326034057865e-51
5.864520300688538e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727650889324,0.11866996574208558,0.022821567688869605,0.0,1.438416709569149e-34,1.6180863603489964e-20,1.4035200466170508e-39,7.4518794368020474e-31,6.018343828140114e-68,5.175904489713621e-12,4.7885585298120047e-60,5.175904404637903e-12,4.5334042504280337e-41,5.810512093550439e-41,1.1282950538356174e-55,1.3082368350379425e-56,2.838186493784089e-30,1.3225513153548193e-41,2.826703329253326e-10,8.369366338598792e-12,3.3507750209242214e-14,4.862560301235195e-22,1.8169931400679292e-21,3.350323644342987e-14,1.9024067249505483e-18,2.1135040212312596e-19,4.808619960353423e-21,1.8081125786166437e-36,5.573398424594104e-29,1.665124563429242e-36,1.986918075491228e-49,8.544357931008195e-31,9.97831147839795e-53,1.6346295679080906e-21,1.22080203105235e-45,9.367919021119686e-51
9.774200535671282e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072763148221,0.11866996555016575,0.022821567686079815,0.0,1.1008242045130638e-33,4.4739333072027514e-20,5.848427345731229e-38,3.490610154491468e-30,7.814328880804681e-66,8.626507546443909e-12,1.287291140285871e-58,8.626507311237664e-12,3.577797039117593e-40,4.7482670922058415e-40,8.249552992558858e-54,9.5650405186685e-55,1.297199733721812e-29,3.053677047908404e-40,4.711172162517568e-10,1.3948943937898159e-11,5.584921170531861e-14,1.336278043891844e-21,5.0232842046612195e-21,5.583637416544736e-14,4.9218250689241636e-18,9.007676711606697e-19,3.4416447708677583e-20,4.351345229768352e-35,2.5615381448364324e-28,2.2456367769234914e-35,1.4526654241275642e-47,3.904774853621395e-30,8.893118500660503e-51,4.519026916976832e-21,2.8187778745259244e-44,3.745117265123005e-49
1.3292912747155751e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072761401581,0.1186699653774379,0.022821567683569004,0.0,3.0243095865963034e-33,7.967190146826243e-20,2.715306539057485e-37,8.054927162220612e-30,4.267265762913376e-65,1.1732050314696938e-11,5.5895840347860686e-58,1.1732049895867745e-11,1.0040450623739444e-39,1.3803335135835388e-39,4.192710878273709e-53,4.861244471365867e-54,2.911130466939379e-29,1.2116831767341835e-39,6.407194076342577e-10,1.8970563772577863e-11,7.595823728984902e-14,2.3700410204445372e-21,8.944783232691952e-21,7.593497615256479e-14,8.3927382943508e-18,1.9449100013530313e-18,9.171129617534819e-20,1.8085623288600806e-34,5.766245187556427e-28,7.762777238617093e-35,7.38284456966777e-47,8.762405357726731e-30,5.370573481200161e-50,8.046761120441994e-21,1.1184799473096359e-43,1.665920021969913e-48
1.6811624958640222e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072759654941,0.11866996520471008,0.022821567681058193,0.0,6.79314957477521e-33,1.2437540122402456e-19,9.317839646189277e-37,1.5509257380178346e-29,1.9335933719561692e-64,1.4837593101150234e-11,1.6925277261326054e-57,1.4837592447357137e-11,2.2988176727330338e-39,3.149885872545985e-39,1.662438880123552e-52,1.9275116927044878e-53,5.48477237341314e-29,3.6678284918601376e-39,8.10321595194291e-10,2.3992183602325666e-11,9.606919407357735e-14,3.68484697439028e-21,1.3962621592671623e-20,9.603228480665253e-14,1.2557984566395359e-17,3.522713786174995e-18,1.993036172751318e-19,5.286154018729364e-34,1.0899040767043322e-27,1.9945659603012173e-34,2.9273057539289284e-46,1.6507885293128963e-29,1.984807507065393e-49,1.2560655797530197e-20,3.3857114089728045e-43,5.844935239783858e-48
