Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),COX(50),H2OX(23),CHOX(53)
3.352574296276314e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44488525281150082,0.11145257008589866,0.022588596467685317,0.0,1.8163719031915935e-09,6.2890897447814742e-05,1.2201586853670121e-05,8.3611731264502447e-08,1.2338319861177507e-17,0.00029387190395962636,5.6626735985991577e-16,0.00020214140683977931,2.9889155345031428e-12,4.978378367035435e-13,4.2624549361473835e-13,3.6692476753883095e-15,6.9468704133586335e-10,7.1701365748192956e-11,0.0069002904422648453,0.00045373127521062385,5.6015619064431416e-05,3.319877464541948e-09,1.651169720864669e-09,7.7738309509304993e-09,6.0559119182221379e-12,8.797221322311497e-08,1.0766554349052269e-05,4.1630573075271723e-10,1.1205711624177648e-06,1.126525051409454e-10,3.7961046587024865e-11,1.8136838798135623e-13,2.1823992622705392e-14
3.36512611660992e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44487566263259076,0.11144348633535649,0.022587738847717365,0.0,1.8409255809692641e-09,6.3429642355424527e-05,1.2338427626091177e-05,8.4527670947245847e-08,1.256865198425268e-17,0.00029495441951620866,5.7688974231612337e-16,0.00020264719130062532,3.0229509678551571e-12,5.0712330401499399e-13,4.3221667997446695e-13,3.726453736821056e-15,7.0197042410165139e-10,7.2792308663642381e-11,0.0069081250834115704,0.00045530960717936401,5.6154683904349546e-05,3.3397627502215331e-09,1.6571902211036619e-09,7.8012010249634947e-09,6.0873390828874608e-12,8.8417209357565874e-08,1.0793988004149246e-05,4.1929471605455433e-10,1.1307827630473573e-06,1.1436964832235643e-10,3.8386040379583533e-11,1.8325470644064687e-13,2.2035730209052323e-14
3.377677936943526e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4448661342716459,0.1114344622619121,0.022586881297164858,0.0,1.8656829656893396e-09,6.3970408311969982e-05,1.247609132390712e-05,8.545005312191563e-08,1.2802128089478164e-17,0.00029603672682000014,5.8766948260840609e-16,0.0002031515508399328,3.0572408766540754e-12,5.1653963191302073e-13,4.3823984956906699e-13,3.784287714607321e-15,7.092935915691881e-10,7.3895633761826679e-11,0.0069158996672581737,0.00045688697712982133,5.6293155256566356e-05,3.3596632598272586e-09,1.6632090945244093e-09,7.8285654744325411e-09,6.1187478496654975e-12,8.8860372148115955e-08,1.0821176073762599e-05,4.2228751020317274e-10,1.1410366073904645e-06,1.1610631710767912e-10,3.8813582621024042e-11,1.8515214305574462e-13,2.224821800667598e-14
3.3902297572771316e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44485666726518891,0.11142549741237141,0.022586023815784145,0.0,1.8906446196065134e-09,6.4513189333906826e-05,1.2614576929923024e-05,8.6378896866213746e-08,1.3038774153987694e-17,0.00029711882501682116,5.9860828273052763e-16,0.00020365448930982977,3.091786125642556e-12,5.2608804124918523e-13,4.4431510122982912e-13,3.8427532043255206e-15,7.1665653323706331e-10,7.5011433280804038e-11,0.0069236146479358836,0.00045846338656596391,5.6431040198382243e-05,3.3795790054316452e-09,1.6692263364983493e-09,7.8559242798954861e-09,6.1501376373464216e-12,8.9301698043868727e-08,1.0848119457087751e-05,4.2528405158167676e-10,1.151332564711815e-06,1.1786265723058613e-10,3.9243670121417975e-11,1.870607221118241e-13,2.2461452055015119e-14
3.4027815776107374e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44484726115322426,0.11141659133697665,0.02258516640333344,0.0,1.915811104522453e-09,6.5057979482515844e-05,1.2753883404508035e-05,8.7314221216862118e-08,1.3278616211117175e-17,0.00029820071325341557,6.0970785599784968e-16,0.00020415601055680864,3.1265875780548246e-12,5.3576975808632269e-13,4.5044253162684211e-13,3.9018537949805169e-15,7.2405923864018229e-10,7.6139799770219329e-11,0.006931270476139193,0.00046003883701052986,5.656834572063609e-05,3.3995100004754175e-09,1.6752419424026857e-09,7.8832774219347363e-09,6.1815078795783885e-12,8.9741183848268012e-08,1.0874819075052491e-05,4.2828427956253419e-10,1.161670505047957e-06,1.1963881491826435e-10,3.9676299621856098e-11,1.8898046799805361e-13,2.2675428446116601e-14
3.415333397944343e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44483791547921214,0.11140774358938017,0.022584309059572757,0.0,1.9411829818208956e-09,6.560477286385293e-05,1.2894009686081697e-05,8.8256045169568357e-08,1.3521680349954658e-17,0.00029928239067746813,6.2096992706849074e-16,0.00020465611842166069,3.1616460956111482e-12,5.4558601369238845e-13,4.5662223528331035e-13,3.9615930689043566e-15,7.3150169735293501e-10,7.7280826090752197e-11,0.0069388675991519056,0.00046161333000456928,5.6705078727874507e-05,3.419456259676811e-09,1.6812559076204868e-09,7.9106248811573716e-09,6.2128580246624666e-12,9.0178826712619493e-08,1.0901275869836753e-05,4.3128813450689916e-10,1.1720502992166365e-06,1.21434936890543e-10,4.0111467795953379e-11,1.9091140520419038e-13,2.2890143324677677e-14
3.427885218277949e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44482862979004451,0.1113989537266187,0.022583451784263919,0.0,1.9667608125014041e-09,6.6153563628677789e-05,1.3034954691598429e-05,8.9204387678991851e-08,1.3767992714894863e-17,0.00030036385643762172,6.3239623196428275e-16,0.00020515481673941087,3.196962538512341e-12,5.5553804453434499e-13,4.6285430459015139e-13,4.0219746016593099e-15,7.3898389899214346e-10,7.8434605413563445e-11,0.0069464064608729739,0.00046318686710698803,5.6841246038564163e-05,3.4394177989438163e-09,1.6872682275407793e-09,7.9379666381952556e-09,6.2441875353486923e-12,9.061462412967817e-08,1.0927490804394162e-05,4.3429555776364748e-10,1.1824718188254314e-06,1.2325117035901927e-10,4.0549171251348036e-11,1.9285355831722642e-13,2.31055928880758e-14
3.440437038611555e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44481940363601896,0.11139022130908757,0.022582594577170538,0.0,1.9925451572117926e-09,6.6704345972362687e-05,1.3176717317030001e-05,9.0159267658709885e-08,1.4017579505198345e-17,0.00030144510968349412,6.4398851809151957e-16,0.00020565210933925267,3.2325377654343212e-12,5.6562709227208434e-13,4.6913882982085918e-13,4.0830019619432065e-15,7.465058332197972e-10,7.9601231219739258e-11,0.0069538875018421552,0.00046475944989409255,5.6976854385345734e-05,3.4593946352893346e-09,1.6932788975586468e-09,7.9653026737051619e-09,6.2754958886327072e-12,9.1048573927304496e-08,1.0953464861975599e-05,4.3730649166813279e-10,1.1929349362796673e-06,1.2508766302618001e-10,4.0989406531194288e-11,1.9480695201808799e-13,2.3321773386379892e-14
3.452988858945161e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44481023657081514,0.1113815459005153,0.022581737438057994,0.0,2.0185365762792601e-09,6.7257114134781714e-05,1.3319296437845859e-05,9.1120703981184577e-08,1.4270466974555187e-17,0.00030252614956569523,6.557485442615067e-16,0.00020614800004448342,3.2683726335227169e-12,5.7585440375238724e-13,4.754758991466318e-13,4.1446787114970525e-15,7.5406748974558359e-10,8.0780797299733592e-11,0.0069613111592654571,0.00046633107995913676,5.7111910415327026e-05,3.4793867867491507e-09,1.6992879130753235e-09,7.9926329683688728e-09,6.3067825755538348e-12,9.1480674262186574e-08,1.0979199045654753e-05,4.4032087954066436e-10,1.2034395247896331e-06,1.2694456308452075e-10,4.1432170115648482e-11,1.9677161107838321e-13,2.3538681122349285e-14
3.4655406792787666e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44480112815146861,0.11137292706793833,0.022580880366693454,0.0,2.0447356297402594e-09,6.7811862400182142e-05,1.3462690909491307e-05,9.2088715477729477e-08,1.4526681430653355e-17,0.00030360697523584308,6.6767808071090023e-16,0.00020664249267243921,3.3044679983875112e-12,5.8622123100291494e-13,4.8186559865174753e-13,4.2070084050149481e-15,7.6166885832921687e-10,8.1973397752808408e-11,0.0069686778670403999,0.0004679017589118708,5.7246420690413793e-05,3.4993942723027137e-09,1.7052952694982888e-09,8.0199575028932955e-09,6.3380471009937965e-12,9.1910923613631464e-08,1.1004694377855896e-05,4.4333866568471549e-10,1.2139854583771282e-06,1.2882201921566158e-10,4.1877458423348124e-11,1.9874756035720197e-13,2.3756312451416341e-14
3.4780924996123724e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44479207793834774,0.11136436438167598,0.022580023362845807,0.0,2.0711428773691355e-09,6.836858509703787e-05,1.3606899567863287e-05,9.3063320938477169e-08,1.4786249234751541e-17,0.00030468758584658044,6.7977890912184593e-16,0.00020713559103443095,3.3408247140977343e-12,5.9672883122623245e-13,4.8830801234918649e-13,4.2699945900562305e-15,7.6930992878257781e-10,8.3179126986472337e-11,0.0069759880557810862,0.00046947148837809334,5.7380391687676274e-05,3.5194171117966272e-09,1.7113009622413567e-09,8.0472762580105812e-09,6.369288983477138e-12,9.2339320777423105e-08,1.1029951899883872e-05,4.463597953848674e-10,1.2245726118813509e-06,1.3072018058946009e-10,4.2325267812883803e-11,2.0073482479797434e-13,2.3974663781656476e-14
3.490644319945978e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44478308549512846,0.11135585741530539,0.022579166426285689,0.0,2.0977588787055467e-09,6.8927276597886359e-05,1.3751921229783811e-05,9.4044539112346666e-08,1.5049196801256696e-17,0.00030576798055159107,6.9205282264191061e-16,0.00020762729893568008,3.3774436331761992e-12,6.0737846679386195e-13,4.9480322219648499e-13,4.3336408069599137e-15,7.7699069097166828e-10,8.439807971591723e-11,0.0069832421528430782,0.00047104026999920338,5.7513829799749763e-05,3.5394553258708225e-09,1.7173049867247674e-09,8.0745892144782226e-09,6.4005077549724267e-12,9.2765864859748773e-08,1.1054972671456499e-05,4.4938421490448872e-10,1.2352008609641609e-06,1.3263919686312106e-10,4.2775594584263383e-11,2.0273342942537303e-13,2.4193731573743679e-14
3.503196140279584e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44477415038877038,0.11134740574563705,0.02257830955678547,0.0,2.124584193080715e-09,6.9487931319149859e-05,1.3897754693470795e-05,9.5032388707011391e-08,1.5315550597306041e-17,0.00030684815850561534,7.0450162590381097e-16,0.00020811762017525519,3.414325606594287e-12,6.1817140524036223e-13,5.0135130811181829e-13,4.3979505887613238e-15,7.8471113481838522e-10,8.5630350963452674e-11,0.0069904405823480852,0.00047260810543175687,5.7646741335267415e-05,3.5595089358873462e-09,1.7233073383752802e-09,8.1018963530791629e-09,6.4317029606952335e-12,9.3190555271193153e-08,1.107975777023942e-05,4.5241187148316363e-10,1.2458700821147261e-06,1.3457921818030303e-10,4.3228434980368268e-11,2.0474339934228096e-13,2.4413512340892945e-14
3.51574796061319e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44476527218949258,0.11133900895269007,0.022577452754119209,0.0,2.1516193796425213e-09,7.0050543720941272e-05,1.4044398739006326e-05,9.6026888388867354e-08,1.5585337142353785e-17,0.00030792811886446591,7.1712713504493687e-16,0.00020860655854600867,3.4514714837667676e-12,6.2910891925743685e-13,5.0795234799029878e-13,4.4629274611109976e-15,7.9247125030212673e-10,8.687603605793904e-11,0.0069975837652084703,0.00047417499634702491,5.7779132519323826e-05,3.5795779638617098e-09,1.7293080126262568e-09,8.1291976546219036e-09,6.4628741589121516e-12,9.361339172080027e-08,1.1104308291383552e-05,4.554427133338672e-10,1.2565801526535827e-06,1.3654039517022281e-10,4.368378518840155e-11,2.0676475972680504e-13,2.4634002648790972e-14
3.528299780946796e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44475645047075002,0.11133066661966788,0.022576596018062677,0.0,2.1788649973794794e-09,7.0615108306855997e-05,1.4191852128802189e-05,9.7028056783001814e-08,1.5858583007762336e-17,0.00030900786078504359,7.299311777266703e-16,0.00020909411783451417,3.4888821125466707e-12,6.4019228668806309e-13,5.146064177204858e-13,4.5285749421957739e-15,8.0027102746122813e-10,8.8135230634218289e-11,0.0070046721191515584,0.00047574094443055345,5.7911009493967456e-05,3.599662432396749e-09,1.7353070049177516e-09,8.1564930999406287e-09,6.494020920746552e-12,9.4034374210202608e-08,1.1128625347065149e-05,4.5847668963989498e-10,1.2673309507361262e-06,1.3852287894675551e-10,4.4141641341327536e-11,2.0879753582935012e-13,2.4855199115512603e-14
3.5408516012804016e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44474768480920912,0.11132237833293436,0.022575739348393322,0.0,2.2063216051436183e-09,7.1181619623750009e-05,1.4340113608062568e-05,9.8035912473162084e-08,1.613531481639816e-17,0.0003100873834253523,7.4291559315349884e-16,0.00020958030182100453,3.5265583392202014e-12,6.5142279052064495e-13,5.2131359120109402e-13,4.5948965426620849e-15,8.0811045639424195e-10,8.9408030632543132e-11,0.0070117060587437732,0.00047730595138172798,5.8042378318720749e-05,3.6197623646189435e-09,1.7413043106965985e-09,8.1837826698952952e-09,6.5251428299856847e-12,9.4453503027818458e-08,1.1152710066028674e-05,4.6151375055155426e-10,1.2781223553555516e-06,1.4052682110753322e-10,4.4601999519302435e-11,2.1084175296974684e-13,2.5077098411426935e-14
3.5534034216140074e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44473897478472507,0.11131414368198946,0.022574882744890272,0.0,2.2339897616722906e-09,7.1750072261505247e-05,1.4489181905243858e-05,9.9050474001724773e-08,1.6415559242232225e-17,0.00031116668594451417,7.5608223209192585e-16,0.00021006511427931036,3.5645010085016947e-12,6.6280171888318753e-13,5.2807394035789704e-13,4.6618957655414507e-15,8.1598952726106413e-10,9.0694532298004448e-11,0.0070186859954145852,0.00047887001891333796,5.8173244971125958e-05,3.6398777841171034e-09,1.7472999254164916e-09,8.2110663453717213e-09,6.5562394828894702e-12,9.4870778743115972e-08,1.117656359313252e-05,4.6455384718261906e-10,1.2889542463452654e-06,1.4255237373303963e-10,4.5064855751096128e-11,2.128974365344346e-13,2.5299697259091337e-14
3.565955241947613e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44473031998031765,0.11130596225944568,0.022574026207334296,0.0,2.2618700256089507e-09,7.2320460852782651e-05,1.4639055732511498e-05,1.0007175986966527e-07,1.6699343009945078e-17,0.00031224576750278475,7.6943295688917467e-16,0.00021054855897679895,3.6027109635286163e-12,6.7433036503748712e-13,5.3488753516081456e-13,4.7295761061781193e-15,8.2390823028391183e-10,9.1994832179956588e-11,0.0070256123374802725,0.0004804331487511466,5.830361534731559e-05,3.6600087148834273e-09,1.7532938445380737e-09,8.23834410728174e-09,6.587310488000708e-12,9.5286202200943997e-08,1.1200187088897612e-05,4.6759693160655483e-10,1.2998265043807839e-06,1.4459968938570237e-10,4.5530206015504524e-11,2.1496461197370054e-13,2.5522992433132804e-14
3.578507062281219e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44472171998214827,0.11129783366100444,0.022573169735507829,0.0,2.2899629555229165e-09,7.2892780072763999e-05,1.478973378619368e-05,1.0109978853652759e-07,1.6986692894536466e-17,0.00031332462726156731,7.8296964149169036e-16,0.00021103063967431408,3.6411890458566059e-12,6.8601002737334227e-13,5.4175444364117418e-13,4.7979410521588739e-15,8.3186655574816181e-10,9.3309027131441261e-11,0.0070324854901675157,0.00048199534263346217,5.8433495262605904e-05,3.6801551812568475e-09,1.7592860635290183e-09,8.2656159365632601e-09,6.618355465957211e-12,9.5699774515930763e-08,1.1223581729059115e-05,4.7064295685252038e-10,1.3107390109811463e-06,1.4666892110898258e-10,4.5998046242752073e-11,2.1704330479897745e-13,2.5746980760120795e-14
3.591058882614825e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44471317437949653,0.11128975748543261,0.022572313329194914,0.0,2.3182691099281425e-09,7.3467024638882629e-05,1.4941214747231948e-05,1.0213457842039463e-07,1.7277635720939696e-17,0.00031440326438342747,7.9669417146343319e-16,0.00021151136012611678,3.6799360954545665e-12,6.9784200940277642e-13,5.4867473190914605e-13,4.8669940832449855e-15,8.398644940030508e-10,9.4637214308609354e-11,0.0070393058556367906,0.00048355660231071232,5.8562890452111947e-05,3.7003172078685831e-09,1.7652765778641055e-09,8.2928818141803975e-09,6.6493740493053984e-12,9.6111497066947759e-08,1.1246748704121194e-05,4.736918769011481e-10,1.3216916485098469e-06,1.4876022242646098e-10,4.6468372315884766e-11,2.1913354058019151e-13,2.5971659118427201e-14
3.603610702948431e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44470468276473779,0.11128173333453924,0.022571456988181245,0.0,2.3467890473010441e-09,7.4043189310544423e-05,1.5093497281628525e-05,1.0317614789785866e-07,1.7572198363640469e-17,0.00031548167803210729,8.1060844400397146e-16,0.00021199072407982603,3.7189529506997901e-12,7.098276197542787e-13,5.5564846417133244e-13,4.9367386713062796e-15,8.4790203546224704e-10,9.5979491170141175e-11,0.0070460738330056141,0.00048511692954502223,5.8691806571383011e-05,3.7204948195898915e-09,1.7712653830253069e-09,8.3201417211235524e-09,6.6803658823155774e-12,9.6521371491640333e-08,1.126968921891497e-05,4.7674364668011131e-10,1.3326843001753186e-06,1.5087374734092207e-10,4.6941180072152811e-11,2.2123534494317106e-13,2.6197024438076799e-14
3.6161625232820366e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44469624473331987,0.11127376081315261,0.022570600712254103,0.0,2.375523326097382e-09,7.4621268888838715e-05,1.524658004089033e-05,1.0422451530399197e-07,1.7870407746300483e-17,0.0003165598673725399,8.2471436796636761e-16,0.00021246873527636106,3.7582404483731326e-12,7.2196817216705257e-13,5.6267570274851491e-13,5.0071782802573183e-15,8.559791706042968e-10,9.7335955476664891e-11,0.0070527898183715843,0.00048667632610979527,5.882024919705711e-05,3.7406880414819472e-09,1.7772524745018679e-09,8.3473956384095434e-09,6.7113306207992725e-12,9.6929399681023845e-08,1.1292404492159773e-05,4.7979822205948158e-10,1.3437168500309778e-06,1.5300965033343479e-10,4.7416465304382947e-11,2.233487435671111e-13,2.6423073700588141e-14
3.6287143436156424e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44468785988374004,0.11126583952909722,0.022569744501202357,0.0,2.4044725047682455e-09,7.5201258216240531e-05,1.5400461662469583e-05,1.0527969893231832e-07,1.8172290841385568e-17,0.00031763783157086258,8.3901386387485972e-16,0.00021294539744988404,3.7977994236542275e-12,7.3426498548527812e-13,5.6975650809354203e-13,5.0783163659956639e-15,8.6409588997295103e-10,9.8706705290173116e-11,0.0070594542048352665,0.00048823479378929654,5.8948223827533113e-05,3.76089689874778e-09,1.7832378477903755e-09,8.3746435470816922e-09,6.7422679319278902e-12,9.7335583774145645e-08,1.1314895756027713e-05,4.8285555984688349e-10,1.3547891829748467e-06,1.5516808636243093e-10,4.7894223762340145e-11,2.2547376218208895e-13,2.6649803938803894e-14
3.641266163949248e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44467952781752368,0.11125796909317112,0.022568888354816494,0.0,2.4336371417751535e-09,7.5783152176304614e-05,1.5555140770200946e-05,1.0634171703478413e-07,1.8477874669798541e-17,0.00031871556979443132,8.5350886394233982e-16,0.00021342071432774328,3.8376307101167425e-12,7.4671938365238334e-13,5.7689093880935604e-13,5.1501563763422223e-15,8.7225218417737723e-10,1.0009183897343805e-10,0.0070660673825228889,0.00048979233437824066,5.9075735883659563e-05,3.7811214166862363e-09,1.7892214983948463e-09,8.4018854282099339e-09,6.7731774940535377e-12,9.7739926152810789e-08,1.1337164255711666e-05,4.8591561778244763e-10,1.3659011847487769e-06,1.5734921086278055e-10,4.8374451154078617e-11,2.2761042656663966e-13,2.6877212236711862e-14
3.653817984282854e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44467124813920023,0.11125014911912338,0.02256803227288853,0.0,2.4630177956043012e-09,7.6366945693351137e-05,1.5710615974735154e-05,1.0741058782173053e-07,1.8787186300516644e-17,0.0003197930812118335,8.6820131208762666e-16,0.00021389468963041805,3.8777351397236816e-12,7.5933269570532228e-13,5.8407905166714953e-13,5.2227017509836519e-15,8.8044804389226255e-10,1.0149145518942471e-10,0.0070726297386088819,0.00049134894968138243,5.9202790709438741e-05,3.8013616206479227e-09,1.795203421826794e-09,8.4291212628909137e-09,6.8040589965313334e-12,9.814242943637364e-08,1.1359211248996793e-05,4.8897835453357324e-10,1.3770527419372842e-06,1.5955317974486468e-10,4.8857143147281671e-11,2.2975876254538489e-13,2.7105295729257342e-14
3.66636980461646e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44466302045628248,0.11124237922363168,0.022567176255212078,0.0,2.49261502477998e-09,7.6952633732144782e-05,1.5866885873968938e-05,1.0848632946186528e-07,1.9100252850233706e-17,0.00032087036499290191,8.8309316395253456e-16,0.00021436732707146331,3.9181135428227172e-12,7.7210625576885815e-13,5.9132090162464165e-13,5.2959559214167935e-15,8.8868345985781156e-10,1.0290565290070245e-10,0.0070791416573382391,0.00049290464151311071,5.9329393572745087e-05,3.8216175359930446e-09,1.8011836136053084e-09,8.4563510322481035e-09,6.8349121395439136e-12,9.8543096476592486e-08,1.1381038005835554e-05,4.9204372968950076e-10,1.3882437419660159e-06,1.6178014939364567e-10,4.9342295370590221e-11,2.3191879598671727e-13,2.7334051602146148e-14
3.678921624950066e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44465484437924352,0.11123465902628019,0.02256632030158227,0.0,2.5224293878771922e-09,7.7540211297566391e-05,1.6023949053471399e-05,1.0956896008223539e-07,1.9417101483006885e-17,0.00032194742030872744,8.9818638691873747e-16,0.0002148386303574563,3.9587667481415859e-12,7.8504140304985597e-13,5.9861654184446854e-13,5.3699223108951361e-15,8.9695842287964408e-10,1.0433453136885515e-10,0.0070856035200487014,0.00049445941169704531,5.9455549666056621e-05,3.8418891880511155e-09,1.8071620692571274e-09,8.4835747174318919e-09,6.8657366339272271e-12,9.8941930352547988e-08,1.1402645807926422e-05,4.9511170375569971e-10,1.3994740730998597e-06,1.640302766677345e-10,4.9829903414920122e-11,2.3409055280053621e-13,2.7563477091638554e-14
3.6914734452836716e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44464671952149515,0.11122698814953735,0.022565464411795789,0.0,2.5524614435334789e-09,7.8129673434278933e-05,1.6181804086906538e-05,1.1065849776819983e-07,1.9737759409908162e-17,0.00032302424633167174,9.1348296012443005e-16,0.00021530860318794292,3.9996955827835e-12,7.9813948183157307e-13,6.0596602371268323e-13,5.4446043343772742e-15,9.0527292382859854e-10,1.0577819015388925e-10,0.0070920157051927871,0.00049601326206563981,5.9581264107198599e-05,3.8621766020824993e-09,1.8131387843167081e-09,8.5107922996196814e-09,6.8965322009987697e-12,9.9338934365624934e-08,1.1424035948296209e-05,4.9818223814808073e-10,1.4107436244407207e-06,1.6630371889845561e-10,5.0319962834767576e-11,2.3627405893604269e-13,2.7793569484335906e-14
3.7040252656172774e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44463864549936605,0.11121936621873423,0.02256460858565084,0.0,2.5827117504600061e-09,7.8721015226387324e-05,1.6340449536452025e-05,1.1175496056340265e-07,2.006225388868041e-17,0.00032410084223538101,9.2898487448078306e-16,0.00021577724925538608,4.040900872222626e-12,8.1140184146795531e-13,6.1336939685735162e-13,5.520005398477375e-15,9.1362695364044218e-10,1.0723672911364047e-10,0.0070983785883596412,0.00049756619445978471,5.9706541940098111e-05,3.8824798032416931e-09,1.8191137543263013e-09,8.5380037600160195e-09,6.9272985723871701e-12,9.9734112034556212e-08,1.1445209730886222e-05,5.0125529518703206e-10,1.4220522859249703e-06,1.6860063388890932e-10,5.0812469149502783e-11,2.3846934037958546e-13,2.8024326116958235e-14
3.716577085950883e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44463062193208025,0.11121179286204264,0.022563752822947137,0.0,2.6131808674518981e-09,7.9314231797093218e-05,1.6499883953214078e-05,1.128583664697464e-07,2.0390612223398247e-17,0.00032517720719479746,9.4469413268819462e-16,0.00021624457224511415,4.0823834402995792e-12,8.2482983637793327e-13,6.2082670916724146e-13,5.5961289014175656e-15,9.2202050331549855e-10,1.08710248403179e-10,0.0071046925422967328,0.00049911821072841627,5.9831388135548777e-05,3.902798816542325e-09,1.825086974836021e-09,8.5652090798526709e-09,6.958035489863864e-12,1.0012746709052881e-07,1.1466168470142186e-05,5.0433083809128919e-10,1.4333999483205858e-06,1.7092117991303137e-10,5.1307417844651646e-11,2.4067642315255455e-13,2.825574437611362e-14
3.729128906284489e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4446226484417351,0.11120426771045376,0.022562897123485897,0.0,2.6438693533978819e-09,7.9909318308344726e-05,1.6660105877638471e-05,1.13968733447366e-07,2.0722861764133461e-17,0.00032625334038617225,9.6061274925233927e-16,0.00021671057583527094,4.1241441092169769e-12,8.384248260397179e-13,6.2833800681059741e-13,5.6729782329823191e-15,9.3045356391818754e-10,1.1019884847421273e-10,0.0071109579369313721,0.00050066931272812955,5.9955807591984671e-05,3.9231336668238662e-09,1.8310584414039097e-09,8.5924082403887341e-09,6.9887427051765766e-12,1.0051900347235188e-07,1.1486913490608052e-05,5.0740883097164116e-10,1.4447865032240002e-06,1.7326551571465005e-10,5.1804804373165149e-11,2.4289533330933973e-13,2.8487821698061262e-14
3.741680726618095e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44461472465328084,0.11119679039775661,0.02256204148706983,0.0,2.6747777672892302e-09,8.0506269960481912e-05,1.6821113839917504e-05,1.1508607941460275e-07,2.1059029906625175e-17,0.00032732924098707758,9.7674275050001009e-16,0.00021717526369676601,4.1661836995350349e-12,8.5218817498509357e-13,6.3590333425399268e-13,5.7505567744747282e-15,9.3892612657649229e-10,1.1170263007448917e-10,0.0071171751393920811,0.00050221950232279321,6.0079805136262313e-05,3.9434843787198786e-09,1.8370281495960123e-09,8.619601222910753e-09,7.0194199798846348e-12,1.0090872532168492e-07,1.1507446126523732e-05,5.104892388244777e-10,1.4562118430566674e-06,1.7563380050654079e-10,5.2304624156676438e-11,2.4512609693533143e-13,2.8720555568465699e-14
3.754232546951701e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44460685019449842,0.1111893605605169,0.022561185913503104,0.0,2.7059066682280456e-09,8.1105081991878351e-05,1.6982906360392942e-05,1.1621042224797872e-07,2.1399144091954707e-17,0.00032840490817641853,9.9308617459476159e-16,0.00021763863949322688,4.2085030301671802e-12,8.6612125279371049e-13,6.4352273428125195e-13,5.8288678986747097e-15,9.4743818248134802e-10,1.1322169424719572e-10,0.0071233445140297842,0.00050376878138317001,6.0203385524450125e-05,3.9638509766279262e-09,1.8429960949864386e-09,8.6467880087328037e-09,7.0500670851960358e-12,1.0129663697832724e-07,1.1527767721426819e-05,5.1357202752518434e-10,1.467675861061362e-06,1.7802619396947829e-10,5.2806872586745271e-11,2.4736874014496818e-13,2.8953943522143703e-14
