Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),COX(50),CHOX(53),CH3X(55),C2H4X(215)
7.196612159030705e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44349564770976596,0.11014168051475148,0.022328477683086236,0.0,4.88341978358145e-06,0.0003006295592874436,8.694320334863768e-05,7.392194234749006e-07,3.6786092720693724e-16,0.0006115549477153769,2.3508894668075193e-14,0.0003057798358123317,2.8755450781335145e-11,5.526663156512724e-09,4.75397069230814e-12,6.524146470491388e-14,1.5402947913922971e-06,1.4940220486654655e-09,0.007814753994939415,0.0008926170555739514,8.47825241439049e-05,1.802214660048087e-07,3.396892405118343e-09,1.1083698893861915e-08,2.359678095675478e-10,8.54248203755181e-12,1.1573862159968162e-07,1.3406107918678026e-05,2.9938429594562785e-09,5.7568901172032036e-06,2.3603617885571106e-09,2.697284708048211e-10,1.6581260121094606e-13,1.8979594814592902e-09,6.754776673179743e-11
7.217527077912368e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44349218460081496,0.11013835805938679,0.02232707394041217,0.0,4.926393811235105e-06,0.00030225798300598917,8.750080677199993e-05,7.45178441178462e-07,3.7218346174578437e-16,0.0006131954961857208,2.383444272136248e-14,0.0003061338477840063,2.8995518765523353e-11,5.596320267160194e-09,4.7903308852502185e-12,6.588256280482304e-14,1.5504827734580389e-06,1.5110961218924314e-09,0.00781586338887703,0.0008948129663550037,8.490470910783927e-05,1.8092631186846744e-07,3.4057916027721996e-09,1.1112732542580436e-08,2.3800692843684744e-10,8.566495327493284e-12,1.1592869268844483e-07,1.3408691448027474e-05,3.0068705709955543e-09,5.78897910443162e-06,2.387348791729703e-09,2.714563900623289e-10,1.667754375276108e-13,1.903036360161428e-09,6.845240132442445e-11
7.23844199679403e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44348873988443727,0.1101350514228134,0.02232567030801366,0.0,4.969602467319717e-06,0.0003038894408750937,8.805988705386862e-05,7.51166030671492e-07,3.7654158350309365e-16,0.000614834952235908,2.4163431752078605e-14,0.00030648620719866065,2.9236796452547604e-11,5.666617666656158e-09,4.826819132837431e-12,6.652758263513854e-14,1.560701922919009e-06,1.5283116283426422e-09,0.007816956536692576,0.0008970069128769234,8.502666515399416e-05,1.8163155091174164e-07,3.4146836040908043e-09,1.1141746599895969e-08,2.400569637039529e-10,8.590495178135496e-12,1.1611838157131291e-07,1.341125972370284e-05,3.0199171908618847e-09,5.821130039502146e-06,2.4145594494340416e-09,2.7318887610347136e-10,1.677409658577708e-13,1.9081098481367226e-09,6.936619626471923e-11
7.259356915675693e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4434853133539927,0.11013176040330735,0.022324266785765334,0.0,5.013046254246855e-06,0.00030552392533400255,8.86204428643316e-05,7.571822209873394e-07,3.809354612255072e-16,0.0006164733143815154,2.449588611444605e-14,0.00030683692193281763,2.947928526683425e-11,5.7375589663560315e-09,4.863435267414866e-12,6.717653281720515e-14,1.5709522033933075e-06,1.5456692715055493e-09,0.007818033642518275,0.0008991988962531671,8.514839349529104e-05,1.8233718066621065e-07,3.4235684020879576e-09,1.1170741040454728e-08,2.421179379220009e-10,8.61448164830048e-12,1.1630769209796168e-07,1.3413813082499836e-05,3.032982825937235e-09,5.853342765546512e-06,2.441994874766056e-09,2.749259247820833e-10,1.6870918769864404e-13,1.913179940598049e-09,7.02892127467307e-11
7.280271834557355e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4434819048054358,0.11012848480169674,0.022322863373543153,0.0,5.0567256735492954e-06,0.0003071614288498494,8.918247288273823e-05,7.63227040868007e-07,3.8536526390580955e-16,0.0006181105811504256,2.4831830235390646e-14,0.00030718599982548154,2.972298661942997e-11,5.809147783376194e-09,4.900179121469864e-12,6.782942195410274e-14,1.5812335783831584e-06,1.5631697556444683e-09,0.007819094907923912,0.0009013889175862492,8.526989533359219e-05,1.8304319867058146e-07,3.4324459898476972e-09,1.1199715839115076e-08,2.4418987360138417e-10,8.638454795024728e-12,1.1649662803171755e-07,1.3416351850710571e-05,3.046067482359439e-09,5.885617126280662e-06,2.4696561820482207e-09,2.76667531980394e-10,1.6968010451078296e-13,1.918246632797528e-09,7.122151213190127e-11
7.301186753439017e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4434785140372826,0.11012522442132955,0.022321460071224417,0.0,5.100641225881221e-06,0.000308801943917493,8.974597579740191e-05,7.693005187647065e-07,3.8983116078277864e-16,0.0006197467510827855,2.5171288614203068e-14,0.00030753344867832206,2.996790190802852e-11,5.8813877405495874e-09,4.937050527626768e-12,6.848625863070323e-14,1.5915460112757156e-06,1.5808137857887643e-09,0.00782014053194904,0.0009035769779680725,8.539117185985154e-05,1.8374960247071037e-07,3.441316360524056e-09,1.1228670970946893e-08,2.4627279320977685e-10,8.662414673601785e-12,1.166851930516647e-07,1.3418876344429907e-05,3.0591711655394314e-09,5.917952966001223e-06,2.4975444868171815e-09,2.784136936081096e-10,1.706537177187052e-13,1.923309920026412e-09,7.21631559483747e-11
7.32210167232068e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4434751408505778,0.11012197906804182,0.02232005687868769,0.0,5.144793411018417e-06,0.00031044546305935574,9.031095030530968e-05,7.754026828384144e-07,3.9433332134103547e-16,0.0006213818227309679,2.5514285822198793e-14,0.00030787927625585836,3.021403251699749e-11,5.95428246638131e-09,4.9740493186418025e-12,6.914705141372482e-14,1.6018894653438758e-06,1.5986020677260523e-09,0.007821170711134735,0.000905763078480251,8.551222425426248e-05,1.8445638961962197e-07,3.450179507340814e-09,1.1257606411231004e-08,2.483667191721591e-10,8.686361337624056e-12,1.1687339075471181e-07,1.3421386869854481e-05,3.0722938801782593e-09,5.950350129582059e-06,2.5256609058114124e-09,2.8016440560151785e-10,1.7163002871152118e-13,1.9283697976149835e-09,7.311420589030241e-11
7.343016591202342e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44347178504886314,0.11011874855012643,0.022318653795812837,0.0,5.1891827278585025e-06,0.0003120919788252644,9.08773951118396e-05,7.815335609604338e-07,3.9887191531089404e-16,0.0006230157946595309,2.5860846502376354e-14,0.0003082234902856411,3.0461379817405327e-11,6.027835595004232e-09,5.011175327398166e-12,6.981180885178426e-14,1.6122639037470835e-06,1.6165353079944165e-09,0.007822185639555002,0.0009079472201944231,8.563305368640264e-05,1.851635576775265e-07,3.4590354235912645e-09,1.1286522135458568e-08,2.5047167387084054e-10,8.710294839024025e-12,1.170612246576187e-07,1.3423883723574482e-05,3.0854356302838803e-09,5.982808462470832e-06,2.5540065569588936e-09,2.819196639226172e-10,1.7260903884355811e-13,1.933426260932447e-09,7.40747238171476e-11
7.363931510084005e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44346844643814504,0.110115532678302,0.02231725082248099,0.0,5.233809674421164e-06,0.0003137414837922919,9.144530893048469e-05,7.876931807129539e-07,4.0344711266820827e-16,0.0006246486654451783,2.6210995369074084e-14,0.0003085660984584349,3.07099451670484e-11,6.1020507661346635e-09,5.048428386901254e-12,7.048053947544672e-14,1.622669289532139e-06,1.6346142138746475e-09,0.007823185508847747,0.0009101294041725605,8.575366131537651e-05,1.8587110421183716e-07,3.4678841026379686e-09,1.1315418119330475e-08,2.525876796454888e-10,8.73421522811503e-12,1.1724869819898389e-07,1.3426367192858317e-05,3.0985964191877262e-09,6.015327810685624e-06,2.5825825593648285e-09,2.8367946455826626e-10,1.7359074943498202e-13,1.9384793053868217e-09,7.504477175298808e-11
7.384846428965667e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44346512482686423,0.11011233126568239,0.022315847958574518,0.0,5.278674747848394e-06,0.0003153939705646016,9.201469048258424e-05,7.938815693896176e-07,4.080590836342187e-16,0.0006262804336767198,2.6564757207625187e-14,0.0003089071084283974,3.0959729910478464e-11,6.1769316250280156e-09,5.08580833027407e-12,7.115325179727339e-14,1.6331055856340053e-06,1.6528394933824944e-09,0.007824170508245397,0.0009123096314672658,8.58740482899547e-05,1.8657902679718406e-07,3.4767255379125074e-09,1.1344294338756719e-08,2.5471475879315403e-10,8.758122553631348e-12,1.17435814741192e-07,1.342883755593026e-05,3.1117762495610444e-09,6.047908020811589e-06,2.611390033299373e-09,2.8544380351935497e-10,1.7457516177241562e-13,1.943528926424834e-09,7.602441188581718e-11
7.40576134784733e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4434618200258637,0.11010914412774653,0.02231444520397704,0.0,5.323778444404777e-06,0.000317049431773292,9.258553849706212e-05,8.000987539960864e-07,4.127079986753995e-16,0.0006279110979550298,2.692215687401136e-14,0.00030924652781326033,3.1210735379030085e-11,6.252481822434517e-09,5.123314990752797e-12,7.182995431186701e-14,1.6435727548766174e-06,1.6712118552609388e-09,0.007825140824605096,0.0009144879031220663,8.599421574871122e-05,1.872873230154289e-07,3.485559722915243e-09,1.1373150769855789e-08,2.568529335682954e-10,8.78201686276756e-12,1.176225775723228e-07,1.3431295082241223e-05,3.1249751234310057e-09,6.08054893999766e-06,2.640430100185411e-09,2.8721267683999907e-10,1.7556227710955402e-13,1.948575119531804e-09,7.701370656684318e-11
7.426676266728992e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44345853184835904,0.11010597108230852,0.02231304255857338,0.0,5.36912125947774e-06,0.00031870786007624476,9.315785171017148e-05,8.063447612506113e-07,4.1739402850330227e-16,0.000629540656893009,2.728321929451478e-14,0.0003095843641945076,3.14629628908483e-11,6.328705014554935e-09,5.160948201682541e-12,7.251065549591534e-14,1.6540707599736823e-06,1.6897320089724801e-09,0.007826096642438544,0.0009166642201716988,8.611416482015773e-05,1.8799599045567654e-07,3.4943866512150763e-09,1.1401987388954043e-08,2.590022261828111e-10,8.805898201217678e-12,1.178089899080209e-07,1.3433740032732737e-05,3.138193042196567e-09,6.113250415953266e-06,2.6697038825863377e-09,2.8898608057675376e-10,1.7655209666777282e-13,1.9536178802315396e-09,7.8012718309787e-11
7.447591185610654e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4434552601099081,0.11010281194948833,0.022311640022249567,0.0,5.41470368757787e-06,0.00032036924815797256,9.373162886524649e-05,8.126196175846037e-07,4.2211734407440147e-16,0.0006311691091155417,2.764796946536862e-14,0.0003099206251175526,3.1716413750916426e-11,6.405604862996335e-09,5.198707796513231e-12,7.319536380823264e-14,1.6645995635294887e-06,1.7084006646914465e-09,0.00782703814394147,0.0009188385836423868,8.623389662287581e-05,1.8870502671428662e-07,3.50320631644919e-09,1.1430804172585086e-08,2.611626588060628e-10,8.829766613213147e-12,1.1799505489332754e-07,1.3436172660094282e-05,3.1514300066441117e-09,6.1460122969451226e-06,2.6992125041938886e-09,2.907640108078491e-10,1.7754462163673587e-13,1.9586572040862216e-09,7.902150979017842e-11
7.468506104492317e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44345200462838086,0.11009966655168266,0.022310237594892826,0.0,5.460526222339202e-06,0.00032203358872946996,9.430686871246043e-05,8.189233491432116e-07,4.268781165899379e-16,0.0006327964532594571,2.8016432452406048e-14,0.0003102553180919157,3.197108925108404e-11,6.483185034727877e-09,5.236593608795706e-12,7.3884087689799e-14,1.6751591280397083e-06,1.7272185332963162e-09,0.007827965509022696,0.0009210109945521121,8.635341226564647e-05,1.8941442939488334e-07,3.5120187123228136e-09,1.1459601097489105e-08,2.6333425356490785e-10,8.853622141560726e-12,1.1818077560447389e-07,1.3438593209014066e-05,3.1646860169628288e-09,6.178834431794028e-06,2.7289570898159855e-09,2.925464636324441e-10,1.7853985317499675e-13,1.9636930866962917e-09,8.00401438446506e-11
7.489421023373979e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4434487652239307,0.1100965347135362,0.022308835276391537,0.0,5.506589356519535e-06,0.00032370087452806434,9.488357000859037e-05,8.252559817858945e-07,4.316765174957621e-16,0.0006344226879734882,2.8388633390707767e-14,0.00031058845059139914,3.222699067009516e-11,6.561449202036632e-09,5.274605472177938e-12,7.457683556379805e-14,1.6857494158921989e-06,1.7461863263620633e-09,0.007828878915332889,0.0009231814539108797,8.64727128475773e-05,1.9012419610836372e-07,3.520823832608976e-09,1.148837814061226e-08,2.6551703254372414e-10,8.877464827679393e-12,1.1836615505063653e-07,1.3441001916423386e-05,3.1779610727598683e-09,6.211716669871717e-06,2.7589387653646164e-09,2.9433343516990363e-10,1.7953779241058936e-13,1.9687255237003403e-09,8.106868347023334e-11
7.510335942255641e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44344554171896483,0.11009341626191338,0.022307433066635268,0.0,5.552893582000769e-06,0.0003253710983172702,9.546173151678801e-05,8.316175410870041e-07,4.365127184821774e-16,0.000636047811918231,2.8764597484248036e-14,0.00031092003005426275,3.2484119273616496e-11,6.640401042483435e-09,5.312743220401435e-12,7.52736158356526e-14,1.6963703893678052e-06,1.765304756152515e-09,0.007829778538292902,0.0009253499627209736,8.659179945822767e-05,1.908343244729057e-07,3.5296216711482618e-09,1.1517135279106048e-08,2.6771101778444335e-10,8.901294711636789e-12,1.1855119617565631e-07,1.3443399011734643e-05,3.191255173075237e-09,6.24465886109773e-06,2.789158657843742e-09,2.9612492155909225e-10,1.8053844044162845e-13,1.973754510774992e-09,8.210719182364451e-11
7.531250861137304e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4434423339381162,0.11009031102587044,0.022306030965514704,0.0,5.599439389789242e-06,0.000327044252886643,9.604135200635691e-05,8.380080523363642e-07,4.413868914837827e-16,0.0006376718237661047,2.914435000553932e-14,0.00031125006388339706,3.274247631426587e-11,6.720044238858771e-09,5.351006687297819e-12,7.597443689305854e-14,1.7070220106411596e-06,1.7845745356127326e-09,0.007830664551121797,0.0009275165219772096,8.671067317773132e-05,1.915448121139739e-07,3.5384122218485567e-09,1.1545872490326648e-08,2.6991623128657847e-10,8.925111832185106e-12,1.1873590185971934e-07,1.3445784717073213e-05,3.2045683163964544e-09,6.277660855936337e-06,2.8196178953372296e-09,2.979209189576888e-10,1.8154179833688174e-13,1.978780043634793e-09,8.315573222058041e-11
7.552165780018966e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44343914170821497,0.11008721883662761,0.022304628972921663,0.0,5.64622727001608e-06,0.00032872033105163566,9.662243025253557e-05,8.444275405398561e-07,4.462992086793144e-16,0.000639294722201309,2.9527916295275444e-14,0.00031157855944649685,3.300206303164082e-11,6.800382479138688e-09,5.389395706785543e-12,7.667930710601714e-14,1.7177042417814812e-06,1.8039963783614087e-09,0.007831537124864488,0.0009296811326671778,8.682933507691706e-05,1.9225565666432531e-07,3.5471954786848023e-09,1.1574589751834232e-08,2.721326950072545e-10,8.948916226796052e-12,1.1892027492100241e-07,1.3448159247503192e-05,3.2179005006729565e-09,6.310722505393489e-06,2.8503176069968183e-09,2.997214235415188e-10,1.8254786713636025e-13,1.9838021180320906e-09,8.421436813500434e-11
7.573080698900629e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44343596485826037,0.11008413952754208,0.02230322708874909,0.0,5.693257711937561e-06,0.000330399325653456,9.720496503628683e-05,8.50876030420003e-07,4.512498424914893e-16,0.0006409165059197851,2.99153217619734e-14,0.000311905524076233,3.3262880652347355e-11,6.881419456440749e-09,5.427910112866774e-12,7.738823482686554e-14,1.7284170447533732e-06,1.8235709986832811e-09,0.007832396428419056,0.0009318437957714821,8.694778621742704e-05,1.9296685576401322e-07,3.555971435698759e-09,1.1603287041392371e-08,2.743604308612399e-10,8.972707931695674e-12,1.1910431811728134e-07,1.3450522811247184e-05,3.2312517233302587e-09,6.343843661013784e-06,2.881258923030111e-09,3.015264315039063e-10,1.8355664785188196e-13,1.9888207297569213e-09,8.528316319843415e-11
7.593995617782291e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.443432803219394,0.11008107293408077,0.02230182531289102,0.0,5.740531203935489e-06,0.00033208122955892625,9.778895514409276e-05,8.573535464165592e-07,4.562389655868459e-16,0.0006425371736291743,3.030659188161365e-14,0.00031223096507042314,3.352493039002884e-11,6.963158868980034e-09,5.466549739624438e-12,7.810122839030544e-14,1.7391603814176175e-06,1.843299111521566e-09,0.007833242628563702,0.0009340045122639719,8.706602765183323e-05,1.936784070603905e-07,3.564740086998746e-09,1.1631964336967345e-08,2.765994607209766e-10,8.996486981897943e-12,1.1928803414750456e-07,1.3452875609900256e-05,3.2446219812838633e-09,6.377024174877495e-06,2.912442974688598e-09,3.0333593905504414e-10,1.8456814146764534e-13,1.9938358746368935e-09,8.636218119922805e-11
7.614910536663953e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44342965662487155,0.11007801889379407,0.02230042364524259,0.0,5.788048233517583e-06,0.0003337660356603423,9.837439936775545e-05,8.638601126871003e-07,4.612667508755882e-16,0.0006441567240487766,3.070175219727927e-14,0.00031255488969220266,3.3788213445394964e-11,7.04560442002515e-09,5.5053144212194286e-12,7.881829611343062e-14,1.7499342135319726e-06,1.8631814324704106e-09,0.00783407588998339,0.0009361632831119667,8.71840604237517e-05,1.9439030820811154e-07,3.5735014267594013e-09,1.166062161672748e-08,2.788498064166126e-10,9.020253411238413e-12,1.194714256533311e-07,1.3455217838638134e-05,3.2580112709529097e-09,6.410263899597603e-06,2.9438708942557046e-09,3.051499424213795e-10,1.8558234894078184e-13,1.998847548537068e-09,8.74514860818694e-11
7.635825455545616e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44342652491003715,0.11007497724628934,0.022299022085699984,0.0,5.835809287317874e-06,0.000335453736875336,9.896129650420363e-05,8.703957531076151e-07,4.66333371511426e-16,0.0006457751559095094,3.1100828318793476e-14,0.00031287730517019346,3.405273100625094e-11,7.128759817854296e-09,5.5442039918879484e-12,7.953944629575259e-14,1.7607385027519612e-06,1.883218677767364e-09,0.00783489637529611,0.0009383201092764766,8.730188556795504e-05,1.9510255686913347e-07,3.5822554492214243e-09,1.1689258859042486e-08,2.811114897360338e-10,9.04400725240653e-12,1.1965449522063362e-07,1.3457549686419781e-05,3.271419588273602e-09,6.443562688316885e-06,2.975543815034874e-09,3.0696843784502137e-10,1.8659927120191474e-13,2.003855747359838e-09,8.855114194625006e-11
7.656740374427278e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4434234079122956,0.110071947833205,0.022297620634160468,0.0,5.883814851097096e-06,0.00033714432614673846,9.954964535530445e-05,8.769604912731013e-07,4.714390008914181e-16,0.0006473924679538677,3.150384592235603e-14,0.0003131982186986722,3.431848424752678e-11,7.212628775711366e-09,5.5832182859390306e-12,8.026468721922494e-14,1.7715732106316671e-06,1.903411564285864e-09,0.007835704245078871,0.0009404749917124173,8.741950411048259e-05,1.9581515071271655e-07,3.5910021486913428e-09,1.1717876042482803e-08,2.833845324248949e-10,9.067748536977982e-12,1.1983724538096766e-07,1.34598713361845e-05,3.2848469287123545e-09,6.47692039470501e-06,3.0074628713376735e-09,3.087914215831601e-10,1.8761890915570342e-13,2.0088604670448173e-09,8.966121304695246e-11
7.67765529330894e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4434203054710876,0.11006893049818507,0.02229621929052235,0.0,5.932065409743125e-06,0.00033883779644244355,0.00010013944472768079,8.835543504981618e-07,4.765838126558157e-16,0.000649008658935881,3.191083075017821e-14,0.0003135176374377381,3.458547433130678e-11,7.297215011762088e-09,5.62235713775218e-12,8.099402714826607e-14,1.7824382986245198e-06,1.9237608095277453e-09,0.007836499657893311,0.0009426279313688156,8.753691706874913e-05,1.9652808741542288e-07,3.5997415195412464e-09,1.1746473145818897e-08,2.8566895618665455e-10,9.091477295445927e-12,1.2001967861300683e-07,1.3462182965043565e-05,3.2982932872787083e-09,6.510336872955678e-06,3.039629198471937e-09,3.106188899075073e-10,1.8864126368137796e-13,2.013861703568711e-09,9.078176379253048e-11
7.698570212190603e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4434172174278628,0.11006592508685371,0.022294818054684966,0.0,5.9805614472713855e-06,0.0003405341407552737,0.00010073069343253404,8.901773538176027e-07,4.817679806879044e-16,0.000650623727621074,3.232180861011656e-14,0.00031383556851347956,3.4853702406859013e-11,7.3825222490501946e-09,5.661620381775196e-12,8.172747432978082e-14,1.793333728084085e-06,1.944267131615767e-09,0.007837282770311005,0.0009447789291890143,8.765412545165147e-05,1.9724136466111552e-07,3.6084735562085504e-09,1.1775050148020618e-08,2.8796478268260577e-10,9.115193557251903e-12,1.202017973439445e-07,1.346448474446665e-05,3.311758658537996e-09,6.543811977783783e-06,3.072043932729929e-09,3.1245083910375044e-10,1.896663356332782e-13,2.018859452945204e-09,9.191285874478911e-11
7.719485131072265e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4434141436260552,0.11006293144679041,0.02229341692654867,0.0,6.029303446825292e-06,0.0003422333521028471,0.00010132339028547191,8.968295239870359e-07,4.86991679113847e-16,0.0006522376727864241,3.2736805375305204e-14,0.00031415201901813954,3.512316961066506e-11,7.468554215453659e-09,5.701007852522112e-12,8.246503699318038e-14,1.8042594602648483e-06,1.9649312492861544e-09,0.007838053736938485,0.0009469279861108682,8.777113025967318e-05,1.9795498014095492e-07,3.617198253195745e-09,1.1803607028256503e-08,2.9027203353191167e-10,9.138897350815941e-12,1.203836039508628e-07,1.3466776840463025e-05,3.3252430366237605e-09,6.577345564422612e-06,3.1047082113765446e-09,3.142872654710248e-10,1.9069412584137175e-13,2.0238537112248357e-09,9.305456261806289e-11
7.740400049953928e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4434110839110571,0.11005994942750524,0.02229201590601484,0.0,6.0782918906766945e-06,0.0003439354235274449,0.00010191753410634104,9.035108834834815e-07,4.922550823025285e-16,0.0006538504932203197,3.315584698378716e-14,0.0003144669960102804,3.539387706644986e-11,7.555314643640927e-09,5.740519384571299e-12,8.320672335040128e-14,1.8152154563230014e-06,1.9857538818811655e-09,0.007838812710441893,0.0009490751030669346,8.788793248498791e-05,1.9866893155339673e-07,3.6259156050701366e-09,1.1832143765893088e-08,2.9259073031163685e-10,9.162588703566291e-12,1.2056510076207002e-07,1.3469059413757721e-05,3.3387464152499133e-09,6.610937488621057e-06,3.1376231726375374e-09,3.1612816532139836e-10,1.917246351117742e-13,2.028844474494877e-09,9.42069402784933e-11
7.76131496883559e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44340803813019514,0.11005697888041455,0.02229061499298584,0.0,6.127527260226326e-06,0.00034564034809588104,0.00010251312371906518,9.102214545059713e-07,4.975583648653995e-16,0.0006554621877225207,3.357895943814414e-14,0.000314780506514948,3.5665825885211564e-11,7.642807271027267e-09,5.7801548125637e-12,8.395254159592292e-14,1.826201677317222e-06,2.0067357493416696e-09,0.007839559841571362,0.000951220280984662,8.80045331115605e-05,1.9938321660418659e-07,3.6346256064636134e-09,1.1860660340494252e-08,2.9492089455678407e-10,9.186267641968218e-12,1.2074629005840457e-07,1.3471332619962738e-05,3.3522687877226765e-09,6.6445876066408685e-06,3.1707899556877737e-09,3.1797353497937556e-10,1.9275786422725516e-13,2.0338317388792138e-09,9.537005674330484e-11
7.782229887717253e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4434050061327054,0.11005401965881689,0.02228921418736501,0.0,6.17701003600427e-06,0.0003473481188993723,0.00010311015795148763,9.169612589761583e-07,5.0290170165632e-16,0.0006570727551041143,3.4006168805125286e-14,0.00031509255752383455,3.5939017165251754e-11,7.731035839731063e-09,5.819913971201203e-12,8.470249990678385e-14,1.837218084209453e-06,2.027877572199753e-09,0.00784029527918508,0.0009533635207865692,8.812093311524686e-05,2.0009783300635584e-07,3.643328252072379e-09,1.1889156731820498e-08,2.9726254776032546e-10,9.2099341915525e-12,1.2092717407450923e-07,1.3473596609743367e-05,3.3658101469522506e-09,6.678295775253928e-06,3.204209700639523e-09,3.198233707814138e-10,1.937938139477465e-13,2.038815500538218e-09,9.654397718008032e-11
7.803144806598915e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44340198776970907,0.11005107161786942,0.02228781348905667,0.0,6.226740697670426e-06,0.00034905872905340984,0.00010370863563521875,9.23730318538923e-07,5.082852677714061e-16,0.0006586821941874767,3.443750121527464e-14,0.000315403155995441,3.621345199220551e-11,7.820004096530242e-09,5.85979669524516e-12,8.545660644259711e-14,1.848264637865682e-06,2.0491800715713345e-09,0.007841019170273038,0.0009555048233904215,8.823713346389171e-05,2.0081277848021506e-07,3.6520235366567188e-09,1.1917632919828282e-08,2.9961571137324106e-10,9.233588376943215e-12,1.2110775500007344e-07,1.3475851528979838e-05,3.379370485464256e-09,6.712061851739553e-06,3.237883548530773e-09,3.2167766907545525e-10,1.9483248501082563e-13,2.043795755668631e-09,9.772876690603473e-11
7.824059725480577e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44339898289418883,0.11004813461456428,0.022286412897966085,0.0,6.276719724014993e-06,0.0003507721716976323,0.00010430855560548804,9.305286545629863e-07,5.13709238548875e-16,0.0006602905038062285,3.487298286255748e-14,0.00031571230885523815,3.648913143907175e-11,7.909715792818702e-09,5.899802819515034e-12,8.621486934556411e-14,1.8593412990567153e-06,2.07064396914881e-09,0.007841731659980509,0.0009576441897094033,8.835313511742524e-05,2.0152805075334832e-07,3.6607114550407385e-09,1.1946088884669329e-08,3.019804068045496e-10,9.257230221884793e-12,1.212880349810461e-07,1.3478097518924278e-05,3.39294979541094e-09,6.74588569388182e-06,3.2718126413135755e-09,3.2353642622047237e-10,1.9587387813221177e-13,2.048772500503436e-09,9.892449138728832e-11
7.84497464436224e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4433959913609653,0.11004520850770552,0.022285012413999477,0.0,6.326947592958944e-06,0.0003524884399956988,0.00010490991670100057,9.373562881415208e-07,5.191737895688913e-16,0.000661897682805196,3.531264000398534e-14,0.00031602002299582706,3.676605656624372e-11,8.000174684562783e-09,5.939932178887172e-12,8.697729674048786e-14,1.8704480284589524e-06,2.0922699871937033e-09,0.007842432891631208,0.0009597816206522821,8.84689390279577e-05,2.02243647560605e-07,3.6693920021121185e-09,1.1974524606689918e-08,3.0435665542134684e-10,9.280859749268786e-12,1.2146801612081794e-07,1.3480334716353182e-05,3.4065480685821246e-09,6.779767159966916e-06,3.3059981218424276e-09,3.253996385860288e-10,1.9691799400623892e-13,2.053745731311735e-09,1.0013121623813859e-10
7.865889563243902e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4433930130266731,0.11004229315788644,0.02228361203706402,0.0,6.37742478155453e-06,0.00035420752713516456,0.00010551271776379816,9.442132400927665e-07,5.246790966534148e-16,0.0006635037300403667,3.575649895924006e-14,0.00031632630527709887,3.7044228421539467e-11,8.091384532257802e-09,5.980184608293712e-12,8.774389673478462e-14,1.8815847866551546e-06,2.1140588485293495e-09,0.00784312300675016,0.000961917117123572,8.858454613987275e-05,2.029595666440929e-07,3.678065172821863e-09,1.2002940066430183e-08,3.067444785488393e-10,9.304476981159741e-12,1.2164770048137486e-07,1.3482563253715401e-05,3.420165296415939e-09,6.813706108780521e-06,3.3404411338626737e-09,3.2726730255185267e-10,1.9796483330632494e-13,2.058715444398622e-09,1.0134900722033136e-10
