Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),CH3X(55),C2H4(47),COX(50),O(29),CHOX(53),acetyl(44),C2H4X(215),C2H6X(52),C2H4X(70),CH4OX(63)
2.568452928224661e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4456296511929029,0.11216025688810446,0.022641608125980556,0.0,1.7900658239507017e-07,3.3472895638032943e-05,5.355041722025159e-06,3.821273476011362e-08,3.1394802097777294e-18,0.00022581791618330528,1.494859099231102e-16,0.00016697080940780094,1.3271121043289409e-12,4.3066591555450494e-10,1.51296722101834e-13,1.1993424722165546e-15,8.202258217811353e-07,2.4176474673515242e-11,0.0062697817183680424,0.0003528687683025488,4.568913430815171e-05,3.823726908507661e-08,1.2717040749633184e-09,4.247196595862799e-09,9.473730691092235e-12,2.5879644422332793e-12,3.9962319333685384e-08,8.630584845512443e-06,5.009395128756936e-10,5.716248010242293e-07,7.041311013717841e-10,3.807787277250615e-11,1.6685103656230762e-11,6.543531019262316e-07,1.4879534142134393e-14,3.025716359277757e-15,4.960906793494802e-13,9.53539326464196e-11,6.8652809562674704e-18,4.799742662612035e-15
2.5800684927776928e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44561620060929535,0.11214741095179445,0.022640804081976076,0.0,1.8214363383739656e-07,3.384043870329442e-05,5.434100783495444e-06,3.872280007288971e-08,3.2163047862061363e-18,0.0002268299782583142,1.5290151781694304e-16,0.00016752417965660495,1.3455128433700258e-12,4.3842800669012227e-10,1.5410140353110531e-13,1.2230675598627883e-15,8.275221950484033e-07,2.4622412105339387e-11,0.006281494624974746,0.000354381923108527,4.586574515062304e-05,3.855067126408149e-08,1.2773595373587451e-09,4.265172799921715e-09,9.632469170341398e-12,2.6042428876593828e-12,4.030620732606985e-08,8.671084620208155e-06,5.05929204604764e-10,5.783512390573743e-07,7.072659600331367e-10,3.8781052244773904e-11,1.6930984108151544e-11,6.594559460391122e-07,1.508629069011339e-14,3.08414923013407e-15,5.071787027067066e-13,9.667021694070232e-11,6.991701163073456e-18,4.886116713550398e-15
2.5916840573307244e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4456028347852471,0.1121346473226157,0.022640000095159575,0.0,1.8531670246291435e-07,3.421005798952949e-05,5.513868824687376e-06,3.923727944231432e-08,3.2945489622233637e-18,0.00022784191133164565,1.5637900521834834e-16,0.0001680761052841271,1.364082956940904e-12,4.462935559907353e-10,1.5694144022167938e-13,1.2471368734802977e-15,8.348483637701097e-07,2.5074494960909516e-11,0.0062931248415284725,0.00035589417501138623,4.6041352113600384e-05,3.886440582571877e-08,1.2830138716993003e-09,4.2831464095458096e-09,9.7929256062933e-12,2.620542635355154e-12,4.0649712227299694e-08,8.711378719275426e-06,5.109356242324995e-10,5.851206504305395e-07,7.104003610715136e-10,3.9493933660967896e-11,1.717906310463575e-11,6.64572070690139e-07,1.5294369984914338e-14,3.1433849624283246e-15,5.184612289686501e-13,9.799829916459106e-11,7.119860074867842e-18,4.973639818236595e-15
2.603299621883756e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44558955313601273,0.11212196542222388,0.022639196165273795,0.0,1.8852593690698227e-07,3.4581747587220895e-05,5.594346899674064e-06,3.975618992098148e-08,3.374229604114368e-18,0.00022885371473984435,1.5991919946637547e-16,0.0001686265896504363,1.3828232002694781e-12,4.542634459965993e-10,1.5981702507914607e-13,1.2715534053871584e-15,8.422042708529266e-07,2.5532779240107693e-11,0.006304672947081849,0.0003574055234519136,4.621596268329982e-05,3.917846703485363e-08,1.2886670743543237e-09,4.301117413276049e-09,9.955106371685368e-12,2.6368629951579386e-12,4.099281202011445e-08,8.75146603058731e-06,5.159585900023059e-10,5.919329404592883e-07,7.13534303318862e-10,4.021660553731661e-11,1.7429343856884126e-11,6.69701409023635e-07,1.550376502954467e-14,3.2034294593412903e-15,5.29940727217185e-13,9.933822682162584e-11,7.249773499138639e-18,5.06232175609361e-15
2.6149151864367877e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44557635508076543,0.11210936467633459,0.022638392292063506,0.0,1.9177148470905997e-07,3.49555015555009e-05,5.675536025291689e-06,4.027954853380265e-08,3.4553636469176574e-18,0.0002298653878189808,1.6352293495741722e-16,0.0001691756361104426,1.4017343278698318e-12,4.6233856216446694e-10,1.6272834941373706e-13,1.296320151137013e-15,8.495898590802059e-07,2.5997321186330994e-11,0.006316139516628445,0.00035891596790490126,4.6389584417364145e-05,3.949284934058048e-08,1.2943191416908172e-09,4.319085799665755e-09,1.0119017801863804e-11,2.653203284896577e-12,4.133548508797779e-08,8.791345478651362e-06,5.209979206332389e-10,5.987880128746812e-07,7.166677855951535e-10,4.094915677551556e-11,1.768182946094916e-11,6.748438943819839e-07,1.5714468798541254e-14,3.264288611436292e-15,5.416196855741194e-13,1.0069004734101018e-10,7.381457311998136e-18,5.152172338792565e-15
2.6265307509898193e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4455632400425736,0.11209684451469452,0.02263758847527551,0.0,1.9505349233377688e-07,3.533131392468718e-05,5.757437181342755e-06,4.080737227797384e-08,3.537968093822137e-18,0.00023087692990467022,1.6719105316849345e-16,0.00016972324801405427,1.4208170935362361e-12,4.705197928542411e-10,1.6567560292755338e-13,1.3214401093569595e-15,8.570050711196131e-07,2.6468177286233163e-11,0.006327525121131249,0.0003604255078789524,4.656222493948299e-05,3.980754736857237e-08,1.2999700700736537e-09,4.337051557277449e-09,1.0284666184306343e-11,2.6695628231174175e-12,4.167771021109551e-08,8.83101602440911e-06,5.260534353779493e-10,6.056857698866954e-07,7.198008067085986e-10,4.169167666231825e-11,1.793652289837163e-11,6.799994603051923e-07,1.5926474270686186e-14,3.3259682961972165e-15,5.535006112436388e-13,1.0205380807751795e-10,7.51492745811206e-18,5.243201410106562e-15
2.638146315542851e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.445550207448378,0.1120844043710535,0.022636784714658593,0.0,1.983721051922773e-07,3.5709178698757804e-05,5.840051310804855e-06,4.1339678122943055e-08,3.6220600156324664e-18,0.00023188834033209115,1.7092440268041954e-16,0.00017026942870632718,1.4400722503371892e-12,4.788080293156738e-10,1.686589737022463e-13,1.3469162815864082e-15,8.644498495306141e-07,2.6945404269464758e-11,0.006338830327550977,0.0003619341429162686,4.6733891934116105e-05,4.012255592489351e-08,1.3056198558656192e-09,4.355014674683692e-09,1.045205776742389e-11,2.685940939434132e-12,4.201946657809128e-08,8.870476665014332e-06,5.311249540313288e-10,6.126261122468068e-07,7.229333654557734e-10,4.244425486912641e-11,1.8193427036834054e-11,6.851680405304578e-07,1.613977442582463e-14,3.3884743777061392e-15,5.655860305544059e-13,1.0342955631140072e-10,7.650199950622963e-18,5.3354188457646536e-15
2.6497618800958826e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44553725672896954,0.1120720436831361,0.02263598100996355,0.0,2.017274676639472e-07,3.608908985776598e-05,5.923379320044909e-06,4.1876483010377685e-08,3.707656550133744e-18,0.00023289961843600445,1.7472383920086014e-16,0.00017081418152760638,1.4595005506095022e-12,4.872041656751117e-10,1.7167864818714264e-13,1.3727516721169273e-15,8.719241367718224e-07,2.742905910841167e-11,0.006350055698874148,0.00036344187259244214,4.6904593141378966e-05,4.043786999086315e-08,1.311268495427458e-09,4.372975140471147e-09,1.062119876870333e-11,2.7023369740649663e-12,4.236073377410903e-08,8.90972643362949e-06,5.36212296955536e-10,6.196089393097088e-07,7.260654606217508e-10,4.320698145157816e-11,1.845254463083327e-11,6.903495689917436e-07,1.6354362212847087e-14,3.451812706359479e-15,5.778784890013176e-13,1.0481733924829448e-10,7.78729087108224e-18,5.4288345533054355e-15
2.660215888193611e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4455256706170781,0.11206098653711459,0.022635257723346826,0.0,2.047788333223407e-07,3.64327545670957e-05,5.998985615354062e-06,4.236346807025253e-08,3.7859940929274344e-18,0.00023380965504278545,1.7820054946513087e-16,0.00017130324099416387,1.477134679734702e-12,4.948536841144573e-10,1.7442754767169445e-13,1.3963131403807903e-15,8.786761777052153e-07,2.7869891563175343e-11,0.006360090736185312,0.0003647980548931911,4.705740491782203e-05,4.072190984528424e-08,1.3163512879970583e-09,4.3891372831194394e-09,1.0774926521942107e-11,2.7171081772956965e-12,4.2667439448737414e-08,8.944870159590868e-06,5.40804287383841e-10,6.259297238264196e-07,7.288839488959813e-10,4.390218697724819e-11,1.8687645155839858e-11,6.950239609033491e-07,1.6548586333810018e-14,3.5095335974007998e-15,5.89120839394087e-13,1.0607667251783003e-10,7.912240801864307e-18,5.513941426651474e-15
2.6706698962913396e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4455141499562288,0.11204999289362672,0.022634534481647647,0.0,2.0786018613800467e-07,3.6778067537157107e-05,6.075171467585031e-06,4.2854123366019974e-08,3.865576894018587e-18,0.00023471958344284892,1.8173212301854382e-16,0.00017179114901593533,1.4949102112778284e-12,5.025919838762062e-10,1.7720613645288918e-13,1.4201702047242905e-15,8.854520320316704e-07,2.8316018799379658e-11,0.00637006196476669,0.0003661535032717224,4.720944642778799e-05,4.100618980923804e-08,1.321433146515466e-09,4.4052972604117605e-09,1.0930080776174867e-11,2.731892885764518e-12,4.2973718350580274e-08,8.979841670540753e-06,5.454088204170637e-10,6.322847631339379e-07,7.31702059774724e-10,4.460575213413809e-11,1.892454256985031e-11,6.997087396458733e-07,1.674384261476307e-14,3.567937580793733e-15,6.005348516468109e-13,1.0734582638046055e-10,8.038688560362891e-18,5.600034218086799e-15
2.681123904389068e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4455026943393775,0.11203906235092138,0.022633811284688415,0.0,2.1097162930352867e-07,3.7125024338928904e-05,6.151937462303188e-06,4.3348461190308044e-08,3.946417583763983e-18,0.0002356294031504424,1.8531919857013924e-16,0.00017227790801876047,1.5128276921489152e-12,5.104197227025454e-10,1.8001454701653286e-13,1.4443250603628494e-15,8.922516576223019e-07,2.876748285316211e-11,0.006379969786889089,0.0003675082174871479,4.73607234098885e-05,4.129070657008914e-08,1.3265140683260066e-09,4.421455064050423e-09,1.108666598460868e-11,2.7466906310633266e-12,4.327955641504498e-08,9.014640335581112e-06,5.500257664383873e-10,6.386739811997887e-07,7.345197923491071e-10,4.5317743369455284e-11,1.9163238648510166e-11,7.044038574643322e-07,1.6940125920932883e-14,3.627028891515301e-15,6.121224214100634e-13,1.0862483509369914e-10,8.166646011866434e-18,5.687120215720288e-15
2.6905325116770238e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4454924395623984,0.11202927848365475,0.022633160445532,0.0,2.137977401869877e-07,3.743868726794639e-05,6.221523344442816e-06,4.379652393915704e-08,4.020260172609865e-18,0.00023644814755355672,1.8859555248163094e-16,0.0001727150107128179,1.5290752432309432e-12,5.17541703164998e-10,1.8256772276267925e-13,1.4663208574800945e-15,8.98391610225905e-07,2.917839835127021e-11,0.006388832944707697,0.0003687268323896925,4.749622378520746e-05,4.154697146191665e-08,1.3310860948737115e-09,4.435995221998303e-09,1.1228819796890179e-11,2.760019362615073e-12,4.355442233760893e-08,9.045810848014677e-06,5.541915242103593e-10,6.444534368372383e-07,7.370554274589028e-10,4.596579489922556e-11,1.937960438672602e-11,7.086382640445834e-07,1.7117654768315073e-14,3.680802228271274e-15,6.227012028389557e-13,1.0978439710708216e-10,8.283108348421648e-18,5.766352845041218e-15
2.6999411189649795e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44548223685008864,0.11201954511535007,0.02263250964234442,0.0,2.166483816898004e-07,3.775367486293853e-05,6.291579991233729e-06,4.424758841383093e-08,4.0951411835589015e-18,0.00023726680316769988,1.919178564940294e-16,0.00017315118642876505,1.5454386138636354e-12,5.247371456448122e-10,1.8514525560861432e-13,1.4885612470577836e-15,9.045507526116027e-07,2.959370171701546e-11,0.006397645356767222,0.0003699448522966839,4.763111377733306e-05,4.1803423292275746e-08,1.3356573585972218e-09,4.4505336065307694e-09,1.1372139479009834e-11,2.773357941262084e-12,4.3828910104007486e-08,9.076840435384214e-06,5.583671380611975e-10,6.502604585729775e-07,7.395907547276706e-10,4.662077437163128e-11,1.959742961547055e-11,7.128809720654255e-07,1.729600762637553e-14,3.735138795732166e-15,6.334235113997749e-13,1.1095199416260162e-10,8.40081189613752e-18,5.846401233234658e-15
2.709349726252935e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4454720859108201,0.11200986195837545,0.022631858874998825,0.0,2.1952362776552791e-07,3.80699838766905e-05,6.362107781092092e-06,4.4701663537583026e-08,4.171069911895861e-18,0.00023808536963830705,1.952865860844346e-16,0.00017358643692937909,1.5619182017104021e-12,5.32006533474549e-10,1.8774723984458006e-13,1.5110478321684338e-15,9.107290539737019e-07,3.001342392395077e-11,0.0064064073110793075,0.0003711622770766126,4.776539761557487e-05,4.2060059862798497e-08,1.340227857557803e-09,4.465070211614869e-09,1.1516628232521869e-11,2.7867060379852687e-12,4.4103009992161264e-08,9.107728685407466e-06,5.625525144804879e-10,6.560949894481383e-07,7.421257734781981e-10,4.728273074781069e-11,1.981671547941822e-11,7.171319469791162e-07,1.7475180755329074e-14,3.790041660335305e-15,6.442907554053227e-13,1.1212765113168564e-10,8.519765397595344e-18,5.927270735784462e-15
2.7187583335408908e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4454619864545611,0.11200022872673547,0.022631208143369195,0.0,2.2242355198044463e-07,3.83876110576623e-05,6.433107077309133e-06,4.5158758221620476e-08,4.248055680212011e-18,0.00023890384661068452,1.9870221985938278e-16,0.00017402076397572265,1.5785144041039769e-12,5.393503511894669e-10,1.9037376903032083e-13,1.533782216644054e-15,9.169264834816463e-07,3.04375960493922e-11,0.006415119094019313,0.00037237910661172357,4.789907954055329e-05,4.2316879037357063e-08,1.3447975898161702e-09,4.479605031221986e-09,1.1662289240713279e-11,2.8000633209939457e-12,4.437671243933626e-08,9.138475200676123e-06,5.667475603037628e-10,6.619569720613107e-07,7.446604830287707e-10,4.795171315315546e-11,2.0037463076505462e-11,7.213911543215127e-07,1.7655170425323236e-14,3.845513881679256e-15,6.553043515290327e-13,1.1331139285338941e-10,8.639977624624823e-18,6.008966721476356e-15
2.7281669408288465e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44545193819286893,0.1119906451360619,0.022630557447330297,0.0,2.253482275207592e-07,3.870655315068955e-05,6.504578228137823e-06,4.561888136509306e-08,4.326107838250173e-18,0.00023972223373001637,2.0216523956260757e-16,0.00017445416932717616,1.59522761804445e-12,5.467690845230157e-10,1.9302493599202676e-13,1.5567660050228604e-15,9.231430102822347e-07,3.0866249274324626e-11,0.006423780990335659,0.00037359534079792726,4.8032163802701414e-05,4.257387874431799e-08,1.3493665534325663e-09,4.494138059324758e-09,1.180912566606439e-11,2.813429461937792e-12,4.465000805346305e-08,9.169079598557464e-06,5.709521827161985e-10,6.678463485878283e-07,7.471948826932416e-10,4.8627770877161266e-11,2.0259673458200756e-11,7.256585597119368e-07,1.7835972939085813e-14,3.9015585123764945e-15,6.664657248187205e-13,1.1450324413436285e-10,8.761457378273295e-18,6.091494572348821e-15
2.7375755481168022e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44544194083888217,0.11198111090360442,0.022629906786757723,0.0,2.282977271997837e-07,3.902680689765442e-05,6.576521566881985e-06,4.608204185508226e-08,4.40523576270771e-18,0.00024054053064137077,2.056761300827418e-16,0.00017488665474146755,1.6120582401973133e-12,5.542632204023566e-10,1.9570083281947438e-13,1.5800008024965855e-15,9.293786035017657e-07,3.1299414883305776e-11,0.006432393283159072,0.0003748109795447077,4.8164654660848306e-05,4.2831056979662206e-08,1.3539347464666924e-09,4.508669289906028e-09,1.1957140671774766e-11,2.826804144371396e-12,4.492288760632478e-08,9.199541511111674e-06,5.751662892269137e-10,6.737630607985373e-07,7.497289717810245e-10,4.931095337327744e-11,2.0483347629782767e-11,7.299341288530391e-07,1.801758456077911e-14,3.958178598093937e-15,6.777763087101585e-13,1.1570322974881796e-10,8.884213488782108e-18,6.174859683643406e-15
2.746984155404758e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4454319941073123,0.11197162574822153,0.022629256161527875,0.0,2.312721234650802e-07,3.934836903813954e-05,6.648937411986721e-06,4.654824856659018e-08,4.485448856994499e-18,0.00024135873698970665,2.0923537946098312e-16,0.00017531822197469998,1.6290066668915187e-12,5.618332469438943e-10,1.9840155086327887e-13,1.6034882148581473e-15,9.356332322481447e-07,3.173712426437024e-11,0.006440956254011746,0.00037602602277504043,4.829655638085038e-05,4.308841179908026e-08,1.3585021669777874e-09,4.523198716954765e-09,1.2106337407140788e-11,2.840187050534616e-12,4.519534202631479e-08,9.22986058500829e-06,5.793897877147142e-10,6.79707050078264e-07,7.522627495971789e-10,5.000131025875514e-11,2.0708486550622934e-11,7.342178275306691e-07,1.8200001557815925e-14,4.01537717736235e-15,6.892375450405527e-13,1.1691137443849663e-10,9.00825481556177e-18,6.259067463755586e-15
2.7563927626927136e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4454220977144377,0.11196218939037118,0.022628605571517944,0.0,2.342714884052193e-07,3.967123631008392e-05,6.721826067128591e-06,4.7017510362528573e-08,4.566756551154093e-18,0.00024217685241988005,2.1284347889876367e-16,0.0001757488727813796,1.6460732941175396e-12,5.694796534488115e-10,2.011271807321788e-13,1.6272298484492827e-15,9.419068656129907e-07,3.217940890893426e-11,0.0064494701828165515,0.0003772404704253088,4.8427873234200406e-05,4.334594131234278e-08,1.3630688130247937e-09,4.537726334454099e-09,1.2256718981019335e-11,2.8535778526135818e-12,4.54673624077062e-08,9.260036481426357e-06,5.836225864782049e-10,6.856782574443097e-07,7.547962154425379e-10,5.0698891314495216e-11,2.093509113446672e-11,7.385096216137402e-07,1.8383220299473575e-14,4.073157281289847e-15,7.008508840620271e-13,1.1812770291263785e-10,9.133590247160709e-18,6.344123334186187e-15
2.7658013699806692e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44541225137809454,0.1119528015521018,0.022627955016605906,0.0,2.3729589375676294e-07,3.9995405450412284e-05,6.795187821308019e-06,4.748983609370789e-08,4.649168301650493e-18,0.00024299487657665052,2.1650092276536413e-16,0.0001761786089144409,1.6632585175254462e-12,5.772029303986238e-10,2.0387781229050945e-13,1.6512273101087434e-15,9.481994726736761e-07,3.262630041169812e-11,0.006457935347906123,0.0003784543224451951,4.855860949668471e-05,4.3603643700510376e-08,1.3676346826661701e-09,4.5522521364042445e-09,1.2408288526159776e-11,2.8669762497818673e-12,4.573894000525407e-08,9.290068875967117e-06,5.878645941216281e-10,6.916766235644689e-07,7.573293686136103e-10,5.140374648489644e-11,2.1163162249721265e-11,7.428094770540999e-07,1.8567237035599417e-14,4.131521933881735e-15,7.126177844549513e-13,1.1935223984794586e-10,9.26022870124244e-18,6.430032729491876e-15
2.7742691165398294e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44540343224176154,0.11194439375344867,0.022627369547093563,0.0,2.400393271371318e-07,4.0288268076907804e-05,6.8616181268529024e-06,4.7917556221834776e-08,4.724290682133367e-18,0.00024373101998530566,2.1983522288690668e-16,0.0001765645908358045,1.678826945057044e-12,5.842200102144753e-10,2.0637483080858824e-13,1.673045087012849e-15,9.538790159707786e-07,3.3032467824119906e-11,0.006465512532277804,0.00037954627996818484,4.8675779264129195e-05,4.38357221983743e-08,1.3717432999116315e-09,4.565323800910699e-09,1.2545719406283321e-11,2.8790410474405303e-12,4.5982974159932606e-08,9.316975080385042e-06,5.916901993868114e-10,6.970983245016053e-07,7.596089385462487e-10,5.2044376916969764e-11,2.1369680819241003e-11,7.466862113368362e-07,1.873353131213616e-14,4.18455240362817e-15,7.233405021827242e-13,1.2046136169307286e-10,9.37532478802817e-18,6.508085451178887e-15
2.7827368630989895e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4453946532204048,0.11193602483139156,0.02262678410582449,0.0,2.428031528925038e-07,4.058218019440378e-05,6.9284320550967984e-06,4.83477717320234e-08,4.8003219597274635e-18,0.00024446708891559424,2.2321025988036213e-16,0.00017694983456588136,1.694492043640711e-12,5.913001125479153e-10,2.0889223733793322e-13,1.6950725585329975e-15,9.59573880345661e-07,3.3442415644808724e-11,0.006473050642891618,0.0003806377549824059,4.87924853393199e-05,4.406793804169323e-08,1.3758512852798534e-09,4.578393985590552e-09,1.2684117301547129e-11,2.891111514046784e-12,4.622663655020719e-08,9.343764580767802e-06,5.955231241369218e-10,7.02541931992198e-07,7.618882541208409e-10,5.26909766086644e-11,2.1577388515929624e-11,7.505694231025066e-07,1.8900466342893764e-14,4.2380609949289985e-15,7.34189868268177e-13,1.215771702969134e-10,9.491490111826781e-18,6.586837920626225e-15
2.7912046096581496e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4453859141115343,0.11192769458657233,0.022626198692711364,0.0,2.455874226151191e-07,4.087713942440105e-05,6.99562978660513e-06,4.878048905132895e-08,4.8772690823015685e-18,0.000245203083108371,2.26626400752694e-16,0.00017733434137938385,1.710254100990531e-12,5.984435973946971e-10,2.1143009583380202e-13,1.7173108968834771e-15,9.652840432339763e-07,3.385616712050235e-11,0.006480549879383973,0.0003817287474784616,4.8908730843207554e-05,4.430029002411805e-08,1.3799586373548447e-09,4.5914626860792664e-09,1.282348446965967e-11,2.9031874382635984e-12,4.6469921129799153e-08,9.370437170219941e-06,5.993633025693114e-10,7.080074021265518e-07,7.641673148159391e-10,5.334358230852504e-11,2.1786285879831793e-11,7.544590877018004e-07,1.9068039408155604e-14,4.292049896645595e-15,7.451669636526256e-13,1.2269968358105928e-10,9.608731233995554e-18,6.666294126558324e-15
2.7996723562173097e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4453772147136639,0.11191940282065391,0.02262561330766738,0.0,2.483921876832679e-07,4.11731433892088e-05,7.0632114925513585e-06,4.9215714598839823e-08,4.9551390146252425e-18,0.00024593900230444394,2.3008401460807226e-16,0.0001777181125500465,1.7261134045925182e-12,6.056508255139969e-10,2.1398846975746073e-13,1.7397612744776114e-15,9.710094820668838e-07,3.42737455654599e-11,0.0064880104403703,0.0003828192574554575,4.902451889646545e-05,4.453277697328882e-08,1.3840653547204295e-09,4.604529898019251e-09,1.2963823160698072e-11,2.915268604521096e-12,4.6712821951407075e-08,9.39699265107678e-06,6.032106691656159e-10,7.134946908088191e-07,7.664461201074288e-10,5.400223087198282e-11,2.1996373421984947e-11,7.583551805395001e-07,1.9236247805701254e-14,4.346521292565635e-15,7.562728748398134e-13,1.2382891944567543e-10,9.727054734926675e-18,6.746458066144732e-15
2.8072933281205536e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44536941904276256,0.11191197296768057,0.022625086485055568,0.0,2.5093404205996896e-07,4.144043824154723e-05,7.124363459999374e-06,4.960956742566683e-08,5.02601672595686e-18,0.0002466012652444706,2.332316332364972e-16,0.0001780628786809767,1.740470160802441e-12,6.121921300999839e-10,2.1630859903125949e-13,1.7601488770022923e-15,9.761754192932245e-07,3.465285754824299e-11,0.006494692041037379,0.000383800303887031,4.912833960257656e-05,4.474212967695067e-08,1.3877608565024046e-09,4.616289112447159e-09,1.309096046231416e-11,2.9261459459010455e-12,4.693109974739726e-08,9.420792300016577e-06,6.06679391100125e-10,7.184518688938438e-07,7.684968260644428e-10,5.460021177454432e-11,2.218647021146673e-11,7.618671399528494e-07,1.938817644325866e-14,4.395959882060305e-15,7.663792349033839e-13,1.2485099430733682e-10,9.834476773624142e-18,6.819214034490805e-15
2.8149143000237975e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44536165522989773,0.11190457397962669,0.02262455968504729,0.0,2.5349257627448013e-07,4.1708575672540366e-05,7.185826689505626e-06,5.000546177862302e-08,5.097652669120577e-18,0.00024726346703817637,2.364134176982205e-16,0.00017840705089934404,1.7549061284084103e-12,6.187856236315183e-10,2.1864544236916444e-13,1.7807100360154585e-15,9.813536952943887e-07,3.503510540641956e-11,0.006501342617963404,0.00038478095949549124,4.923179457380422e-05,4.495158997403254e-08,1.3914558419900807e-09,4.6280471144399136e-09,1.3218888121807753e-11,2.937027200042318e-12,4.714905777635296e-08,9.444496807092225e-06,6.101538352603212e-10,7.23426651754105e-07,7.70547324332177e-10,5.5203144354015046e-11,2.2377531767975733e-11,7.653842685070678e-07,1.9540615623868357e-14,4.445792641221769e-15,7.765916202596582e-13,1.258785419599381e-10,9.942785708525396e-18,6.8925494373974e-15
2.8225352719270414e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4453539231302536,0.11189720571400526,0.022624032907580298,0.0,2.560678273528183e-07,4.197755395181263e-05,7.24760128657377e-06,5.0403402320646434e-08,5.170051956091874e-18,0.00024792560749652706,2.3962964144491903e-16,0.00017875063013170914,1.7694215165094949e-12,6.254315706778998e-10,2.2099904500366449e-13,1.8014456065026433e-15,9.865442936126594e-07,3.542050627613804e-11,0.006507962313838538,0.0003857612242976226,4.933488608183241e-05,4.5161157080539165e-08,1.3951503101508496e-09,4.639803900825585e-09,1.3347607756779128e-11,2.947912209497122e-12,4.736669191446807e-08,9.468106047146157e-06,6.136339544821693e-10,7.28419006895595e-07,7.725976145231686e-10,5.5811055699709024e-11,2.2569558404512108e-11,7.689065483843292e-07,1.9693563429897924e-14,4.496021151263773e-15,7.869108345567745e-13,1.2691157540810606e-10,1.005198637621682e-17,6.966467206234482e-15
2.829394146639961e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44534699123620874,0.11189060042538966,0.022623558827081638,0.0,2.583998767385763e-07,4.222035189934119e-05,7.303464725550594e-06,5.076330214981349e-08,5.2358682070981145e-18,0.0002485214813110598,2.425539155309776e-16,0.00017905934520311037,1.7825534430213951e-12,6.31457989839849e-10,2.2313165369463775e-13,1.8202574484435295e-15,9.91226354077682e-07,3.577007708236191e-11,0.0065138937542316405,0.00038664312849838103,4.942735955408656e-05,4.5349858168732246e-08,1.3984748883275637e-09,4.650383966606456e-09,1.3464133898441926e-11,2.957711801929792e-12,4.756228235663435e-08,9.489272811210963e-06,6.167708751297906e-10,7.329271238878491e-07,7.744426974678762e-10,5.636245520159938e-11,2.274320776454065e-11,7.720809899570832e-07,1.983164973938226e-14,4.541566481403573e-15,7.962901333397585e-13,1.2784600660362418e-10,1.015103341614436e-17,7.033493548244226e-15
2.8362530213528807e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4453400848084357,0.11188401980411257,0.02262308476474637,0.0,2.6074552347864023e-07,4.2463828273968566e-05,7.359580521297005e-06,5.1124866556751997e-08,5.302310657909837e-18,0.0002491173051529845,2.4550650935877023e-16,0.00017936758138045904,1.7957500215993128e-12,6.375273046170909e-10,2.2527790630328093e-13,1.8392118796176397e-15,9.95918370290879e-07,3.612222829841228e-11,0.006519800399118101,0.00038752471618387716,4.951954211293329e-05,4.5538644616427004e-08,1.401799045880236e-09,4.660963042865449e-09,1.358130401906457e-11,2.967514201906529e-12,4.775760424587037e-08,9.51036222945947e-06,6.199123204074574e-10,7.374494242052024e-07,7.762876112704464e-10,5.691792934963246e-11,2.2917639279950985e-11,7.752595767581701e-07,1.9970145070897285e-14,4.587434795600145e-15,8.057572085210566e-13,1.2878490127636828e-10,1.0250810230750302e-17,7.100996130162618e-15
