Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),CH3X(55),C2H4(47),COX(50),O(29),CHOX(53),acetyl(44),C2H4X(215),C2H6X(52),C2H4X(70),CH4OX(63)
2.8269708949959658e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44245127136534024,0.08560744421640888,0.009604905271402042,0.0,0.004024409391251091,0.04501307934441491,0.022365961184305384,4.852358518534804e-05,1.1910198788470934e-10,0.002051882725424957,5.575318648442816e-11,0.0005060518172986226,2.8743951982271464e-09,8.22596269454394e-06,2.0584341029410758e-09,1.2280417800925142e-10,1.5070711635735267e-05,1.7311870448770338e-05,0.006144890797554797,1.2237942511787829e-05,0.0004954448519290973,1.4601007496157884e-08,4.903049970557033e-09,3.987101890006969e-08,1.8053573155091137e-07,1.941785073827171e-08,0.00011070098061245234,0.002189699038219491,3.514023452359785e-07,0.000900251440405969,6.353320655862605e-09,2.73963660433022e-05,6.923430061287338e-08,6.791451159357385e-06,1.1400027918999594e-10,1.1484168896391134e-10,1.9650098318371273e-06,1.3374806044658657e-07,4.880980851204559e-12,9.107928457601946e-11
2.8310434708432675e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4424421647297288,0.08557628656975859,0.00959294498866823,0.0,0.004024171722407131,0.04507957682410818,0.022390228751986964,4.849049742565533e-05,1.1956698891681225e-10,0.002051190077224675,5.572941752447625e-11,0.0005061966270027263,2.8741707829984155e-09,8.208526710332191e-06,2.0612570231486915e-09,1.229162401053125e-10,1.5051823897052457e-05,1.733747541639411e-05,0.006142528894219369,1.2171191334060375e-05,0.0004957745753330913,1.4532081608844086e-08,4.895291514332459e-09,3.989713163049464e-08,1.8052134356199562e-07,1.9527360052699282e-08,0.00011124950864594063,0.00219904032512197,3.5176803044339055e-07,0.0009015638993332203,6.351045261979543e-09,2.7436887102071606e-05,6.930799505083472e-08,6.784848653339092e-06,1.1419721051299685e-10,1.1492748597660881e-10,1.9679072235250332e-06,1.3365410459915055e-07,4.888099412633796e-12,9.088435943971282e-11
2.835116046690569e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4424330410817656,0.08554514042634162,0.009581000004520442,0.0,0.0040239322594852025,0.045146051130242636,0.02241446691318962,4.8457439372915973e-05,1.2003292562675193e-10,0.002050497798135154,5.570568509564777e-11,0.0005063412955970819,2.8739475253467533e-09,8.191151798120779e-06,2.0640779364274108e-09,1.2302805783815145e-10,1.5032977864820448e-05,1.7363072785897646e-05,0.006140167669595714,1.2104936795314356e-05,0.000496103913383173,1.44636241774677e-08,4.887545864140225e-09,3.992343313669059e-08,1.8050686866285076e-07,1.9637224219286074e-08,0.00011179938628792066,0.0022083970386573173,3.521332345336422e-07,0.000902875805045181,6.348770855103723e-09,2.7477396136675977e-05,6.938159270376142e-08,6.778250286393964e-06,1.1439406709908544e-10,1.1501306867666581e-10,1.9708035146058976e-06,1.3356022926557609e-07,4.895215346501905e-12,9.06901149368856e-11
2.839188622537871e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44242390045422264,0.08551400578238309,0.009569070299858437,0.0,0.004023691012974025,0.04521250226029142,0.02243867570091101,4.842441097672181e-05,1.204997975287391e-10,0.0020498058877018504,5.568198913291034e-11,0.0005064858233590205,2.8737254247781513e-09,8.17383766293737e-06,2.0668968427652184e-09,1.231396315398293e-10,1.5014173300389812e-05,1.7388662608920867e-05,0.006137807124080059,1.2039174139196486e-05,0.0004964328668214437,1.439563097117264e-08,4.879812997962748e-09,3.994992373716436e-08,1.8049230734293018e-07,1.9747443428242236e-08,0.00011235061285921965,0.002217769150457095,3.5249795802826964e-07,0.0009041871574327409,6.346497434474461e-09,2.7517893228838772e-05,6.945509367591357e-08,6.771656065776037e-06,1.1459084871091244e-10,1.1509843742781257e-10,1.973698710764068e-06,1.334664343220472e-07,4.902328667030723e-12,9.049654778881023e-11
2.8432611983851726e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4424147428798134,0.08548288263411132,0.009557155855602186,0.0,0.004023447993276015,0.04527893021179897,0.02246285514813464,4.839141218704505e-05,1.2096760413406707e-10,0.0020491143454754016,5.565832957205498e-11,0.0005066302105649251,2.8735044808253006e-09,8.156584011181574e-06,2.0697137421578e-09,1.2325096154232057e-10,1.499540996761414e-05,1.7414244937241326e-05,0.0061354472580671905,1.1973898665509631e-05,0.000496761436387283,1.4328097807066325e-08,4.872092893832023e-09,3.997660374959928e-08,1.8047766008777564e-07,1.9858017868153704e-08,0.00011290318767632367,0.0022271566321614964,3.528622014486678e-07,0.0009054979563886066,6.344224999345498e-09,2.755837846050129e-05,6.952849807153286e-08,6.765065998686723e-06,1.1478755511235744e-10,1.1518359259349647e-10,1.9765928176993734e-06,1.3337271964574642e-07,4.9094393884816685e-12,9.030365473199429e-11
2.8473337742324743e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4424055683911935,0.08545177097775786,0.009545256652691866,0.0,0.004023203210708224,0.04534533498238012,0.02248700528782983,4.835844295423484e-05,1.2143634495112347e-10,0.002048423171011561,5.563470634969045e-11,0.0005067744574902375,2.8732846930474312e-09,8.139390550623176e-06,2.0725286346084965e-09,1.2336204817751228e-10,1.497668763281499e-05,1.7439819822775127e-05,0.006133088071950462,1.1909105729357495e-05,0.0004970896228179836,1.4261020549736755e-08,4.86438552982935e-09,4.000347349082439e-08,1.8046292737906007e-07,1.9968947725850545e-08,0.00011345711005075858,0.0022365594554201182,3.532259653161764e-07,0.0009068082018072872,6.341953548984798e-09,2.75988519138241e-05,6.960180599484268e-08,6.758480092274969e-06,1.1498418606845674e-10,1.1526853453688088e-10,1.9794858411272274e-06,1.3327908511484512e-07,4.9165475251559905e-12,9.01114325181611e-11
2.851406350079776e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44239637702096163,0.08542067080955743,0.009533372672087854,0.0,0.004022956675503269,0.04541171656971957,0.022511126152951522,4.832550322901379e-05,1.2190601948540298e-10,0.0020477323638711403,5.561111940323722e-11,0.000506918564409456,2.8730660610301456e-09,8.122256990400338e-06,2.075341520128267e-09,1.234728917772028e-10,1.4958006064747444e-05,1.746538731757781e-05,0.00613072956612181,1.1844790740465101e-05,0.0004974174268478722,1.41943951103527e-08,4.8566908840850524e-09,4.003053327685416e-08,1.8044810969462943e-07,2.008023318660506e-08,0.00011401237929003465,0.002245977591891312,3.5358925015194486e-07,0.0009081178935850797,6.339683082674399e-09,2.7639313671188413e-05,6.967501755004732e-08,6.751898353637456e-06,1.1518074134549617e-10,1.1535326362084278e-10,1.9823777867787205e-06,1.3318553060849479e-07,4.923653091395007e-12,8.991987791423051e-11
2.8554789259270777e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44238716880165924,0.0853895821257477,0.009521503894770732,0.0,0.004022708397810245,0.04547807497157098,0.022535217776440318,4.829259296247458e-05,1.2237662723951851e-10,0.0020470419236199478,5.558756867092171e-11,0.0005070625315961478,2.8728485843852707e-09,8.105183041017626e-06,2.0781523987356448e-09,1.235834926731008e-10,1.4939365034566265e-05,1.7490947473845248e-05,0.006128371740971755,1.1780949162263284e-05,0.0004977448492096081,1.4128217446384173e-08,4.849008934778229e-09,4.005778342282675e-08,1.8043320750854386e-07,2.019187443385449e-08,0.0001145689946963391,0.002255411013243556,3.5395205647713303e-07,0.000909427031620054,6.337413599710205e-09,2.7679763815197557e-05,6.9748132841332e-08,6.745320789818785e-06,1.1537722071086738e-10,1.1543778020797214e-10,1.9852686604007263e-06,1.330920560068175e-07,4.930756101580351e-12,8.972898770229688e-11
2.8591442441896493e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44237886702518286,0.08536161212636598,0.009510834978292323,0.0,0.004022483466380855,0.045537777707843466,0.022556875263197756,4.826299886963594e-05,1.2280097170777947e-10,0.002046420840729283,5.556640392451448e-11,0.000507191982818209,2.8726538429484697e-09,8.089867215673013e-06,2.080680473593594e-09,1.2368282624175025e-10,1.4922622580062852e-05,1.7513945383291995e-05,0.00612625028063853,1.1723892801372748e-05,0.0004980392036116552,1.4069037092014567e-08,4.842106017860208e-09,4.008247157177408e-08,1.804197236809441e-07,2.0292655904283204e-08,0.0001150710989553058,0.0022639141376248196,3.5427817347375623e-07,0.0009106047823185936,6.335371905232553e-09,2.771615908383883e-05,6.981385438392977e-08,6.739404557632621e-06,1.1555398704401503e-10,1.1551366375104377e-10,1.9878695348379086e-06,1.330079970854994e-07,4.937146637240362e-12,8.955775191932654e-11
2.8624430306259636e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4423713837995709,0.08533644707557049,0.00950124345790384,0.0,0.004022279834326256,0.04559149411059543,0.022576346792619988,4.823638452502704e-05,1.2318352738117936e-10,0.002045862119663575,5.5547380654319566e-11,0.0005073083924988688,2.8724793753537394e-09,8.076123883947134e-06,2.0829543511164464e-09,1.237720587984404e-10,1.4907582153497066e-05,1.7534638487349443e-05,0.006124341438245749,1.1672864159491724e-05,0.000498303859192928,1.401607972792048e-08,4.835902157381394e-09,4.0104823146208654e-08,1.804075303215422e-07,2.0383605862254482e-08,0.00011552392416504932,0.0022715774984382875,3.5457134805283177e-07,0.0009116643743239166,6.333535060332386e-09,2.7748906890176412e-05,6.987293723958023e-08,6.73408284896354e-06,1.1571302387223357e-10,1.1558181224417085e-10,1.9902095868692645e-06,1.3293239924081203e-07,4.942896367839452e-12,8.94040956998365e-11
2.865741817062278e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44236388957696127,0.08531128955300427,0.009491661878640955,0.0,0.004022075076801305,0.04564519529757753,0.02259579919512836,4.8209789422496914e-05,1.235666944463556e-10,0.0020453036385579587,5.552838103699823e-11,0.0005074247109843699,2.872305665193822e-09,8.062419152632008e-06,2.085226911961671e-09,1.2386113270665996e-10,1.4892567924645362e-05,1.755532686986457e-05,0.006122433043135938,1.1622138228932349e-05,0.0004985682656556715,1.3963409109298367e-08,4.829706588395457e-09,4.012730017339974e-08,1.8039528235128977e-07,2.0474789572633747e-08,0.00011597763134036709,0.0022792508373189854,3.5486420960726694e-07,0.0009127236028430825,6.3316988593983715e-09,2.778164722459843e-05,6.993195712165189e-08,6.728763891748743e-06,1.1587201048519745e-10,1.1564982196186968e-10,1.992548945812458e-06,1.3285685361157098e-07,4.948644447116146e-12,8.925086971604946e-11
2.8690406034985924e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44235638437454144,0.08528613955667359,0.009482090230434738,0.0,0.004021869199043126,0.045698881267725526,0.022615232488200698,4.818321353675025e-05,1.2395047263349326e-10,0.0020447453971910194,5.550940504124407e-11,0.000507540938418316,2.872132712312113e-09,8.048752870493585e-06,2.0874981561535135e-09,1.2395004814251476e-10,1.487757977635558e-05,1.757601055884993e-05,0.006120525095513949,1.157171269888642e-05,0.0004988324233840013,1.3911023173330189e-08,4.82351929939834e-09,4.014990281922762e-08,1.8038298001502638e-07,2.056620712984958e-08,0.00011643222010243404,0.002286934139228697,3.5515675841363113e-07,0.000913782467825265,6.329863302082211e-09,2.7814380131436553e-05,6.999091408547447e-08,6.723447689632771e-06,1.1603094676159332e-10,1.1571769309627516e-10,1.9948876147523685e-06,1.327813601358928e-07,4.954390882791946e-12,8.909807228688973e-11
2.8723393899349067e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4423488682094756,0.0852609970845861,0.009472528503224942,0.0,0.004021662206254589,0.04575255202000359,0.02263464668930844,4.8156656842644435e-05,1.243348616715598e-10,0.002044187395343381,5.5490452636086255e-11,0.0005076570749439145,2.8719605165629793e-09,8.035124886881698e-06,2.0897680837194185e-09,1.240388052820697e-10,1.4862617592445616e-05,1.7596689582380217e-05,0.006118617595584031,1.1521585280231512e-05,0.0004990963327617396,1.3858919876136317e-08,4.817340278906468e-09,4.017263124917652e-08,1.8037062355603933e-07,2.0657858627468742e-08,0.00011688769006980124,0.0022946273891342826,3.5544899474863903e-07,0.0009148409692203731,6.328028388041231e-09,2.784710565512077e-05,7.004980818636849e-08,6.718134246238105e-06,1.1618983258055668e-10,1.1578542583939586e-10,1.9972255967808634e-06,1.3270591875229437e-07,4.960135682606155e-12,8.894570173776639e-11
2.875638176371221e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44234134109890444,0.08523586213475048,0.00946297668695999,0.0,0.004021454103604628,0.045806207553404026,0.022654041815916508,4.813011931518841e-05,1.2471986128830995e-10,0.002043629632797678,5.547152379088754e-11,0.0005077731207039756,2.8717890778117066e-09,8.021535051729214e-06,2.0920366946899615e-09,1.2412740430134801e-10,1.4847681257692683e-05,1.7617363968592567e-05,0.006116710543549842,1.1471753705424308e-05,0.0004993599941714703,1.3807097192346417e-08,4.811169515456658e-09,4.019548562838049e-08,1.803582132160769e-07,2.0749744158403716e-08,0.00011734404085935809,0.0023023305720069297,3.557409188890047e-07,0.0009158991069790461,6.3261941169383376e-09,2.7879823840179888e-05,7.010863947964502e-08,6.712823565165236e-06,1.163486678218068e-10,1.1585302038311164e-10,1.9995628949968305e-06,1.3263052939968957e-07,4.965878854316001e-12,8.879375640056511e-11
2.878607084163904e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.442334557355132,0.08521324710977904,0.00945438851787875,0.0,0.004021265866533144,0.04585448452051367,0.02267148113559607,4.8106251907429625e-05,1.2506688276217428e-10,0.002043127850931658,5.545450794891928e-11,0.0005078774844012109,2.8716354300661624e-09,8.009336693463389e-06,2.094077318902233e-09,1.2420700837131154e-10,1.4834260562977477e-05,1.763596697458275e-05,0.006114994579837764,1.1427156377605034e-05,0.0004995970777426287,1.3760695041902502e-08,4.8056228786648025e-09,4.021616239247108e-08,1.8034699804045222e-07,2.0832641311010702e-08,0.00011775550935508315,0.00230927191686119,3.560033839173546e-07,0.0009168511200124895,6.324543822383637e-09,2.7909263969091743e-05,7.016153398878831e-08,6.708046316942922e-06,1.1649157619592815e-10,1.1591373747045025e-10,2.0016658812984068e-06,1.3256272341867438e-07,4.971046323251471e-12,8.865736777979123e-11
2.881575991956587e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44232776477182906,0.08519063817476985,0.009445808361212713,0.0,0.004021076738354422,0.04590274915884336,0.022688905031795076,4.808239998652879e-05,1.254143983831066e-10,0.002042626262570098,5.543751114410155e-11,0.0005079817747972757,2.8714823953056735e-09,7.997169005787355e-06,2.0961168767263444e-09,1.2428648463465772e-10,1.4820860630850128e-05,1.765456626778789e-05,0.00611327897923334,1.1382795240489127e-05,0.0004998339610458703,1.3714517111228794e-08,4.8000829124800965e-09,4.0236941428784995e-08,1.803357395899119e-07,2.0915728172078607e-08,0.00011816769072330758,0.0023162212842991513,3.5626559649344176e-07,0.0009178028384260638,6.32289404810219e-09,2.7938698222467754e-05,7.021437770886512e-08,6.70327131169381e-06,1.1663444341797225e-10,1.1597434291129017e-10,2.003768318496699e-06,1.3249495948962383e-07,4.976212485400728e-12,8.852132102778524e-11
2.8845448997492697e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44232096336144416,0.08516803532827373,0.009437236209652311,0.0,0.004020886722767242,0.04595100146771607,0.02270631351723198,4.8058563534577624e-05,1.257624079501358e-10,0.002042124867558649,5.54205333547849e-11,0.0005080859919954656,2.871329973454531e-09,7.98503188050989e-06,2.098155368191142e-09,1.2436583321961966e-10,1.4807481379264702e-05,1.7673161868850895e-05,0.006111563741883808,1.133866868467838e-05,0.0005000706443581613,1.3668561961473908e-08,4.794549608587891e-09,4.025782285694469e-08,1.803244380375455e-07,2.0999004807846576e-08,0.00011858058468067153,0.0023231786633744547,3.56527556819054e-07,0.0009187542621852858,6.321244793859614e-09,2.7968126632976705e-05,7.026717068017733e-08,6.698498551997226e-06,1.167772694013649e-10,1.1603483684524448e-10,2.0058702088655187e-06,1.3242723756881842e-07,4.981377346456316e-12,8.838561494190761e-11
2.8875138075419525e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4423141531364105,0.08514543856884237,0.009428672055893659,0.0,0.004020695823448847,0.04599924144647262,0.022723706604620867,4.80347425337644e-05,1.2611091126150502e-10,0.002041623665744233,5.54035745595337e-11,0.0005081901360988192,2.8711781644440697e-09,7.972925209820008e-06,2.100192793327503e-09,1.24445054254402e-10,1.4794122726778748e-05,1.7691753798456438e-05,0.006109848867936023,1.1294775114336001e-05,0.0005003071279553793,1.3622828165075997e-08,4.789022958686653e-09,4.027880679633544e-08,1.803130935554656e-07,2.1082471284166383e-08,0.00011899419094300919,0.002330144043143461,3.5678926509558384e-07,0.0009197053912561399,6.3195960594250265e-09,2.7997549233353415e-05,7.031991294302113e-08,6.693728040418232e-06,1.1692005405975968e-10,1.1609521941184121e-10,2.0079715546833697e-06,1.3235955761279124e-07,4.986540912122736e-12,8.825024832374158e-11
2.8904827153346354e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44230733410914697,0.08512284789502815,0.009420115892638551,0.0,0.004020504044055085,0.04604746909447164,0.022741084306671502,4.801093696637318e-05,1.2645990811467398e-10,0.002041122656975033,5.538663473712508e-11,0.0005082942072101231,2.871026968212649e-09,7.960848886286383e-06,2.1022291521683603e-09,1.2452414786718094e-10,1.4780784592547362e-05,1.771034207733114e-05,0.006108134357536453,1.1251112946991928e-05,0.0005005434121126886,1.3577314305660862e-08,4.783502954487869e-09,4.029989336607133e-08,1.8030170631481585e-07,2.1166127666402443e-08,0.00011940850922494173,0.002337117412665642,3.570507215239763e-07,0.0009206562256050761,6.317947844570996e-09,2.8026966056398955e-05,7.037260453768726e-08,6.688959779507663e-06,1.1706279730683323e-10,1.1615549075052415e-10,2.0100723582334676e-06,1.3229191957832593e-07,4.991703188116479e-12,8.811521997908555e-11
2.8934516231273182e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4423005062920571,0.08510026330538427,0.00941156771259448,0.0,0.0040203113882205975,0.04609568441108941,0.022758446636089287,4.7987146814783204e-05,1.2680939830632153e-10,0.002040621841100485,5.536971386654762e-11,0.0005083982054319068,2.8708763847055785e-09,7.94880280285676e-06,2.104264444748676e-09,1.2460311418610363e-10,1.4767466896317382e-05,1.7728926726243654e-05,0.00610642021083119,1.1207680613422268e-05,0.0005007794971053776,1.3532018979194797e-08,4.7779895877162064e-09,4.032108268504285e-08,1.8029027648577652e-07,2.124997401935196e-08,0.00011982353923914148,0.002344098761004369,3.573119263061838e-07,0.0009216067651990063,6.316300149073566e-09,2.805637713498111e-05,7.042524550445739e-08,6.684193771802173e-06,1.1720549905703032e-10,1.1621565100064928e-10,2.012172621803756e-06,1.322243234224551e-07,4.99686418016608e-12,8.798052871795272e-11
2.896420530920001e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44229366969753064,0.08507768479846455,0.009403027508474614,0.0,0.004020117859558959,0.04614388739571966,0.022775793605575283,4.7963372061468204e-05,1.271593816323479e-10,0.00204012121797126,5.535281192700031e-11,0.0005085021308664471,2.8707264138751195e-09,7.936786852857349e-06,2.106298671105429e-09,1.2468195333928807e-10,1.47541695584215e-05,1.7747507766004852e-05,0.006104706427965934,1.1164476557462839e-05,0.0005010153832072981,1.3486940792571456e-08,4.7724828501093795e-09,4.034237487195805e-08,1.8027880423757326e-07,2.133401040754576e-08,0.00012023928069789418,0.0023510880772253397,3.575728796440118e-07,0.0009225570100053027,6.314652972712235e-09,2.8085782502034597e-05,7.047783588360721e-08,6.679430019824267e-06,1.1734815922546241e-10,1.1627570030148599e-10,2.0142723476869336e-06,1.3215676910245869e-07,5.0020238940122075e-12,8.78461733545619e-11
2.8990925479334156e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4422875092679771,0.0850573693417714,0.009395348138163943,0.0,0.004019942940466052,0.046187259537550505,0.02279139275586488,4.794198793459993e-05,1.2747478808635163e-10,0.0020396708218297826,5.5337616350415027e-11,0.0005085956016087703,2.870591963932354e-09,7.925998174079331e-06,2.108128563237553e-09,1.2475279995631364e-10,1.4742219295313402e-05,1.7764227633200102e-05,0.0061031643345905336,1.1125786808747986e-05,0.0005012275108733026,1.3446554935957677e-08,4.767532447380615e-09,4.036162589009424e-08,1.802684430849076e-07,2.140980568990898e-08,0.00012061405605696408,0.002357385265329068,3.578075228286951e-07,0.000923411978260945,6.313170957668793e-09,2.811224247630028e-05,7.052512400571176e-08,6.67514457376472e-06,1.1747651775376054e-10,1.1632964992563699e-10,2.016161643158074e-06,1.3209600594902406e-07,5.00666654836418e-12,8.772553974340797e-11
2.90176456494683e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4422813417477351,0.08503705880986089,0.009387675217150051,0.0,0.004019767319898193,0.04623062168957701,0.022806979484146842,4.7920616253569145e-05,1.2779059366337223e-10,0.0020392205815849204,5.532243607641478e-11,0.0005086890135502734,2.8704580101995454e-09,7.915233740046798e-06,2.1099575917899885e-09,1.248235437661993e-10,1.4730285401131466e-05,1.7780944609105263e-05,0.0061016225361489405,1.10872795987202e-05,0.0005014394778583806,1.340634284234079e-08,4.762587401588055e-09,4.038096041323024e-08,1.8025804783106128e-07,2.1485754998825178e-08,0.00012098940723994431,0.0023636888905974734,3.580419626522315e-07,0.0009242667076894028,6.311689362793548e-09,2.8138697875063294e-05,7.057237121381673e-08,6.670860958695379e-06,1.1760484246913492e-10,1.1638350989501278e-10,2.018050506641712e-06,1.3203527661744422e-07,5.01130817623314e-12,8.760517639380663e-11
2.9044365819602445e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44227516714580706,0.08501675320168035,0.009380008740132645,0.0,0.004019591000446573,0.04627397385139304,0.022822553799671012,4.789925700579282e-05,1.281067982130128e-10,0.0020387704971303448,5.530727109026799e-11,0.0005087823667649934,2.8703245526561885e-09,7.904493473778434e-06,2.1117857567938715e-09,1.248941848622813e-10,1.471836781899285e-05,1.7797658708979857e-05,0.006100081032746589,1.1048953819693024e-05,0.0005016512843606845,1.3366303520294429e-08,4.7576477067355685e-09,4.0400378527530954e-08,1.8024761859744352e-07,2.1561858380528962e-08,0.00012136533403474347,0.0023699989450661255,3.5827619926327254e-07,0.0009251211982678363,6.310208187932822e-09,2.816514872247335e-05,7.061957753726534e-08,6.666579176425921e-06,1.177331333118122e-10,1.1643728031095613e-10,2.0199389398191798e-06,1.319745810770825e-07,5.0159487818293986e-12,8.748508245003978e-11
2.907108598973659e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4422689854711858,0.08499645251617756,0.009372348701815152,0.0,0.004019413984688966,0.04631731602260372,0.022838115711684346,4.787791017874818e-05,1.2842340158437195e-10,0.0020383205683605116,5.52921213773783e-11,0.0005088756613268039,2.8701915912863095e-09,7.893777298539687e-06,2.1136130582816436e-09,1.2496472333787598e-10,1.4706466492385008e-05,1.781436994811195e-05,0.0060985398244886605,1.1010808372229298e-05,0.0005018629305783612,1.3326435983068264e-08,4.752713356834836e-09,4.041988031871212e-08,1.8023715550485835e-07,2.16381158806132e-08,0.00012174183622802695,0.002376315420773208,3.585102328069034e-07,0.0009259754499737003,6.308727432934844e-09,2.8191595042724375e-05,7.066674300540428e-08,6.662299228756834e-06,1.178613902191828e-10,1.1649096127476165e-10,2.0218269443749685e-06,1.3191391929745944e-07,5.020588369371256e-12,8.736525705911252e-11
2.9097806159870735e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44226279673285446,0.08497615675230069,0.009364695096904723,0.0,0.004019236275189819,0.04636064820282532,0.022853665229430862,4.7856575759972445e-05,1.2874040362604453e-10,0.0020378707951706557,5.52769869232837e-11,0.000508968897309414,2.8700591260784103e-09,7.883085137842382e-06,2.115439496287059e-09,1.250351592862795e-10,1.4694581365162512e-05,1.783107834181784e-05,0.006096998911480095,1.097284216510057e-05,0.0005020744167093049,1.3286739251606599e-08,4.747784345905988e-09,4.043946587234508e-08,1.8022665867350427e-07,2.1714527544358923e-08,0.00012211891360547746,0.002382638309759317,3.587440634289813e-07,0.0009268294627847436,6.3072470976500055e-09,2.821803686005511e-05,7.07138676475737e-08,6.658021117479456e-06,1.1798961312893802e-10,1.1654455288766518e-10,2.0237145219967543e-06,1.318532912482524e-07,5.025226943085072e-12,8.724569937076995e-11
2.912452633000488e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4422566009397877,0.08495586590899845,0.009357047920112237,0.0,0.0040190578745003475,0.046403970391685014,0.02286920236215159,4.783525373706229e-05,1.2905780418612333e-10,0.002037421177456783,5.5261867713656016e-11,0.0005090620747863695,2.8699271570253886e-09,7.872416915444319e-06,2.1172650708451753e-09,1.251054928007682e-10,1.4682712381543867e-05,1.7847783905441824e-05,0.006095458293825586,1.0935054115231892e-05,0.0005022857429504861,1.324721235629601e-08,4.742860667978133e-09,4.045913527415586e-08,1.802161282229769e-07,2.179109341711888e-08,0.00012249656595253073,0.002388967604066768,3.589776912788982e-07,0.0009276832366790073,6.305767181931059e-09,2.8244474198749643e-05,7.076095149310126e-08,6.653744844375983e-06,1.1811780198253851e-10,1.1659805525083527e-10,2.0256016743753966e-06,1.3179269689929414e-07,5.0298645072054075e-12,8.712640853750888e-11
2.9151246500139025e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4422503981009505,0.08493557998522,0.00934940716615229,0.0,0.004018878785158624,0.04644728258882105,0.022884727119084604,4.781394409767358e-05,1.2937560311220059e-10,0.0020369717151156688,5.524676373430012e-11,0.0005091551938310532,2.8697956841246012e-09,7.861772555348885e-06,2.1190897819923264e-09,1.2517572397459763e-10,1.4670859486108344e-05,1.786448665435721e-05,0.006093917971629575,1.0897443147616307e-05,0.0005024969094985944,1.3207854330826252e-08,4.737942317087937e-09,4.047888860938769e-08,1.8020556427228022e-07,2.186781354362101e-08,0.00012287479305374215,0.0023953032957402367,3.592111165009019e-07,0.0009285367716348235,6.3042876856326044e-09,2.827090708313663e-05,7.08079945713216e-08,6.6494704112195e-06,1.1824595671827466e-10,1.166514684653936e-10,2.027488403204964e-06,1.3173213622057158e-07,5.0345010659749625e-12,8.700738371453048e-11
2.917796667027317e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44224418822529865,0.08491529897991489,0.00934177282974321,0.0,0.0040186990096896585,0.04649058479388249,0.02290023950946501,4.779264682952087e-05,1.2969380025136917e-10,0.002036522408044846,5.523167497115335e-11,0.0005092482545166861,2.869664707377861e-09,7.851151981804674e-06,2.1209136297661487e-09,1.252458529010029e-10,1.4659022623792798e-05,1.7881186603965773e-05,0.00609237794499627,1.0860008195214423e-05,0.0005027079165503764,1.3168664217179493e-08,4.733029287280497e-09,4.0498725963105326e-08,1.8019496693982378e-07,2.1944687968227168e-08,0.00012325359469239126,0.0024016453768271506,3.594443392410149e-07,0.0009293900676308127,6.302808608611314e-09,2.8297335537590148e-05,7.085499691156e-08,6.6451978197740096e-06,1.1837407727374733e-10,1.1670479263240268e-10,2.029374710182734e-06,1.3167160918222522e-07,5.0391366236444856e-12,8.68886240597655e-11
