Time (s),Volume (m^3),n-heptane,Ar,He,Ne,N2,X(1),C2H4(2),C4H8-1(3),C4H8-2(4),C2H5X(5),H(6),C6H12-1(7),C6H12-2(8),C6H12-3(9),C6H12(10),C6H12(11),HX(80),C2H3X(137),C4H6(54),C4H5X(365),C4H5X(364),C2H6(343),C6H8(56),C6H7X(481),C6H8(455),C6H7X(480),C6H7X(479),C6H7X(636),C6H7X(635),C6H7X(634),C6H9X(441),C8H10(458),SX(1061),SX(1060),SX(1059),SX(1058),SX(1056),SX(1055),SX(931),C8H10(459),SX(1750),SX(1922)
2.2140326193860668e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.24465193784437811,0.65512629940656375,1.7022580913340826e-13,0.0,1.4352604309020917e-12,5.4324191410685804e-34,0.0,0.0,0.0,0.0,0.0,0.02134521870356882,0.00089659713383937855,0.00052988051116779444,1.153181382606061e-07,0.0063941890272406132,1.5836589085447458e-07,1.1543695507565207e-07,7.1372249276303315e-11,7.9314705775790983e-06,3.4483190772078811e-06,7.2462468570579593e-06,4.9019098381513309e-09,4.100238755279852e-09,2.3982718828632484e-05,8.7937868927592986e-16,1.2394190118825254e-08,3.8312098526587557e-12,3.8312098555724727e-12,3.8312098555724727e-12,5.2746562974255544e-08,1.4626219639619775e-09,2.7230122752255541e-08,6.2343698335540917e-17,5.0320301814887506e-11,3.6793524563081567e-15,3.1100725831057987e-14
2.221837452439573e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.24462153373189299,0.65511241185999392,1.7104662393608804e-13,0.0,1.4397223502507953e-12,5.4389086260746602e-34,0.0,0.0,0.0,0.0,0.0,0.02136804303751054,0.00089539859523267125,0.00052855885638051548,1.1487909604396905e-07,0.0064028129645236328,1.5911148998106241e-07,1.148028863131816e-07,7.0886701342069455e-11,7.9377895561359177e-06,3.4527019038728872e-06,7.2665462228854306e-06,4.8993600754637422e-09,4.0988208727987082e-09,2.4112594775811914e-05,8.8054606523023901e-16,1.2362886041059626e-08,3.816501053281238e-12,3.816501056180666e-12,3.8165010561806676e-12,5.2926832292943705e-08,1.4583607695055838e-09,2.7319376924271799e-08,6.2679985611285954e-17,5.0624937887834926e-11,3.7002322992025225e-15,3.1247839535236871e-14
2.229642285493079e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2445912232769224,0.6550985580148232,1.7186888766773994e-13,0.0,1.4441832680756599e-12,5.4453806203996952e-34,0.0,0.0,0.0,0.0,0.0,0.021390800628581157,0.00089420616764913983,0.00052725037990310002,1.1444444198842485e-07,0.0064114038322266725,1.5985785935923805e-07,1.1417741308752203e-07,7.0407961827225317e-11,7.9440472505047365e-06,3.4570809401873626e-06,7.2868190922998442e-06,4.8967952002132836e-09,4.0973862406874833e-09,2.4242541283600084e-05,8.8170888838262135e-16,1.2331777963179671e-08,3.8019037731559789e-12,3.801903776041243e-12,3.801903776041243e-12,5.3106589549942644e-08,1.4541244594261974e-09,2.7408394379820316e-08,6.3016445231778746e-17,5.092982702251876e-11,3.7211185995811987e-15,3.1394824898333438e-14
2.237447118546585e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.24456100575592266,0.65508473767284625,1.7269259856518826e-13,0.0,1.4486431793156101e-12,5.4518352510996789e-34,0.0,0.0,0.0,0.0,0.0,0.021413491966027574,0.00089301979420921293,0.00052595491758681829,1.1401411634314418e-07,0.0064199619223189652,1.6060499666089739e-07,1.1356039535570979e-07,6.9935911378972388e-11,7.9502443882251585e-06,3.4614563231319392e-06,7.3070655347986246e-06,4.8942155797788519e-09,4.095935194885342e-09,2.4372557407117442e-05,8.8286719908893182e-16,1.2300865379266687e-08,3.7874171866653186e-12,3.7874171895365425e-12,3.7874171895365417e-12,5.3285837887911964e-08,1.4499130324711105e-09,2.7497176692064019e-08,6.3353074762259791e-17,5.1234965862936636e-11,3.7420111394829632e-15,3.1541681053821226e-14
2.245251951600091e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.24453088045376489,0.65507095063777654,1.7351775486591731e-13,0.0,1.4531020833714048e-12,5.4582726438054875e-34,0.0,0.0,0.0,0.0,0.0,0.021436117533550746,0.00089183941879381306,0.00052467230757810134,1.1358806032044151e-07,0.0064284875231304167,1.6135289957507397e-07,1.1295169565103039e-07,6.9470433045847783e-11,7.9563816877828676e-06,3.4658281873020954e-06,7.3272856191763088e-06,4.8916215752802932e-09,4.0944680659186132e-09,2.4502642213493238e-05,8.840210372009395e-16,1.2270147756523176e-08,3.773040468729652e-12,3.7730404715869552e-12,3.7730404715869568e-12,5.3464580443468905e-08,1.4457264818482635e-09,2.7585725428305027e-08,6.3689871799224873e-17,5.1540351094376454e-11,3.7629097040206413e-15,3.1688407157053521e-14
2.253056784653597e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.24450084666361824,0.65505719671521989,1.7434435480713325e-13,0.0,1.4575599745090514e-12,5.4646929227424599e-34,0.0,0.0,0.0,0.0,0.0,0.02145867780938366,0.00089066498603153203,0.00052340239028611166,1.1316621607865127e-07,0.0064369809194035994,1.6210156580775615e-07,1.1235117903282693e-07,6.9011412225079041e-11,7.9624598587153848e-06,3.47019666495291e-06,7.3474794135419572e-06,4.8890135416788105e-09,4.0929851789842516e-09,2.4632794781708841e-05,8.8517044207354758e-16,1.2239624536270399e-08,3.758772795026437e-12,3.758772797869943e-12,3.7587727978699422e-12,5.3642820346678695e-08,1.4415647954052466e-09,2.7674042149820104e-08,6.4026833970015062e-17,5.1845979442970145e-11,3.7838140813447415e-15,3.1835002384930217e-14
2.260861617707103e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.24447090368683444,0.6550434757126492,1.751723966270522e-13,0.0,1.4620168533071378e-12,5.4710962107496528e-34,0.0,0.0,0.0,0.0,0.0,0.021481173266368135,0.00088949644128605689,0.00052214500835072247,1.1274852670532489e-07,0.006445442392344969,1.6285099308168109e-07,1.1175871303729574e-07,6.8558736611160794e-11,7.9684796017169363e-06,3.4745618860429337e-06,7.3676469853360434e-06,4.8863918278757069e-09,4.0914868540320453e-09,2.4763014202443014e-05,8.863154525719032e-16,1.2209295134920748e-08,3.7446133422010395e-12,3.7446133450308656e-12,3.7446133450308664e-12,5.3820560720562929e-08,1.4374279558040702e-09,2.7762128411703218e-08,6.4363958932412105e-17,5.2151847675250736e-11,3.804724062607407e-15,3.1981465935567622e-14
2.268666450760609e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.24444105083283402,0.65502978743937912,1.7600187856351642e-13,0.0,1.4664727128019266e-12,5.4774826292988306e-34,0.0,0.0,0.0,0.0,0.0,0.021503604372030329,0.0008883337306438494,0.00052090000661090521,1.1233493620075222e-07,0.0064538722196753337,1.6360117913616301e-07,1.1117416762925122e-07,6.8112296145622386e-11,7.9744416087423807e-06,3.4789239782771845e-06,7.3877884013469011e-06,4.8837567768096759e-09,4.0899734058456146e-09,2.4893299577919143e-05,8.874561070784025e-16,1.2179158944925404e-08,3.7305612880697386e-12,3.7305612908860034e-12,3.7305612908860026e-12,5.3997804680625776e-08,1.4333159406917772e-09,2.7849985762714718e-08,6.4701244374238645e-17,5.2457952597712664e-11,3.8256394419266844e-15,3.2127797027973409e-14
2.276471283814115e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.24441128741899482,0.65501613170654105,1.768327988559309e-13,0.0,1.470927555484833e-12,5.4838522985131506e-34,0.0,0.0,0.0,0.0,0.0,0.021525971588655161,0.00088717680090206574,0.0005196672320735234,1.1192538946178971e-07,0.0064622706756795739,1.6435212172688514e-07,1.1059741515484162e-07,6.7671982967960204e-11,7.9803465631101796e-06,3.4832830671492864e-06,7.40790372772673e-06,4.881108725552485e-09,4.0884451441221766e-09,2.502365002175439e-05,8.8859244349959175e-16,1.2149215335697897e-08,3.7166158118150229e-12,3.716615814617842e-12,3.7166158146178429e-12,5.4174555334397173e-08,1.4292287228669868e-09,2.7937615745137135e-08,6.503868801296364e-17,5.2764291056375237e-11,3.8465600163511167e-15,3.2273994901724274e-14
2.284276116867621e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.24438161277054135,0.65500250832705875,1.776651557429789e-13,0.0,1.4753813721664069e-12,5.490205337185588e-34,0.0,0.0,0.0,0.0,0.0,0.021548275373359495,0.00088602559955671279,0.0005184465338825265,1.1151983226600157e-07,0.0064706380312556325,1.6510381862574262e-07,1.10028330295198e-07,6.7237691367703506e-11,7.9861951396044598e-06,3.4876392759827799e-06,7.4279930300071559e-06,4.8784480054032385e-09,4.0869023735511348e-09,2.5154064658810695e-05,8.897244992729688e-16,1.2119463654514003e-08,3.7027760941734745e-12,3.7027760969629667e-12,3.7027760969629659e-12,5.4350815780993049e-08,1.4251662704424329e-09,2.8025019894637358e-08,6.5376287595312657e-17,5.3070859936349443e-11,3.8674855858246469e-15,3.2420058816648952e-14
2.292080949921127e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.24435202622043631,0.65498891711562512,1.7849894746570406e-13,0.0,1.4798341685951849e-12,5.4965418627970724e-34,0.0,0.0,0.0,0.0,0.0,0.021570516178164266,0.00088488007479103838,0.00051723776328854211,1.1111821125609229e-07,0.006478974553962763,1.6585626762062728e-07,1.0946679002099828e-07,6.6809317737590089e-11,7.9919880045761205e-06,3.4919927259716039e-06,7.4480563731143629e-06,4.8757749419810666e-09,4.0853453938914639e-09,2.5284542625047733e-05,8.9085231137367786e-16,1.2089903227388498e-08,3.689041317616361e-12,3.6890413203926377e-12,3.6890413203926385e-12,5.4526589110691729e-08,1.4211285470035899e-09,2.8112199740135028e-08,6.5714040896883363e-17,5.3377656161408042e-11,3.8884159531518339e-15,3.2565988052513363e-14
2.299885782974633e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.24432252710927374,0.65497535788867733,1.7933417226367279e-13,0.0,1.4842859315091016e-12,5.5028619915343529e-34,0.0,0.0,0.0,0.0,0.0,0.021592694450065373,0.00088374017546414727,0.00051604077361886596,1.1072047392464526e-07,0.0064872805080690866,1.6660946651529258e-07,1.089126735479302e-07,6.6386760527821668e-11,7.9977258160430066e-06,3.4963435362197858e-06,7.468093821383822e-06,4.8730898553164765e-09,4.0837745000479645e-09,2.5415083067377673e-05,8.9197591632111176e-16,1.206053335992925e-08,3.6754106665232485e-12,3.6754106692864244e-12,3.6754106692864236e-12,5.4701878404526475e-08,1.4171155117634517e-09,2.8199156803677003e-08,6.6051945721765589e-17,5.3684676693558897e-11,3.9093509239634046e-15,3.2711781908711768e-14
2.307690616028139e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.24429311478517335,0.65496183046437517,1.8017082838018257e-13,0.0,1.4887366724550424e-12,5.5091658383076034e-34,0.0,0.0,0.0,0.0,0.0,0.021614810631103595,0.00088260585109984073,0.00051485542024784026,1.1032656859913442e-07,0.0064955561545984196,1.6736341312912036e-07,1.0836586229303447e-07,6.5969920201376395e-11,8.0034092237891488e-06,3.5006918237803307e-06,7.4881054385745949e-06,4.8703930599411421e-09,4.0821899821463536e-09,2.5545685143521772e-05,8.9309535018540806e-16,1.2031353338169163e-08,3.6618833273486905e-12,3.6618833300988795e-12,3.6618833300988795e-12,5.4876686733893388e-08,1.4131271197135429e-09,2.8285892600317662e-08,6.6389999902166363e-17,5.3991918532621733e-11,3.930290306682108e-15,3.2857439703959307e-14
2.315495449081645e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.24426378860367673,0.65494833466257674,1.8100891405551827e-13,0.0,1.4931863705561415e-12,5.5154535167677521e-34,0.0,0.0,0.0,0.0,0.0,0.021636865158433268,0.00088147705187566921,0.0005136815605676228,1.0993644442723807e-07,0.0065038017513764307,1.6811810529702175e-07,1.0782623983191311e-07,6.5558699190349778e-11,8.0090388694630705e-06,3.505037703693354e-06,7.5080912878832737e-06,4.8676848649764497e-09,4.0805921256072471e-09,2.5676348021868834e-05,8.9421064859385551e-16,1.200236242937641e-08,3.6484584887823843e-12,3.6484584915196954e-12,3.6484584915196946e-12,5.5051017160174642e-08,1.4091633217712396e-09,2.8372408638004958e-08,6.6728201298039674e-17,5.4299378715808141e-11,3.9512339124888808e-15,3.3002960775991096e-14
2.323300282135151e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.24423454792764504,0.65493487030481756,1.8184842753615979e-13,0.0,1.4976350481172972e-12,5.5217251393235696e-34,0.0,0.0,0.0,0.0,0.0,0.021658858464390061,0.00088035372861220297,0.00051251905395934005,1.0955005136240394e-07,0.0065120175530760912,1.6887354086916674e-07,1.0729369185678521e-07,6.5153001853302882e-11,8.014615386675142e-06,3.509381289023451e-06,7.5280514319575069e-06,4.8649655742204206e-09,4.0789812112189848e-09,2.580707088133542e-05,8.9532184673720324e-16,1.1973559882843446e-08,3.6351353419027099e-12,3.6351353446272551e-12,3.6351353446272567e-12,5.5224872734376353e-08,1.4052240649234631e-09,2.8458706417472059e-08,6.7066547796721208e-17,5.4607054317304924e-11,3.972181555289345e-15,3.3148344481261803e-14
2.331105115188657e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2442053921271585,0.65492143721428753,1.8268936706245332e-13,0.0,1.5020826696299983e-12,5.5279808171584741e-34,0.0,0.0,0.0,0.0,0.0,0.021680790976557548,0.00087923583276250633,0.00051136776176462185,1.0916734014971967e-07,0.0065202038112624665,1.6962971771094768e-07,1.0676810613537443e-07,6.4752734433590032e-11,8.020139401093995e-06,3.5137226908963272e-06,7.5479859329091702e-06,4.8622354862335869e-09,4.0773575152094383e-09,2.5937852911227822e-05,8.9642897937587203e-16,1.194494493065525e-08,3.6219130803242167e-12,3.6219130830361025e-12,3.6219130830361013e-12,5.5398256496780912e-08,1.4013092923668319e-09,2.8544787432134342e-08,6.7405037312567155e-17,5.4914942447860842e-11,3.9931330516806182e-15,3.3293590194653126e-14
2.338909948242163e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.24417632057941654,0.65490803521580976,1.8353173088565518e-13,0.0,1.5065292781450881e-12,5.5342206602471164e-34,0.0,0.0,0.0,0.0,0.0,0.021702663117832855,0.00087812331640181487,0.00051022754725751505,1.0878826231200478e-07,0.0065283607744368276,1.7038663370263307e-07,1.062493724706121e-07,6.4357805018646413e-11,8.0256115305420409e-06,3.5180620185347102e-06,7.5678948523271652e-06,4.8594948944231082e-09,4.0757213093166461e-09,2.6068693311105905e-05,8.9753208084607761e-16,1.1916516788437226e-08,3.6087909003387173e-12,3.608790903038056e-12,3.6087909030380572e-12,5.557117147661329e-08,1.3974189436443315e-09,2.8630653167991706e-08,6.7743667786598477e-17,5.5223040254376735e-11,4.0140882209184211e-15,3.3438697309179708e-14
2.346714781295669e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.24414733266864042,0.6548946641358192,1.8437551724450448e-13,0.0,1.5109748091770775e-12,5.5404447773716978e-34,0.0,0.0,0.0,0.0,0.0,0.021724475306491246,0.00087701613221741203,0.00050909827561676957,1.0841277013622183e-07,0.0065364886880801233,1.7114428673944882e-07,1.0573738266114066e-07,6.3968123500207796e-11,8.0310323850900014e-06,3.5223993792935468e-06,7.5877782512898636e-06,4.8567440871260881e-09,4.0740728608584634e-09,2.6199591290648515e-05,8.9863118506586195e-16,1.1888274656083274e-08,3.5957680010508346e-12,3.5957680037377285e-12,3.5957680037377269e-12,5.5743620691720997e-08,1.3935529547785816e-09,2.8716305103535933e-08,6.8082437186148922e-17,5.5531344919498908e-11,4.0350468848845129e-15,3.3583665235705129e-14
2.3545196143491752e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.24411842778597659,0.6548813238023421,1.8522072439811019e-13,0.0,1.5154193472682074e-12,5.5466532761380513e-34,0.0,0.0,0.0,0.0,0.0,0.02174622795624968,0.00087591423349870213,0.00050797981389849708,1.0804081666006538e-07,0.0065445877946957911,1.7190267473107661e-07,1.0523203046260085e-07,6.358360153544676e-11,8.0364025671505545e-06,3.5267348786944994e-06,7.6076361903772185e-06,4.8539833476909126e-09,4.0724124328011093e-09,2.6330546069520768e-05,8.9972632554103335e-16,1.1860217718464352e-08,3.5828435845073516e-12,3.5828435871819112e-12,3.5828435871819133e-12,5.5915607148267347e-08,1.3897112584017588e-09,2.8801744709663112e-08,6.8421343504518174e-17,5.5839853661216009e-11,4.0560088680544399e-15,3.372849340265372e-14
2.3623244474026812e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.24408960532940202,0.65486801404497452,1.8606735057970638e-13,0.0,1.5198627687075249e-12,5.5528462629914801e-34,0.0,0.0,0.0,0.0,0.0,0.021767921476329471,0.0008748175741274684,0.00050687203100919685,1.0767235565890707e-07,0.0065526583338519368,1.7266179560196793e-07,1.047332115496894e-07,6.3204152508994634e-11,8.0417226715710105e-06,3.5310686204597776e-06,7.6274687296825076e-06,4.8512129545581812e-09,4.070740283826717e-09,2.6461556877242933e-05,9.0081753537101525e-16,1.1832345146118069e-08,3.5700168558215364e-12,3.5700168584838604e-12,3.570016858483858e-12,5.6087133840437642e-08,1.3858937838822594e-09,2.8886973449590765e-08,6.8760384760629045e-17,5.6148563732459306e-11,4.0769739974656074e-15,3.3873181255735895e-14
2.3701292804561873e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.24406086470363028,0.65485473469486322,1.8691539406265124e-13,0.0,1.5243052439507848e-12,5.5590238432323556e-34,0.0,0.0,0.0,0.0,0.0,0.021789556271517865,0.00087372610856832221,0.00050577479767914373,1.0730734163284124e-07,0.006560700542222889,1.734216472905176e-07,1.0424082347896985e-07,6.2829691495838891e-11,8.0469932857251012e-06,3.5354007065452837e-06,7.6472759288237907e-06,4.8484331813392237e-09,4.0690566683998318e-09,2.6592622953061046e-05,9.0190484725461578e-16,1.1804656095919669e-08,3.5572870232913437e-12,3.5572870259415432e-12,3.5572870259415472e-12,5.6258203750157983e-08,1.3821004574481459e-09,2.8971992778779777e-08,6.9099558998689383e-17,5.6457472420706172e-11,4.0979421026856226e-15,3.4017728257664282e-14
2.3779341135096933e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.24403220532001982,0.65484148558468513,1.8776485306572476e-13,0.0,1.528746524315659e-12,5.5651861210314975e-34,0.0,0.0,0.0,0.0,0.0,0.021811132742228772,0.00087263979185932998,0.00050468798643613707,1.0694572979417229e-07,0.0065687146536301299,1.7418222774986116e-07,1.0375476565242449e-07,6.2460135225061928e-11,8.0522149896038072e-06,3.5397312371731207e-06,7.6670578469550123e-06,4.8456442968948971e-09,4.0673618368329412e-09,2.6723743545819158e-05,9.0298829349570242e-16,1.1777149711734801e-08,3.5446532985132646e-12,3.5446533011514331e-12,3.5446533011514279e-12,5.6428819846826311e-08,1.3783312023074705e-09,2.9056804144860796e-08,6.9438864287858118e-17,5.6766577047587148e-11,4.1189130157810014e-15,3.4162133887889862e-14
2.3857389465631993e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.24400362659648281,0.65482826654862802,1.8861572589059426e-13,0.0,1.5331869641850496e-12,5.5713331994453093e-34,0.0,0.0,0.0,0.0,0.0,0.021832651284562479,0.00087155857960282183,0.00050361147157960691,1.0658747605485669e-07,0.0065767008990826152,1.7494353494635162e-07,1.0327493928173025e-07,6.2095402044417369e-11,8.0573883559052948e-06,3.5440603108634462e-06,7.6868145427768074e-06,4.8428465654111116e-09,4.0656560353509765e-09,2.6854917913833258e-05,9.0406790600879503e-16,1.174982512505453e-08,3.532114896489872e-12,3.5321148991161236e-12,3.5321148991161308e-12,5.6598985087055434e-08,1.3745859387655169e-09,2.9141408987565157e-08,6.9778298721915832e-17,5.7075874968496356e-11,4.1398865712861369e-15,3.4306397642320172e-14
2.3935437796167053e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2439751279573959,0.65481507742237111,1.8946801072086659e-13,0.0,1.5376260426904379e-12,5.5774651804307031e-34,0.0,0.0,0.0,0.0,0.0,0.021854112290364533,0.00087048242795636751,0.00050254512915507039,1.0623253701457353e-07,0.0065846595068164964,1.7570556686139483e-07,1.028012473532478e-07,6.1735411885703504e-11,8.0625139501238975e-06,3.5483880244657084e-06,7.706546074547018e-06,4.8400402464758899e-09,4.0639395061548638e-09,2.6986145324766786e-05,9.0514371632457819e-16,1.1722681455612962e-08,3.519671035734008e-12,3.5196710383484251e-12,3.5196710383484166e-12,5.6768702414427613e-08,1.3708645843390387e-09,2.922580873865998e-08,7.0117860418939335e-17,5.7385363572205181e-11,4.1608626061726069e-15,3.4450519033069316e-14
2.4013486126702114e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2439467088335121,0.65480191804306609,1.9032170591871923e-13,0.0,1.5420645208543905e-12,5.5835821648597802e-34,0.0,0.0,0.0,0.0,0.0,0.021875516147283589,0.00086941129362393447,0.00050148883692893937,1.0588086994845602e-07,0.0065925907023342521,1.7646832148839278e-07,1.0233359459370467e-07,6.1380086230940901e-11,8.0675923306382406e-06,3.5527144731892667e-06,7.7262525000908842e-06,4.8372255951515632e-09,4.062212487484123e-09,2.7117425055507784e-05,9.0621575559532664e-16,1.1695717811987844e-08,3.5073209383660296e-12,3.5073209409687385e-12,3.507320940968751e-12,5.6937974759260444e-08,1.3671670538675516e-09,2.931000482188754e-08,7.045754752098073e-17,5.7695040280479541e-11,4.181840959818786e-15,3.4594497588173598e-14
2.4091534457237174e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.24391836866187402,0.65478878824931919,1.9117680958365818e-13,0.0,1.5465012662390994e-12,5.5896842525343197e-34,0.0,0.0,0.0,0.0,0.0,0.021896863238828501,0.0008683451338471974,0.00050044247436367207,1.0553243279585888e-07,0.0066004947084432348,1.7723179683688868e-07,1.0187188743656713e-07,6.1029348079301812e-11,8.0726240487983764e-06,3.5570397506334027e-06,7.7459338768109751e-06,4.8344028620507897e-09,4.0604752136784792e-09,2.7248756392047586e-05,9.072840546002531e-16,1.1668933292184561e-08,3.4950638302092669e-12,3.495063832800329e-12,3.4950638328003128e-12,5.7106805038383897e-08,1.363493259621744e-09,2.9393998652908627e-08,7.0797358193750455e-17,5.8004902547700387e-11,4.2028214739797327e-15,3.4738332851361651e-14
2.4169582787772234e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.24389010688572813,0.65477568788117169,1.9203332021466018e-13,0.0,1.5509379673622431e-12,5.5957715422000313e-34,0.0,0.0,0.0,0.0,0.0,0.021918153944424461,0.00086728390639702769,0.00049940592259326629,1.0518718414816285e-07,0.0066083717452936315,1.779959909260307e-07,1.0141603398907492e-07,6.0683121914815244e-11,8.0776096490120907e-06,3.5613639488167528e-06,7.7655902616968226e-06,4.8315722934045358e-09,4.0587279152385928e-09,2.7380138629361146e-05,9.0834864375077141e-16,1.1642326984203892e-08,3.4828989408770063e-12,3.482898943456569e-12,3.4828989434565937e-12,5.7275196154927777e-08,1.3598431114090632e-09,2.947779163924989e-08,7.1137290626304557e-17,5.8314947860487605e-11,4.2238039927574244e-15,3.4882024381758122e-14
2.4247631118307294e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.24386192295444079,0.6547626167800833,1.9289123570878025e-13,0.0,1.5553720751790592e-12,5.6018441315606227e-34,0.0,0.0,0.0,0.0,0.0,0.021939388639468285,0.00086622756956512164,0.0004983790643990903,1.0484508323852073e-07,0.0066162220304158753,1.7876090179402486e-07,1.0096594399994357e-07,6.034133367477744e-11,8.0825496688302459e-06,3.5656871582061536e-06,7.7852217113343054e-06,4.8287341311385121e-09,4.0569708188858107e-09,2.7511571071288831e-05,9.094095530956878e-16,1.1615897966593868e-08,3.4708255038605467e-12,3.4708255064286384e-12,3.4708255064286041e-12,5.7443150998119844e-08,1.3562165166765416e-09,2.956138518025492e-08,7.1477343030735919e-17,5.8625173737327415e-11,4.244788362571261e-15,3.502557175368689e-14
2.4325679448842355e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.24383381632341508,0.65474957478891327,1.9375055488804907e-13,0.0,1.5598074586625802e-12,5.6079021172916159e-34,0.0,0.0,0.0,0.0,0.0,0.021960567695382877,0.00086517608215581497,0.00049736178418604963,1.045060899292635e-07,0.0066240457787574928,1.795265274834666e-07,1.0052152882769525e-07,6.0003910718914608e-11,8.0874446390312594e-06,3.5700094677449247e-06,7.8048282819147454e-06,4.8258886129350225e-09,4.0552041476210826e-09,2.7643053030419844e-05,9.1046681232630857e-16,1.1589645308986172e-08,3.4588427566053969e-12,3.4588427591622101e-12,3.4588427591622582e-12,5.7610672443093946e-08,1.3526133806109197e-09,2.9644780667039135e-08,7.1817513641869609e-17,5.8935577728203016e-11,4.2657744321288917e-15,3.516897455634419e-14
2.439592294632391e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.24380858600190644,0.65473786175707782,1.9452514086676456e-13,0.0,1.5637962695664742e-12,5.6133418974307588e-34,0.0,0.0,0.0,0.0,0.0,0.021979581578071578,0.00086423385610225935,0.00049645432691856309,1.0420362027564179e-07,0.0066310646389189255,1.8021620017748468e-07,1.0012633515163518e-07,5.970390346176764e-11,8.0918120280864255e-06,3.5738988492634075e-06,7.8224529699745352e-06,4.8233215503131817e-09,4.0536061382911902e-09,2.7761428569660673e-05,9.1141524904190022e-16,1.1566167929219096e-08,3.4481351968225161e-12,3.4481351993691826e-12,3.4481351993691943e-12,5.7761073552890675e-08,1.3493905352046036e-09,2.9719668411879373e-08,7.2123766817783981e-17,5.9215091607645062e-11,4.2846632247897125e-15,3.5297913144353438e-14
2.445914209405731e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.24378593155248804,0.65472733998753119,1.9522323766607509e-13,0.0,1.5673861620730846e-12,5.6182277091508747e-34,0.0,0.0,0.0,0.0,0.0,0.021996656013432654,0.00086338915869634155,0.0004956441018420096,1.039334989115995e-07,0.0066373635087135742,1.8083739814955667e-07,9.9774479034876788e-08,5.9436828584570382e-11,8.0957121542331671e-06,3.5773987818834456e-06,7.838298031302562e-06,4.8210063997674632e-09,4.0521615808699866e-09,2.7867999973725812e-05,9.1226635200451153e-16,1.1545159205445315e-08,3.4385602201245873e-12,3.4385602226621945e-12,3.4385602226621832e-12,5.7896138098868599e-08,1.3465060939116959e-09,2.978693200611423e-08,7.239947429532432e-17,5.9466774336266369e-11,4.3016641235573113e-15,3.5413857247052294e-14
2.4522361241790706e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.24376332687084337,0.65471683704210393,1.9592225149157219e-13,0.0,1.5709764039199093e-12,5.6231041080190848e-34,0.0,0.0,0.0,0.0,0.0,0.022013694591602313,0.00086254757138974733,0.00049483996055214353,1.0366534709043621e-07,0.0066436453416235447,1.8145906169011342e-07,9.942619368029854e-08,5.9172493125827017e-11,8.0995836452817183e-06,3.5808982773996686e-06,7.8541268681418919e-06,4.8186868320501553e-09,4.05071112594505e-09,2.7974602671896692e-05,9.1311511177234546e-16,1.1524264510635279e-08,3.4290434024943587e-12,3.4290434050230176e-12,3.4290434050230571e-12,5.8030923357223159e-08,1.3436368683491405e-09,2.9854068103232199e-08,7.2675256262767438e-17,5.9718569670731364e-11,4.3186658758815785e-15,3.5529705815151081e-14
