Time (s),Volume (m^3),n-heptane,Ar,He,Ne,N2,X(1),C2H4(2),C4H8-1(3),C4H8-2(4),C2H5X(5),H(6),C6H12-1(7),C6H12-2(8),C6H12-3(9),C6H12(10),C6H12(11),HX(80),C2H3X(137),C4H6(54),C4H5X(365),C4H5X(364),C2H6(343),C6H8(56),C6H7X(481),C6H8(455),C6H7X(480),C6H7X(479),C6H7X(636),C6H7X(635),C6H7X(634),C6H9X(441),C8H10(458),SX(1061),SX(1060),SX(1059),SX(1058),SX(1056),SX(1055),SX(931),C8H10(459),SX(1750),SX(1922)
5.074824112420776e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.26383290716713487,0.66514452246611511,2.0779944198504947e-16,0.0,1.2255716774595351e-13,1.0909303079309484e-34,0.0,0.0,0.0,0.0,0.0,0.0048563147095059172,0.00463277050750119,0.00011051402035177738,1.1745897535551117e-07,7.1595758729242287e-07,9.8519276844288771e-11,3.9640450955923684e-09,9.304835590704444e-12,1.7033979258525805e-11,1.3735445260900892e-11,1.3746703607892905e-11,3.6008690505222046e-14,1.8902154755059592e-14,4.6022058980186822e-14,9.993681146680577e-20,2.9965857846756303e-15,2.6703602117271095e-18,2.6703602165256356e-18,2.6703602165256356e-18,2.7478444705820945e-18,2.7161821585871084e-18,2.7320174374087164e-18,1.2140162890126804e-25,1.0181048928275879e-21,9.3422816016692455e-26,1.6777174889409452e-24
5.097040768790115e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.26383286919216981,0.66514394357105011,2.0882944337963672e-16,0.0,1.2257748857494391e-13,1.0918101212992849e-34,0.0,0.0,0.0,0.0,0.0,0.0048569015638457638,0.0046322137096170635,0.00011107388525379857,1.1806858678702403e-07,7.2326594037644043e-07,9.9011220056842555e-11,4.0054831655024875e-09,9.4156681276640169e-12,1.7292241979480807e-11,1.3951430174312317e-11,1.3962942339569131e-11,3.6616722584994682e-14,1.9223976578374236e-14,4.6952279485544788e-14,1.0120098304011547e-19,3.0590991327390948e-15,2.7324151072706719e-18,2.7324151121934201e-18,2.7324151121934201e-18,2.8196224594448752e-18,2.7869707060039588e-18,2.8033008318509414e-18,1.2385578829128528e-25,1.0437342773536901e-21,9.5786227047647762e-26,1.7241008232158921e-24
5.119257425159453e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2638328313024203,0.66514336489166803,2.0985949171770384e-16,0.0,1.2259780715967406e-13,1.0926781843045818e-34,0.0,0.0,0.0,0.0,0.0,0.0048574882393091585,0.0046316569688017893,0.00011163357687106474,1.186778640389948e-07,7.3061121427848915e-07,9.9503222229462918e-11,4.0471282672656021e-09,9.5271509833581665e-12,1.7553094962054989e-11,1.416966677254336e-11,1.4181437101211552e-11,3.7231647744675446e-14,1.9549495732570522e-14,4.789656757107217e-14,1.0183732841516958e-19,3.1225828943188058e-15,2.7955605926931362e-18,2.7955605977425856e-18,2.795560597742586e-18,2.8928964567076444e-18,2.8592295420932612e-18,2.8760673780486412e-18,1.2634705635285751e-25,1.0698780880245653e-21,9.8197309924977163e-26,1.7715176582802663e-24
5.1414740815287915e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.26383279348509231,0.66514278642152935,2.1088958695273917e-16,0.0,1.2261812349562801e-13,1.0935346825817783e-34,0.0,0.0,0.0,0.0,0.0,0.0048580747423243508,0.0046311002914330539,0.00011219309524641374,1.1928680707800958e-07,7.3799339753245512e-07,9.9995283344396675e-11,4.0889802084560876e-09,9.6392833757566643e-12,1.7816550671282492e-11,1.4390166272450951e-11,1.4402199159907591e-11,3.7853503975590685e-14,1.9878733255856941e-14,4.8855063957910079e-14,1.0295157854582537e-19,3.1870468827389536e-15,2.8598094398660792e-18,2.8598094450447411e-18,2.8598094450447411e-18,2.9676896900308263e-18,2.9329813617155817e-18,2.9503400373277869e-18,1.2887546915478809e-25,1.0965440196131251e-21,1.0065678115471851e-25,1.8199853912197299e-24
5.16369073789813e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.26383275572806147,0.66514220815452696,2.1191972903958847e-16,0.0,1.2263843757855972e-13,1.0943797988468591e-34,0.0,0.0,0.0,0.0,0.0,0.0048586610789859595,0.0046305436835518566,0.00011275244042418537,1.1989541588224675e-07,7.4541247867448338e-07,1.0048740338452146e-10,4.131038796770073e-09,9.7520645207070204e-12,1.8082621564038764e-11,1.4612939880450342e-11,1.4625239772590961e-11,3.8482329224600111e-14,2.021171016750139e-14,4.9827910042414506e-14,1.0438028288404516e-19,3.2525009558840939e-15,2.925174490146735e-18,2.9251744954571567e-18,2.9251744954571567e-18,3.0440256227132361e-18,3.0082490871677652e-18,3.0261420025526756e-18,1.3144205043187971e-25,1.1237398412893587e-21,1.0316536429722793e-25,1.8695216143958387e-24
5.185907394267468e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.26383271801983893,0.66514163008487159,2.1294991793438555e-16,0.0,1.2265874940448081e-13,1.0952137129418818e-34,0.0,0.0,0.0,0.0,0.0,0.0048592472550723197,0.0046299871508800423,0.00011331161245014088,1.2050369044094449e-07,7.5286844624309837e-07,1.0097958233331301e-10,4.1733038400274928e-09,9.8654936320397314e-12,1.8351320088798113e-11,1.483799879252206e-11,1.4850570186048376e-11,3.9118161394011786e-14,2.0548447467758542e-14,5.0815247895644426e-14,1.0493457501011368e-19,3.3189550161228093e-15,2.9916686542224899e-18,2.9916686596672518e-18,2.9916686596672518e-18,3.1219279547808587e-18,3.0850558691897675e-18,3.1034966991737494e-18,1.3404697982822982e-25,1.1514733987913866e-21,1.0572378999441098e-25,1.9201441164677515e-24
5.230340707006145e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2638326427068492,0.66514047451592739,2.1501043597841234e-16,0.0,1.2269936627055516e-13,1.0968486398843289e-34,0.0,0.0,0.0,0.0,0.0,0.004860419147146992,0.0046288743325527282,0.00011442943723631055,1.2171923683100067e-07,7.6789099482673606e-07,1.0196411689360903e-10,4.258452523282634e-09,1.0094292599687982e-11,1.8896649772535551e-11,1.5295017260673518e-11,1.5308145351738117e-11,4.0410997880044351e-14,2.1233287139652513e-14,5.2833970562962165e-14,1.0721436860630161e-19,3.4549029293179198e-15,3.1280963122251782e-18,3.128096317946504e-18,3.1280963179465044e-18,3.282527807328899e-18,3.2433803541406385e-18,3.2629591576066962e-18,1.3937261287943759e-25,1.2085854848655075e-21,1.1099312722936574e-25,2.0247200995711816e-24
5.270330688470954e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.26383257498870721,0.66513943512663165,2.1686506188525508e-16,0.0,1.227359136958912e-13,1.0982835095991731e-34,0.0,0.0,0.0,0.0,0.0,0.0048614733529025161,0.0046278731047093621,0.00011543488785021494,1.2281208556328672e-07,7.815373252019833e-07,1.0285039931092718e-10,4.3357904887694111e-09,1.0302419790972961e-11,1.9396557664540818e-11,1.5714261726620079e-11,1.5727906739758191e-11,4.1598893706252273e-14,2.1862713656260088e-14,5.4701821865497736e-14,1.0924660499093962e-19,3.5807762557027059e-15,3.2548737076087501e-18,3.2548737135881613e-18,3.2548737135881613e-18,3.4326674044330184e-18,3.3913729250104336e-18,3.4120255146984037e-18,1.4430015757662625e-25,1.2619056881538415e-21,1.1591346823820494e-25,2.1227360693026974e-24
5.310320669935763e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2638325072757573,0.6651383962995,2.1871983881986299e-16,0.0,1.2277245375703416e-13,1.0996847544553267e-34,0.0,0.0,0.0,0.0,0.0,0.0048625271154540024,0.00462687219660922,0.00011643977822120977,1.2390385162668049e-07,7.9530298947056817e-07,1.0373687235956079e-10,4.4137943853413302e-09,1.051263408504298e-11,1.9905172232942517e-11,1.6141084221478741e-11,1.6155261529264216e-11,4.281007936680782e-14,2.25046495517666e-14,5.6618866771406637e-14,1.090608608614641e-19,3.710045567015615e-15,3.3855133710012772e-18,3.3855133772476839e-18,3.3855133772476835e-18,3.5882616528854712e-18,3.5447226266375867e-18,3.5664977750156569e-18,1.4935783092408859e-25,1.3170936661389621e-21,1.2100698919483418e-25,2.2245573119413158e-24
5.350310651400572e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.26383243951999535,0.66513735801022256,2.2057476656501228e-16,0.0,1.2280898643856506e-13,1.1010533250754833e-34,0.0,0.0,0.0,0.0,0.0,0.0048635804590443183,0.0046258716320799467,0.00011744410865837395,1.249945352962287e-07,8.0918792088878662e-07,1.0462353596103078e-10,4.4924630969139266e-09,1.0724930836673239e-11,2.042256572326503e-11,1.6575549663853017e-11,1.6590274945530135e-11,4.4044774287185241e-14,2.3159216603475183e-14,5.8585958167833529e-14,1.1296404822489017e-19,3.8427702122990956e-15,3.5200930838514066e-18,3.5200930903739258e-18,3.5200930903739258e-18,3.7494574738276643e-18,3.7035728662529062e-18,3.7265211031756439e-18,1.5454707029698796e-25,1.3741979573857882e-21,1.2627821151770585e-25,2.330294803314462e-24
5.390300632865381e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.26383237167786899,0.66513632023670466,2.2242984491255731e-16,0.0,1.2284551172694124e-13,1.102390145284725e-34,0.0,0.0,0.0,0.0,0.0,0.0048646334057004803,0.004624871432713379,0.00011844787948057973,1.2608413692802713e-07,8.2319205274549718e-07,1.0551039004105318e-10,4.5717955088324308e-09,1.0939305386727148e-11,2.0948810292896752e-11,1.7017722863390638e-11,1.7033012107873294e-11,4.5303197419625331e-14,2.3826536384115162e-14,6.0603955983859372e-14,1.1653528981807023e-19,3.9790100014991252e-15,3.6586913429554452e-18,3.6586913497634073e-18,3.6586913497634065e-18,3.9164043597707392e-18,3.8680695288291087e-18,3.892243188362703e-18,1.5987068969255993e-25,1.4332679209107372e-21,1.317317335146341e-25,2.4400616610650476e-24
