Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),O(29),CH3X(55),C2H4(47),OH(D)X(68),COX(50),CH4OX(63),CHOX(53),C2H6X(52),acetyl(44),CH2(T)(34),C2H4X(222),CH2O2(186),C2H4X(70),CH2OX(54),CHO2X(213),CH2OH(40)
5.321026880516022e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4500345363807865,0.11643027684542114,0.022783805465544676,0.0,1.0963723456453177e-09,9.995197175258878e-07,2.0825520982299804e-08,3.555445423634034e-10,9.076444594744376e-13,4.696365931297666e-05,5.3023321534210216e-20,4.364862934199587e-05,1.0658134408086754e-14,1.3541718639116747e-12,1.1663465583481154e-16,9.922067928591633e-19,6.861612496275787e-08,4.021988934358749e-14,0.00219187140281036,7.539052871408046e-05,4.627985862687566e-06,7.141733749814124e-09,2.6590170789572867e-10,2.5189947829466226e-10,1.4151388521878195e-13,1.154655641581171e-13,9.366228745606815e-11,8.316058007270769e-07,1.6133431577193747e-10,1.109843122985851e-08,3.555072986040368e-08,1.4780518266839748e-10,6.219586602215709e-14,2.152714077640935e-13,6.535109630823784e-14,1.5199041242166712e-17,1.1268169295707247e-16,6.206846029019924e-13,2.445940200281701e-18,5.549499247360571e-11,1.8994871924808467e-16,3.6714674613323116e-19,1.1533285187787935e-20,1.1588612418848743e-15,7.700408866146958e-19,1.0373706098935006e-16
5.3617612260491825e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4500196957445135,0.11641570809550213,0.022783517922057423,0.0,1.1322222707664807e-09,1.0147799298246356e-06,2.139614262755283e-08,3.6374052479121024e-10,9.290127545895856e-13,4.7323091754230516e-05,5.512649392419331e-20,4.3959280912242825e-05,1.0912844673955285e-14,1.4023561391788031e-12,1.2095268124236909e-16,1.0267058993710362e-18,7.006039676313124e-08,4.14969777212444e-14,0.0022060699480715086,7.596288389470327e-05,4.6871815915220285e-06,7.287551645896642e-09,2.6793567100734117e-10,2.5341110701720924e-10,1.4546708663853385e-13,1.1615951246568705e-13,9.596355773993472e-11,8.417797691117519e-07,1.6459877206932716e-10,1.1310515620609474e-08,3.607855022277608e-08,1.489322726505535e-10,6.418207351193533e-14,2.1979779751919474e-13,6.71411419450473e-14,1.5739682483926398e-17,1.1643602086064614e-16,6.369542219577806e-13,2.532203548732447e-18,5.637950442195559e-11,1.9748665344428198e-16,3.7298866787539603e-19,1.1899111876352665e-20,1.1886767156047497e-15,8.016892611226216e-19,1.0756962380582943e-16
5.402495571582343e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45000488988157816,0.1164011743397433,0.022783230401288754,0.0,1.1690388411863279e-09,1.0301600799839287e-06,2.197811150546288e-08,3.720610165980913e-10,9.507200195589556e-13,4.7682521424477226e-05,5.729595680073271e-20,4.426960468749564e-05,1.1171611387429162e-14,1.4519258984511252e-12,1.253954521493567e-16,1.0621403360925669e-18,7.152673763665944e-08,4.280433831337038e-14,0.002220233437718482,7.65351537320039e-05,4.746688224832524e-06,7.435230721705331e-09,2.6996956727912157e-10,2.549227241552139e-10,1.495112414939743e-13,1.1685349511539804e-13,9.830539731622345e-11,8.520062737926622e-07,1.679052800234529e-10,1.1524834825808577e-08,3.660998878722396e-08,1.5005929083701063e-10,6.621563145197251e-14,2.243932105372668e-13,6.896674508983859e-14,1.6295858073076693e-17,1.2028692750952097e-16,6.535112944155808e-13,2.6208463551097827e-18,5.727152348264856e-11,2.0526156203152156e-16,3.788800226819925e-19,1.2273595814394291e-20,1.219012664221552e-15,8.3439372001312645e-19,1.1151661641355217e-16
5.443229917115504e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4499901187074156,0.11638667549170553,0.022782942903226716,0.0,1.2068427880050413e-09,1.0456604061528032e-06,2.2571569070829256e-08,3.805069416251952e-10,9.727691239355143e-13,4.804194829668657e-05,5.95332678375928e-20,4.457960127161186e-05,1.1434467415822979e-14,1.5029121581302962e-12,1.2996555993580985e-16,1.0985284280945134e-18,7.301537231386375e-08,4.4142449000415366e-14,0.0022343619582193787,7.710733785988696e-05,4.80650435822849e-06,7.584779418680874e-09,2.720033965642026e-10,2.564343273668794e-10,1.5364805275040501e-13,1.175475122116591e-13,1.006882110239268e-10,8.622851688089243e-07,1.7125406968651655e-10,1.1741393128747538e-08,3.714503990255958e-08,1.5118623737771245e-10,6.829729157629558e-14,2.2905834710651807e-13,7.082834770149498e-14,1.686791531669097e-17,1.2423615813230495e-16,6.70358398147548e-13,2.7119162106001367e-18,5.8171062989702446e-11,2.132789644084958e-16,3.848208969183845e-19,1.2656873309022466e-20,1.2498739394425775e-15,8.681810963194462e-19,1.155807002302513e-16
5.483964262648665e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4499753821376855,0.11637221146516359,0.022782655427859465,0.0,1.2456551640516053e-09,1.0612811506456785e-06,2.3176657466263308e-08,3.8907922337841614e-10,9.951629426570095e-13,4.840137234395189e-05,6.184000900399577e-20,4.4889271266752e-05,1.170144564283246e-14,1.5553464453924659e-12,1.3466562840153376e-16,1.1358887230656517e-18,7.452652650476655e-08,4.551179149127854e-14,0.0022484555958283145,7.767943591016024e-05,4.866628579277652e-06,7.736206095373003e-09,2.740371587169237e-10,2.579459181287383e-10,1.5787924735167805e-13,1.1824156487551835e-13,1.0311239824371078e-10,8.726163075230221e-07,1.746453702398539e-10,1.1960194822521448e-08,3.768369792808323e-08,1.523131124218093e-10,7.042781167517862e-14,2.337939105334571e-13,7.27263938626184e-14,1.7456207228618866e-17,1.2828542177182936e-16,6.874981102576962e-13,2.805461324359619e-18,5.907813634411936e-11,2.2154446398570408e-16,3.9081137663403606e-19,1.3049081650516704e-20,1.2812654013111569e-15,9.030795267031258e-19,1.1976458238684602e-16
5.524698608181826e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4499606800882722,0.1163577821741055,0.022782367975175244,0.0,1.2854973464036647e-09,1.0770225599313392e-06,2.37935195182772e-08,3.977787850282666e-10,1.0179043560788663e-12,4.876079353948973e-05,6.421778675440047e-20,4.5198615273378995e-05,1.1972578968477235e-14,1.6092608036183796e-12,1.3949831387676073e-16,1.1742399923073977e-18,7.60604268879277e-08,4.69128513249831e-14,0.0022625144365859607,7.825144751254905e-05,4.927059467530438e-06,7.88951902629786e-09,2.7607085359180823e-10,2.5945749862649997e-10,1.622065761775994e-13,1.1893565504761024e-13,1.0557836353442847e-10,8.829995426171428e-07,1.7807940998170507e-10,1.2181244211717578e-08,3.822595723355436e-08,1.5343991611819456e-10,7.260795559780148e-14,2.386006071083532e-13,7.466132976712669e-14,1.806109258987654e-17,1.3243651985071032e-16,7.049330070666349e-13,2.9015304806898052e-18,5.99927570147723e-11,2.3006374878697707e-16,3.9685154922081356e-19,1.345035922230715e-20,1.3131919182537373e-15,9.391167041630173e-19,1.2407101624437086e-16
5.565432953714987e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44994601247528354,0.11634338753273217,0.022782080545162384,0.0,1.3263910388900075e-09,1.0928848846214911e-06,2.442229873337067e-08,4.066065494097499e-10,1.0409962500074884e-12,4.9120211856639644e-05,6.666823221829854e-20,4.5507633890257745e-05,1.2247900309044069e-14,1.6646877978359091e-12,1.4446630533122056e-16,1.2136012317222573e-18,7.761730109943091e-08,4.834611787234515e-14,0.0022765385663200723,7.882337229470976e-05,4.987795594570062e-06,8.044726401569695e-09,2.7810448104377693e-10,2.6096906372364067e-10,1.6663181405094336e-13,1.196297823206864e-13,1.0808651658952217e-10,8.934347261051258e-07,1.8155641631269957e-10,1.2404545614063078e-08,3.8771812199162616e-08,1.5456664861588507e-10,7.483849325489937e-14,2.434791460705719e-13,7.66336037078699e-14,1.868293600922436e-17,1.3669130103912123e-16,7.22665664096966e-13,3.0001730309827853e-18,6.091493853929385e-11,2.388425920502993e-16,4.02941503087912e-19,1.3860845668344755e-20,1.3456583671277134e-15,9.763200678921945e-19,1.2850280191285742e-16
5.606167299248148e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44993137921505016,0.11632902745545665,0.022781793137809307,0.0,1.3683582745819502e-09,1.1088683794588378e-06,2.506313929408935e-08,4.15563439022235e-10,1.0644415157339613e-12,4.9479627268863775e-05,6.919300139002789e-20,4.581632771445451e-05,1.252744259703057e-14,1.7216605201827522e-12,1.4957232448065624e-16,1.2539916627958117e-18,7.919737772180117e-08,4.981208433763697e-14,0.0022905280706460238,7.939520988224258e-05,5.048835524018296e-06,8.20183632740761e-09,2.801380409293123e-10,2.6248061505158475e-10,1.7115676039691162e-13,1.203239472905909e-13,1.1063725042608406e-10,9.039217093440523e-07,1.8507661575041196e-10,1.2630103362032214e-08,3.932125721549916e-08,1.5569331006290168e-10,7.7120200621402e-14,2.484302395737198e-13,7.864366606419263e-14,1.9322107983983583e-17,1.4105144979823838e-16,7.406986560592996e-13,3.1014389930133796e-18,6.184469452496767e-11,2.4788685282792124e-16,4.090813247380589e-19,1.4280681493359443e-20,1.378669633270031e-15,1.014720169240135e-18,1.3306278677215862e-16
5.636922951121744e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44992035337458897,0.11631820801516875,0.022781576151649045,0.0,1.4007696670478349e-09,1.1210168358060782e-06,2.555507248400603e-08,4.22412272197593e-10,1.0823792829996282e-12,4.975099473769333e-05,7.114954286788082e-20,4.60491859755832e-05,1.2741322039801589e-14,1.7657211945591856e-12,1.5352064703993478e-16,1.2851813646627952e-18,8.040589530919215e-08,5.0940900575109233e-14,0.0023010676766452723,7.982690640165732e-05,5.095122906219136e-06,8.321724449292305e-09,2.8167339474484037e-10,2.636218746231246e-10,1.746404011409271e-13,1.2084808922882537e-13,1.1259158933824944e-10,9.118739251350425e-07,1.8776322675201933e-10,1.2801903810177353e-08,3.973847985365743e-08,1.565439262418329e-10,7.88773361794055e-14,2.522169695497233e-13,8.01866353308771e-14,1.9816411845365022e-17,1.4441444201455342e-16,7.545146585752199e-13,3.1796667262871356e-18,6.255171494295745e-11,2.548950074916798e-16,4.1375016816844156e-19,1.46039506888286e-20,1.4039580747990318e-15,1.0445238737524059e-18,1.3659241018146081e-16
5.667678602995341e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.449909347034204,0.11630740819350364,0.02278135917839499,0.0,1.4338155495904399e-09,1.1332346281065924e-06,2.605402665296089e-08,4.293356383231299e-10,1.1005213972318595e-12,5.002236052412623e-05,7.315014496524981e-20,4.62818596771143e-05,1.2957640689741614e-14,1.810696875783676e-12,1.5755042277011918e-16,1.3169773169149598e-18,8.162786986214596e-08,5.208885671721965e-14,0.0023115876290988767,8.025855283665737e-05,5.141582029291533e-06,8.442705152628275e-09,2.832087098994586e-10,2.6476312544588074e-10,1.7818271600355393e-13,1.2137225405280628e-13,1.1457061214896408e-10,9.198555207950676e-07,1.9047468625784256e-10,1.2974994891083316e-08,4.015774347489187e-08,1.5739450206478327e-10,8.066442666069496e-14,2.560457771131616e-13,8.175160006183206e-14,2.03209729768934e-17,1.4783941749753036e-16,7.68504447953355e-13,3.259440788083887e-18,6.326306704602286e-11,2.620604482286659e-16,4.1844752948944935e-19,1.4932691880595155e-20,1.4295619997799215e-15,1.0750382235631923e-18,1.4019802996793234e-16
5.6984342548689375e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4498983601581342,0.11629662795386239,0.02278114221804225,0.0,1.467505783744139e-09,1.1455218706617384e-06,2.6560064617985658e-08,4.3633393408058837e-10,1.1188691091852104e-12,5.0293724616878376e-05,7.519554901611457e-20,4.6514349074111436e-05,1.3176412739916303e-14,1.8566024158146502e-12,1.616628604691748e-16,1.3493880504515703e-18,8.286340081691096e-08,5.325616939607181e-14,0.0023220879646178422,8.069014902379283e-05,5.1882122660361174e-06,8.564781829691186e-09,2.8474398633204984e-10,2.6590436800578734e-10,1.8178450730360465e-13,1.2189644161204466e-13,1.1657448474947655e-10,9.278664316012842e-07,1.9321109073895282e-10,1.3149378489379081e-08,4.05790456765272e-08,1.582450375951103e-10,8.248181293718519e-14,2.599169720200116e-13,8.333875644806995e-14,2.0835957644611738e-17,1.5132708318261415e-16,7.826691314544624e-13,3.340783397910538e-18,6.397875677175485e-11,2.69385795347835e-16,4.231734460169509e-19,1.5266966756719962e-20,1.4554835206697598e-15,1.106277412733736e-18,1.4388092632898533e-16
5.729189906742534e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4498873927106903,0.11628586725971447,0.02278092527058597,0.0,1.5018503408269771e-09,1.1578786791005833e-06,2.707324941128115e-08,4.4340755604249525e-10,1.1374236714361223e-12,5.05650870047052e-05,7.728650465159702e-20,4.674665442108565e-05,1.3397652388596504e-14,1.9034528441794672e-12,1.6585917969439873e-16,1.3824221705858239e-18,8.4112587904562e-08,5.444305649144789e-14,0.0023325687197447574,8.112169479896178e-05,5.235012986688942e-06,8.68795784482918e-09,2.8627922398190706e-10,2.670456048256892e-10,1.854465854324596e-13,1.2242065323304143e-13,1.1860337926360755e-10,9.359065926103959e-07,1.9597253637508348e-10,1.3325056496218734e-08,4.1002384059235623e-08,1.5909553289589614e-10,8.432983785452022e-14,2.6383086493319917e-13,8.494830134433399e-14,2.1361534097951882e-17,1.5487824096613167e-16,7.970098160609411e-13,3.4237169602286075e-18,6.469879008140129e-11,2.768736977287957e-16,4.2792795631890242e-19,1.5606837361374573e-20,1.481724752738661e-15,1.138254697947788e-18,1.4764239542272835e-16
5.756869993428771e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4498775385900263,0.11627619931624068,0.02278073002889781,0.0,1.5333282185339421e-09,1.1690593821607342e-06,2.7541278532158545e-08,4.4983854739217407e-10,1.1543006711958138e-12,5.080931168677628e-05,7.920793762144507e-20,4.695557208050081e-05,1.3598889608185844e-14,1.9464386753010663e-12,1.6970860235552028e-16,1.4126930466892777e-18,8.524861494019936e-08,5.5528172086797386e-14,0.0023419846882711953,8.151004275822975e-05,5.277278876473977e-06,8.79975895019415e-09,2.876609046572523e-10,2.680727104357432e-10,1.8879467710021384e-13,1.228924644614284e-13,1.2045092845166595e-10,9.431676925927934e-07,1.9847932688172072e-10,1.3484274990253745e-08,4.138512755813814e-08,1.5986094432264333e-10,8.601954127097733e-14,2.673901328373793e-13,8.641619715991788e-14,2.18437495510208e-17,1.5812931548257241e-16,8.100678278462913e-13,3.4997360726824515e-18,6.535053877053961e-11,2.8375400705845685e-16,4.3223149626336603e-19,1.5917556963294452e-20,1.505616965206461e-15,1.167675144801258e-18,1.5109598153251788e-16
5.784550080115008e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44986770015178273,0.11626654714854734,0.022780534797648362,0.0,1.5653516889341743e-09,1.1802966144756788e-06,2.80151940650979e-08,4.563311630501693e-10,1.1713471514790012e-12,5.105353497063983e-05,8.116743959964318e-20,4.716434104986353e-05,1.3802147445214525e-14,1.9902133942823473e-12,1.7362786989296248e-16,1.4434822752862571e-18,8.639585757580189e-08,5.662948104591988e-14,0.002351384852767683,8.189834962981563e-05,5.3196818833938175e-06,8.912455634259199e-09,2.8904255382509817e-10,2.6909980969574566e-10,1.9219286604366406e-13,1.233642952283148e-13,1.2231901183918145e-10,9.504523848278435e-07,2.0100654807028456e-10,1.3644544881169086e-08,4.176951667855116e-08,1.6062632326070465e-10,8.773459400695045e-14,2.7098446622426466e-13,8.790253209186489e-14,2.233480773017566e-17,1.614330651643032e-16,8.232701035474052e-13,3.577078754550038e-18,6.600581499013098e-11,2.907701265855792e-16,4.365582568835891e-19,1.6232905483767428e-20,1.5297714054081248e-15,1.1977140007636069e-18,1.546152421278968e-16
5.809462158132622e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44985885894445093,0.11625787366402139,0.022780359098446095,0.0,1.5946454908767825e-09,1.1904585279911163e-06,2.844678926850113e-08,4.622274446821007e-10,1.1868346474142467e-12,5.127333472394154e-05,8.296400633504768e-20,4.735210614470096e-05,1.3986815689996764e-14,2.0302945029725483e-12,1.7721568125971072e-16,1.4716410847936914e-18,8.743802586889528e-08,5.763463783862531e-14,0.0023598315102703613,8.224779058430061e-05,5.357961441007142e-06,9.014650348739339e-09,2.9028601110097863e-10,2.700241940105667e-10,1.952945713384836e-13,1.237889602844087e-13,1.2401794923013126e-10,9.57028739726765e-07,2.032985728111037e-10,1.3789687879013117e-08,4.211687245335488e-08,1.6131513656498455e-10,8.930002507290327e-14,2.7424953595712393e-13,8.925611870440743e-14,2.2784425423599363e-17,1.6445198553661413e-16,8.352761638207627e-13,3.6478326522475095e-18,6.659858325908294e-11,2.972023970258226e-16,4.404722188569097e-19,1.6520714906488205e-20,1.5517358856256472e-15,1.2252856662126648e-18,1.578395369213194e-16
5.8318830283484735e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4498509126852362,0.11625007841918389,0.022780200976388897,0.0,1.6213975154703093e-09,1.1996435126831206e-06,2.8839361745150498e-08,4.675771501383249e-10,1.2008919556703821e-12,5.147115352308835e-05,8.460801442957234e-20,4.752099199335771e-05,1.4154429909357036e-14,2.06692858498576e-12,1.8049426692290848e-16,1.4973513511743681e-18,8.838383973423287e-08,5.85507031757363e-14,0.002367422591234019,8.256225883116727e-05,5.392507401041177e-06,9.107248914932261e-09,2.914051007719848e-10,2.7085613535432476e-10,1.9812159075162944e-13,1.241711729477916e-13,1.2556137846426245e-10,9.629637359966304e-07,2.053756342337918e-10,1.3921046529563322e-08,4.2430630070802484e-08,1.619350460981119e-10,9.072679841007077e-14,2.772126793246962e-13,9.0487304521536e-14,2.3195370370738983e-17,1.6720628656111953e-16,8.461825722826378e-13,3.71244954300878e-18,6.713452339399526e-11,3.0308808469069386e-16,4.440109032473389e-19,1.6783008865412018e-20,1.5716875293396908e-15,1.2505410882499188e-18,1.607881583390245e-16
5.8543038985643254e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.449842976669332,0.11624229347780417,0.022780042861174382,0.0,1.6485209482278645e-09,1.2088657422693258e-06,2.9235878994093274e-08,4.729678008230677e-10,1.2150620922903674e-12,5.166897139048009e-05,8.627801059816511e-20,4.7689780613777405e-05,1.432338828361044e-14,2.1041005832337597e-12,1.8382030919027744e-16,1.5234132134585304e-18,8.933714277350726e-08,5.947768123378679e-14,0.0023750033502208433,8.287669990468667e-05,5.427142495493864e-06,9.200439298774632e-09,2.9252416969301007e-10,2.7168807240028763e-10,2.0098256731735305e-13,1.2455339901118235e-13,1.2711850414102885e-10,9.68914125985405e-07,2.0746622348491448e-10,1.4053097487193143e-08,4.2745464286137086e-08,1.6255493439684576e-10,9.217065706949448e-14,2.8019923597948807e-13,9.173084647445359e-14,2.361234456017207e-17,1.6999621574709663e-16,8.571850658211352e-13,3.777964784942898e-18,6.767278578165108e-11,3.090664461626945e-16,4.475648735093462e-19,1.7048422003501155e-20,1.5918139757558634e-15,1.2762200083672493e-18,1.6378162496581153e-16
5.876724768780177e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4498350508830556,0.11623451882586659,0.022779884752800728,0.0,1.6760198771845403e-09,1.218125264201049e-06,2.9636365862920855e-08,4.783995501562933e-10,1.2293455462759156e-12,5.186678832183951e-05,8.797430228015564e-20,4.785847210344812e-05,1.4493696323869615e-14,2.1418166869134974e-12,1.8719430238201792e-16,1.5498301569796062e-18,9.029797420158511e-08,6.041565894160662e-14,0.0023825738012510553,8.319111373998973e-05,5.461866475287857e-06,9.294222746560194e-09,2.9364321784088474e-10,2.7252000568279135e-10,2.0387783142926436e-13,1.2493563905995482e-13,1.286893942554604e-10,9.748798841101876e-07,2.0957037721700175e-10,1.4185841499842594e-08,4.306137417651428e-08,1.631748014854356e-10,9.363173785947844e-14,2.8320932805252595e-13,9.298682214736312e-14,2.4035417267914996e-17,1.7282210557650168e-16,8.682840727262764e-13,3.8443874595008064e-18,6.821337278063159e-11,3.151385661799373e-16,4.511341450925728e-19,1.7316979098968318e-20,1.6121160501250725e-15,1.3023276622926811e-18,1.668204719483857e-16
5.899145638996029e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4498271353127443,0.11622675444937465,0.022779726651266118,0.0,1.7038984223708687e-09,1.227422126298281e-06,3.004084725829691e-08,4.838725515270715e-10,1.2437428071586035e-12,5.20646043129004e-05,8.969719933809405e-20,4.802706655970169e-05,1.4665359542694962e-14,2.180083137710256e-12,1.9061674389729068e-16,1.5766056884827955e-18,9.126637331181212e-08,6.13647235810899e-14,0.002390133958325772,8.3505500272029e-05,5.496679090642829e-06,9.388600496511758e-09,2.9476224519255244e-10,2.733519346996896e-10,2.0680771575688414e-13,1.2531789317758638e-13,1.3027411649638522e-10,9.808609847311691e-07,2.1168813199769827e-10,1.4319279317863259e-08,4.337835882002307e-08,1.6379464738809333e-10,9.511017814685011e-14,2.862430779159279e-13,9.425530930656168e-14,2.446465835614966e-17,1.7568429228695349e-16,8.794800212050955e-13,3.911726694795468e-18,6.875628675657977e-11,3.2130553780009576e-16,4.547187334399105e-19,1.7588705036565188e-20,1.63259457851525e-15,1.3288693539033655e-18,1.6990523916537087e-16
5.921566509211881e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44981922994475515,0.11621900033435086,0.02277956855656874,0.0,1.7321607359285398e-09,1.2367563767488683e-06,3.044934814575235e-08,4.893869582935693e-10,1.2582543650017622e-12,5.2262419359407526e-05,9.144701406734726e-20,4.819556407971366e-05,1.483838345409204e-14,2.218906230080242e-12,1.9408813421885677e-16,1.6037433361716442e-18,9.22423794754329e-08,6.232496278727611e-14,0.0023976838354270364,8.381985943557985e-05,5.531580091078606e-06,9.483573778679045e-09,2.9588125172497303e-10,2.7418385890183596e-10,2.0977255528850302e-13,1.257001608716517e-13,1.3187273411533934e-10,9.868574021549785e-07,2.1381952430864112e-10,1.4453411694081735e-08,4.369641729568431e-08,1.6441447212906261e-10,9.660611585708921e-14,2.893006081810855e-13,9.553638589978764e-14,2.4900138276364737e-17,1.7858306535304955e-16,8.907733393811769e-13,3.9799916833938516e-18,6.930153008224631e-11,3.2756846243038563e-16,4.583186534268473e-19,1.7863624756961485e-20,1.6532503878141577e-15,1.3558511348509445e-18,1.7303647125446997e-16
5.943987379427733e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4498113347654656,0.11621125646683678,0.022779410468706802,0.0,1.760811002225443e-09,1.2461280641076795e-06,3.086189354948033e-08,4.949429237830462e-10,1.2728807104023856e-12,5.246023345711667e-05,9.322406120569579e-20,4.836396476050329e-05,1.5012773573508937e-14,2.2582923115335293e-12,1.9760897691753613e-16,1.6312466497544402e-18,9.322603214100682e-08,6.329646454843135e-14,0.0024052234465178363,8.413419116524083e-05,5.5665692254033095e-06,9.579143815007735e-09,2.9700023741513833e-10,2.7501577942041167e-10,2.1277268744048432e-13,1.2608244293460012e-13,1.334853144165107e-10,9.928691106246678e-07,2.1596459054410289e-10,1.4588239383862148e-08,4.401554868344938e-08,1.650342757325254e-10,9.811968947445663e-14,2.923820416968465e-13,9.683013005558383e-14,2.534192807250867e-17,1.8151875156579016e-16,9.021644552942009e-13,4.04919168566721e-18,6.98491051375356e-11,3.3392844985752705e-16,4.619339205830334e-19,1.8141763325280643e-20,1.6740843057322193e-15,1.3832784837179154e-18,1.762147176396683e-16
5.966408249643585e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44980344976127296,0.116203522832893,0.022779252387678504,0.0,1.7898534379703873e-09,1.2555372372957574e-06,3.1278508552128984e-08,5.00540601291848e-10,1.2876223344930448e-12,5.265804660179456e-05,9.502865794293102e-20,4.853226869893349e-05,1.5188535417833717e-14,2.2982477829172802e-12,2.0117977865669867e-16,1.6591192004904755e-18,9.421737083382356e-08,6.427931720612919e-14,0.0024127528055421384,8.444849539543447e-05,5.601646241723417e-06,9.675311819363794e-09,2.9811920224015637e-10,2.758476962344871e-10,2.1580845193976793e-13,1.2646474020087456e-13,1.3511192907936605e-10,9.988960843224261e-07,2.181233670110224e-10,1.4723763145167836e-08,4.433575206419866e-08,1.6565405822256816e-10,9.96510380421228e-14,2.9548750154766846e-13,9.813662008264799e-14,2.5790099384136923e-17,1.8449173511523734e-16,9.136537968995021e-13,4.1193359987276886e-18,7.039901430955171e-11,3.403866182776894e-16,4.655645510793382e-19,1.842314596400317e-20,1.6950971608053613e-15,1.4111561905004625e-18,1.794405325584748e-16
5.988829119859437e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4497955749185942,0.11619579941859907,0.022779094313482066,0.0,1.8192922923271081e-09,1.2649839455994629e-06,3.169921829459398e-08,5.061801440854006e-10,1.3024797289438198e-12,5.285585878921892e-05,9.686112393045256e-20,4.8700475991710834e-05,1.5365674505391777e-14,2.3387790986992893e-12,2.0480104919684555e-16,1.687364581236079e-18,9.52164351553199e-08,6.527360945533167e-14,0.0024202719264249085,8.476277206040823e-05,5.63681088746306e-06,9.772078997410197e-09,2.992381461772088e-10,2.766796075260883e-10,2.1888019076270743e-13,1.2684705131099423e-13,1.3675263887200029e-10,1.0049382973857174e-06,2.202958899299374e-10,1.4859983738622008e-08,4.4657026519740134e-08,1.6627381962330895e-10,1.012003011622962e-13,2.986171110517677e-13,9.945593446916606e-14,2.6244724449558195e-17,1.87502293826024e-16,9.252417920676374e-13,4.190433975055652e-18,7.095125999264457e-11,3.4694409432641517e-16,4.692105595784096e-19,1.870779790591032e-20,1.7162897823978857e-15,1.4394907830147587e-18,1.8271447508921408e-16
6.011249990075289e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4497877102238665,0.11618808621005351,0.022778936246115714,0.0,1.8491318470272316e-09,1.2744682386696037e-06,3.212404797581128e-08,5.118617053982058e-10,1.3174533859642378e-12,5.305367001517836e-05,9.872178129086616e-20,4.886858673538556e-05,1.5544196355943353e-14,2.379892767251958e-12,2.084733013998946e-16,1.7159864064904813e-18,9.62232647824934e-08,6.627943034446996e-14,0.002427780823072139,8.507702109423505e-05,5.672062909334716e-06,9.869446546586351e-09,3.0035706920348516e-10,2.7751151511815927e-10,2.2198824839026154e-13,1.2722937708359172e-13,1.3840750864398076e-10,1.010995723887052e-06,2.2248219543441514e-10,1.4996901927567437e-08,4.49793711328079e-08,1.6689355995886536e-10,1.0276761899635111e-13,3.0177099375930513e-13,1.0078815188215862e-13,2.6705876108997455e-17,1.9055072588912565e-16,9.369288685839688e-13,4.262495060681548e-18,7.150584458845583e-11,3.536020131085235e-16,4.728719614641702e-19,1.8995744479657468e-20,1.7376630007053532e-15,1.4682882774163476e-18,1.8603710917836132e-16
