Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),CH3X(55),C2H4(47),COX(50),O(29),CHOX(53),acetyl(44),C2H4X(215),C2H6X(52),C2H4X(70),CH4OX(63),CO2X(24)
6.155513319961336e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.443696662613147,0.11033166987734241,0.0223952845180056,1.2578348363523689e-09,3.4450178991496257e-06,0.0002233701516114211,6.136779765897455e-05,4.771836710909727e-07,1.942914708351469e-16,0.0005288804692120633,1.116624758931363e-14,0.0002839141348414051,1.835222553353544e-11,1.2859648353318763e-08,3.102588909777707e-12,3.859878094948016e-14,4.233194175696242e-06,8.070090465868677e-10,0.007733673049838754,0.0007807462047207162,7.841350397856794e-05,1.4574668383862242e-07,2.9464210133405834e-09,6.721527385790121e-09,4.502920621580423e-12,7.392088753834243e-08,1.3309212901592161e-05,4.915149459273602e-09,1.664520824276352e-10,4.237609608227811e-06,1.6421081910297183e-09,1.2745801515565616e-09,1.9046407060034646e-10,2.601841446823983e-06,1.7511322144636362e-13,8.121582706401174e-14,3.274286996627576e-11,1.263094854841545e-09,2.281705670883656e-16,1.4275032355393348e-13,1.8730101640552797e-12
6.192268302213382e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.443688412508084,0.11032389234956964,0.02239277682602155,1.2846260809926246e-09,3.507924714197966e-06,0.0002259473704068233,6.221995085127944e-05,4.852426312188024e-07,1.9916021834663964e-16,0.000531861227482071,1.1491252581648819e-14,0.00028468499214235764,1.8674618810462855e-11,1.3151498727079565e-08,3.1547860231226076e-12,3.941669990658893e-14,4.277848576574438e-06,8.262680053118223e-10,0.0077375934185445775,0.0007847785623250252,7.865142804255804e-05,1.4694619361802667e-07,2.9626969875369297e-09,6.758399016629916e-09,4.5292966123549746e-12,7.418722616685729e-08,1.3316503077279129e-05,4.959349502648933e-09,1.6943649765115826e-10,4.288189707860442e-06,1.6513329859978154e-09,1.305013411935248e-09,1.9310555931723906e-10,2.6235259685153316e-06,1.7722736121627338e-13,8.280770113780622e-14,3.3664398518424614e-11,1.284757747246116e-09,2.336114343436326e-16,1.4598756349222548e-13,1.8997027685768077e-12
6.229023284465429e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44368026283753864,0.1103162062408339,0.02239026942240963,1.3117974877732725e-09,3.571538240265686e-06,0.0002285352053598851,6.307695407903542e-05,4.933843944213498e-07,2.0411421649879873e-16,0.0005348389582824885,1.1823541425163372e-14,0.0002854494396658006,1.9000525900104744e-11,1.3448015460555481e-08,3.2074016873398145e-12,4.024554796636087e-14,4.3226579064426185e-06,8.458624287461507e-10,0.007741420537802504,0.0007888046223117857,7.888841059679854e-05,1.4814732683494102e-07,2.978952417903451e-09,6.795232488925297e-09,4.555638709920075e-12,7.445200160292476e-08,1.3323629717542948e-05,5.003661547460087e-09,1.724538108075469e-10,4.3389869813010105e-06,1.6605484129597422e-09,1.335977067922897e-09,1.9576204962572831e-10,2.6452125181682576e-06,1.7935296973477034e-13,8.441830105973599e-14,3.460567967621198e-11,1.3066471676198364e-09,2.3914699799627984e-16,1.4927652193106694e-13,1.9265991936226926e-12
6.265778266717475e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4436722115235899,0.11030860951846917,0.022387762306728468,1.3393519449229965e-09,3.635861554917942e-06,0.00023113360712823187,6.393879490088006e-05,5.016092026230902e-07,2.091543144809547e-16,0.0005378136501810225,1.2163226512935112e-14,0.0002862075317779058,1.9329958867714557e-11,1.3749240114205302e-08,3.2604349058644255e-12,4.1085379162451985e-14,4.367621079066877e-06,8.657959252603038e-10,0.007745156456020079,0.000792824396705004,7.912446258899796e-05,1.4935006866732377e-07,2.9951872470011173e-09,6.832027666936518e-09,4.581947431735126e-12,7.47152568479886e-08,1.3330600362107658e-05,5.0480863330987746e-09,1.7550416104083409e-10,4.3900004007847185e-06,1.6697544353917111e-09,1.3674768281960188e-09,1.984335029404551e-10,2.6669003713132476e-06,1.8149007804442518e-13,8.60476971996044e-14,3.556699935620909e-11,1.3287638020272824e-09,2.447782756011615e-16,1.5261765896780673e-13,1.9537000250940385e-12
6.302533248969521e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44366425653423425,0.11030110019469537,0.022385255478553908,1.3672923488230629e-09,3.700897725772715e-06,0.00023374252674343256,6.480546119883317e-05,5.09917294787528e-07,2.1428136388223834e-16,0.0005407852918748351,1.2510421092917358e-14,0.00028695932238019815,1.9662929643629022e-11,1.4055214264439586e-08,3.313884687239366e-12,4.193624728797445e-14,4.412737013599747e-06,8.860721150449463e-10,0.007748803176613107,0.0007968378971666016,7.935959473618242e-05,1.5055440432086852e-07,3.011401418140155e-09,6.868784416402847e-09,4.608223276780833e-12,7.497703336861644e-08,1.3337422211113828e-05,5.092624567485931e-09,1.7858768700822524e-10,4.4412289465834445e-06,1.6789510171625855e-09,1.399518420155884e-09,2.011198816739953e-10,2.688588812282623e-06,1.8363871644193653e-13,8.769595969605582e-14,3.654864541188044e-11,1.3511083282865544e-09,2.5050628802916334e-16,1.5601143486693621e-13,1.9810058405880178e-12
6.339288231221567e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4436563958823644,0.1102936763256297,0.022382748937478554,1.3956216038872688e-09,3.7666498104908955e-06,0.00023636191560540194,6.567694116630773e-05,5.183089069235158e-07,2.1949621869338864e-16,0.0005437538721900987,1.2865239264224181e-14,0.0002877048649136446,1.9999450023457677e-11,1.4365979501710531e-08,3.367750045022746e-12,4.279820589984791e-14,4.458004634545735e-06,9.066946299710937e-10,0.007752362658994517,0.000800845135009466,7.95938175323819e-05,1.5176031903222407e-07,3.0275948753770986e-09,6.905502604541515e-09,4.634466725832156e-12,7.523737113686778e-08,1.3344102137249997e-05,5.1372769274065225e-09,1.8170452688010698e-10,4.492671606871025e-06,1.68813812253367e-09,1.432107589707153e-09,2.0382114919968963e-10,2.7102771341260715e-06,1.8579891447055008e-13,8.936315845323306e-14,3.7550907624540655e-11,1.37368141598594e-09,2.563320594275131e-16,1.5945831003883568e-13,2.0085172092009384e-12
6.376043213473613e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4436486276247696,0.11028633601031969,0.02238024268311127,1.4243426224392662e-09,3.833120856767977e-06,0.00023899172547698776,6.655322329633831e-05,5.267842720916892e-07,2.247997353083275e-16,0.0005467193800815438,1.3227795973338532e-14,0.0002884442123627104,2.033953166828173e-11,1.4681577428617033e-08,3.4220299976845467e-12,4.367130832297215e-14,4.50342287172754e-06,9.276671134504982e-10,0.007755836819541567,0.0008048461212102622,7.9827141255956e-05,1.5296779807157127e-07,3.0437675635118673e-09,6.9421821000466194e-09,4.6606782417306064e-12,7.549630867054914e-08,1.3350646697667128e-05,5.1820440588839864e-09,1.848548183399569e-10,4.544327377593683e-06,1.6973157161585098e-09,1.4652501010369053e-09,2.0653726981515753e-10,2.731964638526918e-06,1.8797070091272666e-13,9.104936313724475e-14,3.8574077694205155e-11,1.3964837265009265e-09,2.622566171801737e-16,1.6295874501869443e-13,2.036234691337971e-12
6.412798195725659e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4436409498611587,0.11027907738979756,0.0223777367150768,1.4534583245875859e-09,3.900313902327275e-06,0.00024163190847873456,6.743429637003824e-05,5.353436204110172e-07,2.3019277252550993e-16,0.0005496818046319924,1.3598207010243829e-14,0.00028917741725938335,2.068318610486206e-11,1.5002049658024867e-08,3.476723568493849e-12,4.4555607654223986e-14,4.548990660252893e-06,9.489932202962946e-10,0.007759227532541765,0.0008088408664219869,8.005957597657542e-05,1.5417682674538677e-07,3.059919428084838e-09,6.97882277308786e-09,4.686858269730077e-12,7.575388307459392e-08,1.335706214566358e-05,5.22692657764873e-09,1.880386985843697e-10,4.596195262345343e-06,1.7064837630825604e-09,1.4989517363940963e-09,2.092682087065276e-10,2.7536506357191447e-06,1.901541037889334e-13,9.275464317211586e-14,3.9618449230335735e-11,1.419515913011569e-09,2.6828099186830914e-16,1.6651320044559935e-13,2.0641588385760708e-12
6.449553177977705e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44363336073320525,0.11027189864615544,0.022375231033015267,1.4829716380987417e-09,3.968231974914643e-06,0.0002442824170838149,6.832014944529526e-05,5.439871790654683e-07,2.356761915490577e-16,0.0005526411350518808,1.3976589004480038e-14,0.000289904531687165,2.1030424725856558e-11,1.5327437811202037e-08,3.5318297853980454e-12,4.545115676628174e-14,4.594706940482008e-06,9.706766165839298e-10,0.007762536631117973,0.0008128293809862628,8.029113156188017e-05,1.5538739039924617e-07,3.076050415373708e-09,7.015424495308635e-09,4.713007237837729e-12,7.601013008163665e-08,1.3363354442132629e-05,5.2719250696099874e-09,1.9125630432333772e-10,4.648274272247576e-06,1.7156422287427102e-09,1.5332182958694309e-09,2.1201393191340902e-10,2.7753344444051332e-06,1.9234915035697208e-13,9.447906773575434e-14,4.06843177424834e-11,1.4427786205202045e-09,2.7440621723082794e-16,1.7012213704179304e-13,2.0922901935524978e-12
6.486308160229751e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44362585842361246,0.1102647980016409,0.022372725636581804,1.5128854982686826e-09,4.036878092294566e-06,0.00024694320411311975,6.921077184571468e-05,5.527151723107882e-07,2.412508559896713e-16,0.0005555973606787734,1.4363059421125073e-14,0.00029062560728502845,2.1381258790046407e-11,1.565778351596921e-08,3.5873476808953913e-12,4.635800831128142e-14,4.640570657995641e-06,9.927209795123711e-10,0.007765765908133104,0.000816811674945359,8.052181768383392e-05,1.565994744198264e-07,3.0921604723903688e-09,7.051987139824087e-09,4.739125557116228e-12,7.62650840918574e-08,1.3369529266763664e-05,5.31704009133955e-09,1.945077717803028e-10,4.700563425833912e-06,1.7247910789668397e-09,1.568055597175689e-09,2.1477440629464013e-10,2.7970153916741473e-06,1.945558671086367e-13,9.622270575589824e-14,4.177198063083013e-11,1.4662724858695113e-09,2.806333301250226e-16,1.7378601559210678e-13,2.1206292898309514e-12
6.523063142481797e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44361844115520044,0.11025777371777239,0.022370220525446113,1.5432028477929027e-09,4.106255262247537e-06,0.0002496142227304985,7.010615314981741e-05,5.615278214813886e-07,2.4691763186533163e-16,0.0005585504709768674,1.475773655670272e-14,0.00029134069525134224,2.173569942257113e-11,1.5993128404865203e-08,3.643276291902022e-12,4.727621472430837e-14,4.686580763563687e-06,1.0151299972655957e-09,0.007768917117074945,0.0008207877580539376,8.075164382479114e-05,1.5781306423713384e-07,3.10824954687785e-09,7.088510581219142e-09,4.765213622085155e-12,7.651877821410126e-08,1.3375592028987425e-05,5.3622721706555984e-09,1.9779323669226081e-10,4.753061748938264e-06,1.7339302799732809e-09,1.6034694754285152e-09,2.1754959949483384e-10,2.8186928129215316e-06,1.9677427977455086e-13,9.798562590551122e-14,4.28817371766322e-11,1.4899981377609009e-09,2.869633704872877e-16,1.7750529692356082e-13,2.1491766518274153e-12
6.559818124733844e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4436111071900125,0.11025082409447433,0.02236771569929205,1.5739266366355796e-09,4.176366482568692e-06,0.0002522954264381402,7.100628318049911e-05,5.70425344997344e-07,2.5267738760180977e-16,0.0005615004555364847,1.5160739535018067e-14,0.00029204984634776174,2.2093757615172217e-11,1.6333514113327572e-08,3.699614659614416e-12,4.820582822672904e-14,4.732736213114337e-06,1.0379073688743903e-09,0.007771991972921515,0.0008247576397905119,8.098061928329527e-05,1.5902814532701127e-07,3.1243175873070184e-09,7.1249946955458045e-09,4.791271811124089e-12,7.677124430594412e-08,1.3381547878661218e-05,5.40762180719794e-09,2.0111283431034554e-10,4.805768274587236e-06,1.7430597983700877e-09,1.6394657829276696e-09,2.203394799117325e-10,2.840366051768629e-06,1.9900441333024605e-13,9.976789659826875e-14,4.401388853256681e-11,1.5139561967732454e-09,2.9339738129391936e-16,1.8128044188513175e-13,2.1779327947826542e-12
6.59657310698589e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44360385482844195,0.11024394746923098,0.022365211157817273,1.6050598218979348e-09,4.247214741067649e-06,0.00025498676907209156,7.191115199475608e-05,5.79407958371499e-07,2.5853099403297136e-16,0.0005644473040735587,1.5572188302921427e-14,0.00029275311090308563,2.245544422644525e-11,1.6678982277888045e-08,3.756361829368248e-12,4.9146900829366496e-14,4.779035967703737e-06,1.0610568040784594e-09,0.007774992152987406,0.0008287213293686202,8.120875317962465e-05,1.6024470321265077e-07,3.1403645428732574e-09,7.161439360320359e-09,4.8173004867745646e-12,7.702251301229791e-08,1.3387401716489269e-05,5.453089472981604e-09,2.0446669940000832e-10,4.858682042896071e-06,1.7521796011543807e-09,1.6760503889387663e-09,2.2314401666439714e-10,2.862034459983407e-06,2.0124629199465893e-13,1.015695859842299e-13,4.516873771298409e-11,1.5381472753819288e-09,2.999364085220228e-16,1.8511191132769408e-13,2.206898224671498e-12
6.633328089237936e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44359668240837785,0.11023714221625909,0.022362706900732787,1.636605367686062e-09,4.318803015569369e-06,0.0002576882047979011,7.28207498736814e-05,5.884758742166782e-07,2.6447932440088616e-16,0.0005673910064291082,1.599220362600168e-14,0.0002934505388170795,2.2820769982100413e-11,1.70295745343831e-08,3.81351685049461e-12,5.009948433552415e-14,4.825478993486161e-06,1.0845820231888357e-09,0.0077779192977515095,0.000832678835747706,8.143605446109645e-05,1.6146272346631487e-07,3.156390363493299e-09,7.197844454520777e-09,4.843299996177492e-12,7.72726138055813e-08,1.339315820417104e-05,5.4986756130615096e-09,2.0785496624107985e-10,4.911802100968112e-06,1.76128965571162e-09,1.7132291794755199e-09,2.2596317956224386e-10,2.8836973974017924e-06,2.0349993923966125e-13,1.0339076194489061e-13,4.634658958406662e-11,1.5625719779782203e-09,3.065815011105057e-16,1.8900016608412914e-13,2.2360734381718566e-12
6.670083071489982e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4435895883043705,0.11023040674569869,0.022360202927762664,1.6685662449785552e-09,4.391134273916158e-06,0.0002603996881063864,7.373506731273506e-05,5.976293022530026e-07,2.705232543557776e-16,0.0005703315525687065,1.6420907084210036e-14,0.0002941421795642641,2.3189745475231018e-11,1.7385332516179317e-08,3.8710787761744925e-12,5.106363034386189e-14,4.872064261684654e-06,1.1084867569506237e-09,0.007780775011666529,0.0008366301676437041,8.166253190714366e-05,1.6268219171166322e-07,3.1723949998017914e-09,7.2342098585832706e-09,4.8692706715448075e-12,7.752157502476803e-08,1.3398821774276995e-05,5.544380646184135e-09,2.1127776862871266e-10,4.965127502797516e-06,1.7703899298146491e-09,1.7510080570824934e-09,2.2879693907492496e-10,2.905354231849701e-06,2.0576537780358151e-13,1.0523149208835508e-13,4.754775085389816e-11,1.587230900888962e-09,3.133337109211532e-16,1.9294566694959826e-13,2.2654589227234726e-12
6.706838053742028e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44358257092681436,0.1102237395028217,0.022357699238643586,1.7009454314940912e-09,4.464211473970678e-06,0.0002631211738095177,7.465409501228994e-05,6.06868449315309e-07,2.766636619557864e-16,0.0005732689325819398,1.685842106741526e-14,0.0002948280821976723,2.3562381166590083e-11,1.7746297852413672e-08,3.9290466632923055e-12,5.203939025112868e-14,4.918790748562149e-06,1.1327747464060815e-09,0.007783560863950682,0.0008405753335393294,8.188819413418093e-05,1.6390309362485576e-07,3.1883784031477825e-09,7.2705354543986845e-09,4.895212830428958e-12,7.776942391206377e-08,1.340439663985079e-05,5.590204965376233e-09,2.1473523987372185e-10,5.018657309175094e-06,1.7794803916228364e-09,1.7893929406183618e-09,2.3164526630307294e-10,2.9270043390657626e-06,2.0804262968917412e-13,1.0709184374494827e-13,4.877253006244379e-11,1.6121246323965753e-09,3.2019409269982457e-16,1.969488746619882e-13,2.295055156470276e-12
6.743593035994074e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4435756287211506,0.11021713896725807,0.022355195833124536,1.733745911559134e-09,4.538037563619799e-06,0.00026585261703641053,7.557782386845519e-05,6.161935193606692e-07,2.829014276665495e-16,0.0005762031366818585,1.7304868770891244e-14,0.00029550829535256884,2.3938687384874752e-11,1.811251216624873e-08,3.987419572289157e-12,5.302681525475629e-14,4.965657435393006e-06,1.157449742758023e-09,0.007786278389362002,0.000844514341694071,8.211304960026621e-05,1.6512541493575336e-07,3.204340525591468e-09,7.3068211253093095e-09,4.921126776170335e-12,7.801618665155974e-08,1.340988680373202e-05,5.636148938659434e-09,2.1822751280241753e-10,5.072390587597078e-06,1.788561009681199e-09,1.8283897650397314e-09,2.345081329499141e-10,2.948647102624736e-06,2.103317161758736e-13,1.0897188396211561e-13,5.00212375714432e-11,1.6372537527593598e-09,3.2716370403774357e-16,2.010102498825267e-13,2.324862608246511e-12
6.776672520020915e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4435694437508014,0.1102112542905053,0.02235294301043758,1.7636290213689362e-09,4.605123773300759e-06,0.0002683193927901197,7.641319195421419e-05,6.246597128095203e-07,2.88599387635422e-16,0.0005788411969760408,1.7714412501161738e-14,0.0002961156625511581,2.428050971233504e-11,1.8446627319910434e-08,4.040300710297658e-12,5.3925513571425934e-14,5.007956486540399e-06,1.1799912388205163e-09,0.007788666984063961,0.000848054190819154,8.231473660565313e-05,1.662267059514722e-07,3.218688201567334e-09,7.339443998084084e-09,4.9444254448200665e-12,7.823736527920825e-08,1.3414758677407767e-05,5.677601103445566e-09,2.2140042326947828e-10,5.120923741393819e-06,1.7967251238399188e-09,1.8640150345196606e-09,2.370971212115287e-10,2.9681188077801687e-06,2.1240202962169784e-13,1.1068080905961918e-13,5.116579100042357e-11,1.6600716916906332e-09,3.335306218765605e-16,2.0471560146000924e-13,2.351870286378018e-12
6.809752004047756e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4435633173527507,0.11020542138089881,0.0223506904171066,1.7938579861158452e-09,4.672821098232057e-06,0.00027079416577432215,7.725235437488512e-05,6.331958114014821e-07,2.9437756805056004e-16,0.0005814766699906589,1.8131383916203308e-14,0.0002967184952054584,2.4625320770314992e-11,1.878505818527332e-08,4.093508477519093e-12,5.483373897373966e-14,5.050367542870234e-06,1.2028520057237888e-09,0.0077910025216938895,0.0008515890644178059,8.251578281297664e-05,1.6732912484217937e-07,3.233018567800553e-09,7.3720343553582105e-09,4.9677016974814625e-12,7.845770218251336e-08,1.3419567662460137e-05,5.719150700903181e-09,2.246017264483698e-10,5.16962028704884e-06,1.8048812170044514e-09,1.9001451451146515e-09,2.396978441121455e-10,2.987583633064096e-06,2.1448196028357077e-13,1.1240578443568617e-13,5.233020801227651e-11,1.6830811708679823e-09,3.3998764949378368e-16,2.0846877745166384e-13,2.3790497522992163e-12
6.842831488074597e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44355724846347544,0.11019963919850087,0.022348438052972784,1.8244349945789453e-09,4.741131666718467e-06,0.0002732769039217771,7.809530486567672e-05,6.41801957872864e-07,3.0023661577076936e-16,0.0005841095488453075,1.855587448031919e-14,0.0002973168279172022,2.497312781525062e-11,1.912783508635846e-08,4.147042195825173e-12,5.575152837997512e-14,5.092889872033011e-06,1.2260347986631519e-09,0.007793286052467374,0.0008551189680852577,8.271619407649764e-05,1.684326613226071e-07,3.247331590806318e-09,7.4045921150873134e-09,4.990955727453244e-12,7.867721439607736e-08,1.3424316275545466e-05,5.760797950047644e-09,2.278315181661714e-10,5.218479558352934e-06,1.8130292670409658e-09,1.9367844559966254e-09,2.4231028216797925e-10,3.0070411450827067e-06,2.165715222198934e-13,1.1414685836118212e-13,5.351471860492578e-11,1.7062825967112133e-09,3.4653556363157646e-16,2.122701134441315e-13,2.406401328705061e-12
6.875910972101438e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44355123604055846,0.11019390672408451,0.022346185917884533,1.855362239546102e-09,4.810057600534451e-06,0.0002757675753639233,7.894203726896774e-05,6.504782930911995e-07,3.0617717923254966e-16,0.0005867398267391763,1.8987976174603413e-14,0.00029791069502310507,2.5323938017689423e-11,1.9474988339003556e-08,4.200901189061333e-12,5.667891858333802e-14,5.135522744898716e-06,1.2495423791617826e-09,0.007795518605823259,0.0008586439072934567,8.291597615713563e-05,1.6953730514641678e-07,3.2616272375576224e-09,7.4371171961689916e-09,5.014187719916048e-12,7.889591835118224e-08,1.3429006917026708e-05,5.802543055235207e-09,2.3108989393396726e-10,5.267500893284482e-06,1.821169252065839e-09,1.973937336363621e-09,2.449344162248868e-10,3.026490915396494e-06,2.186707290570126e-13,1.159040789091621e-13,5.471955394587684e-11,1.729676370427883e-09,3.531751428030454e-16,2.161199449264071e-13,2.4339253323870804e-12
6.908990456128278e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4435452790622664,0.11018822295872291,0.022343934011697274,1.8866419177378557e-09,4.879601014928843e-06,0.0002782661484287879,7.979254552967869e-05,6.592249560599613e-07,3.121999084494446e-16,0.000589367496950704,1.942778149409131e-14,0.0002985001305969677,2.5677758462479582e-11,1.9826548249874667e-08,4.255084782964147e-12,5.761594625313233e-14,5.178265435541187e-06,1.2733775149911177e-09,0.007797701190834196,0.0008621638873961248,8.311513472473128e-05,1.706430461065299e-07,3.2759054754828658e-09,7.469609518439536e-09,5.037397851882649e-12,7.911382989360695e-08,1.3433641875692858e-05,5.84438620649104e-09,2.3437694894738675e-10,5.316683633962788e-06,1.8293011504449051e-09,2.0116081653137494e-09,2.475702274440376e-10,3.045932520476952e-06,2.2077959397525264e-13,1.1767749395255043e-13,5.594494636601717e-11,1.7532628880261155e-09,3.5990716726963455e-16,2.2001860727883477e-13,2.4616220742419085e-12
6.942069940155119e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4435393765271337,0.11018258692338634,0.022341682334273298,1.9182762297318463e-09,4.949764018629766e-06,0.00028077259163893493,8.064682369076743e-05,6.680420839233207e-07,3.1830545501130977e-16,0.0005919925528372324,1.9875383444881904e-14,0.0002990851684517618,2.6034596148962168e-11,2.018254511548461e-08,4.309592305079366e-12,5.856264793587794e-14,5.221117221222611e-06,1.2975429800913936e-09,0.007799834796610182,0.0008656789136336844,8.331367536023684e-05,1.717498740351687e-07,3.290166272463808e-09,7.502069002671392e-09,5.060586292395995e-12,7.933096430350367e-08,1.3438223333351879e-05,5.886327579905226e-09,2.3769277808619033e-10,5.3660271266024694e-06,1.8374249407928281e-09,2.04980133171943e-09,2.5021769728800583e-10,3.0653655416635666e-06,2.228981297130403e-13,1.194671511614685e-13,5.719112935338168e-11,1.7770425403275574e-09,3.667324190186565e-16,2.2396643576222507e-13,2.4894918591993325e-12
6.97514942418196e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4435335274535592,0.11017699765854896,0.022339430885481557,1.9502673798879427e-09,5.0205487138501005e-06,0.0002832868737094697,8.150486588890757e-05,6.769298119709682e-07,3.244944720835664e-16,0.0005946149878346544,2.033087554121836e-14,0.0002996658421416939,2.639445799116752e-11,2.0543009221221342e-08,4.3644230846832984e-12,5.95190600563518e-14,5.264077382378275e-06,1.3220415544924336e-09,0.007801920392691803,0.0008691889911379881,8.351160355780433e-05,1.7285777880537922e-07,3.3044095968337206e-09,7.534495570570886e-09,5.083753203359257e-12,7.954733631887128e-08,1.3442753369237151e-05,5.928367338192528e-09,2.410374759151297e-10,5.415530721469234e-06,1.8455406019722558e-09,2.0885212341020603e-09,2.5287680750744256e-10,3.08478956512125e-06,2.25026348619242e-13,1.2127309799958733e-13,5.845833754686735e-11,1.8010157129805075e-09,3.73651681740905e-16,2.279637655071039e-13,2.517534986437113e-12
7.008228908208801e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44352773087940606,0.11017145422380112,0.022337179665197507,1.982617576274091e-09,5.091957196293211e-06,0.00028580896354606815,8.236666635026216e-05,6.858882736429669e-07,3.307676144064395e-16,0.000597234795457062,2.0794351802547126e-14,0.00030024218496425766,2.675735081801452e-11,2.0907970840381533e-08,4.419576452705627e-12,6.048521891859284e-14,5.307145202601424e-06,1.346876024234616e-09,0.0078039589294382795,0.00087269412493695,8.370892472683832e-05,1.7396675033159535e-07,3.3186354173747437e-09,7.56688914477416e-09,5.106898739372856e-12,7.976296015079345e-08,1.3447233964326725e-05,5.970505630981109e-09,2.4441113668556607e-10,5.465193772836371e-06,1.8536481130928872e-09,2.127772280506872e-09,2.555475401279778e-10,3.104204181798008e-06,2.2716426263291223e-13,1.2309538172211034e-13,5.974680672992225e-11,1.8251827864731557e-09,3.80665740808172e-16,2.320109315029326e-13,2.5457517495269895e-12
7.041308392235642e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4435219858616124,0.11016595569747012,0.022334928673302935,2.0153290305928064e-09,5.163991555158874e-06,0.0002883388302430525,8.323221938641431e-05,6.949176005346562e-07,3.37125538293976e-16,0.0005998519692963885,2.1265906750541358e-14,0.0003008142299622659,2.712328137351387e-11,2.1277460233212854e-08,4.4750517416546356e-12,6.146116070684467e-14,5.35031996862832e-06,1.3720491812900906e-09,0.0078059513384068765,0.0008761943199590105,8.390564419397533e-05,1.7507677856828514e-07,3.33284370331549e-09,7.59924964884369e-09,5.130023047185241e-12,7.997784949759455e-08,1.3451667005506798e-05,6.012742595039656e-09,2.4781385433397077e-10,5.515015638942367e-06,1.8617474535108806e-09,2.1675588883781657e-09,2.5822987743763846e-10,3.1236089873829937e-06,2.293118832332141e-13,1.2493404937421418e-13,6.105677382419215e-11,1.8495441361469733e-09,3.8777538325092765e-16,2.3610826858745734e-13,2.5741424361221473e-12
7.074387876262483e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44351629147580784,0.11016050117624733,0.022332677909685777,2.0484039581083735e-09,5.236653873149436e-06,0.00029087644308149616,8.410151939041139e-05,7.040179224015975e-07,3.4356890163313044e-16,0.000602466503022051,2.1745635406098916e-14,0.0003013820099258691,2.7492256316974293e-11,2.165150764596272e-08,4.5308482855434925e-12,6.24469214864555e-14,5.393600970323422e-06,1.3975638234840969e-09,0.007807898532726109,0.0008796895810374775,8.410176720499193e-05,1.7618785351177179e-07,3.34703442432973e-09,7.6315770072672e-09,5.1531262673135766e-12,8.019201757317787e-08,1.3456054289606703e-05,6.055078355019582e-09,2.512457224817339e-10,5.564995681949287e-06,1.86983860282806e-09,2.2078854844348946e-09,2.609238019747121e-10,3.143003582264833e-06,2.314692215485022e-13,1.2678914778638006e-13,6.238847688313682e-11,1.8741001322102216e-09,3.9498139773623407e-16,2.402561114362635e-13,2.6027073281535053e-12
