Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),CH3X(55),C2H4(47),COX(50),O(29),CHOX(53),acetyl(44),C2H4X(215),C2H6X(52),C2H4X(70),CH4OX(63),CO2X(24)
1.3308005965455333e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44397702276164036,0.09788902756855283,0.015207254627508847,5.732290819510379e-06,0.0035695837355394825,0.019341210931866266,0.011122552506165548,6.200248257688117e-05,1.2629324394667652e-11,0.0023265991982088577,6.571982316969488e-11,0.00044075898932242105,3.008808217556684e-09,1.9665447352478597e-05,8.914760651850053e-10,6.176544291907575e-11,3.761390853827395e-05,6.9817261408972145e-06,0.00704980949718683,0.0004573922589173028,0.00033919620926115273,3.684379896217599e-07,8.80223745142718e-09,2.778526704288023e-08,1.963737081173777e-10,2.2069295166510913e-06,9.194562471768295e-05,3.7027056294112816e-07,1.6076389191404082e-07,0.0003877813699573353,7.228777205377558e-09,1.1048444886869653e-05,3.454872119539986e-08,9.400556055688917e-06,5.702800959018052e-11,6.475678933536428e-11,7.810576262123718e-07,1.714795504276638e-07,1.9752448468160873e-12,2.1848987195636084e-10,1.0254850237872459e-10
1.333014424229226e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44398006648540517,0.09786937364751326,0.015196917658362447,5.739533929597958e-06,0.003573069952508116,0.019379407446512304,0.011143255011461616,6.198705637238648e-05,1.2696570930183103e-11,0.002326197876165337,6.57154049991111e-11,0.00044087681090712637,3.0087518395372263e-09,1.965357591323563e-05,8.933747460139839e-10,6.188933203294457e-11,3.751434011813898e-05,6.9984806982746115e-06,0.00704844436000198,0.0004539798758212126,0.00033949781961857095,3.660125532907613e-07,8.794736942837953e-09,2.7779099168406537e-08,1.9798525032696647e-10,2.224368045530154e-06,9.259049713503422e-05,3.7093416361982124e-07,1.6092116946246704e-07,0.00038855089672166414,7.227579846895271e-09,1.1074959679289057e-05,3.461326467864224e-08,9.39666252778519e-06,5.7180623144336614e-11,6.486613094502329e-11,7.829936312731702e-07,1.714381920352432e-07,1.9799985604283997e-12,2.1835947626130862e-10,1.0209128130865259e-10
1.3352282519129186e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44398308571257905,0.09784972555624083,0.015186587523007403,5.7467359501259866e-06,0.0035765341955403063,0.019417615976404887,0.011163947189484828,6.197152842634829e-05,1.2764049908371612e-11,0.002325795619062696,6.571079068597095e-11,0.0004409945836636649,3.0086912221459418e-09,1.9641556454355186e-05,8.952733868135902e-10,6.201313347618606e-11,3.741499246979519e-05,7.015230624633797e-06,0.007047079243282922,0.0004505861282481429,0.0003397992007220844,3.635970770483677e-07,8.787238919600253e-09,2.7772927631222706e-08,1.9961275214635726e-10,2.2419687611640796e-06,9.3241037984464e-05,3.7159738981294143e-07,1.6107745721987723e-07,0.00038932065495380914,7.226379167265014e-09,1.1101467143573769e-05,3.467777505166134e-08,9.39276796242408e-06,5.733332306739997e-11,6.497534474425678e-11,7.849291273822883e-07,1.713965410481888e-07,1.984750919316989e-12,2.1822742212639162e-10,1.0163501722494647e-10
1.3374420795966112e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44398608040277304,0.09783008328557578,0.015176264218214325,5.753896974950319e-06,0.0035799765286433647,0.019455836456084532,0.011184628986142777,6.195589974372638e-05,1.2831761643621164e-11,0.0023253924381260636,6.570598211628429e-11,0.0004411123073852761,3.008626412006248e-09,1.9629390041825113e-05,8.971719816112864e-10,6.213684698690783e-11,3.731586769045314e-05,7.031975894157606e-06,0.007045714145944487,0.00044721100934328747,0.000340100352246297,3.611915999274901e-07,8.779743427385956e-09,2.7766752564609465e-08,2.0125637136775394e-10,2.259733161287628e-06,9.389729584758925e-05,3.7226023955325364e-07,1.612327579811855e-07,0.0003900906431893237,7.225175200854868e-09,1.112796723886046e-05,3.474225213197888e-08,9.388872367558995e-06,5.748610866846735e-11,6.508443061840482e-11,7.868641107743149e-07,1.713546002397262e-07,1.9895019151854894e-12,2.1809372136404595e-10,1.0117972932065748e-10
1.3396559072803038e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4439890505158746,0.09781044682635258,0.01516594774075523,5.7610170995432715e-06,0.0035833970164501202,0.019494068819625367,0.01120530034721634,6.194017132244793e-05,1.2899706449257675e-11,0.0023249883445001585,6.570098116381678e-11,0.000441229981865304,3.008557455404925e-09,1.9617077741427996e-05,8.990705244172884e-10,6.226047230290436e-11,3.72169678615814e-05,7.048716481322388e-06,0.0070443490669051066,0.00044385451176340795,0.0003404012738644948,3.587961604959503e-07,8.77225051144087e-09,2.776057410089897e-08,2.029162668867987e-10,2.2776627522745774e-06,9.455931951793957e-05,3.729227108726787e-07,1.6138707456974058e-07,0.0003908608599541984,7.2239679817899245e-09,1.1154459924750335e-05,3.480669573672734e-08,9.384975751125896e-06,5.763897925511617e-11,6.519338845250188e-11,7.887985777201034e-07,1.7131237236386856e-07,1.994251539820335e-12,2.1795838578547415e-10,1.0072543668775507e-10
1.3418697349639965e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4439919960120542,0.09779081616939987,0.015155638087403523,5.768096420984477e-06,0.0035867957242150775,0.01953231300063758,0.011225961218365344,6.192434415345184e-05,1.2967884637538452e-11,0.0023245833492498394,6.569578969014187e-11,0.00044134760689720483,3.0084843982940915e-09,1.9604620618703104e-05,9.009690092250322e-10,6.238400916165201e-11,3.7118295048907885e-05,7.065452360895909e-06,0.007042984005086908,0.00044051662767507626,0.00034070196524871164,3.564107968533776e-07,8.764760216588038e-09,2.7754392371484015e-08,2.0459259869315874e-10,2.295759048997805e-06,9.522715799456932e-05,3.735848018026293e-07,1.6154040983716046e-07,0.00039163130376491804,7.222757543954065e-09,1.1180945161305839e-05,3.487110568266841e-08,9.381078121043455e-06,5.779193413346569e-11,6.530221813130342e-11,7.907325245265299e-07,1.712698601555406e-07,1.998999785090217e-12,2.1782142720022088e-10,1.0027215831585384e-10
1.344083562647689e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4439949168517745,0.09777119130554084,0.01514533525493399,5.7751350379516186e-06,0.0035901727178105367,0.019570568932269834,0.01124661154513451,6.190841922073325e-05,1.3036296519645616e-11,0.0023241774633606526,6.569040954469289e-11,0.00044146518227455584,3.0084072862931862e-09,1.95920197389085e-05,9.028674300116599e-10,6.250745730030487e-11,3.701985130241855e-05,7.082183507935267e-06,0.007041618959415802,0.00043719734875271384,0.0003410024260697965,3.540355466279412e-07,8.757272587231001e-09,2.774820750682724e-08,2.062855278604832e-10,2.314023574682703e-06,9.59008604754307e-05,3.7424651037435574e-07,1.6169276666316577e-07,0.00039240197312851994,7.22154392099179e-09,1.1207422909047337e-05,3.493548178621246e-08,9.377179485213262e-06,5.794497260824069e-11,6.54109195393143e-11,7.926659475362538e-07,1.71227066330703e-07,2.003746642945558e-12,2.1768285741575047e-10,9.981991309089259e-11
1.3462973903313817e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44399781299579966,0.09775157222559307,0.01513503924012278,5.782133050711057e-06,0.0035935280637226586,0.01960883654721191,0.011267251272959649,6.189239750138735e-05,1.3104942405679658e-11,0.002323770697739384,6.56848425648155e-11,0.00044158270779106284,3.0083261646909176e-09,1.9579276166983416e-05,9.047657807385283e-10,6.263081645569133e-11,3.6921638656353315e-05,7.098909897784814e-06,0.007040253928821587,0.0004338966661764265,0.000341302655997483,3.5167044697290644e-07,8.749787667357091e-09,2.77420196364703e-08,2.0799521653572746e-10,2.332457860753887e-06,9.658047635050528e-05,3.749078346193039e-07,1.6184414795541063e-07,0.00039317286654265546,7.220327146310045e-09,1.1233893128949831e-05,3.4999823863438886e-08,9.373279851519963e-06,5.809809398283721e-11,6.551949256081862e-11,7.945988431274822e-07,1.7118399358647546e-07,2.0084921054179943e-12,2.1754268823702778e-10,9.936871979377565e-11
1.3485112180150743e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4440006844052041,0.09773195892036904,0.015124750039747377,5.78909056110834e-06,0.0035968618290474893,0.01964711577769719,0.011287880347174102,6.187627996565338e-05,1.3173822604653004e-11,0.002323363063214584,6.567909057581974e-11,0.0004417001832405693,3.0082410784472147e-09,1.9566390967510847e-05,9.066640553517393e-10,6.275408636431164e-11,3.682365912919938e-05,7.115631506074096e-06,0.0070388889122380525,0.00043061457062963584,0.0003416026547004595,3.4931553456301534e-07,8.74230550054059e-09,2.77358288890427e-08,2.0972182792783782e-10,2.3510634466751102e-06,9.726605519469091e-05,3.7556877256948e-07,1.6199455664931157e-07,0.0003939439824956506,7.219107253079978e-09,1.12603557824397e-05,3.506413173011705e-08,9.369379227831463e-06,5.825129755939083e-11,6.562793707991069e-11,7.965312077137338e-07,1.711406446012597e-07,2.013236164619848e-12,2.1740093146610115e-10,9.891859709896454e-11
1.350725045698767e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4440035310413829,0.09771235138067605,0.015114467650586598,5.7960076725585835e-06,0.003600174081486928,0.019685406555505384,0.011308498713015442,6.186006757695801e-05,1.3242937424483598e-11,0.0023229545705371127,6.567315539103257e-11,0.000441817608417065,3.0081520721951518e-09,1.9553365204680354e-05,9.085622477826938e-10,6.287726676233608e-11,3.672591472368154e-05,7.132348308715804e-06,0.007037523908603088,0.000427351052296505,0.00034190242184644205,3.4697084559070197e-07,8.734826129945956e-09,2.7729635392270792e-08,2.1146552629576772e-10,2.369841879782202e-06,9.79576467604421e-05,3.7622932225782863e-07,1.6214399570787404e-07,0.000394715319466571,7.2178842742387635e-09,1.128681083139146e-05,3.5128405201728376e-08,9.365477621999067e-06,5.840458263884612e-11,6.573625298052788e-11,7.984630377436076e-07,1.710970220348623e-07,2.017978812743625e-12,2.1725759890168832e-10,9.846956357303707e-11
1.3529388733824596e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4440063528660615,0.09769274959731639,0.015104192069420562,5.80288449003675e-06,0.003603464889344651,0.019723708811965213,0.011329106315632451,6.184376129195868e-05,1.331228717198859e-11,0.00232254523038066,6.566703881185051e-11,0.00044193498311469534,3.008059190242872e-09,1.9540199942251096e-05,9.104603519486649e-10,6.300035738560418e-11,3.6628407426749824e-05,7.149060281903725e-06,0.0070361589168588135,0.00042410610085916097,0.00034220195710224754,3.446364157621192e-07,8.727349598330951e-09,2.7723439272986375e-08,2.1322647693584004e-10,2.3887947151090973e-06,9.86553009701614e-05,3.768894817186186e-07,1.6229246812151726e-07,0.0003954868759252857,7.216658242491354e-09,1.1313258238124515e-05,3.519264409348903e-08,9.361575041857656e-06,5.855794852103002e-11,6.584444014648476e-11,8.003943297005519e-07,1.7105312852861566e-07,2.0227200420615046e-12,2.1711270233876451e-10,9.802163767318646e-11
1.3551527010661522e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.444009149841307,0.09767315356108752,0.015093923293030697,5.809721120067779e-06,0.0036067343215219747,0.01976202247795718,0.011349703100092331,6.182736206058667e-05,1.3381872152878054e-11,0.002322135053342271,6.5660742627792e-11,0.0004420523071277712,3.007962476575489e-09,1.952689624351503e-05,9.123583617533993e-10,6.312335796962471e-11,3.653113920956399e-05,7.165767402110722e-06,0.007034793935951683,0.00042087970549471054,0.00034250126013387017,3.423122802930008e-07,8.719875948049807e-09,2.771724065713539e-08,2.1500484616842377e-10,2.4079235152067037e-06,9.93590679083397e-05,3.7754924898784e-07,1.624399769078961e-07,0.0003962586503325357,7.215429190312263e-09,1.1339697965399965e-05,3.525684822037364e-08,9.357671495225838e-06,5.871139450472549e-11,6.595249846150871e-11,8.023250801026377e-07,1.710089667055002e-07,2.0274598449248405e-12,2.1696625356815304e-10,9.757483774569321e-11
1.3573665287498449e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4440119219295392,0.09765356326278231,0.0150836613181997,5.816517670716594e-06,0.003609982447513667,0.019800347483916396,0.011370289011388219,6.181087082608971e-05,1.3451692671748768e-11,0.002321724049942863,6.565426861655012e-11,0.0004421695802507784,3.0078619748569757e-09,1.95134551712604e-05,9.142562710877375e-10,6.32462682495764e-11,3.64341120274751e-05,7.182469646086716e-06,0.007033428964832638,0.0004176718548720517,0.0003428003306065579,3.3999847390433504e-07,8.71240522105628e-09,2.7711039669786375e-08,2.16800801323924e-10,2.4272298499546675e-06,0.00010006899781344373,3.782086221036118e-07,1.6258652511172086e-07,0.0003970306411400016,7.214197149947328e-09,1.1366129976417417e-05,3.532101739713982e-08,9.353766989906122e-06,5.886491988774905e-11,6.606042780927737e-11,8.042552855023314e-07,1.7096453917026455e-07,2.0321982137636686e-12,2.168182643761193e-10,9.712918202433617e-11
1.3595803564335375e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44401466909354215,0.09763397869318886,0.015073406141711515,5.8232742515779845e-06,0.0036132093374036996,0.019838683759835538,0.011390863994446913,6.17942885250747e-05,1.352174903207805e-11,0.002321312230627736,6.564761854404527e-11,0.000442286802278388,3.0077577284320415e-09,1.949987778773531e-05,9.161540738302585e-10,6.336908796030988e-11,3.633732782000398e-05,7.19916699085668e-06,0.007032064002457226,0.00041448253714848187,0.0003430991681848922,3.3769503081786996e-07,8.704937458906735e-09,2.770483643513884e-08,2.1861451072808036e-10,2.446715296365874e-06,0.000100785141069549,3.7886759910659685e-07,1.6273211580457455e-07,0.00039780284679037485,7.212962153415447e-09,1.1392554234811794e-05,3.5385151438353514e-08,9.349861533685047e-06,5.901852396702933e-11,6.616822807345691e-11,8.06184942486273e-07,1.7091984850954622e-07,2.0369351410862177e-12,2.1666874654396514e-10,9.668468862876861e-11
1.36179418411723e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4440173912964766,0.09761439984309095,0.015063157760351331,5.829990973766328e-06,0.0036164150618609404,0.019877031235267743,0.011411427994136943,6.177761608754974e-05,1.3592041536217656e-11,0.002320899605767082,6.564079416447788e-11,0.00044240397300546695,3.0076497803279952e-09,1.9486165154611517e-05,9.180517638479492e-10,6.349181683635021e-11,3.6240788510816535e-05,7.215859413718638e-06,0.007030699047785756,0.0004113117399661009,0.00034339777253286884,3.35401984751433e-07,8.697472702763177e-09,2.7698631076531482e-08,2.2044614368655314e-10,2.4663814383836682e-06,0.00010150754819771693,3.7952617804043144e-07,1.628767520847272e-07,0.00039857526571743045,7.211724232510348e-09,1.1418970704650182e-05,3.5449250158415386e-08,9.345955134333356e-06,5.917220603868886e-11,6.62758991377428e-11,8.081140476750546e-07,1.7087489729199113e-07,2.041670619478429e-12,2.1651771184762683e-10,9.624137556284412e-11
1.3640080118009227e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44402008850189195,0.09759482670326797,0.015052916170905567,5.836667949905184e-06,0.003619599692134789,0.01991538983932972,0.01143198095527682,6.176085443696636e-05,1.3662570485387776e-11,0.0023204861856564833,6.563379722038119e-11,0.0004425210922270887,3.0075381732565903e-09,1.947231833294847e-05,9.199493349968952e-10,6.361445461190056e-11,3.61444960076959e-05,7.232546892241689e-06,0.007029334099783438,0.0004081594504480122,0.0003436961433139801,3.3311936891407576e-07,8.690010993396265e-09,2.769242371645035e-08,2.22295870468798e-10,2.4862298666716863e-06,0.00010223626984711431,3.801843569521586e-07,1.6302043707694835e-07,0.0003993478963461008,7.21048341880229e-09,1.14453793504287e-05,3.5513313371587913e-08,9.342047799606134e-06,5.932596539812727e-11,6.638344088590116e-11,8.100425977230025e-07,1.7082968806837298e-07,2.0464046416034763e-12,2.1636517205727505e-10,9.579926071289276e-11
1.3662218394846154e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4440227606737403,0.097575259264495,0.015042681370161825,5.843305294116749e-06,0.003622763300050738,0.01995375950070481,0.011452522822643632,6.174400449026113e-05,1.3733336179671053e-11,0.0023200719805174133,6.562662944267405e-11,0.0004426381597385444,3.007422949615861e-09,1.9458338383157438e-05,9.218467811229963e-10,6.373700102084662e-11,3.6048452202511165e-05,7.249229404264035e-06,0.007027969157420551,0.0004050256551943219,0.0003439942801912991,3.308472160010367e-07,8.682552371188294e-09,2.7686214476536785e-08,2.241638622912168e-10,2.5062621783962842e-06,0.00010297135678587508,3.8084213389267666e-07,1.6316317393231552e-07,0.00040012073709255264,7.209239743639822e-09,1.1471780137069375e-05,3.557734089202337e-08,9.33813953724296e-06,5.947980134010697e-11,6.649085320181221e-11,8.119705893179596e-07,1.7078422337171185e-07,2.0511372002013022e-12,2.162111389369164e-10,9.535836184596116e-11
1.368435667168308e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4440254077763889,0.09755569751754319,0.015032453354908886,5.84990312201113e-06,0.003625905958005882,0.019992140147646203,0.011473053540981866,6.172706715789716e-05,1.3804338918006718e-11,0.0023196570004977196,6.561929255071356e-11,0.00044275517533535466,3.0073041514919425e-09,1.944422636496582e-05,9.237440960627067e-10,6.385945579676218e-11,3.5952658971183045e-05,7.265906927891006e-06,0.00702660421967259,0.00040191034027793767,0.00034429218282756613,3.285855581885271e-07,8.6750968761361e-09,2.7680003477595257e-08,2.2605029129957882e-10,2.5264799770014852e-06,0.00010371285989170274,3.814995069171933e-07,1.633049658280208e-07,0.0004008937863642652,7.207993238151463e-09,1.1498173029917026e-05,3.564133253379293e-08,9.334230354968035e-06,5.963371315884172e-11,6.659813596951492e-11,8.138980191810727e-07,1.7073850571739258e-07,2.055868288088146e-12,2.1605562424399748e-10,9.491869660798911e-11
1.3706494948520006e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4440280297746347,0.09753614145317946,0.015022232121936707,5.856461550675501e-06,0.0036290277389643476,0.020030531707980186,0.011493573055012522,6.171004334390541e-05,1.3875578998184767e-11,0.002319241255672121,6.561178825234801e-11,0.00044287213881328115,3.0071818206608716e-09,1.9429983337381675e-05,9.256412736437988e-10,6.398181867291548e-11,3.585711817364583e-05,7.282579441493126e-06,0.007025239285520445,0.00039881349124016875,0.00034458985088527626,3.2633442712833995e-07,8.667644547854044e-09,2.7673790839601182e-08,2.279553305506984e-10,2.5468848719763833e-06,0.00010446083014221345,3.8215647408569236e-07,1.634458159671743e-07,0.0004016670425601105,7.206743933247445e-09,1.1524557994736186e-05,3.570528811091637e-08,9.330320260490335e-06,5.978770014808601e-11,6.670528907325365e-11,8.158248840665799e-07,1.706925376032823e-07,2.0605978981560916e-12,2.1589863972901017e-10,9.448028252195832e-11
1.3728633225356932e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44403062663371884,0.09751659106216694,0.015012017668036368,5.862980698663074e-06,0.003632128716452662,0.020068934109109475,0.011514081309442486,6.169293394592562e-05,1.3947056716840257e-11,0.0023188247560426765,6.560411824396972e-11,0.00044298904996833895,3.007055998590384e-09,1.9415610358658315e-05,9.275383076861498e-10,6.410408938227665e-11,3.5761831653806164e-05,7.2992469237041635e-06,0.007023874353950579,0.0003957350930861288,0.0003448872840267696,3.2409385394227734e-07,8.66019542557685e-09,2.7667576681708412e-08,2.298791539933746e-10,2.5674784786150214e-06,0.0001052153186050193,3.828130334634071e-07,1.6358572757860435e-07,0.0004024405040704365,7.205491859621385e-09,1.1550934997708028e-05,3.576920743739282e-08,9.326409261503747e-06,5.994176160122824e-11,6.68123123975256e-11,8.177511807616024e-07,1.7064632150984753e-07,2.0653260233726144e-12,2.1574019713509995e-10,9.404313698597633e-11
1.3750771502193859e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.444033198319341,0.09749704633526486,0.015001809990000062,5.869460685981921e-06,0.0036352089645550444,0.02010734727801663,0.011534578248974177,6.16757398552471e-05,1.4018772369447644e-11,0.0023184075115392695,6.559628421056752e-11,0.0004431059085968087,3.006926726441685e-09,1.9401108486259096e-05,9.294351920025535e-10,6.422626765752607e-11,3.566680123949817e-05,7.315909353419194e-06,0.007022509423955201,0.0003926751302799456,0.0003451844819143217,3.218638692164056e-07,8.652749548162478e-09,2.7661361122256747e-08,2.3182193644857404e-10,2.5882624177686373e-06,0.00010597637642755176,3.8346918312130415e-07,1.637247039166543e-07,0.0004032141692771509,7.204237047751992e-09,1.1577304005427305e-05,3.583309032723241e-08,9.322497365687196e-06,6.009589681138479e-11,6.691920582713046e-11,8.196769060859368e-07,1.7059985990027098e-07,2.0700526567801284e-12,2.1558030819767426e-10,9.360727727132602e-11
1.3772909779030785e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4440357447976754,0.09747750726322875,0.014991609084621086,5.875901634083621e-06,0.003638268557908631,0.02014577114126758,0.011555063818315475,6.165846195684906e-05,1.4090726250315242e-11,0.0023179895320200746,6.558828782577995e-11,0.0004432227144952503,3.0067940450712122e-09,1.938647877682235e-05,9.313319203995568e-10,6.434835323106386e-11,3.5572028742435065e-05,7.332566709792697e-06,0.007021144494532456,0.0003896335867397763,0.000345481444210238,3.1964450299513067e-07,8.645306954094974e-09,2.7655144278779323e-08,2.337838535888576e-10,2.6092383155903126e-06,0.0001067440548266262,3.841249211365766e-07,1.6386274826097705e-07,0.00040398803655380836,7.202979527904739e-09,1.1603664984899322e-05,3.589693659448873e-08,9.318584580704774e-06,6.025010507149711e-11,6.702596924722129e-11,8.216020568918504e-07,1.7055315522056742e-07,2.0747777914955547e-12,2.1541898464401436e-10,9.317272052045905e-11
1.3795048055867711e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4440382660353857,0.09745797383681043,0.014981414948693794,5.882303665851739e-06,0.0036413075716986137,0.02018420562501516,0.011575537962189904,6.164110112944114e-05,1.4162918652579762e-11,0.0023175708272720193,6.558013075194756e-11,0.0004433394674605158,3.0066579950323877e-09,1.9371722286126415e-05,9.332284866783191e-10,6.44703458350202e-11,3.547751595815725e-05,7.349218972236631e-06,0.007019779564686624,0.0003866104458326354,0.00034577817057694784,3.174357847751012e-07,8.637867681487238e-09,2.7648926268009623e-08,2.357650819170481e-10,2.6304078032719762e-06,0.00010751840507774694,3.8478024559314427e-07,1.6399986391632516e-07,0.00040476210426569967,7.2017193301335234e-09,1.1630017903536896e-05,3.596074605329227e-08,9.314670914205872e-06,6.040438567443053e-11,6.713260254335651e-11,8.235266300638794e-07,1.705062098996994e-07,2.079501420709879e-12,2.1525623819288697e-10,9.273948374494905e-11
1.3817186332704637e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44404076199964215,0.0974384460467582,0.014971227579013594,5.888666905590139e-06,0.003644326081653309,0.020222650655002776,0.011596000625347089,6.162365824550292e-05,1.4235349868200914e-11,0.0023171514070112506,6.557181464016593e-11,0.0004434561672897624,3.0065186165773393e-09,1.935684006905481e-05,9.35124884635496e-10,6.459224520126682e-11,3.538326466597655e-05,7.365866120418539e-06,0.007018414633428318,0.0003836056903690352,0.00034607466067710225,3.1523774349894066e-07,8.630431768083824e-09,2.764270720588877e-08,2.3776579874412554e-10,2.651772516773741e-06,0.00010829947850415492,3.854351545821646e-07,1.6413605421233834e-07,0.00040553637076994276,7.200456484282362e-09,1.1656362729157372e-05,3.602451851788469e-08,9.310756373825313e-06,6.05587379130752e-11,6.723910560155432e-11,8.254506225186291e-07,1.7045902634969225e-07,2.0842235376877266e-12,2.150920805541592e-10,9.230758382339199e-11
1.3839324609541564e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44404323265813733,0.0974189238838168,0.014961046972376916,5.894991479011097e-06,0.00364732416403915,0.020261106156568204,0.01161645175257349,6.160613417132414e-05,1.4308020187956172e-11,0.002316731280883584,6.556334113033815e-11,0.00044357281378046775,3.0063759496586276e-09,1.9341833179561507e-05,9.370211080641469e-10,6.471405106142949e-11,3.528927662891702e-05,7.38250813425966e-06,0.007017049699774694,0.000380619302597444,0.000346370914173672,3.1305040754880663e-07,8.622999251263668e-09,2.7636487207572236e-08,2.3978618216635743e-10,2.6733340965456187e-06,0.00010908732646561876,3.860896462025498e-07,1.6427132250332697e-07,0.0004063108344155762,7.199191019987007e-09,1.1682699429979611e-05,3.6088253802653936e-08,9.306840967183463e-06,6.071316108044953e-11,6.734547830834753e-11,8.273740312045763e-07,1.7041160696574846e-07,2.088944135766938e-12,2.1492652342841337e-10,9.187703749926233e-11
1.386146288637849e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44404567797910416,0.09739940733872753,0.01495087312558118,5.9012775132232624e-06,0.0036503018956555856,0.020299572054647365,0.011636891288703396,6.158852976704374e-05,1.438092990143557e-11,0.002316310458464954,6.555471185122742e-11,0.0004436894067304436,3.0062300339309457e-09,1.9326702670636352e-05,9.389171507546696e-10,6.483576314690152e-11,3.5195553593651807e-05,7.39914499393305e-06,0.007015684762749657,0.0003776512641985641,0.00034666693073004835,3.1087380473978096e-07,8.615570168042811e-09,2.7630266387436743e-08,2.418264110416553e-10,2.6950941872415586e-06,0.00010988200034697038,3.8674371856149435e-07,1.6440567216805245e-07,0.00040708549354365523,7.1979229666766084e-09,1.1709027974621023e-05,3.615195172217036e-08,9.302924701886341e-06,6.086765446980513e-11,6.745172055084076e-11,8.292968531018736e-07,1.7036395412636172e-07,2.093663208358153e-12,2.1475957850656395e-10,9.144786137872405e-11
1.3883601163215416e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4440480979313324,0.09737989640222837,0.014940706035424784,5.9075251367193956e-06,0.003653259353829911,0.020338048273778282,0.011657319178630176,6.157084588668938e-05,1.4454079297036655e-11,0.0023158889492618604,6.554592842050967e-11,0.0004438059459378502,3.006080908752806e-09,1.9311449594270523e-05,9.408130064957547e-10,6.49573811888584e-11,3.510209729043636e-05,7.415776679861705e-06,0.007014319821384094,0.0003747015562794363,0.00034696271001014516,3.08707962313096e-07,8.608144555077091e-09,2.7624044859086862e-08,2.438866649651509e-10,2.7170544374258738e-06,0.00011068355154638789,3.873973697750076e-07,1.645391066095036e-07,0.0004078603464873498,7.196652353575349e-09,1.1735348332094609e-05,3.621561209122358e-08,9.299007585525756e-06,6.102221737473433e-11,6.755783221676848e-11,8.312190852221576e-07,1.7031607019343042e-07,2.0983807489443954e-12,2.1459125746947564e-10,9.10200719283911e-11
1.3905739440052342e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44405049248418726,0.09736039106505397,0.014930545698707061,5.913734479363949e-06,0.003656196616411998,0.02037653473810509,0.011677735367317796,6.15530833782161e-05,1.4527468661959505e-11,0.0023154667627118047,6.553699244482596e-11,0.0004439224312012125,3.005928613188208e-09,1.929607500142214e-05,9.42708669075363e-10,6.507890491827346e-11,3.5008909433037755e-05,7.4324031727167155e-06,0.007012954874716088,0.00037177015936737243,0.00034725825167850315,3.065529069291999e-07,8.600722448664787e-09,2.7617822735361522e-08,2.4596712424400515e-10,2.7392164992720528e-06,0.00011149203146342756,3.88050597968456e-07,1.646716292546692e-07,0.0004086353915720453,7.195379209704063e-09,1.1761660471806024e-05,3.6279234724860255e-08,9.295089625679408e-06,6.117684908927922e-11,6.766381319455475e-11,8.331407246083573e-07,1.7026795751237023e-07,2.103096751080672e-12,2.1442157198758234e-10,9.059368547304684e-11
