Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),CH3X(55),COX(50),CHOX(53),O(29),H2OX(23),acetyl(44),C2H4X(215),CO2X(24),C2H4X(70)
6.185523972455958e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999968,0.1186699660299623,0.022821567693054243,1.1991698345100343e-98,1.47192428152402e-45,1.9064840517979196e-30,1.1113736981216848e-71,9.72680373618061e-46,9.217193715910325e-110,5.459215427148706e-17,1.2962438281298565e-89,5.4592154271479975e-17,7.351791234640378e-61,4.597322291397382e-60,1.2337522689535886e-92,1.4305329411039444e-93,6.867162905351925e-32,1.9754069277083873e-71,2.9814274145875e-15,8.827476676399627e-17,3.533934931115557e-19,5.782846370006239e-32,2.141289491056551e-31,3.5339349097806243e-19,1.0649617854700465e-27,6.003419015620465e-33,3.0544820484103715e-37,1.9166867393755362e-62,7.726176424285861e-44,2.165026413803034e-62,1.9264372224328268e-31,2.172753859040063e-86,4.6065833977535005e-89,6.636843543351531e-25,1.1945639580023009e-45,6.445487371413043e-102,2.0910313513758518e-76,9.965536518679217e-89,1.9061800809340217e-85
1.237642198832847e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999938,0.11866996602995926,0.0228215676930542,3.0914562229756867e-96,1.178434420175915e-44,7.630905864191272e-30,7.159609225661e-70,7.789331773764492e-45,2.3750948668916233e-107,1.0923173873782447e-16,8.308782608178193e-88,1.092317387377961e-16,1.1775642666997714e-59,7.364275881897331e-59,1.5895804540541932e-90,1.8431149095592576e-91,2.7486547964427913e-31,7.054298126392409e-70,5.9654451223225824e-15,1.7662622750432773e-16,7.070940200677573e-19,2.3146450842879833e-31,8.570738320612565e-31,7.070940115281998e-19,4.26259846587221e-27,4.8063589080285694e-32,2.458768183136401e-36,6.173903824671608e-61,6.185639905557689e-43,6.936600028370987e-61,7.710769322652217e-31,2.799400779156175e-84,5.937901133691382e-87,1.3279454615578851e-24,9.563773110813656e-45,1.6616210343046283e-99,1.3399316484643287e-74,1.2845609548413504e-86,1.3604637947489057e-83
2.4758218020073495e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999876,0.11866996602995318,0.02282156769305411,8.004821779317756e-94,9.431056895864353e-44,3.0533572904330147e-29,4.633557361424598e-68,6.234622474939459e-44,6.148129254202383e-105,2.1851090767050253e-16,5.3217276439993264e-86,2.185109076703891e-16,1.8851255447944897e-58,1.1789693980596616e-57,2.0574166104749793e-88,2.3855698645347307e-89,1.099819947444077e-30,2.7234712857315066e-68,1.1933480537788265e-14,3.5332914898498477e-16,1.4144950804003167e-18,9.261591164870895e-31,3.4294117145468e-30,1.4144950462307716e-18,1.7055753723350417e-26,3.846505237089936e-31,1.989090034891428e-35,1.997958614557935e-59,4.9503933393869204e-42,2.2210573049399935e-59,3.0853120973775296e-30,3.62330427400675e-82,7.687744181640418e-85,2.6564680885697574e-24,7.653921891763873e-44,4.302333830606418e-97,8.580845972794371e-73,1.6631089247289923e-84,1.0493617051236734e-81
4.952181008356355e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679997534,0.11866996602994102,0.022821567693053935,2.0931305117741007e-91,7.546278474675067e-43,1.2215425175523054e-28,3.0285480223935033e-66,4.988961110520495e-43,1.6072124681085312e-102,4.370692455358718e-16,3.407220452001379e-84,4.3706924553541785e-16,3.0170192789313866e-57,1.8868993926244162e-56,2.6892985703210464e-86,3.118235552472659e-87,4.3999959495159326e-30,1.1693199291818293e-66,2.386955136870169e-14,7.067349919462756e-16,2.8292972267470728e-18,3.705236234314383e-30,1.3719879924476593e-29,2.8292970900451042e-18,6.823258127716988e-26,3.0777203735575278e-30,1.6257047725728139e-34,6.530455544144827e-58,3.9610691660293e-41,7.109420232000402e-58,1.2343257376896064e-29,4.736107856154085e-80,1.0051478701710525e-82,5.313514992859135e-24,6.124295254338373e-43,1.1249022584420807e-94,5.493343521156167e-71,2.174461684718745e-82,8.998962153503945e-80
9.904899421054365e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679995075,0.11866996602991671,0.02282156769305358,5.579897974722453e-89,6.037596085016595e-42,4.886573973809442e-28,2.018123521698426e-64,3.991674201940414e-42,4.2830285439632373e-100,8.741859212666627e-16,2.1810419067056698e-82,8.741859212648471e-16,4.827885664216417e-56,3.019477690366444e-55,3.5835910877567525e-84,4.155165678160346e-85,1.760141621954186e-29,5.6469059667368124e-65,4.77416930304568e-14,1.413546677868764e-15,5.6589016221752056e-18,1.482212469532564e-29,5.488398595346183e-29,5.658901075310528e-18,2.729402207957494e-25,2.4623009068186844e-29,1.3552978302391621e-33,2.1764861125389604e-56,3.1691599911057525e-40,2.2752659302666535e-56,4.93770474852704e-29,6.311041094857578e-78,1.3398671152089754e-80,1.0627615402500424e-23,4.899893159482313e-42,2.998332840689476e-92,3.5161383972129736e-69,2.8985686780623507e-80,8.680233191851125e-78
1.9810336246450387e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679990157,0.11866996602986808,0.022821567693052873,1.5414230664293082e-86,4.830306299729073e-41,1.954714110542847e-27,1.3935181064509423e-62,3.193541498670287e-41,1.1825092320628974e-97,1.7484192727284542e-15,1.3960014963761496e-80,1.7484192727211905e-15,7.725140950718833e-55,4.831514961377609e-54,4.947649451339038e-82,5.736788215892749e-83,7.0408529823068e-29,3.025980519086238e-63,9.548597635368007e-14,2.8271700497133667e-15,1.1318110824034572e-17,5.929069946775502e-29,2.1954487508226134e-28,1.1318108636388443e-17,1.0917067777293367e-24,1.9697595674800611e-28,1.171659472212982e-32,7.518340442527302e-55,2.535454387312552e-39,7.280776590889869e-55,1.9751622391666086e-28,8.71327610761057e-76,1.8509061773074624e-78,2.125584262603313e-23,3.9200874158982316e-41,8.280554676081408e-90,2.2503099280021433e-67,4.00411368432893e-78,9.293222986597503e-76
3.962120989724243e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767998032,0.11866996602977084,0.02282156769305146,4.523765212670967e-84,3.864336970690677e-40,7.819055377964951e-27,1.0221853484914705e-60,2.55491405524338e-40,3.467400514954451e-95,3.496885975652875e-15,8.934840556106755e-79,3.4968859756238196e-15,1.2360644634689131e-53,7.730703509738962e-53,7.255387697507174e-80,8.412605377756285e-81,2.816398492835809e-28,1.7482324986724493e-61,1.9097454299897864e-13,5.65441679340108e-15,2.2636530872282325e-17,2.3716592801999658e-28,8.781973506977886e-28,2.2636522120732782e-17,4.36612788849212e-24,1.5755656418619489e-27,1.0771087373646595e-31,2.759835612350566e-53,2.0284213063404915e-38,2.3295315669986765e-53,7.900809457763522e-28,1.2777419915086251e-73,2.7165956574374976e-76,4.251240269009906e-23,3.1361232437603176e-40,2.4291249931122778e-87,1.4400053106081927e-65,5.876885814772142e-76,1.0730771143360384e-73
7.924295719882651e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679960653,0.11866996602957634,0.022821567693048633,1.4536587007591505e-81,3.091506598634492e-39,3.127685837274158e-26,8.2091236756705e-59,2.0439635855988176e-39,1.1128714585169452e-92,6.993819381505069e-15,5.718435862362707e-77,6.993819381388847e-15,1.9777366674664414e-52,1.236934618820802e-51,1.1646622532795175e-77,1.3504231916563658e-78,1.1265708572149559e-27,1.0583199412457768e-59,3.819516762849842e-13,1.1308910280770528e-14,4.52733775510236e-17,9.486598022226688e-28,3.512825003957458e-27,4.5273342538177364e-17,1.745838779104697e-23,1.2600206205896117e-26,1.0851990435939297e-30,1.1095324472299675e-51,1.6227717372151366e-37,7.45204273292079e-52,3.1603557385901336e-27,2.0510796274458907e-71,4.366018797859813e-74,8.502594528623302e-23,2.5088945663617874e-39,7.801018163342518e-85,9.213022992382432e-64,9.445139232053969e-74,1.2986845308465399e-71
1.5848645180199469e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767992132,0.11866996602918735,0.022821567693042978,5.2330801245966236e-79,2.473220486586705e-38,1.2511061685519525e-25,7.385514056335685e-57,1.6351838025597703e-38,4.000842426047229e-90,1.3987686193222862e-14,3.6598430687688107e-75,1.3987686192757972e-14,3.1644054768736684e-51,1.979112047608068e-50,2.0942184607677418e-75,2.4282414049033597e-76,4.50630634909116e-27,6.576171146879376e-58,7.639059428386287e-13,2.2617897255485528e-14,9.054709727050333e-17,3.794550031131695e-27,1.4051370419366564e-26,9.05469571681053e-17,6.978354559064175e-23,1.0073082106579226e-25,1.2254015748773327e-29,4.997828674129157e-50,1.2982497628350746e-36,2.383013011592143e-50,1.2641485705449563e-26,3.6881150406562135e-69,7.861312559933837e-72,1.7005472035050917e-22,2.0070734780064505e-38,2.80640860602088e-82,5.892311281462217e-62,1.7006653104556719e-71,1.6135932363365407e-69
3.16973441008331e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679842647,0.11866996602840936,0.022821567693031668,2.112079493298755e-76,1.9785831102996548e-37,5.00464075324303e-25,7.44970228223011e-55,1.3081522115724322e-37,1.6127834950367736e-87,2.7975419816712084e-14,2.342313663803119e-73,2.797541981485252e-14,5.063070171693364e-50,3.1665894393352205e-49,4.222285746155353e-73,4.895730194425594e-74,1.802527123667382e-26,4.141450533264602e-56,1.5278144758724519e-12,4.523587120481996e-14,1.810946424208669e-16,1.517737096483273e-26,5.62056160919478e-26,1.8109408160823922e-16,2.7873281721360022e-22,8.047083636202391e-25,1.5507308631293352e-28,2.5236947970869427e-48,1.0386422859657564e-35,7.615051685999335e-49,5.0566059042933575e-26,7.43583948825501e-67,1.5868891095449996e-69,3.401190299670941e-22,1.6055770163274524e-37,1.1319793221423146e-79,3.7658838620180263e-60,3.432989093158896e-69,2.0321344896410253e-67
6.339474194210037e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679685306,0.11866996602685338,0.02282156769300905,9.34559387859914e-74,1.5828701971716484e-36,2.0020208741544753e-24,8.239083414442309e-53,1.0465238304678881e-36,7.130010993340191e-85,5.5950887063905043e-14,1.4990852341238932e-71,5.595088705646678e-14,8.100929278369937e-49,5.0665411140519244e-48,9.335271697245983e-71,1.0824224041463769e-71,7.210117662537159e-26,2.6235977533180995e-54,3.055631541646235e-12,9.04718191031065e-14,3.621901576639488e-16,6.070262007822511e-26,2.2482268205381776e-25,3.6218791121058423e-16,1.1117290174833143e-21,6.419498110591544e-24,2.1494970211110282e-27,1.3967835695353668e-46,8.30977846790127e-35,2.430047641358399e-47,2.0226439436371933e-25,1.644027837518143e-64,3.5115907338527466e-67,6.802746871523908e-22,1.2843250917044811e-36,5.006599966229054e-77,2.4035236012029664e-58,7.596855232427359e-67,2.574537172839567e-65
1.2678953762463491e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679370625,0.11866996602374144,0.022821567692963816,4.392770303890974e-71,1.2662992735394548e-35,8.009374430346745e-24,9.680407969723226e-51,8.372198782930083e-36,3.349584155955181e-82,1.1190182155914908e-13,9.594159574109873e-70,1.1190182152939599e-13,1.2961500053668083e-47,8.106431821060665e-47,2.1930860075043503e-68,2.5428771908206804e-69,2.8840488984258536e-25,1.663641260820482e-52,6.111265672018345e-12,1.8094371489815039e-13,7.243829045381492e-16,2.4275512460698333e-25,8.992907544420119e-25,7.243738933113702e-16,4.4214946219204755e-21,5.1067427705602463e-23,3.1619904558609993e-26,8.210062330890596e-45,6.64882448849418e-34,7.73313728684525e-46,8.090572998355088e-25,3.8622244364682193e-62,8.253818600367056e-65,1.3606941533314646e-21,1.0272394209656601e-35,2.3526541839589647e-74,1.5298128756932715e-56,1.7856367134864964e-64,3.264926506903034e-63
2.5357912898970397e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727678741256,0.11866996601751754,0.022821567692873343,2.1323044804249947e-68,1.0130432748099736e-34,3.2047631576404425e-23,1.1746802614584296e-48,6.697762112965553e-35,1.6255052556928984e-79,2.2380369055306952e-13,6.140266260419482e-68,2.2380369043405711e-13,2.0738409389566553e-46,1.2970160235577533e-45,5.321728010011421e-66,6.170526478571524e-67,1.153619925921773e-24,1.0511784164909485e-50,1.2222533928060747e-11,3.6188750648212136e-13,1.4487753943243928e-15,9.70577010483522e-25,3.597159797063285e-24,1.4487391491594925e-15,1.7485812631485674e-20,4.039930470533911e-22,4.800118896046086e-25,4.982654895864808e-43,5.32063194848129e-33,2.447489773458614e-44,3.236223892089782e-24,9.372032696241731e-60,2.003311550406772e-62,2.721965692923308e-21,8.214377975998929e-35,1.1418550140202853e-71,9.684366122685254e-55,4.334142279179594e-62,4.125749786325193e-61
5.071583117198421e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727677482524,0.11866996600506975,0.0228215676926924,1.0456282052866556e-65,8.104403315937599e-34,1.2826901849440931e-22,1.4400898500593257e-46,5.358210654541634e-34,7.970600731383414e-77,4.476074285546393e-13,3.9297712541358894e-66,4.476074280785904e-13,3.318145842494113e-45,2.0751819489259234e-44,1.3047715510409752e-63,1.512877180773474e-64,4.614480435742422e-24,6.57783134643719e-49,2.444507042133828e-11,7.237750896256001e-13,2.8975893632075407e-15,3.8787628255240675e-24,1.438860656167915e-23,2.897442827939392e-15,6.839164495921261e-20,3.1613940785937672e-21,7.357704881133604e-24,3.0544812771514576e-41,4.2589433693617716e-32,7.663576753432291e-43,1.294484693798762e-23,2.2978102084473224e-57,4.9117337558121736e-60,5.446239201040035e-21,6.565845905926347e-34,5.599177296406577e-69,6.0657755849804405e-53,1.0626990960974903e-59,5.16313939695246e-59
1.0143166771801184e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767496506,0.11866996598017418,0.022821567692330513,5.080564319476592e-63,6.483612014904015e-33,5.136663289158873e-22,1.74942446954007e-44,4.2865684765576886e-33,3.8733060748735286e-74,8.952149046126918e-13,2.5150532656428577e-64,8.95214902708501e-13,5.309032326926163e-44,3.3201504971394193e-43,3.1702021296132755e-61,3.675830203977001e-62,1.845792319869019e-23,4.034930757696891e-47,4.8890143332664226e-11,1.4475502558147208e-12,5.79534073244597e-15,1.548675829650257e-23,5.755415151391122e-23,5.79474285781342e-15,2.618959822229451e-19,2.4227866768372927e-20,1.1170177468541063e-22,1.8551555336168238e-39,3.4108284213325265e-31,2.3507943235158447e-41,5.177898636815941e-23,5.582950007461838e-55,1.1930989918210646e-57,1.0901707932991494e-20,5.243647272347232e-33,2.7207139534985074e-66,3.722585265539317e-51,2.581705986741635e-57,6.333583386409947e-57
2.028633408100671e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072766993013,0.11866996593038302,0.022821567691606738,2.392210400964551e-60,5.187031162532311e-32,2.058861670212255e-21,2.059667675552565e-42,3.4292540701051245e-32,1.824445945982775e-71,1.7904298569484244e-12,1.6096332037362988e-62,1.7904298493316982e-12,8.494446768193568e-43,5.3117919651281446e-42,7.465815513008612e-59,8.656539875156666e-60,7.383169563892983e-23,2.3841098548335375e-45,9.77802888543997e-11,2.8951005878017614e-12,1.1591389159946397e-14,6.172183397325909e-23,2.302143807793372e-22,1.158891363865259e-14,9.646034238263727e-19,1.7864776795610063e-19,1.6425880399550758e-21,1.091786131676751e-37,2.7339070661159957e-30,6.942274728374282e-40,2.071127097829073e-22,1.314765380200187e-52,2.8079724001310394e-55,2.1840332259653418e-20,4.180541290832216e-32,1.281277435868681e-63,2.2000783400909196e-49,6.0776489819792054e-55,7.482896354775626e-55
4.0572668699417765e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727659860276,0.11866996583080071,0.022821567690159188,1.0597011165166995e-57,4.149848884529615e-31,8.262464459269897e-21,2.281767571320977e-40,2.7434018641816406e-31,8.088031179289532e-69,3.5808597624982083e-12,1.0301639704781566e-60,3.5808597320316047e-12,1.3591097624684402e-41,8.497444311604191e-41,1.6546275795901517e-56,1.9185120242552928e-57,2.9532678770351367e-22,1.3201134864652273e-43,1.9556057869420495e-10,5.790201250212207e-12,2.318598969278751e-14,2.451039526828062e-22,9.208396665041727e-22,2.3175538339331173e-14,3.32406943707198e-18,1.2324082173808476e-18,2.270985193201921e-20,6.044332458306207e-36,2.19393001304265e-29,1.9200268418292583e-38,8.28424905370739e-22,2.9137997922162225e-50,6.215202273856459e-53,4.382832836310925e-20,3.3216555777376496e-31,5.677734794988106e-61,1.2183621993677065e-47,1.3459578734106754e-52,8.282500460859957e-53
6.085900331782881e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072764979042,0.1186699657312184,0.022821567688711637,8.766638688553129e-57,1.1866339127174178e-30,1.759107145761037e-20,1.43274100828451e-39,8.144471864321266e-31,6.660019991920149e-68,5.371289668926312e-12,5.848963503127399e-60,5.371289604185023e-12,5.141785189208671e-41,3.2394069859365748e-40,1.1997316064287618e-55,1.3910654893021833e-56,6.2756942647291e-22,7.067519094005054e-43,2.9334086733034456e-10,8.685301911059017e-12,3.4783343158406377e-14,5.182484051532847e-22,1.956758049560534e-21,3.476044643360969e-14,6.404281243856268e-18,3.247733547153632e-18,7.818932904794668e-20,3.2199188596926975e-35,6.282824170951358e-29,8.513221848118452e-38,1.760364821156973e-21,2.1127124275500625e-49,4.529153160535215e-52,6.592707191579048e-20,9.460727298831285e-31,4.6886062854129373e-60,6.522918314748516e-47,9.810958032227538e-52,5.220707983104942e-52
