Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),COX(50),CHOX(53),H2OX(23),CO2X(24)
0.0,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.305033531594134e-24,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,-8.354987283040915e-121,1.3111129442296081e-65,2.9700072480670085e-36,1.2382279947926666e-88,1.8017287790466756e-54,4.211018627948689e-132,5.564692090377849e-20,-6.560824863034932e-106,5.564692090377849e-20,2.600819855767321e-72,3.317843784208781e-73,2.778072912835244e-112,3.2211692050267396e-113,5.334634238317341e-54,1.2211608533983523e-85,3.0390311159895404e-18,8.998030998167262e-20,3.6022135345530084e-22,9.008783565416967e-38,3.335798334090026e-37,3.602213534519773e-22,1.659055332430101e-33,1.6672145031412749e-41,8.436451612183897e-46,1.0649562282508171e-76,2.1456307131233774e-52,1.2094192952196505e-76,4.892447859145279e-106,-1.5818664517657303e-108,3.3174158799093106e-54,-3.4220910011791844e-108
1.7654093888463576e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,1.5136425612099486e-118,2.9329134275464594e-64,1.7938843783244815e-35,1.3682887469241879e-86,2.7227725538138155e-53,1.519471322965991e-129,1.5581137853057977e-19,1.2665769200879905e-104,1.558113785305797e-19,7.334728183990134e-71,1.043183172229582e-71,5.553556803780189e-110,6.439336445070157e-111,6.3332777655011915e-53,6.322570776765917e-84,8.50928712477071e-18,2.5194486794868334e-19,1.0086197896802362e-21,5.441305271420445e-37,2.0148221937883227e-36,1.0086197896601614e-21,1.0020694110596382e-32,1.9793170396050856e-40,1.0015848011174582e-44,6.47870739926802e-75,2.5472927832598634e-51,7.357487701870302e-75,9.780336207053257e-104,1.6009046640527308e-106,3.938436131228292e-53,3.4632768416368225e-106
4.035221460220246e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996531,0.022821567693054285,6.389854366153523e-116,5.794948187057288e-63,8.636781084758986e-35,1.2379489483051883e-84,2.9290344677597478e-52,5.501750165952356e-127,3.5614029378418233e-19,1.3373714743086816e-102,3.561402937841821e-19,1.595463591799844e-69,2.32728427005713e-70,1.005434421945359e-107,1.1657989186225852e-108,6.2180496612723004e-52,2.761994298076755e-82,1.944979914233304e-17,5.758739838827048e-19,2.305416662151681e-21,2.619754257686146e-36,9.70050155550299e-36,2.3054166620550294e-21,4.824532760784595e-32,1.94330516743634e-39,9.833815236444466e-44,2.924855725741379e-73,2.5009471611999563e-50,3.321521577774427e-73,1.770664643971416e-101,3.352605821383252e-104,3.866779945282161e-52,7.252775484856696e-104
8.574845602968022e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996528,0.022821567693054285,2.0553765976627697e-113,1.0311805152210606e-61,3.771909212671227e-34,9.369351586620091e-83,2.6922873042048777e-51,1.6682885962146455e-124,7.567981242913875e-19,1.0570806914354217e-100,7.567981242913862e-19,2.957720612118633e-68,4.3587458653020786e-69,1.523563505172252e-105,1.7665684086521203e-106,5.499794499823817e-51,1.0291967027180998e-80,4.1330823177457633e-17,1.2237322157507477e-18,4.89901040718087e-21,1.1441155095662757e-35,4.236463884262496e-35,4.899010406758767e-21,2.1070001214000246e-31,1.7188313435657596e-38,8.698247352367504e-43,1.1044135050669728e-71,2.2120594441667053e-49,1.2541432980468655e-71,2.683138723476291e-99,5.388038299624987e-102,3.420123066437022e-51,1.1656077146619513e-101
1.7654093888463574e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999998,0.11866996602996524,0.022821567693054285,5.879943128701824e-111,1.7392370197909938e-60,1.574697849788641e-33,6.509626962982388e-81,2.303308471146888e-50,4.6405193599797135e-122,1.5581137853057984e-18,7.492213582470578e-99,1.5581137853057924e-18,5.083566031395018e-67,7.528649514628267e-68,2.118343828143225e-103,2.4562148363005738e-104,4.622908650449384e-50,3.552462144532587e-79,8.509287124770657e-17,2.519448679486833e-18,1.0086197897584437e-20,4.7764570172089595e-35,1.7686402767058788e-34,1.0086197895822242e-20,8.796310015468664e-31,1.444781194200456e-37,7.311988357811529e-42,3.832026444063956e-70,1.859369253457858e-48,4.351205360959821e-70,3.73060285020266e-97,7.703957674093486e-100,2.8748195063394163e-50,1.6666163084618778e-99
3.581259045945468e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999997,0.11866996602996516,0.022821567693054285,1.5902119991811341e-108,2.8567023061705246e-59,6.433154557714128e-33,4.3393194492062896e-79,1.9044199855630964e-49,1.2379212368477674e-119,3.1607451073346208e-18,5.041916274816736e-97,3.1607451073345965e-18,8.425637885944495e-66,1.2508963688812532e-66,2.825048648382178e-101,3.2756374631917827e-102,3.790139792841849e-49,1.1833958524305163e-77,1.7261696738820348e-16,5.1108816069590024e-18,2.046057287977235e-20,1.951338530701977e-34,7.225472623329764e-34,2.04605728725732e-20,3.593579063266285e-30,1.1845187204431722e-36,5.995773028974232e-41,1.2764266015984104e-68,1.5244232589941443e-47,1.4491328234050974e-68,4.975176550353638e-95,1.041544292363041e-97,2.356950706021882e-49,2.2531986519221856e-97
7.21295836014369e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999955,0.11866996602996498,0.02282156769305428,4.184433599884611e-106,4.6308377245492665e-58,2.6003839538315945e-32,2.834630783259832e-77,1.548642704451812e-48,3.235409720982469e-117,6.36600775139227e-18,3.3081856852756846e-95,6.36600775139217e-18,1.3718967093158448e-64,2.0392767650620736e-65,3.691462070599363e-99,4.280241849708158e-100,3.0693534327204766e-48,3.885009607587923e-76,3.4766515966919347e-16,1.0293747461903335e-17,4.120932284967124e-20,7.887622229943105e-34,2.9206515596162975e-33,4.1209322820571136e-20,1.452581633061364e-29,9.592536586402628e-36,4.857092537671578e-40,4.167786472532352e-67,1.2345174892477082e-46,4.7302093791550813e-67,6.501012129404512e-93,1.370202082685594e-95,1.9087197662373454e-48,2.9641922206612265e-95
1.4476356988540132e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999992,0.11866996602996462,0.022821567693054278,1.0865052022699904e-103,7.457821407294692e-57,1.0456029704828987e-31,1.8336464265411463e-75,1.2490364445727733e-47,8.37255967418804e-115,1.2776533039507583e-17,2.143655091225752e-93,1.2776533039507187e-17,2.2142468198966862e-63,3.293437338274003e-64,4.776180750673722e-97,5.5379706846105685e-98,2.47048260994737e-47,1.273229971759189e-74,6.977615442311581e-16,2.065947917179199e-17,8.270682281156141e-20,3.1715781245291616e-33,1.1743811465478671e-32,8.270682269455113e-20,5.840762993925793e-29,7.720902955710072e-35,3.911922032064017e-39,1.3478081270996766e-65,9.936470932817932e-46,1.5287209557593368e-65,8.411303812843069e-91,1.778801689901208e-93,1.5363036847874003e-47,3.848125914638062e-93
2.9003154245333017e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999985,0.11866996602996391,0.022821567693054268,2.8038390745944946e-101,1.197145459769105e-55,4.193335725814297e-31,1.1809185951567849e-73,1.0032939977927334e-46,2.156975675061469e-112,2.5597583615738268e-17,1.380453870389664e-91,2.5597583615736684e-17,3.5582351964818435e-62,5.294104061124339e-63,6.1521965769653e-95,7.133457895790983e-96,1.982406611956306e-46,4.213442498682429e-73,1.3979543133550254e-15,4.1390942591569213e-17,1.6570182282371137e-19,1.2719446135745706e-32,4.7097936518078754e-32,1.6570182235444748e-19,2.3424040943934127e-28,6.195530318647389e-34,3.143101545177365e-38,4.3398259053935567e-64,7.973392424805899e-45,4.916131198449288e-64,1.0834597184794929e-88,2.2951360786876687e-91,1.2327868931148812e-46,4.965124954765312e-91
