Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),CH3X(55),C2H4(47),O(29),COX(50),OH(D)X(68),CH4OX(63),CHOX(53),C2H6X(52),acetyl(44),CHO2X(213),C2H4X(215),C2H4X(70)
4.168922023472886e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4369102686578431,0.07554807253676117,0.006425210477987864,0.0,0.00519811916254766,0.06539527702422085,0.027564827085560475,3.821797488498016e-05,3.0390603144117945e-10,0.0018215823517788892,4.8401059350335546e-11,0.0005469704072910419,2.8121185117895285e-09,6.00005663644495e-06,2.7418876610923886e-09,1.4015473471085796e-10,1.2659172016018707e-05,2.5236420200332083e-05,0.005355193931927714,2.1119958225526045e-06,0.0005830598914984355,1.2720425521856091e-08,2.9117685506407586e-09,1.1372342432184981e-08,1.142638627195415e-08,0.00016230115576480777,0.00799544078786978,3.7485514585436595e-06,2.3027443708967475e-07,0.001291850247210793,5.569598129593324e-09,3.993730520776603e-05,4.911424558014469e-06,8.425896337617503e-08,3.863541486226235e-11,6.56016830113851e-11,4.882885454202809e-10,1.0402325834759716e-07,1.2565032086225276e-10,2.284144770365487e-14,2.841335618141338e-06,7.026154131844051e-12
4.1775683893209095e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4368803051494656,0.0754897411005976,0.006408618985764548,0.0,0.005198942691464341,0.06551901300768195,0.027597266235905724,3.816252226307403e-05,3.0537978354325973e-10,0.0018202668695526739,4.835933019587465e-11,0.0005472001545244696,2.811748129464969e-09,5.974700501518685e-06,2.7462663610097685e-09,1.4024622514153894e-10,1.2625115287236624e-05,2.5275932143992322e-05,0.00535069292653533,2.0983854403605157e-06,0.0005835443057799686,1.2650942480473583e-08,2.902152292663526e-09,1.1373717699420597e-08,1.149109527998463e-08,0.00016307404502175315,0.008026296350500924,3.752629744182753e-06,2.3029511088639162e-07,0.001294207184844101,5.5651942733289934e-09,3.999983464352714e-05,4.900642787873013e-06,8.435233686332118e-08,3.852883215855797e-11,6.53199711676495e-11,4.892594569286547e-10,1.0386519940289493e-07,1.257073431530985e-10,2.2742955027981225e-14,2.845628902982431e-06,7.0366721701137445e-12
4.186214755168933e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43685030746914494,0.07543145582133833,0.006392072379482465,0.0,0.005199760684325378,0.06564265547695111,0.027629620716526495,3.8107160243591894e-05,3.0685637286673894e-10,0.0018189525492081611,4.8317674975249105e-11,0.0005474295525942851,2.8113795410692077e-09,5.949510220814929e-06,2.7506375836640068e-09,1.403370793723276e-10,1.2591207429650586e-05,2.531538234066335e-05,0.005346195335854175,2.0848852020191506e-06,0.0005840277361692985,1.2581949944312213e-08,2.8925690541175365e-09,1.137514640691653e-08,1.1555993742163066e-08,0.00016384847671852953,0.008057184306181272,3.7566958244544997e-06,2.3031551653858354e-07,0.0012965618375754542,5.560794085801851e-09,4.006226636192111e-05,4.8898822469097385e-06,8.444543136432806e-08,3.8422714994829124e-11,6.504010538588688e-11,4.902290042056785e-10,1.037073996444884e-07,1.257638468079816e-10,2.264498832876149e-14,2.849914336288067e-06,7.047170959446677e-12
4.194861121016957e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4368202757930019,0.07537321666129125,0.006375570535303108,0.0,0.005200573171327335,0.06576620448408803,0.027661890748532217,3.8051888589476955e-05,3.0833579093071747e-10,0.0018176393880445527,4.8276093341250816e-11,0.0005476586024895996,2.811012736743206e-09,5.9244842755843236e-06,2.7550013393144967e-09,1.4042729952313606e-10,1.2557447408026678e-05,2.535477088560437e-05,0.005341701159682698,2.0714940222350014e-06,0.0005845101855022399,1.2513443627955585e-08,2.883018716339929e-09,1.1376628574764831e-08,1.1621081485229428e-08,0.00016462444698215936,0.008088104479713268,3.760749731810996e-06,2.303356555178696e-07,0.0012989142067635878,5.556397561207057e-09,4.012460051370024e-05,4.879142915306129e-06,8.453824761912406e-08,3.8317060158352e-11,6.476206878141669e-11,4.911971869851344e-10,1.0354985845327549e-07,1.258198337632968e-10,2.2547544237389056e-14,2.85419193043628e-06,7.0576505301681245e-12
4.203507486864981e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4367902102967555,0.07531502358280302,0.006359113329716136,0.0,0.005201380182445411,0.06588966008124825,0.027694076552558112,3.799670706516896e-05,3.09818029248758e-10,0.0018163273833816252,4.82345849495092e-11,0.0005478873051945725,2.810647706705138e-09,5.899621163516589e-06,2.7593576382406697e-09,1.4051688770852682e-10,1.2523834197492964e-05,2.5394097873836796e-05,0.005337210397809728,2.058210828365544e-06,0.0005849916566020919,1.244541928882593e-08,2.873501161133178e-09,1.1378164222595656e-08,1.1686358334480807e-08,0.00016540195193682957,0.008119056696308625,3.7647914986281052e-06,2.3035552928563382e-07,0.0013012642937724628,5.552004693791435e-09,4.018683724923941e-05,4.868424773065673e-06,8.463078636620768e-08,3.821186446847934e-11,6.44858446524855e-11,4.921640050193744e-10,1.0339257521395457e-07,1.2587530594946984e-10,2.2450619404422667e-14,2.8584616977826196e-06,7.0681109125489935e-12
4.212153852713004e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4367601111557217,0.07525687654825883,0.006342700639538662,0.0,0.005202181747435493,0.06601302232068224,0.027726178348765045,3.7941615436587456e-05,3.113030793290693e-10,0.001815016532559489,4.8193149458458695e-11,0.0005481156616884487,2.8102844412492515e-09,5.874919398554957e-06,2.7637064907414417e-09,1.4060584603771311e-10,1.2490366783414353e-05,2.543336340014445e-05,0.005332723050014474,2.0450345602564743e-06,0.0005854721522797275,1.237787272703574e-08,2.864016270761754e-09,1.1379753369584656e-08,1.1751824113803067e-08,0.00016618098770403606,0.008150040781588931,3.7688211572050648e-06,2.3037513929317295e-07,0.0013036120999712227,5.547615477853924e-09,4.024897671854014e-05,4.857727800016037e-06,8.47230483426374e-08,3.810712477626196e-11,6.421141647819448e-11,4.931294580737502e-10,1.0323554931497975e-07,1.2593026529096958e-10,2.2354210487425352e-14,2.86272365066029e-06,7.0785521368063335e-12
4.220800218561028e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43672997854481305,0.07519877552008228,0.006326332341914531,0.0,0.005202977895836219,0.06613629125473446,0.027758196356839345,3.7886613471115103e-05,3.127909326746897e-10,0.0018137068329383509,4.815178652930654e-11,0.0005483436729455966,2.809922930745197e-09,5.850377510712485e-06,2.768047907134858e-09,1.406941766145604e-10,1.2457044161267577e-05,2.5472567559076403e-05,0.005328239116066547,2.0319641700569245e-06,0.0005859516753336625,1.2310799791493694e-08,2.8545639279490727e-09,1.1381396034445612e-08,1.18174786456596e-08,0.00016696155040259734,0.00818105656158638,3.7728387398107276e-06,2.303944869817959e-07,0.0013059576267341472,5.543229907743617e-09,4.0311019071232075e-05,4.847051975811173e-06,8.48150342840329e-08,3.8002837964026375e-11,6.393876791639702e-11,4.940935459405357e-10,1.0307878014851775e-07,1.2598471370627564e-10,2.225831419611713e-14,2.8669778013802874e-06,7.088974233103273e-12
4.229446584409052e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43669981263853797,0.07514072046073518,0.006310008314313622,0.0,0.005203768656971009,0.0662594669358424,0.027790130795992674,3.7831700937581405e-05,3.1428158078366903e-10,0.0018123982818982801,4.811049582600112e-11,0.000548571339935545,2.80956316563749e-09,5.82599404589049e-06,2.7723818977580366e-09,1.4078188153758742e-10,1.2423865336519394e-05,2.5511710444950062e-05,0.005323758595725968,2.018998622076391e-06,0.0005864302285501481,1.2244196373162537e-08,2.845144015877655e-09,1.1383092235423563e-08,1.1883321751078574e-08,0.00016774363614870734,0.008212103862744508,3.7768442786452048e-06,2.304135737828095e-07,0.001308300875440618,5.538847977858003e-09,4.037296445657398e-05,4.836397279933449e-06,8.490674492458456e-08,3.7899000945009884e-11,6.366788280172696e-11,4.950562684374436e-10,1.0292226711040232e-07,1.2603865310792182e-10,2.2162927277316396e-14,2.871224162231544e-06,7.099377231549343e-12
4.237228313672273e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4366726349992578,0.07508851017967737,0.006295354439333675,0.0,0.00520447575994387,0.06637024536098599,0.027818800520599176,3.778235593179925e-05,3.156255465736823e-10,0.0018112215658494777,4.8073395670562704e-11,0.0005487759466754883,2.8092408615159464e-09,5.804183190081789e-06,2.7762761488438698e-09,1.4086028276441382e-10,1.2394126526994643e-05,2.5546886731536447e-05,0.0053197290458476655,2.007418422650619e-06,0.0005868600995269848,1.2184651365351035e-08,2.8366937271149945e-09,1.1384664604405534e-08,1.1942741627337896e-08,0.00016844881231400374,0.008240073241266509,3.780438992684876e-06,2.304305300198714e-07,0.0013104078526823123,5.534907348763929e-09,4.0428632519366026e-05,4.82682610126875e-06,8.49890497245003e-08,3.780592967454653e-11,6.342558072606082e-11,4.959215511386256e-10,1.027816238694114e-07,1.2608676493869585e-10,2.2077511836152368e-14,2.875039236799029e-06,7.108723626331574e-12
4.2450100429354935e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4366454306584015,0.07503633707568452,0.006280736235220003,0.0,0.005205178543888164,0.06648094833214958,0.027847402890693134,3.7733083013279945e-05,3.1697176302695886e-10,0.0018100457761626723,4.8036353506869303e-11,0.0005489802760404724,2.8089199566219235e-09,5.7824984538001746e-06,2.780164401005275e-09,1.4093818042940777e-10,1.2364502684595959e-05,2.558201353158361e-05,0.005315702260600747,1.995921577980277e-06,0.0005872891891965585,1.2125480431022891e-08,2.8282695284788326e-09,1.1386280364726905e-08,1.2002313969714907e-08,0.00016915521616538097,0.008268067885739127,3.7840240006359828e-06,2.304472771190555e-07,0.0013125129868323477,5.530969659741307e-09,4.048422226750543e-05,4.817272004597647e-06,8.507113265743603e-08,3.771321805364372e-11,6.318468255059915e-11,4.967857276240205e-10,1.0264118717058176e-07,1.2613446739867739e-10,2.1992503957814268e-14,2.878848020436925e-06,7.118054598076354e-12
4.252013599272392e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43662092402623787,0.07498941304592867,0.006267610276834815,0.0,0.005205807373976249,0.06658051652479396,0.027873087566939566,3.768879888435061e-05,3.1818527702149816e-10,0.0018089883559385903,4.800306494457928e-11,0.0005491639358894018,2.808632332923988e-09,5.763089173709811e-06,2.7836587051294614e-09,1.4100785903782836e-10,1.2337938940735032e-05,2.56135853970722e-05,0.005312080517477466,1.9856450822357203e-06,0.0005876747035396127,1.2072544026383606e-08,2.820709987151542e-09,1.1387771658811608e-08,1.2056059326154139e-08,0.00016979202695898034,0.008293284564283873,3.7872422284296933e-06,2.3046217154119373e-07,0.0013144060325636692,5.527428250087393e-09,4.0534186171111806e-05,4.808687910050335e-06,8.514481804072022e-08,3.763008328680035e-11,6.296906508206175e-11,4.975625405898441e-10,1.025149703772711e-07,1.2617705074282408e-10,2.1916343478705232e-14,2.882270554333383e-06,7.1264393040007415e-12
4.257785003578283e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43660071278979784,0.07495076707227136,0.0062568152150184846,0.0,0.005206322966671149,0.06666252156116986,0.02789421265259929,3.7652349465042704e-05,3.191866578353812e-10,0.0018081175319772924,4.7975667952490305e-11,0.0005493151159544873,2.808396155712381e-09,5.747170241247261e-06,2.7865346046740516e-09,1.4106497407482683e-10,1.2316117818211393e-05,2.563957270089866e-05,0.005309097638908888,1.9772264810244976e-06,0.0005879919200531673,1.20291453140425e-08,2.8144962021136204e-09,1.1389027015482906e-08,1.2100441804083458e-08,0.00017031754633961574,0.00831408005380894,3.7898883832408007e-06,2.3047431938201662e-07,0.0013159649094468128,5.52451167429459e-09,4.0575312253586855e-05,4.801624417192476e-06,8.520540531272078e-08,3.756179110942282e-11,6.27922235648889e-11,4.982020134865284e-10,1.0241108445176364e-07,1.262118946361419e-10,2.1853827574123966e-14,2.885087134082637e-06,7.13333950436123e-12
4.262588063324451e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43658388159867123,0.07491862080401293,0.006247846245681682,0.0,0.005206750263041962,0.06673073593091773,0.027911765230900918,3.7622045696397126e-05,3.200209608755702e-10,0.0018073932040857808,4.795289177504412e-11,0.0005494408149830992,2.808200184462896e-09,5.733974016056744e-06,2.78892546916956e-09,1.4111229664528098e-10,1.2298005363257491e-05,2.5661179093594813e-05,0.0053066163963651335,1.970254545686714e-06,0.000588255587498126,1.1993181901769821e-08,2.8093358354329524e-09,1.1390089954525189e-08,1.2137441441860277e-08,0.00017075540416504272,0.008331396868904372,3.7920865127863594e-06,2.3048434242431693e-07,0.0013172614611904325,5.522085679510836e-09,4.0609505346270835e-05,4.795753206459758e-06,8.525573459551919e-08,3.750510566695699e-11,6.264562946508176e-11,4.987337295821721e-10,1.02324714983812e-07,1.26240722137319e-10,2.1801969178389823e-14,2.8874285106284336e-06,7.139075523046942e-12
4.267391123070619e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43656704039173827,0.0748864886650289,0.006238890755887396,0.0,0.0052071759398255105,0.06679892160320387,0.02792929234631477,3.7591769186072366e-05,3.2085611362639616e-10,0.0018066692268007324,4.793013739549502e-11,0.0005495664092028165,2.808004737872724e-09,5.720824575636777e-06,2.7913140577103048e-09,1.4115942925756117e-10,1.2279935840293689e-05,2.5682766718272722e-05,0.005304136206795425,1.963313469087424e-06,0.0005885189597729651,1.195735742522712e-08,2.8041853039952197e-09,1.1391169439017832e-08,1.2174498996921168e-08,0.00017119372617121519,0.008348723153771942,3.7942809735812545e-06,2.3049428705424622e-07,0.0013185573120486544,5.519660799885431e-09,4.0643668737729116e-05,4.7898884841987e-06,8.53059800144758e-08,3.744855454882508e-11,6.249955616881476e-11,4.992650241471399e-10,1.0223842366655769e-07,1.262693953933604e-10,2.1750263182444104e-14,2.8897675016041187e-06,7.144805693181023e-12
4.272194182816787e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4365501891985221,0.07485437064892088,0.006229948724943231,0.0,0.005207600001847515,0.06686707858710339,0.027946794035960617,3.756151989578339e-05,3.2169211462624843e-10,0.0018059455996914326,4.790740475877767e-11,0.0005496918987752919,2.8078098143729373e-09,5.707721685452421e-06,2.793700372085303e-09,1.4120637226625152e-10,1.2261909088073749e-05,2.570433559088019e-05,0.005301657070149445,1.9564030848743406e-06,0.0005887820373437384,1.1921671218415794e-08,2.7990445882092374e-09,1.1392265471650736e-08,1.2211614437271637e-08,0.00017163251169021292,0.00836605887905848,3.7964717710718083e-06,2.305041535078828e-07,0.0013198524622627043,5.517237034504123e-09,4.0677802453200334e-05,4.78403024673372e-06,8.535614169405163e-08,3.739213725448878e-11,6.23540010688675e-11,4.997958971633447e-10,1.021522103998297e-07,1.2629791472643166e-10,2.1698709037431274e-14,2.8921041090954176e-06,7.150530019874503e-12
4.276997242562955e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43653332804850753,0.074822266749294,0.006221020132187404,0.0,0.005208022453914392,0.06693520689169973,0.027964270336912966,3.7531297787373445e-05,3.2252896241314924e-10,0.0018052223223289211,4.788469381006939e-11,0.0005498172838617401,2.8076154124011563e-09,5.694665112375454e-06,2.7960844140851205e-09,1.412531260254283e-10,1.2243924946231629e-05,2.5725885727343878e-05,0.005299178986375981,1.9495232277547354e-06,0.0005890448206754327,1.188612262185212e-08,2.793913668525557e-09,1.1393378055069413e-08,1.2248787730787136e-08,0.0001720717600539186,0.00838340401545032,3.798658910716262e-06,2.3051394202042646e-07,0.001321146912074268,5.5148143824567256e-09,4.0711906517889336e-05,4.778178490374142e-06,8.540621975856928e-08,3.7335853286121826e-11,6.220896157364567e-11,5.003263486199907e-10,1.0206607508378043e-07,1.2632628045812146e-10,2.1647306215291043e-14,2.8944383351860317e-06,7.1562485082333554e-12
4.281800302309123e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43651645697114005,0.07479017695975691,0.006212104956988712,0.0,0.005208443300813344,0.06700330652608458,0.02798172128620109,3.750110282281329e-05,3.2336665552476295e-10,0.0018044993942859817,4.786200449478865e-11,0.0005499425646229386,2.8074215304017196e-09,5.681654624675497e-06,2.798466185501902e-09,1.412996908886598e-10,1.2225983255275667e-05,2.574741714356965e-05,0.005296701955422903,1.9426737334907255e-06,0.0005893073102318855,1.1850710979392986e-08,2.7887925254371466e-09,1.139450719187355e-08,1.2286018845208777e-08,0.000172511470594009,0.008400758533673341,3.800842397965141e-06,2.3052365282617435e-07,0.0013224406617254939,5.5123928428371076e-09,4.0745980956967054e-05,4.772333211414294e-06,8.545621433221491e-08,3.727970214860276e-11,6.206443510710814e-11,5.008563785090386e-10,1.0198001761888424e-07,1.2635449290946137e-10,2.159605419129759e-14,2.8967701819576488e-06,7.161961163358701e-12
4.286603362055291e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43649957599582667,0.07475810127392185,0.00620320317874648,0.0,0.005208862547312454,0.06707137749935778,0.02799914692080904,3.747093496420041e-05,3.2420519249840426e-10,0.0018037768151371318,4.783933675859363e-11,0.000550067741219229,2.8072281668254474e-09,5.668689992011273e-06,2.8008456881293843e-09,1.4134606720900656e-10,1.220808385658288e-05,2.576892985544167e-05,0.005294225977237189,1.935854438894196e-06,0.0005895695064757753,1.1815435634522112e-08,2.783681139479549e-09,1.1395652884623555e-08,1.2323307748160872e-08,0.00017295164264200517,0.008418122404492934,3.803022238233952e-06,2.3053328615852983e-07,0.001323733711458985,5.5099724147440855e-09,4.07800257955716e-05,4.766494406133615e-06,8.550612553903528e-08,3.722368334951921e-11,6.192041910870019e-11,5.01385986813658e-10,1.0189403790593553e-07,1.2638255240095172e-10,2.1544952410152555e-14,2.899099651489946e-06,7.167667990347041e-12
4.291406421801459e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4364826851519356,0.07472603968540452,0.0061943147768905435,0.0,0.005209280198160782,0.06713941982062734,0.028016547277675597,3.744079417375829e-05,3.2504457187104805e-10,0.0018030545844586094,4.7816690547380636e-11,0.0005501928138105194,2.807035320129444e-09,5.655770985421828e-06,2.803222923762808e-09,1.4139225533902158e-10,1.219022659239315e-05,2.579042387882294e-05,0.005291751051764911,1.9290651818111036e-06,0.0005898314098687511,1.1780295939036806e-08,2.7785794912292017e-09,1.1396815135836745e-08,1.236065440714247e-08,0.00017339227552924902,0.008435495598714053,3.805198436961423e-06,2.305428422500496e-07,0.0013250260615177997,5.50755309728049e-09,4.081404105880788e-05,4.760662070796753e-06,8.555595350293648e-08,3.7167796399111156e-11,6.17769110331839e-11,5.019151735266082e-10,1.0180813584604582e-07,1.264104592525065e-10,2.149400034707182e-14,2.9014267458606005e-06,7.173368994289742e-12
4.29572917557301e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43646747497904054,0.07469719630367179,0.006186326635053784,0.0,0.0052096547235527075,0.06720063341984112,0.028032186016880026,3.741369057452493e-05,3.2580073234811724e-10,0.00180240487444121,4.779632731662263e-11,0.0005503052903502223,2.8068621987658873e-09,5.644182701654461e-06,2.8053604990379377e-09,1.4143366404427737e-10,1.2174190949924484e-05,2.5809752534301377e-05,0.00528952451886455,1.9229803993195713e-06,0.0005900668729155746,1.1748785662617512e-08,2.7739963175237656e-09,1.1397875321454094e-08,1.2394315754651573e-08,0.0001737892385925022,0.00845113942092361,3.8071539068051675e-06,2.3055137688298952e-07,0.0013261885785501371,5.505376660412444e-09,4.0844629529502194e-05,4.755418497696438e-06,8.560072760005244e-08,3.711761047169679e-11,6.164818594793127e-11,5.023910811115581e-10,1.0173089030403342e-07,1.2643544517570583e-10,2.1448271091167653e-14,2.9035191017465752e-06,7.178494923338158e-12
4.300051929344561e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43645225685770866,0.0746683643309488,0.006178349296499999,0.0,0.005210027963734381,0.06726182382496708,0.02804780433786235,3.738660884264901e-05,3.2655757291605365e-10,0.0018017554460363957,4.77759814383587e-11,0.0005504176828910169,2.80668949371554e-09,5.632631025674361e-06,2.807496240814114e-09,1.4147492085681762e-10,1.2158189195508336e-05,2.5829066076470192e-05,0.005287298838577081,1.9169196999442704e-06,0.0005903020994611398,1.171738427076528e-08,2.7694210015619983e-09,1.1398948923197925e-08,1.2428023834228332e-08,0.00017418657390605956,0.00846679075024514,3.80910643534763e-06,2.3055984930677008e-07,0.001327350529221057,5.503201121782081e-09,4.0875194082710024e-05,4.750180159469399e-06,8.564543446079434e-08,3.706753059384169e-11,6.151986839690474e-11,5.028666472018867e-10,1.0165370750950834e-07,1.264603079516794e-10,2.1402662303135753e-14,2.905609536944736e-06,7.183616143544642e-12
4.3043746831161125e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43643703080926816,0.07463954376258869,0.006170382746296752,0.0,0.005210399922128737,0.06732299104266179,0.02806340226745693,3.735954895085011e-05,3.2731509250764126e-10,0.001801106298938778,4.7755652873636215e-11,0.0005505299915485831,2.806517203866791e-09,5.6211157934021935e-06,2.809630150403216e-09,1.415160260325991e-10,1.2142221215907375e-05,2.584836451684922e-05,0.005285074010861317,1.910882967604604e-06,0.0005905370898396663,1.1686091295997897e-08,2.7648535292708153e-09,1.1400035942819245e-08,1.2461778621932972e-08,0.00017458428098214416,0.008482449565477718,3.8110560265207035e-06,2.3056825968912464e-07,0.0013285119137086872,5.50102648074485e-09,4.0905734736665107e-05,4.744947053362246e-06,8.569007417519867e-08,3.701755641400451e-11,6.139195655616282e-11,5.033418717861984e-10,1.0157658739103282e-07,1.2648504781250654e-10,2.1357173577843356e-14,2.9076980529655763e-06,7.188732658610925e-12
4.3082651615105085e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43642332060560113,0.07461361499795607,0.006163222062827934,0.0,0.005210733591574689,0.06737802171883901,0.02807742299161022,3.73352136990147e-05,3.279974398230758e-10,0.0018005223068170602,4.773737193639254e-11,0.0005506309977156149,2.8063624970852428e-09,5.610783108828446e-06,2.8115491035984693e-09,1.4155289125265406e-10,1.2127878818587608e-05,2.586572021067222e-05,0.005283072394831424,1.9054703049038685e-06,0.0005907483795332379,1.1658019935656384e-08,2.7607494989376336e-09,1.140102573417557e-08,1.2492197846433063e-08,0.00017494253480428198,0.008496548882139469,3.8128081504102226e-06,2.3057577612597153e-07,0.0013295566758082993,5.4990700707211714e-09,4.093320090641439e-05,4.740241729045025e-06,8.57301925823933e-08,3.697266973474973e-11,6.12771812821852e-11,5.037692819352202e-10,1.0150723281354748e-07,1.265072087862856e-10,2.131633609835943e-14,2.9095760777350954e-06,7.1933335023323836e-12
4.3121556399049045e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43640960401374407,0.07458769546371097,0.006156070094986218,0.0,0.0052110662280136855,0.06743303362345274,0.02809142723997167,3.731089609583594e-05,3.2868033550478e-10,0.0017999385420866209,4.771910496350737e-11,0.0005507319361146409,2.806208124916097e-09,5.600479693098286e-06,2.813466574743255e-09,1.4158963404011416e-10,1.2113563605818248e-05,2.588306368974729e-05,0.005281071469319928,1.9000768783184492e-06,0.0005909594784443389,1.1630035683412771e-08,2.7566518003800475e-09,1.1402026396626453e-08,1.2522654867446565e-08,0.00017530108900305096,0.008510654229818799,3.814557901111972e-06,2.3058324256609136e-07,0.0013306009795742326,5.497114386759518e-09,4.096064774577997e-05,4.73554063848653e-06,8.577025673943081e-08,3.692786813361026e-11,6.116273184823563e-11,5.041964154728352e-10,1.0143792889416953e-07,1.2652927055512278e-10,2.1275595310669672e-14,2.9114525502927516e-06,7.197930540580049e-12
4.3160461182993e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43639588104919197,0.07456178515647052,0.006148926831927198,0.0,0.005211397833915725,0.0674880267613664,0.02810541503204191,3.7286596121593245e-05,3.2936377877434624e-10,0.0017993550045271097,4.7700851926899647e-11,0.0005508328068294121,2.8060540865575668e-09,5.590205428425109e-06,2.8153825647959234e-09,1.4162625458088092e-10,1.2099275496189654e-05,2.5900394962444e-05,0.0052790712342955775,1.8947026045942753e-06,0.00059117038681512,1.1602138203155877e-08,2.7525604233951617e-09,1.1403037931390575e-08,1.2553149667354442e-08,0.00017565994322264676,0.00852476559311432,3.816305281481601e-06,2.3059065913059304e-07,0.0013316448251369495,5.495159428395718e-09,4.098807526800975e-05,4.7308437796600235e-06,8.581026671175805e-08,3.68831513578434e-11,6.104860694498745e-11,5.046232723914817e-10,1.0136867558124088e-07,1.2655123328744917e-10,2.1234950918477688e-14,2.9133274717370003e-06,7.2025237760459736e-12
4.319936596693696e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4363821517274235,0.07453588407285347,0.006141792262819499,0.0,0.005211728411742873,0.0675430011374467,0.028119386387302017,3.7262313756618305e-05,3.300477688532449e-10,0.0017987716939188879,4.768261279858692e-11,0.0005509336099434963,2.8059003812106798e-09,5.579960197593159e-06,2.8172970747154247e-09,1.4166275306063778e-10,1.2085014408648235e-05,2.591771403712434e-05,0.005277071689726741,1.8893474009001155e-06,0.0005913811048873223,1.1574327164472938e-08,2.748475357797587e-09,1.1404060339660017e-08,1.2583682228464666e-08,0.00017601909710715876,0.00853888295664178,3.818050294403504e-06,2.3059802594020763e-07,0.0013326882126271026,5.493205195166141e-09,4.1015483486336456e-05,4.726151150532688e-06,8.585022256476625e-08,3.6838519155782133e-11,6.093480526942829e-11,5.050498526988681e-10,1.0129947282323466e-07,1.2657309715142808e-10,2.119440266812552e-14,2.915200843165456e-06,7.2071132114199055e-12
4.323827075088092e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4363684160639003,0.07450999220947999,0.00613466637684476,0.0,0.005212057963949301,0.06759795675656378,0.02813334132521363,3.723804898129467e-05,3.3073230496282706e-10,0.0017981886100430263,4.7664387550684784e-11,0.0005510343455402811,2.805747008079708e-09,5.569743883954583e-06,2.81921010546129e-09,1.4169912966485019e-10,1.2070780262494555e-05,2.5935020922143034e-05,0.005275072835581402,1.8840111848335363e-06,0.0005915916329022068,1.1546602234673848e-08,2.744396593421178e-09,1.1405093622599891e-08,1.2614252533011518e-08,0.00017637855030058801,0.008553006305034043,3.819792942740533e-06,2.306053431152316e-07,0.0013337311421755334,5.4912516866080346e-09,4.1042872413977205e-05,4.7214627490656416e-06,8.589012436379547e-08,3.679397127685947e-11,6.082132552489221e-11,5.05476156404462e-10,1.012303205687546e-07,1.2659486231500542e-10,2.1153950298877283e-14,2.9170726656748865e-06,7.21169884938987e-12
4.327328505643048e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.436356048557295,0.07448669741295987,0.006128260494615274,0.0,0.0052123536860514096,0.06764740078059343,0.028145886748570513,3.721622570648392e-05,3.313488536740386e-10,0.0017976640282305401,4.764799667235609e-11,0.0005511249499188702,2.8056092556502234e-09,5.560573829926099e-06,2.8209305692326816e-09,1.4173176455816221e-10,1.2057992499428566e-05,2.5950586703394117e-05,0.005273274457135915,1.8792247570294785e-06,0.0005917809458155707,1.1521723146420057e-08,2.74073108463702e-09,1.1406032876055608e-08,1.2641798063061873e-08,0.00017670231378958694,0.008565722422959275,3.821359306871151e-06,2.306118862343972e-07,0.0013346693873372405,5.489494148121081e-09,4.106750596623333e-05,4.7172468007048626e-06,8.592598982071088e-08,3.6753950075923633e-11,6.071946793921405e-11,5.058595932348443e-10,1.0116812667786313e-07,1.2661436671200927e-10,2.111762488901832e-14,2.9187559825134105e-06,7.215822679002416e-12
