Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),CH3X(55),C2H4(47),O(29),COX(50),OH(D)X(68),CH4OX(63),CHOX(53),C2H6X(52),acetyl(44),CHO2X(213),C2H4X(215),C2H4X(70)
1.6995481513059055e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44692561173561723,0.11340296496039448,0.022701958709958767,0.0,1.1438861875860311e-07,1.2119752041358675e-05,1.3273358982986975e-06,1.1291778670984976e-08,3.0548095665112294e-19,0.00014975851763870935,1.8779075859106202e-17,0.00012120843102157211,3.7515412568840065e-13,1.6208165528724837e-10,2.6044897174688143e-14,1.9284767440513803e-16,8.302369607229166e-07,4.510784504887466e-12,0.005110683284204288,0.00023655822690037267,2.8953702772545103e-05,6.881352221721225e-08,8.455188529083602e-10,9.826311268553935e-10,4.676629934432062e-13,5.13278874468629e-09,5.200008153457151e-06,1.666522215141596e-09,7.869994333973897e-12,1.9273666773468038e-07,4.682910791387856e-10,7.086938194013564e-12,3.154300035210724e-07,4.146046322021088e-12,2.5902821578986485e-12,1.8107719701887193e-15,1.0538091650914324e-14,2.677827915652911e-11,4.97333477970768e-16,5.370272438046911e-17,6.453305785420308e-14,1.284621781339274e-18
1.7064944757624516e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44691259063211286,0.11339039991624257,0.02270147501047635,0.0,1.1654132380224024e-07,1.2239013103252716e-05,1.346423857143274e-06,1.1429003405729983e-08,3.1284762203554266e-19,0.00015036829475441937,1.9168805039554917e-17,0.00012161009676955484,3.7987463635550573e-13,1.6521749415236218e-10,2.6520636935597048e-14,1.964292174563626e-16,8.396837486079125e-07,4.586113419004228e-12,0.005122588899187844,0.0002374919504705255,2.9102516879629992e-05,6.944153679075603e-08,8.489447128823285e-10,9.863121045132036e-10,4.696328697043078e-13,5.1892247022681704e-09,5.230210938260611e-06,1.683663643392414e-09,8.008080797286447e-12,1.9477698754652596e-07,4.701845530591839e-10,7.2054992012684175e-12,3.1776257516082125e-07,4.2055664389961e-12,2.6196858008133412e-12,1.8457593284993006e-15,1.0701516957642134e-14,2.712024660756784e-11,5.06540025690369e-16,5.475184553960519e-17,6.585151019153765e-14,1.3060366942323091e-18
1.7134408002189978e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4468996203752086,0.11337788488759541,0.022700991342761885,0.0,1.1872382350897514e-07,1.2359025196709155e-05,1.3656980473675076e-06,1.1567320089948735e-08,3.2035647563356252e-19,0.00015097804389516261,1.9564973105477624e-17,0.00012201113669246096,3.846349015743219e-13,1.6840174375307077e-10,2.7002786853667538e-14,2.0006151401967497e-16,8.49199959359845e-07,4.6623852912521e-12,0.005134444341239349,0.00023842531622930067,2.9251002123608494e-05,7.007147218237211e-08,8.523702693514435e-10,9.899928771187647e-10,4.716052864243027e-13,5.245907034615667e-09,5.260410314176957e-06,1.7008955194612654e-09,8.14791117971633e-12,1.968314601136789e-07,4.720778820756572e-10,7.325546987063244e-12,3.2010191176860697e-07,4.26566565727333e-12,2.6493047222082944e-12,1.8812859124258126e-15,1.0866520562465964e-14,2.7465080382099476e-11,5.158750789576045e-16,5.581560107341799e-17,6.719123503102767e-14,1.327719039567198e-18
1.720387124675544e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4468867007600799,0.11336541966402489,0.022700507706723706,0.0,1.2093634856193856e-07,1.2479789340547218e-05,1.385159297325528e-06,1.1706732796614771e-08,3.2800950983888987e-19,0.00015158776495469427,1.996765928970118e-17,0.00012241155184678298,3.894350910746454e-13,1.716349533011201e-10,2.7491399387938265e-14,2.0374504810214607e-16,8.587857372357821e-07,4.7396080080238154e-12,0.005146249820899585,0.0002393583231949091,2.9399154598449725e-05,7.070330785931626e-08,8.557955217368315e-10,9.936734437290762e-10,4.735802424681844e-13,5.302833140263598e-09,5.290605440464661e-06,1.7182176570492673e-09,8.289496694915031e-12,1.989001207875965e-07,4.739710662973097e-10,7.447094008335134e-12,3.224479952996861e-07,4.326346535507101e-12,2.679139362837579e-12,1.917357825724552e-15,1.103310495522794e-14,2.7812791787435183e-11,5.253397999163701e-16,5.689409712643528e-17,6.855248408937721e-14,1.3496710465596495e-18
1.7266388166864354e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4468751162365368,0.11335424337294604,0.02270007246129716,0.0,1.2295348306484276e-07,1.2589120887362669e-05,1.4028350398901595e-06,1.1833144695580899e-08,3.350221740031771e-19,0.000152136489810947,2.0335715848348542e-17,0.00012277139217665105,3.937895371641935e-13,1.7458715951813953e-10,2.7936719611856838e-14,2.0710443852197595e-16,8.674725346472914e-07,4.809927970062346e-12,0.005156832208048327,0.00024019772188887305,2.9532204143858737e-05,7.127356778147404e-08,8.588779884132174e-10,9.969857767736814e-10,4.753598704342417e-13,5.354272892833548e-09,5.31777672893853e-06,1.7338845978179398e-09,8.418433540175596e-12,2.0077407496023726e-07,4.756748083850155e-10,7.55777851183949e-12,3.245652242120107e-07,4.381458750203222e-12,2.7061753380610823e-12,1.950293881674733e-15,1.1184384448809535e-14,2.8128201765097166e-11,5.339698780410703e-16,5.787743400932705e-17,6.979622101032697e-14,1.3696602635466192e-18
1.732890508697327e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4468635724193717,0.11334310710209086,0.0226996372413883,0.0,1.2499529207377275e-07,1.2699063086538672e-05,1.42066356710378e-06,1.1960450634045464e-08,3.4215472444526855e-19,0.00015268519175769027,2.070917544386317e-17,0.0001231307280559952,3.981765831269377e-13,1.775798766382198e-10,2.838735542182291e-14,2.1050608071309696e-16,8.762158984995423e-07,4.881030327034524e-12,0.005167374447722152,0.00024103682846189097,2.9664978310964553e-05,7.18453354373523e-08,8.619602078896989e-10,1.0002979415085682e-09,4.771415446023409e-13,5.405906056733456e-09,5.344943289917387e-06,1.7496243564387372e-09,8.54880916824256e-12,2.026595745726018e-07,4.773784333502804e-10,7.669696683956126e-12,3.266878904408476e-07,4.437046020438717e-12,2.7333867088595176e-12,1.9836811378862513e-15,1.1336947999462162e-14,2.8445960006470423e-11,5.427067834526929e-16,5.887287051209098e-17,7.105778412238623e-14,1.3898713579743782e-18
1.7391422007082184e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4468520691609153,0.11333201069988826,0.022699202046931193,0.0,1.2706194275430442e-07,1.2809616609327817e-05,1.4386454747636782e-06,1.2088653574658186e-08,3.4940864512233915e-19,0.00015323387071726547,2.1088097171416354e-17,0.00012348956024207616,4.025963526866923e-13,1.8061351262907915e-10,2.884334518079604e-14,2.1395033171075994e-16,8.850159293372292e-07,4.952920897140485e-12,0.005177876691574522,0.000241875642209996,2.9797474416908058e-05,7.241859596022786e-08,8.6504217974314e-10,1.0036099372468221e-09,4.789252612307933e-13,5.457730702395103e-09,5.372104518598468e-06,1.7654367903323668e-09,8.680631643980615e-12,2.045566441434859e-07,4.7908194126649e-10,7.782857715018189e-12,3.288159809058116e-07,4.493110186242333e-12,2.7607737822188407e-12,2.017524128065806e-15,1.1490797194274866e-14,2.876607473661242e-11,5.515513705759873e-16,5.988048250596527e-17,7.233736085011862e-14,1.4103059743582645e-18
1.7453938927191098e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44684060631401396,0.11332095401534073,0.022698766877860183,0.0,1.2915360193371274e-07,1.2920782104502143e-05,1.4567813560748956e-06,1.221775647799882e-08,3.5678542989266453e-19,0.00015378252661194688,2.147254055054012e-17,0.00012384788948817418,4.0704896956360804e-13,1.836884778550737e-10,2.930472728619702e-14,2.174375498612542e-16,8.938727262547612e-07,5.025605520371975e-12,0.005188339090685341,0.00024271416243298977,2.9929689830577898e-05,7.299333452073924e-08,8.681239035500289e-10,1.0069217633018664e-09,4.807110154268974e-13,5.509744891719229e-09,5.399259812776925e-06,1.7813217547913361e-09,8.813908999453407e-12,2.0646530779204147e-07,4.807853322050917e-10,7.89727082984482e-12,3.309494825497538e-07,4.5496530795440495e-12,2.7883368606282914e-12,2.0518274124562034e-15,1.1645933553296657e-14,2.9088554174904312e-11,5.605044960614797e-16,6.09003450748807e-17,7.363513986374598e-14,1.4309657633447723e-18
1.7516455847300013e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4468291837320277,0.11330993689802231,0.022698331734109865,0.0,1.3127043609103786e-07,1.3032560198406053e-05,1.4750718016302359e-06,1.23477623025761e-08,3.6428658248878934e-19,0.00015433115936394013,2.1862565526536994e-17,0.00012420571654363636,4.115345574738118e-13,1.868051850765607e-10,2.977154016821899e-14,2.2096809481539453e-16,9.027863869006705e-07,5.09909005851022e-12,0.005198761795563132,0.00024355238843447,3.0061621972474225e-05,7.356953632692834e-08,8.712053788864783e-10,1.0102334189870926e-09,4.82498802076972e-13,5.561946678347652e-09,5.426408572865372e-06,1.7972791030442314e-09,8.948649225061914e-12,2.0838558923602953e-07,4.824886062356059e-10,8.012945287737836e-12,3.3308838233866726e-07,4.6066765241141105e-12,2.8160762420945684e-12,2.0865955778285945e-15,1.1802358523713947e-14,2.9413406535050535e-11,5.695670187485628e-16,6.193253295538229e-17,7.495131108237167e-14,1.4518523817109344e-18
1.7578972767408928e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4468178012688285,0.1132989591980762,0.022697896615615158,0.0,1.3341261134731768e-07,1.3144951495014099e-05,1.4935173993906064e-06,1.247867400482668e-08,3.7191361648972856e-19,0.00015487976889538138,2.2258232471887923e-17,0.00012456304215392432,4.1605324012904775e-13,1.8996404944917938e-10,3.0243822288139586e-14,2.2454232752196294e-16,9.117570074822046e-07,5.173380395123752e-12,0.0052091449561472054,0.00024439031952185384,3.019326831455859e-05,7.414718662780324e-08,8.742866053282175e-10,1.013544903616731e-09,4.842886158546253e-13,5.6143341079981116e-09,5.453550201913075e-06,1.8133086862545119e-09,9.084860280054386e-12,2.1031751179017874e-07,4.841917634256216e-10,8.129890382478348e-12,3.3523266726159115e-07,4.664182335502777e-12,2.843992220156542e-12,2.1218332374739035e-15,1.196007347897292e-14,2.974064002507825e-11,5.787397996272233e-16,6.297712056061896e-17,7.62860656771947e-14,1.4729674923637471e-18
1.7641489687517842e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4468064587787975,0.11328802076621282,0.02269746152231121,0.0,1.3558029345594892e-07,1.3257956575991671e-05,1.5121187346655287e-06,1.2610494539114096e-08,3.7966805529478093e-19,0.00015542835512833631,2.265960218765892e-17,0.00012491986706066077,4.2060514123631735e-13,1.931654885230822e-10,3.0721612136635165e-14,2.2816061022112085e-16,9.207846827700428e-07,5.24848243556618e-12,0.0052194887218098025,0.00024522795500640224,3.0324626380099576e-05,7.472627071510184e-08,8.773675824505836e-10,1.0168562165055582e-09,4.860804512128727e-13,5.666905218826537e-09,5.480684105624953e-06,1.8294103535294487e-09,9.222550089313403e-12,2.1226109836461455e-07,4.858948038408006e-10,8.248115442323278e-12,3.3738232433051827e-07,4.722172320980808e-12,2.872085083900329e-12,2.1575450311937038e-15,1.2119079719652986e-14,3.007026284733681e-11,5.880237018180388e-16,6.403418195456222e-17,7.763959607471735e-14,1.4943127643396258e-18
1.7704006607626757e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4467951561168239,0.11327712145370765,0.022697026454133462,0.0,1.3777364779318546e-07,1.3371576000759192e-05,1.530876390093844e-06,1.2743226857727679e-08,3.875514320974837e-19,0.00015597691798479904,2.3066735904906265e-17,0.00012527619200167705,4.251903844975219e-13,1.9640992224210593e-10,3.1204948232096763e-14,2.318233064377877e-16,9.298695061031569e-07,5.3244021069739054e-12,0.005229793241358261,0.00024606529420324516,3.0455693743511164e-05,7.530677392481135e-08,8.804483098285192e-10,1.0201673569688833e-09,4.878743023944487e-13,5.719658041774775e-09,5.5078096923803695e-06,1.8455839519517467e-09,9.361726541961923e-12,2.1421637146337103e-07,4.875977275448872e-10,8.367629830001793e-12,3.395373405803015e-07,4.780648279480549e-12,2.9003551179748536e-12,2.193735625290411e-15,1.227937847379249e-14,3.0402283198497264e-11,5.974195905445522e-16,6.510379085646345e-17,7.901209595994557e-14,1.5158898728038358e-18
1.7766523527735672e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44678389313830225,0.11326626111239885,0.022696591411017607,0.0,1.3999283934883808e-07,1.348581030656102e-05,1.5497909456247017e-06,1.2876873910881526e-08,3.955652898582813e-19,0.00015652545738669132,2.347969528607971e-17,0.0001256320177110595,4.298090936091044e-13,1.9969777294286288e-10,3.1693869118947306e-14,2.355307809749746e-16,9.390115693938602e-07,5.401145358263784e-12,0.005240058663037144,0.0002469023364314042,3.0586468030180646e-05,7.588868163926572e-08,8.835287870365675e-10,1.023478324322645e-09,4.896701634304551e-13,5.772590600920121e-09,5.534926373251665e-06,1.8618293265982279e-09,9.502397492381867e-12,2.1618335318301016e-07,4.893005345997091e-10,8.488442942711665e-12,3.4169770306856173e-07,4.8396120015378024e-12,2.9288026026079584e-12,2.230409712556611e-15,1.244097089720538e-14,3.073670926955163e-11,6.069283331063362e-16,6.618602063434062e-17,8.040376027957939e-14,1.5377004990499053e-18
1.7829040447844587e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4467726696991308,0.11325543959468545,0.02269615639289963,0.0,1.4223803271718755e-07,1.360066000853914e-05,1.5688629784988347e-06,1.3011438646713401e-08,4.0371118127605766e-19,0.0001570739732558613,2.389854242642375e-17,0.00012598734491919595,4.344613922616925e-13,2.0302946535375027e-10,3.218841336596028e-14,2.392833999070721e-16,9.482109631330544e-07,5.478718160130708e-12,0.00525028513453038,0.0002477390810138155,3.071694691628667e-05,7.64719792889784e-08,8.866090136488641e-10,1.026789117883391e-09,4.91468028143617e-13,5.825700913822211e-09,5.5620335620223895e-06,1.8781463205546274e-09,9.644570759580245e-12,2.1816206521134993e-07,4.91003225065182e-10,8.610564212115481e-12,3.4386339887559786e-07,4.899065269234651e-12,2.957427813623133e-12,2.2675720122634832e-15,1.2603858073848172e-14,3.107354924581235e-11,6.165507988529328e-16,6.728094429944604e-17,8.181478524519387e-14,1.5597463304990191e-18
1.78915573679535e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4467614856557092,0.11324465675352498,0.022695721399715776,0.0,1.4450939208807878e-07,1.371612559981104e-05,1.5880930632300845e-06,1.3146924011283696e-08,4.119906687592875e-19,0.0001576224655140828,2.4323339855377128e-17,0.00012634217435282205,4.391474041397425e-13,2.064054265938881e-10,3.268861956458052e-14,2.4308153057309785e-16,9.574677763956471e-07,5.5571265050451395e-12,0.005260472802963385,0.0002485755272773523,3.084712812860848e-05,7.705665235436829e-08,8.896889892391347e-10,1.0300997369682861e-09,4.932678901506098e-13,5.8789869918677095e-09,5.589130675205308e-06,1.894534774937325e-09,9.788254126778379e-12,2.2015252882629145e-07,4.927057989993155e-10,8.734003104336804e-12,3.460344151042964e-07,4.959009856143049e-12,2.9862310224567687e-12,2.30522727014844e-15,1.276804101628182e-14,3.14128113069115e-11,6.262878591571949e-16,6.838863450225402e-17,8.324536833641064e-14,1.5820290606993983e-18
1.7954074288062416e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.446750340864937,0.11323391244243151,0.022695286431402555,0.0,1.4680708123818522e-07,1.3832207551551382e-05,1.607481771587165e-06,1.328333294857434e-08,4.204053243970727e-19,0.00015817093408305451,2.4754150537970585e-17,0.00012669650673506733,4.4386725292118327e-13,2.0982608617199129e-10,3.3194526327246944e-14,2.469255415699072e-16,9.667820968461203e-07,5.6363764072505634e-12,0.005270621814905179,0.00024941167455284625,3.09770094443271e-05,7.764268636755626e-08,8.927687133806896e-10,1.0334101808951414e-09,4.950697428644656e-13,5.9324468406128185e-09,5.616217132060147e-06,1.9109945289140044e-09,9.933455341340381e-12,2.2215476489473799e-07,4.944082564582176e-10,8.858769119956186e-12,3.482107388800429e-07,5.01944752726914e-12,3.0152124961758853e-12,2.343380258402039e-15,1.293352066606143e-14,3.1754503626800195e-11,6.361403873886698e-16,6.950916352817941e-17,8.469570830406142e-14,1.6045503893256625e-18
1.801659120817133e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4467392351842114,0.11322320651547343,0.02269485148789674,0.0,1.4913126352245163e-07,1.3948906313077505e-05,1.627029672575682e-06,1.3420668400487732e-08,4.289567299297997e-19,0.00015871937888439894,2.5191037876222884e-17,0.0001270503427855009,4.486210622770608e-13,2.1329187598517534e-10,3.3706172285717913e-14,2.508158027453661e-16,9.761540107442594e-07,5.716473902760914e-12,0.005280732316370488,0.0002502475221751085,3.1106588690818495e-05,7.823006691410243e-08,8.958481856464181e-10,1.0367204489824126e-09,4.968735794970665e-13,5.986078460123739e-09,5.643292354611112e-06,1.9275254197220497e-09,1.0080182114494554e-11,2.241687938716073e-07,4.961105974960996e-10,8.984871794007143e-12,3.503923573506344e-07,5.0803800389983636e-12,3.044372497496335e-12,2.382035775654171e-15,1.310029789413896e-14,3.2098634373747676e-11,6.461092588869763e-16,7.064260329284956e-17,8.616600517334279e-14,1.6273120221781773e-18
1.8079108128280245e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4467281684714251,0.11321253882727146,0.022694416569135376,0.0,1.514821018657267e-07,1.4066222311938963e-05,1.6467373324204078e-06,1.3558933306845673e-08,4.376464767192029e-19,0.00015926779983966143,2.563406571053499e-17,0.00012740368322017713,4.5340895587118454e-13,2.168032303176931e-10,3.4223596089398736e-14,2.5475268519148564e-16,9.855836029510354e-07,5.7974250493579086e-12,0.005290804452821853,0.0002510830694829509,3.123586374543824e-05,7.881877963469225e-08,8.989274056087835e-10,1.0400305405492185e-09,4.98679393061653e-13,6.039879845314704e-09,5.67035576766413e-06,1.944127282688377e-09,1.0228442121088931e-11,2.261946357989425e-07,4.97812822165279e-10,9.112320695971997e-12,3.5257925768619203e-07,5.141809139041368e-12,3.07371128480149e-12,2.4211986469594873e-15,1.326837350132007e-14,3.2445211710340624e-11,6.56195350935096e-16,7.178902533802767e-17,8.765646024696178e-14,1.6503156711823815e-18
1.814162504838916e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44671714058496514,0.11320190923299646,0.02269398167505578,0.0,1.538597587545847e-07,1.4184155954010976e-05,1.6666053145478144e-06,1.369813060538826e-08,4.464761657178811e-19,0.00015981619687030978,2.6083298321082374e-17,0.00012775652875168076,4.582310573597731e-13,2.2036058583960192e-10,3.474683640367157e-14,2.5873656123751797e-16,9.950709569346595e-07,5.879235926588343e-12,0.0053008383691717205,0.0002519183158192048,3.136483253529796e-05,7.940881022680453e-08,9.020063728398212e-10,1.0433404549153547e-09,5.004871763753776e-13,6.093848986283593e-09,5.697406798823861e-06,1.960799951249718e-09,1.0378242999407887e-11,2.282323103051193e-07,4.995149305161869e-10,9.241125429777635e-12,3.5477142707907585e-07,5.2037365663807076e-12,3.103229112161454e-12,2.4608737237820656e-15,1.3437748218708664e-14,3.2794243793482286e-11,6.663995427326337e-16,7.294850082759377e-17,8.91672761082726e-14,1.6735630543881051e-18
1.8204141968498075e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44670615138371045,0.11319131758836735,0.022693546805595523,0.0,1.562643962293325e-07,1.4302707623591682e-05,1.6866341795688647e-06,1.383826323177283e-08,4.554474074384081e-19,0.00016036456989773306,2.6538800429205545e-17,0.00012810888008917213,4.630874903911012e-13,2.239643816053657e-10,3.5275931908228254e-14,2.6276780444301497e-16,1.0046161547767752e-06,5.9619126357613074e-12,0.005310834209784525,0.00025275326053074155,3.149349303703366e-05,8.00001444463438e-08,9.050850869111326e-10,1.0466501914013016e-09,5.022969220618898e-13,6.14798386864506e-09,5.7244448785104375e-06,1.9775432569722483e-09,1.0529592350969685e-11,2.3028183660414923e-07,5.012169225973721e-10,9.371295633791159e-12,3.569688527437991e-07,5.266164051218355e-12,3.1329262293527103e-12,2.5010658839793593e-15,1.3608422708152803e-14,3.314573877439158e-11,6.767227153690393e-16,7.412110054340709e-17,9.069865662440456e-14,1.6970558959688621e-18
1.826665888860699e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4466952007270299,0.11318076374964922,0.022693111960692434,0.0,1.5869617587620045e-07,1.4421877683503012e-05,1.7068244852620575e-06,1.397933411957286e-08,4.645618219220954e-19,0.00016091291884324095,2.7000637198798713e-17,0.00012846073793843193,4.679783786051473e-13,2.2761505905239236e-10,3.581092129540587e-14,2.668467895908509e-16,1.0142192771788122e-06,6.045461299945361e-12,0.0053207921184787645,0.00025358790296849045,3.162184327656663e-05,8.05927681092356e-08,9.081635473938788e-10,1.0499597493282384e-09,5.041086225539571e-13,6.202282473861153e-09,5.751469439975955e-06,1.994357029571376e-09,1.0682497740337367e-11,2.3234323349507477e-07,5.029187984555053e-10,9.502840980815458e-12,3.5917152191694484e-07,5.329093314923977e-12,3.162802881878233e-12,2.541780031785432e-15,1.3780397562716275e-14,3.3499704798602225e-11,6.871657517967836e-16,7.530689488145647e-17,9.2250806949381e-14,1.7207959262211313e-18
1.8329175808715904e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44668428847478053,0.11317024757365092,0.02269267714028462,0.0,1.611552588197174e-07,1.4541666475195179e-05,1.7271767865567234e-06,1.4121346200276881e-08,4.738210387073645e-19,0.00016146124362806293,2.7468874237696675e-17,0.00012881210300190563,4.729038456332423e-13,2.3131306199950808e-10,3.635184326852535e-14,2.709738926802099e-16,1.023880403468469e-06,6.1298880639656295e-12,0.005330712238529074,0.0002544222424874578,3.174988132885658e-05,8.118666709299066e-08,9.112417538587801e-10,1.0532691280180528e-09,5.059222700961172e-13,6.256742779569296e-09,5.778479919320737e-06,2.0112410969318466e-09,1.0836966694949124e-11,2.3441651936145795e-07,5.046205581353841e-10,9.635771178084679e-12,3.613794218570831e-07,5.392526069984006e-12,3.192859310988038e-12,2.5830210977935072e-15,1.395367330715721e-14,3.385615000596178e-11,6.977295368045015e-16,7.650595384812711e-17,9.382393352722966e-14,1.744784881563623e-18
1.839169272882482e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4466734144873064,0.11315976891772335,0.022692242344310436,0.0,1.6364180571527315e-07,1.4662074318854706e-05,1.7476916355165843e-06,1.4264302403287381e-08,4.832266967977043e-19,0.00016200954417334765,2.794357759905979e-17,0.00012916297597874798,4.778640150977175e-13,2.3505883664536837e-10,3.689873654023334e-14,2.7514949091953836e-16,1.0335996116063527e-06,6.2151990944008555e-12,0.005340594712668275,0.00025525627844674384,3.187760531764736e-05,8.178182733823471e-08,9.143197058761105e-10,1.056578326793353e-09,5.077378567473614e-13,6.311362759907564e-09,5.805475755509303e-06,2.0281952851277205e-09,1.0993006704955847e-11,2.3650171217096174e-07,5.063222016799393e-10,9.770095967259593e-12,3.6359253984468824e-07,5.456464019951521e-12,3.2230957537001847e-12,2.6247940389378255e-15,1.4128250398410877e-14,3.421508253063064e-11,7.084149569901012e-16,7.771834705650457e-17,9.541824409508397e-14,1.7690245045365237e-18
1.8454209648933734e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4466625786254353,0.1131493276397572,0.022691807572708493,0.0,1.6615597674186744e-07,1.478310151351595e-05,1.7683695813235623e-06,1.4408205655919717e-08,4.927804446292336e-19,0.00016255782040016213,2.842481378275716e-17,0.0001295133575648665,4.828590106115559e-13,2.388528315668066e-10,3.745163983084717e-14,2.793739627194614e-16,1.043376978192751e-06,6.3014005795803835e-12,0.005350439683089439,0.0002560900102095605,3.2005013415205425e-05,8.237823485020468e-08,9.173974030156933e-10,1.0598873449774788e-09,5.095553743838471e-13,6.3661403858372805e-09,5.832456390386121e-06,2.045219418442376e-09,1.1150625223069845e-11,2.385988294750238e-07,5.080237291302387e-10,9.905825124422884e-12,3.6581086318205816e-07,5.520908859396894e-12,3.253512442822191e-12,2.6671038384748013e-15,1.4304129226085577e-14,3.4576510501081045e-11,7.192229007338405e-16,7.894414372282564e-17,9.703394768627558e-14,1.7935165438007292e-18
1.8516726569042648e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44665178075047834,0.11313892359818092,0.02269137282541768,0.0,1.6869793159504518e-07,1.4904748337176016e-05,1.7892111702618499e-06,1.4553058883401008e-08,5.024839400379039e-19,0.00016310607222949118,2.891264973674791e-17,0.00012986324845296577,4.878889557780404e-13,2.4269549771712235e-10,3.801059186670341e-14,2.836476876856664e-16,1.0532125784745386e-06,6.3884987295810815e-12,0.00536024729144793,0.00025692343714324765,3.213210384205101e-05,8.297587570021081e-08,9.20474844846898e-10,1.063196181894512e-09,5.113748147016389e-13,6.42107362546272e-09,5.859421268691092e-06,2.0623133193886283e-09,1.1309829664426472e-11,2.4070788840862077e-07,5.097251405254929e-10,1.0042968460074318e-11,3.68034379193234e-07,5.585862273859255e-12,3.284109606972867e-12,2.7099555059635384e-15,1.44813101129691e-14,3.4940442040096037e-11,7.301542581713742e-16,8.018341266306785e-17,9.867125463341822e-14,1.8182627541370596e-18
1.8579243489151563e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4466410207242277,0.11312855665195878,0.022690938102377132,0.0,1.7126782948001626e-07,1.5027015046912969e-05,1.810216945702237e-06,1.4698865008869049e-08,5.123388502263654e-19,0.00016365429958223652,2.9407152858460615e-17,0.0001302126493325906,4.929539741904069e-13,2.465872884243097e-10,3.8575631378510005e-14,2.8797104661175306e-16,1.0631064863522213e-06,6.476499776224213e-12,0.005370017678863441,0.00025775655861928916,3.225887486668254e-05,8.357473602706532e-08,9.23552030938637e-10,1.0665048368692848e-09,5.13196169219474e-13,6.476160444347975e-09,5.886369838074783e-06,2.079476808728869e-09,1.1470627406455869e-11,2.428289056901226e-07,5.114264359030599e-10,1.0181535819125859e-11,3.7026307522392117e-07,5.651325939798745e-12,3.314887470604566e-12,2.753354077245671e-15,1.4659793315541402e-14,3.5306885264768304e-11,7.412099211667781e-16,8.143622228961214e-17,1.0033037657148235e-13,1.843264896445456e-18
1.8641760409260478e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4466302984089546,0.11311822666058875,0.022690503403526237,0.0,1.7386582910496217e-07,1.5149901879007275e-05,1.8313874480866868e-06,1.4845626953371187e-08,5.223468517304929e-19,0.0001642025023792164,2.990839099617084e-17,0.0001305615608901689,4.980541894314952e-13,2.505286593892269e-10,3.914679709970221e-14,2.923444214720503e-16,1.0730587743871052e-06,6.565409973072238e-12,0.005379750985922015,0.0002585893740133285,3.238532480529416e-05,8.417480203847727e-08,9.266289608593616e-10,1.0698133092273948e-09,5.150194292815551e-13,6.53139880583091e-09,5.913301549113415e-06,2.0967097054952174e-09,1.1633025788766112e-11,2.449618976212368e-07,5.131276152984514e-10,1.0321537080896637e-11,3.7249693864141103e-07,5.717301524549546e-12,3.3458462540258224e-12,2.797304614424575e-15,1.4839579024496816e-14,3.567584828649919e-11,7.523907832855455e-16,8.270264060803747e-17,1.0201152644086148e-13,1.8685247377441672e-18
