Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),C2H4(47),COX(50),CHOX(53)
0.0,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.219246763926011e-24,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,0.0,1.2429077166914918e-65,2.8897376110398263e-36,1.1405210638202644e-88,1.729182507873381e-54,3.773903239196819e-132,5.48898004194597e-20,-6.043117642051091e-106,5.48898004194597e-20,2.4621356487681217e-72,2.4376598775153794e-71,2.5240435851391725e-112,2.926621903432633e-113,3.973440486146448e-52,1.1403117824976171e-85,2.9976818265722524e-18,8.875603101338112e-20,3.5532015421452633e-22,8.765302928586428e-38,3.24564295488232e-37,3.553201542112925e-22,1.6142162930430023e-33,1.6000840320724474e-41,8.096755076540508e-46,9.944517531918242e-77,3.1838388968088426e-54,2.0592366860076618e-52,1.1293511147800968e-76,4.445076975041465e-106,-1.4372185730479689e-108
1.741389093899283e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,0.0,2.7805490418324414e-64,1.745401517540252e-35,1.2603187365628914e-86,2.613140603483265e-53,1.3617458250004389e-129,1.5369144117448715e-19,1.166632770074682e-104,1.5369144117448708e-19,6.943616465040094e-71,7.664392633409374e-70,5.0457342624899194e-110,5.85051561646149e-111,4.717268545131998e-51,5.9039550352805675e-84,8.393509114402304e-18,2.4851688683746716e-19,9.948964318059215e-22,5.2942429688403874e-37,1.9603683447469496e-36,9.948964317863895e-22,9.74986631661535e-33,1.899619745339944e-40,9.612555343274005e-45,6.049789603674011e-75,3.7798535382615485e-53,2.444725794233969e-51,6.870393892203168e-75,8.886010259243016e-104,1.454515723998152e-106
3.980317928912647e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996531,0.022821567693054285,0.0,5.494085729275896e-63,8.403356979986771e-35,1.1402635907902502e-84,2.8110974166345214e-52,4.930651354561517e-127,3.5129472268454207e-19,1.2318410054997325e-102,3.5129472268454174e-19,1.510388248569024e-69,1.7098838343866291e-68,9.134962955735885e-108,1.0591965539207399e-108,4.631442230586997e-50,2.5791067149378228e-82,1.9185163690062397e-17,5.680385984856391e-19,2.2740489870097036e-21,2.5489500915942083e-36,9.438329712768216e-36,2.2740489869156644e-21,4.6941408401224757e-32,1.8650578934206025e-39,9.437849638066194e-44,2.7312171913832323e-73,3.711082618027668e-52,2.400246283088117e-50,3.101624153735923e-73,1.6087524693022205e-101,3.046038093571414e-104
8.458175598939375e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996528,0.022821567693054285,0.0,9.776586762982119e-62,3.669966773339636e-34,8.630020486571402e-83,2.5838828353091292e-51,1.4951142484721053e-124,7.46501285704652e-19,9.736676508517067e-101,7.465012857046507e-19,2.8000052634494924e-68,3.202423185145965e-67,1.3842463001036471e-105,1.605029946973784e-106,4.096458203460401e-49,9.610352669115275e-81,4.076847284138252e-17,1.2070820217819832e-18,4.832354097501234e-21,1.1131934718904594e-35,4.121966552669991e-35,4.832354097090538e-21,2.050054547449822e-31,1.649622519543025e-38,8.348001647474251e-43,1.031295835700619e-71,3.2824105488593334e-51,2.122990657749392e-49,1.1711142187403905e-71,2.4377872840774124e-99,4.89534469500775e-102
1.741389093899283e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999998,0.11866996602996524,0.022821567693054285,0.0,1.6489768499700753e-60,1.5321388879604668e-33,5.995948981459208e-81,2.210566165686786e-50,4.1588123726475687e-122,1.5369144117448721e-18,6.9010114909325675e-99,1.5369144117448661e-18,4.8124936434254404e-67,5.531389665511905e-66,1.9246368659154417e-103,2.2316113878028324e-104,3.443319949997917e-48,3.317105121442776e-79,8.393509114402253e-17,2.485168868374671e-18,9.948964318820155e-21,4.6473636123763667e-35,1.7208398946511063e-34,9.948964317105586e-21,8.558573483280977e-31,1.386607013726299e-37,7.017554419568875e-42,3.578323377466181e-70,2.7590638461989293e-50,1.78450157146087e-48,4.0631389414299674e-70,3.389465644798044e-97,6.999484010522813e-100
3.5325321619099744e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999997,0.11866996602996516,0.022821567693054285,0.0,2.7084596131046906e-59,6.259287310787912e-33,3.9968930110405845e-79,1.8277388539470856e-49,1.1094170362462438e-119,3.1177406638253132e-18,4.6440643697330936e-97,3.1177406638252894e-18,7.976355282383323e-66,9.190486656771912e-65,2.5667132727985393e-101,2.9760972940964474e-102,2.823041731418126e-47,1.104937251255793e-77,1.702683277493016e-16,5.0413425615600445e-18,2.018218476280145e-20,1.8985996752385989e-34,7.0301924657604694e-34,2.0182184755796877e-20,3.496455956656411e-30,1.136824022822708e-36,5.754326936400768e-41,1.191916963858366e-68,2.2620472364192892e-49,1.4630422096235464e-47,1.353194696746146e-68,4.520222288195266e-95,9.463002408547529e-98
7.114818297931357e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999955,0.11866996602996498,0.02282156769305428,0.0,4.3905379449723444e-58,2.530104031747001e-32,2.6109319144936857e-77,1.4862868817096297e-48,2.8995410492981264e-117,6.279393167986198e-18,3.047140498184121e-95,6.279393167986103e-18,1.2987426842172845e-64,1.4982812805018427e-63,3.353883636315853e-99,3.8888192617467645e-100,2.2861723860472366e-46,3.62706848747807e-76,3.42934800959856e-16,1.0153689947930788e-17,4.0648625656137855e-20,7.674443446009637e-34,2.8417161976697826e-33,4.0648625627824235e-20,1.4133229398600525e-29,9.206292725699563e-36,4.661480043016595e-40,3.891828980622597e-67,1.8318644990837953e-48,1.1848095234818121e-46,4.4170514744193644e-67,5.906502968150349e-93,1.2448985773888377e-95
1.4279390569974122e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999992,0.11866996602996463,0.022821567693054278,0.0,7.07083258290664e-57,1.017343722127772e-31,1.6889272482906501e-75,1.198744214536507e-47,7.503338633657916e-115,1.2602698176307984e-17,1.974501694897605e-93,1.2602698176307601e-17,2.096175928453422e-63,2.4197282686424855e-62,4.3393696472282696e-97,5.03148770126446e-98,1.8401104282223275e-45,1.1884601255556043e-74,6.882677473809499e-16,2.037838472067226e-17,8.158150746430594e-20,3.085859955186011e-33,1.1426415846827944e-32,8.158150735045807e-20,5.682905670878e-29,7.410020561887083e-35,3.7543421624393367e-39,1.258556238548988e-65,1.4744439166615557e-47,9.536377970134338e-46,1.427513809471175e-65,7.642036062705915e-91,1.6161183606836041e-93
2.860853511405965e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999985,0.11866996602996392,0.022821567693054268,0.0,1.1350257508440752e-55,4.080003494338144e-31,1.087696967291018e-73,9.628965436190127e-47,1.933010426406452e-112,2.524930819295161e-17,1.2715238183462217e-91,2.5249308192950073e-17,3.368498443633268e-62,3.8896425162038546e-61,5.589445629260837e-95,6.480947516695608e-96,1.4765727316251068e-44,3.9314284589757133e-73,1.3789336402230775e-15,4.082777426615512e-17,1.6344727116662337e-19,1.237567859666501e-32,4.582503812889287e-32,1.634472707100422e-19,2.2790963723588134e-28,5.946067205961904e-34,3.016438705711015e-38,4.0523730258291504e-64,1.1831483845854268e-46,7.65234300438705e-45,4.590664680029344e-64,9.843536857615963e-89,2.0851948903154346e-91
