Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),CH3X(55),C2H4(47),COX(50),CHOX(53),O(29),acetyl(44),C2H4X(215),CH4OX(63),C2H4X(70),C2H6X(52),CO2X(24),OH(D)X(68),CHO2X(213),HOCO(73)
8.648015582302898e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4433091076854965,0.10993714635277946,0.02222596713732505,1.725253328377376e-08,1.8835579087540796e-05,0.00040957192179727194,0.0001298709173369596,1.2217007868249148e-06,7.519852674387761e-16,0.0007241777449242684,5.613324550845614e-14,0.0003234977828105723,4.88892426301549e-11,8.351841712316163e-08,7.54193403012116e-12,1.2152316638962256e-13,1.4836937658201365e-05,3.0683587305434985e-09,0.00786222868499575,0.0010229945896124487,9.059747140087327e-05,4.5533272483205393e-07,4.004048872907619e-09,4.434652053803536e-09,2.496105217091797e-12,4.320509557971166e-08,1.388608459328394e-05,3.4955400273627e-08,9.24828090463621e-10,7.917283451501009e-06,2.24655895686032e-09,4.849004467323216e-09,4.02748690128929e-10,6.972930410986861e-13,4.045350010302929e-06,2.3534528737748706e-13,1.559434400545654e-10,9.26358116199589e-13,8.667795122045138e-16,3.2749332995717506e-09,1.7498637814426446e-11,4.594108650543894e-11,3.638057517334028e-15,4.366758475367888e-16
8.692125490451669e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44330395077520046,0.10993164907367878,0.0222229819254008,1.755226079263176e-08,1.91169185114643e-05,0.0004132606859653219,0.0001312676846439765,1.2386366643159737e-06,7.669860180551313e-16,0.0007274947227402217,5.747766442386914e-14,0.00032401890924668904,4.95934858369244e-11,8.517923903788981e-08,7.63602468263119e-12,1.2353349756518532e-13,1.4979832114776426e-05,3.1295005120175973e-09,0.00786296897187328,0.001027113868592517,9.081182418927554e-05,4.5825089978705375e-07,4.021850019549623e-09,4.454514829616468e-09,2.5076294860604614e-12,4.332832655886365e-08,1.3892638892354267e-05,3.5223959601250365e-08,9.383828241173667e-10,7.990312601090604e-06,2.256823222906163e-09,4.945665607820229e-09,4.0707584324520473e-10,7.043209520609913e-13,4.069992216149205e-06,2.3896602758453715e-13,1.5955678608006026e-10,9.447693598540821e-13,8.840411676956058e-16,3.3208619712634745e-09,1.7704854523384214e-11,4.6383029692320197e-11,3.689546363687534e-15,4.449253128697172e-16
8.73623539860044e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44329883413945764,0.1099261798205016,0.022219997127767687,1.7855505726573022e-08,1.940081656152067e-05,0.00041695956862936614,0.0001326707173871104,1.2557069927244496e-06,7.821955989143467e-16,0.0007308067297698622,5.884627651375242e-14,0.000324534843768413,5.030366819479011e-11,8.686326938049466e-08,7.730626407461539e-12,1.2556425934832629e-13,1.5123211721933584e-05,3.1915153339034747e-09,0.00786367965188838,0.0010312230228682142,9.102544097842302e-05,4.6116949874925916e-07,4.0396188367768506e-09,4.4743470384596276e-09,2.5191389165934065e-12,4.345125443936241e-08,1.3899178095505684e-05,3.549325224290329e-08,9.520576690129606e-10,8.063548476505945e-06,2.2670720349841026e-09,5.043707537533419e-09,4.1142236528072737e-10,7.113832587140668e-13,4.094589850904943e-06,2.4261976317839503e-13,1.6323256505319111e-10,9.634377043412873e-13,9.015491229774987e-16,3.367160379773115e-09,1.791236407430179e-11,4.6826469234574365e-11,3.741475085958837e-15,4.532799547124642e-16
8.78034530674921e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4432937569865004,0.10992073782823271,0.02221701274453572,1.8162289981600526e-08,1.9687280970147054e-05,0.00042066851266258173,0.00013408000550912502,1.2729118848219276e-06,7.976156846672828e-16,0.000734113759614812,6.023936223571556e-14,0.0003250456391492842,5.101979755386989e-11,8.857068513550709e-08,7.825737685081895e-12,1.276155240340031e-13,1.526707351074376e-05,3.2544104503817706e-09,0.007864361505685978,0.001035322057824772,9.123832836496656e-05,4.640884813417908e-07,4.057355301328324e-09,4.494148643415421e-09,2.530633508963518e-12,4.3573882701593214e-08,1.3905702562613185e-05,3.576327688419899e-08,9.658529590684899e-10,8.136989895689407e-06,2.2773053725068094e-09,5.143141735352481e-09,4.1578822481398716e-10,7.184799597002432e-13,4.119142423716792e-06,2.46306576965193e-13,1.6697146573471232e-10,9.823651074223106e-13,9.193054218112349e-16,3.4138288589911936e-09,1.81211664380615e-11,4.727139592316811e-11,3.7938447684612795e-15,4.61740447561176e-16
8.82445521489798e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4432887185451548,0.10991532235221405,0.02221402877581798,1.8472635451759625e-08,1.9976319422657666e-05,0.00042438746134689214,0.00013549553895841383,1.2902514486029117e-06,8.132479540995429e-16,0.0007374158060523042,6.16572031222311e-14,0.00032555134763092447,5.1741881548225196e-11,9.030166320104383e-08,7.921356998243955e-12,1.296873635716184e-13,1.5411414516853593e-05,3.318193124147127e-09,0.007865015293399903,0.0010394109788686957,9.145049285038384e-05,4.670078074809115e-07,4.075059390930538e-09,4.513919608609376e-09,2.5421132634171375e-12,4.369621474325486e-08,1.3912212635993143e-05,3.6034032198243006e-08,9.79769025899733e-10,8.210635685128244e-06,2.2875232154573965e-09,5.243979693671251e-09,4.201733904411409e-10,7.256110532678452e-13,4.143649453015459e-06,2.500265509302923e-13,1.7077417945586938e-10,1.0015535258609306e-12,9.373121103190201e-16,3.460867729469146e-09,1.8331261549919087e-11,4.771780056349585e-11,3.8466564835192386e-15,4.703074650943702e-16
8.868565123046751e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44328371806429656,0.1099099326676063,0.022211045221730466,1.8786564028534364e-08,2.0267939557330772e-05,0.00042811635836913117,0.00013691730768796852,1.3077257873116177e-06,8.290940901262023e-16,0.0007407128630335459,6.310008176443685e-14,0.0003260520209284522,5.246992759706469e-11,9.205638038070288e-08,8.017482832061265e-12,1.3177984956466218e-13,1.555623178053624e-05,3.382870626145414e-09,0.007865641755192514,0.0010434897914291836,9.16619408429609e-05,4.699274373738449e-07,4.092731084287772e-09,4.533659899200359e-09,2.553578180204799e-12,4.381825388374461e-08,1.3918708641774616e-05,3.6305516846760704e-08,9.938061988261142e-10,8.284484679775038e-06,2.297725544384094e-09,5.346232917971702e-09,4.245778307729361e-10,7.32776537290772e-13,4.168110466401851e-06,2.5377976623943956e-13,1.7464140008891267e-10,1.0210049153340965e-12,9.555712369102894e-16,3.508277298494049e-09,1.8542649310074978e-11,4.8165673975546936e-11,3.899911291548026e-15,4.789816801593376e-16
8.912675031195521e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4432787548123212,0.10990456806886491,0.02220806208239183,1.9104097600253532e-08,2.0562148965496145e-05,0.0004318551478172594,0.00013834530165444868,1.325334999468836e-06,8.451557797866511e-16,0.0007440049246820865,6.456828179588564e-14,0.00032654771023583754,5.32039429059516e-11,9.383501337551968e-08,8.114113674090632e-12,1.3389305327035295e-13,1.5701522346741508e-05,3.4484502353125406e-09,0.007866241611779923,0.001047558500959437,9.187267865971874e-05,4.728473315166874e-07,4.110370361072373e-09,4.553369481370831e-09,2.5650282596103772e-12,4.394000336829281e-08,1.3925190891166558e-05,3.657772948116651e-08,1.0079648048766836e-09,8.35853572296925e-06,2.3079123403949186e-09,5.449912926410423e-09,4.2900151443194157e-10,7.399764092875415e-13,4.1925250005344745e-06,2.5756630324004674e-13,1.785738240176028e-10,1.0407212303431e-12,9.740848522082169e-16,3.5560578601635375e-09,1.875532958422861e-11,4.861500699406942e-11,3.953610241135137e-15,4.877637647589955e-16
8.956784939344292e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44327382807662846,0.10989922786922984,0.022205079357923235,1.942525805150598e-08,2.0858955191622886e-05,0.0004356037741766316,0.00013977951081734408,1.3430791788988512e-06,8.614347142395491e-16,0.0007472919852921922,6.606208787624724e-14,0.0003270384662312011,5.394393446801421e-11,9.563773877598266e-08,8.211248014414713e-12,1.3602704559927887e-13,1.584728326514522e-05,3.514939238314792e-09,0.007866815564943473,0.0010516171129378595,9.208271252828705e-05,4.757674506922265e-07,4.127977201915075e-09,4.573048322317243e-09,2.5764635019782454e-12,4.406146637183801e-08,1.3931659681629563e-05,3.6850668743564257e-08,1.022245168796104e-09,8.43278766635977e-06,2.3180835851524685e-09,5.555031249407524e-09,4.3344441005007307e-10,7.472106664394025e-13,4.216892601018076e-06,2.613862414625906e-13,1.8257215010771118e-10,1.060704424125408e-12,9.928550089766528e-16,3.6042096954608933e-09,1.8969302204111745e-11,4.9065790468732044e-11,4.0077543691216054e-15,4.96654390039069e-16
9.000894847493062e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4432689371631204,0.10989391140022915,0.02220209704844816,1.9750067262564927e-08,2.1158365733407867e-05,0.0004393621823263148,0.00014121992513822554,1.3609584147564202e-06,8.779325887578872e-16,0.0007505740393272244,6.758178567496256e-14,0.0003275243390820528,5.468990906515881e-11,9.746473305410963e-08,8.30888434572585e-12,1.3818189711504076e-13,1.5993511590197794e-05,3.582344929290748e-09,0.007867364298027537,0.0010556656328691552,9.229204858872535e-05,4.786877559677043e-07,4.14555158839544e-09,4.592696390240319e-09,2.587883907737245e-12,4.418264600260652e-08,1.3938115297955858e-05,3.712433326765741e-08,1.0366476130505975e-09,8.507239369828568e-06,2.3282392608686338e-09,5.661599429238069e-09,4.3790648626638503e-10,7.544793056064042e-13,4.2412128222934735e-06,2.6523965962219063e-13,1.8663707967751778e-10,1.0809564485672e-12,1.011883762047538e-15,3.652733072330307e-09,1.9184566967987013e-11,4.951801526428357e-11,4.062344700669813e-15,5.056542262755696e-16
9.045004755641833e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4432640813957132,0.10988861801119529,0.022199115154092224,2.0078547108820846e-08,2.1460388041864355e-05,0.00044313031753545444,0.00014266653458007655,1.3789727915538068e-06,8.94651102724157e-16,0.0007538510814180271,6.912766185485456e-14,0.0003280053784504764,5.544187326928561e-11,9.931617255558405e-08,8.4070211634108e-12,1.4035767803389812e-13,1.6140204381172174e-05,3.6506746095947702e-09,0.007867888476424199,0.001059704066285333,9.250069289529549e-05,4.816082086927213e-07,4.163093503032259e-09,4.612313654335357e-09,2.599289477423539e-12,4.430354530549627e-08,1.3944558013266149e-05,3.739872167961336e-08,1.051172457833933e-09,8.581889701415305e-06,2.338379350299279e-09,5.76962901962594e-09,4.4238771172509984e-10,7.617823233431175e-13,4.265485227528648e-06,2.691266356202906e-13,1.9076931646831187e-10,1.1014792541165603e-12,1.0311731682487656e-15,3.7016282457522956e-09,1.9401123641128766e-11,4.9971672260708626e-11,4.117382249333482e-15,5.14763942862711e-16
9.089114663790603e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.443259260115862,0.10988334706879456,0.02219613367498302,2.0410719460222302e-08,2.176502952141124e-05,0.0004469081254596885,0.00014411932910669812,1.3971223891878636e-06,9.115919596256233e-16,0.0007571231063613176,7.070000405569746e-14,0.00032848163349825596,5.6199833443507294e-11,1.0119223349195088e-07,8.505656965636092e-12,1.4255445822441972e-13,1.628735870221092e-05,3.7199355875420376e-09,0.007868388748045189,0.0010637324187466267,9.270865141818626e-05,4.845287704970517e-07,4.180602929273979e-09,4.63190008478274e-09,2.6106802117022942e-12,4.4424167265259887e-08,1.3950988089929574e-05,3.767383259887797e-08,1.0658200210734484e-09,8.656737537242936e-06,2.3485038367390808e-09,5.879131585340181e-09,4.468880550738778e-10,7.69119715914034e-13,4.28970938851096e-06,2.7304724654642195e-13,1.9496956661489667e-10,1.1222747896973315e-12,1.050725286332457e-15,3.750895457819271e-09,1.9618971956295984e-11,5.042675235338162e-11,4.172868017133743e-15,5.239842083011363e-16
9.133224571939374e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44325447268209744,0.10987809795656885,0.02219315261124993,2.074660618072459e-08,2.207229752996245e-05,0.0004506955521376077,0.0001455782986821824,1.4154072829671619e-06,9.287568670496966e-16,0.0007603901091180866,7.229910087774756e-14,0.0003289531528919495,5.696379574336935e-11,1.0309309193287224e-07,8.60479025343376e-12,1.4477230720714088e-13,1.643497162237263e-05,3.790135178155127e-09,0.007868865743781503,0.0010677506958423314,9.291593004519281e-05,4.874494032883724e-07,4.198079851489292e-09,4.651455652738307e-09,2.6220561113860236e-12,4.4544514809426647e-08,1.3957405780412567e-05,3.794966463890643e-08,1.0805906184359573e-09,8.731781761444262e-06,2.3586127040162973e-09,5.990118701793807e-09,4.5140748496229045e-10,7.764914793066413e-13,4.313884885540591e-06,2.7700156868013427e-13,1.992385386161034e-10,1.1433450026236611e-12,1.0705421769037192e-15,3.800534937811242e-09,1.983811161416941e-11,5.0883246453218354e-11,4.228802994615147e-15,5.33315690186358e-16
9.177334480088145e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4432497184695755,0.10987287007448904,0.02219017196302399,2.1086229127745785e-08,2.2382199379016755e-05,0.0004544925439872612,0.0001470434332704495,1.4338275436391653e-06,9.461475366794064e-16,0.0007636520848120019,7.392524186523742e-14,0.0003294199848079077,5.773376611807266e-11,1.0501892379844282e-07,8.704419530787187e-12,1.4701129415422713e-13,1.6583040215677573e-05,3.861280702912175e-09,0.007869320077950865,0.0010717589031915662,9.312253458335155e-05,4.903700692501916e-07,4.215524254957659e-09,4.670980330323721e-09,2.6334171774521433e-12,4.4664590811074637e-08,1.3963811328060975e-05,3.822621640785809e-08,1.095484563333744e-09,8.807021266089408e-06,2.368705936487459e-09,6.102601954645075e-09,4.5594597004047415e-10,7.838976092442344e-13,4.338011307325111e-06,2.8098967749301474e-13,2.0357694330531594e-10,1.1646918385152111e-12,1.0906259023498489e-15,3.850546902271643e-09,2.0058542283766372e-11,5.1341145486823956e-11,4.285188160904217e-15,5.427590551976335e-16
9.221444388236915e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4432449968696384,0.10986766283852088,0.02218719173043771,2.1429610151629918e-08,2.269474233374796e-05,0.0004582990478027067,0.0001485147228348443,1.452383237417443e-06,9.637656842889696e-16,0.0007669090287278221,7.557871748983587e-14,0.00032988217693723806,5.850975031169782e-11,1.0696990485156482e-07,8.80454330471703e-12,1.49271487889146e-13,1.6731561561152654e-05,3.933379489496603e-09,0.007869752348733494,0.0010757570464439666,9.332847076053143e-05,4.932907308396937e-07,4.23293612585986e-09,4.690474090617099e-09,2.6447634110604825e-12,4.4784398091456186e-08,1.3970204967819969e-05,3.8503486509260825e-08,1.1105021669306382e-09,8.882454951114234e-06,2.3787835190322598e-09,6.216592939401221e-09,4.605034789579849e-10,7.913381011992946e-13,4.362088250875222e-06,2.8501164765075173e-13,2.0798549382101052e-10,1.1863172412130067e-12,1.1109785267699493e-15,3.900931555083284e-09,2.0280263602864695e-11,5.180044039663873e-11,4.3420244837849e-15,5.523149690871578e-16
9.265554296385686e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.443240307289388,0.1098624756802017,0.022184211913624956,2.177677109511702e-08,2.3009933613095307e-05,0.00046211501075060535,0.00014999215733778706,1.47107442600892e-06,9.816130297394535e-16,0.0007701609363098141,7.725981913407607e-14,0.00033033977649071734,5.929175386443116e-11,1.0894621069038307e-07,8.905160085366961e-12,1.5155295688634813e-13,1.6880532742875592e-05,4.006438871548374e-09,0.00787016313859629,0.001079745131280309,9.353374422698451e-05,4.962113507854363e-07,4.25031545126872e-09,4.709936907643512e-09,2.6560948135668548e-12,4.4903939422373475e-08,1.3976586926896412e-05,3.8781473542592005e-08,1.1256437381478582e-09,8.958081724249616e-06,2.3888454370484066e-09,6.332103261024706e-09,4.6507998036281457e-10,7.988129504040023e-13,4.386115321401636e-06,2.8906755301536116e-13,2.1246490557731258e-10,1.2082231526960014e-12,1.1316021159050283e-15,3.95168908754441e-09,2.0503275178389794e-11,5.226112214108239e-11,4.399312919743185e-15,5.619840966693704e-16
9.309664204534456e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4432356491512702,0.10985730804622867,0.022181232512720788,2.2127733792819688e-08,2.332778038985423e-05,0.000465940380366858,0.00015147572674047475,1.4899011666411657e-06,9.996912969745286e-16,0.0007734078031601801,7.8968839074754e-14,0.0003307928302036508,6.007978211379205e-11,1.1094801674077945e-07,9.006268386089133e-12,1.5385576927095788e-13,1.702995085001834e-05,4.080466188416862e-09,0.007870553014705938,0.0010837231634130765,9.373836055685583e-05,4.991318920853076e-07,4.267662219139801e-09,4.729368756365414e-09,2.6674113865358376e-12,4.5023217528438675e-08,1.3982957425368036e-05,3.9060176103828707e-08,1.140909583669986e-09,9.033900500951616e-06,2.398891676446315e-09,6.449144533541903e-09,4.69675442900542e-10,8.063221518602389e-13,4.410092132213076e-06,2.931574666475008e-13,2.1701589623457444e-10,1.2304115129982952e-12,1.1524987370685595e-15,4.002819678444851e-09,2.0727576586765494e-11,5.272318169469399e-11,4.457054414011133e-15,5.7176710181068915e-16
9.353774112683227e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4432310218926697,0.10985215939805776,0.02217825352786132,2.2482520070705903e-08,2.364828979076735e-05,0.0004697751045532844,0.00015296542100262826,1.5088635120897047e-06,1.0180022140163115e-15,0.0007766496250374917,8.070607046629986e-14,0.00033124138434067996,6.087384019586132e-11,1.129754982489271e-07,9.107866723529111e-12,1.5617999281847512e-13,1.7179812976889892e-05,4.1554687849152584e-09,0.00787092252933112,0.0010876911485869654,9.394232524965447e-05,5.020523180044304e-07,4.284976418302047e-09,4.748769612673418e-09,2.678713131755259e-12,4.5142235089249155e-08,1.3989316676743377e-05,3.933959278598959e-08,1.1563000079511477e-09,9.109910204332509e-06,2.4089222236440676e-09,6.5677283796542594e-09,4.742898352136445e-10,8.138657003515552e-13,4.434018304615405e-06,2.9728146080877926e-13,2.2163918566997614e-10,1.2528842601269849e-12,1.1736704590774318e-15,4.0543234941422824e-09,2.0953167374296912e-11,5.3186610048269944e-11,4.51524990064753e-15,5.816646474196052e-16
9.397884020831997e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44322642496551645,0.10984702921151335,0.022175274959183585,2.2841151745587918e-08,2.397146889661576e-05,0.00047361913157434283,0.00015446123008228246,1.5279615107053656e-06,1.0365475129612946e-15,0.0007798863978551304,8.247180732412429e-14,0.0003316854847005401,6.167393304651099e-11,1.1502883027390402e-07,9.209953617710204e-12,1.585256949544879e-13,1.7330116222978244e-05,4.231454011076528e-09,0.00787127222023415,0.0010916490925793432,9.414564373168768e-05,5.049725920728296e-07,4.302258038448681e-09,4.7681394533769564e-09,2.6900000512459057e-12,4.526099474131672e-08,1.3995664888476294e-05,3.9619722179594315e-08,1.1718153132207503e-09,9.186109765092645e-06,2.4189370655623554e-09,6.687866430351975e-09,4.789231259409412e-10,8.214435904516704e-13,4.457893467811843e-06,3.0143960696422845e-13,2.2633549594815276e-10,1.2756433299807234e-12,1.1951193521833902e-15,4.106200688638542e-09,2.1180047057522e-11,5.365139820900095e-11,4.573900302572789e-15,5.916773954367706e-16
9.441993928980768e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4432218578359021,0.10984191697640804,0.022172296806825413,2.3203650624616867e-08,2.4297324742310467e-05,0.0004774724100538911,0.00015596314393561534,1.5471952064416467e-06,1.0553289299763556e-15,0.0007831181176797368,8.426634450794193e-14,0.0003321251766207658,6.248006540263458e-11,1.1710818768036616e-07,9.312527592117038e-12,1.6089294275439742e-13,1.748085769299172e-05,4.308429221910968e-09,0.00787160261105234,0.0010955970012006492,9.434832135745785e-05,5.07892678083423e-07,4.319507070128056e-09,4.787478256194759e-09,2.7012721472697602e-12,4.537949907990305e-08,1.4002002262438203e-05,3.990056287309126e-08,1.187455799489394e-09,9.262498121453118e-06,2.428936189619194e-09,6.809570324530107e-09,4.835752837171286e-10,8.290558165315877e-13,4.481717258804294e-06,3.0563197578487047e-13,2.3110555129185115e-10,1.2986906562689526e-12,1.2168474880049515e-15,4.158451403656039e-09,2.1408215123499365e-11,5.4117537200604245e-11,4.633006531592343e-15,6.018060068254815e-16
9.486103837129538e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44321731998370667,0.10983682219617254,0.022169319070925304,2.3570038504782913e-08,2.4625864316984207e-05,0.00048133488897198515,0.0001574711525168131,1.5665646388821088e-06,1.0743482052948465e-15,0.0007863447807296666,8.608997770507441e-14,0.00033256050498234877,6.329224180337803e-11,1.1921374513128e-07,9.415587173778267e-12,1.6328180294315571e-13,1.763203449689957e-05,4.386401777165301e-09,0.007871914211669271,0.0010995348802947606,9.455036341102463e-05,5.108125400900144e-07,4.3367235047344234e-09,4.806785999745786e-09,2.7125294223426233e-12,4.54977506608374e-08,1.4008328995351196e-05,4.018211345330152e-08,1.2032217645552459e-09,9.339074219089274e-06,2.4389195837249323e-09,6.932851708607157e-09,4.882462771724471e-10,8.367023727707615e-13,4.505489322295745e-06,3.09858637150227e-13,2.3595007805261815e-10,1.3220281704317395e-12,1.238856939459692e-15,4.211075768714225e-09,2.1637671030155314e-11,5.458501806345393e-11,4.692569488490043e-15,6.1205114156263e-16
9.530213745278309e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4432128109022342,0.10983174438749532,0.0221663417516223,2.394033717242084e-08,2.4957094564083325e-05,0.0004852065176617188,0.00015898524577796842,1.5860698432677828e-06,1.0936070832127701e-15,0.0007895663833734554,8.794300341373492e-14,0.0003329915142143444,6.411046659137135e-11,1.2134567708071417e-07,9.519130893348342e-12,1.6569234189501631e-13,1.7783643749971795e-05,4.465379041083342e-09,0.00787220751857637,0.0011034627357393053,9.47517751073329e-05,5.137321424049318e-07,4.353907334498973e-09,4.826062663540089e-09,2.7237718792409062e-12,4.561575200208246e-08,1.4014645279185274e-05,4.046437250578112e-08,1.2191135040096298e-09,9.415837011064968e-06,2.4488872362773166e-09,7.057722236146183e-09,4.929360749324559e-10,8.443832531642667e-13,4.529209310593738e-06,3.1411966015098875e-13,2.408698046815237e-10,1.3456578015603188e-12,1.2611497806970158e-15,4.264073901206108e-09,2.1868414206617332e-11,5.505383185471057e-11,4.752590063057712e-15,6.224134586294983e-16
9.574323653427079e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4432083300978603,0.10982668307997177,0.022163364849055883,2.4314568402720648e-08,2.5291022381459962e-05,0.0004890872458060994,0.00016050541366900895,1.6057108505245964e-06,1.1131073120850165e-15,0.000792782922128292,8.982571892629635e-14,0.0003334182482984315,6.493474391396018e-11,1.2350415776669098e-07,9.623157285188163e-12,1.6812462563329838e-13,1.7935682572818403e-05,4.5453683821682156e-09,0.007872483015224922,0.001107380573445943,9.495256159350806e-05,5.166514495970412e-07,4.371058552480883e-09,4.845308227969334e-09,2.7349995210051014e-12,4.5733505585211704e-08,1.4020951301522388e-05,4.074733861514349e-08,1.2351313112427817e-09,9.492785457767639e-06,2.458839136156226e-09,7.184193567478318e-09,4.976446456178661e-10,8.52098451526667e-13,4.5528768835149e-06,3.184151130918071e-13,2.4586546169992124e-10,1.369581476318341e-12,1.283728087031438e-15,4.317445906474825e-09,2.21004440534384e-11,5.552396964844618e-11,4.813069134086563e-15,6.328936160028786e-16
9.61843356157585e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44320387708968634,0.10982163781576273,0.022160388363365837,2.469275395924316e-08,2.562765462146438e-05,0.0004929770234349628,0.00016203164613765362,1.625487687290814e-06,1.1328506443216797e-15,0.0007959943936584981,9.173842231254556e-14,0.0003338407507734229,6.576507772443799e-11,1.2568936120409594e-07,9.727664887444579e-12,1.7057871983016533e-13,1.808814809142781e-05,4.6263771729461836e-09,0.007872741172368839,0.0011112883993606058,9.515272795011833e-05,5.195704264898703e-07,4.388177152558205e-09,4.8645226742978946e-09,2.746212350951641e-12,4.585101385694837e-08,1.4027247245889621e-05,4.103101036542581e-08,1.2512754774505543e-09,9.56991852684409e-06,2.4687752727187334e-09,7.312277369328792e-09,5.023719578444784e-10,8.59847961502882e-13,4.5764917082905265e-06,3.2274506349396306e-13,2.5093778167024775e-10,1.3938011188636804e-12,1.3065939348761984e-15,4.371191877890257e-09,2.2333759942907598e-11,5.599542253576688e-11,4.874007569482181e-15,6.434922706468452e-16
9.66254346972462e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44319945140920475,0.10981660814926164,0.022157412294692192,2.5074915593440386e-08,2.596699809103751e-05,0.0004968758009219236,0.00016356393312939358,1.6454003759444836e-06,1.1528388363844484e-15,0.0007992007947740176,9.36814124029254e-14,0.00033425906473972947,6.660147178327753e-11,1.279014611776477e-07,9.832652242128675e-12,1.7305468980641743e-13,1.82410374372047e-05,4.7084127897319506e-09,0.007872982448398434,0.0011151862194637057,9.535227919240725e-05,5.224890381592079e-07,4.405263129419045e-09,4.8837059846539474e-09,2.757410372678034e-12,4.596827923044117e-08,1.4033533292064362e-05,4.131538634037656e-08,1.2675462916398395e-09,9.647235193137065e-06,2.4786956357943066e-09,7.441985314445431e-09,5.071179802232133e-10,8.67631776575031e-13,4.600053459473199e-06,3.271095780981893e-13,2.560874991668672e-10,1.4183186507709497e-12,1.32974940167736e-15,4.425311896925665e-09,2.2568361219387446e-11,5.646818162493548e-11,4.9354062262982435e-15,6.542100785042093e-16
9.70665337787339e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44319505259997194,0.109811593646771,0.02215443664317504,2.5461075044180454e-08,2.6309059551803642e-05,0.000500783528981361,0.00016510226458749737,1.6654489346308983e-06,1.1730736487830514e-15,0.0008024021224289149,9.565498877176684e-14,0.00033467323286377694,6.744392965936278e-11,1.301406312349257e-07,9.938117895192702e-12,1.755526005312989e-13,1.8394347747007094e-05,4.791482612395599e-09,0.007873207289665384,0.0011190740397703128,9.555122027149562e-05,5.254072499311295e-07,4.4223164785528435e-09,4.902858142020032e-09,2.7685935900607525e-12,4.608530408643385e-08,1.4039809616353446e-05,4.1600465123686896e-08,1.2839440406339916e-09,9.724734438622534e-06,2.4886002156795844e-09,7.573329081229623e-09,5.118826813601689e-10,8.754498900623806e-13,4.623561818844423e-06,3.3150872286766226e-13,2.6131535074695764e-10,1.4431359909547507e-12,1.3531965658484485e-15,4.4798060332343514e-09,2.2804247199475074e-11,5.694223804148965e-11,4.997265950677718e-15,6.6504769448814065e-16
9.750763286022161e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4431906802172906,0.10980659388618694,0.02215146140895451,2.585125403727695e-08,2.665384572016325e-05,0.0005047001586654422,0.00016664663045303584,1.6856333772900544e-06,1.1935568460717734e-15,0.000805598373719879,9.765945172051314e-14,0.0003350832973823763,6.829245473122016e-11,1.3240704467945751e-07,1.0044060396605633e-11,1.780725166223209e-13,1.8548076163182795e-05,4.875594024131069e-09,0.007873416130799182,0.0011229518663302992,9.574955607555364e-05,5.283250273802881e-07,4.439337196241357e-09,4.921979130224287e-09,2.7797620072673033e-12,4.62020907745917e-08,1.4046076391848124e-05,4.188624529929461e-08,1.300469009080054e-09,9.802415252347684e-06,2.498489003133443e-09,7.706320353369706e-09,5.166660298567621e-10,8.833022951321742e-13,4.647016475323301e-06,3.359425629908013e-13,2.666220749214467e-10,1.4682550555934492e-12,1.3769375067053998e-15,4.534674344726351e-09,2.3041417172267186e-11,5.741758292835662e-11,5.059587577998008e-15,6.760057724747334e-16
