Time (s),Volume (m^3),n-heptane,Ar,He,Ne,N2,X(1),C2H4(2),C4H8-1(3),C4H8-2(4),C2H5X(5),H(6),C6H12-1(7),C6H12-2(8),C6H12-3(9),C6H12(10),C6H12(11),HX(80),C2H3X(137),C4H6(54),C4H7X(141),C2H2(37),C2H6(343),C4H5X(365),C4H5X(364),C6H8(494),C6H7X(498),C6H7X(517),C6H7X(518),C8H10(500),C8H9X(719),C8H9X(786),C8H9X(785),S(721),S(1141),S(1666),SX(2966),SX(2965),SX(2963),S(2906),SX(3918),SX(3916),SX(2962),SX(2964),SX(2960),SX(1086),SX(1144),C4H7X(140),C4H7X(143),SX(1143),SX(1145),S(1619),SX(6234),SX(6230),S(7289),SX(7451),SX(7445),SX(7444),SX(7450),SX(6229),SX(6228),SX(6227),C4H7X(142),SX(3917),SX(3915)
2.6894407246281304e-13,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331973308517538,0.66999845362373023,2.1330098496701349e-22,0.0,9.70291077072094e-19,3.4127320587211349e-39,6.9281159903851731e-46,0.0,7.5863609486260568e-53,3.1135221479160684e-52,0.0,1.5463762697189589e-06,1.5463762691938034e-06,2.6261507641714648e-16,8.1974113318597113e-21,4.4544584809562737e-19,1.6984105583495393e-21,1.0646894847952626e-22,5.7028113887824503e-23,4.6317957449055168e-33,9.2879190213385658e-40,4.7066988905847978e-40,4.6751565706877255e-40,2.8482298944825147e-50,3.4869765275143967e-57,3.4869765275147697e-57,1.7588036521941048e-57,7.1438838424874376e-68,6.2396139433982822e-73,2.8715215678194733e-75,1.0648381977793055e-82,1.0648381977793055e-82,1.0671152087625357e-82,1.8966064446521307e-90,1.9856239376815427e-96,1.9856239688279555e-96,1.0668538767535418e-82,5.3348961791369966e-83,5.3355293941727372e-83,6.0425432306693975e-75,6.0425432306698904e-75,1.0962766068704009e-27,4.392629026615086e-29,3.040282245028399e-75,3.0307505834250883e-75,2.9686932396478099e-76,1.097098883314154e-83,2.5629595558069849e-87,2.2059392992281128e-83,9.9453001308178255e-91,1.0049826722561416e-90,5.0579953714241791e-91,5.1514489496957521e-91,1.1032108391205871e-83,1.1025064215609145e-83,2.5629595558069849e-87,2.2647677580051379e-29,6.0438745913046754e-98,6.2045824866811026e-98
2.7318971214801784e-13,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331968726819134,0.66999843071523812,2.2332711122649063e-22,0.0,1.0006284216348819e-18,3.5196264821830722e-39,7.3693160477881102e-46,0.0,8.451641449632503e-53,3.368373741259105e-52,0.0,1.5692847617318719e-06,1.5692847611821147e-06,2.7491697660261638e-16,8.319398986151189e-21,4.5939870472141048e-19,1.8064099246579615e-21,1.1301777984277696e-22,6.0663919248591375e-23,5.0811154061798858e-33,1.0348262070066666e-39,5.246218334736167e-40,5.2099701594664428e-40,3.2737249144331337e-50,4.0710883905932192e-57,4.0710883905936601e-57,2.0539829089905627e-57,8.6027707126219365e-68,7.6137546324172154e-73,3.5605157966111876e-75,1.3414936990111667e-82,1.3414936990111667e-82,1.3444517677873652e-82,2.4278533791549491e-90,2.5824669538522211e-96,2.5824669950071477e-96,1.3441122540232827e-82,6.7213755953880921e-83,6.7221982393016508e-83,7.3917684737404305e-75,7.3917684737410432e-75,1.1322185960711194e-27,4.6690830302930047e-29,3.7198643681417319e-75,3.7078400346926676e-75,3.6810028848627976e-76,1.3819885330721928e-83,3.1779271321730064e-87,2.7792593242588906e-83,1.2717192369634882e-90,1.2854931449378176e-90,6.4568502274252873e-91,6.5943709560143265e-91,1.3899278257705433e-83,1.3890126778698068e-83,3.1779271321730064e-87,2.4095973856438938e-29,7.8536166713489243e-98,8.0689418933424906e-98
2.7743535183322264e-13,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331964158525157,0.66999840787376841,2.3365050729268167e-22,0.0,1.031407807821216e-18,3.6280903486864967e-39,7.8309067592997109e-46,0.0,9.3994169398491868e-53,3.6396769353458298e-52,0.0,1.5921262316353327e-06,1.5921262310602468e-06,2.8758235035343971e-16,8.4410299734784442e-21,4.7355644313375417e-19,1.9193932934738767e-21,1.1984906321341232e-22,6.4468613261647318e-23,5.5658583568611256e-33,1.1509973150493029e-39,5.8376326420820115e-40,5.796067946012858e-40,3.7545366137388029e-50,4.7414839590972737e-57,4.7414839590977967e-57,2.3928760923883496e-57,1.0329341910139931e-67,9.2612453656500146e-73,4.3998685534983149e-75,1.6838976708686037e-82,1.6838976708686037e-82,1.6877246813860116e-82,3.0958981048477335e-90,3.344938311565417e-96,3.3449383657091195e-96,1.6872854121577121e-82,8.4374806670938145e-83,8.4385450095006338e-83,9.0136987428289225e-75,9.0136987428296805e-75,1.168781803323786e-27,4.957998049881719e-29,4.5369877102206803e-75,4.5218741549462747e-75,4.5487591584082341e-76,1.7345406872643934e-83,3.9271005643268701e-87,3.4888877309949288e-83,1.6198587669624191e-90,1.6379297838459745e-90,8.2104598338047231e-91,8.4088426252796002e-91,1.7448111749721152e-83,1.7436271498968357e-83,3.9271005643268701e-87,2.561172338280601e-29,1.0163290373423365e-97,1.0450467089819174e-97
2.8168099151842744e-13,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331959603790612,0.66999838510009546,2.4427462112158478e-22,0.0,1.0626277741479845e-18,3.7381190272740437e-39,8.3134747605240566e-46,0.0,1.0436034170515903e-52,3.9282187871280834e-52,0.0,1.6148999044149405e-06,1.6148999038137909e-06,3.006153949554109e-16,8.5623001648946302e-21,4.8791845956604119e-19,2.0375038362891201e-21,1.2696949358494821e-22,6.8447141810582927e-23,6.0881839751267909e-33,1.2780898131411898e-39,6.4849985519906689e-40,6.4374390102224732e-40,4.2968101617340609e-50,5.5092452742339514e-57,5.5092452742345671e-57,2.7811174409962099e-57,1.2367316942745451e-67,1.1230797493170393e-72,5.4192218616418612e-75,2.1062622373678994e-82,2.1062622373678994e-82,2.1111936719889541e-82,3.9329697339836583e-90,4.3152991724397167e-96,4.3152992433719096e-96,2.1106276063678155e-82,1.0554495785936882e-82,1.0555867342202875e-82,1.0957845511142325e-74,1.0957845511143262e-74,1.2059687047260033e-27,5.25970834708464e-29,5.5166667174392288e-75,5.4977374758518429e-75,5.6026071631310395e-76,2.1693697237228897e-83,4.8369379001711366e-87,4.3643037574467402e-83,2.0555424379758184e-90,2.0791504929178199e-90,1.0400870605881549e-90,1.0682397362666335e-90,2.1826028348142866e-83,2.1810770510191904e-83,4.8369379001711366e-87,2.7196904413410998e-29,1.3099758016250772e-97,1.3481052409565721e-97
2.8592663120363224e-13,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331955062768298,0.669998362394984,2.5520285203309726e-22,0.0,1.0942868426378968e-18,3.8497078341934665e-39,8.8176126686492037e-46,0.0,1.1568211812864491e-52,4.2348113254797793e-52,0.0,1.6376050160033085e-06,1.6376050153753524e-06,3.1402024837792727e-16,8.6832054897214456e-21,5.0248414335915924e-19,2.1608861812908832e-21,1.3438575641148997e-22,7.2604507159904386e-23,6.6503446464295391e-33,1.416934867365171e-39,7.1926179819134407e-40,7.1383113745061907e-40,4.907259377606003e-50,6.3866688031805435e-57,6.3866688031812713e-57,3.2249617567723922e-57,1.4766696232158226e-67,1.3578818334420509e-72,6.6534531812275762e-75,2.6255747265124259e-82,2.6255747265124259e-82,2.6319046828557658e-82,4.978205240921756e-90,5.5456779823294116e-96,5.5456780748764622e-96,2.6311780467838238e-82,1.3157633155232939e-82,1.3159393753382089e-82,1.3281718249032041e-74,1.3281718249033193e-74,1.2437818045584606e-27,5.5745501534711165e-29,6.6879657139086985e-75,6.6643388370250872e-75,6.8786046049655347e-76,2.7039409472411978e-83,5.9385703322863125e-87,5.4407467173648148e-83,2.5988887251225344e-90,2.6296033098101621e-90,1.3127319108136747e-90,1.3521329403193512e-90,2.7209251851823601e-83,2.7189666149180048e-83,5.9385703322863125e-87,2.8853517610838978e-29,1.6819304704628384e-97,1.7323369120957903e-97
2.9017227088883704e-13,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331950535608829,0.66999833975918655,2.6643855039469665e-22,0.0,1.1263835190640487e-18,3.9628520336515045e-39,9.3439189598900528e-46,0.0,1.2803055251843896e-52,4.560291957826544e-52,0.0,1.6602408133510862e-06,1.6602408126955712e-06,3.2780098888945808e-16,8.8037419359280642e-21,5.1725287705986751e-19,2.2896863834833789e-21,1.4210452409145014e-22,7.6945767149862298e-23,7.2546880275341864e-33,1.5684121360781438e-39,7.9650484914580964e-40,7.903162008520635e-40,5.5932089035516604e-50,7.3873759950983875e-57,7.3873759950992387e-57,3.731341336770838e-57,1.7584542542014331e-67,1.6370474834992486e-72,8.1434952853290786e-75,3.2620831370700617e-82,3.2620831370700617e-82,3.2701776601201411e-82,6.2789873102661558e-90,7.10016668690914e-96,7.1001668071792159e-96,3.2692484143285144e-82,1.6348471007899114e-82,1.6350722500359002e-82,1.6051960065111965e-74,1.6051960065113384e-74,1.2822236348727789e-27,5.9028615529213012e-29,8.0845756878085446e-75,8.0551836618292917e-75,8.4190694132194261e-76,3.3590686675215857e-83,7.268534028375154e-87,6.7602244305512167e-83,3.27421565205702e-90,3.3140161160348401e-90,1.6509468176038323e-90,1.7054327031883663e-90,3.3807853106549356e-83,3.3782806512423304e-83,7.268534028375154e-87,3.058358571385839e-29,2.1513837521060735e-97,2.2177398920868005e-97
2.9441791057404184e-13,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331946022460596,0.66999831719344549,2.7798501732075943e-22,0.0,1.1589162931959738e-18,4.0775468385724826e-39,9.8929978463646634e-46,0.0,1.4148071656555193e-52,4.9055238774544395e-52,0.0,1.682806554494456e-06,1.6828065538106219e-06,3.4196163469207144e-16,8.9239055504913639e-21,5.322240365197874e-19,2.4240518946717701e-21,1.5013245249836182e-22,8.1476034386209135e-23,7.9036593127025899e-33,1.7334517235919789e-39,8.8071139982445646e-40,8.7367270604533964e-40,6.3626387239622529e-50,8.5264318609903121e-57,8.5264318609913105e-57,4.3079270900783482e-57,2.0885844803972915e-67,1.9680883523592643e-72,9.9372684552592909e-75,4.0398568871684988e-82,4.0398568871684988e-82,4.0501700551294428e-82,7.8925143596908561e-90,9.0573193769401891e-96,9.0573195326364509e-96,4.0489860464442954e-82,2.0247770294714034e-82,2.0250639037097439e-82,1.9345622824947633e-74,1.9345622824949373e-74,1.3212967550767797e-27,6.2449823642218134e-29,9.7454622167062024e-75,9.709016666912385e-75,1.0273543481215488e-75,4.1594913849595035e-83,8.869602220689325e-87,8.3726781983753271e-83,4.110831133982541e-90,4.1622048086459837e-90,2.0691184771491396e-90,2.1436736278388203e-90,4.1871575531003939e-83,4.1839662450714791e-83,8.869602220689325e-87,3.238915320322335e-29,2.741826256518111e-97,2.8288220566708377e-97
2.9866355025924664e-13,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331941523469783,0.66999829469849126,2.8984550438749752e-22,0.0,1.1918836390471116e-18,4.1937874113614139e-39,1.046545915244941e-45,0.0,1.5611185322908812e-52,5.2713964714815101e-52,0.0,1.7053015086191211e-06,1.705301507906201e-06,3.5650614357499861e-16,9.0436924397374284e-21,5.4739699099497846e-19,2.5641315333193911e-21,1.5847617756110917e-22,8.6200475425143466e-23,8.5998035009472589e-33,1.9130361741706366e-39,9.7239157457213087e-40,9.6440123141597575e-40,7.2242311152997286e-50,9.8204720089624398e-57,9.820472008963608e-57,4.9631940705713704e-57,2.4744471474296931e-67,2.3596439325129797e-72,1.2090738214429623e-74,4.987433053478727e-82,4.987433053478727e-82,5.00052632997858e-82,9.8876384667012475e-90,1.151312259834175e-95,1.1513122799145615e-95,4.9990230670393134e-82,2.4998721235173096e-82,2.5002363474969677e-82,2.3251596236565468e-74,2.3251596236567589e-74,1.3610037515173123e-27,6.6012540238719794e-29,1.1715591967869638e-74,1.1670542344805279e-74,1.2499886193637037e-75,5.1345345168185351e-83,1.079172935419209e-86,1.0337325583868028e-82,5.1439561840657111e-90,5.2100179172808734e-90,2.5844939126765421e-90,2.6855552099507312e-90,5.1696549743441612e-83,5.1656032075564264e-83,1.079172935419209e-86,3.4272285965529334e-29,3.4819239814334658e-97,3.5955264985435399e-97
3.0290918994445144e-13,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331937038780274,0.66999827227504394,3.020232133634874e-22,0.0,1.225284015123602e-18,4.3115688646714023e-39,1.1061918190657882e-45,0.0,1.7200753283788411e-52,5.6588257294750648e-52,0.0,1.7277249561207853e-06,1.7277249553780037e-06,3.7143841258720045e-16,9.1630987696643301e-21,5.6277110324607339e-19,2.7100754542892623e-21,1.671423118958113e-22,9.1124309953697824e-23,9.3457676632822507e-33,2.1082025060229594e-39,1.0720843523001182e-39,1.0630303871318954e-39,8.1874201123921333e-50,1.1287838580940203e-56,1.1287838580941561e-56,5.7064916643484273e-57,2.9244221033712752e-67,2.8216296789428352e-72,1.4669113121996169e-74,6.1385594982781069e-82,6.1385594982781069e-82,6.1551249487112247e-82,1.2347011738676162e-89,1.4584517125188216e-95,1.4584517383226938e-95,6.153222933317128e-82,3.0770677117795608e-82,3.0775285459609855e-82,2.7872206622968268e-74,2.7872206622970845e-74,1.401347237060776e-27,6.9720194691594846e-29,1.4046745847215892e-74,1.3991231185423794e-74,1.5165512753253604e-75,6.3188723070076963e-83,1.3093120255667022e-86,1.2724204735868176e-82,6.4158006986546789e-90,6.5004380273114634e-90,3.2176914792116394e-90,3.3535247121683109e-90,6.3633015993699282e-83,6.3581751217822322e-83,1.3093120255667022e-86,3.6235070955229804e-29,4.4065545763634036e-97,4.5543287000527431e-97
3.0715482962965625e-13,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331932568533773,0.66999824992381118,3.1452129595575663e-22,0.0,1.2591158646743366e-18,4.4308862621750351e-39,1.1682995637088542e-45,0.0,1.8925581181784103e-52,6.0687546526967907e-52,0.0,1.7500761886621322e-06,1.7500761878887054e-06,3.867622777288968e-16,9.2821207662463414e-21,5.7834572963894011e-19,2.8620351184808177e-21,1.7613744149151132e-22,9.6252809965827465e-23,1.0144303208907876e-32,2.3200442849446227e-39,1.1803587136657075e-39,1.1701179057651167e-39,9.2624435778856504e-50,1.294872555148851e-56,1.2948725551490095e-56,6.5481186790216502e-57,3.447997774649699e-67,3.3654018358513904e-72,1.7748198552924873e-74,7.5330475858879314e-82,7.5330475858879314e-82,7.5539356533464689e-82,1.5369587031864037e-89,1.8413562966593202e-95,1.8413563297008684e-95,7.5515371874007891e-82,3.7763439316424324e-82,3.7769250457643686e-82,3.3325002413535865e-74,3.3325002413538983e-74,1.4423298506714623e-27,7.3576230215636167e-29,1.6798427550936944e-74,1.6730220270287677e-74,1.8348793772612337e-75,7.7534018906000208e-83,1.5841438540461507e-86,1.5615946718925891e-82,7.9768140784326794e-90,8.0848630146591876e-90,3.9932930329104892e-90,4.1744562583973646e-90,7.8094186716751798e-83,7.8029541851756837e-83,1.5841438540461507e-86,3.8279615854921041e-29,5.5580307698366992e-97,5.7495338989415295e-97
3.1140046931486105e-13,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331928112869663,0.66999822764549077,3.2734285357138776e-22,0.0,1.2933776159421787e-18,4.5517346193395837e-39,1.232931740648575e-45,0.0,2.0794939399342112e-52,6.5021536639569947e-52,0.0,1.7723545092263109e-06,1.7723545084214481e-06,4.0248151366200538e-16,9.4007547157195334e-21,5.9412022024583539e-19,3.0201632623727304e-21,1.8546812245173191e-22,1.0159129893445576e-22,1.0998268149274677e-32,2.5497137372372107e-39,1.2978148134299816e-39,1.2862517552110877e-39,1.0460397962551055e-49,1.4825333864085695e-56,1.4825333864087535e-56,7.4994035904734954e-57,4.0558981321009058e-67,4.0039405420974291e-72,2.1415923905638183e-74,9.2177486188926516e-82,9.2177486188926516e-82,9.2440012668689658e-82,1.9073524901393076e-89,2.317235292274396e-95,2.3172353344382761e-95,9.2409866420201257e-82,4.62121646997394e-82,4.6219468661693773e-82,3.974474478225937e-74,3.9744744782263156e-74,1.4839542569878542e-27,7.7584102705432531e-29,2.0038876998779711e-74,1.995531758458508e-74,2.2140634162063108e-75,9.4862439385056783e-83,1.9115169825496814e-86,1.910980529401602e-82,9.8871357627778853e-90,1.0024593035394748e-89,4.940528567558601e-90,5.1804402346254644e-90,9.5566396441165798e-83,9.548514537129619e-83,1.9115169825496814e-86,4.0408048734002044e-29,6.9875411689575932e-97,7.2348073823618328e-97
3.1564610900006585e-13,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331923671925079,0.66999820544076794,3.4049093709458884e-22,0.0,1.3280676824162787e-18,4.6741089042057566e-39,1.30015145269585e-45,0.0,2.2818579440968191e-52,6.9600210180584636e-52,0.0,1.7945592321669479e-06,1.7945592313298515e-06,4.1859983343943115e-16,9.5189969648488273e-21,6.1009391894702574e-19,3.1846138674826669e-21,1.9514087779387427e-22,1.0714515097973218e-22,1.1910629358981408e-32,2.7984239015073215e-39,1.4250851779644195e-39,1.4120512737848725e-39,1.1793295845050034e-49,1.6942036894988263e-56,1.6942036894990391e-56,8.5727902111975179e-57,4.7602219663790876e-67,4.7520529091795596e-72,2.5774062308422334e-74,1.1247669687717387e-81,1.1247669687717387e-81,1.1280559844314832e-81,2.3599565308797464e-89,2.9068795298236005e-95,2.9068795834484006e-95,1.1276782806700316e-81,5.6392974501433615e-82,5.640212561670629e-82,4.7285623344893511e-74,4.7285623344898074e-74,1.5262231458970146e-27,8.174727957765943e-29,2.3846198899452671e-74,2.3744120148801265e-74,2.664625103066084e-75,1.1573885897929835e-82,2.3005156772207501e-86,2.331997685967647e-82,1.2218273878193453e-89,1.2392552470339503e-89,6.0940659746020875e-90,6.4096988864816715e-90,1.1662070260900927e-82,1.1651890387921339e-82,2.3005156772207501e-86,4.2622517705816381e-29,8.7568429458302916e-97,9.0749751898962836e-97
3.1989174868527065e-13,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331919245834863,0.6699981833103168,3.5396854667917507e-22,0.0,1.3631844630854052e-18,4.7980040381697481e-39,1.3700223014401119e-45,0.0,2.5006750561919192e-52,7.4433832128096891e-52,0.0,1.816689683254687e-06,1.8166896823845512e-06,4.3512088825313803e-16,9.6368439211765896e-21,6.2626616353283745e-19,3.3555421297547102e-21,2.0516219430834336e-22,1.1291979003375701e-22,1.2884464832471829e-32,3.0674508189240691e-39,1.5628359278653247e-39,1.5481683273611748e-39,1.3274126340621098e-49,1.9325556749687289e-56,1.932555674968975e-56,9.7819290529399548e-57,5.5745954493386309e-67,5.626597891255312e-72,3.0940163647808122e-74,1.3687246334656119e-81,1.3687246334656119e-81,1.3728324718368598e-81,2.9114929988480901e-89,3.635340361613879e-95,3.6353404295928226e-95,1.3723607084123669e-81,6.862935233958188e-82,6.8640782296694716e-82,5.6123718403071505e-74,5.6123718403076988e-74,1.5691392321071901e-27,8.6069238618334451e-29,2.8309617518754948e-74,2.8185256875466616e-74,3.1987172127811127e-75,1.4082485580535636e-82,2.7616324547017237e-86,2.8380246830204529e-82,1.5055043655506549e-89,1.5275279630169252e-89,7.4949200724587624e-90,7.9076460057485986e-90,1.4192611869923578e-82,1.417989704303061e-82,2.7616324547017237e-86,4.4925190583382015e-29,1.0940245764119926e-96,1.1348138053209624e-96
3.2413738837047545e-13,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331914834731574,0.66999816125480016,3.6777863155639772e-22,0.0,1.3987263426922151e-18,4.9234148967683723e-39,1.4426083746659706e-45,0.0,2.7370216637620163e-52,7.9532954005863916e-52,0.0,1.8387451997202789e-06,1.8387451988162915e-06,4.5204826720092255e-16,9.7542920532528698e-21,6.4263628580610979e-19,3.5331044288851524e-21,2.1553851947919563e-22,1.1892068900202645e-22,1.3922965935505646e-32,3.3581357614892998e-39,1.7117680256236548e-39,1.695288488413195e-39,1.4916918468944531e-49,2.2005151911884955e-56,2.2005151911887803e-56,1.1141774665036524e-56,6.5143390178672908e-67,6.646734899214936e-72,3.7049723622943295e-74,1.6611791295952767e-81,1.6611791295952767e-81,1.6662941868307997e-81,3.5817829547027449e-89,4.5327250565663213e-95,4.5327251424684396e-95,1.6657067146460905e-81,8.3299428479871457e-82,8.3313661772695759e-82,6.6459732895033076e-74,6.645973289503969e-74,1.6127052547187673e-27,9.0553466835581482e-29,3.3530869591882282e-74,3.3379767909669046e-74,3.830347829797625e-75,1.7089354743278652e-82,3.3069616965858751e-86,3.4447002619451232e-82,1.8497801083227128e-89,1.877522101066554e-89,9.1914966867176368e-90,9.7281108164926407e-90,1.7226468050644247e-82,1.7210634856765521e-82,3.3069616965858751e-86,4.7318254533815179e-29,1.3626931727113041e-96,1.4148147413558359e-96
3.2838302805568025e-13,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733191043874546,0.66999813927486984,3.8192408985805063e-22,0.0,1.4346916919883771e-18,5.0503363104670236e-39,1.5179742337487816e-45,0.0,2.9920273267854644e-52,8.4908418004195669e-52,0.0,1.8607251302942365e-06,1.8607251293555779e-06,4.6938549707180605e-16,9.8713378908473232e-21,6.592036116850187e-19,3.7174582975972613e-21,2.2627625846801205e-22,1.251533689218511e-22,1.5029439650390157e-32,3.6718874978513187e-39,1.8726185482864906e-39,1.8541322367934654e-39,1.673680757219057e-49,2.5012816779899637e-56,2.501281677990291e-56,1.266868923859126e-56,7.59664967902167e-67,7.8341982504689228e-72,4.4258613546532041e-74,2.01091406142665e-81,2.01091406142665e-81,2.0172646092137437e-81,4.3942658411351903e-89,5.6351265190946682e-95,5.6351266273102498e-95,2.0165351949902191e-81,1.0084425768569506e-81,1.0086192986729455e-81,7.8522018983751905e-74,7.8522018983759822e-74,1.6569239767937085e-27,9.5203459318437216e-29,3.962574824510962e-74,3.9442633116362522e-74,4.5756315505556152e-75,2.0684644367933199e-82,3.9504165389325563e-86,4.1702657639210906e-82,2.2665011466532853e-89,2.3013371283539272e-89,1.1240789356675662e-89,1.1934748625927623e-89,2.085485676294884e-82,2.0835198262443125e-82,3.9504165389325563e-86,4.9803915731553473e-29,1.6923662207074908e-96,1.7587499109994086e-96
3.3262866774088505e-13,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331906058004474,0.66999811737116477,3.9640776845477443e-22,0.0,1.4710788679904808e-18,5.1787630654502491e-39,1.5961849010334723e-45,0.0,3.2668765109591935e-52,9.0571361105875275e-52,0.0,1.8826288352430655e-06,1.8826288342689086e-06,4.8713604214994769e-16,9.9879780251428947e-21,6.7596746130623969e-19,3.9087623908755393e-21,2.3738177116260788e-22,1.3162339811799777e-22,1.6207310813970761e-32,4.0101845961699698e-39,2.0461619850351957e-39,2.0254561820881825e-39,1.8750104874943232e-49,2.8383493640427779e-56,2.8383493640431537e-56,1.4380552775465566e-56,8.8407999002406433e-67,9.213599693081493e-72,5.2745797772430372e-74,2.4281520620621437e-81,2.4281520620621437e-81,2.4360139693394568e-81,5.3765970730576998e-89,6.9857076740057349e-95,6.9857078099204543e-95,2.4351109074391183e-81,1.2177720914886224e-81,1.2179908834878438e-81,9.2569926087855677e-74,9.2569926087865134e-74,1.7017981849235908e-27,1.0002271810222425e-28,4.6725811770870326e-74,4.6504463335263962e-74,5.4530704219649589e-75,2.4973255586231778e-82,4.7079714362726645e-86,5.035953533513972e-82,2.7696197185328902e-89,2.8132305050646274e-89,1.370974820764341e-89,1.460266351652224e-89,2.5183952529440283e-82,2.5159614325637062e-82,4.7079714362726645e-86,5.238439901048303e-29,2.0957929210617919e-96,2.1800707898328163e-96
3.3687430742608985e-13,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331901692634247,0.66999809554431355,4.1123246280947728e-22,0.0,1.5078862142366521e-18,5.3086899044146821e-39,1.6773058472008916e-45,0.0,3.5628103432139211e-52,9.6533219216886482e-52,0.0,1.9044556864021011e-06,1.904455685391613e-06,5.0530330403697748e-16,1.0104209108911437e-20,6.9292714912841977e-19,4.1071764551699259e-21,2.4886136929209924e-22,1.3833639135580627e-22,1.7460124347390879e-32,4.3745777635184699e-39,2.2332115595942344e-39,2.210054307365123e-39,2.097437027832379e-49,3.2155297644638266e-56,3.2155297644642581e-56,1.6296880129930924e-56,1.0268354315933691e-66,1.0812761397414216e-71,6.2716367939883936e-74,2.924766168218444e-81,2.924766168218444e-81,2.9344719819089198e-81,6.5613341354927775e-89,8.6359635915744389e-95,8.635963761777358e-95,2.933357049733902e-81,1.4669459911123267e-81,1.4672161134232926e-81,1.0889749914280838e-73,1.0889749914281964e-73,1.7473306887963937e-27,1.0501475104100327e-28,5.4980272136376152e-74,5.4713369037376398e-74,6.4838676336464646e-75,3.0077002630730023e-82,5.5979330057246489e-86,6.0664267296792834e-82,3.3755314025329032e-89,3.4299651715710356e-89,1.6676842675423051e-89,1.7820271346634625e-89,3.0337085670448936e-82,3.0307037765234016e-82,5.5979330057246489e-86,5.506194751507407e-29,2.5881616517849263e-96,2.6948234428210038e-96
3.4111994711129465e-13,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331897342758094,0.66999807379493292,4.2640091684577795e-22,0.0,1.5451120610437908e-18,5.4401115273641058e-39,1.7614029786259465e-45,0.0,3.8811283888136272e-52,1.0280573130170904e-51,0.0,1.9262050672049618e-06,1.9262050661573027e-06,5.2389062149263676e-16,1.0220027856671332e-20,7.1008198403592981e-19,4.3128612975802866e-21,2.6072131360975324e-22,1.4529800899202786e-22,1.8791547476644449e-32,4.7666922212855754e-39,2.4346205773737003e-39,2.4087592341240009e-39,2.3428488481211581e-49,3.6369755366637999e-56,3.6369755366642953e-56,1.8438945239782104e-56,1.1903405551900939e-66,1.2663081970758445e-71,7.440492569233071e-74,3.5145187212998811e-81,3.5145187212998811e-81,3.5264683216881875e-81,7.9867228151295282e-89,1.0647187480035449e-94,1.0647187692566848e-94,3.525095553818038e-81,1.7628770993654913e-81,1.7632096879310545e-81,1.2783755797341873e-73,1.2783755797343208e-73,1.7935243207621411e-27,1.1018307068760637e-28,6.4558079201615921e-74,6.4237022088047612e-74,7.6922772368598748e-75,3.6137056830054493e-82,6.6412419771423103e-86,7.2902764919331993e-82,4.103461102989659e-89,4.1712070677562393e-89,2.0233842112874164e-89,2.169143462110296e-89,3.6457228331547438e-82,3.6420232097942324e-82,6.6412419771423103e-86,5.7838822350628311e-29,3.1875244281776689e-96,3.3221045764711122e-96
