Time (s),Volume (m^3),n-heptane,Ar,He,Ne,N2,X(1),C2H4(2),C4H8-1(3),C4H8-2(4),C2H5X(5),H(6),C6H12-1(7),C6H12-2(8),C6H12-3(9),C6H12(10),C6H12(11),HX(80),C2H3X(137),C4H6(54),C4H7X(141),C2H2(37),C2H6(343),C4H5X(365),C4H5X(364),C6H8(494),C6H7X(498),C6H7X(517),C6H7X(518),C8H10(500),C8H9X(719),C8H9X(786),C8H9X(785),S(721),S(1141),S(1666),SX(2966),SX(2965),SX(2963),S(2906),SX(3918),SX(3916),SX(2962),SX(2964),SX(2960),SX(1086),SX(1144),C4H7X(140),C4H7X(143),SX(1143),SX(1145),S(1619),SX(6234),SX(6230),S(7289),SX(7451),SX(7445),SX(7444),SX(7450),SX(6229),SX(6228),SX(6227),C4H7X(142),SX(3917),SX(3915)
3.753777111113678e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331244356492324,0.66999480886351048,7.5765076909996995e-20,0.0,6.5861385666438059e-17,2.6382552854362073e-37,3.8199640341330382e-42,0.0,2.5248664304034443e-46,1.2919817462505388e-46,0.0,5.1911364880210635e-06,5.1911363029919162e-06,9.2521519512620665e-14,2.7608600753162864e-20,3.4474888246845425e-17,9.3208785252492604e-18,1.0642215473447953e-19,4.3937215194262765e-19,2.659162178425941e-27,5.2907644917909939e-33,5.3443344906635867e-33,3.5827844748194936e-33,2.224834853594902e-41,3.2656055000057545e-47,3.265605500010184e-47,2.6347989162746057e-47,7.1165280438232753e-56,2.8502781880484435e-60,2.5824326382222073e-61,1.5907760903081259e-67,1.5907760903081259e-67,1.8143404122188089e-67,5.8953969197058115e-74,1.0970566509800495e-78,1.0970569496015658e-78,1.7858635865786466e-67,8.9971813122968783e-68,9.0665752782690641e-68,8.0513061245626207e-62,8.0513061245720186e-62,4.2198005339319341e-25,8.6325408469715851e-26,5.7306011724523912e-62,4.7400638117261844e-62,2.6698216897055318e-62,1.3671014520383089e-68,2.3052853252280236e-73,3.751420924044315e-68,9.3727505463329968e-75,1.1924843166207114e-74,2.2846910794791926e-75,1.5809955216314553e-74,1.8740501723790734e-68,1.7991082510919687e-68,2.3052853252280239e-73,1.674938655844082e-25,1.1933979866100042e-80,2.9758438436185831e-80
3.767689153101478e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331244344196542,0.66999480880203099,7.6131059314997255e-20,0.0,6.6114493591485262e-17,2.6499010929397761e-37,3.8523277366501231e-42,0.0,2.5611452044993751e-46,1.3132470172330425e-46,0.0,5.1911979674354845e-06,5.1911977815127622e-06,9.2968353117429967e-14,2.7608928222704508e-20,3.4627242344779992e-17,9.3998441271957829e-18,1.0697081902955516e-19,4.4348350520987638e-19,2.6959712012208836e-27,5.3748507322895426e-33,5.4418568393049961e-33,3.6427220509583895e-33,2.2752342038971107e-41,3.3482140742005083e-47,3.3482140742050604e-47,2.7059929701319391e-47,7.3400045235585522e-56,2.9420987603350313e-60,2.6771075730112027e-61,1.6552696987477906e-67,1.6552696987477906e-67,1.8889023826370441e-67,6.1637554914560417e-74,1.1518384410981239e-78,1.1518387559474863e-78,1.8591303802105463e-67,9.3665995528350175e-68,9.4391516394319838e-68,8.3285184456382792e-62,8.3285184456480346e-62,4.2548406927955783e-25,8.6809715501714943e-26,5.9355496604256206e-62,4.9059437099837097e-62,2.7677004075096052e-62,1.4216027735850526e-68,2.3897998333070074e-73,3.9055891595583693e-68,9.7693894750186892e-75,1.243369930901327e-74,2.3797989695141846e-75,1.6528709098426606e-74,1.9510584685539043e-68,1.8727160636970541e-68,2.3897998333070067e-73,1.6902223229445433e-25,1.2494728618695367e-80,3.1226605441486594e-80
3.781601195089278e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331244332285082,0.66999480874247341,7.6497050239146511e-20,0.0,6.6367300295441351e-17,2.6615469157855889e-37,3.8848158809890209e-42,0.0,2.597766813445077e-46,1.3347706987017588e-46,0.0,5.1912575251689328e-06,5.1912573383526154e-06,9.3415197116007128e-14,2.7609245456282658e-20,3.4779598218681633e-17,9.4791133587366403e-18,1.0751954541781902e-19,4.4761466647909624e-19,2.7331243139233793e-27,5.4598702395276688e-33,5.5407261218957297e-33,3.7033788164713251e-33,2.3265518389710925e-41,3.4325316368572748e-47,3.4325316368619552e-47,2.7787962747233679e-47,7.5695090893319767e-56,3.0364621193799589e-60,2.7748256966093257e-61,1.7220834214992935e-67,1.7220834214992935e-67,1.9661918801775922e-67,6.4431183203652683e-74,1.2091084682672503e-78,1.2091088001530416e-78,1.9350716657147117e-67,9.7495164352543887e-68,9.8253560594390074e-68,8.6140148090242225e-62,8.6140148090343407e-62,4.2900265732901974e-25,8.7294133027199437e-26,6.1469201278662673e-62,5.0768808983810823e-62,2.8687252951080348e-62,1.4780253275178053e-68,2.4770309416045225e-73,4.0653969793561383e-68,1.0180986914824849e-74,1.2961918780573717e-74,2.4784324281108194e-75,1.7276890529537666e-74,2.030883439449889e-68,1.9490017032256455e-68,2.4770309416045228e-73,1.7055742907945668e-25,1.3079243463996747e-80,3.2760511230272356e-80
3.795513237077078e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331244320745957,0.66999480868477734,7.6863049415635863e-20,0.0,6.6619806041164836e-17,2.6731927497201504e-37,3.9174283104731897e-42,0.0,2.6347326922320355e-46,1.3565547798158858e-46,0.0,5.1913152212673937e-06,5.1913150335574616e-06,9.3862051182960087e-14,2.7609552773736186e-20,3.4931955813037286e-17,9.5586858376236852e-18,1.0806833230279953e-19,4.517656362017378e-19,2.7706231626491363e-27,5.5458286615690777e-33,5.640954900991579e-33,3.7647598248783542e-33,2.37880040828517e-41,3.5185855462403134e-47,3.518585546245124e-47,2.8532380865881299e-47,7.8051776991541298e-56,3.1334271933538802e-60,2.8756710976085546e-61,1.7912901127843897e-67,1.7912901127843897e-67,2.0462963843631358e-67,6.7338870644911208e-74,1.268968542036514e-78,1.2689688918039642e-78,2.013772990695467e-67,1.0146364288919704e-67,1.0225625586338066e-67,8.9080049477490846e-62,8.9080049477595793e-62,4.3253581215848898e-25,8.7778658522632433e-26,6.3648854271919156e-62,5.2530067117573415e-62,2.972983286636725e-62,1.536427945390275e-68,2.5670537146039275e-73,4.2310252610786717e-68,1.0608038083409268e-74,1.3510148874049317e-74,2.5807060787692631e-75,1.8055571561970174e-74,2.1136154098549218e-68,2.0280504544588407e-68,2.5670537146039275e-73,1.720994510891016e-25,1.368842223111901e-80,3.4362799626149232e-80
3.809425279064878e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331244309567515,0.66999480862888461,7.7229056585987832e-20,0.0,6.6872011094414786e-17,2.6848385906229173e-37,3.9501648687883315e-42,0.0,2.6720442726879621e-46,1.3786012555250433e-46,0.0,5.1913711139019161e-06,5.1913709252983481e-06,9.4308915003057237e-14,2.7609850484917015e-20,3.5084315074068469e-17,9.6385611824917363e-18,1.0861717812731084e-19,4.5593641481505026e-19,2.8084693936602156e-27,5.6327316488063206e-33,5.7425557991064765e-33,3.8268701370331715e-33,2.4319926790179301e-41,3.6064034673816477e-47,3.6064034673865916e-47,2.9293480643856291e-47,8.0471487770246572e-56,3.2330540097183388e-60,2.9797298089952433e-61,1.8629645804838032e-67,1.8629645804838032e-67,2.129305786593799e-67,7.0364762357820193e-74,1.3315241799050866e-78,1.3315245484375679e-78,2.0953222529758361e-67,1.0557587340617139e-67,1.0640409316378559e-67,9.2107029404411421e-62,9.2107029404520288e-62,4.3608352837904798e-25,8.8263289518883411e-26,6.5896223008879044e-62,5.4344552992873291e-62,3.0805633264239488e-62,1.5968709865637378e-68,2.6599449525193506e-73,4.4026598693071184e-68,1.1051052309613823e-74,1.4079055522977562e-74,2.6867377494105483e-75,1.8865858471914623e-74,2.1993471943713435e-68,2.109949931856978e-68,2.6599449525193506e-73,1.7364829347056631e-25,1.4323192530493514e-80,3.603620871940293e-80
3.823337321052678e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331244298738505,0.66999480857473914,7.7595071499796533e-20,0.0,6.7123915723743264e-17,2.6964844345021384e-37,3.9830253999780542e-42,0.0,2.7097029834873348e-46,1.4009121265486404e-46,0.0,5.1914252594270751e-06,5.1914250699298535e-06,9.4755788270910454e-14,2.7610138890001554e-20,3.5236675949677172e-17,9.7187390128480435e-18,1.091660813725476e-19,4.6012700274252643e-19,2.8466646533625561e-27,5.7205848539201443e-33,5.8455414987177755e-33,3.8897148210513267e-33,2.4861415366202594e-41,3.6960133739824516e-47,3.6960133739875326e-47,3.0071562726289673e-47,8.2955632467552044e-56,3.3354037107512202e-60,3.0870898443412419e-61,1.937183629524485e-67,1.937183629524485e-67,2.2153124457938369e-67,7.3513135536834194e-74,1.3968847257243153e-78,1.3968851139448936e-78,2.1798097545541066e-67,1.0983641988340587e-67,1.1070168671937138e-67,9.5223272811384905e-62,9.5223272811497815e-62,4.3964580059619293e-25,8.8748023600146829e-26,6.8213114519109697e-62,5.6213636718865298e-62,3.1915564064061689e-62,1.6594163707172458e-68,2.7557832236029992e-73,4.5804917706211993e-68,1.151055337039943e-74,1.4669323751528272e-74,2.7966485473595632e-75,1.9708892697865857e-74,2.2881741548444704e-68,2.1947901326246252e-68,2.7557832236029995e-73,1.7520395136870423e-25,1.498451260437687e-80,3.7783573797377049e-80
3.837249363040478e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331244288247986,0.66999480852228599,7.7961093914476019e-20,0.0,6.7375520200391072e-17,2.7081302774908403e-37,4.0160097484396076e-42,0.0,2.7477102501619376e-46,1.4234893993552985e-46,0.0,5.1914777124376202e-06,5.191477522046728e-06,9.5202670690668334e-14,2.7610418279792346e-20,3.5389038389393365e-17,9.7992189490619072e-18,1.0971504055719814e-19,4.6433740039433114e-19,2.8852105883035251e-27,5.8093939318395944e-33,5.9499247422714509e-33,3.9532989522391263e-33,2.5412599853773711e-41,3.7874435503155969e-47,3.7874435503208174e-47,3.0866931854362491e-47,8.5505645661057461e-56,3.4405385692205962e-60,3.1978412345049922e-61,2.0140261060286708e-67,2.0140261060286708e-67,2.3044112450917718e-67,7.6788403068842376e-74,1.4651634713498577e-78,1.4651638802228982e-78,2.2673282565551132e-67,1.1424997080142996e-67,1.1515377684603646e-67,9.8431009498882945e-62,9.8431009498999947e-62,4.4322262341006662e-25,8.9232858402879695e-26,7.0601376150564069e-62,5.8138717501929245e-62,3.30605560407109e-62,1.7241276108950998e-68,2.8546488969076967e-73,4.7647171507945098e-68,1.198707983426657e-74,1.5281658133537269e-74,2.9105629357407771e-75,2.0585851800565466e-74,2.3801942588572279e-68,2.2826634907425118e-68,2.8546488969076967e-73,1.7676641992622399e-25,1.5673372197720139e-80,3.9607830352511022e-80
3.851161405028278e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331244278085393,0.66999480847147264,7.8327123595016289e-20,0.0,6.7626824798187138e-17,2.7197761158429256e-37,4.0491177589197133e-42,0.0,2.7860674951114065e-46,1.4463350861423193e-46,0.0,5.1915285258233594e-06,5.1915283345387789e-06,9.5649561975718512e-14,2.7610688936010449e-20,3.5541402344324143e-17,9.8800006123544901e-18,1.1026405423657635e-19,4.6856760816771796e-19,2.9241088451695009e-27,5.8991645397028777e-33,6.0557183321872004e-33,4.0176276130232294e-33,2.5973611489708773e-41,3.8807225931293216e-47,3.8807225931346846e-47,3.1679896902996754e-47,8.8122987612358372e-56,3.5485220042076583e-60,3.3120760648474622e-61,2.0935729422345184e-67,2.0935729422345184e-67,2.3966996495485012e-67,8.0195117233543281e-74,1.5364777816185083e-78,1.536478212151342e-78,2.3579730351900812e-67,1.1882134198123601e-67,1.1976523283499688e-67,1.0173251484140108e-61,1.0173251484152238e-61,4.4681399141568321e-25,8.9717791614758049e-26,7.3062896292976616e-62,6.0121224131300324e-62,3.4241561209329771e-62,1.7910698470978495e-68,2.956624175509023e-73,4.9555375341566688e-68,1.2481185411256036e-74,1.5916783260448141e-74,3.0286088113068193e-75,2.149795044484626e-74,2.4755081393058322e-68,2.3736649319795899e-68,2.956624175509023e-73,1.7833569428386356e-25,1.6390793449791709e-80,4.1512017169737548e-80
3.865073447016078e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331244268240484,0.66999480842224779,7.8693160313747182e-20,0.0,6.787782979345085e-17,2.7314219459294e-37,4.0823492765104452e-42,0.0,2.824776137613776e-46,1.4694512048152081e-46,0.0,5.1915777508223406e-06,5.1915775586440522e-06,9.6096461848399698e-14,2.7610951131578746e-20,3.5693767767104475e-17,9.9610836247888308e-18,1.1081312100177133e-19,4.7281762644743281e-19,2.9633610707834796e-27,5.9899023368189452e-33,6.1629351308634646e-33,4.0827058928808991e-33,2.6544582710408607e-41,3.9758794135520243e-47,3.9758794135575346e-47,3.251077091872429e-47,9.0809144614721955e-56,3.6594185970794818e-60,3.42988851296781e-61,2.1759072021981672e-67,2.1759072021981672e-67,2.4922777649480565e-67,8.3737973488258981e-74,1.6109492227257615e-78,1.6109496759704087e-78,2.451841938738949e-67,1.2355547947622469e-67,1.24541055889031e-67,1.0513011050938257e-61,1.051301105095083e-61,4.5041989920314871e-25,9.0202820973651618e-26,7.5599605111072755e-62,6.2162615470553784e-62,3.5459553215452873e-62,1.8603098804231285e-68,3.0617931301914079e-73,5.1531599051526718e-68,1.2993439309625591e-74,1.6575444218293249e-74,3.1509175837203225e-75,2.2446441403779964e-74,2.5742191550716763e-68,2.4678919298985018e-68,3.0617931301914085e-73,1.7991176958055871e-25,1.713783180695261e-80,4.3499279494969086e-80
3.878985489003878e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331244258703336,0.6699948083745616,7.9059203850109191e-20,0.0,6.8128535464897871e-17,2.743067764234716e-37,4.1157041466452053e-42,0.0,2.863837593836014e-46,1.4928397789672457e-46,0.0,5.1916254370723648e-06,5.1916252440003567e-06,9.6543370039722388e-14,2.7611205130896274e-20,3.5846134611849495e-17,1.004246760926001e-17,1.1136223947881514e-19,4.7708745560610384e-19,3.0029689121027187e-27,6.0816129846298089e-33,6.271588060682366e-33,4.1485388882709232e-33,2.7125647157479626e-41,4.0729432389981513e-47,4.0729432390038108e-47,3.3359871157733279e-47,9.3565629343942156e-56,3.7732941076123486e-60,3.5513748869636773e-61,2.2611141282871521e-67,2.2611141282871521e-67,2.5912483976658071e-67,8.7421814338739865e-74,1.688703694081532e-78,1.6887041711364865e-78,2.5490354455692704e-67,1.2845746251694418e-67,1.2948638211252208e-67,1.0862616519918228e-61,1.0862616519931259e-61,4.5404034135787222e-25,9.0687944266616835e-26,7.8213475287682042e-62,6.426438095498611e-62,3.6715527730556836e-62,1.9319162077626675e-68,3.1702417336025443e-73,5.3577968321300352e-68,1.3524426599299063e-74,1.7258407073846752e-74,3.2776242563095333e-75,2.3432616585535306e-74,2.6764334528046559e-68,2.565444562867896e-68,3.1702417336025437e-73,1.814946409536064e-25,1.7915576956989069e-80,4.5572872286431942e-80
3.892897530991678e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331244249464304,0.66999480832836589,7.9425253990431787e-20,0.0,6.8378942093548805e-17,2.7547135673532284e-37,4.1491822150947628e-42,0.0,2.903253276844554e-46,1.5165028378591116e-46,0.0,5.1916716326609205e-06,5.1916714386951732e-06,9.6990286289098233e-14,2.7611451190104227e-20,3.5998502834108291e-17,1.0124152189485529e-17,1.1191140832786767e-19,4.8137709600462018e-19,3.0429340162164016e-27,6.1743021466735459e-33,6.3816901040145507e-33,4.2151317025652039e-33,2.7716939683354896e-41,4.1719436150751673e-47,4.171943615080978e-47,3.4227519124092899e-47,9.6393981212387548e-56,3.8902154902663506e-60,3.6766336642210527e-61,2.3492811884751694e-67,2.3492811884751694e-67,2.6937171156290599e-67,9.1251633297532751e-74,1.7698715637228869e-78,1.7698720657349671e-78,2.6496567232058867e-67,1.3353250650935169e-67,1.346064855560439e-67,1.1222309537112141e-61,1.1222309537125637e-61,4.5767531246077242e-25,9.1173159328907703e-26,8.0906522776845401e-62,6.6428041094935268e-62,3.8010502853085474e-62,2.0059590570618721e-68,3.2820578948805484e-73,5.5696665933846524e-68,1.4074748582185386e-74,1.7966459370083462e-74,3.4088675083184541e-75,2.4457808083358557e-74,2.7822600298333506e-68,2.6664255720950832e-68,3.2820578948805484e-73,1.8308430353882289e-25,1.87251537854128e-80,4.773616355063721e-80
3.920721614967278e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331244231843665,0.6699948082402617,8.0157373261455973e-20,0.0,6.8878859357550488e-17,2.7780051149365593e-37,4.2165073316851293e-42,0.0,2.9831529600467167e-46,1.564660555120266e-46,0.0,5.1917597367367472e-06,5.19175954098348e-06,9.7884141960119592e-14,2.7611920472983759e-20,3.6303243240269509e-17,1.0288421636125434e-17,1.1300989194855833e-19,4.900158119082087e-19,3.1239426018297269e-27,6.362638677877113e-33,6.6062937606722435e-33,4.3506172355155009e-33,2.8930754469111127e-41,4.3758738039688201e-47,4.3758738039749473e-47,3.6019765725603334e-47,1.0227257985451942e-55,4.1334697623103081e-60,3.9388734224090644e-61,2.534857002692507e-67,2.534857002692507e-67,2.9095852632447335e-67,9.9369959239142032e-74,1.9429921609689527e-78,1.9429927165386846e-78,2.8616090715109262e-67,1.4422333836483221e-67,1.4539282883919919e-67,1.1972949132938594e-61,1.1972949132953082e-61,4.6498881981349876e-25,9.214385633770675e-26,8.6538434481109344e-62,7.0947285835588958e-62,4.0721641908564072e-62,2.1616441056483528e-68,3.5161544224144817e-73,6.0160070600918413e-68,1.5235885284517738e-74,1.9461092901656982e-74,3.6855373553103684e-75,2.6630775853769031e-74,3.0052006530049089e-68,2.8790973565483698e-68,3.5161544224144817e-73,1.8628398288252926e-25,2.0444483963003839e-80,5.2345899620291374e-80
3.9457632905453186e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331244216914236,0.66999480816561385,8.0816301180976811e-20,0.0,6.9327765032123617e-17,2.798967423788452e-37,4.2775197343970805e-42,0.0,3.056288243310441e-46,1.6089617113276424e-46,0.0,5.1918343846912375e-06,5.1918341873291515e-06,9.8688637171284036e-14,2.7612318081864959e-20,3.6577513898786506e-17,1.0437288417222866e-17,1.1399868670910634e-19,4.9785841405450841e-19,3.1980886938577015e-27,6.5355449328986e-33,6.8135244874175032e-33,4.4752041320106813e-33,3.0059545635128473e-41,4.5663369609676666e-47,4.566336960974089e-47,3.7699534558086819e-47,1.0782510775482175e-55,4.363512221707191e-60,4.188824566782822e-61,2.71292366061189e-67,2.71292366061189e-67,3.1169478666506498e-67,1.0722902961389485e-73,2.1118788676941263e-78,2.1118794759128796e-78,3.0651813477279061e-67,1.5449217374870261e-67,1.5575412042337118e-67,1.2685548828144757e-61,1.2685548828160181e-61,4.716206109844708e-25,9.3017776732850383e-26,9.1899078645822534e-62,7.5242193972928866e-62,4.3305736381255091e-62,2.3108348035737926e-68,3.7392811503453731e-73,6.444761040118421e-68,1.6353411071137498e-74,2.0900427383400307e-74,3.9515248087136518e-75,2.8734107483011342e-74,3.2193553276160242e-68,3.0833143417675909e-68,3.7392811503453737e-73,1.89186871415001e-25,2.2112786096990197e-80,5.6837656346224156e-80
3.970804966123359e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331244202814364,0.6699948080951138,8.1475247467170585e-20,0.0,6.9775706274788629e-17,2.8199296351420105e-37,4.338928916092582e-42,0.0,3.1305930567699449e-46,1.6541840140421874e-46,0.0,5.1919048848560434e-06,5.1919046858850945e-06,9.9493154795004365e-14,2.7612693597261871e-20,3.6851788390098151e-17,1.0587123313226221e-17,1.1498762531507524e-19,5.0576520973147435e-19,3.2734179386600263e-27,6.7117097454156322e-33,7.0256549860802847e-33,4.602332518268081e-33,3.1223628937448222e-41,4.7635487803605689e-47,4.7635487803673004e-47,3.9444596290183428e-47,1.1363568626353493e-55,4.6045209397562646e-60,4.4526331834751111e-61,2.902048353956036e-67,2.902048353956036e-67,3.3374189627024355e-67,1.1564606795771743e-73,2.2940718221936334e-78,2.2940724876203159e-78,3.2815934487515172e-67,1.6540938936554075e-67,1.6677035105018217e-67,1.3434816545758269e-61,1.3434816545774693e-61,4.7829939148520052e-25,9.3891962896528584e-26,9.7549668963080524e-62,7.9762762581388878e-62,4.60330949221426e-62,2.46909498770897e-68,3.9747782014324531e-73,6.9006188675490815e-68,1.7543715270095339e-74,2.2434335538458678e-74,4.234544554155933e-75,3.0986521514155644e-74,3.4470461049410686e-68,3.3003651640198633e-68,3.9747782014324607e-73,1.9211168777517695e-25,2.3903431809136306e-80,6.1677953894900321e-80
3.995846641701399e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331244189497972,0.66999480802853084,8.2134211096187334e-20,0.0,7.0222684796813486e-17,2.840891732681157e-37,4.4007339890102299e-42,0.0,3.206075530700806e-46,1.7003395001688553e-46,0.0,5.1919714676552346e-06,5.1919712670753805e-06,1.0029769358260246e-13,2.7613048246543932e-20,3.7126066501227865e-17,1.0737924158187049e-17,1.1597670108524616e-19,5.1373620066508853e-19,3.3499399465344383e-27,6.8911662163435763e-33,7.2427631395438365e-33,4.7320323983382371e-33,3.2423835357938444e-41,4.9676933292052046e-47,4.967693329212256e-47,4.1256984633372928e-47,1.1971430783106951e-55,4.8569317937365372e-60,4.7309573412701174e-61,3.1028282058867375e-67,3.1028282058867375e-67,3.5717225245167807e-67,1.2465621176618384e-73,2.4905121296837212e-78,2.4905128572350601e-78,3.511552465754054e-67,1.7701074075202395e-67,1.7847768879634092e-67,1.4222344300370095e-61,1.4222344300387569e-61,4.8502512957417349e-25,9.4766403822649184e-26,1.035036300915621e-61,8.4519051449587046e-62,4.8910520908455985e-62,2.636901678303921e-68,4.2232330229278085e-73,7.3850774709104603e-68,1.8810943005652665e-74,2.4068255688714356e-74,4.5355496901783711e-75,3.3397386961997226e-74,3.6890204510211162e-68,3.5309533281432659e-68,4.2232330229278085e-73,1.9505840356076599e-25,2.5824388573207655e-80,6.6890994393122039e-80
4.0208883172794396e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331244176921521,0.6699948079656477,8.2793191101041321e-20,0.0,7.0668702327344858e-17,2.8618537009967659e-37,4.4629340686392959e-42,0.0,3.2827437636644414e-46,1.7474402644983792e-46,0.0,5.192034350715891e-06,5.1920341485270927e-06,1.011022523547476e-13,2.7613383188916289e-20,3.7400348031032405e-17,1.0889688794081894e-17,1.1696590763739079e-19,5.2177138848445744e-19,3.4276643289877177e-27,7.0739474658804095e-33,7.4649274607851224e-33,4.8643338436072444e-33,3.3661009037745788e-41,5.1789581673202254e-47,5.1789581673276133e-47,4.3138781003234705e-47,1.2607127495286423e-55,5.1211945541453332e-60,5.0244811660027189e-61,3.3158877668618084e-67,3.3158877668618084e-67,3.820616776029994e-67,1.3429653187581044e-73,2.7021999405399758e-78,2.7022007355157354e-78,3.7557988145352326e-67,1.8933367164143091e-67,1.9091401259719067e-67,1.5049780422906984e-61,1.5049780422925569e-61,4.9179779347712749e-25,9.5641088938113199e-26,1.0977490460058624e-61,8.9521488850911195e-62,5.194508710559544e-62,2.8147530837758901e-68,4.4852563228169099e-73,7.8997045977623014e-68,2.0159441848348675e-74,2.5807894528186152e-74,4.8555390099926246e-75,3.5976586990495298e-74,3.9460611864048779e-68,3.7758152932065555e-68,4.4852563228169061e-73,1.9802699036498318e-25,2.7884077779537668e-80,7.2502464432295016e-80
4.04592999285748e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.273312441650439,0.66999480790625887,8.3452186568451693e-20,0.0,7.1113760612125419e-17,2.8828155255362341e-37,4.5255282736567514e-42,0.0,3.3606058227032839e-46,1.7954984593306567e-46,0.0,5.1920937395790869e-06,5.1920935357813072e-06,1.0190682999760378e-13,2.7613699519207175e-20,3.7674632789543853e-17,1.1042415070658933e-17,1.1795523887558374e-19,5.2987077472719906e-19,3.5066006986965457e-27,7.2600866329157592e-33,7.6922270929528638e-33,4.9992669916106074e-33,3.4936007383529555e-41,5.3975343834873307e-47,5.3975343834950637e-47,4.5092115271853184e-47,1.3271720741299125e-55,5.3977732184646893e-60,5.3339156675208842e-61,3.5418800528597886e-67,3.5418800528597886e-67,4.0848955421844201e-67,1.4460612351057344e-73,2.93019768384169e-78,2.9301985519514567e-78,4.015107542258571e-67,2.0241738032882198e-67,2.0411897967681592e-67,1.5918831096557441e-61,1.5918831096577197e-61,4.986173513900061e-25,9.6516008086943093e-26,1.1637796897210782e-61,9.4780882096570359e-62,5.5144144216598532e-62,3.0031693678566065e-68,4.7614828080364219e-73,8.4461416064254669e-68,2.1593770062749902e-74,2.7659238180413239e-74,5.1955588272301666e-75,3.8734543041418148e-74,4.2189878794190288e-68,4.0357217538872362e-68,4.7614828080364275e-73,2.0101741977881225e-25,3.0091396897263625e-80,7.8539614073174798e-80
4.07097166843552e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331244153826306,0.66999480785017029,8.4111196635860426e-20,0.0,7.1557861412286476e-17,2.9037771925558781e-37,4.5885157258665098e-42,0.0,3.4396697435347546e-46,1.8445262940998108e-46,0.0,5.1921498283709959e-06,5.1921496229642026e-06,1.0271142545919294e-13,2.7613998271442995e-20,3.7948920597348579e-17,1.1196100845290004e-17,1.1894468897801769e-19,5.3803436084452605e-19,3.5867586694693074e-27,7.4496168744595556e-33,7.924741809442994e-33,5.1368620448677269e-33,3.62497011736998e-41,5.6236166316845774e-47,5.6236166316926712e-47,4.7119166526364418e-47,1.396630496433473e-55,5.6871463504114727e-60,5.6599995867501003e-61,3.7814876150223456e-67,3.7814876150223456e-67,4.3653896424862637e-67,1.5562620096205076e-73,3.1756334551205372e-78,3.1756344025121739e-78,4.2902896758342064e-67,2.1630288815925138e-67,2.1813409514355772e-67,1.6831261922426229e-61,1.6831261922447218e-61,5.0548377148175209e-25,9.7391151514941867e-26,1.2332784998102703e-61,1.0030842830903772e-61,5.8515329639429837e-62,3.2026934385386225e-68,5.0525719406368338e-73,9.026106347387345e-68,2.3118705129368902e-74,2.9628563627967702e-74,5.5567048611439926e-75,4.1682239921304466e-74,4.5086582841736293e-68,4.3114789621815098e-68,5.0525719406368338e-73,2.0402966339314271e-25,3.2455742554960849e-80,8.503133947988614e-80
