Time (s),Volume (m^3),n-heptane,Ar,He,Ne,N2,X(1),C2H4(2),C4H8-1(3),C4H8-2(4),C2H5X(5),H(6),C6H12-1(7),C6H12-2(8),C6H12-3(9),C6H12(10),C6H12(11),HX(80),C2H3X(137),H2(190),C4H7X(141),C4H7X(140),C2H6(343),C4H6(54),C4H7(69),C4H7(68),C4H7X(145),C4H5X(398),C4H7X(142),C4H7X(143),C4H6a(397),C6H10(402),C4H7X(146)
0.0009066508182179448,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582615253,0.66999999999339244,2.5611541515149765e-14,2.6194929447231819e-18,2.7782092552867715e-16,8.521371289770484e-26,4.6750517160456624e-30,5.4873276755084476e-34,2.3228339553498356e-37,4.9231029808158967e-30,4.8263271784028589e-37,5.0269971626695323e-12,6.5346537136887377e-12,7.316645783753587e-13,1.6117328037648154e-17,4.2057798116700609e-18,2.2075812596695126e-14,4.0792617383591823e-17,2.7012198686016269e-22,3.5246481552459887e-23,1.431112976530577e-19,2.1024812238329055e-23,2.4606766499235472e-24,4.3022088150512331e-26,6.6485383568788628e-24,5.4768963959695555e-24,6.6406589625030771e-26
0.0009999999999999998,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733228258261341,0.66999999999330762,2.8435457363649012e-14,2.9499267213613289e-18,2.778206382306073e-16,8.4223216569090926e-26,5.2134923990245868e-30,6.2251369295228475e-34,2.8634255565193052e-37,5.5281914877021504e-30,5.5174893203376588e-37,4.9685650123180704e-12,6.6115038762618762e-12,7.9716314110097732e-13,1.6401166841505331e-17,4.3301730800024277e-18,2.4223417241546079e-14,4.5596255768322067e-17,2.7487906054609987e-22,3.6289021835025157e-23,1.4911231261287854e-19,2.3777253669208085e-23,2.6405924287760418e-24,4.8327533648515715e-26,7.9074531953914994e-24,6.7251560529786919e-24,7.0038751006851182e-26
0.0010123086944418005,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733228258261316,0.66999999999329662,2.8810266064564745e-14,2.994220164249055e-18,2.7782061461865378e-16,8.4095265818042086e-26,5.2851891848446054e-30,6.324689043837215e-34,2.9394223631643337e-37,5.6092930024747647e-30,5.6113883239819114e-37,4.9610168394103308e-12,6.6215634597715467e-12,8.0568637250395393e-13,1.6438400628492488e-17,4.3466060696498765e-18,2.4504733063765504e-14,4.6238025850319165e-17,2.7550309028214762e-22,3.6426747008107207e-23,1.4991215308416154e-19,2.4148636524593445e-23,2.664651269372784e-24,4.9039057086749304e-26,8.079647520317814e-24,6.9001592487872379e-24,7.0526774453365392e-26
0.001117966570665656,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582610934,0.66999999999320214,3.2050947216040735e-14,3.3814105893672954e-18,2.7782065280219982e-16,8.3021264937121472e-26,5.9072984494772469e-30,7.2012659240076711e-34,3.6380097778795801e-37,6.3181214769510377e-30,6.4444774949074898e-37,4.897658520890954e-12,6.7072230670653256e-12,8.7780368587394241e-13,1.6756192660853338e-17,4.4879452211925243e-18,2.6902204807934582e-14,5.18272130929326e-17,2.8082921262483675e-22,3.7611314605216309e-23,1.5683707146328152e-19,2.7418093473216632e-23,2.8743684654367386e-24,5.5261001673202011e-26,9.6146689787507591e-24,8.5039271927780776e-24,7.4775715975338019e-26
0.0012236244468895115,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582608569,0.66999999999310866,3.5332986080325022e-14,3.7811236866303014e-18,2.7782082296405965e-16,8.1988987377917947e-26,6.5412584724716149e-30,8.1177408186419557e-34,4.421339204422129e-37,7.049668878166248e-30,7.3270336260710658e-37,4.8367615774160316e-12,6.7916711628536615e-12,9.4811490945375704e-13,1.7070764305551623e-17,4.6297584809440048e-18,2.9269465244851538e-14,5.7559962163247987e-17,2.8610136150917181e-22,3.8799858713779578e-23,1.6387060474641045e-19,3.0834522725056514e-23,3.0897788419759627e-24,6.1686913104799967e-26,1.1247521747457516e-23,1.0292900248093114e-23,7.9145011992040481e-26
0.001329282323113367,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582606104,0.6699999999930164,3.865580194566277e-14,4.1933984126692116e-18,2.7782069099210285e-16,8.0995902357664146e-26,7.1869497315298022e-30,9.0747389217698016e-34,5.2921364091931607e-37,7.8040082823825545e-30,8.2604451634330336e-37,4.7781767105172706e-12,6.8749426956524951e-12,1.0167110059476215e-12,1.7382168538059935e-17,4.7720062292128004e-18,3.1607675154472268e-14,6.3436040636326735e-17,2.913204260808092e-22,3.9992047538175126e-23,1.7101429468805755e-19,3.4399157627894643e-23,3.3108301763202303e-24,6.8315659767012552e-26,1.2972941618590104e-23,1.2271771950315219e-23,8.3645053435123696e-26
0.0014349401993372225,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582603534,0.66999999999292525,4.2018831414253192e-14,4.6182656522727977e-18,2.778205888316112e-16,8.0039731326116221e-26,7.8442542312950086e-30,1.0072895440130947e-33,6.2531114864252231e-37,8.5812060579862061e-30,9.2462051619361545e-37,4.7217695031983355e-12,6.9570741347378653e-12,1.0836763278811953e-12,1.7690469055289838e-17,4.914656925073485e-18,3.3917924753173643e-14,6.9455201100419313e-17,2.9648747184495437e-22,4.1187616797895056e-23,1.7827450237071398e-19,3.8113313019912334e-23,3.5374792475294512e-24,7.5146352014787691e-26,1.4786353804774718e-23,1.44452278691908e-23,8.8278654347706173e-26
0.001540598075561078,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733228258260087,0.66999999999283522,4.5421527532709843e-14,5.0557649977331056e-18,2.7782074239430236e-16,7.9118295323079203e-26,8.5130571252188812e-30,1.1112864449448905e-33,7.3069653241918912e-37,9.3813247813665724e-30,1.0285819138104763e-36,4.6674114109862375e-12,7.0380958695919757e-12,1.1490893147291345e-12,1.7995712052988617e-17,5.0576723745260917e-18,3.6201241173820929e-14,7.561718512338911e-17,3.016032759946617e-22,4.2386246577206317e-23,1.8564586143174671e-19,4.1978084280661325e-23,3.7696708032230097e-24,8.2177754457071264e-26,1.6683761148117075e-23,1.6817944825958224e-23,9.303559817342352e-26
0.0016462559517849335,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582598122,0.66999999999274606,4.8863360913985264e-14,5.5059362031813924e-18,2.7782072930919057e-16,7.8229690531773977e-26,9.1932454529923707e-30,1.2195259381309506e-33,8.4563814228631261e-37,1.0204420664376565e-29,1.1380715625154334e-36,4.6149901243077896e-12,7.1180426725379968e-12,1.2130225437802917e-12,1.8297964765300476e-17,5.201027629407141e-18,3.8458588032289626e-14,8.1921721191813441e-17,3.0666896204586998e-22,4.3587727170735746e-23,1.9311979469871762e-19,4.5994787501368593e-23,4.0073679972870602e-24,8.9409136049859837e-26,1.8661716962192237e-23,1.9394589840002794e-23,9.7917379689602622e-26
0.0017405834844717585,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582595591,0.66999999999266735,5.1968750467375956e-14,5.9185626926343511e-18,2.7782069224101758e-16,7.7462598210602229e-26,9.810021481538106e-30,1.3197908930668976e-33,9.5654551919595777e-37,1.0958706338416139e-29,1.2406073600318419e-36,4.5697371981813476e-12,7.1885319977581368e-12,1.268905533432332e-12,1.856531965631639e-17,5.3292704402791083e-18,4.0452673938140127e-14,8.7670396048510361e-17,3.1114976886786518e-22,4.4662550875747675e-23,1.9987896899247138e-19,4.9709992941318309e-23,4.2241855441838641e-24,9.6033090885659463e-26,2.049309347526471e-23,2.1871019766329286e-23,1.023821238940035e-25
0.0018349110171585834,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582593009,0.6699999999925893,5.5104562687317258e-14,6.3413305879765392e-18,2.778206964237382e-16,7.6718994080008786e-26,1.0435705144139713e-29,1.4235260833863615e-33,1.0754717420163585e-36,1.1731380921657255e-29,1.3477660624001419e-36,4.5258699059085389e-12,7.2582103236855311e-12,1.3237096629145453e-12,1.883037658915197e-17,5.4577427092268029e-18,4.2427415617038443e-14,9.353226066901749e-17,3.155920624392272e-22,4.5739300205010004e-23,2.0672039213550781e-19,5.3547993968363441e-23,4.4453238133995873e-24,1.0281493349586351e-25,2.238426275923121e-23,2.4517009782005764e-23,1.0694747141309894e-25
0.0019292385498454084,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582590378,0.66999999999251214,5.8270449543123705e-14,6.7742587342948163e-18,2.7782070973902964e-16,7.5997713676009114e-26,1.1070220142291398e-29,1.5307729557531337e-33,1.2026052029276207e-36,1.252247574383189e-29,1.4596503133669322e-36,4.4833195522301481e-12,7.3270955602936205e-12,1.3774776483136622e-12,1.9093164204806985e-17,5.586420988848943e-18,4.4383399407161856e-14,9.9507105725194818e-17,3.1999632307384125e-22,4.6817778669420139e-23,2.1364256131216336e-19,5.750944939831749e-23,4.6707447235471578e-24,1.0975376499731397e-25,2.4333542600774883e-23,2.7335862839838108e-23,1.116126185395969e-25
0.0020235660825322333,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582587702,0.66999999999243576,6.1466072469564256e-14,7.2173652356228007e-18,2.7782070185247912e-16,7.5297732509572688e-26,1.1713491414529128e-29,1.6415719380496271e-33,1.3381332584618564e-36,1.3332018701072675e-29,1.5763617556427984e-36,4.4420257002129741e-12,7.395208243973619e-12,1.43024942152673e-12,1.9353724286636671e-17,5.7152878902117807e-18,4.6321179882786914e-14,1.0559471425308624e-16,3.2436325046612805e-22,4.7897840403482584e-23,2.2064290445864085e-19,6.159516818795707e-23,4.9004189008878086e-24,1.1684901976135989e-25,2.6339464063585515e-23,3.0330874861389499e-23,1.1637644836374649e-25
0.002117893615219058,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582584971,0.66999999999235993,6.4691099612260859e-14,7.6706662176078446e-18,2.7782069096274327e-16,7.4618080726147107e-26,1.2365444999948979e-29,1.7559626519026269e-33,1.4822427511222806e-36,1.4160036104893983e-29,1.6980014177094875e-36,4.4019311351428829e-12,7.4625687446550116e-12,1.4820632397644367e-12,1.9612102180439516e-17,5.844333086312071e-18,4.8241291944046139e-14,1.1179486759081527e-16,3.2869360493479237e-22,4.8979398854617955e-23,2.2771993536895533e-19,6.5805993603804193e-23,5.1343246471731912e-24,1.241002020669286e-25,2.8400681363089641e-23,3.350533675194924e-23,1.2123876820411274e-25
0.0022122211479058827,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582582207,0.66999999999228488,6.7945207562300661e-14,8.1341761453304675e-18,2.7782069510813707e-16,7.3957794217306094e-26,1.3026008345435699e-29,1.8739840177758355e-33,1.6351197563388832e-36,1.5006552314212642e-29,1.8246701302661683e-36,4.3629789817270567e-12,7.5291932932001133e-12,1.5329551466350486e-12,1.9868326304995514e-17,5.9735382417729959e-18,5.0144244834317558e-14,1.1810734428412766e-16,3.329878625629036e-22,5.0062300333078071e-23,2.3487267268767761e-19,7.0142544743219872e-23,5.3724288364749267e-24,1.3150645796553141e-25,3.0516002356612213e-23,3.686253269197243e-23,1.2619955714858194e-25
0.0023065486805927075,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582579398,0.66999999999221049,7.1228081563701917e-14,8.6079082643810264e-18,2.7782069859856609e-16,7.3316016981481256e-26,1.3695110193911218e-29,1.9956742463547378e-33,1.7969493637368419e-36,1.5871588814846573e-29,1.9564683207194161e-36,4.3251187419177226e-12,7.5950999186534044e-12,1.5829589228173088e-12,2.0122434050072689e-17,6.1028853459448524e-18,5.2030521210505407e-14,1.2453191698556551e-16,3.3724665024490691e-22,5.114639390040472e-23,2.4209976980261239e-19,7.4605523515754195e-23,5.6146987892948996e-24,1.3906715422726099e-25,3.2684384045778433e-23,4.0405739390023033e-23,1.3125813861415942e-25
0.002400876213279532,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582576561,0.66999999999213677,7.4539413109474975e-14,9.0918750137464852e-18,2.7782069651863028e-16,7.2691946501081725e-26,1.4372680300354036e-29,2.121070957642813e-33,1.9679160872869207e-36,1.6755165436832379e-29,2.0934958625722892e-36,4.2883030731179557e-12,7.660306908924452e-12,1.6321069178876822e-12,2.0374467987741523e-17,6.2323658220172916e-18,5.390058653967754e-14,1.3106835723986151e-16,3.4147068126446043e-22,5.2231607608339321e-23,2.4939980117186765e-19,7.9195728380158211e-23,5.8611133420451562e-24,1.4678182332211587e-25,3.4904874322692921e-23,4.4138228150512554e-23,1.364139412456957e-25
0.002495203745966357,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582573697,0.66999999999206372,7.7878901354734916e-14,9.5860878180151986e-18,2.7782069516033329e-16,7.2084778947408768e-26,1.5058649684619192e-29,2.2502110312080178e-33,2.1482036642786439e-36,1.7657300277864786e-29,2.2358520559397986e-36,4.2524845550048016e-12,7.7248287831961773e-12,1.6804296575970262e-12,2.0624455217972553e-17,6.3619652855313646e-18,5.575488459632873e-14,1.3771643493162366e-16,3.4566041006248252e-22,5.3317820911472621e-23,2.5677139167240755e-19,8.3913748352507193e-23,6.1116437084851503e-24,1.5464966276604959e-25,3.717662875311231e-23,4.8063263208505757e-23,1.4166646551413451e-25
0.0025895312786531816,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582570794,0.66999999999199134,8.1246253249169221e-14,1.0090556657568704e-17,2.7782069696968502e-16,7.1493806701940731e-26,1.5752950634019716e-29,2.3831306014821112e-33,2.3379949137258607e-36,1.8578009110242921e-29,2.3836357485095617e-36,4.2176214434982081e-12,7.7886820654493022e-12,1.7279558540152543e-12,2.0872432092524938e-17,6.4916681097183979e-18,5.7593837114678446e-14,1.4447591528148323e-16,3.4981644558882684e-22,5.4404902789832408e-23,2.6421329930846905e-19,8.8760237051605253e-23,6.3662596067300235e-24,1.6267006638485216e-25,3.9498904149982588e-23,5.2184101072759674e-23,1.4701541502553022e-25
0.0026838588113400064,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582567868,0.66999999999191939,8.4641181344658165e-14,1.0605290657879881e-17,2.7782069863948149e-16,7.0918357691874051e-26,1.6455516417339275e-29,2.5198652926565714e-33,2.5374721081739835e-36,1.9517306271297821e-29,2.5369454319771251e-36,4.183674090958609e-12,7.8518830543132012e-12,1.7747130725125756e-12,2.1118437826207955e-17,6.6214661934830416e-18,5.9417851640458791e-14,1.5134656314297019e-16,3.5393944526935069e-22,5.5492785335830348e-23,2.7172434341443307e-19,9.3735934046875074e-23,6.6249385351189614e-24,1.708425641772381e-25,4.1871018452129008e-23,5.6503992707696959e-23,1.5246029649826309e-25
0.002778186344026831,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582564915,0.66999999999184823,8.8063405096190182e-14,1.1130298118022028e-17,2.7782069770607736e-16,7.035776006788821e-26,1.7166281487369744e-29,2.6604500986311446e-33,2.7468167811838366e-36,2.0475204626979947e-29,2.6958790340898292e-36,4.1506028632106727e-12,7.9144450766673841e-12,1.8207274039095393e-12,2.1362499281194063e-17,6.7513484717010601e-18,6.1227317653016424e-14,1.5832814243151234e-16,3.5802985919637337e-22,5.6581375783104855e-23,2.7930336388599661e-19,9.8841417489847572e-23,6.8876547979935618e-24,1.7916643158283945e-25,4.4292362716005629e-23,6.1026181822877116e-23,1.5800050598108044e-25
0.002872513876713656,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582561951,0.6699999999917774,9.1512650608988864e-14,1.1665586354407265e-17,2.7782069637804309e-16,6.9811430714783318e-26,1.7885181440985958e-29,2.8049194247712002e-33,2.9662097123081101e-36,2.1451715500854565e-29,2.8605340460491873e-36,4.1183733606281923e-12,7.97638397425362e-12,1.8660235961538002e-12,2.1604654578968507e-17,6.8813053615074872e-18,6.3022607662153357e-14,1.6542041396699185e-16,3.620883263951445e-22,5.7670593808616448e-23,2.8694932513669345e-19,1.0407736401762465e-22,7.1543875214525291e-24,1.876411886446007e-25,4.6762392304832653e-23,6.5753904852961907e-23,1.6363584843780777e-25
0.0029668414094004805,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582558959,0.66999999999170745,9.4988649982646408e-14,1.2211161979455306e-17,2.7782069696581659e-16,6.92787535416021e-26,1.8612152911977859e-29,2.9533070643275383e-33,3.1958308889867369e-36,2.244684830073945e-29,3.0310075372132795e-36,4.086949238209868e-12,8.0377111062242182e-12,1.9106251439077965e-12,2.1844925895825549e-17,7.0113186981900489e-18,6.4804078843747787e-14,1.7262313911157167e-16,3.661152184632352e-22,5.8760287150238633e-23,2.9466081984763433e-19,1.0944421186481394e-22,7.4250968680343685e-24,1.9626595592996874e-25,4.9280615695995753e-23,7.0690391241229279e-23,1.6936565826639221e-25
0.0030611689420873053,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733228258255595,0.66999999999163795,9.8491141576523412e-14,1.2767030465475236e-17,2.7782069748827947e-16,6.8759225304684136e-26,1.9347133662755675e-29,3.1056461327217136e-33,3.4358595803551783e-36,2.3460610952345134e-29,3.2073959108536931e-36,4.0563008084188686e-12,8.0984421164166695e-12,1.9545543706550667e-12,2.2083353440499021e-17,7.1413870199732538e-18,6.6572073179517971e-14,1.7993607613454568e-16,3.7011120929093641e-22,5.9850443510668174e-23,3.0243675738657424e-19,1.1494274875763492e-22,7.6997702103674422e-24,2.0504047255679539e-25,5.184659036869169e-23,7.5838862919982325e-23,1.7518935776051441e-25
0.00315549647477413,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582552925,0.66999999999156901,1.0201986850173751e-13,1.3333196754176082e-17,2.7782069713042741e-16,6.8252317545876449e-26,2.0090062330169285e-29,3.2619693142623978e-33,3.6864745748225255e-36,2.4493010662758829e-29,3.3897951479433476e-36,4.0263968958220865e-12,8.1585894620696419e-12,1.997832761257255e-12,2.2319966325286818e-17,7.2715014444716805e-18,6.8326921913060759e-14,1.8735898434516056e-16,3.7407678682320861e-22,6.0940988441106877e-23,3.1027618403792702e-19,1.2057353987600582e-22,7.9783862985259562e-24,2.1396411718916083e-25,5.4459906425144057e-23,8.1202536126306707e-23,1.8110657830281339e-25
0.0032498240074609547,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582549883,0.66999999999150062,1.055745798660354e-13,1.3909664994507016e-17,2.7782069676248888e-16,6.7757546858131875e-26,2.0840878664835838e-29,3.4223087987680147e-33,3.9478539510793124e-36,2.5544053389787081e-29,3.5783009605541059e-36,3.9972089831256063e-12,8.2181661343538106e-12,2.0404807522027273e-12,2.2554795990325849e-17,7.4016527686101109e-18,7.0068942556500335e-14,1.9489162167304389e-16,3.7801247794794137e-22,6.2031844783253953e-23,3.1817824461255331e-19,1.2633715318496985e-22,8.260922088933066e-24,2.2303632812248229e-25,5.7120193486580568e-23,8.6784619597752514e-23,1.8711724668649684e-25
0.0033441515401477794,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582546835,0.66999999999143278,1.0915503035094158e-13,1.4496438812775411e-17,2.7782069708656566e-16,6.7274425092009354e-26,2.1599523419123922e-29,3.5866962349444626e-33,4.22017500157782e-36,2.6613743535641558e-29,3.773008673477025e-36,3.9687082726810914e-12,8.2771827521034202e-12,2.0825177471071267e-12,2.2787865056953584e-17,7.5318280646549894e-18,7.1798439497683085e-14,2.0253374642150312e-16,3.8191866187709739e-22,6.3122904188592628e-23,3.2614173835028952e-19,1.3223403294184226e-22,8.5473436035111382e-24,2.3225635521173586e-25,5.9827115808940849e-23,9.2588314611761739e-23,1.9322065897904771e-25
0.003438479072834604,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582543771,0.66999999999136528,1.1276097988201017e-13,1.5093521046497651e-17,2.7782069747680031e-16,6.6802548194525815e-26,2.2365938333170333e-29,3.7551626999741963e-33,4.5036143917308718e-36,2.7702084393758652e-29,3.9740128876367567e-36,3.9408709287904979e-12,8.3356531579647251e-12,2.1239622920687789e-12,2.3019210961301656e-17,7.6620259025746222e-18,7.351570558482074e-14,2.1028511517167647e-16,3.8579596587840048e-22,6.421415460493885e-23,3.3416563687710808e-19,1.3826491046304721e-22,8.8376381007790135e-24,2.4162394794573196e-25,6.2580365973096772e-23,9.8616815337772083e-23,1.9941608457486877e-25
0.003532806605521429,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582540696,0.66999999999129844,1.1639219319765752e-13,1.5700914099441937e-17,2.7782069725667597e-16,6.6341448654690592e-26,2.3140066030936997e-29,3.9277387245505773e-33,4.7983481291695617e-36,2.8809078281804744e-29,4.1814074772006878e-36,3.9136693709451318e-12,8.3935856987225067e-12,2.1648320685426478e-12,2.3248849313858974e-17,7.7922334940634864e-18,7.5221022769855175e-14,2.1814548690605423e-16,3.8964465183859319e-22,6.5305488883550479e-23,3.4224880680249309e-19,1.4443013063242294e-22,9.1317774024466859e-24,2.5113821316012492e-25,6.5379660725983314e-23,1.048733089753132e-22,2.0570285357891203e-25
0.0036271341382082536,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582537609,0.66999999999123183,1.20048440329621e-13,1.6318619333674817e-17,2.7782069700943636e-16,6.5890786479674176e-26,2.3921850163302507e-29,4.1044543489323106e-33,5.1045515515249838e-36,2.9934726465989549e-29,4.3952861665407808e-36,3.8870835428762031e-12,8.4509946572692224e-12,2.2051439749399861e-12,2.3476820532916486e-17,7.9224489989791426e-18,7.6914661996992083e-14,2.2611461779455075e-16,3.9346539683534705e-22,6.6396891526929905e-23,3.5039057173671231e-19,1.5073041260248401e-22,9.4297502916486282e-24,2.6079896194005049e-25,6.8224739990398623e-23,1.1136097510535846e-22,2.1208137536559719e-25
0.0037214616708950783,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582534523,0.669999999991166,1.2372949521011162e-13,1.6946637927298775e-17,2.7782069706709928e-16,6.5450153287370559e-26,2.4711235135650629e-29,4.285339245592515e-33,5.422399470018842e-36,3.1079029313999524e-29,4.6157424574477127e-36,3.8610893522473452e-12,8.5078890455074717e-12,2.2449143001867126e-12,2.3703145042604146e-17,8.0526620006689144e-18,7.8596886222459438e-14,2.3419226615787288e-16,3.972585434655384e-22,6.7488275260143899e-23,3.5858993788209922e-19,1.5716616554613501e-22,9.7315251160537899e-24,2.7060546633924774e-25,7.1115359279491651e-23,1.1808298753777891e-22,2.1855084855441819e-25
0.003815789203581903,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582531425,0.66999999999110049,1.2743513684494278e-13,1.7584970380224352e-17,2.7782069715729375e-16,6.5019224515748075e-26,2.5508166376787663e-29,4.4704226352898687e-33,5.7520661311166133e-36,3.2241986498750623e-29,4.8428691148638012e-36,3.835667653039668e-12,8.564281408955636e-12,2.2841586368391096e-12,2.3927858002987419e-17,8.18287357686809e-18,8.0267948432873991e-14,2.4237818834839534e-16,4.0102468067319251e-22,6.8579649037596345e-23,3.6684620318729049e-19,1.6373810536486537e-22,1.0037092613750368e-23,2.8055753763211749e-25,7.405129277638896e-23,1.2504251252064134e-22,2.2511053215772185e-25
0.003910116736268728,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582528322,0.66999999999103543,1.311651490902455e-13,1.8233616967426141e-17,2.778206970051595e-16,6.459759807339361e-26,2.6312590202892306e-29,4.6597332108343993e-33,6.0937249606250438e-36,3.3423596507238343e-29,5.0767582358892567e-36,3.8107947237563792e-12,8.6201780334792978e-12,2.3228917459772638e-12,2.4150968692091465e-17,8.3130673205215845e-18,8.1928090984006464e-14,2.5067214303136743e-16,4.0476396438838825e-22,6.9670875408701734e-23,3.7515823316866064e-19,1.70446397681494e-22,1.0346418961740546e-23,2.9065411807965656e-25,7.7032332171707806e-23,1.3224270818385417e-22,2.3175998959343136e-25
0.004004444268955553,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582525214,0.66999999999097082,1.3491931947519706e-13,1.8892577188581983e-17,2.778206967597434e-16,6.4185016729621717e-26,2.7124453700078699e-29,4.8532993028959714e-33,6.4475489668045221e-36,3.4623857233492516e-29,5.3175018592659949e-36,3.7864553906093584e-12,8.6755928699941944e-12,2.3611279539380345e-12,2.4372520257738464e-17,8.4432468374746609e-18,8.357754967158136e-14,2.5907388789757113e-16,4.0847711731661652e-22,7.0761984493769291e-23,3.8352533895419579e-19,1.7729186505853612e-22,1.0659499969498386e-23,3.00895250424378e-25,8.0058279616509681e-23,1.3968672694960124e-22,2.3849937435496879e-25
0.004089339048373696,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733228258252241,0.66999999999091298,1.3831855594540511e-13,1.9494459043754596e-17,2.7782069680094304e-16,6.3821101573242725e-26,2.7861448699454384e-29,5.0311702322430386e-33,6.7765341645528048e-36,3.5720035610438713e-29,5.5401072577545716e-36,3.7649870120561291e-12,8.7250579637831478e-12,2.3951269395624286e-12,2.4570586438253311e-17,8.5603826060568479e-18,8.5053115162373325e-14,2.6672742139679589e-16,4.117966608571371e-22,7.1743768186658066e-23,3.9110184087973234e-19,1.8357015525780967e-22,1.094444430499691e-23,3.1023490704793987e-25,8.2819875765264836e-23,1.4659741181417895e-22,2.4464058270095317e-25
0.004174233827791838,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582519618,0.66999999999085569,1.4173704314235639e-13,2.0104693270490802e-17,2.7782069694858659e-16,6.3464058060171313e-26,2.8604390302285134e-29,5.2125306568846726e-33,7.1156379736392532e-36,3.6831315948505146e-29,5.7684050967052795e-36,3.7439240114581502e-12,8.7741479371809084e-12,2.4287440724801529e-12,2.4767430191621593e-17,8.6775018637152122e-18,8.6520370529293775e-14,2.7446789499843237e-16,4.1509571654752269e-22,7.2725415036657304e-23,3.9872174936958903e-19,1.8996038876915258e-22,1.1232403079066133e-23,3.1969102652503456e-25,8.5617569982874524e-23,1.5371042845529295e-22,2.5085369276695081e-25
0.00425912860720998,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582516804,0.66999999999079862,1.4517463457500858e-13,2.0723278986810992e-17,2.7782069693125798e-16,6.3113590530785782e-26,2.935324155869586e-29,5.3974002573994637e-33,7.4649851037396675e-36,3.7957694832284636e-29,6.0024613279507509e-36,3.7232489460943093e-12,8.8228639245857841e-12,2.4619884862679472e-12,2.4963045789886773e-17,8.7945868577933908e-18,8.7979470572464193e-14,2.8229513796983201e-16,4.1837418886321832e-22,7.3706776322930947e-23,4.0638403470160841e-19,1.9646242188754392e-22,1.1523341905868088e-23,3.2926246209914304e-25,8.8451240956287597e-23,1.6102805999873581e-22,2.5713811966669108e-25
0.004335533908686308,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582514283,0.66999999999074755,1.4828468221972531e-13,2.1287145103933795e-17,2.7782069677764462e-16,6.2803716543498952e-26,3.0032230431113768e-29,5.5667993178844868e-33,7.7882584636207004e-36,3.8984342132334425e-29,6.218089785020181e-36,3.7049686083729836e-12,8.8663991494684377e-12,2.4915971879702542e-12,2.513808620890715e-17,8.8999437049627458e-18,8.9285812417341359e-14,2.8941369804624154e-16,4.213078256565891e-22,7.4589838095287997e-23,4.1331622309156131e-19,2.0241056897794546e-22,1.1787743852481338e-23,3.3797580692110995e-25,9.1032209041023622e-23,1.6779075749678651e-22,2.6285531220572126e-25
