Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),COX(50),H2OX(23),CHOX(53),CO2X(24)
0.0,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.305033530381265e-24,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996532,0.022821567693054285,-1.0765781601858001e-122,1.3110990220893073e-65,2.9700080994140865e-36,2.9029814929220924e-89,1.842341365828314e-54,9.8725863471782219e-133,5.5646936881172813e-20,-6.7087155532674925e-106,5.5646936881172801e-20,2.659444047964124e-72,6.8523963823782019e-73,6.5130950820227534e-113,7.5519166302891989e-114,2.583001417768671e-54,1.2484268015440165e-85,3.0390311154049371e-18,8.9980309964363556e-20,3.6022135338473666e-22,9.0087835581305725e-38,3.3357997036290021e-37,3.6022135338394861e-22,3.8894601295438414e-34,9.1632254313551837e-43,1.0870758969293367e-47,1.372245465559668e-78,2.1456313277517035e-52,2.0725063727165684e-98,1.147016999064957e-106,3.3174158765879761e-54,-8.6874160022068195e-110,-4.4095228819029403e-110
1.7654093885067544e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996532,0.022821567693054285,1.95045628596974e-120,2.9328790765209751e-64,1.7938848920524479e-35,3.2079988604451307e-87,2.7841462910578074e-53,3.5624517303837698e-130,1.5581142326728394e-19,1.2951267329099956e-104,1.558114232672838e-19,7.5000577757212883e-71,2.1545030716345078e-71,1.302050216959012e-110,1.5097238045938279e-111,3.0665392809457447e-53,6.4622167134641384e-84,8.5092871231338226e-18,2.5194486790021794e-19,1.0086197894785415e-21,5.4413052647913803e-37,2.0148230209898641e-36,1.0086197894737814e-21,2.3492339128979468e-33,1.0878581204334692e-41,1.2906274766681762e-46,8.3483631273184363e-77,2.5472935123150585e-51,1.9517452522665826e-96,2.2930322890681661e-104,3.9384361258083272e-53,8.7922356387588125e-108,4.4627268048968925e-108
4.03522145944401e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996531,0.022821567693054285,8.2343888412991649e-118,5.7948774754098635e-63,8.6367835531912498e-35,2.9025981280045903e-85,2.9950575333731581e-52,1.289985832779364e-127,3.5614039603950622e-19,1.3675170977389073e-102,3.5614039603950569e-19,1.6314263890338257e-69,4.8065778267944312e-70,2.3574250910175871e-108,2.7334281973899088e-109,3.0107464456405744e-52,2.8216567245442359e-82,1.9449799138591578e-17,5.7587398377192674e-19,2.3054166616712646e-21,2.6197542522251389e-36,9.7005055381223344e-36,2.3054166616483464e-21,1.131054997651548e-32,1.0680655476700031e-40,1.2672536781443561e-45,3.7691665832779054e-75,2.5009478756529152e-50,1.7058354272416106e-94,4.1516462132864174e-102,3.8667799368324978e-52,1.8413824601543225e-105,9.3464133599902803e-106
8.57484560131852e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996528,0.022821567693054285,2.6490342837079401e-115,1.0311676991535738e-61,3.7719102863541465e-34,2.1970976655874054e-83,2.7529738762531529e-51,3.9121057510986189e-125,7.5679834158395106e-19,1.0809082946169979e-100,7.5679834158394914e-19,3.024389577251272e-68,9.0021882859020581e-69,3.5727296091125298e-106,4.1425705921236596e-107,2.662971127150551e-51,1.0504320512654356e-80,4.1330823169507025e-17,1.2237322155153443e-18,4.8990104060771673e-21,1.144115505187376e-35,4.2364656235769991e-35,4.8990104059770769e-21,4.9396142816493981e-32,9.4469187099260258e-40,1.1210635933301022e-44,1.4234056267538582e-73,2.2120600737125081e-49,1.2726061562859541e-92,6.2919112082061379e-100,3.4201230533983994e-51,2.9597024384824681e-103,1.5022735915600262e-103
1.7654093885067543e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999982,0.11866996602996524,0.022821567693054285,7.5802030593785343e-113,1.7392152095816314e-60,1.5746982943977778e-33,1.5268882221271501e-81,2.3552271112034025e-50,1.0884704908041866e-122,1.5581142326728418e-18,7.6610951954342694e-99,1.5581142326728331e-18,5.1981529484543096e-67,1.5549041475865088e-67,4.9687474342792241e-104,5.761249591454087e-105,2.2383876742862961e-50,3.6188976848374114e-79,8.5092871231337665e-17,2.5194486790021791e-18,1.0086197894970794e-20,4.7764569822639636e-35,1.7686410028354464e-34,1.0086197894552936e-20,2.0621916860999922e-31,7.9407042192118241e-39,9.4264460736944866e-44,4.9401218845932207e-72,1.8593697786256481e-48,8.7783657079233282e-91,8.7504292494948071e-98,2.874819486017825e-50,4.2329488842911452e-101,2.1485427870452914e-101
3.5812590452565587e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999971,0.11866996602996516,0.022821567693054285,2.051094640766648e-110,2.8566663123379006e-59,6.4331563444035881e-33,1.0183457995628349e-79,1.9473473211687026e-49,2.9051214330052166e-120,3.1607460148506289e-18,5.1555658582837007e-97,3.1607460148505942e-18,8.6155572975574607e-66,2.5834964629021968e-66,6.6297635586464266e-102,7.6871934222208722e-103,1.8351654298934411e-49,1.2009801980899605e-77,1.7261696735499801e-16,5.1108816059758468e-18,2.046057287308534e-20,1.9513385028078326e-34,7.225475589805986e-34,2.0460572871378253e-20,8.4247255875179981e-31,6.5102687873710982e-38,7.7336687020679105e-43,1.64637698391767e-70,1.5244236829932196e-47,5.829756385933569e-89,1.1675634096271479e-95,2.3569506740084073e-49,5.7257222218793897e-99,2.9062385413097494e-99
7.212958358756168e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999955,0.11866996602996498,0.022821567693054282,5.4027232861484082e-108,4.6307791958839973e-58,2.6003846520416685e-32,6.6590860534239091e-78,1.5835505008455376e-48,7.6005047533489574e-118,6.3660095792062215e-18,3.3827553339277961e-95,6.3660095792060813e-18,1.4028201621561518e-64,4.2117511649292673e-65,8.6718799245836625e-100,1.0055021981415586e-100,1.486164507470625e-48,3.9132191225271272e-76,3.4766515960231483e-16,1.0293747459923178e-17,4.1209322830623588e-20,7.8876220070941736e-34,2.9206527587134249e-33,4.1209322823723264e-20,3.4054085180593658e-30,5.2721839865571652e-37,6.2715076605345108e-42,5.381296148399591e-69,1.2345178219795489e-46,3.8001739943364993e-87,1.5271992134526013e-93,1.9087197154455317e-48,7.5402092041518918e-97,3.8272283891512587e-97
1.4476356985755386e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999921,0.11866996602996462,0.022821567693054278,1.4057121259507557e-105,7.4577268621429819e-57,1.0456032319306606e-31,4.3163880316546957e-76,1.2771908469835226e-47,1.9708472929595413e-115,1.2776536707917485e-17,2.191975113793364e-93,1.2776536707916922e-17,2.2641573974503838e-63,6.8019890247920472e-64,1.1242914139118481e-97,1.3036129395762735e-98,1.1961944285809736e-47,1.2635547417052187e-74,6.9776154409693308e-16,2.0659479167817825e-17,8.2706822750936724e-20,3.1715779463832811e-33,1.1743816286995545e-32,8.270682272319085e-20,1.3692995751209167e-29,4.2435115893316851e-36,5.0616705072585743e-41,1.743826452360865e-67,9.9364734397554969e-46,2.4544601893859033e-85,1.9799824003403168e-91,1.5363036038761149e-47,9.8088157287112024e-95,4.9787183793380229e-95
2.9003154239753823e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999849,0.11866996602996391,0.022821567693054268,3.6423860767563566e-103,1.1971302149147876e-55,4.1933366195379544e-31,2.7911914628393754e-74,1.0259091449070225e-46,5.0979373592916473e-113,2.5597590965340321e-17,1.4115706122724592e-91,2.5597590965338071e-17,3.638440154710493e-62,1.0933997550772316e-62,1.4540732140799435e-95,1.6859940700630592e-96,9.5987059827357778e-47,4.0615838102641075e-73,1.3979543130861079e-15,4.1390942583607037e-17,1.6570182261250955e-19,1.2719444711135213e-32,4.7097955854518426e-32,1.6570182250123616e-19,5.491502026316398e-29,3.4051495954396104e-35,4.083844017243657e-40,5.6380140007449508e-66,7.9733941617468125e-45,1.5780425537223596e-83,2.5607590136425436e-89,1.2327867639461106e-46,1.2707766518389727e-92,6.4501559521925053e-93
