Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2X(49)
0.0,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.895292112840976e-24,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,5.4551286001948507e-75,7.3796753843083905e-42,2.4896220728145943e-91,1.1720018251928761e-59,1.0970481030874657e-140,7.0115228147944085e-25,-2.2024951473763102e-120,7.0115228147944003e-25,3.6371531864256231e-82,2.1025418411442778e-78,5.1434120303298853e-119,3.1078874886337138e-120,6.498549056456501e-60,2.2470322403423404e-97,2.780669898587693e-18,1.3369707978709934e-19,5.1534078279356325e-23,5.1534078280188569e-23,4.1615082651705275e-34,4.8534171114183637e-41,3.1160538617732097e-46,5.8844015156670751e-38,9.1310044153138308e-77,4.8780810890033381e-58
1.9306817915954733e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,1.7028413066824437e-73,4.4575056428559718e-41,2.7513295699158842e-89,1.7711291582125923e-58,3.9587932489583214e-138,1.963226388142437e-24,4.2512091114819789e-119,1.9632263881424319e-24,1.0257353930124601e-80,6.6107110043342454e-77,1.0282785767968461e-116,6.2133348540071554e-118,7.7150587277230895e-59,1.1631286021179871e-95,7.785875716045541e-18,3.7435182340387818e-19,1.4429541918084961e-22,1.4429541918587635e-22,2.5135507090903599e-33,5.7619761972804479e-40,3.6996935718831916e-45,3.5541691022881822e-37,5.5552998767103529e-75,5.7914740734219424e-57
4.412986952218225e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996531,0.022821567693054285,0.0,3.7911659321329179e-72,2.1462821677963966e-40,2.4896426310184489e-87,1.9052999270913373e-57,1.4336405207733324e-135,4.4873746014684409e-24,4.4888660113124376e-117,4.4873746014684151e-24,2.2311985283617106e-79,1.4748052480077338e-75,1.861926406619069e-114,1.1250620696465062e-115,7.5746507729849209e-58,5.0786746786692413e-94,1.7796287350961222e-17,8.5566131063743596e-19,3.2981810097844363e-22,3.2981810100264518e-22,1.2101661789027254e-32,5.6571411331437914e-39,3.6330471053472084e-44,1.7111698410682493e-36,2.5083809213636428e-73,5.6865615513242937e-56
9.377597273463728e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.1186699660299653,0.022821567693054285,0.0,7.0947418328078585e-71,9.375004252551866e-40,1.8848774786194757e-85,1.7512988871415893e-56,4.3485962939686237e-133,9.5356710281204912e-24,3.5480747555232064e-115,9.5356710281203766e-24,4.1362660420289368e-78,2.7621168703708251e-74,2.8223319864372227e-112,1.7053835503929505e-113,6.6996223213224113e-57,1.8906632451830702e-92,3.7817110620792512e-17,1.8182802851045512e-18,7.0086346455206121e-22,7.0086346465775611e-22,5.285111109143604e-32,5.0036750161460996e-38,3.214573808976946e-43,7.4730440229939998e-36,9.4746058194084865e-72,5.0305139702710356e-55
1.9306817915954735e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999992,0.11866996602996525,0.022821567693054285,0.0,1.2249793131573554e-69,3.9152387495218762e-39,1.3104132415478955e-83,1.4982730689103198e-55,1.2103792018737667e-130,1.9632263881424758e-23,2.5147497360705997e-113,1.9632263881424282e-23,7.1091845047116612e-77,4.7707658173900954e-73,3.9266435817295058e-110,2.3726597029395037e-111,5.6313176347871531e-56,6.5136215441659385e-91,7.7858757160454815e-17,3.7435182340387825e-18,1.4429541916130151e-21,1.4429541920542708e-21,2.2064277333362798e-31,4.2058865582545431e-37,2.7040361135815527e-42,3.1197783746599004e-35,3.2895669011596929e-70,4.2298206105838803e-54
3.9165259200936747e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999981,0.11866996602996517,0.022821567693054282,0.0,2.0348897783892934e-68,1.600613385209286e-38,8.7464199504219527e-82,1.2388011467769193e-54,3.2329661045642159e-128,3.9825449588033973e-23,1.692311288042827e-111,3.9825449588032028e-23,1.1782951950337696e-75,7.9263525198942155e-72,5.2433073707574155e-108,3.1682488745870514e-109,4.616699930685953e-55,2.1616335059811187e-89,1.5794205023977832e-16,7.5939941319072389e-18,2.9271356453897966e-21,2.927135647192473e-21,9.0139599290927884e-31,3.4482336993281085e-36,2.2202007348292293e-41,1.2744737356748932e-34,1.0971525270041441e-68,3.4701099980368903e-53
7.888214177090077e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999964,0.118669966029965,0.022821567693054278,0.0,3.3168216485126175e-67,6.4789140071571323e-38,5.7281662459349414e-80,1.0073725184872052e-53,8.4711300305413562e-126,8.0211821001255084e-23,1.1103873348709605e-109,8.0211821001247243e-23,1.9185482709437282e-74,1.2920826312058133e-70,6.8688475141239926e-106,4.1504754284851164e-107,3.7384083147283967e-54,7.0433680591557404e-88,3.1810863639842088e-16,1.5294945927644146e-17,5.8954985515628578e-21,5.8954985588495784e-21,3.6435727368221169e-30,2.7924589928357235e-35,1.8032701432072938e-40,5.1511615905317375e-34,3.591664843057722e-67,2.8138252917391187e-52
1.5831590691082882e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999931,0.11866996602996469,0.022821567693054271,0.0,5.3555233783426455e-66,2.6123634775319726e-37,3.724302555503921e-78,8.1248242979520674e-53,2.2032699102626166e-123,1.6098456382770813e-22,7.19514467276999e-108,1.6098456382767663e-22,3.0965446408389315e-73,2.0863523849997474e-69,8.9323941114277117e-104,5.3973657445095267e-105,3.0084893121713826e-53,2.274260863088808e-86,6.3844180871568824e-16,3.0696849519117916e-17,1.1832224358386965e-20,1.1832224387686664e-20,1.4650533239862643e-29,2.2475977442439029e-34,1.4599508342170331e-39,2.0708855461186205e-33,1.167470814084258e-65,2.2706713374480796e-51
3.171834371906849e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999864,0.11866996602996405,0.022821567693054257,0.0,8.6056698026912708e-65,1.0534660911698134e-36,2.4228584126975306e-76,6.5263007079070651e-52,5.7333464779555401e-121,3.2253004948065737e-22,4.6334717418908371e-106,3.2253004948053112e-22,4.9760640976973614e-72,3.3525792088412393e-68,1.1621955057161928e-101,7.0225228899595913e-103,2.4133100369960127e-52,7.3104083083142658e-85,1.2791081533501516e-15,6.1500656702065314e-17,2.3705675949947126e-20,2.3705676067452936e-20,5.875428869210367e-29,1.803529655970743e-33,1.1851952961816861e-38,8.3021799723861236e-33,3.7975463180506258e-64,1.8314750372262451e-50
