Time (s),Volume (m^3),n-heptane,Ar,He,Ne,N2,X(1),C2H4(2),C4H8-1(3),C4H8-2(4),C2H5X(5),H(6),C6H12-1(7),C6H12-2(8),C6H12-3(9),C6H12(10),C6H12(11),HX(80),C2H3X(137),C2H2(37),C4H6(54),C4H5X(374),C4H5X(381),C6H8(56),C4H4(439),C6H7X(455),C8H10(458),C6H7X(498),C6H7X(497),C4H3X(623),C4H2(1102),C6H6(755),C4H3X(622),C6H8(474),C6H6(1605),C8H9X(771),S(774),C8H10(478),C8H8(1121)
7.971709405981865e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.1041382598745525,0.53119534682554859,1.5155472223826712e-16,0.0,1.4398861043125059e-15,9.4239081042971733e-39,0.0,0.0,0.0,0.0,0.0,0.14900841805251391,0.017771246440344345,0.0036573109176557738,0.052182388339187105,0.00049341173169233478,0.0018021310817621526,0.0019930117639424096,0.00091985481409255965,2.9008501192238357e-05,5.2211255459818337e-05,3.4499239841417813e-05,3.4422400684092036e-05,3.0700533705839044e-06,1.1039533842795746e-05,8.8404661671728939e-06,7.7891581253347723e-06,4.6628334024258809e-06,8.5812033996844207e-07,5.6930356754746378e-07,1.168914018085285e-06,8.2583209269542797e-07,1.3657022975597624e-07
8.005882725537818e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.10389982941446826,0.53096296163462753,1.5226830234708458e-16,0.0,1.4419231571656356e-15,9.4637724534444289e-39,0.0,0.0,0.0,0.0,0.0,0.14928453340060135,0.017724878265109868,0.0036689044128218958,0.052285904861817813,0.00049317812744964354,0.0018103220715144483,0.0020023398983343419,0.00092563758903431383,2.9138263783758774e-05,5.2659427955620172e-05,3.4758639194843168e-05,3.4680758364881716e-05,3.0794285703832178e-06,1.1151474302772986e-05,8.9312180570210834e-06,7.8529972924046327e-06,4.701341965023483e-06,8.6844645800953408e-07,5.7447129664489661e-07,1.1835896839002414e-06,8.3493405156961081e-07,1.3840181548123956e-07
8.040056045093771e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.10366245694275515,0.53073174019506619,1.5298102622806618e-16,0.0,1.4439488760322978e-15,9.5036394747546922e-39,0.0,0.0,0.0,0.0,0.0,0.14955938866508217,0.017678742435851699,0.003680467695037356,0.052388818411307471,0.00049293669083340841,0.001818491513726728,0.00201163597865919,0.00093141710647396021,2.9267159973703788e-05,5.3107985397179542e-05,3.5018060882688243e-05,3.4939130590905445e-05,3.0886949437607619e-06,1.1263754097354843e-05,9.0222712905563404e-06,7.9169029362142062e-06,4.7399241203402611e-06,8.7882977692939766e-07,5.7964007011380259e-07,1.1983370111386084e-06,8.4407282958745335e-07,1.4024529353448345e-07
8.074229364649724e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.10342613544848317,0.53050167395225001,1.5369289241047369e-16,0.0,1.4459633539780042e-15,9.5435091840814034e-39,0.0,0.0,0.0,0.0,0.0,0.14983299244909826,0.017632837235524189,0.0036920009155150548,0.052491134022486688,0.00049268755010157064,0.0018266394204060473,0.002020900032143481,0.00093719327845276335,2.9395190321320338e-05,5.3556911285125899e-05,3.5277497770487604e-05,3.5197510227368218e-05,3.0978530549846578e-06,1.137636927482738e-05,9.1136229609096428e-06,7.9808730656277701e-06,4.7785790093206213e-06,8.892700800774799e-07,5.8480959345474749e-07,1.2131553644723445e-06,8.5324813397554812e-07,1.4210062685909605e-07
8.108402684205676e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.10319085798292874,0.53027275443461031,1.5440389948268291e-16,0.0,1.4479666830669387e-15,9.5833815970631645e-39,0.0,0.0,0.0,0.0,0.0,0.15010535327756197,0.017587160963330351,0.0037035042243515862,0.052592856675769926,0.00049243083166988397,0.0018347658048560144,0.0020301320883418434,0.00094296601850528926,2.9522355479695115e-05,5.4006189304152267e-05,3.5536942823048461e-05,3.5455890238961228e-05,3.1069034730479337e-06,1.1489315904106376e-05,9.2052701747012867e-06,8.0449057093488955e-06,4.8173057797973658e-06,8.9976714981975774e-07,5.8997957540836505e-07,1.2280441081898415e-06,8.6245967262515609e-07,1.439677780836327e-07
8.142576003761629e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.10295661765886693,0.53004497325262045,1.5511404609106135e-16,0.0,1.449958954373423e-15,9.6232567291278167e-39,0.0,0.0,0.0,0.0,0.0,0.15037647959804579,0.017541711934550213,0.0037149777705377997,0.052693991297867969,0.00049216666013822267,0.0018428706816444504,0.0020393321790744471,0.00094873524163739328,2.964865619344165e-05,5.4455803321891991e-05,3.579638910340946e-05,3.5714263688817699e-05,3.1158467714160349e-06,1.1602590074904701e-05,9.2972100521633945e-06,8.1089989158018609e-06,4.8561035864490664e-06,9.1032076757533976e-07,5.9514972795144574e-07,1.2430026063037044e-06,8.7170715411663777e-07,1.4584670953078327e-07
8.176749323317582e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.1027234076498743,0.52981832209780733,1.5582333093886661e-16,0.0,1.4519402580003459e-15,9.6631345954964498e-39,0.0,0.0,0.0,0.0,0.0,0.15064637978166057,0.017496488480370501,0.0037264217019692446,0.052794542762489668,0.00049189515831654694,0.00185095406657175,0.0020485003383658184,0.00095450086430453262,2.977409329642881e-05,5.4905737387779482e-05,3.6055829771804659e-05,3.5972623737474011e-05,3.1246835277809296e-06,1.1716187897890651e-05,9.3894397272563309e-06,8.1731507530118732e-06,4.8949715907572731e-06,9.2093071385244683e-07,6.003197662921996e-07,1.258030222656117e-06,8.8099028774315255e-07,1.4773738322618446e-07
8.210922642873534e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.1024912211896415,0.52959279274177817,1.5653175278516511e-16,0.0,1.4539106830888863e-15,9.7030152111872438e-39,0.0,0.0,0.0,0.0,0.0,0.1509150621239215,0.01745148894771581,0.0037378361654565079,0.052894515891033271,0.00049161644725052823,0.0018590159766399177,0.0020576366023850236,0.00096026280439039547,2.9898667709550381e-05,5.5355975731896004e-05,3.6315258084632869e-05,3.623096364183592e-05,3.1334143238216862e-06,1.1830105504837446e-05,9.4819563477791053e-06,8.2373593084841305e-06,4.9339089609636294e-06,9.3159676828377672e-07,6.0548940886471929e-07,1.2731263210218359e-06,8.9030878353364215e-07,1.496397609070801e-07
8.245095962429487e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.10226005157129668,0.52936837703525941,1.5723931044377352e-16,0.0,1.4558703178276233e-15,9.7428985910192435e-39,0.0,0.0,0.0,0.0,0.0,0.15118253484560198,0.017406711699081142,0.0037492213067354357,0.052993915453267211,0.00049133064624683784,0.0018670564300222756,0.0020667410093871677,0.0009660209811858479,3.0022380438534969e-05,5.5806502763801688e-05,3.6574667393432503e-05,3.6489276754150693e-05,3.1420397449713705e-06,1.1944339048764127e-05,9.5747570754740247e-06,8.3016226890818402e-06,4.9729148720268662e-06,9.4231870966125836e-07,6.1065837732267109e-07,1.2882902652088378e-06,8.9966235227511424e-07,1.5155380403083082e-07
8.27926928198544e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.10202989214673797,0.52914506690715124,1.5794600278221912e-16,0.0,1.4578192494722588e-15,9.7827847496160463e-39,0.0,0.0,0.0,0.0,0.0,0.15144880609357633,0.017362155112365944,0.0037605772704772554,0.053092746168000943,0.00049103787289809836,0.0018750754460338239,0.0020758135996561916,0.00097177531536818884,3.014523257179584e-05,5.6257303071354112e-05,3.6834051143862183e-05,3.6747556520984772e-05,3.1505603801901528e-06,1.2058884704068075e-05,9.667839086125652e-06,8.365939020903217e-06,5.0119885055796998e-06,9.5309631597020859e-07,6.1582639653224134e-07,1.3035214191566602e-06,9.0905070553423948e-07,1.5347947378327526e-07
8.313442601541393e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.10180073632597605,0.52892285436359487,1.5865182872071846e-16,0.0,1.4597575643550111e-15,9.8226737014093407e-39,0.0,0.0,0.0,0.0,0.0,0.15171388394165036,0.017317817580709594,0.0037719042002985776,0.053191012703745502,0.00049073824310750353,0.0018830730451022389,0.0020848544154489527,0.0009775257289807123,3.0267225278320084e-05,5.6708361419515064e-05,3.7093402874687114e-05,3.7005796482207366e-05,3.1589768217444664e-06,1.2173738666649374e-05,9.7611995696543103e-06,8.4303064491576307e-06,5.0511290498856708e-06,9.6392936442289475e-07,6.2099319456436391e-07,1.3188191470324607e-06,9.1847355567827844e-07,1.5541673108694605e-07
8.347615921097345e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.10157257757648613,0.52870173148705302,1.5935678723117834e-16,0.0,1.4616853478905638e-15,9.8625654606424006e-39,0.0,0.0,0.0,0.0,0.0,0.15197777639138124,0.017273697512328413,0.0037832022387713055,0.053288719679364445,0.00049043187111310639,0.0018910492487394929,0.0020938635009405309,0.00098327214541257075,3.0388359805596573e-05,5.7159662749145527e-05,3.7352716216771672e-05,3.7263990269980192e-05,3.1672896649921076e-06,1.2288897154027258e-05,9.8548357302041746e-06,8.4947231380408253e-06,5.0903356997958995e-06,9.7481763149151149e-07,6.2615850268625652e-07,1.3341828133248334e-06,9.2793061589534986e-07,1.5736553660914043e-07
8.381789240653298e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.10134540942256894,0.52848169043540338,1.6006087733621472e-16,0.0,1.4636026845974341e-15,9.9024600413734634e-39,0.0,0.0,0.0,0.0,0.0,0.15224049137288592,0.017229793330354133,0.0037944715274324252,0.053385871664714861,0.00049011886951178072,0.0018990040795140895,0.0021028409021707629,0.00098901448937893828,3.0508637477582206e-05,5.7611192175790487e-05,3.7611984892078039e-05,3.7522131607753359e-05,3.1754995081731524e-06,1.2404356405448835e-05,9.9487447862262279e-06,8.5591872706094206e-06,5.1296076567058129e-06,9.8576089294058516e-07,6.3132205535228678e-07,1.3496117829354165e-06,9.3742160021405922e-07,1.5932585076984981e-07
8.415962560209251e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.10111922544472117,0.52826272344104663,1.6076409810818691e-16,0.0,1.4655096581077904e-15,9.9423574574790289e-39,0.0,0.0,0.0,0.0,0.0,0.15250203674563892,0.017186103472673901,0.0038057122067936991,0.053482473181279064,0.00048979934928285553,0.0019069375610238917,0.002111786666991963,0.00099475268690146345,3.0628059692705787e-05,5.8062934988453611e-05,3.7871202712671129e-05,3.7780214309267585e-05,3.1836069522065385e-06,1.2520112681990287e-05,1.0042923970556089e-05,8.6236970486546908e-06,5.1689441285118211e-06,9.967589238587994e-07,6.3648359019419685e-07,1.3651054212683146e-06,9.469462235224954e-07,1.61297633749549e-07
8.450135879765204e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.10089401927901445,0.52804482281002452,1.6146644866825511e-16,0.0,1.4674063511691626e-15,9.982257722657054e-39,0.0,0.0,0.0,0.0,0.0,0.15276242029925891,0.017142626391771814,0.0038169244163512497,0.053578528702786676,0.00048947341981142904,0.0019148497178695396,0.0021207008450178115,0.0010004866652890136,3.0746627921909218e-05,5.8514876648363205e-05,3.8130363579730134e-05,3.8038232277562985e-05,3.1916126004922333e-06,1.2636162266650807e-05,1.0137370530486945e-05,8.6882506925756552e-06,5.2083443295679779e-06,1.0078114986902695e-06,6.4164284801070907e-07,1.3806630943173775e-06,9.5650420158661432e-07,1.6328084549684736e-07
8.484309199321156e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.1006697846164834,0.52782798092115291,1.6216792818545397e-16,0.0,1.4692928456677027e-15,1.0022160850430109e-38,0.0,0.0,0.0,0.0,0.0,0.1530216497542852,0.017099360554571962,0.0038281082945950499,0.053674042655827606,0.00048914118891136161,0.0019227405756284354,0.0021295834875733771,0.0010062163531187062,3.0864343706725158e-05,5.8967002787729675e-05,3.8389461482566368e-05,3.8296179503994318e-05,3.1995170587188238e-06,1.2752501464439371e-05,1.0232081727837681e-05,8.7528464412516167e-06,5.2478074806426286e-06,1.0189183912652549e-06,6.4679957275653513e-07,1.3962841687513657e-06,9.6609525106801821e-07,1.6527544573600403e-07
8.518482518877109e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.10044651520252201,0.52761219022516481,1.6286853587577939e-16,0.0,1.4711692226395836e-15,1.0062066854148402e-38,0.0,0.0,0.0,0.0,0.0,0.15327973276294371,0.017056304442283031,0.0038392639790182956,0.053769019420455942,0.00048880276284795211,0.0019306101608292882,0.0021384346476462589,0.0010119416802172175,3.0981208657391021e-05,5.9419299208495526e-05,3.8648490497648039e-05,3.8554050067253021e-05,3.2073209346764326e-06,1.2869126602454662e-05,1.0327054839016349e-05,8.8174825519141448e-06,5.2873328088750661e-06,1.0300793748303259e-06,6.5195351153081129e-07,1.4119680119970301e-06,9.7571908954114916e-07,1.6728139397430946e-07
8.552655838433062e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.10022420483628859,0.52739744324386817,1.6356827100129797e-16,0.0,1.4730355622671411e-15,1.0101975746992762e-38,0.0,0.0,0.0,0.0,0.0,0.15353667690990222,0.01701345655024443,0.0038503916061266952,0.053863463330784782,0.00048845824636030238,0.00193845850092721,0.0021472543798388231,0.00101766257764237,3.1097224450998366e-05,5.9871751881078411e-05,3.8907444787631638e-05,3.8811838132396024e-05,3.2150248380748436e-06,1.298603402995825e-05,1.0422287155079098e-05,8.8821573000186076e-06,5.3269195477321808e-06,1.0412942220779953e-06,6.5710441456498289e-07,1.4277139923201469e-06,9.8537543550990373e-07,1.6929864950933461e-07
8.586829157989015e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.10000284737011889,0.52718373256931195,1.6426713286927376e-16,0.0,1.4748919439039916e-15,1.014188754197754e-38,0.0,0.0,0.0,0.0,0.0,0.15379248971301623,0.016970815387773945,0.0038614913114476432,0.053957378675572439,0.00048810774268336771,0.0019462856242793434,0.0021560427403214955,0.0010233789776649936,3.1212392829677402e-05,6.0324346943107992e-05,3.9166318600400284e-05,3.9069537949881487e-05,3.2226293803667142e-06,1.3103220118441227e-05,1.0517775981784704e-05,8.9468689791152364e-06,5.3665669369651575e-06,1.0525627051758112e-06,6.6225203521016101e-07,1.443521478904526e-06,9.9506400842368598e-07,1.7132717143605054e-07
8.621002477544967e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.099782436708947306,0.52697105086296825,1.6496512083130267e-16,0.0,1.4767384460897897e-15,1.018180225195342e-38,0.0,0.0,0.0,0.0,0.0,0.15404717862406456,0.016928379478016998,0.003872563229539308,0.054050769698799794,0.00048775135356970349,0.0019540915601210136,0.0021647997867871183,0.001029090813751056,3.1326715598816062e-05,6.0777070698157158e-05,3.9425106268108939e-05,3.9327143854611537e-05,3.2301351745757669e-06,1.3220681261684547e-05,1.0613518639644791e-05,9.0116159007198483e-06,5.4062742225661891e-06,1.0638845957949284e-06,6.6739612992396884e-07,1.4593898419290415e-06,1.0047845286929074e-06,1.733669186538194e-07
8.65517579710092e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.099562966809736295,0.52675939085492185,1.6566223428247207e-16,0.0,1.4785751465391652e-15,1.0221719889610197e-38,0.0,0.0,0.0,0.0,0.0,0.15430075102947527,0.016886147357797355,0.0038836074939996119,0.054143640600239316,0.00048738917931090441,0.0019618763385423946,0.002173525578406308,0.0010347980205440558,3.144019462531311e-05,6.1229909614468267e-05,3.9683802206236788e-05,3.9584650264981956e-05,3.237542835129837e-06,1.3338413875813146e-05,1.0709512463969931e-05,9.0763963941842672e-06,5.4460406567252433e-06,1.0752596651381617e-06,6.7253645825690152e-07,1.4753184526427018e-06,1.0145367177039505e-06,1.7541784987325986e-07
8.689349116656873e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.099344431680913128,0.52654874534307405,1.6635847266053648e-16,0.0,1.4804021221682467e-15,1.0261640467479448e-38,0.0,0.0,0.0,0.0,0.0,0.15455321425104179,0.016844117577469495,0.0038946242374751166,0.054235995536015588,0.00048702131875874414,0.0019696399904656739,0.0021822201757838253,0.0010405005338476813,3.1552831835864634e-05,6.1682850323675062e-05,3.9942400912646632e-05,3.9842051681939241e-05,3.2448529776986993e-06,1.3456414399344109e-05,1.0805754804911647e-05,9.1412088065664294e-06,5.485865497786869e-06,1.0866876839675312e-06,6.7767278283821664e-07,1.4913066834377977e-06,1.0243202978336038e-06,1.77479923622988e-07
8.723522436212826e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.09912682538181479,0.52633910719235422,1.6705383544509805e-16,0.0,1.4822194491152818e-15,1.0301563997937169e-38,0.0,0.0,0.0,0.0,0.0,0.1548045755466296,0.0168022887007724,0.0039056135916698195,0.054327838619157597,0.00048664786934601601,0.0019773825476227134,0.0021908836409159299,0.0010461982906087223,3.1664629215283636e-05,6.2135879619520479e-05,4.020089696665159e-05,4.0099342688044686e-05,3.2520662190365187e-06,1.3574679293228986e-05,1.0902243027500515e-05,9.2060515025002825e-06,5.5257480102070892e-06,1.0981684226312976e-06,6.8280486936137902e-07,1.5073539079211572e-06,1.0341349924629809e-06,1.7955309825623607e-07
8.757695755768778e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.098910142022140143,0.5261304693339478,1.6774832215681087e-16,0.0,1.4840272027205581e-15,1.0341490493206317e-38,0.0,0.0,0.0,0.0,0.0,0.15505484211087409,0.016760659304684979,0.0039165756873538425,0.054419173920142991,0.00048626892710707973,0.0019851040425331833,0.0021995160371486768,0.0010518912289002398,3.1775588804852077e-05,6.2588984456571741e-05,4.0459285028088893e-05,4.035651794654586e-05,3.2591831768288671e-06,1.3693205040890487e-05,1.099897451168043e-05,9.2709228640655311e-06,5.5656874645103401e-06,1.1097016510905081e-06,6.8793248656907391e-07,1.5234595009835401e-06,1.0439805259909369e-06,1.8163733195735042e-07
8.791869075324731e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.098694375761409561,0.52592282476452867,1.6844193235660622e-16,0.0,1.4858254575531199e-15,1.0381419965359337e-38,0.0,0.0,0.0,0.0,0.0,0.15530402107586863,0.01671922797928297,0.003927510654372043,0.054510005467434328,0.00048588458669811545,0.0019928045084831713,0.0022081174291371606,0.0010575792879049817,3.1885712700704805e-05,6.3042151948932072e-05,4.0717559836401111e-05,4.0613572200455297e-05,3.2662044695441718e-06,1.3811988148253664e-05,1.109594665233915e-05,9.3358212906571896e-06,5.6056831372465083e-06,1.1212871389450485e-06,6.9305540623780947e-07,1.5396228388671979e-06,1.0538566238469926e-06,1.8373258274817143e-07
8.826042394880684e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.098479520808431864,0.52571616654550613,1.6913466564491334e-16,0.0,1.4876142874407602e-15,1.0421352426320582e-38,0.0,0.0,0.0,0.0,0.0,0.15555211951184386,0.016677993327597423,0.0039384186216525081,0.054600337248007356,0.00048549494141709022,0.0020004839795042485,0.0022166878828056773,0.0010632624078990506,3.1995003052245097e-05,6.3495369368950601e-05,4.0975716209724733e-05,4.0870500271636793e-05,3.2731307162895083e-06,1.3931025143771792e-05,1.1193156859335265e-05,9.4007451988551089e-06,5.6457343109480418e-06,1.1329246554592165e-06,6.9817340316212933e-07,1.5558432992316367e-06,1.0637630125037745e-06,1.8583880849429637e-07
8.860215714436637e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.098265571420778394,0.52551048780228127,1.6982652166090712e-16,0.0,1.4893937654390276e-15,1.0461287887868706e-38,0.0,0.0,0.0,0.0,0.0,0.15579914442783832,0.016636953965474648,0.0039492997172149921,0.05469017320787177,0.0004851000832234394,0.0020081424903529849,0.0022252274653087808,0.0010689405302358071,3.2103462060591084e-05,6.3948624145930324e-05,4.1233749043986135e-05,4.1127297059898897e-05,3.2799625366706337e-06,1.4050312578447041e-05,1.1290602557521621e-05,9.4656930222933929e-06,5.6858402740871716e-06,1.1446139695868153e-06,7.0328625513844628e-07,1.5721202612176081e-06,1.0736994194889859e-06,1.8795596691122714e-07
8.894389033992589e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.098052521904264056,0.52530578172351361,1.7051750008177938e-16,0.0,1.4911639638557808e-15,1.0501226361638983e-38,0.0,0.0,0.0,0.0,0.0,0.15604510277235994,0.016596108521437728,0.0039601540681792197,0.054779517252584231,0.00048470010275746564,0.0020157800764909087,0.0022337362449932102,0.0010746135973300187,3.221109197705267e-05,6.4401903864834862e-05,4.1491653312004917e-05,4.1383957542096056e-05,3.2867005506561646e-06,1.4169847025846148e-05,1.1388281186765385e-05,9.5306632115298197e-06,5.7260003210332279e-06,1.1563548499957832e-06,7.0839374294851991e-07,1.588453105509359e-06,1.0836655733969195e-06,1.9008401557040533e-07
8.928562353548542e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.097840366612435226,0.52510204156039786,1.7120760062199928e-16,0.0,1.4929249542952763e-15,1.0541167859125599e-38,0.0,0.0,0.0,0.0,0.0,0.15629000143403915,0.016555455636549518,0.0039709818007731441,0.054868373247753968,0.00048429508935946003,0.0020233967740648918,0.0022422142913606914,0.0010802815526422419,3.2317895101638462e-05,6.4855196264994425e-05,4.1749424062604933e-05,4.1640476771237176e-05,3.2933453784458052e-06,1.4289625082111218e-05,1.1486190201964765e-05,9.5956542339153002e-06,5.7662137520100618e-06,1.1681470650923552e-06,7.134956503425932e-07,1.6048412143951681e-06,1.0936612038995151e-06,1.922229119051356e-07
8.962735673104495e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.097629099946064626,0.52489926062594972,1.7189682303259862e-16,0.0,1.4946768076145659e-15,1.058111239168385e-38,0.0,0.0,0.0,0.0,0.0,0.15653384724227334,0.016514993964277188,0.0039817830403410725,0.054956745019541037,0.00048388513108854814,0.0020309926198879614,0.0022506616750315642,0.0010859443406634345,3.2423873781592265e-05,6.5308489238811375e-05,4.2007056419732614e-05,4.1896849875601752e-05,3.2998976403425252e-06,1.4409643365965812e-05,1.1584327073062567e-05,9.660664573463376e-06,5.8064798730536049e-06,1.1799903830447766e-06,7.1859176402220198e-07,1.6212839718262042e-06,1.103686041756984e-06,1.9437261321639946e-07
8.996908992660447e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.097418716352652673,0.52469743229430288,1.7258516710048947e-16,0.0,1.4964195939418512e-15,1.0621059970532333e-38,0.0,0.0,0.0,0.0,0.0,0.15677664696786336,0.0164747221703582,0.0039925579113517483,0.055044636355147267,0.00048347031474126387,0.0020385676514205163,0.0022590784677092414,0.0010916019068998007,3.252903040995848e-05,6.5761770830465697e-05,4.2264545581582957e-05,4.2153072057863624e-05,3.3063579566286058e-06,1.452989851871642e-05,1.1682689285056625e-05,9.7256927307198234e-06,5.8467979959695259e-06,1.1918845718065628e-06,7.2368187362267673e-07,1.637780763473732e-06,1.1137398188279993e-06,1.9653307667856147e-07
9.0310823122164e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.097209210325935477,0.52449655000001427,1.7327263264776134e-16,0.0,1.4981533827407831e-15,1.0661010606755062e-38,0.0,0.0,0.0,0.0,0.0,0.15701840732364142,0.016434638932667812,0.0040033065374062947,0.055132051003300202,0.00048305072586985473,0.0020461219067519558,0.0022674647421454652,0.0010972541978578592,3.263336742417628e-05,6.6215029234621209e-05,4.2521886819733108e-05,4.2409138594222274e-05,3.3127269474454606e-06,1.4650387204249524e-05,1.1781274338007197e-05,9.7907372226323582e-06,5.8871674382910405e-06,1.2038293991393179e-06,7.2876577169534877e-07,1.654330976784687e-06,1.1238222680794659e-06,1.9870425934496909e-07
9.065255631772353e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.09700057640539915,0.52429660723738025,1.7395921953099948e-16,0.0,1.4998782427532468e-15,1.0700964311303535e-38,0.0,0.0,0.0,0.0,0.0,0.15725913496509081,0.01639474294108809,0.0040140290412461329,0.05521899267472994,0.00048262644880032275,0.0020536554245827012,0.0022758205721063588,0.0011029011610297317,3.273688730470163e-05,6.6668252795132327e-05,4.2779075478283466e-05,4.2665044833541745e-05,3.319005232677126e-06,1.4771106109024322e-05,1.1880079747041463e-05,9.8557965824205546e-06,5.9275875232368511e-06,1.2158246326351185e-06,7.3384325368947747e-07,1.6709340010356626e-06,1.1339331235958865e-06,2.0088611815344779e-07
9.099428951328306e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.096792809175800756,0.52409759755975982,1.7464492764064903e-16,0.0,1.501594242005089e-15,1.074092109499878e-38,0.0,0.0,0.0,0.0,0.0,0.15749883649095819,0.016355032897378285,0.0040247255447607546,0.055305465042639168,0.00048219756665020204,0.0020611682442065985,0.0022841460323392388,0.001108542744878653,3.2839592573657171e-05,6.7121430003752261e-05,4.3036106973006366e-05,4.2920786196497162e-05,3.3251934318373725e-06,1.4892051942061311e-05,1.1979103042355149e-05,9.920869359445882e-06,5.9680575796692204e-06,1.2278700397384679e-06,7.3891411793391364e-07,1.6875892273853269e-06,1.1440721205883189e-06,2.0307860993169421e-07
9.133602270884258e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.096585903266695,0.52389951457890949,1.7532975690034677e-16,0.0,1.5033014478982406e-15,1.0780880968533323e-38,0.0,0.0,0.0,0.0,0.0,0.15773751844385742,0.016315507515046807,0.0040353961689954558,0.055391471743166318,0.00048176416134607949,0.0020686604054937041,0.0022924411985401883,0.0011141788988246974,3.2941485793509195e-05,6.757454949884252e-05,4.3292976790502539e-05,4.3176358174728966e-05,3.331292163960301e-06,1.5013221434926796e-05,1.2078341769211446e-05,9.9859541190820155e-06,6.0085769420521992e-06,1.2399653877678291e-06,7.4397816561851117e-07,1.704296048925296e-06,1.1542389954029459e-06,2.0528169140256717e-07
9.167775590440211e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.096379853351967595,0.52370235196432602,1.7601370726626739e-16,0.0,1.504999927140342e-15,1.082084394247314e-38,0.0,0.0,0.0,0.0,0.0,0.15797518731086599,0.016276165519224537,0.0040460410341589623,0.055477016375842216,0.00048132631364085869,0.0020761319488734457,0.002300706147322364,0.0011198095732307106,3.304256956577131e-05,6.8027600064084635e-05,4.3549680487364963e-05,4.3431756330004754e-05,3.3373020474943938e-06,1.5134611341713475e-05,1.2177793487937215e-05,1.0051049442585382e-05,6.0491449504100156e-06,1.2521104439367356e-06,7.4903520077530095e-07,1.7210538607295044e-06,1.164433485529266e-06,2.0749531918928009e-07
9.201948909996164e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.096174654149374178,0.52350610344259718,1.7669677872653413e-16,0.0,1.5066897457281337e-15,1.0860810027259547e-38,0.0,0.0,0.0,0.0,0.0,0.15821184952411382,0.016237005646539623,0.0040566602596309852,0.055562102504039902,0.00048088410313077231,0.0020835829153181304,0.0023089409561850268,0.0011254347193884592,3.3142846529734435e-05,6.8480570627193997e-05,4.3806213689350483e-05,4.3686976293388772e-05,3.3432237001998973e-06,1.5256218439017262e-05,1.2277455773916603e-05,1.0116153926965964e-05,6.0897609502856108e-06,1.2643049753745009e-06,7.5408503025944272e-07,1.7378620599020785e-06,1.174655329607902e-06,2.0971944982049484e-07
